NTD_ID,MODE,SERVICE_ID,2009
1,DR,PT,850905.00
1,LR,DO,342835.00
1,LR,PT,2371968.00
1,MB,DO,93937578.00
1,MB,PT,11238115.00
1,TB,DO,17892872.00
1,VP,DO,9636603.00
2,DR,DO,148645.00
2,DR,PT,57433.00
2,MB,DO,7127521.00
2,VP,DO,534002.00
3,DR,DO,109704.00
3,DR,PT,295185.00
3,MB,DO,12796106.00
3,MB,PT,4072784.00
3,VP,DO,2539666.00
5,DR,DO,47157.00
5,MB,DO,1076498.00
6,DR,PT,110008.00
6,MB,DO,495585.00
6,VP,DO,192486.00
7,DR,PT,249538.00
7,MB,DO,6602497.00
7,MB,PT,37427.00
7,VP,PT,45677.00
8,CR,PT,107831.00
8,DR,PT,5160538.00
8,LR,DO,33868269.00
8,MB,DO,54044751.00
11,DR,DO,69840.00
11,DR,PT,4082.00
11,MB,DO,727279.00
11,MB,PT,168319.00
12,DR,PT,1570258.00
12,MB,DO,3762970.00
12,VP,PT,310798.00
16,DR,PT,7265.00
16,MB,DO,67993.00
18,DR,DO,270828.00
18,DR,PT,135465.00
18,MB,DO,1194936.00
18,VP,DO,2367733.00
19,DR,DO,149473.00
19,MB,DO,2306799.00
19,VP,DO,1485139.00
20,DR,DO,349719.00
20,FB,PT,548627.00
20,MB,DO,4649636.00
20,VP,DO,846431.00
21,DR,DO,159365.00
21,DR,PT,93.00
21,MB,DO,1384476.00
21,VP,DO,186338.00
22,DR,DO,37785.00
22,MB,DO,69113.00
22,MB,PT,0.00
23,MO,PT,2950195.00
24,DR,DO,230340.00
24,MB,DO,6670570.00
24,VP,DO,37348.00
25,DR,PT,316694.00
25,MB,DO,3231769.00
25,VP,PT,67246.00
28,FB,PT,2001360.00
29,DR,PT,229212.00
29,MB,DO,9165487.00
29,MB,PT,9641865.00
29,VP,DO,2581320.00
34,DR,PT,117420.00
34,MB,DO,1106141.00
35,FB,DO,35208864.00
40,CR,PT,7766691.00
40,DR,PT,0.00
40,LR,DO,0.00
40,LR,PT,2371968.00
40,MB,DO,15110545.00
40,MB,PT,3799016.00
41,AR,DO,1394379.00
42,DR,DO,57583.00
42,MB,DO,24642.00
43,DR,DO,47806.00
43,DR,PT,11033.00
43,MB,DO,598155.00
43,VP,DO,1953.00
44,DR,DO,13144.00
44,MB,DO,343323.00
44,VP,DO,349570.00
45,DR,DO,51394.00
45,MB,DO,307754.00
46,DR,DO,8756.00
46,MB,DO,165657.00
47,DR,PT,11052.00
47,MB,PT,434383.00
49,VP,DO,310798.00
50,DR,PT,54425.00
50,MB,PT,151217.00
52,VP,PT,194405.00
53,DR,DO,0.00
53,MB,DO,0.00
54,FB,DO,153584.00
1001,DR,DO,530262.00
1001,DR,PT,190637.00
1001,MB,DO,24044176.00
1002,DR,DO,29013.00
1002,MB,DO,486181.00
1003,CR,PT,137526369.00
1003,DR,PT,3302090.00
1003,FB,PT,5393140.00
1003,HR,DO,160515594.00
1003,LR,DO,75225345.00
1003,MB,DO,70012369.00
1003,MB,PT,1897131.00
1003,TB,DO,2170181.00
1004,DR,PT,1098822.00
1004,MB,PT,2383227.00
1005,DR,DO,35289.00
1005,DR,PT,78912.00
1005,MB,DO,980611.00
1006,DR,PT,572396.00
1006,MB,PT,1335589.00
1007,DR,PT,284758.00
1007,MB,PT,756253.00
1008,DR,PT,649734.00
1008,MB,PT,5859449.00
1013,DR,PT,139422.00
1013,MB,PT,1277418.00
1014,DR,DO,71876.00
1014,DR,PT,199471.00
1014,MB,DO,2557493.00
1015,DR,PT,24908.00
1015,MB,PT,118971.00
1016,MB,DO,1452551.00
1017,DR,PT,366805.00
1017,MB,PT,613226.00
1040,DR,PT,11637.00
1040,MB,DO,1193042.00
1042,DR,DO,383947.00
1047,MB,DO,478536.00
1048,MB,DO,12649838.00
1049,DR,DO,176274.00
1049,MB,DO,1773.00
1050,DR,PT,243562.00
1050,MB,DO,5534842.00
1051,DR,DO,52393.00
1051,MB,DO,786899.00
1053,DR,PT,29244.00
1053,MB,PT,168429.00
1055,MB,DO,7505517.00
1056,MB,DO,3432789.00
1057,DR,DO,116720.00
1057,DR,PT,139388.00
1057,MB,DO,1550618.00
1057,MB,PT,52323.00
1061,DR,PT,2624712.00
1061,MB,PT,527817.00
1063,DR,PT,32210.00
1063,MB,DO,288867.00
1063,MB,PT,15610.00
1064,DR,PT,222899.00
1064,MB,PT,1614227.00
1066,DR,PT,89928.00
1066,MB,DO,2147192.00
1069,DR,DO,1611623.00
1086,DR,DO,7074.00
1086,MB,DO,255384.00
1086,MB,PT,14425.00
1087,DR,DO,43884.00
1087,MB,DO,234469.00
1088,FB,DO,2133329.00
1095,DR,DO,271398.00
1095,MB,DO,1641167.00
1096,DR,PT,22951.00
1096,MB,DO,700717.00
1102,CR,PT,1932099.00
1102,MB,PT,545950.00
1105,DR,PT,602711.00
1105,MB,PT,224485.00
