NTD_ID,MODE,SERVICE_ID,2008
1,DR,PT,831048.00
1,LR,DO,275185.00
1,MB,DO,85113515.00
1,MB,PT,11342831.00
1,TB,DO,16212098.00
1,VP,DO,8049283.00
2,DR,DO,156606.00
2,DR,PT,54436.00
2,MB,DO,7112748.00
2,VP,DO,538393.00
3,DR,DO,93699.00
3,DR,PT,243302.00
3,MB,DO,11554497.00
3,MB,PT,3610876.00
3,VP,DO,2230211.00
5,DR,DO,41211.00
5,MB,DO,1091474.00
6,DR,PT,172055.00
6,MB,DO,395355.00
6,VP,DO,208776.00
7,DR,PT,160407.00
7,MB,DO,6122561.00
7,VP,PT,81579.00
8,DR,PT,3547874.00
8,LR,DO,31495353.00
8,MB,DO,47467995.00
11,DR,DO,76404.00
11,DR,PT,3956.00
11,MB,DO,667818.00
11,MB,PT,215109.00
12,DR,PT,1302135.00
12,MB,DO,3770857.00
12,VP,PT,0.00
16,DR,PT,11631.00
16,MB,DO,119890.00
18,DR,DO,221035.00
18,DR,PT,170704.00
18,MB,DO,1125487.00
18,VP,DO,2005830.00
19,DR,DO,124936.00
19,MB,DO,1850861.00
19,VP,DO,1128136.00
20,DR,DO,323069.00
20,FB,PT,300442.00
20,MB,DO,3414453.00
20,VP,DO,646680.00
21,DR,DO,144926.00
21,DR,PT,92.00
21,MB,DO,1273068.00
22,DR,DO,35261.00
22,MB,DO,55509.00
22,MB,PT,0.00
23,MO,PT,2707888.00
24,DR,DO,266498.00
24,MB,DO,6346589.00
25,DR,PT,381634.00
25,MB,DO,2762266.00
25,VP,PT,0.00
28,FB,PT,1886133.00
29,DR,PT,274305.00
29,MB,DO,9057871.00
29,MB,PT,9814194.00
29,VP,DO,2136079.00
34,DR,PT,110931.00
34,MB,DO,1080447.00
35,FB,DO,35698924.00
40,CR,PT,8196172.00
40,LR,DO,0.00
40,MB,DO,0.00
40,MB,PT,3641733.00
41,AR,DO,1551649.00
43,DR,DO,138123.00
43,DR,PT,6154.00
43,MB,DO,423275.00
43,VP,DO,6145.00
44,DR,DO,10968.00
44,MB,DO,296629.00
44,VP,DO,257403.00
45,DR,DO,48935.00
45,MB,DO,273294.00
46,DR,DO,9238.00
46,MB,DO,124218.00
49,VP,DO,203839.00
50,DR,PT,64221.00
50,MB,PT,131679.00
1001,DR,DO,439180.00
1001,DR,PT,199029.00
1001,MB,DO,23480485.00
1002,DR,DO,23214.00
1002,MB,DO,361027.00
1003,CR,PT,135900591.00
1003,DR,PT,1669088.00
1003,FB,PT,5960385.00
1003,HR,DO,156554160.00
1003,LR,DO,74238640.00
1003,MB,DO,70423932.00
1003,MB,PT,2747914.00
1003,TB,DO,2175551.00
1004,DR,PT,826946.00
1004,MB,PT,2258499.00
