,NTD_ID,4 digit NTDID,Legacy NTD ID,Agency,MODE,SERVICE_ID,RailBus,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
1817,48,48,48,Lewiston Transit System,DR,DO,DemandResponse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10904.0,12229.0,7441.0,6492.0,5725.0,6942.0
1818,48,48,48,Lewiston Transit System,MB,DO,Bus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25493.0,27674.0,0.0,0.0,0.0,0.0
1819,48,48,48,Lewiston Transit System,MB,DO,Bus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25493.0,27674.0,0.0,0.0,0.0,36371.0
1820,48,48,48,Lewiston Transit System,MB,DO,Bus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25493.0,27674.0,0.0,0.0,33602.0,0.0
1821,48,48,48,Lewiston Transit System,MB,DO,Bus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25493.0,27674.0,0.0,0.0,33602.0,36371.0
1822,48,48,48,Lewiston Transit System,MB,DO,Bus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25493.0,27674.0,0.0,31210.0,0.0,0.0
1823,48,48,48,Lewiston Transit System,MB,DO,Bus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25493.0,27674.0,0.0,31210.0,0.0,36371.0
1824,48,48,48,Lewiston Transit System,MB,DO,Bus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25493.0,27674.0,0.0,31210.0,33602.0,0.0
1825,48,48,48,Lewiston Transit System,MB,DO,Bus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25493.0,27674.0,0.0,31210.0,33602.0,36371.0
1826,48,48,48,Lewiston Transit System,MB,DO,Bus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25493.0,27674.0,31077.0,0.0,0.0,0.0
1827,48,48,48,Lewiston Transit System,MB,DO,Bus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25493.0,27674.0,31077.0,0.0,0.0,36371.0
1828,48,48,48,Lewiston Transit System,MB,DO,Bus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25493.0,27674.0,31077.0,0.0,33602.0,0.0
1829,48,48,48,Lewiston Transit System,MB,DO,Bus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25493.0,27674.0,31077.0,0.0,33602.0,36371.0
1830,48,48,48,Lewiston Transit System,MB,DO,Bus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25493.0,27674.0,31077.0,31210.0,0.0,0.0
1831,48,48,48,Lewiston Transit System,MB,DO,Bus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25493.0,27674.0,31077.0,31210.0,0.0,36371.0
1832,48,48,48,Lewiston Transit System,MB,DO,Bus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25493.0,27674.0,31077.0,31210.0,33602.0,0.0
1833,48,48,48,Lewiston Transit System,MB,DO,Bus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25493.0,27674.0,31077.0,31210.0,33602.0,36371.0
1834,51,51,51,Asotin County PTBA,DR,DO,DemandResponse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8184.0,7144.0,0.0,0.0,0.0,0.0
1835,51,51,51,Asotin County PTBA,DR,DO,DemandResponse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8184.0,7144.0,0.0,0.0,0.0,7087.0
1836,51,51,51,Asotin County PTBA,DR,DO,DemandResponse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8184.0,7144.0,0.0,0.0,7174.0,0.0
1837,51,51,51,Asotin County PTBA,DR,DO,DemandResponse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8184.0,7144.0,0.0,0.0,7174.0,7087.0
1838,51,51,51,Asotin County PTBA,DR,DO,DemandResponse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8184.0,7144.0,0.0,7614.0,0.0,0.0
1839,51,51,51,Asotin County PTBA,DR,DO,DemandResponse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8184.0,7144.0,0.0,7614.0,0.0,7087.0
1840,51,51,51,Asotin County PTBA,DR,DO,DemandResponse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8184.0,7144.0,0.0,7614.0,7174.0,0.0
1841,51,51,51,Asotin County PTBA,DR,DO,DemandResponse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8184.0,7144.0,0.0,7614.0,7174.0,7087.0
1842,51,51,51,Asotin County PTBA,DR,DO,DemandResponse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8184.0,7144.0,7969.0,0.0,0.0,0.0
1843,51,51,51,Asotin County PTBA,DR,DO,DemandResponse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8184.0,7144.0,7969.0,0.0,0.0,7087.0
1844,51,51,51,Asotin County PTBA,DR,DO,DemandResponse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8184.0,7144.0,7969.0,0.0,7174.0,0.0
1845,51,51,51,Asotin County PTBA,DR,DO,DemandResponse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8184.0,7144.0,7969.0,0.0,7174.0,7087.0
1846,51,51,51,Asotin County PTBA,DR,DO,DemandResponse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8184.0,7144.0,7969.0,7614.0,0.0,0.0
1847,51,51,51,Asotin County PTBA,DR,DO,DemandResponse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8184.0,7144.0,7969.0,7614.0,0.0,7087.0
1848,51,51,51,Asotin County PTBA,DR,DO,DemandResponse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8184.0,7144.0,7969.0,7614.0,7174.0,0.0
1849,51,51,51,Asotin County PTBA,DR,DO,DemandResponse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8184.0,7144.0,7969.0,7614.0,7174.0,7087.0
1850,51,51,51,Asotin County PTBA,MB,DO,Bus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28286.0,30058.0,0.0,0.0,0.0,0.0
1851,51,51,51,Asotin County PTBA,MB,DO,Bus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28286.0,30058.0,0.0,0.0,0.0,30862.0
1852,51,51,51,Asotin County PTBA,MB,DO,Bus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28286.0,30058.0,0.0,0.0,32835.0,0.0
1853,51,51,51,Asotin County PTBA,MB,DO,Bus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28286.0,30058.0,0.0,0.0,32835.0,30862.0
1854,51,51,51,Asotin County PTBA,MB,DO,Bus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28286.0,30058.0,0.0,33365.0,0.0,0.0
1855,51,51,51,Asotin County PTBA,MB,DO,Bus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28286.0,30058.0,0.0,33365.0,0.0,30862.0
1856,51,51,51,Asotin County PTBA,MB,DO,Bus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28286.0,30058.0,0.0,33365.0,32835.0,0.0
1857,51,51,51,Asotin County PTBA,MB,DO,Bus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28286.0,30058.0,0.0,33365.0,32835.0,30862.0
1858,51,51,51,Asotin County PTBA,MB,DO,Bus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28286.0,30058.0,36306.0,0.0,0.0,0.0
1859,51,51,51,Asotin County PTBA,MB,DO,Bus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28286.0,30058.0,36306.0,0.0,0.0,30862.0
1860,51,51,51,Asotin County PTBA,MB,DO,Bus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28286.0,30058.0,36306.0,0.0,32835.0,0.0
1861,51,51,51,Asotin County PTBA,MB,DO,Bus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28286.0,30058.0,36306.0,0.0,32835.0,30862.0
1862,51,51,51,Asotin County PTBA,MB,DO,Bus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28286.0,30058.0,36306.0,33365.0,0.0,0.0
1863,51,51,51,Asotin County PTBA,MB,DO,Bus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28286.0,30058.0,36306.0,33365.0,0.0,30862.0
1864,51,51,51,Asotin County PTBA,MB,DO,Bus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28286.0,30058.0,36306.0,33365.0,32835.0,0.0
1865,51,51,51,Asotin County PTBA,MB,DO,Bus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28286.0,30058.0,36306.0,33365.0,32835.0,30862.0
1866,1013,0,0,Merrimack Valley Regional Transit Authority,CB,PT,Bus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,191525.0,180158.0,212457.0,0.0,0.0,0.0,0.0
1867,1045,0,0,Connecticut Department of Transportation - CTTransit New Britain -Dattco.,CB,PT,Bus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134305.0,542618.0,0.0,0.0,0.0,0.0
1868,1045,0,0,0,MB,DO,Bus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1869,1063,0,0,Middletown Transit District,DR,DO,DemandResponse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30854.0,29080.0,34861.0,0.0,0.0,0.0,0.0
1870,1064,0,0,Greater Attleboro-Taunton Regional Transit Authority,CB,PT,Bus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,743706.0,748510.0,700363.0,0.0,0.0,0.0,0.0
1871,1102,0,0,Connecticut Department of Transportation,CB,PT,Bus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,327490.0,232171.0,825041.0,0.0,0.0,0.0,0.0
1872,1114,0,0,Biddeford-Saco-Old Orchard Beach Transit Committee Shuttle Bus,MB,DO,Bus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,318250.0,336567.0,396484.0,0.0,0.0,0.0,0.0
1873,1117,0,0,Plymouth & Brockton Street Railway Company,CB,DO,Bus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6156900.0,6190696.0,6403628.0,0.0,0.0,0.0,0.0
1874,1122,0,0,0,MB,DO,Bus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8655284.0,0.0,0.0,0.0,0.0,0.0,0.0
1875,1123,0,0,Greater Derry Salem Cooperative Alliance for Regional Transportation,DR,PT,DemandResponse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38315.0,28426.0,0.0,0.0,0.0,0.0
1876,1125,0,0,Berkshire Regional Transit Authority Council on Aging,DR,PT,DemandResponse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183324.0,185271.0,188276.0,0.0,0.0,0.0,0.0
1877,1126,0,0,Worcester Regional Transit Authority COA,DR,PT,DemandResponse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58208.0,56359.0,52886.0,0.0,0.0,0.0,0.0
1878,1128,0,0,Connecticut Department of Transportation- CTTransit Waterbury- NET,DR,PT,DemandResponse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201750.0,200006.0,207324.0,0.0,0.0,0.0,0.0
1879,1128,0,0,Connecticut Department of Transportation- CTTransit Waterbury- NET,MB,PT,Bus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1586057.0,1890201.0,1991799.0,0.0,0.0,0.0,0.0
1880,1130,0,0,Connecticut Department of Transportation -CTTRANSIT New Britain ,MB,PT,Bus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,563278.0,617102.0,603754.0,0.0,0.0,0.0,0.0
1881,2002,0,0,Capital District Transportation Authority,VP,PT,DemandResponse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93518.0,169167.0,112659.0,0.0,0.0,0.0,0.0
1882,2080,0,0,New Jersey Transit Corporation,YR,PT,Other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2517332.0,2390685.0,2399152.0,0.0,0.0,0.0,0.0
1883,2143,0,0,Town of Newburgh,DR,DO,DemandResponse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2852.0,3337.0,2723.0,0.0,0.0,0.0,0.0
1884,2145,0,0,Tompkins Consolidated Area Transit,VP,PT,DemandResponse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22800.0,27360.0,27360.0,0.0,0.0,0.0,0.0
1885,2176,0,0,Kaser Bus Service,MB,PT,Bus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270060.0,278401.0,0.0,0.0,0.0,0.0
1886,2177,0,0,"Adirondack Transit Lines, Inc,",CB,DO,Bus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10284483.0,10275958.0,10160553.0,0.0,0.0,0.0,0.0
1887,2191,0,0,City of Kingston Citibus,DR,DO,DemandResponse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89967.0,12848.0,0.0,0.0,0.0,0.0
1888,2191,0,0,City of Kingston Citibus,MB,DO,Bus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9166.0,81520.0,0.0,0.0,0.0,0.0
1889,2191,0,0,0,TB,DO,Bus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1890,2194,0,0,East Windsor Township,DR,DO,DemandResponse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1070.0,1257.0,974.0,0.0,0.0,0.0,0.0
1891,2194,0,0,East Windsor Township,MB,PT,Bus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11907.0,8068.0,9443.0,0.0,0.0,0.0,0.0
1892,2196,0,0,Middlesex County Area Transit,DR,DO,DemandResponse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165070.0,157908.0,0.0,0.0,0.0,0.0
1893,2196,0,0,Middlesex County Area Transit,DT,PT,DemandResponse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1894,2196,0,0,Middlesex County Area Transit,MB,DO,Bus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105022.0,104464.0,0.0,0.0,0.0,0.0
1895,2198,0,0,"TransOptions, Inc. ",MB,PT,Bus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2582.0,3760.0,3047.0,0.0,0.0,0.0,0.0
1896,2200,0,0,South Jersey Transportation Authority,DR,DO,DemandResponse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1897,2200,0,0,South Jersey Transportation Authority,MB,DO,Bus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1898,2201,0,0,County of Cumberland,MB,DO,Bus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1899,2202,0,0,0,DR,DO,DemandResponse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1900,2204,0,0,"Senior Citizens United Community Services of Camden County, Inc.",DR,DO,DemandResponse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16148.0,0.0,0.0,0.0,0.0
1901,3019,0,0,Southeastern Pennsylvania Transportation Authority,SR,DO,Rail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30580685.0,29813905.0,30589805.0,0.0,0.0,0.0,0.0
1902,3027,0,0,York County Transportation Authority,CB,PT,Bus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,261728.0,312790.0,253588.0,0.0,0.0,0.0,0.0
1903,3034,0,0,Maryland Transit Administration,CB,PT,Bus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14262446.0,14875829.0,15744927.0,0.0,0.0,0.0,0.0
1904,3053,0,0,Bristol Virginia Transit,DR,DO,DemandResponse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2054.0,2154.0,2320.0,0.0,0.0,0.0,0.0
1905,3053,0,0,Bristol Virginia Transit,MB,DO,Bus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28877.0,33839.0,25594.0,0.0,0.0,0.0,0.0
1906,3066,0,0,0,DR,DO,DemandResponse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1907,3066,0,0,Weirton Transit Corporation,MB,DO,Bus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64453.0,59155.0,0.0,0.0,0.0,0.0
1908,3077,0,0,Borough of Pottstown - Pottstown Area Rapid Transit,DR,PT,DemandResponse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293093.0,11513.0,13055.0,0.0,0.0,0.0,0.0
1909,3080,0,0,0,HR,PT,Rail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1910,3090,0,0,Eastern Panhandle Transit Authority,DR,DO,DemandResponse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4694.0,0.0,0.0,0.0,0.0
1911,3090,0,0,Eastern Panhandle Transit Authority,MB,DO,Bus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120096.0,0.0,0.0,0.0,0.0
1912,3096,0,0,The Tri--County Council for the Lower Eastern Shore of Maryland,DT,PT,DemandResponse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1913,3098,0,0,Washington County Commissioners,DR,PT,DemandResponse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1044.0,1060.0,1036.0,0.0,0.0,0.0,0.0
1914,3098,0,0,Washington County Commissioners,MB,PT,Bus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7920.0,9807.0,10469.0,0.0,0.0,0.0,0.0
1915,3099,0,0,City of Winchester,DR,DO,DemandResponse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8540.0,7272.0,0.0,0.0,0.0,0.0
1916,3099,0,0,City of Winchester,MB,DO,Bus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84171.0,81538.0,0.0,0.0,0.0,0.0
1917,3102,0,0,Martz Trailways,CB,DO,Bus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18174497.0,20252654.0,20214450.0,0.0,0.0,0.0,0.0
1918,3103,0,0,"Martz Group, National Coach Works of Virginia",CB,DO,Bus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2338595.0,2115714.0,2604832.0,0.0,0.0,0.0,0.0
1919,4003,0,0,Memphis Area Transit Authority,SR,DO,Rail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,621839.0,774166.0,846992.0,0.0,0.0,0.0,0.0
1920,4006,0,0,0,DR,PT,DemandResponse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1921,4006,0,0,Cape Fear Public Transportation Authority,MB,PT,Bus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3674862.0,3432683.0,0.0,0.0,0.0,0.0
1922,4016,0,0,Ashland Bus System,DR,DO,DemandResponse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10970.0,21202.0,19640.0,0.0,0.0,0.0,0.0
1923,4016,0,0,Ashland Bus System,MB,DO,Bus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55056.0,51281.0,58955.0,0.0,0.0,0.0,0.0
1924,4020,0,0,Owensboro Transit System,DR,PT,DemandResponse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1925,4020,0,0,Owensboro Transit System,MB,DO,Bus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118324.0,110066.0,0.0,0.0,0.0,0.0
1926,4023,0,0,Augusta Richmond County Transit Department,DR,PT,DemandResponse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23343.0,50657.0,47269.0,0.0,0.0,0.0,0.0
1927,4023,0,0,Augusta Richmond County Transit Department,MB,PT,Bus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,218882.0,621874.0,619363.0,0.0,0.0,0.0,0.0
1928,4034,0,0,Miami-Dade Transit,MG,DO,Rail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1929,4040,0,0,0,CB,DO,Bus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34206.0,0.0,0.0,0.0,0.0,0.0,0.0
1930,4040,0,0,Jacksonville Transportation Authority,MG,DO,Rail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187302.0,67996.0,0.0,0.0,0.0,0.0,0.0
1931,4041,0,0,Hillsborough Area Regional Transit Authority,SR,DO,Rail,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,614181.0,570134.0,487588.0,0.0,0.0,0.0,0.0
1932,4046,0,0,Sarasota County Area Transit,CB,DO,Bus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6468.0,67232.0,83439.0,0.0,0.0,0.0,0.0
1933,4049,0,0,Gadsden Transportation Services - City of Gadsden,DR,DO,DemandResponse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54628.0,50295.0,0.0,0.0,0.0,0.0
1934,4049,0,0,Gadsden Transportation Services - City of Gadsden,MB,DO,Bus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29396.0,28945.0,0.0,0.0,0.0,0.0
1935,4055,0,0,Bristol Tennessee Transit System,DR,DO,DemandResponse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2139.0,2306.0,2058.0,0.0,0.0,0.0,0.0
1936,4055,0,0,Bristol Tennessee Transit System,MB,DO,Bus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24484.0,26227.0,27546.0,0.0,0.0,0.0,0.0
1937,4060,0,0,Hub City Transit,DR,DO,DemandResponse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10022.0,0.0,0.0,0.0,0.0
1938,4060,0,0,Hub City Transit,MB,DO,Bus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37530.0,38741.0,31526.0,0.0,0.0,0.0,0.0
1939,4064,0,0,East Alabama Regional Planning and Development Commission,DR,PT,DemandResponse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203726.0,176922.0,131011.0,0.0,0.0,0.0,0.0
1940,4064,0,0,East Alabama Regional Planning and Development Commission,MB,PT,Bus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11213.0,51350.0,66613.0,0.0,0.0,0.0,0.0
1941,4081,0,0,0,DR,DO,DemandResponse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64418.0,0.0,0.0,0.0,0.0,0.0,0.0
1942,4089,0,0,Phenix City Express,DR,DO,DemandResponse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2474.0,11358.0,13034.0,0.0,0.0,0.0,0.0
1943,4089,0,0,Phenix City Express,MB,DO,Bus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22275.0,22781.0,25455.0,0.0,0.0,0.0,0.0
1944,4095,0,0,Greenville Area Transit,DR,PT,DemandResponse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27110.0,27600.0,0.0,0.0,0.0,0.0
1945,4095,0,0,Greenville Area Transit,MB,DO,Bus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,289599.0,303126.0,0.0,0.0,0.0,0.0
1946,4096,0,0,Tar River Transit,DR,PT,DemandResponse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91586.0,86015.0,0.0,0.0,0.0,0.0
1947,4096,0,0,Tar River Transit,MB,PT,Bus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,211923.0,189409.0,0.0,0.0,0.0,0.0
1948,4114,0,0,Municipality of Aguada,DR,DO,DemandResponse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1949,4114,0,0,Municipality of Aguada,MB,DO,Bus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1950,4121,0,0,Municipality of Hormigueros,DR,DO,DemandResponse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1951,4121,0,0,Municipality of Hormigueros,MB,DO,Bus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1952,4123,0,0,Federal Programs Municipality of Gurabo,DR,DO,DemandResponse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1953,4123,0,0,Federal Programs Municipality of Gurabo,MB,DO,Bus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1954,4135,0,0,Georgia Regional Transportation Authority,CB,PT,Bus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6197694.0,7107738.0,6932824.0,0.0,0.0,0.0,0.0
1955,4137,0,0,Municipality of Bayamon,DR,DO,DemandResponse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
