NTD_ID,MODE,SERVICE_ID,2005
1107,MB,DO,231171.00
1108,VP,DO,2698650.00
1115,CR,PT,3365584.00
1116,MB,DO,4347531.00
2002,DR,DO,0.00
2002,MB,DO,8927630.00
2002,MB,PT,506442.00
2003,DR,DO,58516.00
2003,DR,PT,220199.00
2003,MB,DO,1990449.00
2004,DR,DO,210515.00
2004,LR,DO,4188902.00
2004,MB,DO,18864974.00
2005,DR,PT,518791.00
2005,MB,PT,1736821.00
2007,DR,DO,1014094.00
2007,MB,DO,40103322.00
2008,DR,PT,6998010.00
2008,HR,DO,1856977863.00
2008,MB,DO,761838185.00
2009,MB,DO,227738.00
2010,DR,DO,241943.00
2010,MB,DO,307928.00
2018,DR,DO,176530.00
2018,DR,PT,21408.00
2018,MB,DO,7078983.00
2040,MB,DO,5582947.00
2071,DR,DO,14550.00
2071,MB,DO,174586.00
2072,DR,PT,542415.00
2072,MB,PT,7007430.00
2075,HR,DO,19092802.00
2076,DR,PT,589521.00
2076,MB,PT,30705734.00
2078,CR,DO,437673640.00
2078,FB,PT,112126.00
2078,MB,PT,265414.00
2080,CR,DO,297650671.00
2080,CR,PT,0.00
2080,DR,PT,1473185.00
2080,LR,DO,3437238.00
2080,LR,PT,8323507.00
2080,MB,DO,238586938.00
2080,MB,PT,11281722.00
2080,VP,PT,1523303.00
2082,FB,DO,0.00
2082,MB,PT,102666137.00
2084,MB,PT,2143932.00
2085,MB,DO,4.00
2086,DR,DO,58644.00
2089,MB,DO,25600.00
2096,DR,PT,26108.00
2096,MB,PT,139453.00
2098,FB,PT,6625125.00
2098,HR,DO,84767277.00
2099,HR,DO,4592359.00
2100,CR,DO,442300319.00
2113,DR,DO,259071.00
2113,MB,DO,13064679.00
2116,MB,DO,322188.00
2120,DR,DO,4034.00
2120,MB,DO,189084.00
2122,MB,DO,22145377.00
2126,MB,DO,27911424.00
2128,MB,DO,19922290.00
2132,MB,DO,7743367.00
2135,MB,DO,2440304.00
2136,MB,DO,4609277.00
2137,MB,DO,1635936.00
2145,DR,PT,36697.00
2145,MB,DO,2776050.00
2145,MB,PT,4858.00
2147,MB,PT,59925542.00
2148,DR,DO,6762.00
2148,MB,DO,160044.00
2149,MB,DO,18100113.00
2155,DR,DO,22133.00
2158,DR,PT,94931.00
2158,MB,PT,34626.00
2159,DR,DO,1276471.00
2160,MB,DO,3557320.00
2161,MB,DO,10626576.00
2163,MB,DO,10574824.00
2165,MB,DO,13598196.00
2166,MB,DO,14604254.00
2168,MB,DO,12549765.00
2169,MB,DO,10620433.00
2171,MB,PT,12813246.00
2172,MB,DO,406701.00
2173,DR,DO,1427017.00
2175,MB,PT,1444931.00
2177,MB,DO,8220946.00
2178,MB,DO,219811.00
2178,MB,PT,49111.00
2179,MB,DO,157688.00
2180,MB,DO,2493645.00
2182,DR,DO,2064.00
2183,DR,DO,16552.00
2188,MB,DO,43316547.00
3001,DR,DO,68615.00
3001,MB,DO,1510380.00
3002,DR,DO,43185.00
3002,MB,DO,320168.00
3006,DR,PT,476059.00
3006,MB,DO,8854657.00
3006,VP,PT,303398.00
3007,DR,PT,97522.00
3007,MB,DO,1312784.00
3008,DR,DO,33892.00
3008,MB,DO,768740.00
3009,DR,DO,8239.00
3009,MB,DO,342322.00
3010,DR,PT,543490.00
3010,MB,DO,2796598.00
3011,DR,DO,1228.00
3011,DR,PT,20563.00
3011,MB,DO,540034.00
3011,MB,PT,2223.00
3012,DR,DO,10888.00
3012,IP,DO,118995.00
3012,MB,DO,633414.00
3013,DR,DO,3515976.00
3013,MB,DO,1993899.00
3014,DR,DO,792086.00
3014,DR,PT,854314.00
3014,MB,DO,2052153.00
3014,MB,PT,511.00
3015,DR,PT,50946.00
3015,MB,DO,691310.00
3018,DR,PT,244657.00
3018,MB,DO,1747312.00
3019,CR,DO,90814743.00
3019,DR,PT,5229002.00
3019,HR,DO,72423846.00
3019,LR,DO,14943610.00
3019,MB,DO,147335348.00
3019,MB,PT,20000.00
3022,DR,PT,7143089.00
3022,IP,DO,548808.00
3022,IP,PT,460879.00
3022,LR,DO,6107979.00
3022,MB,DO,54981271.00
3023,DR,DO,569760.00
3023,MB,DO,851420.00
3024,DR,DO,308052.00
3024,DR,PT,94697.00
3024,MB,DO,2052982.00
3025,DR,PT,17139.00
3025,MB,DO,726808.00
3025,MB,PT,46452.00
3026,DR,PT,7322.00
3026,MB,DO,620992.00
3027,DR,DO,2064704.00
3027,DR,PT,745.00
3027,MB,DO,1603444.00
3030,DR,PT,2825930.00
3030,HR,DO,373329768.00
3030,MB,DO,101691022.00
3034,CR,PT,28949516.00
3034,DR,DO,96367.00
3034,DR,PT,895099.00
3034,HR,DO,12496243.00
3034,LR,DO,4743475.00
3034,MB,DO,57797284.00
3034,MB,PT,10375286.00
3035,DR,DO,7272.00
3035,MB,DO,286704.00
3036,DR,PT,94886.00
3036,MB,DO,402765.00
3040,MB,DO,721621.00
3042,DR,DO,16314.00
3042,MB,DO,226006.00
3044,DR,PT,14046.00
3044,MB,PT,362144.00
3048,DR,PT,69070.00
3048,MB,PT,359934.00
3050,DR,DO,937540.00
3050,MB,DO,81162.00
3051,DR,PT,328055.00
3051,MB,DO,8526565.00
3051,MB,PT,1086805.00
3054,DR,PT,96461.00
3054,MB,DO,3289363.00
3055,DR,DO,74155.00
3055,MB,DO,25485.00
3057,CR,PT,2733935.00
3058,MB,DO,447023.00
3061,DR,PT,67.00
3061,MB,PT,567829.00
3067,DR,PT,7143089.00
3068,MB,PT,4554929.00
3069,DR,DO,41401.00
3069,MB,DO,188882.00
3070,MB,PT,5093832.00
3071,MB,DO,1887473.00
3072,DR,DO,275765.00
3072,MB,DO,477340.00
3073,CR,PT,19439464.00
3074,DR,DO,43964.00
3074,MB,DO,150133.00
3075,CR,PT,2280941.00
3075,DR,DO,1019280.00
3075,DR,PT,22361.00
3075,MB,DO,5315462.00
3075,MB,PT,224360.00
3076,DR,DO,11257.00
3076,MB,DO,435337.00
3078,VP,PT,398552.00
3079,MB,DO,45830.00
3081,MB,PT,1861611.00
3083,DR,PT,355718.00
3083,FB,PT,268987.00
3083,MB,DO,13975951.00
3083,VP,DO,0.00
3085,DR,DO,31567.00
3085,MB,PT,754474.00
3087,DR,DO,7241.00
3087,DR,PT,30477.00
3087,MB,PT,51254.00
3088,DR,PT,14311.00
3088,MB,PT,201172.00
3089,DR,DO,1326.00
3089,MB,DO,102166.00
3091,DR,DO,8862.00
3091,MB,DO,1763732.00
3092,DR,PT,257322.00
3092,MB,PT,18487.00
3094,DR,DO,31895.00
3094,DR,PT,176.00
3094,MB,DO,808261.00
4001,DR,DO,100277.00
4001,DR,PT,24000.00
4001,IP,DO,1736730.00
4001,MB,DO,1319001.00
4002,DR,DO,76815.00
4002,MB,DO,877453.00
4003,DR,DO,300173.00
4003,LR,DO,553137.00
4003,MB,DO,7309454.00
4004,DR,DO,359779.00
4004,MB,DO,6839028.00
4005,DR,PT,33930.00
4005,MB,DO,658909.00
4006,DR,DO,2421.00
4006,MB,DO,753194.00
4007,DR,DO,37819.00
4007,MB,DO,1699610.00
4008,DR,DO,180945.00
4008,LR,DO,194980.00
4008,MB,DO,10031021.00
4008,MB,PT,48630.00
4008,VP,DO,314379.00
4009,DR,DO,37960.00
4009,MB,DO,417289.00
4011,DR,DO,36176.00
4011,DR,PT,32764.00
4011,MB,DO,375477.00
4012,DR,DO,608451.00
4012,MB,DO,1550827.00
4014,DR,DO,335068.00
4014,MB,DO,352864.00
4015,DR,DO,35819.00
4015,MB,DO,348686.00
4017,DR,PT,159168.00
4017,MB,DO,1110297.00
4018,DR,DO,6197704.00
4018,DR,PT,640396.00
4018,MB,DO,34854.00
4018,MB,PT,16596.00
4019,DR,DO,68064.00
4019,MB,DO,3207880.00
4021,DR,DO,33568.00
4021,MB,DO,344119.00
4022,DR,DO,475707.00
4022,HR,DO,42744908.00
4022,MB,DO,50605075.00
4023,DR,DO,37667.00
4023,MB,DO,640042.00
4024,DR,DO,37774.00
4024,MB,DO,731531.00
4025,DR,PT,51840.00
4025,FB,DO,0.00
4025,MB,DO,3186967.00
4026,DR,DO,103267.00
4026,MB,DO,492031.00
4026,VP,DO,1070.00
4027,DR,PT,640134.00
4027,MB,DO,8280703.00
4027,MB,PT,18682.00
4028,DR,DO,139260.00
4028,DR,PT,77754.00
4028,MB,DO,1630709.00
4028,VP,PT,30093.00
4029,DR,PT,1113950.00
4029,FB,PT,1797350.00
4029,MB,DO,18098014.00
4029,MB,PT,115506.00
4030,DR,PT,0.00
4030,MB,DO,7193151.00
4031,DR,DO,108383.00
4031,MB,DO,540888.00
4031,MB,PT,0.00
4032,DR,DO,2344859.00
4032,DR,PT,296180.00
4032,MB,DO,1676125.00
4032,MB,PT,31590.00
4032,VP,DO,203708.00
4034,AG,DO,0.00
4034,DR,PT,3669910.00
4034,HR,DO,11432839.00
4034,MB,DO,73220122.00
4035,DR,PT,767588.00
4035,MB,DO,16461962.00
4035,MB,PT,31590.00
4035,VP,PT,195105.00
4036,DR,DO,98193.00
4036,DR,PT,14340.00
4036,MB,DO,2974741.00
4037,DR,PT,935804.00
4037,MB,DO,6522578.00
4037,MB,PT,31817.00
4038,DR,PT,147121.00
4038,MB,DO,979401.00
4040,AG,DO,301552.00
4040,DR,PT,12400535.00
4040,MB,DO,7391258.00
4041,DR,DO,135997.00
4041,LR,DO,451903.00
4041,MB,DO,8453598.00
4041,VP,PT,138383.00
4042,DR,DO,116544.00
4042,DR,PT,33592.00
4042,MB,DO,2059845.00
4043,DR,DO,101072.00
4043,MB,DO,703836.00
4044,DR,DO,79026.00
4044,MB,DO,384981.00
4045,DR,DO,76045.00
4045,MB,DO,174076.00
4046,DR,DO,116286.00
4046,DR,PT,76798.00
4046,MB,DO,607804.00
4047,DR,DO,17900.00
4047,MB,DO,640597.00
4051,DR,DO,2963.00
4051,MB,DO,5354889.00
4053,DR,DO,495863.00
4053,MB,DO,16356.00
4054,DR,DO,49366.00
4054,MB,DO,97554.00
4056,DR,DO,3874687.00
4056,MB,DO,23287.00
4057,DR,DO,191365.00
4057,MB,DO,230952.00
4058,DR,DO,76328.00
4058,MB,DO,847257.00
4063,DR,DO,249218.00
4063,DR,PT,881880.00
4063,MB,DO,324972.00
4063,VP,PT,360922.00
4068,DR,DO,39083.00
4070,FB,DO,2040521.00
4071,DR,DO,138156.00
4071,DR,PT,0.00
4071,MB,DO,142793.00
4073,DR,DO,264499.00
4073,MB,DO,23845.00
4074,DR,DO,14202.00
4074,DR,PT,22409.00
4074,MB,DO,308765.00
4077,CR,PT,6089370.00
4077,MB,PT,0.00
4078,DR,PT,111840.00
4078,MB,PT,3001918.00
4082,VP,DO,190620.00
4085,MB,DO,140660.00
4086,DR,DO,132635.00
4086,MB,DO,6445612.00
4087,DR,PT,64921.00
4087,MB,PT,2117577.00
4088,DR,PT,739445.00
4092,DR,DO,66572.00
4092,MB,DO,324276.00
4093,DR,PT,132347.00
4093,MB,PT,1188401.00
4094,HR,PT,599051.00
4094,MB,PT,2426159.00
4097,DR,DO,34482.00
4097,MB,DO,19325.00
4100,DR,DO,25199.00
4100,MB,DO,114902.00
4101,MB,DO,232436.00
4102,DR,DO,35314.00
4102,MB,DO,536287.00
4103,DR,DO,385160.00
4105,PB,PT,42230866.00
4108,DR,DO,135541.00
4108,MB,DO,622416.00
4108,VP,DO,491228.00
4110,DR,PT,110540.00
4110,MB,PT,868752.00
4111,DR,DO,0.00
4113,DR,DO,99928.00
4113,MB,DO,2380.00
4120,DR,PT,9327.00
4120,MB,PT,175707.00
4127,DR,DO,19665.00
4127,DR,PT,80455.00
4127,MB,DO,54180.00
4127,MB,PT,117168.00
4128,DR,PT,583977.00
4128,MB,PT,23426.00
4129,DR,PT,115467.00
4130,MB,DO,888866.00
4133,DR,PT,40500.00
4134,DR,PT,3669910.00
4135,DR,PT,22026.00
4135,MB,PT,2270585.00
4135,VP,DO,330118.00
4138,DR,PT,5788.00
4138,MB,PT,2545657.00
4140,DR,PT,170747.00
4140,MB,PT,484449.00
4141,DR,PT,132071.00
4141,MB,PT,1914685.00
4142,MB,DO,0.00
4143,DR,PT,111682.00
4146,DR,PT,1490.00
4146,MB,PT,35794.00
4147,MB,PT,2051924.00
4148,DR,DO,1162951.00
4148,DR,PT,97693.00
4152,VP,DO,834038.00
4153,VP,DO,18605.00
5001,DR,PT,283601.00
5001,MB,DO,603582.00
5001,MB,PT,0.00
5002,DR,PT,289272.00
5002,MB,DO,764601.00
5003,DR,PT,27507.00
5003,LR,DO,11522.00
5003,MB,DO,490969.00
5004,DR,PT,411378.00
5004,MB,DO,418466.00
5005,DR,DO,107382.00
5005,DR,PT,205052.00
5005,MB,DO,7348403.00
5006,DR,PT,25188.00
5006,MB,DO,859917.00
5008,DR,PT,3273429.00
5008,MB,DO,39550607.00
5008,MB,PT,425030.00
5008,VP,DO,109299.00
5009,DR,PT,186147.00
5009,MB,DO,281643.00
5009,MB,PT,21158.00
5010,DR,DO,572591.00
5010,DR,PT,74074.00
5010,MB,DO,2941705.00
5011,DR,DO,220836.00
5011,MB,DO,814558.00
5012,DR,PT,465043.00
5012,MB,DO,22740562.00
5015,DR,DO,196679.00
5015,DR,PT,74475.00
5015,HR,DO,4389306.00
5015,LR,DO,1814778.00
5015,MB,DO,32030930.00
5016,DR,PT,309066.00
5016,MB,DO,11447404.00
5017,DR,DO,949035.00
5017,MB,DO,5374481.00
5017,TB,DO,1462080.00
5019,DR,DO,17940.00
5019,MB,DO,87846.00
5020,DR,DO,42295.00
5020,MB,DO,137609.00
5021,DR,DO,68383.00
5021,MB,DO,81175.00
5022,DR,PT,122942.00
5022,MB,DO,5078573.00
5024,DR,DO,13289.00
5024,MB,DO,819078.00
5025,DR,PT,36858.00
5025,MB,DO,1667891.00
5026,DR,PT,20928.00
5026,MB,PT,160951.00
5027,LR,DO,7060690.00
5027,MB,DO,57316145.00
5028,DR,DO,222141.00
5028,MB,DO,705255.00
5029,DR,DO,55335.00
5029,MB,DO,568708.00
5030,DR,DO,37948.00
5030,MB,DO,294929.00
5031,DR,DO,491826.00
5031,DR,PT,481546.00
5031,MB,DO,8892207.00
5031,MB,PT,39738.00
5032,DR,DO,668189.00
5032,MB,DO,1834211.00
5033,DR,PT,565865.00
5033,MB,DO,3009709.00
5033,VP,PT,0.00
5034,DR,DO,159194.00
5034,MB,DO,241506.00
5035,DR,DO,718.00
5035,DR,PT,423348.00
5035,MB,DO,1233902.00
5035,VP,DO,0.00
5036,DR,DO,419562.00
5036,DR,PT,261562.00
5036,MB,DO,3081883.00
5037,DR,DO,19373.00
5037,MB,DO,217337.00
5037,MB,PT,1150.00
5038,DR,PT,118783.00
5039,DR,DO,76526.00
5039,MB,DO,432690.00
5040,DR,DO,2647.00
5040,DR,PT,346836.00
5040,MB,DO,2488755.00
5041,DR,DO,50360.00
5041,MB,DO,104733.00
5043,DR,DO,105953.00
5043,MB,DO,777818.00
5044,DR,DO,88256.00
5044,MB,DO,917858.00
5045,DR,DO,20978.00
5045,MB,DO,980474.00
5047,DR,DO,24990.00
5047,MB,DO,660119.00
5048,DR,DO,611846.00
5050,DR,DO,319828.00
5050,DR,PT,164912.00
5050,MB,DO,7220799.00
5051,DR,DO,38999.00
5051,MB,DO,1613040.00
5052,DR,DO,50518.00
5052,MB,DO,1145681.00
5053,DR,DO,14842.00
5053,MB,DO,91169.00
5054,DR,DO,50506.00
5054,MB,DO,169991.00
5056,DR,PT,288077.00
5056,MB,DO,1308727.00
5057,DR,DO,8296.00
5057,DR,PT,16777.00
5057,MB,DO,1132447.00
5057,VP,DO,12159.00
5058,DR,DO,190053.00
5058,DR,PT,16492.00
5058,MB,DO,742966.00
5059,DR,DO,84865.00
5059,MB,DO,585401.00
5060,DR,DO,24477.00
5060,DR,PT,189788.00
5060,MB,DO,3894135.00
5061,DR,DO,23706.00
5061,DR,PT,46998.00
5061,MB,DO,370263.00
5066,DR,PT,2855561.00
5066,HR,DO,168117479.00
5066,MB,DO,247645516.00
5088,DR,PT,88306.00
5088,MB,DO,401729.00
5090,DR,PT,59487.00
5090,MB,PT,152927.00
5091,DR,PT,82064.00
5091,MB,DO,366357.00
5092,DR,PT,101994.00
5092,MB,PT,1449482.00
5095,DR,PT,111809.00
5095,MB,PT,463827.00
5096,DR,DO,54447.00
5096,DR,PT,56216.00
5096,MB,DO,495086.00
5096,MB,PT,805760.00
5099,DR,PT,139408.00
5099,MB,DO,502424.00
5102,DR,PT,16265.00
5102,MB,PT,395121.00
5103,DR,DO,0.00
5104,CR,DO,15739769.00
5108,DR,PT,8084.00
5108,MB,DO,343710.00
5109,DR,PT,5098.00
5109,MB,DO,151053.00
5110,DR,PT,52689.00
5110,MB,DO,990883.00
5113,DR,DO,8311993.00
5113,DR,PT,2762418.00
5113,MB,DO,27765640.00
5113,MB,PT,4654171.00
5113,VP,DO,2694295.00
5117,DR,DO,388069.00
5117,DR,PT,2114.00
5117,MB,DO,528265.00
5118,CR,DO,198493912.00
5119,DR,PT,275820.00
5119,MB,DO,21543133.00
5131,DR,DO,438905.00
5132,DR,DO,214855.00
5132,MB,DO,6713.00
5133,DR,PT,107782.00
5138,DR,PT,343831.00
5141,AG,DO,443669.00
5143,MB,PT,8415.00
5145,DR,DO,12729.00
5145,DR,PT,261364.00
5146,DR,PT,170530.00
5146,MB,PT,968281.00
5146,VP,PT,750619.00
5147,DR,PT,102739.00
5147,MB,PT,58391.00
5148,DR,DO,479634.00
5148,DR,PT,1401082.00
5148,MB,DO,68975.00
5149,DR,PT,480668.00
5149,MB,PT,93202.00
5154,DR,PT,1471226.00
5154,MB,PT,8466126.00
5154,VP,PT,380156.00
5155,DR,PT,3644815.00
5157,DR,DO,24168.00
5157,MB,DO,9288.00
5157,MB,PT,394585.00
5158,MB,DO,1293641.00
5158,MB,PT,0.00
5160,DR,PT,126642.00
5160,MB,PT,203934.00
5161,DR,PT,168657.00
5161,MB,PT,191079.00
5163,DR,PT,654783.00
5163,MB,PT,9777.00
5164,DR,PT,124689.00
5165,DR,PT,1534618.00
5166,DR,DO,396030.00
5166,DR,PT,0.00
5166,MB,PT,142784.00
5168,DR,DO,160337.00
5169,DR,PT,151962.00
5171,DR,PT,93879.00
5171,MB,DO,84743.00
5171,MB,PT,5503.00
5174,DR,PT,9057.00
5174,MB,DO,130275.00
6001,DR,DO,45003.00
6001,MB,DO,137747.00
6006,DR,DO,282975.00
6006,DR,PT,7301.00
6006,MB,DO,6413847.00
6007,CR,PT,802310.00
6007,DR,DO,698750.00
6007,DR,PT,36395.00
6007,MB,DO,2804862.00
6007,MB,PT,0.00
6007,VP,PT,648053.00
6008,DR,PT,1257553.00
6008,LR,DO,1962151.00
6008,MB,DO,38504080.00
6008,MB,PT,8632659.00
6008,VP,PT,965703.00
6009,DR,DO,32242.00
6009,MB,DO,2484051.00
6010,DR,DO,215936.00
6010,MB,DO,2505507.00
6011,DR,DO,594165.00
6011,DR,PT,582545.00
6011,MB,DO,14214143.00
6012,DR,DO,49453.00
6012,MB,DO,384342.00
6013,DR,DO,32818.00
6013,MB,DO,82170.00
6014,DR,DO,48529.00
6014,MB,DO,1123639.00
6015,DR,DO,11657.00
6015,LR,DO,20899.00
6015,MB,DO,197257.00
6016,DR,DO,63518.00
6016,MB,DO,519148.00
6017,DR,DO,50956.00
6017,DR,PT,168411.00
6017,MB,DO,1485459.00
6017,MB,PT,13937.00
6018,DR,PT,419043.00
6018,MB,DO,1423524.00
6018,MB,PT,15594.00
6019,DR,DO,330744.00
6019,MB,DO,3024632.00
6020,FB,DO,0.00
6022,DR,PT,58671.00
6022,MB,DO,3562007.00
6024,DR,PT,67363.00
6024,MB,DO,1916252.00
6025,DR,DO,6478.00
6025,MB,DO,278575.00
6026,DR,DO,413746.00
6026,MB,DO,10038.00
6033,DR,DO,136277.00
6033,LR,DO,61754.00
6033,MB,DO,1498782.00
6037,DR,DO,32572.00
6037,MB,DO,92704.00
6038,DR,PT,16900.00
6038,MB,DO,265739.00
6038,MB,PT,26414.00
6040,DR,DO,201802.00
6040,MB,DO,213965.00
6041,DR,DO,84152.00
6041,DR,PT,74625.00
6048,DR,DO,272398.00
6048,DR,PT,0.00
6048,MB,DO,4123458.00
6048,MB,PT,151443.00
6048,VP,DO,259206.00
6049,DR,DO,37289.00
6049,MB,DO,187999.00
6051,DR,PT,79989.00
6051,FB,PT,55141.00
6051,MB,DO,950505.00
6051,MB,PT,111560.00
6053,DR,PT,61633.00
6053,MB,PT,16880.00
6056,CR,PT,1036069.00
6056,DR,PT,1614844.00
6056,LR,DO,8433902.00
6056,MB,DO,25751755.00
6056,VP,DO,295014.00
6059,DR,DO,39344.00
6059,MB,DO,139288.00
6059,MB,PT,1303477.00
6062,DR,DO,0.00
6062,MB,DO,0.00
6068,DR,DO,3926.00
6070,DR,DO,20961.00
6072,DR,DO,67890.00
6072,MB,DO,1385.00
6074,DR,PT,13363.00
6076,DR,PT,26327.00
6076,MB,PT,58692.00
6077,DR,PT,138956.00
6077,MB,DO,233834.00
6082,DR,DO,23371.00
6082,DR,PT,0.00
6084,VP,DO,409127.00
6086,DR,DO,29683.00
6086,MB,DO,99375.00
6088,DR,PT,136721.00
6088,MB,PT,3573306.00
6090,DR,DO,13589.00
6090,MB,DO,21570.00
6091,DR,DO,53378.00
6091,MB,DO,190478.00
6092,DR,DO,1504636.00
6094,DR,DO,11237.00
6094,MB,DO,137825.00
6095,DR,DO,6148.00
6095,MB,DO,34843.00
6096,DR,DO,27789.00
6096,MB,DO,176139.00
6097,DR,DO,12540.00
6097,MB,DO,180467.00
7001,DR,DO,59899.00
7001,DR,PT,37058.00
7001,MB,DO,1037869.00
7002,DR,DO,123870.00
7002,MB,DO,3876813.00
7003,DR,DO,23966.00
7003,MB,DO,513434.00
7005,DR,DO,66739.00
7005,DR,PT,405689.00
7005,MB,DO,7076589.00
7005,VP,DO,164391.00
7006,DR,DO,913976.00
7006,LR,DO,10955146.00
7006,MB,DO,24053728.00
7007,DR,PT,5235.00
7007,MB,DO,33718.00
7007,MB,PT,1216.00
7008,DR,PT,253765.00
7008,MB,DO,623336.00
7009,DR,PT,31959.00
7009,MB,DO,332048.00
7010,DR,DO,1684476.00
7010,DR,PT,0.00
7010,MB,DO,2943147.00
7010,VP,DO,452633.00
7011,DR,DO,186426.00
7011,MB,DO,124950.00
7012,DR,PT,126009.00
7012,MB,DO,426806.00
7013,DR,DO,229781.00
7013,DR,PT,39164.00
7013,MB,DO,336336.00
7014,DR,DO,124736.00
7014,DR,PT,66574.00
7014,MB,DO,595868.00
7015,DR,DO,179966.00
7015,DR,PT,507350.00
7015,MB,DO,1121178.00
7016,DR,DO,23978.00
7016,MB,DO,172212.00
7018,DR,PT,35765.00
7018,MB,DO,843767.00
7019,DR,DO,0.00
7019,MB,DO,0.00
7030,DR,PT,0.00
7030,MB,DO,287449.00
7032,MB,DO,98458.00
7033,DR,PT,49507.00
7033,MB,PT,115516.00
7035,DR,PT,324766.00
7035,MB,PT,356166.00
7036,MB,PT,0.00
7041,DR,PT,11150.00
7041,MB,DO,200539.00
7043,DR,DO,28688.00
7043,MB,DO,287680.00
8001,DR,DO,1540472.00
8001,DR,PT,488832.00
8001,LR,DO,6669260.00
8001,MB,DO,12122819.00
8001,VP,DO,919625.00
8002,DR,DO,227693.00
8002,MB,DO,377470.00
8003,DR,PT,181307.00
8003,MB,PT,306861.00
8004,DR,DO,281987.00
8004,MB,DO,184610.00
