NTD_ID,MODE,SERVICE_ID,2011
1,CB,PT,12511530.00
1,DR,PT,874036.00
1,DT,PT,302306.00
1,LR,PT,12038576.00
1,MB,DO,103418068.00
1,MB,PT,216978.00
1,RB,DO,3421279.00
1,SR,DO,402342.00
1,TB,DO,21573330.00
1,VP,DO,9459661.00
2,DR,DO,422060.00
2,DR,PT,123194.00
2,MB,DO,8988852.00
2,VP,DO,617643.00
3,CB,PT,6898159.00
3,DR,DO,108311.00
3,DR,PT,270325.00
3,MB,DO,10496943.00
3,VP,DO,2626805.00
5,DR,DO,115440.00
5,MB,DO,1175587.00
6,DR,PT,124761.00
6,MB,DO,598546.00
6,VP,DO,258569.00
7,DR,PT,232975.00
7,DT,PT,0.00
7,MB,DO,7236371.00
7,MB,PT,39560.00
7,RB,DO,156662.00
7,VP,PT,63902.00
8,DR,PT,4333877.00
8,DT,PT,488721.00
8,LR,DO,40843683.00
8,MB,DO,53576580.00
8,SR,DO,0.00
8,YR,PT,386003.00
11,DR,DO,79017.00
11,MB,DO,893179.00
12,DR,PT,1736457.00
12,MB,DO,4115324.00
12,VP,PT,771522.00
16,DR,PT,14572.00
16,MB,DO,134864.00
18,DR,DO,294618.00
18,DR,PT,200.00
18,DT,PT,85402.00
18,MB,DO,1374355.00
18,VP,DO,2492744.00
19,DR,DO,187415.00
19,MB,DO,2381146.00
19,VP,DO,1474232.00
20,DR,DO,298238.00
20,DT,PT,1595.00
20,FB,PT,939122.00
20,MB,DO,5758992.00
20,VP,DO,924836.00
21,DR,DO,170743.00
21,DT,PT,133.00
21,MB,DO,1663823.00
21,VP,DO,136742.00
22,DR,DO,51253.00
22,MB,DO,85029.00
23,MG,PT,3307997.00
24,DR,DO,330428.00
24,MB,DO,7295061.00
24,VP,DO,67246.00
25,DR,PT,311598.00
25,MB,DO,2156084.00
25,VP,PT,103070.00
28,FB,PT,1897368.00
29,CB,PT,12337305.00
29,DR,PT,290959.00
29,MB,DO,9562218.00
29,VP,DO,2950728.00
34,DR,PT,103746.00
34,MB,DO,1251472.00
35,FB,DO,35587378.00
40,CB,DO,19409689.00
40,CB,PT,6332235.00
40,CR,PT,8336093.00
40,LR,DO,0.00
40,LR,PT,12038576.00
41,AR,DO,1445703.00
42,DR,DO,52295.00
42,MB,DO,21643.00
43,DR,DO,53493.00
43,DR,PT,18962.00
