,CBSA,Mode,Year,MNAME,MAINTENANCE,RESTRUCTURE,NOTES,LINKS
2087,29140,Bus,2015,"Lafayette, IN Metro Area",0,0,,
2088,29140,Bus,2016,"Lafayette, IN Metro Area",0,0,,
2089,29140,Bus,2017,"Lafayette, IN Metro Area",0,0,,
2090,29140,Bus,2018,"Lafayette, IN Metro Area",0,0,,
2091,29180,Bus,2007,"Lafayette, LA Metro Area",0,0,,
2092,29180,Bus,2008,"Lafayette, LA Metro Area",0,0,,
2093,29180,Bus,2009,"Lafayette, LA Metro Area",0,0,,
2094,29180,Bus,2010,"Lafayette, LA Metro Area",0,0,,
2095,29180,Bus,2011,"Lafayette, LA Metro Area",0,0,,
2096,29180,Bus,2012,"Lafayette, LA Metro Area",0,0,,
2097,29180,Bus,2013,"Lafayette, LA Metro Area",0,0,,
2098,29180,Bus,2014,"Lafayette, LA Metro Area",0,0,,
2099,29180,Bus,2015,"Lafayette, LA Metro Area",0,0,,
2100,29180,Bus,2016,"Lafayette, LA Metro Area",0,0,,
2101,29180,Bus,2017,"Lafayette, LA Metro Area",0,0,,
2102,29180,Bus,2018,"Lafayette, LA Metro Area",0,0,,
2103,29460,Bus,2002,"Lakeland-Winter Haven, FL Metro Area",0,0,,
2104,29460,Bus,2003,"Lakeland-Winter Haven, FL Metro Area",0,0,,
2105,29460,Bus,2004,"Lakeland-Winter Haven, FL Metro Area",0,0,,
2106,29460,Bus,2005,"Lakeland-Winter Haven, FL Metro Area",0,0,,
2107,29460,Bus,2006,"Lakeland-Winter Haven, FL Metro Area",0,0,,
2108,29460,Bus,2007,"Lakeland-Winter Haven, FL Metro Area",0,0,,
2109,29460,Bus,2008,"Lakeland-Winter Haven, FL Metro Area",0,0,,
2110,29460,Bus,2009,"Lakeland-Winter Haven, FL Metro Area",0,0,,
2111,29460,Bus,2010,"Lakeland-Winter Haven, FL Metro Area",0,0,,
2112,29460,Bus,2011,"Lakeland-Winter Haven, FL Metro Area",0,0,,
2113,29460,Bus,2012,"Lakeland-Winter Haven, FL Metro Area",0,0,,
2114,29460,Bus,2013,"Lakeland-Winter Haven, FL Metro Area",0,0,,
2115,29460,Bus,2014,"Lakeland-Winter Haven, FL Metro Area",0,0,,
2116,29460,Bus,2015,"Lakeland-Winter Haven, FL Metro Area",0,0,,
2117,29460,Bus,2016,"Lakeland-Winter Haven, FL Metro Area",0,0,,
2118,29460,Bus,2017,"Lakeland-Winter Haven, FL Metro Area",0,0,,
2119,29460,Bus,2018,"Lakeland-Winter Haven, FL Metro Area",0,0,,
2120,29540,Bus,2002,"Lancaster, PA Metro Area",0,0,,
2121,29540,Bus,2003,"Lancaster, PA Metro Area",0,0,,
2122,29540,Bus,2004,"Lancaster, PA Metro Area",0,0,,
2123,29540,Bus,2005,"Lancaster, PA Metro Area",0,0,,
2124,29540,Bus,2006,"Lancaster, PA Metro Area",0,0,,
2125,29540,Bus,2007,"Lancaster, PA Metro Area",0,0,,
2126,29540,Bus,2008,"Lancaster, PA Metro Area",0,0,,
2127,29540,Bus,2009,"Lancaster, PA Metro Area",0,0,,
2128,29540,Bus,2010,"Lancaster, PA Metro Area",0,0,,
2129,29540,Bus,2011,"Lancaster, PA Metro Area",0,0,,
2130,29540,Bus,2012,"Lancaster, PA Metro Area",0,0,,
2131,29540,Bus,2013,"Lancaster, PA Metro Area",0,0,,
2132,29540,Bus,2014,"Lancaster, PA Metro Area",0,0,,
2133,29540,Bus,2015,"Lancaster, PA Metro Area",0,0,,
2134,29540,Bus,2016,"Lancaster, PA Metro Area",0,0,,
2135,29540,Bus,2017,"Lancaster, PA Metro Area",0,0,,
2136,29540,Bus,2018,"Lancaster, PA Metro Area",0,0,,
2137,29620,Bus,2002,"Lansing-East Lansing, MI Metro Area",0,0,,
2138,29620,Bus,2003,"Lansing-East Lansing, MI Metro Area",0,0,,
2139,29620,Bus,2004,"Lansing-East Lansing, MI Metro Area",0,0,,
2140,29620,Bus,2005,"Lansing-East Lansing, MI Metro Area",0,0,,
2141,29620,Bus,2006,"Lansing-East Lansing, MI Metro Area",0,0,,
2142,29620,Bus,2007,"Lansing-East Lansing, MI Metro Area",0,0,,
2143,29620,Bus,2008,"Lansing-East Lansing, MI Metro Area",0,0,,
2144,29620,Bus,2009,"Lansing-East Lansing, MI Metro Area",0,0,,
2145,29620,Bus,2010,"Lansing-East Lansing, MI Metro Area",0,0,,
2146,29620,Bus,2011,"Lansing-East Lansing, MI Metro Area",0,0,,
2147,29620,Bus,2012,"Lansing-East Lansing, MI Metro Area",0,0,,
2148,29620,Bus,2013,"Lansing-East Lansing, MI Metro Area",0,0,,
2149,29620,Bus,2014,"Lansing-East Lansing, MI Metro Area",0,0,,
2150,29620,Bus,2015,"Lansing-East Lansing, MI Metro Area",0,0,,
2151,29620,Bus,2016,"Lansing-East Lansing, MI Metro Area",0,0,,
2152,29620,Bus,2017,"Lansing-East Lansing, MI Metro Area",0,0,,
2153,29620,Bus,2018,"Lansing-East Lansing, MI Metro Area",0,0,,
2154,29700,Bus,2004,"Laredo, TX Metro Area",0,0,,
2155,29700,Bus,2005,"Laredo, TX Metro Area",0,0,,
2156,29700,Bus,2006,"Laredo, TX Metro Area",0,0,,
2157,29700,Bus,2007,"Laredo, TX Metro Area",0,0,,
2158,29700,Bus,2008,"Laredo, TX Metro Area",0,0,,
2159,29700,Bus,2009,"Laredo, TX Metro Area",0,0,,
2160,29700,Bus,2010,"Laredo, TX Metro Area",0,0,,
2161,29700,Bus,2011,"Laredo, TX Metro Area",0,0,,
2162,29700,Bus,2012,"Laredo, TX Metro Area",0,0,,
2163,29700,Bus,2013,"Laredo, TX Metro Area",0,0,,
2164,29700,Bus,2014,"Laredo, TX Metro Area",0,0,,
2165,29700,Bus,2015,"Laredo, TX Metro Area",0,0,,
2166,29700,Bus,2016,"Laredo, TX Metro Area",0,0,,
2167,29700,Bus,2017,"Laredo, TX Metro Area",0,0,,
2168,29700,Bus,2018,"Laredo, TX Metro Area",0,0,,
2169,29820,Bus,2002,"Las Vegas-Paradise, NV Metro Area",0,0,,
2170,29820,Bus,2003,"Las Vegas-Paradise, NV Metro Area",0,0,,
2171,29820,Bus,2004,"Las Vegas-Paradise, NV Metro Area",0,0,,
2172,29820,Bus,2005,"Las Vegas-Paradise, NV Metro Area",0,0,,
2173,29820,Bus,2006,"Las Vegas-Paradise, NV Metro Area",0,0,,
2174,29820,Bus,2007,"Las Vegas-Paradise, NV Metro Area",0,0,,
2175,29820,Bus,2008,"Las Vegas-Paradise, NV Metro Area",0,0,,
2176,29820,Bus,2009,"Las Vegas-Paradise, NV Metro Area",0,0,,
2177,29820,Bus,2010,"Las Vegas-Paradise, NV Metro Area",0,0,,
2178,29820,Bus,2011,"Las Vegas-Paradise, NV Metro Area",0,0,,
2179,29820,Bus,2012,"Las Vegas-Paradise, NV Metro Area",0,0,,
2180,29820,Bus,2013,"Las Vegas-Paradise, NV Metro Area",0,0,,
2181,29820,Bus,2014,"Las Vegas-Paradise, NV Metro Area",0,0,,
2182,29820,Bus,2015,"Las Vegas-Paradise, NV Metro Area",0,0,,
2183,29820,Bus,2016,"Las Vegas-Paradise, NV Metro Area",0,0,,
2184,29820,Bus,2017,"Las Vegas-Paradise, NV Metro Area",0,0,,
2185,29820,Bus,2018,"Las Vegas-Paradise, NV Metro Area",0,0,,
2186,29940,Bus,2002,"Lawrence, KS Metro Area",0,0,,
2187,29940,Bus,2003,"Lawrence, KS Metro Area",0,0,,
2188,29940,Bus,2004,"Lawrence, KS Metro Area",0,0,,
2189,29940,Bus,2005,"Lawrence, KS Metro Area",0,0,,
2190,29940,Bus,2006,"Lawrence, KS Metro Area",0,0,,
2191,29940,Bus,2007,"Lawrence, KS Metro Area",0,0,,
2192,29940,Bus,2008,"Lawrence, KS Metro Area",0,0,,
2193,29940,Bus,2009,"Lawrence, KS Metro Area",0,0,,
2194,29940,Bus,2010,"Lawrence, KS Metro Area",0,0,,
2195,29940,Bus,2011,"Lawrence, KS Metro Area",0,0,,
2196,29940,Bus,2012,"Lawrence, KS Metro Area",0,0,,
2197,29940,Bus,2013,"Lawrence, KS Metro Area",0,0,,
2198,29940,Bus,2014,"Lawrence, KS Metro Area",0,0,,
2199,29940,Bus,2015,"Lawrence, KS Metro Area",0,0,,
2200,29940,Bus,2016,"Lawrence, KS Metro Area",0,0,,
2201,29940,Bus,2017,"Lawrence, KS Metro Area",0,0,,
2202,29940,Bus,2018,"Lawrence, KS Metro Area",0,0,,
2203,30140,Bus,2007,"Lebanon, PA Metro Area",0,0,,
2204,30140,Bus,2008,"Lebanon, PA Metro Area",0,0,,
2205,30140,Bus,2009,"Lebanon, PA Metro Area",0,0,,
2206,30140,Bus,2010,"Lebanon, PA Metro Area",0,0,,
2207,30140,Bus,2011,"Lebanon, PA Metro Area",0,0,,
2208,30140,Bus,2012,"Lebanon, PA Metro Area",0,0,,
2209,30140,Bus,2013,"Lebanon, PA Metro Area",0,0,,
2210,30140,Bus,2014,"Lebanon, PA Metro Area",0,0,,
2211,30140,Bus,2015,"Lebanon, PA Metro Area",0,0,,
2212,30140,Bus,2016,"Lebanon, PA Metro Area",0,0,,
2213,30140,Bus,2017,"Lebanon, PA Metro Area",0,0,,
2214,30140,Bus,2018,"Lebanon, PA Metro Area",0,0,,
2215,30340,Bus,2015,"Lewiston-Auburn, ME Metro Area",0,0,,
2216,30340,Bus,2016,"Lewiston-Auburn, ME Metro Area",0,0,,
2217,30340,Bus,2017,"Lewiston-Auburn, ME Metro Area",0,0,,
2218,30340,Bus,2018,"Lewiston-Auburn, ME Metro Area",0,0,,
2219,30460,Bus,2002,"Lexington-Fayette, KY Metro Area",0,0,,
2220,30460,Bus,2003,"Lexington-Fayette, KY Metro Area",0,0,,
2221,30460,Bus,2004,"Lexington-Fayette, KY Metro Area",0,0,,
2222,30460,Bus,2005,"Lexington-Fayette, KY Metro Area",0,0,,
2223,30460,Bus,2006,"Lexington-Fayette, KY Metro Area",0,0,,
2224,30460,Bus,2007,"Lexington-Fayette, KY Metro Area",0,0,,
2225,30460,Bus,2008,"Lexington-Fayette, KY Metro Area",0,0,,
2226,30460,Bus,2009,"Lexington-Fayette, KY Metro Area",0,0,,
2227,30460,Bus,2010,"Lexington-Fayette, KY Metro Area",0,0,,
2228,30460,Bus,2011,"Lexington-Fayette, KY Metro Area",0,0,,
2229,30460,Bus,2012,"Lexington-Fayette, KY Metro Area",0,0,,
2230,30460,Bus,2013,"Lexington-Fayette, KY Metro Area",0,0,,
2231,30460,Bus,2014,"Lexington-Fayette, KY Metro Area",0,0,,
2232,30460,Bus,2015,"Lexington-Fayette, KY Metro Area",0,0,,
2233,30460,Bus,2016,"Lexington-Fayette, KY Metro Area",0,0,,
2234,30460,Bus,2017,"Lexington-Fayette, KY Metro Area",0,0,,
2235,30460,Bus,2018,"Lexington-Fayette, KY Metro Area",0,0,,
2236,30700,Bus,2002,"Lincoln, NE Metro Area",0,0,,
2237,30700,Bus,2003,"Lincoln, NE Metro Area",0,0,,
2238,30700,Bus,2004,"Lincoln, NE Metro Area",0,0,,
2239,30700,Bus,2005,"Lincoln, NE Metro Area",0,0,,
2240,30700,Bus,2006,"Lincoln, NE Metro Area",0,0,,
2241,30700,Bus,2007,"Lincoln, NE Metro Area",0,0,,
2242,30700,Bus,2008,"Lincoln, NE Metro Area",0,0,,
2243,30700,Bus,2009,"Lincoln, NE Metro Area",0,0,,
2244,30700,Bus,2010,"Lincoln, NE Metro Area",0,0,,
2245,30700,Bus,2011,"Lincoln, NE Metro Area",0,0,,
2246,30700,Bus,2012,"Lincoln, NE Metro Area",0,0,,
2247,30700,Bus,2013,"Lincoln, NE Metro Area",0,0,,
2248,30700,Bus,2014,"Lincoln, NE Metro Area",0,0,,
2249,30700,Bus,2015,"Lincoln, NE Metro Area",0,0,,
2250,30700,Bus,2016,"Lincoln, NE Metro Area",0,0,,
2251,30700,Bus,2017,"Lincoln, NE Metro Area",0,0,,
2252,30700,Bus,2018,"Lincoln, NE Metro Area",0,0,,
2253,30780,Bus,2003,"Little Rock-North Little Rock-Conway, AR Metro Area",0,0,,
2254,30780,Bus,2004,"Little Rock-North Little Rock-Conway, AR Metro Area",0,0,,
2255,30780,Bus,2005,"Little Rock-North Little Rock-Conway, AR Metro Area",0,0,,
2256,30780,Bus,2006,"Little Rock-North Little Rock-Conway, AR Metro Area",0,0,,
2257,30780,Bus,2007,"Little Rock-North Little Rock-Conway, AR Metro Area",0,0,,
2258,30780,Bus,2008,"Little Rock-North Little Rock-Conway, AR Metro Area",0,0,,
2259,30780,Bus,2009,"Little Rock-North Little Rock-Conway, AR Metro Area",0,0,,
2260,30780,Bus,2010,"Little Rock-North Little Rock-Conway, AR Metro Area",0,0,,
2261,30780,Bus,2011,"Little Rock-North Little Rock-Conway, AR Metro Area",0,0,,
2262,30780,Bus,2012,"Little Rock-North Little Rock-Conway, AR Metro Area",0,0,,
2263,30780,Bus,2013,"Little Rock-North Little Rock-Conway, AR Metro Area",0,0,,
2264,30780,Bus,2014,"Little Rock-North Little Rock-Conway, AR Metro Area",0,0,,
2265,30780,Bus,2015,"Little Rock-North Little Rock-Conway, AR Metro Area",0,0,,
2266,30780,Bus,2016,"Little Rock-North Little Rock-Conway, AR Metro Area",0,0,,
2267,30780,Bus,2017,"Little Rock-North Little Rock-Conway, AR Metro Area",0,0,,
2268,30780,Bus,2018,"Little Rock-North Little Rock-Conway, AR Metro Area",0,0,,
2269,30780,Rail,2004,"Little Rock-North Little Rock-Conway, AR Metro Area",0,0,,
2270,30780,Rail,2005,"Little Rock-North Little Rock-Conway, AR Metro Area",0,0,,
2271,30780,Rail,2006,"Little Rock-North Little Rock-Conway, AR Metro Area",0,0,,
2272,30780,Rail,2007,"Little Rock-North Little Rock-Conway, AR Metro Area",0,0,,
2273,30780,Rail,2008,"Little Rock-North Little Rock-Conway, AR Metro Area",0,0,,
2274,30780,Rail,2009,"Little Rock-North Little Rock-Conway, AR Metro Area",0,0,,
2275,30780,Rail,2010,"Little Rock-North Little Rock-Conway, AR Metro Area",0,0,,
2276,30780,Rail,2011,"Little Rock-North Little Rock-Conway, AR Metro Area",0,0,,
2277,30780,Rail,2012,"Little Rock-North Little Rock-Conway, AR Metro Area",0,0,,
2278,30780,Rail,2013,"Little Rock-North Little Rock-Conway, AR Metro Area",0,0,,
2279,30780,Rail,2014,"Little Rock-North Little Rock-Conway, AR Metro Area",0,0,,
2280,30780,Rail,2015,"Little Rock-North Little Rock-Conway, AR Metro Area",0,0,,
2281,30780,Rail,2016,"Little Rock-North Little Rock-Conway, AR Metro Area",0,0,,
2282,30780,Rail,2017,"Little Rock-North Little Rock-Conway, AR Metro Area",0,0,,
2283,30780,Rail,2018,"Little Rock-North Little Rock-Conway, AR Metro Area",0,0,,
2284,30860,Bus,2002,"Logan, UT-ID Metro Area",0,0,,
2285,30860,Bus,2003,"Logan, UT-ID Metro Area",0,0,,
2286,30860,Bus,2004,"Logan, UT-ID Metro Area",0,0,,
2287,30860,Bus,2005,"Logan, UT-ID Metro Area",0,0,,
2288,30860,Bus,2006,"Logan, UT-ID Metro Area",0,0,,
2289,30860,Bus,2007,"Logan, UT-ID Metro Area",0,0,,
2290,30860,Bus,2008,"Logan, UT-ID Metro Area",0,0,,
2291,30860,Bus,2009,"Logan, UT-ID Metro Area",0,0,,
2292,30860,Bus,2010,"Logan, UT-ID Metro Area",0,0,,
2293,30860,Bus,2011,"Logan, UT-ID Metro Area",0,0,,
2294,30860,Bus,2012,"Logan, UT-ID Metro Area",0,0,,
2295,30860,Bus,2013,"Logan, UT-ID Metro Area",0,0,,
2296,30860,Bus,2014,"Logan, UT-ID Metro Area",0,0,,
2297,30860,Bus,2015,"Logan, UT-ID Metro Area",0,0,,
2298,30860,Bus,2016,"Logan, UT-ID Metro Area",0,0,,
2299,30860,Bus,2017,"Logan, UT-ID Metro Area",0,0,,
2300,30860,Bus,2018,"Logan, UT-ID Metro Area",0,0,,
2301,31020,Bus,2002,"Longview, WA Metro Area",0,0,,
2302,31020,Bus,2003,"Longview, WA Metro Area",0,0,,
2303,31020,Bus,2004,"Longview, WA Metro Area",0,0,,
2304,31020,Bus,2005,"Longview, WA Metro Area",0,0,,
2305,31020,Bus,2006,"Longview, WA Metro Area",0,0,,
2306,31020,Bus,2007,"Longview, WA Metro Area",0,0,,
2307,31020,Bus,2008,"Longview, WA Metro Area",0,0,,
2308,31020,Bus,2009,"Longview, WA Metro Area",0,0,,
2309,31020,Bus,2010,"Longview, WA Metro Area",0,0,,
2310,31020,Bus,2011,"Longview, WA Metro Area",0,0,,
2311,31020,Bus,2012,"Longview, WA Metro Area",0,0,,
2312,31020,Bus,2013,"Longview, WA Metro Area",0,0,,
2313,31020,Bus,2014,"Longview, WA Metro Area",0,0,,
2314,31020,Bus,2015,"Longview, WA Metro Area",0,0,,
2315,31020,Bus,2016,"Longview, WA Metro Area",0,0,,
2316,31020,Bus,2017,"Longview, WA Metro Area",0,0,,
2317,31020,Bus,2018,"Longview, WA Metro Area",0,0,,
2318,31100,Bus,2002,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",0,0,,
2319,31100,Bus,2003,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",0,0,,
2320,31100,Bus,2004,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",0,0,,
2321,31100,Bus,2005,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",0,0,,
2322,31100,Bus,2006,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",0,0,,
2323,31100,Bus,2007,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",0,0,,
2324,31100,Bus,2008,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",0,0,,
2325,31100,Bus,2009,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",0,0,,
2326,31100,Bus,2010,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",0,0,,
2327,31100,Bus,2011,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",0,0,,
2328,31100,Bus,2012,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",0,0,,
2329,31100,Bus,2013,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",0,0,,
2330,31100,Bus,2014,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",0,0,,
2331,31100,Bus,2015,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",0,0,,
2332,31100,Bus,2016,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",0,0,,
2333,31100,Bus,2017,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",0,0,,
2334,31100,Bus,2018,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",0,0,,
2335,31100,Rail,2002,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",0,0,,
2336,31100,Rail,2003,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",0,0,,
2337,31100,Rail,2004,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",0,0,,
2338,31100,Rail,2005,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",0,0,,
2339,31100,Rail,2006,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",0,0,,
2340,31100,Rail,2007,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",0,0,,
2341,31100,Rail,2008,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",0,0,,
2342,31100,Rail,2009,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",0,0,,
2343,31100,Rail,2010,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",0,0,,
2344,31100,Rail,2011,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",0,0,,
2345,31100,Rail,2012,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",0,0,,
2346,31100,Rail,2013,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",0,0,,
2347,31100,Rail,2014,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",0,0,,
2348,31100,Rail,2015,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",0,0,,
2349,31100,Rail,2016,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",0,0,,
2350,31100,Rail,2017,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",0,0,,
2351,31100,Rail,2018,"Los Angeles-Long Beach-Santa Ana, CA Metro Area",0,0,,
2352,31140,Bus,2002,"Louisville, Jefferson County, KY-IN Metro Area",0,0,,
2353,31140,Bus,2003,"Louisville, Jefferson County, KY-IN Metro Area",0,0,,
2354,31140,Bus,2004,"Louisville, Jefferson County, KY-IN Metro Area",0,0,,
2355,31140,Bus,2005,"Louisville, Jefferson County, KY-IN Metro Area",0,0,,
2356,31140,Bus,2006,"Louisville, Jefferson County, KY-IN Metro Area",0,0,,
2357,31140,Bus,2007,"Louisville, Jefferson County, KY-IN Metro Area",0,0,,
2358,31140,Bus,2008,"Louisville, Jefferson County, KY-IN Metro Area",0,0,,
2359,31140,Bus,2009,"Louisville, Jefferson County, KY-IN Metro Area",0,0,,
2360,31140,Bus,2010,"Louisville, Jefferson County, KY-IN Metro Area",0,0,,
2361,31140,Bus,2011,"Louisville, Jefferson County, KY-IN Metro Area",0,0,,
2362,31140,Bus,2012,"Louisville, Jefferson County, KY-IN Metro Area",0,0,,
2363,31140,Bus,2013,"Louisville, Jefferson County, KY-IN Metro Area",0,0,,
2364,31140,Bus,2014,"Louisville, Jefferson County, KY-IN Metro Area",0,0,,
2365,31140,Bus,2015,"Louisville, Jefferson County, KY-IN Metro Area",0,0,,
2366,31140,Bus,2016,"Louisville, Jefferson County, KY-IN Metro Area",0,0,,
2367,31140,Bus,2017,"Louisville, Jefferson County, KY-IN Metro Area",0,0,,
2368,31140,Bus,2018,"Louisville, Jefferson County, KY-IN Metro Area",0,0,,
2369,31180,Bus,2002,"Lubbock, TX Metro Area",0,0,,
2370,31180,Bus,2003,"Lubbock, TX Metro Area",0,0,,
2371,31180,Bus,2004,"Lubbock, TX Metro Area",0,0,,
2372,31180,Bus,2005,"Lubbock, TX Metro Area",0,0,,
2373,31180,Bus,2006,"Lubbock, TX Metro Area",0,0,,
2374,31180,Bus,2007,"Lubbock, TX Metro Area",0,0,,
2375,31180,Bus,2008,"Lubbock, TX Metro Area",0,0,,
2376,31180,Bus,2009,"Lubbock, TX Metro Area",0,0,,
2377,31180,Bus,2010,"Lubbock, TX Metro Area",0,0,,
2378,31180,Bus,2011,"Lubbock, TX Metro Area",0,0,,
2379,31180,Bus,2012,"Lubbock, TX Metro Area",0,0,,
2380,31180,Bus,2013,"Lubbock, TX Metro Area",0,0,,
2381,31180,Bus,2014,"Lubbock, TX Metro Area",0,0,,
2382,31180,Bus,2015,"Lubbock, TX Metro Area",0,0,,
2383,31180,Bus,2016,"Lubbock, TX Metro Area",0,0,,
2384,31180,Bus,2017,"Lubbock, TX Metro Area",0,0,,
2385,31180,Bus,2018,"Lubbock, TX Metro Area",0,0,,
2386,31340,Bus,2006,"Lynchburg, VA Metro Area",0,0,,
2387,31340,Bus,2007,"Lynchburg, VA Metro Area",0,0,,
2388,31340,Bus,2008,"Lynchburg, VA Metro Area",0,0,,
2389,31340,Bus,2009,"Lynchburg, VA Metro Area",0,0,,
2390,31340,Bus,2010,"Lynchburg, VA Metro Area",0,0,,
2391,31340,Bus,2011,"Lynchburg, VA Metro Area",0,0,,
2392,31340,Bus,2012,"Lynchburg, VA Metro Area",0,0,,
2393,31340,Bus,2013,"Lynchburg, VA Metro Area",0,0,,
2394,31340,Bus,2014,"Lynchburg, VA Metro Area",0,0,,
2395,31340,Bus,2015,"Lynchburg, VA Metro Area",0,0,,
2396,31340,Bus,2016,"Lynchburg, VA Metro Area",0,0,,
2397,31340,Bus,2017,"Lynchburg, VA Metro Area",0,0,,
2398,31340,Bus,2018,"Lynchburg, VA Metro Area",0,0,,
2399,31540,Bus,2002,"Madison, WI Metro Area",0,0,,
2400,31540,Bus,2003,"Madison, WI Metro Area",0,0,,
2401,31540,Bus,2004,"Madison, WI Metro Area",0,0,,
2402,31540,Bus,2005,"Madison, WI Metro Area",0,0,,
2403,31540,Bus,2006,"Madison, WI Metro Area",0,0,,
2404,31540,Bus,2007,"Madison, WI Metro Area",0,0,,
2405,31540,Bus,2008,"Madison, WI Metro Area",0,0,,
2406,31540,Bus,2009,"Madison, WI Metro Area",0,0,,
2407,31540,Bus,2010,"Madison, WI Metro Area",0,0,,
2408,31540,Bus,2011,"Madison, WI Metro Area",0,0,,
2409,31540,Bus,2012,"Madison, WI Metro Area",0,0,,
2410,31540,Bus,2013,"Madison, WI Metro Area",0,0,,
2411,31540,Bus,2014,"Madison, WI Metro Area",0,0,,
2412,31540,Bus,2015,"Madison, WI Metro Area",0,0,,
2413,31540,Bus,2016,"Madison, WI Metro Area",0,0,,
2414,31540,Bus,2017,"Madison, WI Metro Area",0,0,,
2415,31540,Bus,2018,"Madison, WI Metro Area",0,0,,
2416,31700,Bus,2003,"Manchester-Nashua, NH Metro Area",0,0,,
2417,31700,Bus,2004,"Manchester-Nashua, NH Metro Area",0,0,,
2418,31700,Bus,2005,"Manchester-Nashua, NH Metro Area",0,0,,
2419,31700,Bus,2006,"Manchester-Nashua, NH Metro Area",0,0,,
2420,31700,Bus,2007,"Manchester-Nashua, NH Metro Area",0,0,,
2421,31700,Bus,2008,"Manchester-Nashua, NH Metro Area",0,0,,
2422,31700,Bus,2009,"Manchester-Nashua, NH Metro Area",0,0,,
2423,31700,Bus,2010,"Manchester-Nashua, NH Metro Area",0,0,,
2424,31700,Bus,2011,"Manchester-Nashua, NH Metro Area",0,0,,
2425,31700,Bus,2012,"Manchester-Nashua, NH Metro Area",0,0,,
2426,31700,Bus,2013,"Manchester-Nashua, NH Metro Area",0,0,,
2427,31700,Bus,2014,"Manchester-Nashua, NH Metro Area",0,0,,
2428,31700,Bus,2015,"Manchester-Nashua, NH Metro Area",0,0,,
2429,31700,Bus,2016,"Manchester-Nashua, NH Metro Area",0,0,,
2430,31700,Bus,2017,"Manchester-Nashua, NH Metro Area",0,0,,
2431,31700,Bus,2018,"Manchester-Nashua, NH Metro Area",0,0,,
2432,32580,Bus,2015,"McAllen-Edinburg-Mission, TX Metro Area",0,0,,
2433,32580,Bus,2016,"McAllen-Edinburg-Mission, TX Metro Area",0,0,,
2434,32580,Bus,2017,"McAllen-Edinburg-Mission, TX Metro Area",0,0,,
2435,32580,Bus,2018,"McAllen-Edinburg-Mission, TX Metro Area",0,0,,
2436,32780,Bus,2006,"Medford, OR Metro Area",0,0,,
2437,32780,Bus,2007,"Medford, OR Metro Area",0,0,,
2438,32780,Bus,2008,"Medford, OR Metro Area",0,0,,
2439,32780,Bus,2009,"Medford, OR Metro Area",0,0,,
2440,32780,Bus,2010,"Medford, OR Metro Area",0,0,,
2441,32780,Bus,2011,"Medford, OR Metro Area",0,0,,
2442,32780,Bus,2012,"Medford, OR Metro Area",0,0,,
2443,32780,Bus,2013,"Medford, OR Metro Area",0,0,,
2444,32780,Bus,2014,"Medford, OR Metro Area",0,0,,
2445,32780,Bus,2015,"Medford, OR Metro Area",0,0,,
2446,32780,Bus,2016,"Medford, OR Metro Area",0,0,,
2447,32780,Bus,2017,"Medford, OR Metro Area",0,0,,
2448,32780,Bus,2018,"Medford, OR Metro Area",0,0,,
2449,32820,Bus,2002,"Memphis, TN-MS-AR Metro Area",0,0,,
2450,32820,Bus,2003,"Memphis, TN-MS-AR Metro Area",0,0,,
2451,32820,Bus,2004,"Memphis, TN-MS-AR Metro Area",0,0,,
2452,32820,Bus,2005,"Memphis, TN-MS-AR Metro Area",0,0,,
2453,32820,Bus,2006,"Memphis, TN-MS-AR Metro Area",0,0,,
2454,32820,Bus,2007,"Memphis, TN-MS-AR Metro Area",0,0,,
