ID,Year,VRM_ADJ_log,FARE_per_UPT_2018_log,POP_EMP_log,TSD_POP_PCT,GAS_PRICE_2018_log,TOTAL_MED_INC_INDIV_2018_log,PCT_HH_NO_VEH,JTW_HOME_PCT,YEARS_SINCE_TNC_BUS2_HINY,YEARS_SINCE_TNC_BUS2_MIDLOW,YEARS_SINCE_TNC_RAIL2_HINY,YEARS_SINCE_TNC_RAIL2_MIDLOW,BIKE_SHARE,scooter_flag,MDBF_Mechanical_log
"Albuquerque, NM Metro Area-Bus",2017,15.55325390646825,0.29314318763000274,14.088910687261242,26.967199021369755,1.2077656025646322,10.232463907962412,5.2,5.7,0.0,4.0,0.0,0.0,1.0,0.0,10.097973778916682
"Albuquerque, NM Metro Area-Bus",2018,15.555511010337817,0.2695840344773885,14.099282804498387,26.826445006662595,1.275362800412609,10.229810242033357,4.85,6.225,0.0,5.0,0.0,0.0,1.0,0.0,10.443552182414917
"Albuquerque, NM Metro Area-Rail",2009,13.609575586036831,1.1975231367638706,14.02170589626295,29.28431610715053,1.2963423009202297,10.29373783328159,5.31,4.8,0.0,0.0,0.0,0.0,0.0,0.0,11.663672808994164
"Albuquerque, NM Metro Area-Rail",2010,14.16274185066604,1.337082727257084,14.064465377891048,27.755842397092422,1.4122057429043917,10.301446224379848,4.78,4.4,0.0,0.0,0.0,0.0,0.0,0.0,11.764853644261384
"Albuquerque, NM Metro Area-Rail",2011,14.130818254592796,1.2740589639155928,14.069057021178626,27.185149513595636,1.5749292799704373,10.236950981517687,6.85,4.7,0.0,0.0,0.0,0.0,0.0,0.0,11.732930277411365
"Albuquerque, NM Metro Area-Rail",2012,14.169506215819478,1.2600006500311753,14.07058582209489,27.096768476529533,1.5694697199877652,10.237185945607946,6.09,4.4,0.0,0.0,0.0,0.0,0.0,0.0,11.336304101748444
"Albuquerque, NM Metro Area-Rail",2013,14.143779957404039,1.3852311203296772,14.069668418745575,27.176771641321075,1.534628155625584,10.231904575719964,5.5,4.1,0.0,0.0,0.0,0.0,0.0,0.0,12.06434345689436
"Albuquerque, NM Metro Area-Rail",2014,14.14188050933069,1.3435887705688365,14.073927040183667,27.388802414459356,1.484600049904014,10.21118914052684,5.97,4.5,0.0,0.0,0.0,1.0,0.0,0.0,11.944661704283444
"Albuquerque, NM Metro Area-Rail",2015,14.15053245764085,1.372362044310881,14.076522308196605,27.413874724263387,1.2193539063642382,10.22215507898063,6.53,4.8,0.0,0.0,0.0,2.0,1.0,0.0,11.511484427173825
"Albuquerque, NM Metro Area-Rail",2016,14.15215063764191,1.3448045738840384,14.086159257692517,27.027411469662688,1.1415121229833305,10.250601182444836,5.25,5.1,0.0,0.0,0.0,3.0,1.0,0.0,11.156431933146752
"Albuquerque, NM Metro Area-Rail",2017,14.115781803193933,1.3100727944750947,14.088910687261242,26.967199021369755,1.2077656025646322,10.232463907962412,5.2,5.7,0.0,0.0,0.0,4.0,1.0,0.0,11.550841333100557
"Albuquerque, NM Metro Area-Rail",2018,14.106323972642683,1.255315983919199,14.099282804498387,26.826445006662595,1.275362800412609,10.229810242033357,4.85,6.225,0.0,0.0,0.0,5.0,1.0,0.0,11.541383587002898
"Allentown-Bethlehem-Easton, PA-NJ Metro Area-Bus",2002,14.669153755763979,0.5894079110831281,13.874864267855349,28.813457715030456,1.0899078480379634,10.578564635353448,8.95,3.1,0.0,0.0,0.0,0.0,0.0,0.0,9.510172127720827
"Allentown-Bethlehem-Easton, PA-NJ Metro Area-Bus",2003,14.721283154078561,0.6069053988104606,13.901187784954784,27.57946920182145,1.1776698959048835,10.535131799895847,8.59,3.1,0.0,0.0,0.0,0.0,0.0,0.0,9.56806108463069
"Allentown-Bethlehem-Easton, PA-NJ Metro Area-Bus",2004,14.68857659865293,0.5797821171512669,13.93014769045222,26.42015254933961,1.2716968712206669,10.482110132967923,8.22,3.1,0.0,0.0,0.0,0.0,0.0,0.0,9.290505780092474
"Allentown-Bethlehem-Easton, PA-NJ Metro Area-Bus",2005,14.779015149435192,0.5489126803426421,13.958962354013945,25.406939289691742,1.3941385151429395,10.432262027593284,7.9,3.1,0.0,0.0,0.0,0.0,0.0,0.0,9.470824141316934
"Allentown-Bethlehem-Easton, PA-NJ Metro Area-Bus",2006,14.768918059330565,0.5308300330557558,13.994120167331017,24.230948001839227,1.4701758451005926,10.362011478910278,7.42,3.4,0.0,0.0,0.0,0.0,0.0,0.0,10.856913939570918
"Allentown-Bethlehem-Easton, PA-NJ Metro Area-Bus",2007,14.728020443036394,0.5768670854848391,14.00016702839123,24.01361458193381,1.4952832861317202,10.366263562857299,7.6,3.7,0.0,0.0,0.0,0.0,0.0,0.0,11.11711698483495
"Allentown-Bethlehem-Easton, PA-NJ Metro Area-Bus",2008,14.447234699495073,0.8491912018844652,14.004678069311378,23.77290555672412,1.5932068993236832,10.402336744291519,7.58,3.5,0.0,0.0,0.0,0.0,0.0,0.0,10.863734369467323
"Allentown-Bethlehem-Easton, PA-NJ Metro Area-Bus",2009,14.743449779982782,0.5796276913710391,13.999842866840625,23.435684769341627,1.3462793325816544,10.332076563778328,7.29,4.1,0.0,0.0,0.0,0.0,0.0,0.0,9.242288034488421
"Allentown-Bethlehem-Easton, PA-NJ Metro Area-Bus",2010,14.735173647841593,0.6198259916572457,14.000202153995135,23.15186811021467,1.4560536055347433,10.307875413955706,9.2,4.6,0.0,0.0,0.0,0.0,0.0,0.0,10.391398523181936
"Allentown-Bethlehem-Easton, PA-NJ Metro Area-Bus",2011,14.719555704570999,0.6294156787613171,14.006974429485297,22.965247370641375,1.6224725907045559,10.273080893506076,9.54,4.5,0.0,0.0,0.0,0.0,0.0,0.0,11.541511187531682
"Allentown-Bethlehem-Easton, PA-NJ Metro Area-Bus",2012,14.744842920469429,0.6791777949501784,14.014331973653047,22.89538680635564,1.631062408530763,10.28311505947127,8.79,3.8,0.0,0.0,0.0,0.0,0.0,0.0,11.653808758238304
"Allentown-Bethlehem-Easton, PA-NJ Metro Area-Bus",2013,14.72350076600892,0.6563641149283375,14.01668950787961,22.98754123098055,1.5977701075664184,10.287599632096981,8.97,3.5,0.0,0.0,0.0,0.0,0.0,0.0,11.727776155772087
"Allentown-Bethlehem-Easton, PA-NJ Metro Area-Bus",2014,14.772482362301638,0.6757604627828195,14.023267947027378,22.916242385534474,1.5586497536019952,10.308883991619963,8.03,3.9,0.0,0.0,0.0,0.0,0.0,0.0,11.59443736515939
"Allentown-Bethlehem-Easton, PA-NJ Metro Area-Bus",2015,14.788365638856808,0.7071539018388716,14.030789802523369,22.801495085465206,1.3091433019314758,10.330140602458872,7.7,4.0,0.0,1.0,0.0,0.0,0.0,0.0,11.456171334690785
"Allentown-Bethlehem-Easton, PA-NJ Metro Area-Bus",2016,14.814244854071081,0.72467614900131,14.038113763317897,22.638729997654526,1.2312474464608167,10.378360557107573,7.28,4.9,0.0,2.0,0.0,0.0,0.0,0.0,11.348520369912396
"Allentown-Bethlehem-Easton, PA-NJ Metro Area-Bus",2017,14.823784121609375,0.6949239411855334,14.04244816673137,22.656712866575457,1.3063849778915888,10.354422397656906,7.68,5.0,0.0,3.0,0.0,0.0,0.0,0.0,10.995159143160064
"Allentown-Bethlehem-Easton, PA-NJ Metro Area-Bus",2018,14.861513607470945,0.6886463228791159,14.047157215188822,22.62995385801926,1.366091653802371,10.352187741328821,7.88,5.3,0.0,4.0,0.0,0.0,1.0,0.0,10.598858323873444
"Altoona, PA Metro Area-Bus",2002,13.005339553473775,0.8977471751598468,12.073184160481993,28.917600046318498,1.0899078480379634,10.060223370156292,13.5,2.5,0.0,0.0,0.0,0.0,0.0,0.0,8.015235163526164
"Altoona, PA Metro Area-Bus",2003,13.24054277894182,0.7177683974309714,12.089136107743354,27.86030186329576,1.1776698959048835,10.087013227838328,12.68,2.5,0.0,0.0,0.0,0.0,0.0,0.0,8.093352135494985
"Altoona, PA Metro Area-Bus",2004,13.173400538992674,0.7377678640367527,12.109767285698434,26.835988878344402,1.2716968712206669,10.10241402317674,11.84,2.5,0.0,0.0,0.0,0.0,0.0,0.0,8.003249073835397
"Altoona, PA Metro Area-Bus",2005,13.222005976892468,0.719976411880817,12.123524004794156,25.922243861893623,1.3941385151429395,10.119481204126993,10.9,2.5,0.0,0.0,0.0,0.0,0.0,0.0,8.098344275527573
"Altoona, PA Metro Area-Bus",2006,13.215328992682172,0.692419429313234,12.144983740951176,24.811453507676255,1.4701758451005926,10.116065483745555,10.18,1.7,0.0,0.0,0.0,0.0,0.0,0.0,8.371371508520614
"Altoona, PA Metro Area-Bus",2007,13.095848956328178,0.7534290989543878,12.14362793084918,24.663219865048955,1.4952832861317202,10.176785289700033,8.42,2.2,0.0,0.0,0.0,0.0,0.0,0.0,8.395592422937566
"Altoona, PA Metro Area-Bus",2008,13.033232665300632,0.8307330735778415,12.14074357198838,24.392445715563934,1.5932068993236832,10.102441684636942,9.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,8.770705827844397
"Altoona, PA Metro Area-Bus",2009,13.087326698957336,0.8301802900114762,12.136563551537595,23.87133093354054,1.3462793325816544,10.160284811481889,8.9,3.1,0.0,0.0,0.0,0.0,0.0,0.0,8.705463684812603
"Altoona, PA Metro Area-Bus",2010,13.145880665424954,0.716172078408778,12.121943474627598,23.3651628342688,1.4560536055347433,10.147648679072807,8.18,3.3,0.0,0.0,0.0,0.0,0.0,0.0,8.956352893758933
"Altoona, PA Metro Area-Bus",2011,13.172689504236086,0.7686456990272836,12.123448901512855,23.017490302834798,1.6224725907045559,10.114028827696611,8.76,2.6,0.0,0.0,0.0,0.0,0.0,0.0,9.366110691859037
"Altoona, PA Metro Area-Bus",2012,13.186927523213585,0.816414753938948,12.12469945315427,23.523257368963428,1.631062408530763,10.088510872944282,9.41,1.8,0.0,0.0,0.0,0.0,0.0,0.0,9.498121189552503
"Altoona, PA Metro Area-Bus",2013,13.175308706430885,0.7996425531240066,12.12026374527552,23.32837215193882,1.5977701075664184,10.091136559897997,8.67,3.1,0.0,0.0,0.0,0.0,0.0,0.0,9.18642518859088
"Altoona, PA Metro Area-Bus",2014,13.144232495487858,0.8023693662628736,12.119465732188639,23.518717002103926,1.5586497536019952,10.082466027453822,10.61,2.7,0.0,0.0,0.0,0.0,0.0,0.0,9.383114559352762
"Altoona, PA Metro Area-Bus",2015,13.107091351417017,0.820006644976237,12.119637030030809,23.386653714777097,1.3091433019314758,10.144867014290279,11.14,1.7,0.0,0.0,0.0,0.0,0.0,0.0,9.25703716115399
"Altoona, PA Metro Area-Bus",2016,13.115246109635445,0.8180523468584823,12.113433644947943,23.35740072202166,1.2312474464608167,10.169642699443585,7.84,2.7,0.0,1.0,0.0,0.0,0.0,0.0,9.979796207001298
"Altoona, PA Metro Area-Bus",2017,13.083474929044987,0.823312974217255,12.104912573422222,23.509400034019944,1.3063849778915888,10.129612255797863,8.99,3.5,0.0,2.0,0.0,0.0,0.0,0.0,9.394676564694343
"Altoona, PA Metro Area-Bus",2018,13.129005271112867,0.8097067311747655,12.097792482959393,23.618349253841153,1.366091653802371,10.109993462697314,9.02,4.35,0.0,3.0,0.0,0.0,0.0,0.0,8.985993716269656
"Ames, IA Metro Area-Bus",2003,13.865458444095893,0.044864454358384064,11.502709711395566,21.959086724618942,1.1389541679514876,10.449681997261555,1.88,3.0,0.0,0.0,0.0,0.0,0.0,0.0,10.227907481073023
"Ames, IA Metro Area-Bus",2004,13.857052193001167,0.05293101329354916,11.582290600491659,20.23534339033014,1.2336966414921573,10.35164602306287,2.86,3.0,0.0,0.0,0.0,0.0,0.0,0.0,10.301736747499229
"Ames, IA Metro Area-Bus",2005,13.768164392247074,0.06008858264369299,11.661179508041702,19.02099886492622,1.3616173734074501,10.250653125384645,3.79,3.0,0.0,0.0,0.0,0.0,0.0,0.0,9.876394420145072
"Ames, IA Metro Area-Bus",2006,13.850129976378627,0.06282096667250081,11.74977134907189,17.78027325472581,1.4291143583028187,10.130463749870515,4.68,3.5,0.0,0.0,0.0,0.0,0.0,0.0,10.136596547846969
"Ames, IA Metro Area-Bus",2007,13.885210107428849,0.06686360914930423,11.786503542035735,17.80960921276194,1.4843734312795258,10.056241257047587,5.56,1.7,0.0,0.0,0.0,0.0,0.0,0.0,10.24765845604505
"Ames, IA Metro Area-Bus",2008,13.895608355812627,0.06760265718670587,11.80570887842779,18.371487193674067,1.5642522442567808,10.082049969274943,6.86,2.2,0.0,0.0,0.0,0.0,0.0,0.0,9.64717680053419
"Ames, IA Metro Area-Bus",2009,13.915928236806291,0.05920939403031449,11.80735412791376,19.2423234801752,1.315362110251888,9.988665207618263,6.39,2.6,0.0,0.0,0.0,0.0,0.0,0.0,9.485186505289294
