ID,Year,VRM_ADJ_log,FARE_per_UPT_2018_log,POP_EMP_log,TSD_POP_PCT,GAS_PRICE_2018_log,TOTAL_MED_INC_INDIV_2018_log,PCT_HH_NO_VEH,JTW_HOME_PCT,YEARS_SINCE_TNC_BUS2_HINY,YEARS_SINCE_TNC_BUS2_MIDLOW,YEARS_SINCE_TNC_RAIL2_HINY,YEARS_SINCE_TNC_RAIL2_MIDLOW,BIKE_SHARE,scooter_flag,MDBF_Mechanical_log
"Detroit-Warren-Livonia, MI Metro Area-Bus",2006,17.124578457269944,0.6232479543504732,15.68769365000079,25.15490160363717,1.4291143583028187,10.40746981382011,7.8,2.8,0.0,0.0,0.0,0.0,0.0,0.0,7.747546629569179
"Detroit-Warren-Livonia, MI Metro Area-Bus",2007,17.11025067720613,0.6291054565315854,15.682126115270869,25.411295391342808,1.4843734312795258,10.383482043991844,7.79,2.8,0.0,0.0,0.0,0.0,0.0,0.0,8.376081827166841
"Detroit-Warren-Livonia, MI Metro Area-Bus",2008,17.10955251371016,0.6178567900096509,15.665000582883465,25.906293854842026,1.5642522442567808,10.359701223359147,8.21,3.1,0.0,0.0,0.0,0.0,0.0,0.0,8.040982512498534
"Detroit-Warren-Livonia, MI Metro Area-Bus",2009,17.077690664551074,0.6360710138670191,15.63920117500782,26.286080622931586,1.315362110251888,10.265261275579864,8.71,3.1,0.0,0.0,0.0,0.0,0.0,0.0,7.940492118615503
"Detroit-Warren-Livonia, MI Metro Area-Bus",2010,17.048103239926366,0.6499068741751035,15.61795772308876,27.22839581969797,1.434369984351454,10.280330253181614,8.98,3.0,0.0,0.0,0.0,0.0,0.0,0.0,8.41815937550742
"Detroit-Warren-Livonia, MI Metro Area-Bus",2011,16.99450997651941,0.6781100804299512,15.617143911229125,27.525787291709054,1.6001145849732161,10.240994967461065,9.06,3.2,0.0,0.0,0.0,0.0,0.0,0.0,8.038868542567016
"Detroit-Warren-Livonia, MI Metro Area-Bus",2012,16.814329866718186,0.660858801159851,15.62317964209521,27.291463772640647,1.5963324092556201,10.25067927251028,9.69,3.4,0.0,0.0,0.0,0.0,0.0,0.0,8.14779986469203
"Detroit-Warren-Livonia, MI Metro Area-Bus",2013,16.752338675757226,0.6578000792358014,15.629003713629677,27.087860417608173,1.5689491957039656,10.268777678988286,9.31,3.5,0.0,1.0,0.0,0.0,0.0,0.0,8.225660871079997
"Detroit-Warren-Livonia, MI Metro Area-Bus",2014,16.73615850365362,0.6570055799504106,15.633531056328657,26.985431075794388,1.5176734391762705,10.260821379363849,9.1,3.1,0.0,2.0,0.0,0.0,0.0,0.0,8.023890558874655
"Detroit-Warren-Livonia, MI Metro Area-Bus",2015,16.765741526393008,0.6619787185208955,15.640757738692422,26.85728617775322,1.2652560327428346,10.290950251981757,9.32,3.4,0.0,3.0,0.0,0.0,0.0,0.0,7.953249620351656
"Detroit-Warren-Livonia, MI Metro Area-Bus",2016,16.849422379289237,0.6573536424475344,15.651028174195028,26.84878619942168,1.180960030016863,10.344588429917202,8.85,3.6,0.0,4.0,0.0,0.0,1.0,0.0,8.79441618792601
"Detroit-Warren-Livonia, MI Metro Area-Bus",2017,16.892188425159873,0.6512528295000536,15.660899652731556,26.74339126204903,1.240748222488552,10.364282663217912,8.47,3.9,0.0,5.0,0.0,0.0,1.0,0.0,8.825186334012319
"Detroit-Warren-Livonia, MI Metro Area-Bus",2018,16.99983178169054,0.6300185866077442,15.663651244370957,26.662675626442105,1.3137236682850553,10.393462299784648,8.07,4.175,0.0,6.0,0.0,0.0,1.0,1.0,9.046982702069203
"Detroit-Warren-Livonia, MI Metro Area-Rail",2012,13.298394645918545,0.43844101297165705,15.62317964209521,27.291463772640647,1.5963324092556201,10.25067927251028,9.69,3.4,0.0,0.0,0.0,0.0,0.0,0.0,7.401849410646328
"Detroit-Warren-Livonia, MI Metro Area-Rail",2013,13.231669926720494,0.5661454006818722,15.629003713629677,27.087860417608173,1.5689491957039656,10.268777678988286,9.31,3.5,0.0,0.0,0.0,1.0,0.0,0.0,7.730849090830482
"Detroit-Warren-Livonia, MI Metro Area-Rail",2014,13.237845933429826,0.564962641716211,15.633531056328657,26.985431075794388,1.5176734391762705,10.260821379363849,9.1,3.1,0.0,0.0,0.0,2.0,0.0,0.0,7.643611981598083
"Detroit-Warren-Livonia, MI Metro Area-Rail",2015,13.202597172973256,0.4942739093736233,15.640757738692422,26.85728617775322,1.2652560327428346,10.290950251981757,9.32,3.4,0.0,0.0,0.0,3.0,0.0,0.0,8.65947403547395
"Detroit-Warren-Livonia, MI Metro Area-Rail",2016,13.197278595789978,0.5249996566735762,15.651028174195028,26.84878619942168,1.180960030016863,10.344588429917202,8.85,3.6,0.0,0.0,0.0,4.0,1.0,0.0,9.10304351058819
"Detroit-Warren-Livonia, MI Metro Area-Rail",2017,13.391091243449122,0.3815622521112744,15.660899652731556,26.74339126204903,1.240748222488552,10.364282663217912,8.47,3.9,0.0,0.0,0.0,5.0,1.0,0.0,8.996764377496435
"Detroit-Warren-Livonia, MI Metro Area-Rail",2018,13.305250428442935,0.36749860224133574,15.663651244370957,26.662675626442105,1.3137236682850553,10.393462299784648,8.07,4.175,0.0,0.0,0.0,6.0,1.0,1.0,8.862739083017797
"Duluth, MN-WI Metro Area-Bus",2004,13.223568872909022,1.2092282395025014,12.86207639588988,9.766197843599352,1.2336966414921573,10.269163032356147,9.63,3.4,0.0,0.0,0.0,0.0,0.0,0.0,12.530423499842039
"Duluth, MN-WI Metro Area-Bus",2005,14.334271612748301,0.5885594806475337,12.888591469679564,9.184810822365408,1.3616173734074501,10.245260003884782,8.9,3.4,0.0,0.0,0.0,0.0,0.0,0.0,14.334271612748301
"Duluth, MN-WI Metro Area-Bus",2006,14.31315549689737,0.633371354695535,12.925012857387921,8.546264139440192,1.4291143583028187,10.220749664868011,7.75,4.2,0.0,0.0,0.0,0.0,0.0,0.0,14.31315549689737
"Duluth, MN-WI Metro Area-Bus",2007,14.328425796962845,0.602118133166751,12.92892849574176,8.340392872399736,1.4843734312795258,10.193583334645629,8.27,4.2,0.0,0.0,0.0,0.0,0.0,0.0,14.328425796962845
"Duluth, MN-WI Metro Area-Bus",2008,14.384160273957184,0.5608014864313393,12.927775285345566,8.18127669465671,1.5642522442567808,10.189932985664598,9.73,4.3,0.0,0.0,0.0,0.0,0.0,0.0,14.384160273957184
"Duluth, MN-WI Metro Area-Bus",2009,14.379075679860875,0.5582293037817584,12.926979681098862,7.929058446820848,1.315362110251888,10.164799725287633,7.42,3.4,0.0,0.0,0.0,0.0,0.0,0.0,8.845829613265344
"Duluth, MN-WI Metro Area-Bus",2010,14.398553210033171,0.5353522670720272,12.931418950291476,7.6783259235452705,1.434369984351454,10.15111101089366,8.89,3.7,0.0,0.0,0.0,0.0,0.0,0.0,8.909750000397242
"Duluth, MN-WI Metro Area-Bus",2011,14.409192036484802,0.5923746865936305,12.930343737859978,7.502832775118762,1.6001145849732161,10.142562719025666,9.51,3.4,0.0,0.0,0.0,0.0,0.0,0.0,9.172853346606738
"Duluth, MN-WI Metro Area-Bus",2012,14.405429392620519,0.5985940848950858,12.930026223547413,7.600947568813249,1.5963324092556201,10.152205668869719,8.36,4.6,0.0,0.0,0.0,0.0,0.0,0.0,9.097273117839608
"Duluth, MN-WI Metro Area-Bus",2013,14.376632639441183,0.6045287272783343,12.934569281547034,7.598780936592267,1.5689491957039656,10.13406738604071,9.45,2.8,0.0,0.0,0.0,0.0,0.0,0.0,9.103743765036878
"Duluth, MN-WI Metro Area-Bus",2014,14.358740252741237,0.6385647074869216,12.938864127401883,7.618354281309552,1.5176734391762705,10.193064328902276,8.92,4.3,0.0,0.0,0.0,0.0,0.0,0.0,8.89504494265928
"Duluth, MN-WI Metro Area-Bus",2015,14.386279912969783,0.6709407528491209,12.937017652419904,7.742103926666929,1.2652560327428346,10.208965828997727,8.67,4.6,0.0,0.0,0.0,0.0,0.0,0.0,8.837348480784003
"Duluth, MN-WI Metro Area-Bus",2016,14.411846132142907,0.6567108170649888,12.937532482854191,7.911126073051674,1.180960030016863,10.245430511714346,8.26,4.0,0.0,0.0,0.0,0.0,0.0,0.0,8.927181388251986
"Duluth, MN-WI Metro Area-Bus",2017,14.475000639726119,0.6370434302491985,12.939471858212661,7.8172191891872504,1.240748222488552,10.268969203342303,7.2,4.7,0.0,1.0,0.0,0.0,0.0,0.0,9.196986812827808
"Duluth, MN-WI Metro Area-Bus",2018,14.586572028877615,0.6010410473119808,12.943583158664179,7.7889815065128225,1.3137236682850553,10.297031889748599,6.31,5.075,0.0,2.0,0.0,0.0,1.0,0.0,9.576005648163047
"Durham-Chapel Hill, NC Metro Area-Bus",2002,14.848939139629389,0.3891031035952903,13.274483824846685,17.925932984507853,1.0515206811342592,10.63446122068189,5.77,3.7,0.0,0.0,0.0,0.0,0.0,0.0,9.410941302158944
"Durham-Chapel Hill, NC Metro Area-Bus",2003,15.552773537873781,0.7053226473273166,13.319693949952303,16.210603589227215,1.1301432549474573,10.575589531439027,6.02,3.7,0.0,0.0,0.0,0.0,0.0,0.0,9.988298889884108
"Durham-Chapel Hill, NC Metro Area-Bus",2004,15.604876999517549,0.332001367879665,13.367397445444077,14.71061486393959,1.241413087299781,10.506410951856566,6.25,3.7,0.0,0.0,0.0,0.0,0.0,0.0,9.991794501102563
"Durham-Chapel Hill, NC Metro Area-Bus",2005,15.609108003744787,0.6678474857449443,13.41333191849706,13.4228450278009,1.378010141532193,10.438438798915756,6.56,3.7,0.0,0.0,0.0,0.0,0.0,0.0,9.905375269676458
"Durham-Chapel Hill, NC Metro Area-Bus",2006,15.613972349698667,0.7031797822861979,13.469782619179515,12.185689152843844,1.4439734727065685,10.352403197518235,6.56,4.3,0.0,0.0,0.0,0.0,0.0,0.0,9.842584202236774
"Durham-Chapel Hill, NC Metro Area-Bus",2007,15.615514448363081,0.7310791294786244,13.49471478891472,11.426659216386168,1.4761122129390096,10.32687803681057,7.77,4.6,0.0,0.0,0.0,0.0,0.0,0.0,10.702881877641142
"Durham-Chapel Hill, NC Metro Area-Bus",2008,15.6546506269639,0.6817585971272122,13.515936279372681,10.825870524867181,1.5812441780633186,10.35091416567577,7.64,4.1,0.0,0.0,0.0,0.0,0.0,0.0,9.99521387103123
"Durham-Chapel Hill, NC Metro Area-Bus",2009,15.693048255277397,0.7218059536248701,13.52499637219623,10.222294045823457,1.3247380554207848,10.309452868852638,6.98,5.4,0.0,0.0,0.0,0.0,0.0,0.0,9.276409430801982
"Durham-Chapel Hill, NC Metro Area-Bus",2010,15.734598911469927,0.6663611414054351,13.524216302761838,9.774614425230219,1.4371062896694937,10.285445178842252,8.13,4.7,0.0,0.0,0.0,0.0,0.0,0.0,9.378575623103748
"Durham-Chapel Hill, NC Metro Area-Bus",2011,15.740358592616692,0.6393245084128728,13.537167738606565,9.292583127184544,1.6001145849732161,10.283436542399532,7.85,6.1,0.0,0.0,0.0,0.0,0.0,0.0,9.249731054342103
"Durham-Chapel Hill, NC Metro Area-Bus",2012,15.711485137123397,0.6275164039284638,13.558939907059363,9.192159532999506,1.5985387315650998,10.229898630734453,8.7,5.0,0.0,0.0,0.0,0.0,0.0,0.0,9.425567531518595
"Durham-Chapel Hill, NC Metro Area-Bus",2013,15.695143379796436,0.6761906487090366,13.580188878347924,9.316133473506206,1.5711959201772325,10.283582885497767,6.56,5.8,0.0,0.0,0.0,0.0,0.0,0.0,9.671758675069142
"Durham-Chapel Hill, NC Metro Area-Bus",2014,15.722441804627728,0.6712935939438335,13.597842513663684,9.311050100421957,1.529225190308926,10.343780405492849,7.61,5.5,0.0,1.0,0.0,0.0,0.0,0.0,9.87894848250532
"Durham-Chapel Hill, NC Metro Area-Bus",2015,15.787016465657729,0.7338386995286358,13.616685866476743,9.182016785733033,1.2682425393437544,10.284236381107194,6.78,6.4,0.0,2.0,0.0,0.0,0.0,0.0,9.785657702665164
"Durham-Chapel Hill, NC Metro Area-Bus",2016,15.797898238009827,0.695683702865542,13.636292883140962,9.19156084963407,1.2001153739986312,10.393526625111543,7.18,6.4,0.0,3.0,0.0,0.0,0.0,0.0,9.129778247345149
"Durham-Chapel Hill, NC Metro Area-Bus",2017,15.813133670476612,0.615623172547698,13.654120896485638,9.115693973508533,1.2553880912720916,10.382737675891141,6.85,6.5,0.0,4.0,0.0,0.0,1.0,0.0,9.792166074740623
"Durham-Chapel Hill, NC Metro Area-Bus",2018,15.79528092450769,0.6042245555716206,13.669830838032656,9.062859035668502,1.3110318766193438,10.403133415008966,6.71,6.575,0.0,5.0,0.0,0.0,1.0,1.0,10.071737942456865
"Eau Claire, WI Metro Area-Bus",2002,12.914211881509328,0.7844181824937868,12.223101208075972,10.588150358080165,1.0660890969625496,10.46371485003289,3.42,4.5,0.0,0.0,0.0,0.0,0.0,0.0,9.387932625971436
"Eau Claire, WI Metro Area-Bus",2003,13.596057687700482,0.4043775162278011,12.267496148156342,9.804994318551365,1.1389541679514876,10.419376890434338,4.01,4.5,0.0,0.0,0.0,0.0,0.0,0.0,10.762864269768162
"Eau Claire, WI Metro Area-Bus",2004,13.3666607995366,0.5707342961753312,12.303252304042442,9.103179472373597,1.2336966414921573,10.366519828895736,4.61,4.5,0.0,0.0,0.0,0.0,0.0,0.0,11.064089805026732
"Eau Claire, WI Metro Area-Bus",2005,13.432617767428354,0.4387199492449907,12.3391681994408,8.499417848092596,1.3616173734074501,10.312299387434743,5.06,4.5,0.0,0.0,0.0,0.0,0.0,0.0,11.235404922189687
"Eau Claire, WI Metro Area-Bus",2006,13.253067025725773,0.4761800061004754,12.38924105197905,7.87404622003212,1.4291143583028187,10.256158240130475,6.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,10.688138727509157
"Eau Claire, WI Metro Area-Bus",2007,13.418068677513377,0.50825735037347,12.407633272158819,7.60797931663794,1.4843734312795258,10.19994550406627,4.95,4.3,0.0,0.0,0.0,0.0,0.0,0.0,10.527722215523516
"Eau Claire, WI Metro Area-Bus",2008,13.388345704168268,0.5768364175156642,12.40887298986133,7.435965276990336,1.5642522442567808,10.239258829256627,5.27,3.7,0.0,0.0,0.0,0.0,0.0,0.0,10.021092794610391
"Eau Claire, WI Metro Area-Bus",2009,13.420921589639667,0.6341401967551136,12.402148468899286,7.2504343261383095,1.315362110251888,10.13952679583599,4.9,3.2,0.0,0.0,0.0,0.0,0.0,0.0,10.530575055586564
"Eau Claire, WI Metro Area-Bus",2010,13.431269125807736,0.6556760095049685,12.408881154240325,7.061315758503,1.434369984351454,10.194504682496037,6.56,3.9,0.0,0.0,0.0,0.0,0.0,0.0,9.997325975350456
"Eau Claire, WI Metro Area-Bus",2011,13.404590599173146,0.5712763522520921,12.419113334358858,6.884425508892947,1.6001145849732161,10.180332616151977,7.09,7.0,0.0,0.0,0.0,0.0,0.0,0.0,9.9389014496241
"Eau Claire, WI Metro Area-Bus",2012,13.409660375724583,0.5616833621728049,12.427181448146584,7.009211547747847,1.5963324092556201,10.176970923825596,5.24,5.1,0.0,0.0,0.0,0.0,0.0,0.0,9.913200831592368
"Eau Claire, WI Metro Area-Bus",2013,13.430515501433968,0.5687630580906718,12.429136873698386,6.940511636385732,1.5689491957039656,10.206145918366643,5.76,5.5,0.0,0.0,0.0,0.0,0.0,0.0,10.434811150024222
"Eau Claire, WI Metro Area-Bus",2014,13.452537249475535,0.5899820028278828,12.43605940856878,7.0183730851270125,1.5176734391762705,10.158019687331354,5.83,6.6,0.0,0.0,0.0,0.0,0.0,0.0,10.194476650745406
"Eau Claire, WI Metro Area-Bus",2015,13.483103049132762,0.667194353044707,12.442069557351171,6.904899900987709,1.2652560327428346,10.222694454495738,6.27,5.0,0.0,0.0,0.0,0.0,0.0,0.0,10.187302434815535
"Eau Claire, WI Metro Area-Bus",2016,13.46875058357458,0.6600739285080183,12.452008468344498,6.903981658203992,1.180960030016863,10.26123017630185,6.11,6.0,0.0,0.0,0.0,0.0,0.0,0.0,10.98385949291445
"Eau Claire, WI Metro Area-Bus",2017,13.459973537773239,0.6663608481546353,12.459774189049721,6.744524850134938,1.240748222488552,10.217040567465105,5.86,7.0,0.0,1.0,0.0,0.0,0.0,0.0,9.746458547309961
"Eau Claire, WI Metro Area-Bus",2018,13.449295970257458,0.6417147654429232,12.466631088174763,6.626192979017823,1.3137236682850553,10.197648591085619,5.64,8.0,0.0,2.0,0.0,0.0,0.0,0.0,8.972084624936718
"El Centro, CA Metro Area-Bus",2011,13.384523005550621,0.6713030605348134,12.361286331594624,21.502679927932814,1.6572371095673735,9.755639303933942,10.07,4.1,0.0,0.0,0.0,0.0,0.0,0.0,9.829227261090104
"El Centro, CA Metro Area-Bus",2012,13.404874101453618,0.6547845395574354,12.365358702422133,21.927911024707825,1.6769283224575553,9.646535117666208,8.81,4.9,0.0,0.0,0.0,0.0,0.0,0.0,9.794010467312406
"El Centro, CA Metro Area-Bus",2013,13.511686908386297,0.5350109113961313,12.368427096502097,22.555837448466452,1.6363524449749818,9.814684753726352,6.31,4.1,0.0,0.0,0.0,0.0,0.0,0.0,10.678495244576261
"El Centro, CA Metro Area-Bus",2014,13.650751474134536,0.6250365205242947,12.382918823089614,22.28029325873439,1.5958662324040056,9.720190720315664,7.25,3.5,0.0,0.0,0.0,0.0,0.0,0.0,12.552141543681682
"El Centro, CA Metro Area-Bus",2015,13.675966841776049,0.6500076985721814,12.386487886458092,22.433972839930963,1.437890109763541,9.723305305785757,7.81,4.0,0.0,1.0,0.0,0.0,0.0,0.0,10.680256413215732
"El Centro, CA Metro Area-Bus",2016,13.693507882135137,0.6659061232911867,12.387029730188605,22.049059336698306,1.3303851666803739,9.79251688491893,8.62,4.7,0.0,2.0,0.0,0.0,0.0,0.0,11.20861365959829
"El Centro, CA Metro Area-Bus",2017,13.690384880975076,0.6159103629009671,12.39960541285181,21.23393316195373,1.38854183366037,9.831009328544196,6.21,6.1,0.0,3.0,0.0,0.0,0.0,0.0,11.051342284032637
"El Centro, CA Metro Area-Bus",2018,13.689164715897313,0.5736001065273605,12.407853551752954,20.54121891487871,1.4816045409242156,9.875705171523677,4.58,7.325,0.0,4.0,0.0,0.0,0.0,0.0,10.91659301363047
"Elkhart-Goshen, IN Metro Area-Bus",2002,12.817761411463726,0.6661457185894906,12.50603273235489,6.161867699585461,1.0660890969625496,10.441442756098715,4.09,3.6,0.0,0.0,0.0,0.0,0.0,0.0,12.817761411463726
"Elkhart-Goshen, IN Metro Area-Bus",2003,13.038466711715886,0.6619894869225293,12.527088709250695,6.2487642506109955,1.1389541679514876,10.413920786827438,4.71,3.6,0.0,0.0,0.0,0.0,0.0,0.0,13.038466711715886
"Elkhart-Goshen, IN Metro Area-Bus",2004,12.957361867912189,0.6627851219643781,12.555488430412305,6.328620211148582,1.2336966414921573,10.37789133066237,5.33,3.6,0.0,0.0,0.0,0.0,0.0,0.0,12.957361867912189
"Elkhart-Goshen, IN Metro Area-Bus",2005,12.96646863171132,0.631465954796609,12.57677952477469,6.416634642348957,1.3616173734074501,10.34293886429245,5.97,3.6,0.0,0.0,0.0,0.0,0.0,0.0,12.96646863171132
"Elkhart-Goshen, IN Metro Area-Bus",2006,12.96481584061878,0.6454671247671407,12.602708624670028,6.454153100628454,1.4291143583028187,10.298851818464863,6.56,3.7,0.0,0.0,0.0,0.0,0.0,0.0,12.96481584061878
"Elkhart-Goshen, IN Metro Area-Bus",2007,12.966508116503872,0.6437186916045887,12.593376600386195,6.676703276717422,1.4843734312795258,10.286207608659318,7.33,2.4,0.0,0.0,0.0,0.0,0.0,0.0,12.966508116503872
"Elkhart-Goshen, IN Metro Area-Bus",2008,12.968158115287485,0.6311133286513084,12.572710296483113,6.852568834520959,1.5642522442567808,10.279018401260869,9.58,3.5,0.0,0.0,0.0,0.0,0.0,0.0,10.665594023219176
"Elkhart-Goshen, IN Metro Area-Bus",2009,13.000015136839247,0.6450196341108952,12.524456992423497,7.020378849088788,1.315362110251888,10.199768548051273,7.42,3.2,0.0,0.0,0.0,0.0,0.0,0.0,13.000015136839247
"Elkhart-Goshen, IN Metro Area-Bus",2010,13.315890542702281,0.6392158696645471,12.54092392625479,7.33938455622679,1.434369984351454,10.14254579073489,8.34,1.9,0.0,0.0,0.0,0.0,0.0,0.0,12.622745010235878
"Elkhart-Goshen, IN Metro Area-Bus",2011,13.374507820483185,0.6213157149669483,12.556956005577408,7.5077535550741175,1.6001145849732161,10.163117312420749,8.26,2.2,0.0,0.0,0.0,0.0,0.0,0.0,12.275898640340158
"Elkhart-Goshen, IN Metro Area-Bus",2012,13.31885858082001,0.5929612712813827,12.570074650874327,7.408112454225299,1.5963324092556201,10.146622732892405,9.01,2.3,0.0,0.0,0.0,0.0,0.0,0.0,10.753928941690598
"Elkhart-Goshen, IN Metro Area-Bus",2013,13.29128669041731,0.5240954084381473,12.585771708458628,7.432577294914815,1.5689491957039656,10.093550732155444,9.55,1.5,0.0,0.0,0.0,0.0,0.0,0.0,12.192677780038169
"Elkhart-Goshen, IN Metro Area-Bus",2014,13.282763949957525,0.513911246133113,12.607819449304902,6.923271162691673,1.5176734391762705,10.18553754455628,9.29,3.8,0.0,0.0,0.0,0.0,0.0,0.0,11.673332851920302
"Elkhart-Goshen, IN Metro Area-Bus",2015,13.281764656165574,0.4898440297255584,12.625175173207541,7.125726137000305,1.2652560327428346,10.232048577886005,9.35,4.9,0.0,0.0,0.0,0.0,0.0,0.0,11.672333564941317
"Elkhart-Goshen, IN Metro Area-Bus",2016,13.273588941878556,0.4856867720757603,12.639209922937702,6.770012906011846,1.180960030016863,10.239070107793934,8.25,2.6,0.0,1.0,0.0,0.0,0.0,0.0,10.971019322532642
"Elkhart-Goshen, IN Metro Area-Bus",2017,13.255154755660747,0.4980897979372872,12.65698105345911,6.8043037184439505,1.240748222488552,10.301965641509492,8.74,4.4,0.0,2.0,0.0,0.0,0.0,0.0,10.770267369937743
"Elkhart-Goshen, IN Metro Area-Bus",2018,13.291889092486347,0.4690966830943816,12.677975033492109,6.74190839953991,1.3137236682850553,10.349422593198005,8.84,5.175,0.0,3.0,0.0,0.0,1.0,1.0,10.073053781919782
"El Paso, TX Metro Area-Bus",2002,15.66605246931565,0.62350511071076,13.714147873652069,59.79630950882052,1.0466169935497294,9.90727568100899,13.79,2.3,0.0,0.0,0.0,0.0,0.0,0.0,7.720940425642483
"El Paso, TX Metro Area-Bus",2003,15.700340428443091,0.5800883442804182,13.741371162239913,57.98022248576208,1.1167795926235586,9.912917512871525,12.68,2.3,0.0,0.0,0.0,0.0,0.0,0.0,8.048114339218689
"El Paso, TX Metro Area-Bus",2004,15.665439221854516,0.5567305301508807,13.769151040877372,56.24236625681947,1.2180827886442762,9.909299878197297,11.56,2.3,0.0,0.0,0.0,0.0,0.0,0.0,7.907046728423418
"El Paso, TX Metro Area-Bus",2005,15.686936860849462,0.49510894629605084,13.79315264209727,54.75710802618594,1.3549842762777755,9.906315051391053,10.56,2.3,0.0,0.0,0.0,0.0,0.0,0.0,8.01404442472315
"El Paso, TX Metro Area-Bus",2006,15.63425835723984,0.5147207604618913,13.82342061084534,52.81892137822385,1.423108334242607,9.893045725918702,9.23,3.2,0.0,0.0,0.0,0.0,0.0,0.0,8.004616461292962
"El Paso, TX Metro Area-Bus",2007,15.63726664247943,0.4974873503832664,13.82438654954538,53.08063903608292,1.4565664141052224,9.911735940856893,9.3,2.7,0.0,0.0,0.0,0.0,0.0,0.0,8.38898979105712
"El Paso, TX Metro Area-Bus",2008,15.660137183251257,0.5086924461595966,13.836872096976906,52.694114507952165,1.5544113422468844,9.921450744009013,8.54,2.9,0.0,0.0,0.0,0.0,0.0,0.0,8.387966248168233
"El Paso, TX Metro Area-Bus",2009,15.734437799680324,0.5555539664676223,13.846695629346032,52.1870208280092,1.2963423009202297,9.968861349733505,7.83,2.8,0.0,0.0,0.0,0.0,0.0,0.0,8.938863076457201
"El Paso, TX Metro Area-Bus",2010,15.763723441689859,0.47725923109067,13.923438524896575,48.87684033329272,1.4122057429043917,9.910110571844362,8.21,2.8,0.0,0.0,0.0,0.0,0.0,0.0,9.479665530491149
"El Paso, TX Metro Area-Bus",2011,15.732571645705212,0.47122848068385287,13.941873939167623,48.02580440794844,1.5749292799704373,9.980924406381359,7.82,2.9,0.0,0.0,0.0,0.0,0.0,0.0,9.44851614711701
"El Paso, TX Metro Area-Bus",2012,15.751066916037326,0.5030835980771408,13.951124710138545,47.79864104095006,1.5694697199877652,9.970834937619248,8.11,2.8,0.0,0.0,0.0,0.0,0.0,0.0,10.371200740301779
"El Paso, TX Metro Area-Bus",2013,15.769943434182842,0.5854217401150891,13.95676471686514,47.312710728602596,1.534628155625584,9.96166966444059,8.07,3.4,0.0,0.0,0.0,0.0,0.0,0.0,10.437253819317291
"El Paso, TX Metro Area-Bus",2014,15.784831951412446,0.5703843118415626,13.962973277444618,46.92173056415014,1.484600049904014,9.96060296545155,7.09,3.2,0.0,1.0,0.0,0.0,0.0,0.0,10.774217450277192
"El Paso, TX Metro Area-Bus",2015,15.77965348692356,0.5501409880166386,13.965402109137708,46.54918325240836,1.2193539063642382,10.04761040707903,7.01,3.8,0.0,2.0,0.0,0.0,1.0,0.0,11.313757431937512
"El Paso, TX Metro Area-Bus",2016,15.814932501016058,0.5285326149852754,13.975941401928036,46.07000952365119,1.1415121229833305,10.02175491533163,7.75,3.2,0.0,3.0,0.0,0.0,1.0,0.0,11.510877292951257
"El Paso, TX Metro Area-Bus",2017,15.809134075734459,0.47412097383727614,13.980846658506685,45.48077139876845,1.2077656025646322,10.025213914164013,6.98,4.0,0.0,4.0,0.0,0.0,1.0,0.0,11.320509691618796
"El Paso, TX Metro Area-Bus",2018,15.723779678512978,0.44592528165910644,13.987095668163699,44.92168202975159,1.275362800412609,10.025163002907856,6.6,4.45,0.0,5.0,0.0,0.0,1.0,0.0,11.629443868130732
"Erie, PA Metro Area-Bus",2002,14.141032342349042,0.7452927286511157,12.814372979812765,35.720156809095336,1.0899078480379634,10.351814673072312,7.9,2.0,0.0,0.0,0.0,0.0,0.0,0.0,8.920809384126049
"Erie, PA Metro Area-Bus",2003,14.171611737331592,0.7335381750130139,12.836043496747887,33.80374850997996,1.1776698959048835,10.307615204314848,8.36,2.0,0.0,0.0,0.0,0.0,0.0,0.0,9.57656052421297
"Erie, PA Metro Area-Bus",2004,14.170418942455287,0.6983589073873395,12.868598878722096,32.014553661763564,1.2716968712206669,10.253353530489427,8.82,2.0,0.0,0.0,0.0,0.0,0.0,0.0,11.280059105528704
"Erie, PA Metro Area-Bus",2005,14.158480921666326,0.7072502466618702,12.89848350507232,30.465158140267455,1.3941385151429395,10.204000209864816,9.32,2.0,0.0,0.0,0.0,0.0,0.0,0.0,10.133168261427837
"Erie, PA Metro Area-Bus",2006,14.185073493799623,0.7115925077291525,12.931267034533617,28.664705819285157,1.4701758451005926,10.126821085802623,9.64,2.2,0.0,0.0,0.0,0.0,0.0,0.0,9.936625932117675
"Erie, PA Metro Area-Bus",2007,14.28958090688477,0.6917583455749612,12.930955868074609,28.368781620397577,1.4952832861317202,10.153217337043136,10.73,2.7,0.0,0.0,0.0,0.0,0.0,0.0,9.171690418064541
"Erie, PA Metro Area-Bus",2008,14.36232301768861,0.593954232959305,12.931469180305616,27.9906868451688,1.5932068993236832,10.130197137985895,8.92,2.3,0.0,0.0,0.0,0.0,0.0,0.0,9.191940306085291
"Erie, PA Metro Area-Bus",2009,14.372769284497435,0.6357150890972217,12.918345950099738,27.511051014838152,1.3462793325816544,10.10402264789591,10.27,2.4,0.0,0.0,0.0,0.0,0.0,0.0,9.248900954287373
