,ID,Year,RAIL_FLAG,CLUSTER_APTA,UPT_ADJ_log,VRM_ADJ_log,FARE_per_UPT_2018_log,POP_EMP_log,GAS_PRICE_2018_log,TOTAL_MED_INC_INDIV_2018_log,PCT_HH_NO_VEH,TSD_POP_PCT,JTW_HOME_PCT,YEARS_SINCE_TNC_BUS2_HINY,YEARS_SINCE_TNC_BUS2_MIDLOW,YEARS_SINCE_TNC_RAIL2_HINY,YEARS_SINCE_TNC_RAIL2_MIDLOW,BIKE_SHARE,scooter_flag,effects,residual,fitted,check_fitted,UPT_ADJ,fitted_exp,VRM_ADJ,FARE_per_UPT_2018,POP_EMP,GAS_PRICE_2018,TOTAL_MED_INC_INDIV_2018,VRM_ADJ_ratio,FARE_per_UPT_2018_ratio,POP_EMP_ratio,GAS_PRICE_2018_ratio,TOTAL_MED_INC_INDIV_2018_ratio,PCT_HH_NO_VEH_diff,TSD_POP_PCT_diff,JTW_HOME_PCT_diff,YEARS_SINCE_TNC_BUS2_HINY_diff,YEARS_SINCE_TNC_BUS2_MIDLOW_diff,YEARS_SINCE_TNC_RAIL2_HINY_diff,YEARS_SINCE_TNC_RAIL2_MIDLOW_diff,BIKE_SHARE_diff,scooter_flag_diff,VRM_ADJ_log_FAC_ratio,FARE_per_UPT_2018_log_FAC_ratio,POP_EMP_log_FAC_ratio,GAS_PRICE_2018_log_FAC_ratio,TOTAL_MED_INC_INDIV_2018_log_FAC_ratio,PCT_HH_NO_VEH_FAC_ratio,TSD_POP_PCT_FAC_ratio,JTW_HOME_PCT_FAC_ratio,YEARS_SINCE_TNC_BUS2_HINY_FAC_ratio,YEARS_SINCE_TNC_BUS2_MIDLOW_FAC_ratio,YEARS_SINCE_TNC_RAIL2_HINY_FAC_ratio,YEARS_SINCE_TNC_RAIL2_MIDLOW_FAC_ratio,BIKE_SHARE_FAC_ratio,scooter_flag_FAC_ratio,UPT_ADJ_base,UPT_ADJ_ratio,fitted_exp_ratio,UPT_ADJ_diff,fitted_exp_diff,UPT_ADJ_first_year,UPT_ADJ_new_reporter,effects_FAC_ratio,residual_FAC_ratio,FAC_Sum,VRM_ADJ_log_FAC,FARE_per_UPT_2018_log_FAC,POP_EMP_log_FAC,GAS_PRICE_2018_log_FAC,TOTAL_MED_INC_INDIV_2018_log_FAC,PCT_HH_NO_VEH_FAC,TSD_POP_PCT_FAC,JTW_HOME_PCT_FAC,YEARS_SINCE_TNC_BUS2_HINY_FAC,YEARS_SINCE_TNC_BUS2_MIDLOW_FAC,YEARS_SINCE_TNC_BUS_FAC,YEARS_SINCE_TNC_RAIL2_HINY_FAC,YEARS_SINCE_TNC_RAIL2_MIDLOW_FAC,YEARS_SINCE_TNC_RAIL_FAC,YEARS_SINCE_TNC_FAC,BIKE_SHARE_FAC,scooter_flag_FAC,Known_FAC,Unknown_FAC,New_Reporter_FAC,Total_Change,CLUSTER_APTA4
2470,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area-Rail",2015,1,10,17.40278852,16.38209713,0.769209952,15.99537329,1.268242539,10.18064872,8.54,55.10697931,5.3,0,0,2,0,1,0,0.335443902,0.079006024,17.3237825,0,36135578.68,33390516.17,13021300.27,1.158060609,8845091,2.5546,26386.58,1.000863515,1.017087352,1.000787326,0.829336678,1.004918378,0.22,0.011031184,0.3,0,0,1,0,0,0,1.01184088,0.99239222,1.004751204,0.955057212,0.986377559,1.001514527,1.000060226,0.999100382,1,1,0.997434103,1,1,1,36028436.2,1.002973831,0.94864435,107142.48,-1807623.344,21759394.9,0,1,1.057270651,-1854444.435,426608.3718,-274096.4122,171178.4397,-1619218.372,-490795.2446,54566.02813,2169.849418,-32411.84157,0,0,0,-92445.25404,0,-92445.25404,-92445.25404,0,0,-1850263.77,1957406.25,0,107142.48,1
2471,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area-Rail",2016,1,10,17.38486662,16.37251677,0.66983823,16.00886813,1.200115374,10.19882339,8.37,55.24903044,5.5,0,0,3,0,1,0,0.335443902,0.025825533,17.35904108,0,35493728.87,34588819.55,12897147.11,0.953921209,8965263.17,2.3205,26870.55,0.999415193,0.870813265,1.000843672,0.946282227,1.001785216,-0.17,0.14205113,0.2,0,0,1,0,0,0,0.992052852,1.060482649,1.005096111,0.988068041,0.995009504,0.998831253,1.000775822,0.999400164,1,1,0.997434103,1,1,1,36135578.68,0.982237733,1.035887537,-641849.81,1198303.373,21759394.9,0,1,0.948208854,1342454.746,-287174.7849,2185575.507,184150.9098,-431168.2584,-180334.473,-42233.35696,28034.77684,-21675.40335,0,0,0,-92720.1706,0,-92720.1706,-92720.1706,0,0,1296816.905,-1938666.715,0,-641849.81,1
2472,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area-Rail",2017,1,10,17.31553247,16.30669291,0.636314218,16.03012563,1.255388091,10.19678384,8.04,55.28383341,5.9,0,0,4,0,1,0,0.335443902,-0.020957266,17.33648974,0,33116176.59,33817524.64,12075544.22,0.889503731,9157882.33,2.5092,26815.8,0.995979613,0.949952078,1.001327858,1.04605617,0.999800021,-0.33,0.034802971,0.4,0,0,1,0,0,0,0.946654938,1.020008698,1.008039311,1.009786394,1.00056159,0.997732503,1.000190023,0.998800689,1,1,0.997434103,1,1,1,35493728.87,0.933014863,0.977701034,-2377552.28,-771294.9081,21759394.9,0,1,0.954294648,-737976.7897,-1893415.175,710183.2859,285345.1114,347355.6215,19932.92851,-80481.91519,6744.630967,-42568.02735,0,0,0,-91073.25014,0,-91073.25014,-91073.25014,0,0,-791473.4502,-1586078.83,0,-2377552.28,1
2473,"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area-Rail",2018,1,10,17.29776143,16.34235612,0.545111115,16.04290907,1.311031877,10.20321244,7.76,55.34333523,6.25,0,0,5,0,1,1,0.335443902,-0.081547055,17.37930849,0,32532866.05,35296997.34,12513968.28,0.724800023,9275703.02,2.71,26988.75,1.002187029,0.856669707,1.000797463,1.044323971,1.000630454,-0.28,0.059501824,0.35,0,0,1,0,0,1,1.030147181,1.055375739,1.004826812,1.009852417,0.998231944,0.998075733,1.0003249,0.998950524,1,1,0.997434103,1,1,0.952743967,33116176.59,0.982385933,1.043748699,-583310.54,1479472.706,21759394.9,0,1,0.941209255,1522129.35,998359.3606,1833832.741,159845.5435,326274.3743,-58551.25915,-63724.37989,10759.448,-34754.63302,0,0,0,-84972.69603,0,-84972.69603,-84972.69603,0,-1564939.15,1448789.641,-2032100.181,0,-583310.54,1
2474,"Milwaukee-Waukesha-West Allis, WI Metro Area-Bus",2002,0,21,17.85967465,16.78600211,0.643779814,14.57640415,1.066089097,10.55015205,9.45,45.39019399,3.1,0,0,0,0,0,0,0.944740146,0.23760664,17.62206801,0,57063465.43,44995272.66,19501502.16,0.903662788,2140186.814,1.904,38182.24375,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,57063465.43,57063465.43,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57063465.43,57063465.43,2
2475,"Milwaukee-Waukesha-West Allis, WI Metro Area-Bus",2003,0,21,17.84758663,16.75815621,0.63474296,14.58940488,1.138954168,10.52543753,9.62,44.10125898,3.1,0,0,0,0,0,0,0.944740146,0.224698018,17.62288861,3.55E-15,56377833.35,45032210.96,18965956.39,0.886537163,2168192.483,2.1235,37250.12875,0.998341124,0.985962819,1.000891903,1.068348013,0.997657425,0.17,-1.288935014,0,0,0,0,0,0,0,0.977075724,1.005354652,1.004909061,1.012921283,1.006826433,1.001170115,0.992987823,1,1,1,1,1,1,1,57063465.43,0.987984745,1.000820937,-685632.08,36938.30286,57063465.43,0,1,0.987174337,71049.1668,-1308138.637,305554.9778,280128.0484,737333.1856,389539.9013,66770.80451,-400139.1137,0,0,0,0,0,0,0,0,0,0,46845.53386,-732477.6139,0,-685632.08,2
2476,"Milwaukee-Waukesha-West Allis, WI Metro Area-Bus",2004,0,21,17.81641556,16.74317559,0.669188174,14.60264712,1.233696641,10.49199743,9.81,42.8687872,3.1,0,0,0,0,0,0,0.944740146,0.200894145,17.61552142,3.55E-15,54647583.06,44701669.01,18683952.16,0.952651464,2197095.17,2.4339,36025.045,0.99910607,1.054266399,1.000907662,1.083183745,0.996822926,0.19,-1.232471776,0,0,0,0,0,0,0,0.987601075,0.979850232,1.005000481,1.016833331,1.009247648,1.001307865,0.993293967,1,1,1,1,1,1,1,56377833.35,0.969309741,0.992659877,-1730250.29,-330541.951,57063465.43,0,1,0.976477204,-387056.395,-699024.5368,-1136000.236,281916.2877,949026.7308,521362.3552,73734.61362,-378071.6099,0,0,0,0,0,0,0,0,0,0,-413820.2108,-1316430.079,0,-1730250.29,2
2477,"Milwaukee-Waukesha-West Allis, WI Metro Area-Bus",2005,0,21,17.83285126,16.73719393,0.672641932,14.61507131,1.361617373,10.46063057,9.95,41.67821106,3.1,0,0,0,0,0,0,0.944740146,0.194036032,17.63881523,3.55E-15,55553175.62,45755163.35,18572524.56,0.959407109,2224562.58,2.9025,34912.56,0.99964274,1.005161116,1.000850817,1.103688968,0.997010402,0.14,-1.190576145,0,0,0,0,0,0,0,0.995030627,0.997961069,1.004690847,1.022795013,1.008671828,1.000963524,0.993521186,1,1,1,1,1,1,1,54647583.06,1.016571503,1.023567226,905592.56,1053494.338,57063465.43,0,1,0.99316535,1291546.157,-271564.2192,-111422.6625,256343.4682,1245692.367,473894.4284,52654.28489,-354051.5095,0,0,0,0,0,0,0,0,0,0,1287891.943,-382299.383,0,905592.56,2
2478,"Milwaukee-Waukesha-West Allis, WI Metro Area-Bus",2006,0,21,17.82408539,16.71395907,0.708293401,14.63296603,1.429114358,10.41626627,10.31,40.5692522,2.9,0,0,0,0,0,0,0.944740146,0.197821812,17.62626358,0,55068332,45184449.85,18145969.31,1.030523011,2264728.83,3.175,33397.5,0.998611783,1.05300215,1.001224402,1.049571184,0.995758926,0.36,-1.108958861,-0.2,0,0,0,0,0,0,0.980835152,0.979152004,1.00676326,1.011963681,1.012287162,1.00247951,0.993963984,1.000600196,1,1,1,1,1,1,55553175.62,0.991272441,0.987526796,-484843.62,-570713.4967,57063465.43,0,1,1.003792955,-664141.0979,-1064668.176,-1158172.384,375720.5745,664620.4506,682590.8651,137744.6804,-335319.8761,33342.76774,0,0,0,0,0,0,0,0,0,-692926.1048,208082.4848,0,-484843.62,2
2479,"Milwaukee-Waukesha-West Allis, WI Metro Area-Bus",2007,0,21,17.75545703,16.69556017,0.723243532,14.65238247,1.484373431,10.41860973,9.76,39.37605462,3.1,0,0,0,0,0,0,0.944740146,0.147844271,17.60761276,0,51415848.21,44349533.12,17815156.01,1.06110765,2309131.5,3.4122,33475.86,0.998899189,1.021107258,1.001326897,1.038666656,1.000224981,-0.55,-1.193197578,0.2,0,0,0,0,0,0,0.984793495,0.99120407,1.007340497,1.009783967,0.999355116,0.996223696,0.993506968,0.999400164,1,1,1,1,1,1,55068332,0.933673608,0.981522034,-3652483.79,-834916.728,57063465.43,0,1,0.951250788,-1012818.284,-837396.8464,-484377.1983,404228.9179,538786.7202,-35512.69964,-207954.7697,-357560.4671,-33031.94114,0,0,0,0,0,0,0,0,0,-1017550.766,-2634933.024,0,-3652483.79,2
2480,"Milwaukee-Waukesha-West Allis, WI Metro Area-Bus",2008,0,21,17.76113343,16.67726636,0.720885227,14.65498021,1.564252244,10.41763605,9.23,38.96307255,3.1,0,0,0,0,0,0,0.944740146,0.15794249,17.60319094,-3.55E-15,51708534.88,44153860.28,17492211.84,1.056252656,2315137.83,3.7791,33443.28,0.998904271,0.996739265,1.000177291,1.053813152,0.999906544,-0.53,-0.412982072,0,0,0,0,0,0,0,0.984879692,1.001394622,1.000978983,1.014173816,1.000268065,0.996360766,0.997747884,1,1,1,1,1,1,1,51415848.21,1.005692538,0.995587939,292686.67,-195672.8403,57063465.43,0,1,1.010149378,-215749.7211,-777423.4552,71705.66826,50335.26139,728758.7862,13782.76454,-187114.3113,-115794.435,0,0,0,0,0,0,0,0,0,0,-226849.8527,519536.5227,0,292686.67,2
2481,"Milwaukee-Waukesha-West Allis, WI Metro Area-Bus",2009,0,21,17.67069687,16.67632447,0.731244954,14.64516493,1.31536211,10.35341666,9.72,38.41800846,3.2,0,0,0,0,0,0,0.944740146,0.104190238,17.56650663,-3.55E-15,47237416.07,42563456.31,17475743.94,1.077665597,2292525.25,2.7261,31363.02,0.999943523,1.014370841,0.999330243,0.840888747,0.993835512,0.49,-0.545064086,0.1,0,0,0,0,0,0,0.99921587,0.993896578,0.996309656,0.957094274,1.017835033,1.003376399,0.997028672,0.999700037,1,1,1,1,1,1,51708534.88,0.913532286,0.963980409,-4471118.81,-1590403.977,57063465.43,0,1,0.947666859,-1837901.297,-40546.2355,-315599.0037,-190822.2666,-2218592.23,922223.4063,174588.6636,-153642.9966,-15510.63406,0,0,0,0,0,0,0,0,0,-1862520.264,-2608598.546,0,-4471118.81,2
2482,"Milwaukee-Waukesha-West Allis, WI Metro Area-Bus",2010,0,21,17.62034393,16.63780551,0.748135136,14.64913012,1.434369984,10.32646672,10.11,38.19106062,3.4,0,0,0,0,0,0,0.944740146,0.065174054,17.55516988,0,44917764.05,42083649.67,16815395.93,1.113055778,2301633.58,3.197,30529.05,0.997690201,1.023097843,1.00027075,1.09047537,0.997397001,0.39,-0.226947842,0.2,0,0,0,0,0,0,0.96842904,0.990068325,1.001494701,1.021190068,1.00744617,1.002686414,0.998761757,0.999400164,1,1,1,1,1,1,47237416.07,0.950893757,0.988727263,-2319652.02,-479806.6301,57063465.43,0,1,0.961735145,-497096.42,-1491330.59,-469146.6668,70605.79283,1000964.081,351737.8225,126899.2389,-58491.41872,-28334.67967,0,0,0,0,0,0,0,0,0,-532494.9472,-1787157.073,0,-2319652.02,2
2483,"Milwaukee-Waukesha-West Allis, WI Metro Area-Bus",2011,0,21,17.63651374,16.6210614,0.745184729,14.6544391,1.600114585,10.31498907,11.1,37.78369957,3.6,0,0,0,0,0,0,0.944740146,0.05519647,17.58131727,0,45649979.57,43198539.58,16536181.18,1.106830591,2313885.42,3.9536,30180.64,0.998993611,0.996056318,1.00036241,1.115552195,0.998888521,0.99,-0.407361052,0.2,0,0,0,0,0,0,0.986151647,1.001745076,1.002001763,1.029634097,1.003164482,1.006833457,0.997778503,0.999400164,1,1,1,1,1,1,44917764.05,1.016301246,1.026492234,732215.52,1114889.905,57063465.43,0,1,0.990072026,1199717.078,-622037.0485,78384.92512,89914.71071,1331097.368,142141.4646,306943.5871,-99784.65921,-26943.27001,0,0,0,0,0,0,0,0,0,1189971.927,-457756.4074,0,732215.52,2
2484,"Milwaukee-Waukesha-West Allis, WI Metro Area-Bus",2012,0,21,17.65224079,16.65099102,0.716733515,14.65825342,1.596332409,10.3314774,10.98,37.71066784,3.2,0,0,0,0,0,0,0.944740146,0.032976221,17.61926457,-3.55E-15,46373594.34,44869307.57,17038583.68,1.047733384,2322728.17,3.9349,30682.41,1.001800704,0.961819919,1.000260284,0.997636309,1.001598482,-0.12,-0.073031727,-0.4,0,0,0,0,0,0,1.025239795,1.016955503,1.00143779,0.999333819,0.995471497,0.99917486,0.999601366,1.001200751,1,1,1,1,1,1,45649979.57,1.015851371,1.038676492,723614.77,1670767.99,57063465.43,0,1,0.978024803,1753661.391,1152196.128,774018.3784,65635.09172,-30411.16133,-206726.0794,-37667.61967,-18197.61888,54814.27216,0,0,0,0,0,0,0,0,0,1765581.09,-1041966.32,0,723614.77,2
2485,"Milwaukee-Waukesha-West Allis, WI Metro Area-Bus",2013,0,21,17.58217626,16.63862812,0.732114968,14.66202768,1.568949196,10.32378741,9.93,37.72379861,3.5,0,0,0,0,0,0,0.944740146,-0.008364699,17.59054096,0,43235662.69,43598832.77,16829234.17,1.079473981,2331511.33,3.8016,30447.36,0.999257528,1.021460491,1.000257484,0.982846171,0.999255674,-1.05,0.01313077,0.3,0,0,0,0,0,0,0.989756532,0.990951453,1.001422682,0.995186815,1.002119086,0.992803068,1.000071689,0.999100382,1,1,1,1,1,1,46373594.34,0.932333655,0.971684992,-3137931.65,-1270474.801,57063465.43,0,1,0.959501961,-1325741.875,-475026.408,-419613.6444,65974.87924,-223204.6896,98269.62012,-333747.5903,3324.493656,-41718.53546,0,0,0,0,0,0,0,0,0,-1313068.692,-1824862.958,0,-3137931.65,2
2486,"Milwaukee-Waukesha-West Allis, WI Metro Area-Bus",2014,0,21,17.55458396,16.64303191,0.709851445,14.66876021,1.517673439,10.32785488,10.47,37.72783504,3.6,0,1,0,0,1,0,0.944740146,-0.035851975,17.59043594,-3.55E-15,42058999.5,43594254.26,16903509.97,1.033689121,2347261.25,3.5616,30571.46,1.000264673,0.969590127,1.000459181,0.967318409,1.00039399,0.54,0.00403643,0.1,0,1,0,0,1,0,1.003674376,1.013243652,1.002539191,0.991006119,0.998880963,1.00372157,1.000022037,0.999700037,1,0.972975128,1,1,1.014756766,1,43235662.69,0.972784893,0.999894986,-1176663.19,-4578.50806,57063465.43,0,1,0.972887061,22475.65345,158864.1023,572598.084,109783.6051,-388856.4051,-48382.32083,160904.5555,952.7814844,-12969.08806,0,-1168438.239,-1168438.239,0,0,0,-1168438.239,638018.5784,0,-4540.369949,-1172122.82,0,-1176663.19,2
2487,"Milwaukee-Waukesha-West Allis, WI Metro Area-Bus",2015,0,21,17.5122191,16.70227323,0.68052273,14.67359524,1.265256033,10.38685893,10.04,37.89459856,3.6,0,2,0,0,1,0,0.944740146,-0.05654706,17.56876616,3.55E-15,40314391.79,42659738.48,17935152.59,0.974909807,2358637.83,2.544,32429.64,1.003559527,0.958683306,1.000329615,0.833681344,1.005713098,-0.43,0.166763523,0,0,1,0,0,0,0,1.050575848,1.017482996,1.001822897,0.956499634,0.983888981,0.997046399,1.000910852,1,1,0.972975128,1,1,1,1,42058999.5,0.95851999,0.978563327,-1744607.71,-934515.7772,57063465.43,0,1,0.979517589,-790594.2231,2127169.545,735317.301,76669.20372,-1829581.876,-677613.33,-124225.5184,38309.5189,0,0,-1136639.068,-1136639.068,0,0,0,-1136639.068,0,0,-901605.0227,-843002.6873,0,-1744607.71,2
2488,"Milwaukee-Waukesha-West Allis, WI Metro Area-Bus",2016,0,21,17.53399111,16.71090689,0.620046864,14.6773833,1.18096003,10.39339797,10.18,37.88609345,3.9,0,3,0,0,1,0,0.944740146,-0.035098057,17.56908916,3.55E-15,41201741.5,42673519.81,18090668.98,0.859015161,2367589.42,2.2575,32642.4,1.000516915,0.911133217,1.000258154,0.933376328,1.000629549,0.14,-0.008505112,0.3,0,1,0,0,0,0,1.007216355,1.03638476,1.001427883,0.985257159,0.9982016,1.000963524,0.999953568,0.999100382,1,0.972975128,1,1,1,1,40314391.79,1.022010743,1.000323052,887349.71,13781.33017,57063465.43,0,1,1.021680686,59679.77671,290922.9803,1466829.471,57564.21784,-594348.6763,-72501.40224,38843.90401,-1871.884534,-36267.56578,0,-1089491.268,-1089491.268,0,0,0,-1089491.268,0,0,13023.66033,874326.0497,0,887349.71,2
2489,"Milwaukee-Waukesha-West Allis, WI Metro Area-Bus",2017,0,21,17.38611324,16.69211328,0.680025971,14.68219345,1.240748222,10.39519763,9.65,37.83557792,4.6,0,4,0,0,1,0,0.944740146,-0.110311399,17.49642464,0,35538003.83,39682649.68,17753854.8,0.973928997,2379005.33,2.4582,32701.2,0.998875368,1.096733184,1.000327726,1.050626771,1.000173154,-0.53,-0.050515529,0.7,0,1,0,0,0,0,0.984469816,0.965175911,1.001813507,1.010590107,0.999504724,0.996360766,0.999724251,0.997902149,1,0.972975128,1,1,1,1,41201741.5,0.86253645,0.929912739,-5663737.67,-2990870.132,57063465.43,0,1,0.927545581,-2945250.44,-639870.6183,-1434813.121,74719.64696,436330.8716,-20406.21424,-149942.7852,-11361.34046,-86435.09932,0,-1113471.78,-1113471.78,0,0,0,-1113471.78,0,0,-2887717.221,-2776020.449,0,-5663737.67,2
2490,"Milwaukee-Waukesha-West Allis, WI Metro Area-Bus",2018,0,21,13.95023789,14.24893624,0.881985108,14.68488831,1.313723668,10.40163819,9.28,37.79568033,5.2,0,5,0,0,1,0,0.944740146,-1.372207202,15.32244509,-1.78E-15,1144223.743,4512874.48,1542531.713,1.415690356,2385425.07,2.72,32912.5,0.853632851,1.296987388,1.000183546,1.058815676,1.00061957,-0.37,-0.039897588,0.6,0,1,0,0,0,0,0.13071038,0.887498371,1.001015602,1.012940982,0.998228661,0.997458005,0.999782205,0.998201573,1,0.972975128,1,1,1,1,35538003.83,0.032197187,0.113724122,-34393780.09,-35169775.2,57063465.43,0,1,0.283116784,-35580261.83,-30892817.85,-3998083.329,36092.47847,459896.6696,-62949.84741,-90337.43656,-7740.006996,-63912.51788,0,-960409.9958,-960409.9958,0,0,0,-960409.9958,0,0,-31496475.56,-2897304.528,0,-34393780.09,2
2491,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area-Bus",2002,0,10,18.10925236,17.21358764,0.839518111,15.32485217,1.066089097,10.65867101,5.83,28.33333121,4.2,0,0,0,0,0,0,0.929721177,0.131040004,17.97821236,0,73240005,64244863.97,29906536,1.315251013,4523750.439,1.904,42559.0375,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,73240005,73240005,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73240005,73240005,1
2492,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area-Bus",2003,0,10,18.09400549,17.20918159,0.819559827,15.34565756,1.138954168,10.64840658,6.08,27.36716918,4.2,0,0,0,0,0,0,0.929721177,0.087722298,18.00628319,0,72131794,66073821.09,29775056,1.269500644,4618854.733,2.1235,42124.4175,0.999744036,0.9762265,1.001357624,1.068348013,0.999036988,0.25,-0.966162021,0,0,0,0,0,0,0,0.996337193,1.01186426,1.007867655,1.012921283,1.002829513,1.001721231,0.994739173,1,1,1,1,1,1,1,73240005,0.984868775,1.028468534,-1108211,1828957.122,73240005,0,1,0.957607105,2071249.814,-268264.0109,868938.433,576227.0788,946354.8313,207233.5677,126062.9449,-385303.0309,0,0,0,0,0,0,0,0,0,0,2085035.604,-3193246.604,0,-1108211,1
2493,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area-Bus",2004,0,10,17.88775943,17.26192178,0.819796652,15.36700552,1.233696641,10.62974813,6.33,26.44712956,4.2,0,0,0,0,0,0,0.929721177,-0.188875322,18.07663475,3.55E-15,58688797,70889631.49,31387546,1.270038183,4718517.92,2.4339,41345.71,1.003064654,1.000288967,1.00139114,1.083183745,0.998247771,0.25,-0.920039619,0,0,0,0,0,0,0,1.04490299,0.999860057,1.008073661,1.016833331,1.005149376,1.001721231,0.994989682,1,1,1,1,1,1,1,72131794,0.813632848,1.072885302,-13442997,4815810.396,73240005,0,1,0.758359584,5159610.837,3238933.22,-10094.3506,582367.6174,1214218.365,371433.7255,124155.4581,-361403.1992,0,0,0,0,0,0,0,0,0,0,5257347.581,-18700344.58,0,-13442997,1
2494,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area-Bus",2005,0,10,18.06709499,17.18548383,0.792329005,15.38788664,1.361617373,10.61123439,6.56,25.61286688,4.2,0,0,0,0,0,0,0.929721177,0.005360196,18.0617348,-3.55E-15,70216577,69841209.28,29077749,1.208534127,4818081.75,2.9025,40587.27,0.995571875,0.96649456,1.001358828,1.103688968,0.998258308,0.23,-0.834262684,0,0,0,0,0,0,0,0.93832356,1.016364577,1.007896407,1.022795013,1.005109339,1.001583423,0.99545574,1,1,1,1,1,1,1,58688797,1.196422155,0.9852105,11527780,-1048422.207,73240005,0,1,1.214382258,-731963.1804,-3619716.078,960417.3585,463430.6014,1337811.891,299860.9822,92929.20771,-266697.1429,0,0,0,0,0,0,0,0,0,0,-867977.9651,12395757.97,0,11527780,1
2495,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area-Bus",2006,0,10,18.11429704,17.16760127,0.807044913,15.40977882,1.429114358,10.58698836,6.82,24.69385435,4.5,0,0,0,0,0,0,0.929721177,0.053467546,18.0608295,3.55E-15,73610411,69778010.4,28562386,1.241275028,4924723.17,3.175,39615,0.998959438,1.018572977,1.00142269,1.049571184,0.99771506,0.26,-0.919012534,0.3,0,0,0,0,0,0,0.985217073,0.991341277,1.008280332,1.011963681,1.006696596,1.001790142,0.994995262,0.999100382,1,1,1,1,1,1,70216577,1.0483338,0.999095106,3393834,-63198.88471,73240005,0,1,1.04928329,-43201.17561,-1038006.531,-607985.877,581416.5664,840048.7015,470212.0733,125697.6095,-351415.5983,-63168.11968,0,0,0,0,0,0,0,0,0,-63538.55267,3457372.553,0,3393834,1
2496,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area-Bus",2007,0,10,18.16302549,17.19048668,0.79238099,15.41727455,1.484373431,10.57991803,6.92,24.31781316,4.8,0,0,0,0,0,0,0.929721177,0.062229415,18.10079608,0,77286162,72623278.18,29223585,1.208648941,4961776.25,3.4122,39335.89,1.001333058,0.981830103,1.000486427,1.038666656,0.999332169,0.1,-0.376041185,0.3,0,0,0,0,0,0,1.019242643,1.008703362,1.002827442,1.009783967,1.001948163,1.000688137,0.997949127,0.999100382,1,1,1,1,1,1,73610411,1.049935205,1.040775995,3675751,2845267.781,73240005,0,1,1.008800367,2962320.173,1416458.876,640658.086,208129.1485,720201.8016,143405.0541,50654.05394,-150965.5721,-66221.27495,0,0,0,0,0,0,0,0,0,3001537.727,674213.2728,0,3675751,1
2497,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area-Bus",2008,0,10,18.2088003,17.20270735,0.793147887,15.42024421,1.564252244,10.58044082,7.09,24.03477778,4.5,0,0,0,0,0,0,0.929721177,0.082706349,18.12609395,0,80906141,74483928.68,29582908,1.210343397,4976532.92,3.7791,39356.46,1.000710897,1.000967839,1.000192619,1.053813152,1.000049413,0.17,-0.283035378,-0.3,0,0,0,0,0,0,1.010229814,0.999546902,1.001119221,1.014173816,0.999856103,1.001170115,0.998455975,1.000900428,1,1,1,1,1,1,77286162,1.046838644,1.02562058,3619979,1860650.499,73240005,0,1,1.020688024,1967116.293,790623.0688,-35018.23049,86500.26914,1095439.861,-11121.27517,90433.68073,-119331.7341,69590.65295,0,0,0,0,0,0,0,0,0,1980116.286,1639862.714,0,3619979,1
2498,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area-Bus",2009,0,10,18.15982157,17.21931407,0.825173131,15.4187155,1.31536211,10.51537668,7.33,23.62278099,4.6,0,0,0,0,0,0,0.929721177,0.066239497,18.09358207,0,77038939,72101258.35,30078285,1.282275864,4968931.08,2.7261,36877.23,1.000965355,1.040377394,0.999900864,0.840888747,0.993850527,0.24,-0.411996794,0.1,0,0,0,0,0,0,1.013926798,0.98125251,0.999424341,0.957094274,1.018071741,1.001652325,0.997753251,0.999700037,1,1,1,1,1,1,80906141,0.952201379,0.968010947,-3867202,-2382670.328,73240005,0,1,0.983667986,-2518181.161,1126763.5,-1516787.043,-46574.35269,-3471336.718,1462114.835,133683.2088,-181775.7626,-24268.82814,0,0,0,0,0,0,0,0,0,-2588110.817,-1279091.183,0,-3867202,1
