,Unnamed: 0,CLUSTER_APTA4,Mode,Year,CLUSTER_APTA,UPT_ADJ_first_year,UPT_ADJ_base,UPT_ADJ,UPT_ADJ_diff,fitted_exp,fitted_exp_diff,VRM_ADJ,FARE_per_UPT_2018,POP_EMP,GAS_PRICE_2018,TOTAL_MED_INC_INDIV_2018,PCT_HH_NO_VEH,TSD_POP_PCT,JTW_HOME_PCT,YEARS_SINCE_TNC_BUS2_HINY,YEARS_SINCE_TNC_BUS2_MIDLOW,YEARS_SINCE_TNC_RAIL2_HINY,YEARS_SINCE_TNC_RAIL2_MIDLOW,BIKE_SHARE,scooter_flag,VRM_ADJ_log_FAC,FARE_per_UPT_2018_log_FAC,POP_EMP_log_FAC,GAS_PRICE_2018_log_FAC,TOTAL_MED_INC_INDIV_2018_log_FAC,PCT_HH_NO_VEH_FAC,TSD_POP_PCT_FAC,JTW_HOME_PCT_FAC,YEARS_SINCE_TNC_BUS2_HINY_FAC,YEARS_SINCE_TNC_BUS2_MIDLOW_FAC,YEARS_SINCE_TNC_RAIL2_HINY_FAC,YEARS_SINCE_TNC_RAIL2_MIDLOW_FAC,BIKE_SHARE_FAC,scooter_flag_FAC,FAC_Sum,Known_FAC,Unknown_FAC,New_Reporter_FAC,Total_Change,VRM_ADJ_log_FAC_cumsum,FARE_per_UPT_2018_log_FAC_cumsum,POP_EMP_log_FAC_cumsum,TSD_POP_PCT_FAC_cumsum,GAS_PRICE_2018_log_FAC_cumsum,TOTAL_MED_INC_INDIV_2018_log_FAC_cumsum,PCT_HH_NO_VEH_FAC_cumsum,JTW_HOME_PCT_FAC_cumsum,YEARS_SINCE_TNC_BUS2_HINY_FAC_cumsum,YEARS_SINCE_TNC_BUS2_MIDLOW_FAC_cumsum,YEARS_SINCE_TNC_RAIL2_HINY_FAC_cumsum,YEARS_SINCE_TNC_RAIL2_MIDLOW_FAC_cumsum,BIKE_SHARE_FAC_cumsum,scooter_flag_FAC_cumsum,Unknown_FAC_cumsum,UPT_ADJ_VRM_ADJ_log_FAC_cumsum,UPT_ADJ_FARE_per_UPT_2018_log_FAC_cumsum,UPT_ADJ_POP_EMP_log_FAC_cumsum,UPT_ADJ_TSD_POP_PCT_FAC_cumsum,UPT_ADJ_GAS_PRICE_2018_log_FAC_cumsum,UPT_ADJ_TOTAL_MED_INC_INDIV_2018_log_FAC_cumsum,UPT_ADJ_PCT_HH_NO_VEH_FAC_cumsum,UPT_ADJ_JTW_HOME_PCT_FAC_cumsum,UPT_ADJ_YEARS_SINCE_TNC_BUS2_HINY_FAC_cumsum,UPT_ADJ_YEARS_SINCE_TNC_BUS2_MIDLOW_FAC_cumsum,UPT_ADJ_YEARS_SINCE_TNC_RAIL2_HINY_FAC_cumsum,UPT_ADJ_YEARS_SINCE_TNC_RAIL2_MIDLOW_FAC_cumsum,UPT_ADJ_BIKE_SHARE_FAC_cumsum,UPT_ADJ_scooter_flag_FAC_cumsum,UPT_ADJ_Unknown_FAC_cumsum,UPT_PCT_CHNGE
20,20,1.0,1,2005,180,1255791480.0349991,1282209441.9300005,1349922859.7989988,67713417.86899826,1339684320.3195708,58473637.80303866,54857952.93404026,1.6562395254434727,8272169.4611582,3.0058714680211063,40515.22049120098,10.921866295305817,41.559003999901535,3.8837514572021696,0.0,0.0,0.0,0.0,0.0,0.0,8763018.77217718,-7667893.757504681,11081316.664768843,28174341.65584588,10507087.678769777,-842375.7702729666,-9544155.953967182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40471339.28981685,45759500.0788992,21953917.79009905,0.0,67713417.86899826,73929244.06848902,-5777972.425147759,30359690.91563921,-31293189.544795666,68740307.53924394,29718300.6469147,-2246240.7404262084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-85286645.25409746,1275993615.7305098,1355700832.2241464,1319563168.8833597,1381216049.3437946,1281182552.2597551,1320204559.1520839,1352169100.5394251,1349922859.7989988,1349922859.7989988,1349922859.7989988,1349922859.7989988,1349922859.7989988,1349922859.7989988,1349922859.7989988,1435209505.0530965,5.280995105376474
21,21,1.0,1,2006,180,1255791480.0349991,1349922859.7989988,1403484905.6460006,53562045.84700166,1404642295.2589242,64957974.93935329,56602140.75124168,1.7103520932939311,8517148.003444321,3.2975832644829977,38720.90795539909,10.86292487190871,39.952933680240974,4.152710783378269,0.0,0.0,0.0,0.0,0.0,0.0,48189579.4641403,-15238510.559787815,14983835.10405615,16831116.48494593,17165705.80572863,-555581.2339429123,-11805935.195625875,-1107277.3174369698,0.0,0.0,0.0,0.0,0.0,0.0,68462932.55207746,68693150.62894708,-15131104.781945424,0.0,53562045.84700166,122118823.53262933,-21016482.984935574,45343526.01969536,-43099124.74042153,85571424.02418986,46884006.45264333,-2801821.974369121,-1107277.3174369698,0.0,0.0,0.0,0.0,0.0,0.0,-100417750.03604288,1281366082.1133714,1424501388.630936,1358141379.6263053,1446584030.3864222,1317913481.6218107,1356600899.1933572,1406286727.6203694,1404592182.9634376,1403484905.6460006,1403484905.6460006,1403484905.6460006,1403484905.6460006,1403484905.6460006,1403484905.6460006,1503902655.6820436,3.9677856744330553
22,22,1.0,1,2007,180,1255791480.0349991,1403484905.6460006,1433110623.8990002,29625718.252999656,1490378402.139801,85736106.88087657,60383359.17246859,1.6826051607990855,8586481.366276212,3.4594211252329936,39253.657971064,10.701163186600443,39.41096801519532,4.363868679599868,0.0,0.0,0.0,0.0,0.0,0.0,71889429.15704912,19043884.18865536,4495227.525095191,9158865.470941428,-5114239.721284155,-1473326.9626313837,-4161429.5549697513,-897382.1091446907,0.0,0.0,0.0,0.0,0.0,0.0,92941027.99371111,92213695.05958621,-62587976.80658655,0.0,29625718.252999656,194008252.68967843,-1972598.7962802127,49838753.54479055,-47260554.29539128,94730289.49513128,41769766.73135917,-4275148.937000505,-2004659.4265816603,0.0,0.0,0.0,0.0,0.0,0.0,-163005726.84262943,1239102371.2093215,1435083222.6952806,1383271870.3542097,1480371178.1943915,1338380334.403869,1391340857.167641,1437385772.8360007,1435115283.3255818,1433110623.8990002,1433110623.8990002,1433110623.8990002,1433110623.8990002,1433110623.8990002,1433110623.8990002,1596116350.7416296,2.1108683202662126
23,23,1.0,1,2008,180,1255791480.0349991,1433110623.8990002,1502065693.6010005,68955069.70200028,1525776872.8737426,35398470.73394209,61751079.09964455,1.745999958379579,8636569.423368638,3.894229491746665,39198.47078430964,10.84471366602295,38.690948322100745,4.452684638788724,0.0,0.0,0.0,0.0,0.1968180516665964,0.0,36005751.67375357,-25292909.64320292,3855314.5793896513,23709965.21376437,147259.71386055928,1418524.290415359,-5724299.185926799,-351918.1079177818,0.0,0.0,0.0,0.0,4194537.995710282,0.0,37962226.529846296,37085893.811088696,31869175.89091157,0.0,68955069.70200029,230014004.363432,-27265508.43948313,53694068.12418021,-52984853.48131809,118440254.70889564,41917026.44521973,-2856624.6465851464,-2356577.5344994417,0.0,0.0,0.0,0.0,4194537.995710282,0.0,-131136550.95171784,1272051689.2375686,1529331202.0404835,1448371625.4768202,1555050547.0823185,1383625438.8921046,1460148667.1557806,1504922318.2475858,1504422271.1355,1502065693.6010005,1502065693.6010005,1502065693.6010005,1502065693.6010005,1497871155.6052902,1502065693.6010005,1633202244.5527186,4.811566431235947
24,24,1.0,1,2009,190,1267139821.0349991,1502065693.6010005,1482428254.5730002,-30985780.028000064,1458702218.2169974,-83254787.55187654,61222121.3405907,1.8521850525572041,8587824.621511664,2.8325993336529622,37576.146382023166,10.960530844519267,37.79354779533513,4.617319658382589,0.0,0.0,0.0,0.0,0.19505537455063,0.0,9512415.377884958,-38340994.07811469,-650153.5206399849,-63536419.55415925,17842799.1766279,1492724.4963494772,-7366744.888059914,-747417.2213093112,0.0,0.0,0.0,0.0,0.0,0.0,-81793790.21142082,-81342380.08844997,50356600.06044991,11348341.000000006,-19637439.028000057,239526419.7413169,-65606502.51759782,53043914.60354022,-60351598.369378,54903835.15473641,59759825.62184763,-1363900.1502356688,-3103994.755808753,0.0,0.0,0.0,0.0,4194537.995710282,0.0,-80779950.89126794,1242901834.8316832,1548034757.090598,1429384339.96946,1542779852.9423785,1427524419.4182634,1422668428.9511526,1483792154.7232358,1485532249.328809,1482428254.5730002,1482428254.5730002,1482428254.5730002,1482428254.5730002,1478233716.5772898,1482428254.5730002,1563208205.4642682,-1.307362195385886
25,25,1.0,1,2010,190,1267139821.0349991,1482428254.5730002,1483866618.262,1438363.6889997534,1517092795.4520378,58390577.23504002,61255778.1143323,1.8636906415538401,8598409.654313348,3.289953600467649,36698.50907476837,11.236210070323924,37.284543414860146,4.855608521197089,0.0,0.0,0.12950441302757165,0.0,0.2056004778124672,0.0,55650652.35380122,-4128323.2111259024,1923669.0754575087,29755501.89515337,10088901.870903896,2845828.5398702295,-4375340.5804455085,-1037993.7473200744,0.0,0.0,-495297.2897531722,0.0,438170.5774045372,0.0,90665769.4839461,90740310.78080525,-89301947.0918055,0.0,1438363.6889997497,295177072.09511817,-69734825.72872372,54967583.67899773,-64726938.94982351,84659337.04988977,69848727.49275152,1481928.389634561,-4141988.503128828,0.0,0.0,-495297.2897531722,0.0,4632708.573114819,0.0,-170081897.98307344,1188689546.166882,1553601443.9907238,1428899034.5830026,1548593557.2118235,1399207281.2121105,1414017890.7692485,1482384689.8723655,1488008606.7651286,1483866618.262,1483866618.262,1484361915.5517533,1483866618.262,1479233909.6888852,1483866618.262,1653948516.2450733,0.0970275414383659
26,26,1.0,1,2011,190,1267139821.0349991,1483866618.262,1545912857.130001,62046238.86800077,1579457838.8797445,62365043.42770676,61282146.05609096,1.8545412071181613,8679784.814808058,4.044181124087835,36125.78951000373,11.529612584250033,36.586012432013504,4.818835498869973,0.0,0.0,0.6569445712487056,0.0,0.380772794801682,0.0,179724.37939879298,4343964.500937896,5880178.589111976,42867651.39338093,6254705.49120384,3023736.486182881,-5816594.012938596,184447.64629973372,0.0,0.0,-1983941.983521004,0.0,3502283.1915345457,0.0,58436155.68159101,59163577.4939725,2882661.3740282645,0.0,62046238.86800077,295356796.474517,-65390861.22778583,60847762.2681097,-70543532.9627621,127526988.44327071,76103432.98395537,4505664.875817442,-3957540.856829094,0.0,0.0,-2479239.273274176,0.0,8134991.764649365,0.0,-167199236.60904518,1250556060.6554842,1611303718.357787,1485065094.8618913,1616456390.0927632,1418385868.6867304,1469809424.1460454,1541407192.2541835,1549870397.9868302,1545912857.130001,1545912857.130001,1548392096.4032753,1545912857.130001,1537777865.3653517,1545912857.130001,1713112093.7390466,4.181389223559284
27,27,1.0,1,2012,190,1267139821.0349991,1545912857.130001,1564035023.61,18122166.47999953,1596740519.3960507,17282680.51630597,62726144.35473782,1.900206731249756,8781393.845059885,4.068296900162343,35778.921973924764,11.420885081863794,36.58743856219471,4.871774141183501,0.0,0.0,1.5787699093719372,0.0,0.3868462263774603,0.0,24694636.543292586,-13576689.46265823,7414166.87630822,1321284.9246440162,3896940.705778075,-1174198.6771389402,19098.195617616093,-266611.58784374193,0.0,0.0,-3586807.1825542813,0.0,159194.4621968742,0.0,18901014.797642194,18947624.49838557,-825458.0183860287,0.0,18122166.47999953,320051433.0178096,-78967550.69044405,68261929.14441793,-70524434.76714449,128848273.36791474,80000373.68973345,3331466.198678502,-4224152.444672836,0.0,0.0,-6066046.455828456,0.0,8294186.226846239,0.0,-168024694.62743118,1243983590.5921905,1643002574.300444,1495773094.4655821,1634559458.3771446,1435186750.2420852,1484034649.9202664,1560703557.4113214,1568259176.0546727,1564035023.61,1564035023.61,1570101070.0658286,1564035023.61,1555740837.3831534,1564035023.61,1732059718.237431,1.172263132195095
28,28,1.0,1,2013,190,1267139821.0349991,1564035023.61,1568704155.6000006,4669131.990000408,1571196037.5486026,-25544481.84744768,63972630.16732734,2.038007057183145,8869893.079646505,3.9130888221316433,36097.83989948904,11.077376610356808,36.57294496488832,4.874791814706361,0.0,0.0,2.5293321967374847,0.0,0.3868462263774603,0.0,32225965.274350204,-41322200.34749067,6585760.113238089,-8588563.907660255,-4125434.717419399,-3649312.83785584,-136645.21232937847,-16007.476037064951,0.0,0.0,-3762910.308666724,0.0,0.0,0.0,-22789349.41987105,-23331882.19162864,28001014.18162904,0.0,4669131.99000041,352277398.2921598,-120289751.03793472,74847689.25765601,-70661079.97947386,120259709.46025448,75874938.97231404,-317846.6391773382,-4240159.9207099015,0.0,0.0,-9828956.76449518,0.0,8294186.226846239,0.0,-140023680.44580218,1216426757.3078408,1688993906.6379356,1493856466.3423445,1639365235.5794744,1448444446.1397462,1492829216.6276865,1569022002.239178,1572944315.5207105,1568704155.6000006,1568704155.6000006,1578533112.3644958,1568704155.6000006,1560409969.3731544,1568704155.6000006,1708727836.0458028,0.2985311658318057
29,29,1.0,1,2014,190,1267139821.0349991,1568704155.6000006,1617627298.110001,48923142.51000028,1626622876.6746426,55426839.12603961,65974318.95474902,2.008323470790476,8973479.92868156,3.70224652948721,36223.044610944766,11.05132251901751,36.603891467717965,5.143057390757506,0.0,0.0,3.5293321967374847,0.0,0.6309375518283213,0.0,53256520.74179675,8497662.421004435,7709240.572735378,-12074284.10480488,-2160878.589712676,-313129.2540855352,225117.15243169363,-1228482.1932955005,0.0,0.0,-4025133.1858379794,0.0,5960803.289246411,0.0,55847436.84947809,56269175.04037952,-7346032.530379239,0.0,48923142.51000028,405533919.03395647,-111792088.61693028,82556929.83039139,-70435962.82704216,108185425.3554496,73714060.38260137,-630975.8932628734,-5468642.114005401,0.0,0.0,-13854089.95033316,0.0,14254989.51609265,0.0,-147369712.97618142,1212093379.0760446,1729419386.7269313,1535070368.2796097,1688063260.9370432,1509441872.7545516,1543913237.7273998,1618258274.003264,1623095940.2240064,1617627298.110001,1617627298.110001,1631481388.0603342,1617627298.110001,1603372308.5939085,1617627298.110001,1764997011.0861824,3.1186978331990467
30,30,1.0,1,2015,190,1267139821.0349991,1617627298.110001,1604913377.72,-12713920.390001088,1550494216.1882102,-76128660.48643173,66713506.91182948,2.1543185795144,9066661.996129198,2.7059526020827542,37234.85207306103,11.078544602246838,36.68655698225177,5.1475024182948,0.0,0.0,4.529332196737486,0.0,0.9538004183317488,0.0,29042391.630425464,-39477233.95695672,7276429.5526766125,-65915611.18191421,-12685031.8033004,134420.99092553067,637845.0701648041,-59708.07559715096,0.0,0.0,-4150664.927288083,0.0,7591562.873470128,0.0,-77605599.82739401,-77371610.82939962,64657690.43939854,0.0,-12713920.390001088,434576310.664382,-151269322.57388702,89833359.38306801,-69798117.75687736,42269814.17353538,61029028.57930097,-496554.90233734273,-5528350.189602552,0.0,0.0,-18004754.87762124,0.0,21846552.38956278,0.0,-82712022.53678288,1170337067.055618,1756182700.2938874,1515080018.336932,1674711495.4768775,1562643563.546465,1543884349.1406991,1605409932.6223373,1610441727.9096026,1604913377.72,1604913377.72,1622918132.5976212,1604913377.72,1583066825.3304374,1604913377.72,1687625400.256783,-0.7859610433661568
31,31,1.0,1,2016,190,1267139821.0349991,1604913377.72,1576037837.6749995,-28875540.04500024,1531948775.8738573,-18545440.31435325,67150752.04864955,2.2094116600786333,9138389.858552443,2.4113324838839483,38056.866717850135,11.001069020284483,36.795285681993825,5.67983376022172,0.0,0.0,5.529332196737486,0.0,0.994564233060426,0.0,29788864.98710762,-14407068.31576462,5575496.864665342,-23489543.11922121,-9405028.97925785,-1029447.7077582148,931578.6578161564,-2541960.404515749,0.0,0.0,-4118042.3179189377,0.0,1046737.1021514172,0.0,-17648413.232696038,-18299748.851064205,-10575791.193936026,0.0,-28875540.04500024,464365175.6514897,-165676390.88965166,95408856.24773335,-68866539.0990612,18780271.054314166,51623999.60004312,-1526002.6100955575,-8070310.594118301,0.0,0.0,-22122797.19554018,0.0,22893289.491714194,0.0,-93287813.73071891,1111672662.02351,1741714228.564651,1480628981.4272661,1644904376.7740607,1557257566.620685,1524413838.0749564,1577563840.285095,1584108148.2691178,1576037837.6749995,1576037837.6749995,1598160634.8705394,1576037837.6749995,1553144548.1832852,1576037837.6749995,1669325651.4057186,-1.7991961713237248
32,32,1.0,1,2017,190,1267139821.0349991,1576037837.6749995,1542783629.0619993,-33254208.61300007,1585237690.2271063,53288914.35324919,69027444.30572498,2.167580826387654,9231367.008586574,2.6243356453474034,38871.04110096437,10.803411422286368,36.824691183720496,5.8297008315223335,0.0,0.0,6.529332196737485,0.0,0.994564233060426,0.0,35847017.11314556,9143291.006128203,6750659.633626951,16963228.851033498,-8659169.559346016,-1865605.795680169,294477.62435175,-692576.5327584755,0.0,0.0,-4043950.6582014486,0.0,0.0,0.0,53737371.68229985,54180107.06699926,-87434315.67999932,0.0,-33254208.61300007,500212192.76463515,-156533099.88352346,102159515.8813603,-68572061.47470945,35743499.90534766,42964830.0406971,-3391608.405775727,-8762887.126876777,0.0,0.0,-26166747.85374163,0.0,22893289.491714194,0.0,-180722129.4107182,1042571436.2973641,1699316728.9455225,1440624113.180639,1611355690.5367088,1507040129.1566515,1499818799.0213025,1546175237.467775,1551546516.1888762,1542783629.0619993,1542783629.0619993,1568950376.915741,1542783629.0619993,1519890339.5702848,1542783629.0619993,1723505758.4727175,-2.1099879595566917
33,33,1.0,1,2018,190,1267139821.0349991,1542783629.0619993,1516828098.008,-25955531.05399961,1560586460.1087694,-24651230.118336905,69714209.3216147,2.1532325278653954,9315861.717670593,2.8895691221026394,39786.38947392797,10.64105158026356,36.87320971970133,6.075183970479528,0.0,0.0,7.529332196737482,0.0,1.0,0.6764885776652765,11527481.206189265,2106250.3695800547,6062590.267477705,19754540.714342456,-9459923.73952207,-1576432.583498292,422996.97196952975,-1122340.598409967,0.0,0.0,-3958623.7862229855,0.0,127739.47119916035,-49504144.45054709,-25619866.15744224,-26245996.763803065,290465.7098034639,0.0,-25955531.05399961,511739673.97082454,-154426849.5139434,108222106.148838,-68149064.50273992,55498040.61969012,33504906.30117503,-4968040.989274018,-9885227.725286745,0.0,0.0,-30125371.63996461,0.0,23021028.962913357,-49504144.45054709,-180431663.70091477,1005088424.0371754,1671254947.521943,1408605991.8591619,1584977162.5107398,1461330057.3883095,1483323191.7068248,1521796138.997274,1526713325.7332866,1516828098.008,1516828098.008,1546953469.6479645,1516828098.008,1493807069.0450866,1566332242.4585466,1697259761.7089148,-1.6823831005894352
34,34,2.0,0,2002,1417,826844308.6080003,0.0,826844308.6080003,0.0,785343410.9181234,0.0,13182251.31761057,0.8699593129574484,2342698.4265177855,1.9330972179496049,35729.203733812974,7.9523177472196735,34.14019923158605,3.411855573013137,0.0,0.0,0.0,0.0,0.0397159896465692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,826844308.6080003,826844308.6080003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,826844308.6080003,826844308.6080003,826844308.6080003,826844308.6080003,826844308.6080003,826844308.6080003,826844308.6080003,826844308.6080003,826844308.6080003,826844308.6080003,826844308.6080003,826844308.6080003,826844308.6080003,826844308.6080003,826844308.6080003,0.0
35,35,2.0,0,2003,1439,833464644.6080003,826844308.6080003,828033113.7490001,-5431530.859000015,813050348.8870921,20718976.799695786,13160356.087328045,0.8724142043227278,2373994.010931137,2.1898490045020744,34934.53868656265,7.856755710625986,32.74221784967211,3.4173216084984497,0.0,0.0,0.0,0.0,0.03940051952107098,0.0,11775414.680241944,-2264396.673870861,6654933.05897743,12265544.142089805,4447436.83508511,-445959.60085203405,-6407737.554306407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26025234.88736498,24948306.21381519,-30379837.07281521,6620335.999999997,1188805.1409999863,11775414.680241944,-2264396.673870861,6654933.05897743,-6407737.554306407,12265544.142089805,4447436.83508511,-445959.60085203405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30379837.07281521,816257699.0687581,830297510.4228709,821378180.6900227,834440851.3033066,815767569.6069102,823585676.9139148,828479073.3498522,828033113.7490001,828033113.7490001,828033113.7490001,828033113.7490001,828033113.7490001,828033113.7490001,828033113.7490001,858412950.8218153,0.14377617752503458
36,36,2.0,0,2004,1508,849992306.9680003,828033113.7490001,843165072.4569999,-1395703.6520002205,850470120.6199838,21455796.37658923,12694847.96459055,0.861018096956447,2387167.5204925872,2.511503312394693,33912.154516616545,7.731554752495457,31.395239163424268,3.430682436442546,0.0,0.0,0.0,0.0,0.03863439672429446,0.0,-10157495.237379901,5752591.294540241,7095540.009923052,13940169.93581354,6512196.266742539,-489707.09291724756,-5637050.176112917,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17016245.000609312,19795568.220902607,-21191271.87290284,16527662.36,15131958.70799978,1617919.442862045,3488194.6206693808,13750473.06890048,-12044787.730419325,26205714.077903345,10959633.101827648,-935666.6937692816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-51571108.94571805,841547153.0141379,839676877.8363304,829414599.3880994,855209860.1874193,816959358.3790965,832205439.3551723,844100739.1507692,843165072.4569999,843165072.4569999,843165072.4569999,843165072.4569999,843165072.4569999,843165072.4569999,843165072.4569999,894736181.402718,1.8274581603975326
37,37,2.0,0,2005,1508,849992306.9680003,843165072.4569999,871533868.497,28368796.040000405,897383878.8698152,46913758.24983174,12482146.65305754,0.7974123286215703,2436368.548028653,2.966138472163863,32987.56335607404,7.610466580666852,30.345349371025343,3.430682436442546,0.0,0.0,0.0,0.0,0.03863439672429446,0.0,-6617830.940887836,15888617.207918502,7401442.489777357,18285903.725724045,6240873.201120001,-594540.269016503,-5067923.769651165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35536541.64498441,31633843.12321244,-3265047.0832120283,0.0,28368796.040000405,-4999911.498025791,19376811.82858788,21151915.55867784,-17112711.50007049,44491617.80362739,17200506.302947648,-1530206.9627857846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-54836156.02893008,876533779.9950258,852157056.6684121,850381952.9383223,888646579.9970703,827042250.6933726,854333362.1940522,873064075.4597857,871533868.497,871533868.497,871533868.497,871533868.497,871533868.497,871533868.497,871533868.497,926370024.52593,3.3645601515884582
38,38,2.0,0,2006,1531,849992306.9680003,871533868.497,919190510.0660001,47656641.56900003,923569594.3818486,26185715.51203324,12305885.021133546,0.8276553057458169,2486074.6102777976,3.254847519069904,31613.50068029088,7.4106378769815,29.49078824495828,3.600621265146837,0.0,0.0,0.0,0.0,0.03863439672429446,0.0,3204089.4621159784,-1860859.4451852627,8840795.933155933,10746880.750589572,10465526.344153883,-478766.3001245143,-5346391.261178642,-479005.752928169,0.0,0.0,0.0,0.0,0.0,0.0,25092269.73059877,28342335.1525916,19314306.416408405,0.0,47656641.56900003,-1795822.0359098124,17515952.38340262,29992711.49183377,-22459102.76124913,55238498.55421696,27666032.64710153,-2008973.262910299,-479005.752928169,0.0,0.0,0.0,0.0,0.0,0.0,-35521849.61252167,920986332.1019098,901674557.6825975,889197798.5741662,941649612.8272492,863952011.511783,891524477.4188985,921199483.3289101,919669515.8189279,919190510.0660001,919190510.0660001,919190510.0660001,919190510.0660001,919190510.0660001,919190510.0660001,954712359.6785216,5.468134204719566
39,39,2.0,0,2007,1531,849992306.9680003,919190510.0660001,909753375.2229996,-9437134.84300038,912122249.4220644,-11447344.95978452,12357622.757160915,0.9089708081675116,2516411.4292192324,3.4441812239145047,31979.378625465826,7.288771628914351,28.76063834958994,3.809492649336182,0.0,0.0,0.0,0.0,0.03863439672429446,0.0,-2815059.0075576324,-10666748.463029873,4564465.859369041,6936622.168243629,-2894667.249219926,-519399.81554508006,-3414966.915936888,-541291.471480479,0.0,0.0,0.0,0.0,0.0,0.0,-9351044.895157203,-11459778.052067095,2022643.209066711,0.0,-9437134.84300038,-4610881.043467445,6849203.920372748,34557177.35120281,-25874069.67718602,62175120.72246059,24771365.397881605,-2528373.078455379,-1020297.224408648,0.0,0.0,0.0,0.0,0.0,0.0,-33499206.40345496,914364256.266467,902904171.3026267,875196197.8717967,935627444.9001856,847578254.500539,884982009.825118,912281748.3014547,910773672.4474082,909753375.2229996,909753375.2229996,909753375.2229996,909753375.2229996,909753375.2229996,909753375.2229996,943252581.6264547,-1.026678880999643
40,40,2.0,0,2008,1531,849992306.9680003,909753375.2229996,994745706.7370002,84992331.51400027,960004461.7465796,47882212.32451581,12688138.82901006,0.8939743916730529,2528895.4836697737,3.8555976576233753,31717.224762009995,7.510694285840957,28.044199708268927,3.853417506101745,0.0,0.0,0.0,0.0,0.03863439672429446,0.0,27647132.010479484,1818350.9788799863,2029962.6319313392,14332136.3339276,1857116.8554761128,1120968.1531996748,-2658540.497034863,-69396.51779736456,0.0,0.0,0.0,0.0,0.0,0.0,46077729.94906196,46827636.94712699,38164694.56687329,0.0,84992331.51400027,23036250.96701204,8667554.899252733,36587139.98313415,-28532610.17422088,76507257.05638818,26628482.25335772,-1407404.9252557044,-1089693.7422060126,0.0,0.0,0.0,0.0,0.0,0.0,4665488.16341833,971709455.7699883,986078151.8377477,958158566.753866,1023278316.9112213,918238449.680612,968117224.4836423,996153111.662256,995835400.4792062,994745706.7370002,994745706.7370002,994745706.7370002,994745706.7370002,994745706.7370002,994745706.7370002,990080218.573582,9.3423485780602
41,41,2.0,0,2009,1531,849992306.9680003,994745706.7370002,916284363.543,-78461343.19400038,886760380.4902996,-73244081.25628047,12381739.032898474,1.0089238141663488,2514097.0201421482,2.7997390667432325,30191.394134674512,7.597829816144242,27.412538933745648,4.052307193392838,0.0,0.0,0.0,0.0,0.03863439672429446,0.0,-11372931.98477824,-33252124.881731626,-1720928.079773043,-41922903.31750869,14268977.71359983,405808.3406375452,-3010849.6011852194,-700220.5408314832,0.0,0.0,0.0,0.0,0.0,0.0,-77305172.35157095,-75130003.04402915,-3331340.149971248,0.0,-78461343.19400036,11663318.982233802,-24584569.98247889,34866211.903361104,-31543459.775406104,34584353.73887949,40897459.96695755,-1001596.5846181592,-1789914.283037496,0.0,0.0,0.0,0.0,0.0,0.0,1334148.0134470821,904621044.5607662,940868933.5254787,881418151.6396389,947827823.3184061,881700009.8041205,875386903.5760424,917285960.1276182,918074277.8260376,916284363.543,916284363.543,916284363.543,916284363.543,916284363.543,916284363.543,914950215.5295527,-7.88757796717433
42,42,2.0,0,2010,1531,849992306.9680003,916284363.543,907579934.879,-11693167.878999662,904168622.8036752,13478417.151958115,12074295.444973018,1.0115485296433988,2533110.0883666943,3.2587874760922286,29718.173485593154,7.864082111414497,26.917255815792288,4.09032776930614,0.0,0.0,0.0,0.0,0.03863439672429446,0.0,-11446644.23420684,1012989.3799026356,3423929.7305298736,18536009.222248826,4152840.650962018,1789393.052945896,-2765477.431605069,36450.973397463684,0.0,0.0,0.0,0.0,0.0,0.0,14739491.344174804,15012898.909408094,-26706066.78840776,0.0,-11693167.878999665,216674.7480269596,-23571580.60257626,38290141.63389098,-34308937.20701117,53120362.96112832,45050300.61791957,787796.4683277368,-1753463.3096400318,0.0,0.0,0.0,0.0,0.0,0.0,-25371918.77496068,907363260.1309731,931151515.4815762,869289793.245109,941888872.0860113,854459571.9178716,862529634.2610804,906792138.4106723,909333398.18864,907579934.879,907579934.879,907579934.879,907579934.879,907579934.879,907579934.879,932951853.6539606,-0.9499702287118161
