CLUSTER_APTA4,RAIL_FLAG,Year,CLUSTER_APTA,UPT_ADJ_first_year,UPT_ADJ_base,UPT_ADJ,UPT_ADJ_diff,fitted_exp,fitted_exp_diff,VRM_ADJ,FARE_per_UPT_2018,POP_EMP,GAS_PRICE_2018,TOTAL_MED_INC_INDIV_2018,PCT_HH_NO_VEH,TSD_POP_PCT,JTW_HOME_PCT,YEARS_SINCE_TNC_BUS2_HINY,YEARS_SINCE_TNC_BUS2_MIDLOW,YEARS_SINCE_TNC_RAIL2_HINY,YEARS_SINCE_TNC_RAIL2_MIDLOW,BIKE_SHARE,MDBF_Mechanical,scooter_flag,VRM_ADJ_log_FAC,FARE_per_UPT_2018_log_FAC,POP_EMP_log_FAC,GAS_PRICE_2018_log_FAC,TOTAL_MED_INC_INDIV_2018_log_FAC,PCT_HH_NO_VEH_FAC,TSD_POP_PCT_FAC,JTW_HOME_PCT_FAC,YEARS_SINCE_TNC_BUS2_HINY_FAC,YEARS_SINCE_TNC_BUS2_MIDLOW_FAC,YEARS_SINCE_TNC_RAIL2_HINY_FAC,YEARS_SINCE_TNC_RAIL2_MIDLOW_FAC,BIKE_SHARE_FAC,MDBF_Mechanical_log_FAC,scooter_flag_FAC,FAC_Sum,Known_FAC,Unknown_FAC,New_Reporter_FAC,Total_Change
1.0,0,2015,190,2497672306.26,2573979444.93,2510726340.35,-63253104.57999992,2379016158.0932508,-117851195.65016052,68636928.32974662,1.0689652704073351,10563124.689820671,2.8589540872510386,34411.34712945084,9.546653280803351,49.345555551284164,5.277326172452223,4.17662216835425,0.0,0.0,0.0,0.7152373161453625,11168.740243843597,0.0,30234913.10875324,-19010343.9177828,12914020.877868896,-93192310.00155951,-24093489.75024955,-1957951.4445334612,639755.668505749,-730452.9753214747,-35693699.63934133,0.0,0.0,0.0,7797805.993808375,725382.261499673,0.0,-122366369.81835221,-121458040.63058744,58204936.050587535,0.0,-63253104.57999992
1.0,0,2016,190,2497672306.26,2510726340.35,2382249809.7400002,-128476530.61000052,2312726839.7862854,-66289318.30696534,68981920.84912883,1.0892848311109864,10645109.999696389,2.519290576821139,35202.2856729032,9.416120916770902,49.49887948437847,5.706592892511853,5.17662216835425,0.0,0.0,0.0,0.9826024528553681,11114.079524774235,0.0,18150652.22242315,-14400802.272545092,9759345.87719095,-39269609.79184152,-15545150.307018362,-1955630.1657179839,2060186.0831486855,-2265989.7837478793,-34816560.81036527,0.0,0.0,0.0,7878221.279720397,-17509.03690264929,0.0,-70422846.70565557,-70206112.92022578,-58270417.68977474,0.0,-128476530.61000052
1.0,0,2017,190,2497672306.26,2382249809.7400002,2283244139.820001,-99005669.91999942,2336004002.085891,23277162.29960534,69022825.25770251,1.0514677049154724,10752992.072185548,2.7402685130026803,35995.16278235263,9.274088491767317,49.56357509604191,5.875796173055817,6.17662216835425,0.0,0.0,0.0,0.9826024528553681,11308.024212331085,0.0,11795699.98505328,25438646.6598819,11340609.332261825,25387689.058156695,-15466205.205020797,-2110934.6243610634,815197.3373484571,-845125.4679201233,-33034960.454802714,0.0,0.0,0.0,0.0,252553.7667282432,0.0,23573170.387325693,23300326.184469014,-122305996.1044684,0.0,-99005669.91999942
1.0,0,2018,190,2497672306.26,2283244139.820001,2227146509.7499995,-56097630.07000071,2297434533.958749,-38569468.12714185,69039202.58633363,1.0159224455097817,10831588.67411897,3.047727599978919,36877.529799909615,9.140790782301767,49.66322725607323,6.110015313478698,7.1766221683542515,0.0,0.0,0.0,1.0,11282.394655452003,0.5262285606745967,8613529.504251342,22965712.568880875,8753872.060185894,31115481.605840918,-15649685.507622894,-1904271.267766593,1180857.2729319723,-1128066.57143385,-31662036.26472149,0.0,0.0,0.0,359897.4741989286,-23255.225762056347,-60202808.499200396,-37580772.85021736,-38758047.17433962,-17339582.895661086,0.0,-56097630.07000071
1.0,1,2002,160,1317683510.0549994,0.0,1317683510.0549994,0.0,1221722515.7587357,0.0,49076033.17981537,1.6472846233553606,8356128.089872494,1.956882162717686,43613.88086189928,11.091194662469013,48.64767598164412,3.900694254795267,0.0,0.0,0.0,0.0,0.0,120773.0840942051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1317683510.0549994,1317683510.0549994
1.0,1,2003,160,1317683510.0549994,1317683510.0549994,1306528047.5410004,-11155462.513999155,1312576912.7078326,90854396.94909644,52668814.15096229,1.6369022015620815,8497504.190266833,2.2348528488288424,42619.67554290563,11.003977685074615,47.00512506483281,3.900694254795267,0.0,0.0,0.0,0.0,0.0,297827.658042878,0.0,68489542.25764546,2080024.134335245,9663595.847448645,20600910.048886344,8691681.004480252,-683577.2834511937,-12259960.80898191,0.0,0.0,0.0,0.0,0.0,0.0,3470938.555359324,0.0,100053153.75572217,101470061.15035948,-112625523.66435865,0.0,-11155462.513999155
1.0,1,2004,180,1328318204.0549996,1306528047.5410004,1357765089.9800003,40602348.439000145,1363137078.5175452,40357740.920273975,52578912.568560615,1.6810924467295874,8658596.477564618,2.5565354390683583,41229.4466840709,10.887373167865416,45.36659618616504,3.895558717191038,0.0,0.0,0.0,0.0,0.0,186407.01815376285,0.0,3314369.2340614377,-2081468.5115048545,11575535.777167926,21882734.436942182,11871234.392676767,-673024.0381378526,-11696729.73629663,0.0,0.0,0.0,0.0,0.0,0.0,-441296.2979680239,0.0,33751355.25694096,43941437.21093939,-3339088.7719392274,10634694.000000007,51237042.43900016
1.0,1,2005,180,1328318204.0549996,1357765089.9800003,1432897189.5989985,75132099.61899823,1425053610.509086,61916531.99154074,53053303.504828535,1.6335777771311355,8844549.021357043,3.016427285927704,40049.28564650076,10.792361413352946,43.942955838283055,3.895558717191038,0.0,0.0,0.0,0.0,0.0,176820.99575824465,0.0,8332511.142302881,-5587247.3937017415,12271694.423913121,29139137.01327821,11291461.241572512,-802010.003965857,-10568634.437070645,0.0,0.0,0.0,0.0,0.0,0.0,-702296.9695644979,0.0,43374615.01676398,48793852.19102206,26338247.427976184,0.0,75132099.61899823
1.0,1,2006,180,1328318204.0549996,1432897189.5989985,1493101441.3160005,60204251.717001766,1494583306.8622983,69529696.35321268,54748118.22449473,1.690292323847855,9093401.692767652,3.3086353020663517,38282.553556337414,10.726810141540959,42.321042012928245,4.155292794189063,0.0,0.0,0.0,0.0,0.0,317413.7153494453,0.0,50961156.13739136,-17254338.294852067,16556116.530486751,17607092.013879407,18490809.779425275,-570587.931066822,-13215182.602805413,-790625.967811911,0.0,0.0,0.0,0.0,0.0,1183450.1078245686,0.0,72967889.77247116,73298835.58040342,-13094583.863401666,0.0,60204251.717001766
1.0,1,2007,180,1328318204.0549996,1493101441.3160005,1523940913.6890004,30839472.37299978,1584965025.8994336,90381719.0371353,58381758.530055135,1.6645240571522093,9156923.782127349,3.4720381274888648,38806.253006503044,10.566782657403566,41.82002884065779,4.365841464656293,0.0,0.0,0.0,0.0,0.0,123005.33466095643,0.0,75611176.90932493,18659813.39140434,4727969.164050309,9683398.756362004,-5519302.836557029,-1346424.5726488717,-4238012.385673995,-664082.9610836891,0.0,0.0,0.0,0.0,0.0,354070.45403714903,0.0,97268605.91921514,96408602.83548847,-65569130.462488696,0.0,30839472.37299978
1.0,1,2008,180,1328318204.0549996,1523940913.6890004,1599558288.8410003,75617375.15200017,1619987848.2302105,35022822.33077662,59709036.342336245,1.7324952826505045,9200100.39720073,3.9058304694848567,38737.624682201225,10.71013927917929,41.125325626350644,4.455268077104934,0.0,0.0,0.0,0.0,0.1860717045399809,112852.65292149244,0.0,38083811.956741236,-28278681.843029723,3968072.8380930806,24740514.79511588,399867.91690164676,1304291.2227103235,-6108380.291352485,-264806.09467438475,0.0,0.0,0.0,0.0,3549676.829079761,189278.1444786669,0.0,37583645.47406401,36589454.10264519,39027921.04935499,0.0,75617375.15200017
1.0,1,2009,190,1339666545.0549996,1599558288.8410003,1580831706.7830002,-30074923.05800002,1549055857.5443347,-87088773.45068477,59239959.30418902,1.8368882601819534,9133742.515298845,2.8471029112519135,37122.5360003488,10.818119447227327,40.240338014865756,4.627209587163201,0.0,0.0,0.0,0.0,0.18449548756168482,107386.96173752748,0.0,10396744.454449045,-39618091.75467469,-1287083.1514410558,-66348404.58057752,19654454.532268252,1263665.8379913364,-7849606.883268449,-583111.749547392,0.0,0.0,0.0,0.0,0.0,-1395561.322603587,0.0,-85766994.61740404,-85321774.05022049,55246850.99222049,11348341.000000006,-18726582.058000013
1.0,1,2010,190,1339666545.0549996,1580831706.7830002,1585298431.962,4466725.178999644,1611554800.3433268,62498942.79899211,59275926.29320682,1.8415604117144777,9136577.37724754,3.3035988614668073,36267.5709555077,11.093491211713264,39.75289451212297,4.8634255716210415,0.0,0.0,0.12249331697707111,0.0,0.194469701151867,114545.1926869105,0.0,56105122.799716696,-1430713.2653673468,1772892.944890366,31115913.823202208,10739075.907275643,2622903.8694966827,-4629281.031809497,-765927.0699387308,0.0,0.0,-669283.8574710201,0.0,370806.97502038203,85582.70420263812,0.0,95317093.79921801,95786934.17573929,-91320208.99673964,0.0,4466725.178999642
1.0,1,2011,190,1339666545.0549996,1585298431.962,1649966415.230001,64667983.26800091,1678923897.0490286,67369096.70570195,59373388.85055822,1.834752143468688,9221128.582681874,4.05504220731798,35667.261614169394,11.389416415352708,39.044335259297675,4.828643363240533,0.0,0.0,0.6213789763689467,0.0,0.3601585579941397,102726.98614200865,0.0,4756737.302233508,3485905.6917231493,6583722.026897449,44851236.52055387,7485635.913026984,2824496.0288500697,-6581813.553283671,128649.96898165236,0.0,0.0,-2680855.2584476164,0.0,2963848.10593676,261517.0105959023,0.0,64079079.757068075,64859487.43925556,-191504.17125465,0.0,64667983.26800091
1.0,1,2012,190,1339666545.0549996,1649966415.230001,1680997951.3100002,31031536.0799995,1713389143.87051,34465246.821481645,60951539.95746806,1.8699280754397596,9327601.274061702,4.083498988324549,35325.209510277855,11.27845450690841,39.03795455905652,4.884129808299103,0.0,0.0,1.547436525969147,0.0,0.3659031867813608,107037.85402345947,0.0,37681837.30734241,-9660186.583235912,8341350.371914465,1660240.8424549028,4253139.006630833,-1110577.8219700467,-64697.33209352844,-208011.00211935161,0.0,0.0,-5207548.617855446,0.0,134720.17522691892,551855.3956786558,0.0,36372121.741973914,36996927.60795359,-5965391.527954094,0.0,31031536.0799995
1.0,1,2013,190,1339666545.0549996,1680997951.3100002,1690378561.7000003,9380610.390000265,1693842894.7361119,-19546249.134398784,62256426.17523274,2.002410124046215,9422446.192195944,3.925178418776138,35620.15312362872,10.93946700809323,39.02576946052718,4.886984111335791,0.0,0.0,2.500675266929549,0.0,0.3659031867813608,104799.1374449703,0.0,39828354.40524513,-42134630.17485068,7540605.376312068,-9295362.481293038,-4062054.2162060793,-3343413.1775436928,-123889.61434229843,-11218.091573193757,0.0,0.0,-5490272.581504693,0.0,0.0,376362.68820689816,0.0,-16715517.867549568,-17401150.23093021,26781760.620930474,0.0,9380610.390000267
