,CBSA,Mode,Year,Mechanical_Failures,Other_Failures,Total_Failures
1485,23060,Bus,2005,125,26,151
1486,23060,Bus,2006,98,40,138
1487,23060,Bus,2007,87,73,160
1488,23060,Bus,2012,54,84,138
1489,23060,Bus,2013,54,84,138
1490,23060,Bus,2014,38,37,75
1491,23060,Bus,2015,42,139,181
1492,23060,Bus,2016,18,363,381
1493,23060,Bus,2017,19,258,277
1494,23060,Bus,2018,22,309,331
1495,23420,Bus,2002,809,426,1235
1496,23420,Bus,2003,789,347,1136
1497,23420,Bus,2004,870,308,1178
1498,23420,Bus,2005,812,278,1090
1499,23420,Bus,2006,903,290,1193
1500,23420,Bus,2007,740,251,991
1501,23420,Bus,2012,509,103,612
1502,23420,Bus,2013,409,113,522
1503,23420,Bus,2014,468,178,646
1504,23420,Bus,2015,506,156,662
1505,23420,Bus,2016,642,179,821
1506,23420,Bus,2017,372,89,461
1507,23420,Bus,2018,226,154,380
1508,23540,Bus,2002,313,213,526
1509,23540,Bus,2003,530,266,796
1510,23540,Bus,2004,543,247,790
1511,23540,Bus,2005,421,214,635
1512,23540,Bus,2006,503,301,804
1513,23540,Bus,2007,363,442,805
1514,23540,Bus,2012,130,323,453
1515,23540,Bus,2013,115,276,391
1516,23540,Bus,2014,122,267,389
1517,23540,Bus,2015,118,253,371
1518,23540,Bus,2016,102,257,359
1519,23540,Bus,2017,192,261,453
1520,23540,Bus,2018,264,620,884
1521,23580,Bus,2002,0,0,0
1522,23580,Bus,2003,0,0,0
1523,23580,Bus,2004,0,0,0
1524,23580,Bus,2005,0,0,0
1525,23580,Bus,2006,0,0,0
1526,23580,Bus,2007,0,0,0
1527,23580,Bus,2012,8,12,20
1528,23580,Bus,2013,6,5,11
1529,23580,Bus,2014,0,8,8
1530,23580,Bus,2015,0,0,0
1531,23580,Bus,2016,0,0,0
1532,23580,Bus,2017,0,0,0
1533,23580,Bus,2018,0,0,0
1534,24220,Bus,2002,22,1,23
1535,24220,Bus,2003,13,3,16
1536,24220,Bus,2004,4,0,4
1537,24220,Bus,2005,2,0,2
1538,24220,Bus,2006,2,1,3
1539,24220,Bus,2007,52,102,154
1540,24220,Bus,2012,6,71,77
1541,24220,Bus,2013,10,83,93
1542,24220,Bus,2014,8,111,119
1543,24220,Bus,2015,4,143,147
1544,24220,Bus,2016,2,115,117
1545,24220,Bus,2017,5,78,83
1546,24220,Bus,2018,4,98,102
1547,24300,Bus,2002,0,0,0
1548,24300,Bus,2003,0,0,0
1549,24300,Bus,2004,0,0,0
1550,24300,Bus,2005,0,0,0
1551,24300,Bus,2006,0,0,0
1552,24300,Bus,2007,0,0,0
1553,24300,Bus,2012,139,35,174
1554,24300,Bus,2013,99,32,131
1555,24300,Bus,2014,72,6,78
1556,24300,Bus,2015,94,10,104
1557,24300,Bus,2016,0,0,0
1558,24300,Bus,2017,0,0,0
1559,24300,Bus,2018,0,0,0
1560,24340,Bus,2002,400,351,751
1561,24340,Bus,2003,260,150,410
1562,24340,Bus,2004,639,377,1016
1563,24340,Bus,2005,1088,336,1424
1564,24340,Bus,2006,1205,376,1581
1565,24340,Bus,2007,364,961,1325
1566,24340,Bus,2012,115,1051,1166
1567,24340,Bus,2013,390,1448,1838
1568,24340,Bus,2014,682,1295,1977
1569,24340,Bus,2015,197,1900,2097
1570,24340,Bus,2016,270,669,939
1571,24340,Bus,2017,95,523,618
1572,24340,Bus,2018,262,313,575
1573,24500,Bus,2002,110,54,164
1574,24500,Bus,2003,132,15,147
1575,24500,Bus,2004,0,0,0
1576,24500,Bus,2005,0,0,0
1577,24500,Bus,2006,3,0,3
1578,24500,Bus,2007,0,74,74
1579,24500,Bus,2012,61,8,69
1580,24500,Bus,2013,54,11,65
1581,24500,Bus,2014,54,2,56
1582,24500,Bus,2015,47,1,48
1583,24500,Bus,2016,103,13,116
1584,24500,Bus,2017,120,5,125
1585,24500,Bus,2018,133,9,142
1586,24540,Bus,2002,116,35,151
1587,24540,Bus,2003,114,41,155
1588,24540,Bus,2004,74,17,91
1589,24540,Bus,2005,68,15,83
1590,24540,Bus,2006,71,15,86
1591,24540,Bus,2007,82,20,102
1592,24540,Bus,2012,0,0,0
1593,24540,Bus,2013,0,0,0
1594,24540,Bus,2014,0,0,0
1595,24540,Bus,2015,0,0,0
1596,24540,Bus,2016,0,0,0
1597,24540,Bus,2017,0,0,0
1598,24540,Bus,2018,0,0,0
1599,24580,Bus,2002,122,181,303
1600,24580,Bus,2003,118,204,322
1601,24580,Bus,2004,86,176,262
1602,24580,Bus,2005,74,162,236
1603,24580,Bus,2006,79,183,262
1604,24580,Bus,2007,85,95,180
1605,24580,Bus,2012,37,74,111
1606,24580,Bus,2013,40,202,242
1607,24580,Bus,2014,109,199,308
1608,24580,Bus,2015,179,146,325
1609,24580,Bus,2016,64,191,255
1610,24580,Bus,2017,53,200,253
1611,24580,Bus,2018,35,119,154
1612,24660,Bus,2002,91,43,134
1613,24660,Bus,2003,68,67,135
1614,24660,Bus,2004,88,55,143
1615,24660,Bus,2005,39,34,73
1616,24660,Bus,2006,80,63,143
1617,24660,Bus,2007,31,78,109
1618,24660,Bus,2012,258,219,477
1619,24660,Bus,2013,255,223,478
1620,24660,Bus,2014,78,229,307
1621,24660,Bus,2015,63,221,284
1622,24660,Bus,2016,106,142,248
1623,24660,Bus,2017,171,190,361
1624,24660,Bus,2018,130,216,346
1625,24860,Bus,2002,154,116,270
1626,24860,Bus,2003,252,312,564
1627,24860,Bus,2004,249,85,334
1628,24860,Bus,2005,163,52,215
1629,24860,Bus,2006,162,257,419
1630,24860,Bus,2007,207,425,632
1631,24860,Bus,2012,20,728,748
1632,24860,Bus,2013,63,269,332
1633,24860,Bus,2014,163,425,588
1634,24860,Bus,2015,29,1240,1269
1635,24860,Bus,2016,492,530,1022
1636,24860,Bus,2017,47,1030,1077
1637,24860,Bus,2018,210,22,232
1638,25060,Bus,2002,101,80,181
1639,25060,Bus,2003,156,191,347
1640,25060,Bus,2004,128,145,273
1641,25060,Bus,2005,120,199,319
1642,25060,Bus,2006,104,77,181
1643,25060,Bus,2007,96,84,180
1644,25060,Bus,2012,142,398,540
1645,25060,Bus,2013,230,458,688
1646,25060,Bus,2014,241,374,615
1647,25060,Bus,2015,225,356,581
1648,25060,Bus,2016,211,137,348
1649,25060,Bus,2017,151,210,361
1650,25060,Bus,2018,128,242,370
1651,25180,Bus,2002,13,30,43
1652,25180,Bus,2003,2,48,50
1653,25180,Bus,2004,4,61,65
1654,25180,Bus,2005,3,43,46
1655,25180,Bus,2006,9,51,60
1656,25180,Bus,2007,3,48,51
1657,25180,Bus,2012,0,0,0
1658,25180,Bus,2013,0,0,0
1659,25180,Bus,2014,0,0,0
1660,25180,Bus,2015,0,0,0
1661,25180,Bus,2016,0,0,0
1662,25180,Bus,2017,0,0,0
1663,25180,Bus,2018,0,0,0
1664,25260,Bus,2002,0,0,0
1665,25260,Bus,2003,0,0,0
1666,25260,Bus,2004,0,0,0
1667,25260,Bus,2005,0,0,0
1668,25260,Bus,2006,0,0,0
1669,25260,Bus,2007,0,0,0
1670,25260,Bus,2012,9,15,24
1671,25260,Bus,2013,17,17,34
1672,25260,Bus,2014,24,6,30
1673,25260,Bus,2015,24,12,36
1674,25260,Bus,2016,43,9,52
1675,25260,Bus,2017,19,15,34
1676,25260,Bus,2018,77,21,98
1677,25420,Bus,2002,137,342,479
1678,25420,Bus,2003,258,271,529
1679,25420,Bus,2004,240,215,455
1680,25420,Bus,2005,290,224,514
1681,25420,Bus,2006,280,275,555
1682,25420,Bus,2007,286,242,528
1683,25420,Bus,2012,457,187,644
1684,25420,Bus,2013,244,143,387
1685,25420,Bus,2014,159,238,397
1686,25420,Bus,2015,120,343,463
1687,25420,Bus,2016,242,148,390
1688,25420,Bus,2017,236,145,381
1689,25420,Bus,2018,314,135,449
1690,25500,Bus,2002,0,0,0
1691,25500,Bus,2003,0,0,0
1692,25500,Bus,2004,0,0,0
1693,25500,Bus,2005,36,0,36
1694,25500,Bus,2006,6,53,59
1695,25500,Bus,2007,32,71,103
1696,25500,Bus,2012,16,61,77
1697,25500,Bus,2013,17,48,65
1698,25500,Bus,2014,6,46,52
1699,25500,Bus,2015,54,29,83
1700,25500,Bus,2016,75,19,94
1701,25500,Bus,2017,75,18,93
1702,25500,Bus,2018,84,37,121
1703,25540,Bus,2002,3324,3176,6500
1704,25540,Bus,2003,3742,3964,7706
1705,25540,Bus,2004,3710,4177,7887
1706,25540,Bus,2005,3743,4860,8603
1707,25540,Bus,2006,3825,6004,9829
1708,25540,Bus,2007,3393,5703,9096
1709,25540,Bus,2012,3085,6643,9728
1710,25540,Bus,2013,2559,6516,9075
1711,25540,Bus,2014,2224,8784,11008
1712,25540,Bus,2015,2494,9161,11655
1713,25540,Bus,2016,2413,9766,12179
1714,25540,Bus,2017,2219,8524,10743
1715,25540,Bus,2018,2351,7852,10203
1716,25540,Rail,2002,3,6,9
1717,25540,Rail,2003,3,3,6
1718,25540,Rail,2004,3,4,7
1719,25540,Rail,2005,18,11,29
1720,25540,Rail,2006,3,28,31
1721,25540,Rail,2007,4,33,37
1722,25540,Rail,2012,48,121,169
1723,25540,Rail,2013,36,89,125
1724,25540,Rail,2014,30,95,125
1725,25540,Rail,2015,118,91,209
1726,25540,Rail,2016,80,72,152
1727,25540,Rail,2017,56,77,133
1728,25540,Rail,2018,111,13,124
1729,25860,Bus,2002,0,0,0
1730,25860,Bus,2003,0,0,0
1731,25860,Bus,2004,0,0,0
1732,25860,Bus,2005,0,0,0
1733,25860,Bus,2006,0,0,0
1734,25860,Bus,2007,0,0,0
1735,25860,Bus,2012,7,16,23
1736,25860,Bus,2013,7,12,19
1737,25860,Bus,2014,12,1,13
1738,25860,Bus,2015,5,1,6
1739,25860,Bus,2016,6,1,7
1740,25860,Bus,2017,9,1,10
1741,25860,Bus,2018,25,6,31
1742,26100,Bus,2002,441,362,803
1743,26100,Bus,2003,331,170,501
1744,26100,Bus,2004,717,396,1113
1745,26100,Bus,2005,1150,363,1513
1746,26100,Bus,2006,1290,400,1690
1747,26100,Bus,2007,412,998,1410
1748,26100,Bus,2012,132,1123,1255
1749,26100,Bus,2013,412,1536,1948
1750,26100,Bus,2014,696,1385,2081
1751,26100,Bus,2015,204,2013,2217
1752,26100,Bus,2016,292,752,1044
1753,26100,Bus,2017,121,571,692
1754,26100,Bus,2018,297,336,633
1755,26380,Bus,2002,16,12,28
1756,26380,Bus,2003,14,6,20
1757,26380,Bus,2004,0,0,0
1758,26380,Bus,2005,0,0,0
1759,26380,Bus,2006,0,0,0
1760,26380,Bus,2007,0,0,0
1761,26380,Bus,2012,0,0,0
1762,26380,Bus,2013,0,0,0
1763,26380,Bus,2014,0,0,0
1764,26380,Bus,2015,0,0,0
1765,26380,Bus,2016,0,0,0
1766,26380,Bus,2017,0,0,0
1767,26380,Bus,2018,0,0,0
1768,26420,Bus,2002,4432,3635,8067
1769,26420,Bus,2003,7394,6561,13955
1770,26420,Bus,2004,7993,5008,13001
1771,26420,Bus,2005,8285,3070,11355
1772,26420,Bus,2006,6976,3162,10138
1773,26420,Bus,2007,6258,3401,9659
1774,26420,Bus,2012,4449,1990,6439
1775,26420,Bus,2013,4512,1945,6457
1776,26420,Bus,2014,4091,1680,5771
1777,26420,Bus,2015,4164,1770,5934
1778,26420,Bus,2016,4137,2039,6176
1779,26420,Bus,2017,3904,1719,5623
1780,26420,Bus,2018,3917,1657,5574
1781,26420,Rail,2002,0,0,0
1782,26420,Rail,2003,0,0,0
1783,26420,Rail,2004,11,108,119
1784,26420,Rail,2005,5,117,122
1785,26420,Rail,2006,11,99,110
1786,26420,Rail,2007,16,84,100
1787,26420,Rail,2012,8,26,34
1788,26420,Rail,2013,17,32,49
1789,26420,Rail,2014,28,30,58
1790,26420,Rail,2015,28,42,70
1791,26420,Rail,2016,33,41,74
1792,26420,Rail,2017,29,31,60
1793,26420,Rail,2018,20,26,46
1794,26580,Bus,2002,0,403,403
1795,26580,Bus,2003,0,346,346
1796,26580,Bus,2004,2,326,328
1797,26580,Bus,2005,0,269,269
1798,26580,Bus,2006,0,198,198
1799,26580,Bus,2007,0,352,352
1800,26580,Bus,2012,8,337,345
1801,26580,Bus,2013,5,296,301
1802,26580,Bus,2014,92,24,116
1803,26580,Bus,2015,2,224,226
1804,26580,Bus,2016,2,275,277
1805,26580,Bus,2017,2,356,358
1806,26580,Bus,2018,12,296,308
1807,26620,Bus,2002,15,7,22
1808,26620,Bus,2003,42,71,113
1809,26620,Bus,2004,53,51,104
1810,26620,Bus,2005,65,100,165
1811,26620,Bus,2006,19,244,263
1812,26620,Bus,2007,16,233,249
1813,26620,Bus,2012,31,126,157
1814,26620,Bus,2013,24,130,154
1815,26620,Bus,2014,22,158,180
1816,26620,Bus,2015,20,144,164
1817,26620,Bus,2016,35,162,197
1818,26620,Bus,2017,63,148,211
1819,26620,Bus,2018,87,124,211
1820,26820,Bus,2002,1,0,1
1821,26820,Bus,2003,0,0,0
1822,26820,Bus,2004,0,0,0
1823,26820,Bus,2005,0,0,0
1824,26820,Bus,2006,68,20,88
1825,26820,Bus,2007,0,0,0
1826,26820,Bus,2012,0,0,0
1827,26820,Bus,2013,0,0,0
1828,26820,Bus,2014,0,0,0
1829,26820,Bus,2015,0,0,0
1830,26820,Bus,2016,0,0,0
1831,26820,Bus,2017,0,0,0
1832,26820,Bus,2018,0,0,0
1833,26900,Bus,2002,473,0,473
1834,26900,Bus,2003,579,0,579
1835,26900,Bus,2004,315,0,315
1836,26900,Bus,2005,351,0,351
1837,26900,Bus,2006,311,8,319
1838,26900,Bus,2007,318,78,396
1839,26900,Bus,2012,2011,751,2762
1840,26900,Bus,2013,1748,498,2246
1841,26900,Bus,2014,1476,344,1820
1842,26900,Bus,2015,1453,378,1831
1843,26900,Bus,2016,1578,378,1956
1844,26900,Bus,2017,1225,43,1268
1845,26900,Bus,2018,1437,393,1830
1846,26980,Bus,2002,22,94,116
1847,26980,Bus,2003,30,266,296
1848,26980,Bus,2004,49,81,130
1849,26980,Bus,2005,45,137,182
1850,26980,Bus,2006,50,265,315
1851,26980,Bus,2007,56,276,332
1852,26980,Bus,2012,67,127,194
1853,26980,Bus,2013,64,146,210
1854,26980,Bus,2014,45,124,169
1855,26980,Bus,2015,46,130,176
1856,26980,Bus,2016,47,128,175
1857,26980,Bus,2017,60,163,223
1858,26980,Bus,2018,52,196,248
1859,27060,Bus,2002,320,112,432
1860,27060,Bus,2003,151,376,527
1861,27060,Bus,2004,375,179,554
1862,27060,Bus,2005,375,300,675
1863,27060,Bus,2006,326,307,633
1864,27060,Bus,2007,174,451,625
1865,27060,Bus,2012,196,186,382
1866,27060,Bus,2013,214,169,383
1867,27060,Bus,2014,306,204,510
1868,27060,Bus,2015,221,168,389
1869,27060,Bus,2016,140,369,509
1870,27060,Bus,2017,43,253,296
1871,27060,Bus,2018,64,324,388
1872,27100,Bus,2002,103,111,214
1873,27100,Bus,2003,236,104,340
1874,27100,Bus,2004,49,18,67
1875,27100,Bus,2005,35,8,43
1876,27100,Bus,2006,182,90,272
1877,27100,Bus,2007,31,12,43
1878,27100,Bus,2012,41,38,79
1879,27100,Bus,2013,63,33,96
1880,27100,Bus,2014,91,47,138
1881,27100,Bus,2015,86,50,136
1882,27100,Bus,2016,113,28,141
1883,27100,Bus,2017,158,49,207
1884,27100,Bus,2018,54,150,204
1885,27140,Bus,2002,257,76,333
1886,27140,Bus,2003,297,42,339
1887,27140,Bus,2004,247,27,274
1888,27140,Bus,2005,359,47,406
1889,27140,Bus,2006,434,26,460
1890,27140,Bus,2007,390,25,415
1891,27140,Bus,2012,25,51,76
1892,27140,Bus,2013,93,108,201
1893,27140,Bus,2014,103,188,291
1894,27140,Bus,2015,6,360,366
1895,27140,Bus,2016,14,1185,1199
1896,27140,Bus,2017,8,1311,1319
1897,27140,Bus,2018,13,1422,1435
1898,27180,Bus,2002,45,84,129
1899,27180,Bus,2003,44,79,123
1900,27180,Bus,2004,51,43,94
1901,27180,Bus,2005,36,63,99
1902,27180,Bus,2006,48,112,160
1903,27180,Bus,2007,41,113,154
1904,27180,Bus,2012,77,82,159
1905,27180,Bus,2013,70,65,135
1906,27180,Bus,2014,87,70,157
1907,27180,Bus,2015,67,98,165
1908,27180,Bus,2016,78,67,145
1909,27180,Bus,2017,96,82,178
1910,27180,Bus,2018,94,62,156
1911,27260,Bus,2002,637,180,817
1912,27260,Bus,2003,854,145,999
1913,27260,Bus,2004,625,94,719
1914,27260,Bus,2005,440,67,507
1915,27260,Bus,2006,524,75,599
1916,27260,Bus,2007,591,105,696
1917,27260,Bus,2012,370,359,729
1918,27260,Bus,2013,169,232,401
1919,27260,Bus,2014,80,528,608
1920,27260,Bus,2015,92,571,663
1921,27260,Bus,2016,90,699,789
1922,27260,Bus,2017,94,714,808
1923,27260,Bus,2018,126,691,817
1924,27260,Rail,2002,15,17,32
1925,27260,Rail,2003,30,27,57
1926,27260,Rail,2004,32,27,59
1927,27260,Rail,2005,20,7,27
1928,27260,Rail,2006,22,9,31
1929,27260,Rail,2007,7,3,10
1930,27260,Rail,2012,11,8,19
1931,27260,Rail,2013,7,4,11
1932,27260,Rail,2014,8,4,12
1933,27260,Rail,2015,10,12,22
1934,27260,Rail,2016,5,5,10
1935,27260,Rail,2017,3,5,8
1936,27260,Rail,2018,15,2,17
1937,27620,Bus,2002,0,0,0
1938,27620,Bus,2003,0,0,0
1939,27620,Bus,2004,0,0,0
1940,27620,Bus,2005,120,209,329
1941,27620,Bus,2006,3,29,32
1942,27620,Bus,2007,5,34,39
1943,27620,Bus,2012,0,0,0
1944,27620,Bus,2013,0,0,0
1945,27620,Bus,2014,0,0,0
1946,27620,Bus,2015,0,0,0
1947,27620,Bus,2016,0,0,0
1948,27620,Bus,2017,0,0,0
1949,27620,Bus,2018,0,0,0
1950,27740,Bus,2002,3,2,5
1951,27740,Bus,2003,2,3,5
1952,27740,Bus,2004,2,4,6
1953,27740,Bus,2005,2,3,5
1954,27740,Bus,2006,1,4,5
1955,27740,Bus,2007,1,2,3
1956,27740,Bus,2012,0,0,0
1957,27740,Bus,2013,0,0,0
1958,27740,Bus,2014,0,0,0
1959,27740,Bus,2015,0,0,0
1960,27740,Bus,2016,0,0,0
1961,27740,Bus,2017,0,0,0
1962,27740,Bus,2018,0,0,0
1963,27780,Bus,2002,88,13,101
1964,27780,Bus,2003,81,88,169
1965,27780,Bus,2004,7,18,25
1966,27780,Bus,2005,8,16,24
1967,27780,Bus,2006,25,32,57
1968,27780,Bus,2007,57,21,78
1969,27780,Bus,2012,173,14,187
1970,27780,Bus,2013,129,63,192
1971,27780,Bus,2014,62,122,184
1972,27780,Bus,2015,233,299,532
1973,27780,Bus,2016,201,274,475
1974,27780,Bus,2017,123,365,488
1975,27780,Bus,2018,276,191,467
1976,27780,Rail,2002,0,0,0
1977,27780,Rail,2003,0,1,1
1978,27780,Rail,2004,0,1,1
1979,27780,Rail,2005,0,1,1
1980,27780,Rail,2006,0,1,1
1981,27780,Rail,2007,0,1,1
1982,27780,Rail,2012,1,2,3
1983,27780,Rail,2013,4,0,4
1984,27780,Rail,2014,6,0,6
1985,27780,Rail,2015,9,0,9
1986,27780,Rail,2016,8,0,8
1987,27780,Rail,2017,12,0,12
1988,27780,Rail,2018,0,0,0
1989,28020,Bus,2002,507,423,930
1990,28020,Bus,2003,207,625,832
1991,28020,Bus,2004,296,612,908
1992,28020,Bus,2005,362,545,907
1993,28020,Bus,2006,206,329,535
1994,28020,Bus,2007,273,511,784
1995,28020,Bus,2012,39,592,631
1996,28020,Bus,2013,24,503,527
1997,28020,Bus,2014,57,438,495
1998,28020,Bus,2015,29,522,551
1999,28020,Bus,2016,33,673,706
2000,28020,Bus,2017,19,742,761
2001,28020,Bus,2018,35,915,950
2002,28100,Bus,2002,0,0,0
2003,28100,Bus,2003,0,0,0
2004,28100,Bus,2004,0,0,0
2005,28100,Bus,2005,0,0,0
2006,28100,Bus,2006,0,0,0
2007,28100,Bus,2007,0,0,0
2008,28100,Bus,2012,140,389,529
2009,28100,Bus,2013,138,366,504
2010,28100,Bus,2014,123,361,484
2011,28100,Bus,2015,133,385,518
2012,28100,Bus,2016,133,563,696
2013,28100,Bus,2017,247,489,736
2014,28100,Bus,2018,257,549,806
2015,28140,Bus,2002,872,900,1772
2016,28140,Bus,2003,687,295,982
2017,28140,Bus,2004,824,378,1202
2018,28140,Bus,2005,750,243,993
2019,28140,Bus,2006,512,110,622
2020,28140,Bus,2007,689,51,740
2021,28140,Bus,2012,583,69,652
2022,28140,Bus,2013,571,99,670
2023,28140,Bus,2014,570,87,657
2024,28140,Bus,2015,751,138,889
2025,28140,Bus,2016,678,157,835
2026,28140,Bus,2017,693,127,820
2027,28140,Bus,2018,601,148,749
2028,28420,Bus,2002,237,12,249
2029,28420,Bus,2003,248,13,261
2030,28420,Bus,2004,0,0,0
2031,28420,Bus,2005,206,10,216
2032,28420,Bus,2006,182,9,191
2033,28420,Bus,2007,149,7,156
2034,28420,Bus,2012,24,17,41
2035,28420,Bus,2013,35,2,37
2036,28420,Bus,2014,29,1,30
2037,28420,Bus,2015,31,0,31
2038,28420,Bus,2016,87,87,174
2039,28420,Bus,2017,62,116,178
2040,28420,Bus,2018,72,71,143
2041,28660,Bus,2002,39,35,74
2042,28660,Bus,2003,99,121,220
2043,28660,Bus,2004,51,39,90
2044,28660,Bus,2005,39,49,88
2045,28660,Bus,2006,26,35,61
2046,28660,Bus,2007,27,43,70
2047,28660,Bus,2012,51,50,101
2048,28660,Bus,2013,139,50,189
2049,28660,Bus,2014,66,6,72
2050,28660,Bus,2015,94,22,116
2051,28660,Bus,2016,75,5,80
2052,28660,Bus,2017,49,5,54
2053,28660,Bus,2018,53,5,58
2054,28700,Bus,2002,2,2,4
2055,28700,Bus,2003,0,1,1
2056,28700,Bus,2004,3,3,6
2057,28700,Bus,2005,0,0,0
2058,28700,Bus,2006,0,0,0
2059,28700,Bus,2007,0,0,0
2060,28700,Bus,2012,0,0,0
2061,28700,Bus,2013,0,0,0
2062,28700,Bus,2014,0,0,0
2063,28700,Bus,2015,0,0,0
2064,28700,Bus,2016,0,0,0
2065,28700,Bus,2017,0,0,0
2066,28700,Bus,2018,0,0,0
2067,28940,Bus,2002,397,339,736
2068,28940,Bus,2003,365,339,704
2069,28940,Bus,2004,479,351,830
2070,28940,Bus,2005,616,463,1079
2071,28940,Bus,2006,327,312,639
2072,28940,Bus,2007,166,254,420
2073,28940,Bus,2012,471,87,558
2074,28940,Bus,2013,380,123,503
2075,28940,Bus,2014,231,90,321
2076,28940,Bus,2015,253,42,295
2077,28940,Bus,2016,197,21,218
2078,28940,Bus,2017,280,24,304
2079,28940,Bus,2018,319,33,352
2080,29020,Bus,2002,0,0,0
2081,29020,Bus,2003,0,0,0
2082,29020,Bus,2004,0,0,0
2083,29020,Bus,2005,0,0,0
2084,29020,Bus,2006,0,0,0
2085,29020,Bus,2007,0,0,0
2086,29020,Bus,2012,6,4,10
2087,29020,Bus,2013,6,1,7
2088,29020,Bus,2014,2,5,7
2089,29020,Bus,2015,5,0,5
2090,29020,Bus,2016,1,0,1
2091,29020,Bus,2017,1,0,1
2092,29020,Bus,2018,8,3,11
2093,29100,Bus,2002,15,29,44
2094,29100,Bus,2003,13,31,44
2095,29100,Bus,2004,10,25,35
2096,29100,Bus,2005,15,24,39
2097,29100,Bus,2006,13,27,40
2098,29100,Bus,2007,13,30,43
2099,29100,Bus,2012,62,42,104
2100,29100,Bus,2013,58,73,131
2101,29100,Bus,2014,107,114,221
2102,29100,Bus,2015,54,136,190
2103,29100,Bus,2016,89,128,217
2104,29100,Bus,2017,103,219,322
2105,29100,Bus,2018,122,180,302
2106,29140,Bus,2002,24,53,77
2107,29140,Bus,2003,10,64,74
2108,29140,Bus,2004,9,50,59
2109,29140,Bus,2005,9,99,108
2110,29140,Bus,2006,15,98,113
2111,29140,Bus,2007,8,71,79
2112,29140,Bus,2012,7,0,7
2113,29140,Bus,2013,21,3,24
2114,29140,Bus,2014,17,0,17
2115,29140,Bus,2015,4,11,15
2116,29140,Bus,2016,23,12,35
2117,29140,Bus,2017,17,16,33
2118,29140,Bus,2018,17,2,19
2119,29180,Bus,2002,23,965,988
2120,29180,Bus,2003,22,319,341
2121,29180,Bus,2004,12,396,408
2122,29180,Bus,2005,19,432,451
2123,29180,Bus,2006,23,453,476
2124,29180,Bus,2007,12,439,451
2125,29180,Bus,2012,45,439,484
2126,29180,Bus,2013,41,239,280
2127,29180,Bus,2014,38,467,505
2128,29180,Bus,2015,31,554,585
2129,29180,Bus,2016,30,348,378
2130,29180,Bus,2017,36,357,393
2131,29180,Bus,2018,44,369,413
2132,29460,Bus,2002,85,126,211
2133,29460,Bus,2003,28,280,308
2134,29460,Bus,2004,71,130,201
2135,29460,Bus,2005,262,223,485
2136,29460,Bus,2006,240,200,440
2137,29460,Bus,2007,191,352,543
2138,29460,Bus,2012,457,850,1307
2139,29460,Bus,2013,375,464,839
2140,29460,Bus,2014,362,215,577
2141,29460,Bus,2015,298,127,425
2142,29460,Bus,2016,56,318,374
2143,29460,Bus,2017,262,13,275
2144,29460,Bus,2018,215,1,216
2145,29540,Bus,2002,244,143,387
2146,29540,Bus,2003,341,199,540
2147,29540,Bus,2004,222,185,407
2148,29540,Bus,2005,230,285,515
2149,29540,Bus,2006,255,274,529
2150,29540,Bus,2007,206,193,399
2151,29540,Bus,2012,169,158,327
2152,29540,Bus,2013,154,123,277
2153,29540,Bus,2014,203,176,379
2154,29540,Bus,2015,260,226,486
2155,29540,Bus,2016,266,158,424
2156,29540,Bus,2017,0,0,0
2157,29540,Bus,2018,0,0,0
2158,29620,Bus,2002,189,53,242
2159,29620,Bus,2003,177,102,279
2160,29620,Bus,2004,216,130,346
2161,29620,Bus,2005,296,166,462
2162,29620,Bus,2006,204,152,356
2163,29620,Bus,2007,239,149,388
2164,29620,Bus,2012,361,176,537
2165,29620,Bus,2013,233,99,332
2166,29620,Bus,2014,456,147,603
2167,29620,Bus,2015,368,89,457
2168,29620,Bus,2016,491,71,562
2169,29620,Bus,2017,403,35,438
2170,29620,Bus,2018,304,95,399
2171,29700,Bus,2002,122,495,617
2172,29700,Bus,2003,125,485,610
2173,29700,Bus,2004,1544,1082,2626
2174,29700,Bus,2005,2294,2455,4749
2175,29700,Bus,2006,364,0,364
2176,29700,Bus,2007,390,0,390
2177,29700,Bus,2012,254,126,380
2178,29700,Bus,2013,97,137,234
2179,29700,Bus,2014,84,117,201
2180,29700,Bus,2015,78,114,192
2181,29700,Bus,2016,60,78,138
2182,29700,Bus,2017,46,58,104
2183,29700,Bus,2018,30,39,69
2184,29740,Bus,2002,125,120,245
2185,29740,Bus,2003,180,130,310
2186,29740,Bus,2004,5,65,70
2187,29740,Bus,2005,3,173,176
2188,29740,Bus,2006,5,145,150
2189,29740,Bus,2007,22,22,44
2190,29740,Bus,2012,0,0,0
2191,29740,Bus,2013,0,0,0
2192,29740,Bus,2014,0,0,0
2193,29740,Bus,2015,0,0,0
2194,29740,Bus,2016,0,0,0
2195,29740,Bus,2017,0,0,0
2196,29740,Bus,2018,0,0,0
2197,29820,Bus,2002,0,0,0
2198,29820,Bus,2003,0,0,0
2199,29820,Bus,2004,0,0,0
2200,29820,Bus,2005,0,0,0
2201,29820,Bus,2006,0,0,0
2202,29820,Bus,2007,0,0,0
2203,29820,Bus,2012,1170,41,1211
2204,29820,Bus,2013,1642,92,1734
2205,29820,Bus,2014,1461,13,1474
2206,29820,Bus,2015,826,840,1666
2207,29820,Bus,2016,1197,501,1698
2208,29820,Bus,2017,811,409,1220
2209,29820,Bus,2018,821,319,1140
2210,29820,Rail,2002,0,0,0
