,CLUSTER_APTA4,RAIL_FLAG,Year,CLUSTER_APTA,UPT_ADJ_base,UPT_ADJ,UPT_ADJ_diff,fitted_exp,fitted_exp_diff,VRM_ADJ,FARE_per_UPT_2018,POP_EMP,GAS_PRICE_2018,TOTAL_MED_INC_INDIV_2018,Tot_NonUSA_POP_pct,PCT_HH_NO_VEH,TSD_POP_PCT,JTW_HOME_PCT,YEARS_SINCE_TNC_BUS,YEARS_SINCE_TNC_RAIL,BIKE_SHARE_BUS,scooter_flag_BUS,BIKE_SHARE_RAIL,scooter_flag_RAIL,VRM_ADJ_log_FAC,FARE_per_UPT_2018_log_FAC,POP_EMP_log_FAC,GAS_PRICE_2018_log_FAC,TOTAL_MED_INC_INDIV_2018_log_FAC,Tot_NonUSA_POP_pct_FAC,PCT_HH_NO_VEH_FAC,TSD_POP_PCT_FAC,JTW_HOME_PCT_FAC,YEARS_SINCE_TNC_BUS_FAC,YEARS_SINCE_TNC_RAIL_FAC,BIKE_SHARE_BUS_FAC,scooter_flag_BUS_FAC,BIKE_SHARE_RAIL_FAC,scooter_flag_RAIL_FAC,FAC_Sum,Known_FAC,Unknown_FAC,New_Reporter_FAC,Total_Change,YEARS_SINCE_TNC,BIKE_SHARE,scooter_flag,YEARS_SINCE_TNC_FAC,BIKE_SHARE_FAC,scooter_flag_FAC,VRM_ADJ_log_FAC_cumsum,FARE_per_UPT_2018_log_FAC_cumsum,POP_EMP_log_FAC_cumsum,GAS_PRICE_2018_log_FAC_cumsum,TOTAL_MED_INC_INDIV_2018_log_FAC_cumsum,Tot_NonUSA_POP_pct_FAC_cumsum,PCT_HH_NO_VEH_FAC_cumsum,TSD_POP_PCT_FAC_cumsum,JTW_HOME_PCT_FAC_cumsum,YEARS_SINCE_TNC_BUS_FAC_cumsum,YEARS_SINCE_TNC_RAIL_FAC_cumsum,BIKE_SHARE_BUS_FAC_cumsum,scooter_flag_BUS_FAC_cumsum,BIKE_SHARE_RAIL_FAC_cumsum,scooter_flag_RAIL_FAC_cumsum,Unknown_FAC_cumsum,UPT_ADJ_VRM_ADJ_log_FAC_cumsum,UPT_ADJ_FARE_per_UPT_2018_log_FAC_cumsum,UPT_ADJ_POP_EMP_log_FAC_cumsum,UPT_ADJ_GAS_PRICE_2018_log_FAC_cumsum,UPT_ADJ_TOTAL_MED_INC_INDIV_2018_log_FAC_cumsum,UPT_ADJ_Tot_NonUSA_POP_pct_FAC_cumsum,UPT_ADJ_PCT_HH_NO_VEH_FAC_cumsum,UPT_ADJ_TSD_POP_PCT_FAC_cumsum,UPT_ADJ_JTW_HOME_PCT_FAC_cumsum,UPT_ADJ_YEARS_SINCE_TNC_BUS_FAC_cumsum,UPT_ADJ_YEARS_SINCE_TNC_RAIL_FAC_cumsum,UPT_ADJ_BIKE_SHARE_BUS_FAC_cumsum,UPT_ADJ_scooter_flag_BUS_FAC_cumsum,UPT_ADJ_BIKE_SHARE_RAIL_FAC_cumsum,UPT_ADJ_scooter_flag_RAIL_FAC_cumsum,UPT_ADJ_Unknown_FAC_cumsum
10,1.0,0,2012,190,2050937950.3099985,2080704081.96,29766131.65000101,2122780999.9436817,-30355326.301771875,49478187.99001496,6.468341918307179,7908357.146095779,4.089478005335446,34214.690373051155,1.5983191471268596,10.279850774934047,0.40441768209323176,4.978185009806738,0.6028920026630268,0.0,0.2609773777793215,0.0,0.0,0.0,-23085326.3499255,-1449961.0242928176,13562481.260943595,2174673.02759148,3588639.254308838,2274161.499754596,-1479812.9105644769,-250405.6516921133,-1856316.5203705772,-23162311.65933612,0.0,534329.0344453881,0.0,0.0,0.0,-29149850.039137706,-29104632.91013068,58870764.56013169,0.0,29766131.65000101,0.6028920026630268,0.2609773777793215,0.0,-23162311.65933612,534329.0344453881,0.0,-9145452.214710902,-41221334.184255615,139650044.5506135,187211475.1631541,136464190.30390573,14143563.952361584,958803.8943597565,-84711720.09194663,-18532402.646984164,-29782765.13273137,0.0,4165016.2449624683,0.0,0.0,0.0,-240330696.2621381,2089849534.174711,2121925416.1442556,1941054037.4093866,1893492606.796846,1944239891.6560943,2066560518.0076385,2079745278.0656402,2165415802.0519466,2099236484.6069841,2110486847.0927315,2080704081.96,2076539065.7150376,2080704081.96,2080704081.96,2080704081.96,2321034778.222138
11,1.0,0,2013,190,2080704081.96,2076740891.85,-3963190.109999605,2079510783.2887921,-43270216.65489016,50324420.29329508,6.607717984718423,8026528.278986341,3.925470440205989,34453.716796843946,1.6299070573336454,10.039571886962724,0.40475050067968604,4.9806884995005385,1.3755336853782465,0.0,0.2602147134204588,0.0,0.0,0.0,17140002.367213644,-12988471.16024625,12348397.884967785,-11543981.770312065,-5873126.893340227,1589200.0547976778,-3753965.472382558,-213914.5216902148,-42697.15373691227,-38854616.20441955,0.0,0.0,0.0,0.0,0.0,-42193172.86914866,-42017640.11232557,38054450.00232597,0.0,-3963190.109999605,1.3755336853782465,0.2602147134204588,0.0,-38854616.20441955,0.0,0.0,7994550.152502742,-54209805.34450187,151998442.43558127,175667493.39284202,130591063.4105655,15732764.007159261,-2795161.5780228013,-84925634.61363685,-18575099.800721075,-68637381.33715093,0.0,4165016.2449624683,0.0,0.0,0.0,-202276246.25981212,2068746341.6974971,2130950697.1945019,1924742449.4144187,1901073398.4571579,1946149828.4394345,2061008127.8428407,2079536053.4280226,2161666526.463637,2095315991.650721,2145378273.187151,2076740891.85,2072575875.6050375,2076740891.85,2076740891.85,2076740891.85,2279017138.109812
12,1.0,0,2014,190,2076740891.85,2061718570.8300004,-15022321.019999355,2038258613.3176355,-41252169.97115619,50223570.18334822,6.582313242988343,8095352.848462553,3.718003272456098,34787.06534870744,1.6700000960977246,9.994075815747609,0.40462460412216017,5.179472251950496,2.2157307670341573,0.0,0.6129438723894217,0.0,0.0,0.0,2654034.66768416,1656670.8778088903,14429671.000441095,-15258399.597832045,-6057212.983974432,2056629.186190653,-666355.6617345705,136038.94404955985,-3648782.074049632,-42368490.51836108,0.0,5796866.199064055,0.0,0.0,0.0,-41269329.96071333,-41407841.71945966,26385520.699460294,0.0,-15022321.019999355,2.2157307670341573,0.6129438723894217,0.0,-42368490.51836108,5796866.199064055,0.0,10648584.820186902,-52553134.46669298,166428113.43602237,160409093.79500997,124533850.42659107,17789393.193349913,-3461517.239757372,-84789595.66958728,-22223881.87477071,-111005871.85551201,0.0,9961882.444026524,0.0,0.0,0.0,-175890725.56035182,2051069986.0098135,2114271705.2966933,1895290457.393978,1901309477.0349903,1937184720.4034092,2043929177.6366506,2065180088.0697577,2146508166.4995878,2083942452.704771,2172724442.6855125,2061718570.8300004,2051756688.385974,2061718570.8300004,2061718570.8300004,2061718570.8300004,2237609296.3903522
13,1.0,0,2015,190,2061718570.8300004,2028750453.35,-32968117.48000024,1925320198.1099105,-112938415.207725,50424224.67582978,6.752682595255455,8082812.785164408,2.7759125093228216,35991.68822636249,1.7173191540562145,9.894859252774383,0.4020127731529151,5.288704363195592,3.2043274856521315,0.0,0.9117790126288788,0.0,0.0,0.0,22607907.33981908,-6597181.929713666,13008751.7165309,-77797604.0095509,-22094925.40854725,2691208.6570355333,-1109199.2447028926,301780.3350988583,-1693878.2488857969,-49768551.93038391,0.0,4972639.764612169,0.0,0.0,0.0,-115479052.95868784,-114469433.7310877,81501316.25108747,0.0,-32968117.48000024,3.2043274856521315,0.9117790126288788,0.0,-49768551.93038391,4972639.764612169,0.0,33256492.160005983,-59150316.39640664,179436865.15255326,82611489.78545907,102438925.01804382,20480601.850385446,-4570716.484460264,-84487815.33448842,-23917760.123656504,-160774423.7858959,0.0,14934522.208638694,0.0,0.0,0.0,-94389409.30926435,1995493961.1899939,2087900769.7464066,1849313588.1974466,1946138963.5645409,1926311528.3319561,2008269851.4996145,2033321169.8344603,2113238268.6844883,2052668213.4736564,2189524877.1358957,2028750453.35,2013815931.1413612,2028750453.35,2028750453.35,2028750453.35,2123139862.6592643
14,1.0,0,2016,190,2028750453.35,1944704725.5400004,-84045727.81000009,1849748933.7886426,-75571264.32126828,51123819.19688877,6.9119116216223135,8157897.828269673,2.460365134718857,36829.1084428074,1.7686627855863124,9.802246874403838,0.40223915309673225,5.794800445694747,4.213177422243262,0.0,0.9834004714407376,0.0,0.0,0.0,15628701.93565439,-7701090.898439095,10358850.384626007,-29756827.05699628,-14575991.41020244,3097045.865372898,-1769120.367232518,714103.1336748983,-8983086.158421889,-48972722.91178519,0.0,1185648.162072154,0.0,0.0,0.0,-80774489.32167707,-80111683.95376687,-3934043.8562332164,0.0,-84045727.81000009,4.213177422243262,0.9834004714407376,0.0,-48972722.91178519,1185648.162072154,0.0,48885194.09566037,-66851407.29484574,189795715.53717926,52854662.72846279,87862933.60784137,23577647.715758346,-6339836.851692783,-83773712.20081352,-32900846.282078393,-209747146.6976811,0.0,16120170.370710848,0.0,0.0,0.0,-98323453.16549756,1895819531.44434,2011556132.8348463,1754909010.0028212,1891850062.8115377,1856841791.932159,1921127077.824242,1951044562.391693,2028478437.740814,1977605571.822079,2154451872.2376814,1944704725.5400004,1928584555.1692896,1944704725.5400004,1944704725.5400004,1944704725.5400004,2043028178.705498
15,1.0,0,2017,190,1944704725.5400004,1875434228.55,-69270496.99000001,1847115890.9747643,-2633042.813877869,51778554.77277134,6.78035975432574,8222438.729786192,2.683435885459036,37568.39923908472,1.7668748551982167,9.656255781504733,0.40290066685273096,5.962183440426627,5.227692676736334,0.0,0.9841508986247558,0.0,0.0,0.0,13678003.875122765,13188553.450786678,11801586.469757766,20529825.937896106,-11062694.984501336,238748.69167007649,-2229878.354141724,259729.01206305518,-2748190.365429889,-46943913.43787383,0.0,0.0,0.0,0.0,0.0,-3288229.704650333,-3961041.451154695,-65309455.53884533,0.0,-69270496.99000001,5.227692676736334,0.9841508986247558,0.0,-46943913.43787383,0.0,0.0,62563197.97078314,-53662853.84405906,201597302.00693703,73384488.6663589,76800238.62334004,23816396.40742842,-8569715.205834506,-83513983.18875046,-35649036.64750828,-256691060.13555494,0.0,16120170.370710848,0.0,0.0,0.0,-163632908.7043429,1812871030.5792167,1929097082.394059,1673836926.543063,1802049739.883641,1798633989.9266598,1851617832.1425714,1884003943.7558343,1958948211.7387505,1911083265.1975083,2132125288.685555,1875434228.55,1859314058.179289,1875434228.55,1875434228.55,1875434228.55,2039067137.2543428
16,1.0,0,2018,190,1875434228.55,1832287979.4399989,-43146249.11000061,1811349467.136108,-35766423.83865678,52161249.58708207,6.641983844030031,8307363.782743463,2.974557054956232,38392.409918227684,1.7801372103094084,9.506018411376296,0.40192820483532304,6.210408509376568,6.239592039203321,0.0,1.0,0.6912521023210264,0.0,0.0,8777390.82006716,10984204.514255872,9798751.515556408,23977429.674529396,-12778903.834883695,901746.4833698728,-1975148.593959692,348265.6775059929,-4065083.7263113186,-45271768.47324733,0.0,229505.6446397984,-26932134.67350477,0.0,0.0,-36005744.971982315,-36693925.53000965,-6452323.579990955,0.0,-43146249.11000061,6.239592039203321,1.0,0.6912521023210264,-45271768.47324733,229505.6446397984,-26932134.67350477,71340588.7908503,-42678649.32980318,211396053.52249342,97361918.34088829,64021334.78845634,24718142.890798293,-10544863.799794197,-83165717.51124446,-39714120.3738196,-301962828.60880226,0.0,16349676.015350645,-26932134.67350477,0.0,0.0,-170085232.28433385,1760947390.6491485,1874966628.769802,1620891925.9175055,1734926061.0991106,1768266644.6515424,1807569836.5492005,1842832843.239793,1915453696.9512434,1872002099.8138185,2134250808.0488012,1832287979.4399989,1815938303.4246483,1859220114.1135037,1832287979.4399989,1832287979.4399989,2002373211.7243328
17,1.0,1,2002,140,0.0,1217256111.0269995,0.0,1124459914.6566694,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1217256111.0269995,1217256111.0269995,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1217256111.0269995,1217256111.0269995,1217256111.0269995,1217256111.0269995,1217256111.0269995,1217256111.0269995,1217256111.0269995,1217256111.0269995,1217256111.0269995,1217256111.0269995,1217256111.0269995,1217256111.0269995,1217256111.0269995,1217256111.0269995,1217256111.0269995,1217256111.0269995
18,1.0,1,2003,140,1217256111.0269995,1210060392.486,-7195718.540999226,1201430967.168745,76971052.51207551,55598614.74030145,8.175849748222955,8024107.433827748,2.2185508441321966,43194.72716824962,1.4576503356051047,11.119747420435216,0.4464950743163016,3.8907260148106575,0.0,0.0,0.0,0.0,0.0,0.0,48417793.4446832,3995095.4915796574,10934344.165499397,18265133.406678014,9897413.96007476,494873.4425043932,-713608.3664821159,-7584489.413741549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83706556.13079575,84995095.5290025,-92190814.07000174,0.0,-7195718.540999226,0.0,0.0,0.0,0.0,0.0,0.0,48417793.4446832,3995095.4915796574,10934344.165499397,18265133.406678014,9897413.96007476,494873.4425043932,-713608.3664821159,-7584489.413741549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-92190814.07000174,1161642599.0413167,1206065296.9944203,1199126048.3205006,1191795259.079322,1200162978.5259254,1209565519.0434957,1210774000.852482,1217644881.8997416,1210060392.486,1210060392.486,1210060392.486,1210060392.486,1210060392.486,1210060392.486,1210060392.486,1302251206.556002
19,1.0,1,2004,160,1210060392.486,1282836170.9450006,62141084.45900029,1245916218.964741,32018737.876460865,55835259.77144951,7.9025819106314,8200442.47499983,2.5435590711768685,41816.14348648929,1.4740098520711356,11.066499858588196,0.4345118567374887,3.8903937839924514,0.0,0.0,0.0,0.0,0.0,0.0,-5738957.3233078765,5634393.829714565,13095185.624980098,20033037.156807493,13467544.656219188,631315.0908930465,-710883.8475734602,-7244668.366167561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39166966.82156549,39875458.75949749,22265625.6995028,10634694.000000007,72775778.45900029,0.0,0.0,0.0,0.0,0.0,0.0,42678836.12137532,9629489.321294222,24029529.790479496,38298170.5634855,23364958.61629395,1126188.5333974396,-1424492.2140555761,-14829157.77990911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-69925188.37049894,1240157334.8236253,1273206681.6237063,1258806641.1545212,1244538000.381515,1259471212.3287067,1281709982.4116032,1284260663.1590562,1297665328.7249098,1282836170.9450006,1282836170.9450006,1282836170.9450006,1282836170.9450006,1282836170.9450006,1282836170.9450006,1282836170.9450006,1352761359.3154995
20,1.0,1,2005,160,1282836170.9450006,1322277913.872999,39441742.92799828,1326611479.9447734,80695260.98003283,55135498.15694219,8.205105653442404,8282119.388194096,3.0064734269246918,40495.78427145745,1.499496739537968,10.955719608948737,0.4110202286050493,3.879247095634287,0.0,0.0,0.0,0.0,0.0,0.0,81387742.2130463,-5442131.87788105,14199918.551611053,27161182.178990174,13090764.757200506,652581.6027127965,-795385.3931043557,-6836229.496261315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123418442.53631409,126645942.40043758,-87204199.47243929,0.0,39441742.92799828,0.0,0.0,0.0,0.0,0.0,0.0,124066578.33442162,4187357.443413172,38229448.34209055,65459352.74247567,36455723.373494454,1778770.1361102362,-2219877.6071599317,-21665387.276170425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-157129387.84293824,1198211335.5385773,1318090556.4295857,1284048465.5309083,1256818561.1305232,1285822190.4995046,1320499143.7368886,1324497791.4801588,1343943301.1491694,1322277913.872999,1322277913.872999,1322277913.872999,1322277913.872999,1322277913.872999,1322277913.872999,1322277913.872999,1479407301.7159371
21,1.0,1,2006,160,1322277913.872999,1377657405.0040002,55379491.13100163,1395002092.2048311,68390612.26005745,56638205.04435342,8.202258567802355,8530098.30902048,3.2973563621656417,38714.35870689819,1.5101219328296385,10.838959210300333,0.3993422695160313,4.159881422453226,0.0,0.0,0.0,0.0,0.0,0.0,33210720.15136539,-9061167.85771591,18728348.624485474,15920346.568060093,20850687.277862888,665238.053381009,-598537.2786925528,-8066064.183285387,-3198005.614634724,0.0,0.0,0.0,0.0,0.0,0.0,68451565.74082628,68984600.97084987,-13605109.839848224,0.0,55379491.13100163,0.0,0.0,0.0,0.0,0.0,0.0,157277298.485787,-4873810.414302738,56957796.966576025,81379699.31053576,57306410.65135734,2444008.189491245,-2818414.8858524845,-29731451.45945581,-3198005.614634724,0.0,0.0,0.0,0.0,0.0,0.0,-170734497.68278646,1220380106.5182133,1382531215.418303,1320699608.037424,1296277705.6934645,1320350994.3526428,1375213396.814509,1380475819.8898528,1407388856.463456,1380855410.618635,1377657405.0040002,1377657405.0040002,1377657405.0040002,1377657405.0040002,1377657405.0040002,1377657405.0040002,1548391902.6867867
22,1.0,1,2007,170,1377657405.0040002,1428449159.2100005,22915072.3659997,1472841292.469668,49962518.4248368,60284996.80796292,8.516100046462396,8585458.433487013,3.459487655752444,39227.352628299705,1.527945278534024,10.677180767970187,0.3929134839575381,4.378944703770445,0.0,0.0,0.0,0.0,0.0,0.0,58307380.58235993,-6833862.451372603,5637829.126055418,8739024.741234004,-6225867.932001166,828756.0930213457,-1354162.02273756,-2855146.84194305,-2613274.9600385595,0.0,0.0,0.0,0.0,0.0,0.0,53630676.33457776,53279298.65500609,-30364226.28900639,27876681.84,50791754.2059997,0.0,0.0,0.0,0.0,0.0,0.0,215584679.06814694,-11707672.865675341,62595626.092631444,90118724.05176976,51080542.71935617,3272764.2825125908,-4172576.908590045,-32586598.30139886,-5811280.574673284,0.0,0.0,0.0,0.0,0.0,0.0,-201098723.97179285,1212864480.1418536,1440156832.075676,1365853533.1173692,1338330435.1582308,1377368616.4906445,1425176394.9274879,1432621736.1185906,1461035757.5113993,1434260439.7846737,1428449159.2100005,1428449159.2100005,1428449159.2100005,1428449159.2100005,1428449159.2100005,1428449159.2100005,1629547883.1817935
23,1.0,1,2008,160,1400572477.37,1467305277.13,66732799.76000021,1491225140.3607445,46260529.73107669,61208030.08068349,8.854479979731602,8592559.37548086,3.895142765186226,39205.39126707254,1.5774365417301393,10.745553661531751,0.3905362356150058,4.488614210047919,0.0,0.0,0.0,0.0,0.2029491981976943,0.0,24961402.408574536,-10182839.337615184,4874702.7825535145,22389494.917088326,86046.80356925982,2142494.467144479,1460467.7242371154,-3949648.519217208,-1078392.640099353,0.0,0.0,0.0,0.0,4940124.85430719,0.0,45643853.46054267,45861585.94370024,20871213.816299986,0.0,66732799.76000021,0.0,0.2029491981976943,0.0,0.0,4940124.85430719,0.0,240546081.47672147,-21890512.203290526,67470328.87518495,112508218.9688581,51166589.52292543,5415258.74965707,-2712109.1843529297,-36536246.82061607,-6889673.214772637,0.0,0.0,0.0,0.0,4940124.85430719,0.0,-180227510.15549287,1226759195.6532786,1489195789.3332906,1399834948.254815,1354797058.161142,1416138687.6070747,1461890018.380343,1470017386.314353,1503841523.9506161,1474194950.3447728,1467305277.13,1467305277.13,1467305277.13,1467305277.13,1462365152.275693,1467305277.13,1647532787.285493
24,1.0,1,2009,170,1467305277.13,1444866088.8600006,-33787529.27000001,1435639824.3029575,-70332894.74648643,61023023.21466336,9.543726054025846,8550597.173212195,2.831559716606084,37594.708582028434,1.5828636628404709,10.876136549916128,0.3810519612190911,4.649087571608058,0.0,0.0,0.0,0.0,0.2008706928230359,0.0,2934994.310408212,-27606430.392871186,-814365.0571867349,-60090049.91735367,21711359.993244026,229523.7125744409,1411216.2573922318,-5044818.080212025,-2012647.0797141832,0.0,0.0,0.0,0.0,0.0,0.0,-69281216.25371888,-69320167.91573708,35532638.645737074,11348341.000000006,-22439188.270000003,0.0,0.2008706928230359,0.0,0.0,0.0,0.0,243481075.78712967,-49496942.59616171,66655963.817998216,52418169.051504426,72877949.51616946,5644782.462231511,-1300892.9269606979,-41581064.90082809,-8902320.29448682,0.0,0.0,0.0,0.0,4940124.85430719,0.0,-144694871.5097558,1201385013.072871,1494363031.4561622,1378210125.0420024,1392447919.8084962,1371988139.343831,1439221306.3977692,1446166981.7869613,1486447153.7608287,1453768409.1544874,1444866088.8600006,1444866088.8600006,1444866088.8600006,1444866088.8600006,1439925964.0056934,1444866088.8600006,1589560960.3697565
25,1.0,1,2010,170,1444866088.8600006,1441831082.9620001,-3035005.898000255,1471906435.0457695,36266610.74281167,60958927.91860274,9.439050975038574,8579363.8764566,3.2909476194158027,36763.10604950315,1.642463060016712,11.153712921805182,0.378569216200063,4.881870724305899,0.0,0.0,0.0,0.0,0.22592186437675416,0.0,-3767277.787034059,-3146934.1964221913,2383479.866739321,28072041.649064675,12136494.399693444,2717032.486994991,2969354.0875081904,-2964306.609770621,-2928397.9303476927,0.0,0.0,0.0,0.0,516056.20501614775,0.0,35987542.1714422,36264800.66128101,-39299806.55928126,0.0,-3035005.898000257,0.0,0.22592186437675416,0.0,0.0,516056.20501614775,0.0,239713798.0000956,-52643876.7925839,69039443.68473753,80490210.7005691,85014443.9158629,8361814.949226502,1668461.1605474926,-44545371.51059871,-11830718.224834513,0.0,0.0,0.0,0.0,5456181.059323337,0.0,-183994678.06903705,1202117284.9619045,1494474959.754584,1372791639.2772627,1361340872.261431,1356816639.0461373,1433469268.0127735,1440162621.8014526,1486376454.4725988,1453661801.1868346,1441831082.9620001,1441831082.9620001,1441831082.9620001,1441831082.9620001,1436374901.9026768,1441831082.9620001,1625825761.031037
26,1.0,1,2011,160,1204497030.5619993,1242931036.1000009,38434005.53800097,1246113814.4717052,37121747.01472509,62893251.18041501,8.287723537692752,9031379.174577443,4.032286975588402,36105.908678632186,1.5836475058801782,11.043464808953537,0.4459709553056048,4.870275765180182,0.0,0.15344799907540002,0.0,0.0,0.26707245837700816,0.0,250347.5136596993,-7800044.702626851,6407175.937976298,33180695.71621137,5038894.683698745,60019.48100790486,3178062.6359670805,-3964707.7215745677,1098434.4979463366,0.0,-920923.0382761623,0.0,0.0,0.0,0.0,36527955.00398985,36578835.57864731,1855169.9593536619,0.0,38434005.53800097,0.15344799907540002,0.26707245837700816,0.0,-920923.0382761623,0.0,0.0,239964145.5137553,-60443921.49521075,75446619.62271383,113670906.41678047,90053338.59956165,8421834.430234408,4846523.796514573,-48510079.23217328,-10732283.726888176,0.0,-920923.0382761623,0.0,0.0,5456181.059323337,0.0,-182139508.1096834,1002966890.5862455,1303374957.5952115,1167484416.477287,1129260129.6832204,1152877697.5004392,1234509201.6697664,1238084512.3034863,1291441115.332174,1253663319.826889,1242931036.1000009,1243851959.138277,1242931036.1000009,1242931036.1000009,1237474855.0406775,1242931036.1000009,1425070544.2096844
27,1.0,1,2012,160,1242931036.1000009,1251588185.69,8657149.589999434,1270452967.7225013,24339153.250795804,64861139.97405559,8.316822952411027,9144685.907492982,4.0562597128260185,35680.007815267374,1.6250580324244095,10.965617809797804,0.4483148623801524,5.004702860924882,0.0,0.7885475453210461,0.0,0.0,0.2690046732754526,0.0,20476178.21580526,-3355814.1201738836,7718081.062496628,910831.3312867443,3721689.365855652,1618865.9416844586,-665485.5221301486,16651.11930098767,-1382427.608114603,0.0,-3910179.7791055804,0.0,0.0,187491.57122217765,0.0,25335881.57812769,25513160.98488114,-16856011.39488171,0.0,8657149.589999434,0.7885475453210461,0.2690046732754526,0.0,-3910179.7791055804,187491.57122217765,0.0,260440323.72956055,-63799735.61538464,83164700.68521047,114581737.74806722,93775027.9654173,10040700.371918866,4181038.274384424,-48493428.11287229,-12114711.33500278,0.0,-4831102.817381742,0.0,0.0,5643672.630545515,0.0,-198995519.50456512,991147861.9604394,1315387921.3053846,1168423485.0047896,1137006447.941933,1157813157.7245827,1241547485.3180811,1247407147.4156156,1300081613.8028724,1263702897.025003,1251588185.69,1256419288.507382,1251588185.69,1251588185.69,1245944513.0594544,1251588185.69,1450583705.1945653
28,1.0,1,2013,160,1251588185.69,1254206265.9300008,2618080.240000781,1268013697.7752318,-2439269.947269356,67077574.84095546,8.73748874781534,9281042.54551551,3.8990437849523936,35808.626351237384,1.6510456754724558,10.642296726510818,0.4508443051837846,4.97998462490904,0.0,1.7081717749927152,0.0,0.0,0.26080860772910064,0.0,23735031.12251889,-15592906.528958354,6941520.405227194,-6721111.912971795,-2699110.7299084645,1117025.8220820285,-3335522.606767935,-82799.08651339113,171064.75964048738,0.0,-5647458.925122595,0.0,0.0,0.0,0.0,-2114267.680773942,-2545661.4605117524,5163741.700512533,0.0,2618080.240000781,1.7081717749927152,0.26080860772910064,0.0,-5647458.925122595,0.0,0.0,284175354.85207945,-79392642.14434299,90106221.09043767,107860625.83509542,91075917.23550883,11157726.194000894,845515.6676164889,-48576227.19938568,-11943646.575362293,0.0,-10478561.742504338,0.0,0.0,5643672.630545515,0.0,-193831777.8040526,970030911.0779214,1333598908.0743437,1164100044.8395631,1146345640.0949054,1163130348.6944919,1243048539.7359998,1253360750.2623842,1302782493.1293864,1266149912.505363,1254206265.9300008,1264684827.6725051,1254206265.9300008,1254206265.9300008,1248562593.2994552,1254206265.9300008,1448038043.7340534
29,1.0,1,2014,160,1254206265.9300008,1298539921.4600008,44333655.52999975,1309361095.212745,41347397.4375133,68885001.20297296,8.586060002590067,9352516.985680323,3.6912250096637846,35841.620381878594,1.6893444957944126,10.547412268503304,0.4524292933013958,5.187396824585086,0.0,2.6245114032891594,0.0,0.0,0.5667511164464815,0.0,36826575.21774044,6921776.958106035,7643015.626992308,-9294959.084338332,-1339881.2640701358,1308585.2819199427,-686881.2079588205,149469.3760148196,-2158101.852781271,0.0,-5760480.223293577,0.0,0.0,6733538.148602301,0.0,40342656.9769337,40480271.98744215,3853383.5425576083,0.0,44333655.52999975,2.6245114032891594,0.5667511164464815,0.0,-5760480.223293577,6733538.148602301,0.0,321001930.06981987,-72470865.18623695,97749236.71742997,98565666.75075708,89736035.97143869,12466311.475920837,158634.45965766837,-48426757.82337086,-14101748.428143565,0.0,-16239041.965797916,0.0,0.0,12377210.779147815,0.0,-189978394.261495,977537991.3901808,1371010786.6462376,1200790684.7425709,1199974254.7092438,1208803885.488562,1286073609.9840798,1298381287.000343,1346966679.2833717,1312641669.8881443,1298539921.4600008,1314778963.4257987,1298539921.4600008,1298539921.4600008,1286162710.680853,1298539921.4600008,1488518315.7214956
30,1.0,1,2015,160,1298539921.4600008,1302950550.38,4410628.9199992465,1265686092.2442727,-43675002.96847237,69649376.51864007,8.975952103564365,9397275.988895338,2.734503768214048,36878.450036973205,1.7106617010158334,10.518116343920216,0.4553379829795176,5.2522133584285715,0.0,3.634305179146063,0.0,0.0,0.9583327823921148,0.0,23569533.397699084,-14948261.248977033,7430206.83059051,-50056953.93502002,-12617355.029455105,1188236.6481283938,-83678.21095999086,434274.59511591314,-490588.98262976273,0.0,-6470110.2354641035,0.0,0.0,8940977.164259749,0.0,-43103719.00671233,-43611378.8022268,48022007.72222604,0.0,4410628.9199992465,3.634305179146063,0.9583327823921148,0.0,-6470110.2354641035,8940977.164259749,0.0,344571463.4675189,-87419126.43521398,105179443.54802048,48508712.81573706,77118680.94198358,13654548.124049231,74956.24869767751,-47992483.228254944,-14592337.410773328,0.0,-22709152.20126202,0.0,0.0,21318187.943407565,0.0,-141956386.53926897,958379086.9124812,1390369676.8152142,1197771106.8319798,1254441837.564263,1225831869.4380164,1289296002.255951,1302875594.1313024,1350943033.6082551,1317542887.7907734,1302950550.38,1325659702.581262,1302950550.38,1302950550.38,1281632362.4365926,1302950550.38,1444906936.919269
