CLUSTER_APTA4,RAIL_FLAG,Year,CLUSTER_APTA,UPT_ADJ_base,UPT_ADJ,UPT_ADJ_diff,fitted_exp,fitted_exp_diff,VRM_ADJ,FARE_per_UPT_2018,POP_EMP,GAS_PRICE_2018,TOTAL_MED_INC_INDIV_2018,Tot_NonUSA_POP_pct,PCT_HH_NO_VEH,TSD_POP_PCT,JTW_HOME_PCT,YEARS_SINCE_TNC_BUS,YEARS_SINCE_TNC_RAIL,BIKE_SHARE_BUS,scooter_flag_BUS,BIKE_SHARE_RAIL,scooter_flag_RAIL,VRM_ADJ_log_FAC,FARE_per_UPT_2018_log_FAC,,POP_EMP_log_FAC,GAS_PRICE_2018_log_FAC,TOTAL_MED_INC_INDIV_2018_log_FAC,Tot_NonUSA_POP_pct_FAC,PCT_HH_NO_VEH_FAC,TSD_POP_PCT_FAC,JTW_HOME_PCT_FAC,YEARS_SINCE_TNC_BUS_FAC,YEARS_SINCE_TNC_RAIL_FAC,BIKE_SHARE_BUS_FAC,scooter_flag_BUS_FAC,BIKE_SHARE_RAIL_FAC,scooter_flag_RAIL_FAC,FAC_Sum,Known_FAC,Unknown_FAC,New_Reporter_FAC,Total_Change,YEARS_SINCE_TNC,BIKE_SHARE,scooter_flag,YEARS_SINCE_TNC_FAC,BIKE_SHARE_FAC,scooter_flag_FAC,, VRM_ADJ_log_FAC_cumsum ,,FARE_per_UPT_2018_log_FAC_cumsum,POP_EMP_log_FAC_cumsum,GAS_PRICE_2018_log_FAC_cumsum,TOTAL_MED_INC_INDIV_2018_log_FAC_cumsum,Tot_NonUSA_POP_pct_FAC_cumsum,PCT_HH_NO_VEH_FAC_cumsum,TSD_POP_PCT_FAC_cumsum,JTW_HOME_PCT_FAC_cumsum,YEARS_SINCE_TNC_BUS_FAC_cumsum,YEARS_SINCE_TNC_RAIL_FAC_cumsum,BIKE_SHARE_BUS_FAC_cumsum,scooter_flag_BUS_FAC_cumsum,BIKE_SHARE_RAIL_FAC_cumsum,scooter_flag_RAIL_FAC_cumsum,Unknown_FAC_cumsum,New_Reporter_FAC_cumsum,UPT_ADJ_VRM_ADJ_log_FAC_cumsum,UPT_ADJ_FARE_per_UPT_2018_log_FAC_cumsum,UPT_ADJ_POP_EMP_log_FAC_cumsum,UPT_ADJ_GAS_PRICE_2018_log_FAC_cumsum,UPT_ADJ_TOTAL_MED_INC_INDIV_2018_log_FAC_cumsum,UPT_ADJ_Tot_NonUSA_POP_pct_FAC_cumsum,UPT_ADJ_PCT_HH_NO_VEH_FAC_cumsum,UPT_ADJ_TSD_POP_PCT_FAC_cumsum,UPT_ADJ_JTW_HOME_PCT_FAC_cumsum,UPT_ADJ_YEARS_SINCE_TNC_BUS_FAC_cumsum,UPT_ADJ_YEARS_SINCE_TNC_RAIL_FAC_cumsum,UPT_ADJ_BIKE_SHARE_BUS_FAC_cumsum,UPT_ADJ_scooter_flag_BUS_FAC_cumsum,UPT_ADJ_BIKE_SHARE_RAIL_FAC_cumsum,UPT_ADJ_scooter_flag_RAIL_FAC_cumsum,UPT_ADJ_Unknown_FAC_cumsum,UPT_ADJ_New_Reporter_FAC_cumsum
10,0,2017,100,1162084609.00,1100306571.00,-61778038.00,1045079769.47,-26099417.63,274821215.50,8.64,29668394.67,2.69,35945.82,2.80,30.00,0.67,4.50,6.00,0.00,1.00,0.00,0.00,0.00,-10812962.75,-6377509.63,,4355828.05,14976193.53,-7045237.75,3208887.07,1002856.27,621526.59,0.00,-28051970.35,0.00,0.00,0.00,0.00,0.00,-28122388.96,-28314339.84,-33463698.16,0.00,-61778038.00,6.00,1.00,0.00,-28051970.35,0.00,0.00,,-502195.61,,-29660341.20,35113693.84,-64750686.90,-22085954.47,3860521.80,-12871404.94,-6154425.19,-4038375.50,-142823393.47,0.00,0.00,0.00,0.00,0.00,142593649.05,0.00,1100808766.61,1129966912.20,1065192877.16,1165057257.90,1122392525.47,1096446049.20,1113177975.94,1106460996.19,1104344946.50,1243129964.47,1100306571.00,1100306571.00,1100306571.00,1100306571.00,1100306571.00,957712921.95,1100306571.00
10,0,2018,100,1100306571.00,1107464474.00,7157903.00,1006389794.88,-38689974.59,274036302.40,8.50,29807700.84,2.92,36801.50,2.84,30.01,0.67,4.60,7.00,0.00,1.00,1.00,0.00,0.00,-1908665.73,4200408.91,,2473079.64,11253075.60,-8675960.19,1338808.24,79097.31,781135.28,-957470.54,-26560688.49,0.00,0.00,-22858418.56,0.00,0.00,-40835598.53,-40734530.05,47892433.05,0.00,7157903.00,7.00,1.00,1.00,-26560688.49,0.00,-22858418.56,,-2410861.34,,-25459932.29,37586773.49,-53497611.30,-30761914.66,5199330.04,-12792307.63,-5373289.91,-4995846.03,-169384081.96,0.00,0.00,-22858418.56,0.00,0.00,190486082.10,0.00,1109875335.34,1132924406.29,1069877700.51,1160962085.30,1138226388.66,1102265143.96,1120256781.63,1112837763.91,1112460320.03,1276848555.96,1107464474.00,1107464474.00,1130322892.56,1107464474.00,1107464474.00,916978391.90,1107464474.00
10,1,2002,100,0.00,2028458449.00,0.00,2297843372.22,0.00,,,,,,,,,,,,,,,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2028458449.00,2028458449.00,,,,0.00,0.00,0.00,,-171130799.80,,565906.78,-89528235.89,-217919437.80,-179882675.64,34190175.68,-2340748.64,100197306.47,14393450.67,0.00,14327370.48,0.00,0.00,-47225622.98,0.00,-350497000.47,0.00,2199589248.80,2027892542.22,2117986684.89,2246377886.80,2208341124.64,1994268273.32,2030799197.64,1928261142.53,2014064998.33,2028458449.00,2014131078.52,2028458449.00,2028458449.00,2075684071.98,2028458449.00,2378955449.47,2028458449.00
10,1,2003,100,2028458449.00,1999850730.00,-28607719.00,2372077118.80,74233746.58,503552796.70,8.70,26042245.27,2.25,41148.64,3.09,31.36,0.78,3.50,0.00,0.00,0.00,0.00,0.00,0.00,74318839.67,-42200204.33,,12996198.94,30566654.34,21186688.99,-8419776.51,-5097066.72,-16610640.81,0.00,0.00,0.00,0.00,0.00,0.00,0.00,66740693.56,65531041.96,-94138760.96,0.00,-28607719.00,0.00,0.00,0.00,0.00,0.00,0.00,,-96811960.13,,-41634297.56,-76532036.95,-187352783.46,-158695986.65,25770399.17,-7437815.37,83586665.66,14393450.67,0.00,14327370.48,0.00,0.00,-47225622.98,0.00,-444635761.43,0.00,2096662690.13,2041485027.56,2076382766.95,2187203513.46,2158546716.65,1974080330.83,2007288545.37,1916264064.34,1985457279.33,1999850730.00,1985523359.52,1999850730.00,1999850730.00,2047076352.98,1999850730.00,2444486491.43,1999850730.00
10,1,2004,100,1999850730.00,2115153452.00,115302722.00,2494217476.93,122140358.13,521860484.00,8.56,26563773.75,2.57,39531.59,2.95,31.00,0.76,3.50,0.00,0.00,0.00,0.00,0.00,0.00,43825298.62,8365070.81,,19095353.14,32304091.31,27161383.93,-8128190.79,-5168572.79,-15934492.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,101519941.88,102974090.70,12328631.30,0.00,115302722.00,0.00,0.00,0.00,0.00,0.00,0.00,,-52986661.51,,-33269226.74,-57436683.80,-155048692.15,-131534602.72,17642208.38,-12606388.16,67652173.32,14393450.67,0.00,14327370.48,0.00,0.00,-47225622.98,0.00,-432307130.13,0.00,2168140113.51,2148422678.74,2172590135.80,2270202144.15,2246688054.72,2097511243.62,2127759840.16,2047501278.68,2100760001.33,2115153452.00,2100826081.52,2115153452.00,2115153452.00,2162379074.98,2115153452.00,2547460582.13,2115153452.00
10,1,2005,100,2115153452.00,2507212523.00,392059071.00,2696927179.88,202709702.96,527998936.70,7.18,27081157.50,3.03,38116.92,2.82,30.68,0.74,3.50,0.00,0.00,0.00,0.00,0.00,0.00,15067728.25,90209361.60,,19645206.30,44599837.23,26096693.81,-7551800.21,-4859871.95,-15221019.84,0.00,0.00,0.00,0.00,0.00,0.00,0.00,167986135.19,171902463.17,220156607.83,0.00,392059071.00,0.00,0.00,0.00,0.00,0.00,0.00,,-37918933.27,,56940134.86,-37791477.50,-110448854.92,-105437908.91,10090408.17,-17466260.11,52431153.47,14393450.67,0.00,14327370.48,0.00,0.00,-47225622.98,0.00,-212150522.30,0.00,2545131456.27,2450272388.14,2545004000.50,2617661377.92,2612650431.91,2497122114.83,2524678783.11,2454781369.53,2492819072.33,2507212523.00,2492885152.52,2507212523.00,2507212523.00,2554438145.98,2507212523.00,2719363045.30,2507212523.00
10,1,2006,100,2507212523.00,2603647775.00,96435252.00,2797302297.85,100375117.96,539962610.10,7.19,27655014.75,3.35,36028.75,2.66,30.18,0.72,3.70,0.00,0.00,0.00,0.00,0.00,0.00,34332528.79,-828905.26,,25323789.42,32700782.73,47986255.38,-11761990.40,-8995251.06,-21609674.88,-4361580.13,0.00,0.00,0.00,0.00,0.00,0.00,92785954.58,93314255.81,3120996.19,0.00,96435252.00,0.00,0.00,0.00,0.00,0.00,0.00,,-3586404.47,,56111229.60,-12467688.09,-77748072.20,-57451653.52,-1671582.24,-26461511.17,30821478.59,10031870.53,0.00,14327370.48,0.00,0.00,-47225622.98,0.00,-209029526.10,0.00,2607234179.47,2547536545.40,2616115463.09,2681395847.20,2661099428.52,2605319357.24,2630109286.17,2572826296.41,2593615904.47,2603647775.00,2589320404.52,2603647775.00,2603647775.00,2650873397.98,2603647775.00,2812677301.10,2603647775.00
10,1,2007,100,2603647775.00,2751026060.00,147378285.00,2835119678.62,37817380.77,543107372.80,6.92,27714120.00,3.46,36660.58,2.68,30.40,0.71,3.60,0.00,0.00,0.00,0.00,0.00,0.00,9194145.10,24182117.38,,2665452.91,11164451.27,-15186593.47,1095983.68,4120792.43,-4334882.45,2267629.12,0.00,0.00,0.00,0.00,0.00,0.00,35169095.98,35199320.21,112178964.79,0.00,147378285.00,0.00,0.00,0.00,0.00,0.00,0.00,,5607740.63,,80293346.98,-9802235.17,-66583620.92,-72638246.99,-575598.55,-22340718.74,26486596.14,12299499.65,0.00,14327370.48,0.00,0.00,-47225622.98,0.00,-96850561.31,0.00,2745418319.37,2670732713.02,2760828295.17,2817609680.92,2823664306.99,2751601658.55,2773366778.74,2724539463.86,2738726560.35,2751026060.00,2736698689.52,2751026060.00,2751026060.00,2798251682.98,2751026060.00,2847876621.31,2751026060.00
10,1,2008,100,2751026060.00,2818659239.00,67633179.00,2931641502.94,96521824.33,558408346.90,7.09,27956797.67,3.92,36716.94,2.92,30.42,0.70,3.70,0.00,0.00,0.00,0.00,0.00,0.00,46789588.67,-15786569.04,,11518996.06,46295013.01,-1421667.08,19707070.15,395538.07,-12057869.10,-2393902.27,0.00,0.00,0.00,0.00,0.00,0.00,93046198.48,93658851.89,-26025672.89,0.00,67633179.00,0.00,0.00,0.00,0.00,0.00,0.00,,52397329.30,,64506777.93,1716760.89,-20288607.92,-74059914.07,19131471.60,-21945180.67,14428727.05,9905597.38,0.00,14327370.48,0.00,0.00,-47225622.98,0.00,-122876234.20,0.00,2766261909.70,2754152461.07,2816942478.11,2838947846.92,2892719153.07,2799527767.40,2840604419.67,2804230511.95,2808753641.62,2818659239.00,2804331868.52,2818659239.00,2818659239.00,2865884861.98,2818659239.00,2941535473.20,2818659239.00
10,1,2009,100,2818659239.00,2717269400.00,-101389839.00,2799532365.06,-132109137.88,562176551.30,7.47,27734538.00,2.84,35494.29,2.91,30.61,0.69,3.90,0.00,0.00,0.00,0.00,0.00,0.00,11530590.82,-34987440.24,,-10762064.21,-116152754.05,32304693.36,-729699.03,3852344.90,-7196910.13,-4903376.97,0.00,0.00,0.00,0.00,0.00,0.00,-127044615.56,-127017795.89,25627956.89,0.00,-101389839.00,0.00,0.00,0.00,0.00,0.00,0.00,,63927920.12,,29519337.70,-9045303.32,-136441361.97,-41755220.70,18401772.57,-18092835.77,7231816.91,5002220.42,0.00,14327370.48,0.00,0.00,-47225622.98,0.00,-97248277.31,0.00,2653341479.88,2687750062.30,2726314703.32,2853710761.97,2759024620.70,2698867627.43,2735362235.77,2710037583.09,2712267179.58,2717269400.00,2702942029.52,2717269400.00,2717269400.00,2764495022.98,2717269400.00,2814517677.31,2717269400.00
10,1,2010,100,2717269400.00,2812782058.00,95512658.00,2871050801.06,71518436.00,552453534.10,7.48,27553600.75,3.29,35213.00,2.84,30.93,0.69,3.90,0.00,0.00,0.00,0.00,1.00,0.00,-28625114.06,-809309.24,,-8510544.65,51312737.95,7284731.44,-5568049.85,6257698.68,1049610.06,0.00,0.00,0.00,0.00,0.00,47225622.98,0.00,69617383.30,69416899.80,26095758.20,0.00,95512658.00,0.00,1.00,0.00,0.00,47225622.98,0.00,,35302806.06,,28710028.45,-17555847.97,-85128624.02,-34470489.26,12833722.72,-11835137.10,8281426.97,5002220.42,0.00,14327370.48,0.00,0.00,0.00,0.00,-71152519.11,0.00,2777479251.94,2784072029.55,2830337905.97,2897910682.02,2847252547.26,2799948335.28,2824617195.10,2804500631.03,2807779837.58,2812782058.00,2798454687.52,2812782058.00,2812782058.00,2812782058.00,2812782058.00,2883934577.11,2812782058.00
10,1,2011,100,2812782058.00,2875478447.00,62696389.00,2908124112.31,37073311.26,542784230.60,8.02,27682634.67,4.07,34147.68,2.83,31.30,0.69,3.90,0.00,0.00,0.00,0.00,1.00,0.00,-29987456.20,-46307855.54,,6305377.66,80916169.57,29227410.68,-1227712.37,7491139.03,-8459399.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,37957673.77,36320898.50,26375490.50,0.00,62696389.00,0.00,1.00,0.00,0.00,0.00,0.00,,5315349.86,,-17597827.09,-11250470.31,-4212454.45,-5243078.59,11606010.35,-4343998.07,-177972.09,5002220.42,0.00,14327370.48,0.00,0.00,0.00,0.00,-44777028.61,0.00,2870163097.14,2893076274.09,2886728917.31,2879690901.45,2880721525.59,2863872436.65,2879822445.07,2875656419.09,2870476226.58,2875478447.00,2861151076.52,2875478447.00,2875478447.00,2875478447.00,2875478447.00,2920255475.61,2875478447.00
10,1,2012,100,2875478447.00,2926682201.00,51203754.00,2914623801.12,6499688.81,541132314.10,7.82,27909105.42,4.11,33963.31,2.69,31.51,0.69,4.10,0.00,1.00,0.00,0.00,1.00,0.00,-5315349.86,17597827.09,,11250470.31,4212454.45,5243078.59,-11606010.35,4343998.07,177972.09,-5002220.42,0.00,-14327370.48,0.00,0.00,0.00,0.00,6574849.50,6426725.39,44777028.61,0.00,51203754.00,1.00,1.00,0.00,-14327370.48,0.00,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2926682201.00,2926682201.00,2926682201.00,2926682201.00,2926682201.00,2926682201.00,2926682201.00,2926682201.00,2926682201.00,2926682201.00,2926682201.00,2926682201.00,2926682201.00,2926682201.00,2926682201.00,2926682201.00,2926682201.00
10,1,2013,100,2926682201.00,3025842522.00,99160321.00,2899866558.86,-14757242.26,553170967.50,8.02,28818049.08,3.94,33700.32,2.72,29.93,0.66,4.20,0.00,2.00,0.00,0.00,1.00,0.00,39352079.75,-17728281.19,,45300859.64,-16558125.16,7665424.66,2652814.38,-33052253.35,-24310669.33,-2546755.65,0.00,-14582498.51,0.00,0.00,0.00,0.00,-13807404.76,-14818296.01,113978617.01,0.00,99160321.00,2.00,1.00,0.00,-14582498.51,0.00,0.00,,39352079.75,,-17728281.19,45300859.64,-16558125.16,7665424.66,2652814.38,-33052253.35,-24310669.33,-2546755.65,0.00,-14582498.51,0.00,0.00,0.00,0.00,113978617.01,0.00,2986490442.25,3043570803.19,2980541662.36,3042400647.16,3018177097.34,3023189707.62,3058894775.35,3050153191.33,3028389277.65,3025842522.00,3040425020.51,3025842522.00,3025842522.00,3025842522.00,3025842522.00,2911863904.99,3025842522.00
10,1,2014,100,3025842522.00,3134495496.00,108652974.00,2920734640.24,20868081.39,560050466.90,7.98,29110612.08,3.75,33580.80,2.77,30.20,0.67,4.20,0.00,3.00,0.00,0.00,1.00,0.00,22787053.88,3829247.90,,14683705.10,-20105988.34,3619596.07,4472583.79,5878465.61,1848393.52,0.00,0.00,-15076575.12,0.00,0.00,0.00,0.00,21936482.42,21774632.29,86878341.71,0.00,108652974.00,3.00,1.00,0.00,-15076575.12,0.00,0.00,,62139133.63,,-13899033.29,59984564.74,-36664113.50,11285020.72,7125398.18,-27173787.75,-22462275.81,-2546755.65,0.00,-29659073.63,0.00,0.00,0.00,0.00,200856958.72,0.00,3072356362.37,3148394529.29,3074510931.26,3171159609.50,3123210475.28,3127370097.82,3161669283.75,3156957771.81,3137042251.65,3134495496.00,3164154569.63,3134495496.00,3134495496.00,3134495496.00,3134495496.00,2933638537.28,3134495496.00
10,1,2015,100,3134495496.00,3047199074.00,-87296422.00,2745020115.86,-175714524.38,561246899.20,8.57,29378317.83,2.70,34173.34,2.82,30.17,0.67,4.10,0.00,4.00,0.00,0.00,1.00,0.00,4063004.71,-53395049.07,,13782113.76,-130488436.42,-18394565.63,4350610.97,-675887.56,2546180.35,2729967.29,0.00,-15617949.87,0.00,0.00,0.00,0.00,-191100011.47,-188574606.43,101278184.43,0.00,-87296422.00,4.00,1.00,0.00,-15617949.87,0.00,0.00,,66202138.34,,-67294082.36,73766678.50,-167152549.92,-7109544.91,11476009.15,-27849675.30,-19916095.46,183211.64,0.00,-45277023.49,0.00,0.00,0.00,0.00,302135143.15,0.00,2980996935.66,3114493156.36,2973432395.50,3214351623.92,3054308618.91,3035723064.85,3075048749.30,3067115169.46,3047015862.36,3047199074.00,3092476097.49,3047199074.00,3047199074.00,3047199074.00,3047199074.00,2745063930.85,3047199074.00
10,1,2016,100,3047199074.00,3069648697.00,22449623.00,2640935969.46,-104084146.40,560737093.90,8.65,29437697.50,2.43,35302.05,2.70,29.88,0.67,4.50,0.00,5.00,0.00,0.00,1.00,0.00,-1680465.60,-6797255.42,,2950267.54,-40184535.11,-33137896.44,-10156811.48,-6345686.38,3879274.27,-10592674.19,0.00,-15182986.36,0.00,0.00,0.00,0.00,-117248769.18,-115542000.11,137991623.11,0.00,22449623.00,5.00,1.00,0.00,-15182986.36,0.00,0.00,,64521672.74,,-74091337.78,76716946.05,-207337085.03,-40247441.35,1319197.67,-34195361.68,-16036821.19,-10409462.55,0.00,-60460009.85,0.00,0.00,0.00,0.00,440126766.26,0.00,3005127024.26,3143740034.78,2992931750.95,3276985782.03,3109896138.35,3068329499.33,3103844058.68,3085685518.19,3080058159.55,3069648697.00,3130108706.85,3069648697.00,3069648697.00,3069648697.00,3069648697.00,2629521930.74,3069648697.00
10,1,2017,100,3069648697.00,3090688330.00,21039633.00,2677036516.64,36100547.18,563993926.60,8.63,29668394.67,2.69,35945.82,2.80,30.00,0.67,4.50,0.00,6.00,0.00,0.00,1.00,0.00,10810135.09,1340395.49,,11505928.05,39559643.59,-18610008.87,8476281.27,2649046.74,1641763.67,0.00,0.00,-15294843.94,0.00,0.00,0.00,0.00,42078341.09,41960880.12,-20921247.12,0.00,21039633.00,6.00,1.00,0.00,-15294843.94,0.00,0.00,,75331807.83,,-72750942.29,88222874.10,-167777441.44,-58857450.23,9795478.94,-31546314.94,-14395057.52,-10409462.55,0.00,-75754853.80,0.00,0.00,0.00,0.00,419205519.14,0.00,3015356522.17,3163439272.29,3002465455.90,3258465771.44,3149545780.23,3080892851.06,3122234644.94,3105083387.52,3101097792.55,3090688330.00,3166443183.80,3090688330.00,3090688330.00,3090688330.00,3090688330.00,2671482810.86,3090688330.00
10,1,2018,100,3090688330.00,3025899129.00,-64789201.00,2428062060.41,-248974456.23,559394026.10,8.90,29807700.84,2.92,36801.50,2.84,30.01,0.67,4.60,0.00,7.00,0.00,0.00,1.00,1.00,-15325976.93,-22406996.60,,6946717.03,31609144.52,-24370197.92,3760623.73,222179.10,2194157.31,-2689471.36,0.00,-15399676.10,0.00,0.00,0.00,-254706639.54,-290166136.76,-287445629.36,222656428.36,0.00,-64789201.00,7.00,1.00,1.00,-15399676.10,0.00,-254706639.54,,60005830.90,,-95157938.89,95169591.13,-136168296.92,-83227648.15,13556102.67,-31324135.84,-12200900.21,-13098933.91,0.00,-91154529.90,0.00,0.00,0.00,-254706639.54,641861947.50,0.00,2965893298.10,3121057067.89,2930729537.87,3162067425.92,3109126777.15,3012343026.33,3057223264.84,3038100029.21,3038998062.91,3025899129.00,3117053658.90,3025899129.00,3025899129.00,3025899129.00,3280605768.54,2384037181.50,3025899129.00
