CLUSTER_APTA4,RAIL_FLAG,Year,CLUSTER_APTA,UPT_ADJ_base,UPT_ADJ,UPT_ADJ_diff,fitted_exp,fitted_exp_diff,VRM_ADJ,FARE_per_UPT_2018,POP_EMP,GAS_PRICE_2018,TOTAL_MED_INC_INDIV_2018,Tot_NonUSA_POP_pct,PCT_HH_NO_VEH,TSD_POP_PCT,JTW_HOME_PCT,YEARS_SINCE_TNC_BUS,YEARS_SINCE_TNC_RAIL,BIKE_SHARE_BUS,scooter_flag_BUS,BIKE_SHARE_RAIL,scooter_flag_RAIL,VRM_ADJ_log_FAC,FARE_per_UPT_2018_log_FAC,,POP_EMP_log_FAC,GAS_PRICE_2018_log_FAC,TOTAL_MED_INC_INDIV_2018_log_FAC,Tot_NonUSA_POP_pct_FAC,PCT_HH_NO_VEH_FAC,TSD_POP_PCT_FAC,JTW_HOME_PCT_FAC,YEARS_SINCE_TNC_BUS_FAC,YEARS_SINCE_TNC_RAIL_FAC,BIKE_SHARE_BUS_FAC,scooter_flag_BUS_FAC,BIKE_SHARE_RAIL_FAC,scooter_flag_RAIL_FAC,FAC_Sum,Known_FAC,Unknown_FAC,New_Reporter_FAC,Total_Change,YEARS_SINCE_TNC,BIKE_SHARE,scooter_flag,YEARS_SINCE_TNC_FAC,BIKE_SHARE_FAC,scooter_flag_FAC,, VRM_ADJ_log_FAC_cumsum ,,FARE_per_UPT_2018_log_FAC_cumsum,POP_EMP_log_FAC_cumsum,GAS_PRICE_2018_log_FAC_cumsum,TOTAL_MED_INC_INDIV_2018_log_FAC_cumsum,Tot_NonUSA_POP_pct_FAC_cumsum,PCT_HH_NO_VEH_FAC_cumsum,TSD_POP_PCT_FAC_cumsum,JTW_HOME_PCT_FAC_cumsum,YEARS_SINCE_TNC_BUS_FAC_cumsum,YEARS_SINCE_TNC_RAIL_FAC_cumsum,BIKE_SHARE_BUS_FAC_cumsum,scooter_flag_BUS_FAC_cumsum,BIKE_SHARE_RAIL_FAC_cumsum,scooter_flag_RAIL_FAC_cumsum,Unknown_FAC_cumsum,New_Reporter_FAC_cumsum,UPT_ADJ_VRM_ADJ_log_FAC_cumsum,UPT_ADJ_FARE_per_UPT_2018_log_FAC_cumsum,UPT_ADJ_POP_EMP_log_FAC_cumsum,UPT_ADJ_GAS_PRICE_2018_log_FAC_cumsum,UPT_ADJ_TOTAL_MED_INC_INDIV_2018_log_FAC_cumsum,UPT_ADJ_Tot_NonUSA_POP_pct_FAC_cumsum,UPT_ADJ_PCT_HH_NO_VEH_FAC_cumsum,UPT_ADJ_TSD_POP_PCT_FAC_cumsum,UPT_ADJ_JTW_HOME_PCT_FAC_cumsum,UPT_ADJ_YEARS_SINCE_TNC_BUS_FAC_cumsum,UPT_ADJ_YEARS_SINCE_TNC_RAIL_FAC_cumsum,UPT_ADJ_BIKE_SHARE_BUS_FAC_cumsum,UPT_ADJ_scooter_flag_BUS_FAC_cumsum,UPT_ADJ_BIKE_SHARE_RAIL_FAC_cumsum,UPT_ADJ_scooter_flag_RAIL_FAC_cumsum,UPT_ADJ_Unknown_FAC_cumsum,UPT_ADJ_New_Reporter_FAC_cumsum
3,1,2005,67,69137.15,244388.56,15789.41,140159.57,10660.17,1530.74,6.44,201970.00,3.03,24916.35,0.24,9.46,0.08,2.00,0.00,0.00,0.00,0.00,0.00,0.00,9721.87,1388.04,,1025.91,1457.82,1159.38,147.86,413.73,-67.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,15247.49,16224.91,-435.50,159462.00,175251.41,0.00,0.00,0.00,0.00,0.00,0.00,,-97346.07,,12844.98,-6208.60,-8457.40,-4541.27,-29.51,-512.22,291.83,834.46,0.00,0.00,0.00,0.00,0.00,0.00,157091.27,0.00,341734.63,231543.57,250597.15,252845.96,248929.82,244418.07,244900.77,244096.72,243554.10,244388.56,244388.56,244388.56,244388.56,244388.56,244388.56,87297.29,244388.56
3,1,2006,67,244388.56,209573.41,-34815.15,141810.02,1650.45,18729.73,3.88,710474.65,3.22,27308.61,0.66,7.27,0.06,3.32,0.00,0.00,0.00,0.00,0.00,0.00,-5782.88,-3037.70,,4554.99,2969.78,3907.23,-703.97,-270.22,-280.42,-2236.96,0.00,0.00,0.00,0.00,0.00,0.00,-880.15,-916.10,-33899.05,0.00,-34815.15,0.00,0.00,0.00,0.00,0.00,0.00,,-103128.95,,9807.29,-1653.61,-5487.63,-634.03,-733.48,-782.44,11.41,-1402.50,0.00,0.00,0.00,0.00,0.00,0.00,123192.22,0.00,312702.36,199766.12,211227.02,215061.04,210207.44,210306.89,210355.85,209562.00,210975.91,209573.41,209573.41,209573.41,209573.41,209573.41,209573.41,86381.19,209573.41
3,1,2007,67,209573.41,225576.92,16003.51,209394.89,67584.87,24231.62,4.80,640840.57,3.37,26410.07,0.72,8.17,0.06,2.76,0.00,0.00,0.00,0.00,0.00,0.00,97791.72,-4568.40,,861.40,1062.66,598.23,711.22,635.42,-14.22,814.00,0.00,0.00,0.00,0.00,0.00,0.00,97892.03,98136.16,-82132.64,0.00,16003.51,0.00,0.00,0.00,0.00,0.00,0.00,,-5337.23,,5238.88,-792.21,-4424.97,-35.80,-22.27,-147.01,-2.80,-588.50,0.00,0.00,0.00,0.00,0.00,0.00,41059.57,0.00,230914.15,220338.04,226369.13,230001.89,225612.72,225599.19,225723.94,225579.72,226165.42,225576.92,225576.92,225576.92,225576.92,225576.92,225576.92,184517.35,225576.92
3,1,2008,67,225576.92,202789.08,-22787.85,189668.07,-19726.82,24145.27,4.55,679728.76,3.81,26746.57,0.67,8.41,0.06,3.16,0.00,0.00,0.00,0.00,0.00,0.00,-18688.45,-1816.90,,458.29,3794.25,-386.61,-471.53,814.39,1.02,-689.56,0.00,0.00,0.00,0.00,0.00,0.00,-16985.08,-17269.96,-5517.88,0.00,-22787.85,0.00,0.00,0.00,0.00,0.00,0.00,,-24025.68,,3421.99,-333.92,-630.71,-422.41,-493.80,667.38,-1.78,-1278.05,0.00,0.00,0.00,0.00,0.00,0.00,35541.69,0.00,226814.76,199367.09,203123.00,203419.79,203211.49,203282.88,202121.70,202790.86,204067.13,202789.08,202789.08,202789.08,202789.08,202789.08,202789.08,167247.38,202789.08
3,1,2009,67,202789.08,204546.97,1757.89,176910.45,-12757.62,22456.83,4.99,650018.80,2.74,26467.12,0.72,8.59,0.06,2.94,0.00,0.00,0.00,0.00,0.00,0.00,-3287.02,-2346.48,,-517.18,-8561.39,332.63,339.53,22.61,-14.18,415.95,0.00,0.00,0.00,0.00,0.00,0.00,-13615.53,-13384.71,15142.60,0.00,1757.89,0.00,0.00,0.00,0.00,0.00,0.00,,-27312.70,,1075.50,-851.10,-9192.10,-89.78,-154.27,689.99,-15.96,-862.10,0.00,0.00,0.00,0.00,0.00,0.00,50684.29,0.00,231859.66,203471.46,205398.07,213739.07,204636.74,204701.24,203856.98,204562.93,205409.07,204546.97,204546.97,204546.97,204546.97,204546.97,204546.97,153862.68,204546.97
3,1,2010,67,204546.97,182488.78,-22058.18,192385.70,15475.25,32303.56,5.22,685664.35,3.18,27228.32,0.63,7.64,0.06,2.50,0.00,0.00,0.00,0.00,0.00,0.00,25559.62,-3912.96,,496.50,3989.66,-1667.93,-635.21,-1195.87,-32.45,839.06,0.00,0.00,0.00,0.00,0.00,0.00,23440.42,23434.11,-45492.29,0.00,-22058.18,0.00,0.00,0.00,0.00,0.00,0.00,,-1753.08,,-2837.46,-354.60,-5202.45,-1757.71,-789.48,-505.88,-48.41,-23.05,0.00,0.00,0.00,0.00,0.00,0.00,5192.00,0.00,184241.86,185326.24,182843.39,187691.23,184246.49,183278.26,182994.66,182537.19,182511.83,182488.78,182488.78,182488.78,182488.78,182488.78,182488.78,177296.79,182488.78
3,1,2011,67,182488.78,179219.86,-3268.92,188216.69,-4169.01,25979.55,4.56,690454.17,3.93,26160.65,0.59,7.76,0.06,2.66,0.00,0.00,0.00,0.00,0.00,0.00,-16424.00,4081.06,,448.12,5180.36,2561.86,-219.45,164.42,-15.25,-251.90,0.00,0.00,0.00,0.00,0.00,0.00,-4474.78,-5032.07,1763.15,0.00,-3268.92,0.00,0.00,0.00,0.00,0.00,0.00,,-18177.08,,1243.60,93.51,-22.09,804.16,-1008.93,-341.45,-63.66,-274.94,0.00,0.00,0.00,0.00,0.00,0.00,6955.15,0.00,197396.94,177976.26,179126.35,179241.95,178415.70,180228.79,179561.31,179283.52,179494.80,179219.86,179219.86,179219.86,179219.86,179219.86,179219.86,172264.71,179219.86
3,1,2012,67,179219.86,189983.34,10763.48,205268.73,17052.05,31982.97,4.81,671608.51,3.94,26407.90,0.77,8.11,0.06,2.48,0.00,0.00,0.00,0.00,0.00,0.00,18177.08,-1243.60,,-93.51,22.09,-804.16,1008.93,341.45,63.66,274.94,0.00,0.00,0.00,0.00,0.00,0.00,17746.89,17718.63,-6955.15,0.00,10763.48,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,189983.34,189983.34,189983.34,189983.34,189983.34,189983.34,189983.34,189983.34,189983.34,189983.34,189983.34,189983.34,189983.34,189983.34,189983.34,189983.34,189983.34
3,1,2013,67,189983.34,158526.01,-31457.34,190016.20,-15252.53,29899.36,5.36,667565.65,3.78,25956.38,0.69,7.95,0.06,2.76,0.00,0.00,0.00,0.00,0.00,0.00,-8994.07,-3925.54,,-101.64,-1102.37,858.21,-455.47,-260.46,46.78,-461.11,0.00,0.00,0.00,0.00,0.00,0.00,-14395.68,-14053.13,-17404.21,0.00,-31457.34,0.00,0.00,0.00,0.00,0.00,0.00,,-8994.07,,-3925.54,-101.64,-1102.37,858.21,-455.47,-260.46,46.78,-461.11,0.00,0.00,0.00,0.00,0.00,0.00,-17404.21,0.00,167520.08,162451.55,158627.65,159628.38,157667.80,158981.47,158786.47,158479.22,158987.12,158526.01,158526.01,158526.01,158526.01,158526.01,158526.01,175930.22,158526.01
3,1,2014,67,158526.01,155398.67,-3127.34,183541.53,-6474.67,32976.86,5.30,696243.36,3.55,26002.11,0.73,7.55,0.06,2.80,0.00,0.00,0.00,0.00,0.00,0.00,-2871.61,-608.28,,-300.65,-1224.09,112.11,124.97,-256.72,0.16,-56.39,0.00,0.00,0.00,0.00,0.00,0.00,-5080.49,-5018.21,1890.87,0.00,-3127.34,0.00,0.00,0.00,0.00,0.00,0.00,,-11865.68,,-4533.82,-402.29,-2326.47,970.32,-330.49,-517.18,46.94,-517.51,0.00,0.00,0.00,0.00,0.00,0.00,-15513.34,0.00,167264.35,159932.49,155800.96,157725.13,154428.34,155729.16,155915.84,155351.73,155916.17,155398.67,155398.67,155398.67,155398.67,155398.67,155398.67,170912.01,155398.67
3,1,2015,67,155398.67,144118.97,-11279.70,166450.47,-17091.07,35096.89,4.34,750069.28,2.50,26937.71,0.73,7.75,0.06,2.82,0.00,0.64,0.00,0.00,0.00,0.00,-9670.52,4104.07,,195.40,-6724.66,-1518.69,-98.13,470.21,10.33,75.46,0.00,-495.77,0.00,0.00,0.00,0.00,-13652.30,-13995.72,2716.03,0.00,-11279.70,0.64,0.00,0.00,-495.77,0.00,0.00,,-21536.20,,-429.75,-206.89,-9051.13,-548.37,-428.62,-46.96,57.27,-442.05,0.00,-495.77,0.00,0.00,0.00,0.00,-12797.31,0.00,165655.18,144548.72,144325.87,153170.10,144667.34,144547.59,144165.93,144061.70,144561.02,144118.97,144614.74,144118.97,144118.97,144118.97,144118.97,156916.28,144118.97
3,1,2016,67,144118.97,116632.02,-27486.95,152008.58,-14441.89,35124.12,5.82,774147.85,2.23,28139.87,0.69,7.46,0.06,3.13,0.00,1.32,0.00,0.00,0.00,0.00,1167.78,-9313.94,,143.39,-1899.68,-1962.46,-201.59,-192.69,-11.26,-404.77,0.00,-474.44,0.00,0.00,0.00,0.00,-13149.67,-12917.77,-14569.18,0.00,-27486.95,1.32,0.00,0.00,-474.44,0.00,0.00,,-20368.42,,-9743.69,-63.51,-10950.81,-2510.83,-630.21,-239.66,46.01,-846.82,0.00,-970.21,0.00,0.00,0.00,0.00,-27366.49,0.00,137000.44,126375.71,116695.53,127582.83,119142.85,117262.23,116871.68,116586.01,117478.84,116632.02,117602.23,116632.02,116632.02,116632.02,116632.02,143998.51,116632.02
3,1,2017,67,116632.02,151797.18,35165.16,180567.79,28559.21,28612.35,3.72,683456.48,2.50,27886.81,0.82,7.13,0.06,3.97,0.00,2.11,0.00,0.00,0.00,0.00,1545.43,20114.41,,-102.29,1404.13,-189.99,585.74,-506.78,-52.08,-933.34,0.00,-581.13,0.00,0.00,0.00,0.00,21284.11,20866.58,14298.59,0.00,35165.16,2.11,0.00,0.00,-581.13,0.00,0.00,,-18823.00,,10370.72,-165.80,-9546.68,-2700.81,-44.46,-746.44,-6.07,-1780.16,0.00,-1551.34,0.00,0.00,0.00,0.00,-13067.90,0.00,170620.18,141426.46,151962.98,161343.86,154498.00,151841.65,152543.62,151803.25,153577.34,151797.18,153348.53,151797.18,151797.18,151797.18,151797.18,164865.09,151797.18
3,1,2018,67,151797.18,90156.38,-61640.80,180951.02,383.22,33986.27,3.65,750447.93,2.71,28635.99,1.01,6.36,0.06,4.72,0.00,3.25,0.00,0.00,0.00,0.63,-2093.95,11199.00,,-82.02,1681.76,-826.42,601.21,-601.07,-54.46,-967.32,0.00,-756.35,0.00,0.00,0.00,-7838.77,261.62,-215.89,-61424.91,0.00,-61640.80,3.25,0.00,0.63,-756.35,0.00,-7838.77,,-20916.95,,21569.72,-247.82,-7864.91,-3527.24,556.75,-1347.51,-60.53,-2747.48,0.00,-2307.69,0.00,0.00,0.00,-7838.77,-74492.82,0.00,111073.33,68586.66,90404.20,98021.30,93683.62,89599.63,91503.89,90216.92,92903.86,90156.38,92464.07,90156.38,90156.38,90156.38,97995.15,164649.20,90156.38
10,0,2002,100,0.00,1323822038.00,0.00,1224374576.26,0.00,,,,,,,,,,,,,,,,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1323822038.00,1323822038.00,,,,0.00,0.00,0.00,,28271492.14,,55539844.94,-51531628.42,-119858307.82,-97584059.97,20311160.25,2526173.40,56032339.36,6598992.00,28720802.27,0.00,-9915101.30,0.00,0.00,0.00,209459817.54,0.00,1295550545.86,1268282193.06,1375353666.42,1443680345.82,1421406097.97,1303510877.75,1321295864.60,1267789698.64,1317223046.00,1295101235.73,1323822038.00,1333737139.30,1323822038.00,1323822038.00,1323822038.00,1114362220.46,1323822038.00
10,0,2003,100,1323822038.00,1281862733.00,-41959305.00,1177946265.54,-46428310.73,270698672.70,6.92,26042245.27,2.25,41148.64,3.09,31.36,0.78,3.50,0.00,0.00,0.00,0.00,0.00,0.00,-50206029.80,-22094004.93,,8481640.12,19948552.88,13826956.04,-5494953.92,-3326471.52,-10840514.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-49704825.20,-50199360.65,8240055.65,0.00,-41959305.00,0.00,0.00,0.00,0.00,0.00,0.00,,-21934537.66,,33445840.01,-43049988.30,-99909754.94,-83757103.93,14816206.34,-800298.12,45191825.28,6598992.00,28720802.27,0.00,-9915101.30,0.00,0.00,0.00,217699873.19,0.00,1303797270.66,1248416892.99,1324912721.30,1381772487.94,1365619836.93,1267046526.66,1282663031.12,1236670907.72,1275263741.00,1253141930.73,1281862733.00,1291777834.30,1281862733.00,1281862733.00,1281862733.00,1064162859.81,1281862733.00
10,0,2004,100,1281862733.00,1289530122.00,7667389.00,1241841106.32,63894840.78,285674876.30,7.04,26563773.75,2.57,39531.59,2.95,31.00,0.76,3.50,0.00,0.00,0.00,0.00,0.00,0.00,42592166.25,-5399893.33,,12239724.30,20706250.80,17409882.30,-5210001.28,-3312947.69,-10213678.25,0.00,0.00,0.00,0.00,0.00,0.00,0.00,68811503.10,69531537.75,-61864148.75,0.00,7667389.00,0.00,0.00,0.00,0.00,0.00,0.00,,20657628.59,,28045946.68,-30810264.01,-79203504.14,-66347221.62,9606205.06,-4113245.81,34978147.03,6598992.00,28720802.27,0.00,-9915101.30,0.00,0.00,0.00,155835724.44,0.00,1268872493.41,1261484175.32,1320340386.01,1368733626.14,1355877343.62,1279923916.94,1293643367.81,1254551974.97,1282931130.00,1260809319.73,1289530122.00,1299445223.30,1289530122.00,1289530122.00,1289530122.00,1133694397.56,1289530122.00
10,0,2005,100,1289530122.00,1349312532.00,59782410.00,1309799022.57,67957916.25,292395695.30,6.75,27081157.50,3.03,38116.92,2.82,30.68,0.74,3.50,0.00,0.00,0.00,0.00,0.00,0.00,18331245.70,12814689.83,,11976949.12,27190856.29,15910180.29,-4604050.75,-2962882.56,-9279687.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,69377300.17,70567627.04,-10785217.04,0.00,59782410.00,0.00,0.00,0.00,0.00,0.00,0.00,,38988874.29,,40860636.51,-18833314.89,-52012647.85,-50437041.33,5002154.30,-7076128.36,25698459.28,6598992.00,28720802.27,0.00,-9915101.30,0.00,0.00,0.00,145050507.39,0.00,1310323657.71,1308451895.49,1368145846.89,1401325179.85,1399749573.33,1344310377.70,1356388660.36,1323614072.72,1342713540.00,1320591729.73,1349312532.00,1359227633.30,1349312532.00,1349312532.00,1349312532.00,1204262024.61,1349312532.00
10,0,2006,100,1349312532.00,1305932855.00,-43379677.00,1209125354.50,-100673668.08,271397714.50,8.62,27655014.75,3.35,36028.75,2.66,30.18,0.72,3.70,0.00,0.00,0.00,0.00,0.00,0.00,-59678228.76,-76049661.91,,13628564.04,17598658.09,25824877.29,-6329978.38,-4840995.67,-11629730.17,-2347281.96,0.00,0.00,0.00,0.00,0.00,0.00,-103823777.45,-103710752.29,60331075.29,0.00,-43379677.00,0.00,0.00,0.00,0.00,0.00,0.00,,-20689354.48,,-35189025.40,-5204750.85,-34413989.77,-24612164.04,-1327824.07,-11917124.04,14068729.11,4251710.04,28720802.27,0.00,-9915101.30,0.00,0.00,0.00,205381582.68,0.00,1326622209.48,1341121880.40,1311137605.85,1340346844.77,1330545019.04,1307260679.07,1317849979.04,1291864125.89,1301681144.96,1277212052.73,1305932855.00,1315847956.30,1305932855.00,1305932855.00,1305932855.00,1100551272.32,1305932855.00
10,0,2007,100,1305932855.00,1255878227.00,-50054628.00,1357920450.27,148795095.77,302119347.70,6.98,27714120.00,3.46,36660.58,2.68,30.40,0.71,3.60,0.00,0.00,0.00,0.00,0.00,0.00,87836972.44,67373924.07,,1336932.96,5599844.90,-7617263.58,549721.48,2066899.47,-2174282.35,1137393.23,0.00,0.00,0.00,0.00,0.00,0.00,156110142.62,160708237.17,-210762865.17,0.00,-50054628.00,0.00,0.00,0.00,0.00,0.00,0.00,,67147617.96,,32184898.66,-3867817.89,-28814144.86,-32229427.62,-778102.59,-9850224.56,11894446.76,5389103.27,28720802.27,0.00,-9915101.30,0.00,0.00,0.00,-5381282.48,0.00,1188730609.04,1223693328.34,1259746044.89,1284692371.86,1288107654.62,1256656329.59,1265728451.56,1243983780.24,1250489123.73,1227157424.73,1255878227.00,1265793328.30,1255878227.00,1255878227.00,1255878227.00,1261259509.48,1255878227.00
10,0,2008,100,1255878227.00,1279870177.00,23991950.00,1400541065.39,42620615.12,307251216.00,7.03,27956797.67,3.92,36716.94,2.92,30.42,0.70,3.70,0.00,0.00,0.00,0.00,0.00,0.00,12906389.63,-2118672.04,,5258567.54,21134259.58,-649009.02,8996527.03,180568.14,-5504569.91,-1092846.69,0.00,0.00,0.00,0.00,0.00,0.00,39111214.26,39417848.48,-15425898.48,0.00,23991950.00,0.00,0.00,0.00,0.00,0.00,0.00,,80054007.59,,30066226.62,1390749.65,-7679885.29,-32878436.64,8218424.44,-9669656.43,6389876.85,4296256.58,28720802.27,0.00,-9915101.30,0.00,0.00,0.00,-20807180.96,0.00,1199816169.41,1249803950.38,1278479427.35,1287550062.29,1312748613.64,1271651752.56,1289539833.43,1273480300.15,1275573920.42,1251149374.73,1279870177.00,1289785278.30,1279870177.00,1279870177.00,1279870177.00,1300677357.96,1279870177.00
10,0,2009,100,1279870177.00,1245049720.00,-34820457.00,1349135889.31,-51405176.08,311985807.70,7.30,27734538.00,2.84,35494.29,2.91,30.61,0.69,3.90,0.00,0.00,0.00,0.00,0.00,0.00,11935705.45,-11435100.76,,-4886736.51,-52741545.99,14668610.18,-331334.85,1749236.40,-3267905.01,-2226479.12,0.00,0.00,0.00,0.00,0.00,0.00,-46535550.21,-46976096.19,12155639.19,0.00,-34820457.00,0.00,0.00,0.00,0.00,0.00,0.00,,91989713.04,,18631125.86,-3495986.86,-60421431.28,-18209826.46,7887089.59,-7920420.02,3121971.84,2069777.46,28720802.27,0.00,-9915101.30,0.00,0.00,0.00,-8651541.77,0.00,1153060006.96,1226418594.14,1248545706.86,1305471151.28,1263259546.46,1237162630.41,1252970140.02,1241927748.16,1242979942.54,1216328917.73,1245049720.00,1254964821.30,1245049720.00,1245049720.00,1245049720.00,1253701261.77,1245049720.00
10,0,2010,100,1245049720.00,1222463995.00,-22585725.00,1304179194.83,-44956694.49,284108756.30,7.42,27553600.75,3.29,35213.00,2.84,30.93,0.69,3.90,0.00,0.00,1.00,0.00,0.00,0.00,-68768075.72,-4832389.60,,-3899521.79,23511437.63,3337855.58,-2551274.05,2867270.35,480930.13,0.00,0.00,0.00,9915101.30,0.00,0.00,0.00,-39938666.17,-41488274.33,18902549.33,0.00,-22585725.00,0.00,1.00,0.00,0.00,9915101.30,0.00,,23221637.32,,13798736.26,-7395508.65,-36909993.65,-14871970.87,5335815.54,-5053149.67,3602901.96,2069777.46,28720802.27,0.00,0.00,0.00,0.00,0.00,10251007.56,0.00,1199242357.68,1208665258.74,1229859503.65,1259373988.65,1237335965.87,1217128179.46,1227517144.67,1218861093.04,1220394217.54,1193743192.73,1222463995.00,1222463995.00,1222463995.00,1222463995.00,1222463995.00,1212212987.44,1222463995.00
10,0,2011,100,1222463995.00,1189791728.00,-32672267.00,1314549204.83,10370010.00,276891484.30,7.95,27682634.67,4.07,34147.68,2.83,31.30,0.69,3.90,0.00,0.00,1.00,0.00,0.00,0.00,-18945829.68,-20136902.45,,2740381.94,35166999.03,12702533.11,-533576.41,3255726.02,-3676541.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10572789.77,9720262.29,-42392529.29,0.00,-32672267.00,0.00,1.00,0.00,0.00,0.00,0.00,,4275807.64,,-6338166.19,-4655126.70,-1742994.62,-2169437.76,4802239.13,-1797423.65,-73639.82,2069777.46,28720802.27,0.00,0.00,0.00,0.00,0.00,-32141521.74,0.00,1185515920.36,1196129894.19,1194446854.70,1191534722.62,1191961165.76,1184989488.87,1191589151.65,1189865367.82,1187721950.54,1161070925.73,1189791728.00,1189791728.00,1189791728.00,1189791728.00,1189791728.00,1221933249.74,1189791728.00
10,0,2012,100,1189791728.00,1198669782.00,8878054.00,1288846409.71,-25702795.11,275254101.50,7.78,27909105.42,4.11,33963.31,2.69,31.51,0.69,4.10,1.00,0.00,1.00,0.00,0.00,0.00,-4275807.64,6338166.19,,4655126.70,1742994.62,2169437.76,-4802239.13,1797423.65,73639.82,-2069777.46,-28720802.27,0.00,0.00,0.00,0.00,0.00,-23091837.74,-23263467.74,32141521.74,0.00,8878054.00,1.00,1.00,0.00,-28720802.27,0.00,0.00,,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1198669782.00,1198669782.00,1198669782.00,1198669782.00,1198669782.00,1198669782.00,1198669782.00,1198669782.00,1198669782.00,1198669782.00,1198669782.00,1198669782.00,1198669782.00,1198669782.00,1198669782.00,1198669782.00,1198669782.00
10,0,2013,100,1198669782.00,1202744795.00,4075013.00,1249155036.56,-39691373.15,279698963.90,8.09,28818049.08,3.94,33700.32,2.72,29.93,0.66,4.20,2.00,0.00,1.00,0.00,0.00,0.00,11712645.85,-10985746.94,,18553695.90,-6781646.56,3139497.99,1086502.81,-13537082.13,-9956825.75,-1043064.75,-28935112.74,0.00,0.00,0.00,0.00,0.00,-36747136.33,-36914289.59,40989302.59,0.00,4075013.00,2.00,1.00,0.00,-28935112.74,0.00,0.00,,11712645.85,,-10985746.94,18553695.90,-6781646.56,3139497.99,1086502.81,-13537082.13,-9956825.75,-1043064.75,-28935112.74,0.00,0.00,0.00,0.00,0.00,40989302.59,0.00,1191032149.15,1213730541.94,1184191099.10,1209526441.56,1199605297.01,1201658292.19,1216281877.13,1212701620.75,1203787859.75,1231679907.74,1202744795.00,1202744795.00,1202744795.00,1202744795.00,1202744795.00,1161755492.41,1202744795.00
10,0,2014,100,1202744795.00,1192647740.00,-10097055.00,1230864443.75,-18290592.80,282626037.70,8.09,29110612.08,3.75,33580.80,2.77,30.20,0.67,4.20,3.00,0.00,1.00,0.00,0.00,0.00,7624783.75,-39475.27,,5836638.81,-7991946.92,1438756.41,1777811.25,2336636.44,734719.56,0.00,-29033480.92,0.00,0.00,0.00,0.00,0.00,-17315556.88,-17611036.78,7513981.78,0.00,-10097055.00,3.00,1.00,0.00,-29033480.92,0.00,0.00,,19337429.60,,-11025222.21,24390334.70,-14773593.48,4578254.41,2864314.06,-11200445.69,-9222106.19,-1043064.75,-57968593.66,0.00,0.00,0.00,0.00,0.00,48503284.37,0.00,1173310310.40,1203672962.21,1168257405.30,1207421333.48,1188069485.59,1189783425.94,1203848185.69,1201869846.19,1193690804.75,1250616333.66,1192647740.00,1192647740.00,1192647740.00,1192647740.00,1192647740.00,1144144455.63,1192647740.00
10,0,2015,100,1192647740.00,1160473736.00,-32174004.00,1138459748.49,-92404695.26,280202617.10,8.33,29378317.83,2.70,34173.34,2.82,30.17,0.67,4.10,4.00,0.00,1.00,0.00,0.00,0.00,-6218186.02,-8570317.57,,5243972.07,-49649692.90,-6998969.10,1655368.89,-257169.22,968799.04,1038728.34,-28789744.55,0.00,0.00,0.00,0.00,0.00,-91577211.03,-89535652.39,57361648.39,0.00,-32174004.00,4.00,1.00,0.00,-28789744.55,0.00,0.00,,13119243.58,,-19595539.79,29634306.77,-64423286.38,-2420714.70,4519682.96,-11457614.91,-8253307.15,-4336.41,-86758338.21,0.00,0.00,0.00,0.00,0.00,105864932.76,0.00,1147354492.42,1180069275.79,1130839429.23,1224897022.38,1162894450.70,1155954053.04,1171931350.91,1168727043.15,1160478072.41,1247232074.21,1160473736.00,1160473736.00,1160473736.00,1160473736.00,1160473736.00,1054608803.24,1160473736.00
10,0,2016,100,1160473736.00,1162084609.00,1610873.00,1071179187.10,-67280561.39,279086354.60,8.44,29437697.50,2.43,35302.05,2.70,29.88,0.67,4.50,5.00,0.00,1.00,0.00,0.00,0.00,-2808476.44,-3687291.78,,1123559.02,-15303594.04,-12620002.03,-3868048.22,-2416646.31,1477355.37,-4034039.09,-28013084.91,0.00,0.00,0.00,0.00,0.00,-70150268.44,-68581541.46,70192414.46,0.00,1610873.00,5.00,1.00,0.00,-28013084.91,0.00,0.00,,10310767.14,,-23282831.57,30757865.79,-79726880.43,-15040716.72,651634.73,-13874261.21,-6775951.78,-4038375.50,-114771423.13,0.00,0.00,0.00,0.00,0.00,176057347.22,0.00,1151773841.86,1185367440.57,1131326743.21,1241811489.43,1177125325.72,1161432974.27,1175958870.21,1168860560.78,1166122984.50,1276856032.13,1162084609.00,1162084609.00,1162084609.00,1162084609.00,1162084609.00,986027261.78,1162084609.00
