,CLUSTER_APTA4,RAIL_FLAG,Year,CLUSTER_APTA,UPT_ADJ_first_year,UPT_ADJ_base,UPT_ADJ,UPT_ADJ_diff,fitted_exp,fitted_exp_diff,VRM_ADJ,FARE_per_UPT_2018,POP_EMP,GAS_PRICE_2018,TOTAL_MED_INC_INDIV_2018,PCT_HH_NO_VEH,TSD_POP_PCT,JTW_HOME_PCT,YEARS_SINCE_TNC_BUS,YEARS_SINCE_TNC_RAIL,BIKE_SHARE_BUS,scooter_flag_BUS,BIKE_SHARE_RAIL,scooter_flag_RAIL,VRM_ADJ_log_FAC,FARE_per_UPT_2018_log_FAC,POP_EMP_log_FAC,GAS_PRICE_2018_log_FAC,TOTAL_MED_INC_INDIV_2018_log_FAC,PCT_HH_NO_VEH_FAC,TSD_POP_PCT_FAC,JTW_HOME_PCT_FAC,YEARS_SINCE_TNC_BUS_FAC,YEARS_SINCE_TNC_RAIL_FAC,BIKE_SHARE_BUS_FAC,scooter_flag_BUS_FAC,BIKE_SHARE_RAIL_FAC,scooter_flag_RAIL_FAC,FAC_Sum,Known_FAC,Unknown_FAC,New_Reporter_FAC,Total_Change,YEARS_SINCE_TNC,BIKE_SHARE,scooter_flag,YEARS_SINCE_TNC_FAC,BIKE_SHARE_FAC,scooter_flag_FAC,VRM_ADJ_log_FAC_cumsum,FARE_per_UPT_2018_log_FAC_cumsum,POP_EMP_log_FAC_cumsum,TSD_POP_PCT_FAC_cumsum,GAS_PRICE_2018_log_FAC_cumsum,TOTAL_MED_INC_INDIV_2018_log_FAC_cumsum,PCT_HH_NO_VEH_FAC_cumsum,JTW_HOME_PCT_FAC_cumsum,YEARS_SINCE_TNC_BUS_FAC_cumsum,YEARS_SINCE_TNC_RAIL_FAC_cumsum,BIKE_SHARE_BUS_FAC_cumsum,BIKE_SHARE_RAIL_FAC_cumsum,scooter_flag_BUS_FAC_cumsum,scooter_flag_RAIL_FAC_cumsum,Unknown_FAC_cumsum,UPT_ADJ_VRM_ADJ_log_FAC_cumsum,UPT_ADJ_FARE_per_UPT_2018_log_FAC_cumsum,UPT_ADJ_POP_EMP_log_FAC_cumsum,UPT_ADJ_TSD_POP_PCT_FAC_cumsum,UPT_ADJ_GAS_PRICE_2018_log_FAC_cumsum,UPT_ADJ_TOTAL_MED_INC_INDIV_2018_log_FAC_cumsum,UPT_ADJ_PCT_HH_NO_VEH_FAC_cumsum,UPT_ADJ_JTW_HOME_PCT_FAC_cumsum,UPT_ADJ_YEARS_SINCE_TNC_BUS_FAC_cumsum,UPT_ADJ_YEARS_SINCE_TNC_RAIL_FAC_cumsum,UPT_ADJ_BIKE_SHARE_BUS_FAC_cumsum,UPT_ADJ_BIKE_SHARE_RAIL_FAC_cumsum,UPT_ADJ_scooter_flag_BUS_FAC_cumsum,UPT_ADJ_scooter_flag_RAIL_FAC_cumsum,UPT_ADJ_Unknown_FAC_cumsum
0,1.0,0,2002,190,2013178760.8600004,0.0,2013178760.8600004,0.0,1842524060.3222523,0.0,50252460.01144157,5.788745403437603,6929390.480675029,1.9690220715358635,41482.007324744736,10.205314338210991,0.5197991683968752,3.9540579445063835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013178760.8600004,2013178760.8600004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2013178760.8600004,2013178760.8600004,2013178760.8600004,2013178760.8600004,2013178760.8600004,2013178760.8600004,2013178760.8600004,2013178760.8600004,2013178760.8600004,2013178760.8600004,2013178760.8600004,2013178760.8600004,2013178760.8600004,2013178760.8600004,2013178760.8600004
1,1.0,0,2003,190,2013178760.8600004,2013178760.8600004,2013821311.8699996,642551.0099996328,1966961266.8010523,124437206.47880006,52483905.45495293,5.35066785186388,7061254.271372743,2.255925627644666,40665.69953605673,10.087487836964096,0.5002240753933533,3.9540579445063835,0.0,0.0,0.0,0.0,0.0,0.0,53637230.61211213,38654747.66089656,20352686.271305,32196868.107738305,13296213.977580424,-1734066.7114176569,-14252316.56970716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,142151363.34850758,151040006.61860526,-150397455.6086056,0.0,642551.0099996328,0.0,0.0,0.0,0.0,0.0,0.0,53637230.61211213,38654747.66089656,20352686.271305,-14252316.56970716,32196868.107738305,13296213.977580424,-1734066.7114176569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-150397455.6086056,1960184081.2578876,1975166564.209103,1993468625.5986946,2028073628.4397068,1981624443.7622614,2000525097.8924193,2015555378.5814173,2013821311.8699996,2013821311.8699996,2013821311.8699996,2013821311.8699996,2013821311.8699996,2013821311.8699996,2013821311.8699996,2164218767.4786053
2,1.0,0,2004,190,2013178760.8600004,2013821311.8699996,2041332579.5800004,27511267.710000124,2029857670.4004445,62896403.59939209,53057025.94472642,5.4701564237639415,7225314.795831735,2.5740197098985265,39513.17203872235,9.973867269673097,0.4817239413997213,3.9540579445063835,0.0,0.0,0.0,0.0,0.0,0.0,16897251.80335254,-12787253.429126613,24375827.712142505,33063828.55239299,19402583.35465251,-1745208.262856723,-13426279.585889345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65780750.14466786,66532251.80436622,-39020984.0943661,0.0,27511267.710000124,0.0,0.0,0.0,0.0,0.0,0.0,70534482.41546467,25867494.23176995,44728513.98344751,-27678596.155596506,65260696.66013129,32698797.332232933,-3479274.97427438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-189418439.7029717,1970798097.1645358,2015465085.3482304,1996604065.5965528,2069011175.735597,1976071882.9198692,2008633782.2477674,2044811854.5542748,2041332579.5800004,2041332579.5800004,2041332579.5800004,2041332579.5800004,2041332579.5800004,2041332579.5800004,2041332579.5800004,2230751019.2829723
3,1.0,0,2005,190,2013178760.8600004,2041332579.5800004,2063004732.4300013,21672152.85000092,2073392297.9992585,43534627.598814,51833448.33824144,5.485861164580923,7395392.777738352,3.029648096865957,38496.982101379734,9.850938484150305,0.4651361026886136,3.9540579445063835,0.0,0.0,0.0,0.0,0.0,0.0,-25663212.993269026,-1576903.2739835966,25120503.10670901,43172950.88586339,17820581.918649618,-1978113.494958641,-12128363.151231913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44767442.997778855,44253469.79253585,-22581316.94253493,0.0,21672152.85000092,0.0,0.0,0.0,0.0,0.0,0.0,44871269.42219564,24290590.95778635,69849017.09015653,-39806959.30682842,108433647.54599468,50519379.25088255,-5457388.469233021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-211999756.64550662,2018133463.0078056,2038714141.472215,1993155715.3398447,2102811691.7368298,1954571084.8840065,2012485353.1791186,2068462120.8992343,2063004732.4300013,2063004732.4300013,2063004732.4300013,2063004732.4300013,2063004732.4300013,2063004732.4300013,2063004732.4300013,2275004489.075508
4,1.0,0,2006,190,2013178760.8600004,2063004732.4300013,2071799487.97,8794755.539999403,2140524286.7134206,67131988.71416199,51879339.29591778,5.468751008772059,7622582.670327063,3.3207181919357005,36933.56293993879,9.75190491805157,0.4466933722043847,4.333983520585015,0.0,0.0,0.0,0.0,0.0,0.0,4084012.999777482,900463.4411580974,31888067.11876092,25106382.639706846,29047323.280588184,-1620132.2231755815,-13565687.73521612,-5916548.1723250365,0.0,0.0,0.0,0.0,0.0,0.0,69923881.3492748,70215284.99531904,-61420529.45531966,0.0,8794755.539999403,0.0,0.0,0.0,0.0,0.0,0.0,48955282.421973124,25191054.39894445,101737084.20891744,-53372647.042044535,133540030.18570153,79566702.53147073,-7077520.692408603,-5916548.1723250365,0.0,0.0,0.0,0.0,0.0,0.0,-273420286.10082626,2022844205.5480268,2046608433.5710557,1970062403.7610826,2125172135.0120447,1938259457.7842984,1992232785.4385293,2078877008.6624086,2077716036.1423252,2071799487.97,2071799487.97,2071799487.97,2071799487.97,2071799487.97,2071799487.97,2345219774.0708265
5,1.0,0,2007,190,2013178760.8600004,2071799487.97,2090532280.4199991,18732792.449998964,2166104519.1375804,25580232.42416063,53032062.41632403,5.5672643516242815,7693737.318949165,3.492397331430729,37471.333420229385,9.578229961816763,0.4401076229587186,4.441572926484803,0.0,0.0,0.0,0.0,0.0,0.0,28490379.838344224,-7437733.564682498,10625220.256783834,13978210.708646595,-10341655.701340817,-2654856.022711078,-4874204.5807594685,-1875327.9706001359,0.0,0.0,0.0,0.0,0.0,0.0,25910032.96368066,25824345.979078602,-7091553.52907963,0.0,18732792.449998964,0.0,0.0,0.0,0.0,0.0,0.0,77445662.26031736,17753320.83426195,112362304.46570127,-58246851.622804,147518240.89434814,69225046.83012992,-9732376.71511968,-7791876.142925172,0.0,0.0,0.0,0.0,0.0,0.0,-280511839.6299059,2013086618.1596818,2072778959.5857372,1978169975.9542978,2148779132.0428033,1943014039.525651,2021307233.5898693,2100264657.1351187,2098324156.5629244,2090532280.4199991,2090532280.4199991,2090532280.4199991,2090532280.4199991,2090532280.4199991,2090532280.4199991,2371044120.049905
6,1.0,0,2008,190,2013178760.8600004,2090532280.4199991,2172421239.82,81888959.40000081,2242865651.3015914,76761132.16401082,53624514.62357047,5.4310785852701615,7741716.88231785,3.9184152871546423,37501.19780763627,9.746672888147279,0.4321897540837282,4.5132414845721955,0.0,0.0,0.07889134322684455,0.0,0.0,0.0,18975511.39844401,16119954.014897885,7725910.22886524,33240713.372534595,-587896.624288119,2528219.333391054,-5917577.984551532,-1264879.2549625246,0.0,0.0,1405982.7569447146,0.0,0.0,0.0,72225937.24127533,73165042.96212064,8723916.43788018,0.0,81888959.40000081,0.0,0.07889134322684455,0.0,0.0,1405982.7569447146,0.0,96421173.65876137,33873274.84915984,120088214.6945665,-64164429.607355535,180758954.26688275,68637150.20584181,-7204157.381728627,-9056755.397887697,0.0,0.0,1405982.7569447146,0.0,0.0,0.0,-271787923.1920257,2076000066.161239,2138547964.9708405,2052333025.1254337,2236585669.427356,1991662285.5531175,2103784089.6141584,2179625397.201729,2181477995.217888,2172421239.82,2172421239.82,2171015257.0630555,2172421239.82,2172421239.82,2172421239.82,2444209163.012026
7,1.0,0,2009,190,2013178760.8600004,2172421239.82,2087736682.3600008,-84684557.45999914,2127743287.4488144,-115122363.85277784,53571373.49930797,6.020500281117134,7715146.336057817,2.8637730897154268,35770.910242909355,9.894518524635542,0.42272836206290776,4.708472223617496,0.0,0.0,0.07889134322684455,0.0,0.0,0.0,-1547750.2826104844,-48808024.25598537,-1969350.346066464,-89290614.10373156,36921862.12139636,2439086.935684131,-7542001.763957188,-3149556.39877448,0.0,0.0,0.0,0.0,0.0,0.0,-112946348.09404507,-112770766.88985236,28086209.42985325,0.0,-84684557.45999914,0.0,0.07889134322684455,0.0,0.0,0.0,0.0,94873423.37615088,-14934749.406825535,118118864.34850004,-71706431.37131272,91468340.16315119,105559012.32723817,-4765070.446044495,-12206311.796662178,0.0,0.0,1405982.7569447146,0.0,0.0,0.0,-243701713.76217246,1992863258.98385,2102671431.7668264,1969617818.0115008,2159443113.7313137,1996268342.1968496,1982177670.0327628,2092501752.8060453,2099942994.156663,2087736682.3600008,2087736682.3600008,2086330699.6030562,2087736682.3600008,2087736682.3600008,2087736682.3600008,2331438396.1221733
8,1.0,0,2010,190,2013178760.8600004,2087736682.3600008,2019401363.6500008,-68335318.71000014,2118460650.1053762,-9282637.343438186,50809833.07382773,6.2062519848702085,7724647.269875041,3.3182843138140266,34842.49411633017,10.094147226556935,0.4178872837036847,4.939152830983737,0.0,0.0,0.1498634198292045,0.0,0.0,0.0,-51855962.21851933,-15585292.219215645,2503640.888509446,40751800.10828517,19619270.869528394,3126961.107222223,-3664782.571775512,-3824152.040837292,0.0,0.0,1171498.2778625544,0.0,0.0,0.0,-7757017.798939983,-8334549.245173009,-60000769.46482712,0.0,-68335318.71000014,0.0,0.1498634198292045,0.0,0.0,1171498.2778625544,0.0,43017461.157631546,-30520041.62604118,120622505.2370095,-75371213.94308823,132220140.27143636,125178283.19676657,-1638109.3388222721,-16030463.83749947,0.0,0.0,2577481.034807269,0.0,0.0,0.0,-303702483.2269996,1976383902.4923692,2049921405.276042,1898778858.4129913,2094772577.593089,1887181223.3785644,1894223080.4532342,2021039472.9888232,2035431827.4875002,2019401363.6500008,2019401363.6500008,2016823882.6151936,2019401363.6500008,2019401363.6500008,2019401363.6500008,2323103846.8770003
9,1.0,0,2011,190,2013178760.8600004,2019401363.6500008,2050937950.3099985,31536586.65999791,2152820503.783025,34359853.67764934,49708185.72779532,6.363452282627129,7805329.92940329,4.056324000293803,34279.544136873905,10.360847478725967,0.4101615982782825,4.879306566619944,0.16096408823703814,0.0,0.20398171136803356,0.0,0.0,0.0,-29031758.853822675,-9061757.236692287,11385527.775048522,56175901.04521983,10876523.008334814,4125388.2338016233,-5597370.57978818,1095842.0597676805,-6224107.857155138,0.0,881517.0112180468,0.0,0.0,0.0,34625704.60593224,33719784.615548514,-2183197.955550611,0.0,31536586.65999791,0.16096408823703814,0.20398171136803356,0.0,-6224107.857155138,881517.0112180468,0.0,13985702.303808872,-39581798.86273347,132008033.01205802,-80968584.52287641,188396041.3166562,136054806.20510137,2487278.894979351,-14934621.77773179,-6224107.857155138,0.0,3458998.0460253158,0.0,0.0,0.0,-305885681.1825502,2036952248.0061896,2090519749.1727319,1918929917.2979405,2131906534.832875,1862541908.9933424,1914883144.104897,2048450671.4150193,2065872572.0877304,2057162058.1671536,2050937950.3099985,2047478952.2639732,2050937950.3099985,2050937950.3099985,2050937950.3099985,2356823631.492549
