CLUSTER_APTA4,RAIL_FLAG,Year,CLUSTER_APTA,UPT_ADJ_first_year,UPT_ADJ_base,UPT_ADJ,UPT_ADJ_diff,fitted_exp,fitted_exp_diff,VRM_ADJ,FARE_per_UPT_2018,POP_EMP,GAS_PRICE_2018,TOTAL_MED_INC_INDIV_2018,PCT_HH_NO_VEH,TSD_POP_PCT,JTW_HOME_PCT,YEARS_SINCE_TNC_BUS,YEARS_SINCE_TNC_RAIL,BIKE_SHARE_BUS,scooter_flag_BUS,BIKE_SHARE_RAIL,scooter_flag_RAIL,VRM_ADJ_log_FAC,FARE_per_UPT_2018_log_FAC,POP_EMP_log_FAC,GAS_PRICE_2018_log_FAC,TOTAL_MED_INC_INDIV_2018_log_FAC,PCT_HH_NO_VEH_FAC,TSD_POP_PCT_FAC,JTW_HOME_PCT_FAC,YEARS_SINCE_TNC_BUS_FAC,YEARS_SINCE_TNC_RAIL_FAC,BIKE_SHARE_BUS_FAC,scooter_flag_BUS_FAC,BIKE_SHARE_RAIL_FAC,scooter_flag_RAIL_FAC,FAC_Sum,Known_FAC,Unknown_FAC,New_Reporter_FAC,Total_Change,YEARS_SINCE_TNC,BIKE_SHARE,scooter_flag,YEARS_SINCE_TNC_FAC,BIKE_SHARE_FAC,scooter_flag_FAC
2.0,0,2007,1416,812489855.2045001,853419670.0710002,865948176.5539998,12528506.482999632,871107031.5531425,-1067811.0805467623,11952664.921344226,4.395131833005482,2503787.6667409423,3.446198521506693,31768.794801906904,7.301718630930102,0.2824877188854304,3.819429342687149,0.0,0.0,0.04041766157404462,0.0,0.0,0.0,10627864.741923524,-13731979.378036628,5300311.101620627,6194720.61732406,-3515167.041910592,-367626.17952437367,-1962894.7421456848,-1229859.1384914957,0.0,0.0,0.0,0.0,0.0,0.0,1315369.9807594349,1038701.1815663074,11489805.301433323,0.0,12528506.482999632,0.0,0.04041766157404462,0.0,0.0,0.0,0.0
2.0,0,2008,1439,812489855.2045001,865948176.5539998,930198237.9770002,64250061.4230002,901743999.7619088,30636968.20876642,12141812.847754458,4.253733431333086,2516232.8119004243,3.862759333441034,31531.55246305281,7.571058931888724,0.2754352984479136,3.8548338243597353,0.0,0.0,0.04041766157404462,0.0,0.0,0.0,10444186.55917487,2150368.68320247,2580173.785538633,13555371.98485577,2113451.498213642,1358558.3664105497,-1640251.9851494513,-240797.80229691247,0.0,0.0,0.0,0.0,0.0,0.0,30321061.08994957,31025595.67671467,33224465.746285543,0.0,64250061.42300021,0.0,0.04041766157404462,0.0,0.0,0.0,0.0
2.0,0,2009,1463,820447027.2045001,930198237.9770002,866054655.8029999,-72100754.17400034,855004278.6801299,-56207119.05420183,11755412.144768719,4.848982839498219,2499984.4365307796,2.804974693681916,30079.31093256873,7.622338247893027,0.26747190073085775,4.0611086563344365,0.0,0.0,0.04002566760695295,0.0,0.0,0.0,-7165774.517999957,-25063484.29457331,-2130076.482879218,-38573959.84663494,16669478.768494805,456115.1959785919,-1833147.7894048386,-1693740.8646814905,0.0,0.0,0.0,0.0,0.0,0.0,-59334589.83170036,-58395645.40490243,-13705108.769097904,7957172.0000000065,-64143582.17400033,0.0,0.04002566760695295,0.0,0.0,0.0,0.0
2.0,0,2010,1487,823435766.4195001,866054655.8029999,860444859.152,-8598535.865999795,877796142.7650479,18890216.987040218,11453161.397609452,4.822770554944286,2513792.0231189914,3.2626985710467387,29614.639407795752,7.852164561540018,0.2616982284340002,4.086324961724139,0.0,0.0,0.03988039060143299,0.0,0.0,0.0,-7959779.154956179,533717.9373931856,4346336.29432457,17171868.88044043,4696382.604922691,1617464.7638062271,-1766134.2976584688,57236.9882116233,0.0,0.0,0.0,0.0,0.0,0.0,18697094.016484078,18957836.642194185,-27556372.508193985,2988739.215,-5609796.650999795,0.0,0.03988039060143299,0.0,0.0,0.0,0.0
2.0,0,2011,1510,826350168.4195002,860444859.152,901436219.9499998,38076958.79799995,908204293.7223366,27813204.13002097,11233841.39683,4.832172978847786,2527918.4202174423,4.003066814018899,29068.838957861273,8.073436358963576,0.2564023326356404,4.1601883340007975,0.0,0.0,0.05279839548341576,0.0,0.0,0.0,-7747140.149689274,1237112.2603635064,3505291.7230217257,24165045.596876275,6085750.916148364,1423147.8716663586,-1344737.2772496056,-660954.3401807493,0.0,0.0,103085.1617385991,0.0,0.0,0.0,26766601.76269522,26704471.027920492,11372487.770079454,2914402.000000003,40991360.79799995,0.0,0.05279839548341576,0.0,0.0,103085.1617385991,0.0
2.0,0,2012,1510,826350168.4195002,901436219.9499998,920532215.4020001,19095995.45199977,905912035.1777605,-2292258.5445764256,10986504.567881577,4.741062248331576,2556725.56830672,4.0173422321004555,28748.85107117299,8.089095187694934,0.2554308858375616,4.183263224073272,0.0,0.0,0.08855764113894396,0.0,0.0,0.0,-9258502.623007413,-2240506.7424199227,4867943.612535935,530164.8765161221,3438765.3208584925,229894.04232019,-357308.9386818449,-129306.80576744178,0.0,0.0,303938.2647276245,0.0,0.0,0.0,-2614918.9929182585,-2493100.417712683,21589095.86971246,0.0,19095995.45199977,0.0,0.08855764113894396,0.0,0.0,303938.2647276245,0.0
2.0,0,2013,1510,826350168.4195002,920532215.4020001,906815649.3570001,-13716566.044999722,905620727.3468038,-291307.8309567394,11005845.21511244,4.879127931681995,2595168.0649829656,3.858333219108739,28947.99089375894,8.007571766624835,0.2536329638001653,4.269853188657603,0.0,0.0,0.15141999772241746,0.0,0.0,0.0,4185875.9408635804,-4756635.190660867,8484552.55389502,-5092023.275654157,-1564281.2177595776,-920105.2154282185,-673062.6796088788,-412288.579989612,0.0,0.0,457791.20539322845,0.0,0.0,0.0,-290176.4589494766,-236777.36510283197,-13479788.679896884,0.0,-13716566.044999722,0.0,0.15141999772241746,0.0,0.0,457791.20539322845,0.0
2.0,0,2014,1510,826350168.4195002,906815649.3570001,904816190.3820001,-1999458.9749997621,906671050.5972304,1050323.2504267148,11181161.380209306,4.895891259606596,2631504.510617294,3.639758969269147,29040.011990740364,7.968283059600785,0.25266063362452096,4.346358925321113,0.1660925238600838,0.0,0.20858282593402877,0.0,0.0,0.0,9536741.90369409,-1143338.123746779,6183963.253811593,-7128019.224743314,-1059752.2409453676,12393.882560649512,-302644.4102778317,-602991.12437878,-3259932.764207234,0.0,383549.5962092044,0.0,0.0,0.0,2619970.7479762333,2638848.4521181583,-4638307.427117922,0.0,-1999458.9749997621,0.1660925238600838,0.20858282593402877,0.0,-3259932.764207234,383549.5962092044,0.0
2.0,0,2015,1510,826350168.4195002,904816190.3820001,881763265.638,-23052924.74400017,859863974.4651359,-46807076.13209453,11545244.3819885,4.964549673073937,2668436.1060394365,2.6701063996235144,30221.699465259007,7.780039304090655,0.25196507172989835,4.5635847798893705,0.9576209841670631,0.0,0.4399779969711692,0.0,0.0,0.0,16182295.504124224,-3312122.541233829,6109733.518827934,-35972054.11279918,-11834328.442672746,-1277088.134138382,-264271.39295521943,-1171429.6391197767,-16451209.515471267,0.0,1454632.4735043962,0.0,0.0,0.0,-46535842.28193387,-46593024.37237163,23540099.628371425,0.0,-23052924.74400017,0.9576209841670631,0.4399779969711692,0.0,-16451209.515471267,1454632.4735043962,0.0
2.0,0,2016,1510,826350168.4195002,881763265.638,841567595.514,-40195670.12400012,837937627.4161401,-21926347.04899562,12005500.453789089,5.1353953031775,2703673.0971132405,2.367368718030291,31029.799695306614,7.632333283422412,0.25107455757345576,5.103707360064813,1.8869614885870267,0.0,0.5845892809605683,0.0,0.0,0.0,17950818.892425075,-3499415.210639277,5742960.7000518385,-12969658.434283897,-7651410.73295202,-952336.1733130376,-296329.8571939156,-3483580.632962192,-18374881.269439,0.0,998309.8160862406,0.0,0.0,0.0,-22535522.90222018,-22593177.97822944,-17602492.145770676,0.0,-40195670.12400012,1.8869614885870267,0.5845892809605683,0.0,-18374881.269439,998309.8160862406,0.0
2.0,0,2017,1510,826350168.4195002,841567595.514,810138006.535,-31429588.979000054,839816632.2616009,1879004.845460645,12206253.536135914,5.0725868137731975,2742536.8679570258,2.580024619456446,31150.807218062033,7.358591103301493,0.2497540416913541,5.293173857251594,2.822909555166073,0.0,0.7244007970772431,0.0,0.0,0.0,6492189.406766392,2830897.6863801973,5816545.021469538,8924262.835743347,-1509954.157922335,-1645697.613261383,-403871.2174183218,-1365088.980626219,-17653051.23825843,0.0,737065.763173633,0.0,0.0,0.0,2223297.5060464176,1821416.8301375494,-33251005.8091376,0.0,-31429588.979000054,2.822909555166073,0.7244007970772431,0.0,-17653051.23825843,737065.763173633,0.0
2.0,0,2018,1510,826350168.4195002,810138006.535,791862410.9180001,-18275595.616999805,835870078.9875801,-3946553.2740209494,12552238.515872099,5.0830545624080115,2777082.236491273,2.8565781383874715,31541.157983082678,7.120908271156966,0.248589866080876,5.57030437518554,3.8127867218689016,0.0,0.8222241187673806,0.43748920357631393,0.0,0.0,9032704.011875903,3382688.532686637,5104859.955104376,10418135.001624018,-3580397.1366463304,-1382252.0196127165,-350729.02018772153,-1780400.4158668506,-18154466.171658456,0.0,701503.4784129254,-7446818.3250809945,0.0,0.0,-4055172.109349208,-4419505.9759497745,-13856089.641050028,0.0,-18275595.616999805,3.8127867218689016,0.8222241187673806,0.43748920357631393,-18154466.171658456,701503.4784129254,-7446818.3250809945
2.0,1,2002,153,47403324.62639998,0.0,47403324.62639998,0.0,42970708.01334511,0.0,2971504.438257216,6.137951596229506,2771357.241272491,1.9582916568025002,35539.922786837924,7.673946508675046,0.3725557625998861,3.544789841812436,0.0,0.0,0.0,0.0,0.3152371509334544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47403324.62639998,47403324.62639998,0.0,0.3152371509334544,0.0,0.0,0.0,0.0
2.0,1,2003,177,47863288.62639998,47403324.62639998,47770157.107599966,-93131.51880002045,46721564.07609737,3356583.856248794,3049517.0613075057,4.909730015467562,2823086.8876495888,2.2241946255570286,34813.61487106105,7.719919108778292,0.35782909902669924,3.5530083720574224,0.0,0.0,0.0,0.0,0.312207736426989,0.0,571837.0283528742,2254962.381746723,433840.9630186106,711619.8185769677,316107.7985039867,15565.95566056118,-227222.18358306336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4076711.76227666,4272315.272518199,-4365446.791318219,459964.0,366832.48119997967,0.0,0.312207736426989,0.0,0.0,0.0,0.0
2.0,1,2004,177,47863288.62639998,47770157.107599966,53224928.55789999,5454771.450300024,50098873.77324898,3377309.697151608,2946446.3399887555,4.459783831929363,2869495.4461912694,2.531069468875018,33836.95058491593,7.763082934991322,0.3454715903001493,3.5530083720574224,0.0,0.0,0.0,0.0,0.312207736426989,0.0,854716.9821419637,885168.5701275527,471498.59421157493,758519.7464145466,455195.4683544266,16209.856704300077,-222720.62918950617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3218588.5887648584,3294735.5479878937,2160035.90231213,0.0,5454771.450300024,0.0,0.312207736426989,0.0,0.0,0.0,0.0
2.0,1,2005,177,47863288.62639998,53224928.55789999,60478554.92299997,7253626.365099977,55084054.45593515,4985180.682686164,3095648.6491473094,4.117437495700738,2922847.9276395617,2.9873375055914635,32978.74871726158,7.781963837636728,0.3344674904410551,3.5530083720574224,0.0,0.0,0.0,0.0,0.312207736426989,0.0,2410539.9055717452,557798.8680640787,596264.1477594537,1126183.4879829295,444665.6354540647,8743.399119365935,-228272.64890978628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4915922.795041853,5081593.84007634,2172032.525023637,0.0,7253626.365099977,0.0,0.312207736426989,0.0,0.0,0.0,0.0
2.0,1,2006,199,48536397.62639998,60478554.92299997,67460493.81599995,6308829.892999992,60214501.690630734,4718880.204514401,3310977.441168482,4.011558442559432,2962132.0480598435,3.2761601631428943,31623.45455427347,7.854607345186048,0.3249492363056791,3.5975451357565276,0.0,0.0,0.0,0.0,0.3078779994144439,0.0,2548091.4778679176,494499.57937628153,775504.5811678257,728049.8341134386,846596.2642133282,49025.15705470676,-276237.2818165843,-32006.837072803948,0.0,0.0,0.0,0.0,0.0,0.0,5133522.7749041105,5259011.8903682185,1049818.0026317732,673108.9999999994,6981938.892999991,0.0,0.3078779994144439,0.0,0.0,0.0,0.0
2.0,1,2007,220,50018654.11539998,67460493.81599995,72892598.37140007,3949848.06640012,64441266.83993361,1700429.5340691602,3688226.7093404722,4.576389089705474,2931856.0723512033,3.474264939062533,31970.40311766233,7.656548000819223,0.32407485694893745,3.9454832073664208,0.0,0.0,0.0,0.0,0.29875432004875113,0.0,3452185.0217582975,-1426010.560845423,240009.9745854309,554695.946597342,-353116.9072509138,-128408.1966972127,-122068.7977108313,-181045.17628076248,0.0,0.0,0.0,0.0,0.0,0.0,2036241.3041559267,2060365.3738082768,1889482.6925918432,1482256.4890000005,5432104.55540012,0.0,0.29875432004875113,0.0,0.0,0.0,0.0
2.0,1,2008,244,54505292.70839998,72892598.37140007,86115341.4492,8736104.48479993,76235554.64423147,8010031.1079111565,3841518.8250500555,4.846930477810829,2897786.7891038675,3.866389435117316,31958.731428916602,7.634978827088846,0.2973462288365151,3.9791499996079307,0.0,0.0,0.0,0.0,0.2741621640295683,0.0,6467315.934484597,-649272.0066836043,50771.39844719203,1060378.6894395242,248543.08018804868,84857.36770771154,-113235.39939691625,9188.267637487175,0.0,0.0,0.0,0.0,0.0,0.0,7158547.331824039,7128180.406832057,1607924.077967873,4486638.5929999985,13222743.07779993,0.0,0.2741621640295683,0.0,0.0,0.0,0.0
2.0,1,2009,244,54505292.70839998,86115341.4492,76169010.00700001,-9946331.442199994,71719157.76001927,-4516396.884212183,3807411.8264963375,5.8078111284412435,2875268.333125976,2.8038533604699687,30662.22195370733,7.962789689046559,0.2930027109566893,4.0474524985350895,0.0,0.0,0.0,0.0,0.2741621640295683,0.0,432102.4377007829,-3293463.293994288,-268542.9191398795,-3595128.3730359534,1161650.176590595,215526.28405116772,-158858.00632434225,-49213.21316880602,0.0,0.0,0.0,0.0,0.0,0.0,-5555926.907320723,-5442789.500752158,-4503541.941447834,0.0,-9946331.442199994,0.0,0.2741621640295683,0.0,0.0,0.0,0.0
2.0,1,2010,291,55205705.70839998,76169010.00700001,72829066.89839998,-4040356.108600042,73729355.33332066,1109499.1709696597,3619642.3269061428,5.934173995696865,2866541.720923862,3.2723321714623066,29907.215736112386,7.971343984258801,0.28799695068171344,4.017879831530346,0.0,0.0,0.0,0.0,0.270683778211828,0.0,-568927.9033964677,-329440.35553522466,75672.27858038114,1547541.5060922047,671451.388079332,27998.10890495593,-71202.04068607028,44821.75139742638,0.0,0.0,0.0,0.0,0.0,0.0,1397914.733436537,1444281.0454620563,-5484637.154062099,700412.9999999998,-3339943.108600042,0.0,0.270683778211828,0.0,0.0,0.0,0.0
2.0,1,2011,291,55205705.70839998,72829066.89839998,76879438.59859999,4050371.700200019,79769505.15233843,6040149.819017764,3879453.6973426123,6.2069721648208205,2881345.7535250094,4.000857266022379,29368.11454089916,8.393858162155253,0.28447420391837575,4.04614968025619,0.0,0.0,0.0,0.0,0.270683778211828,0.0,3372269.1289375257,-302079.3166180169,234918.26232052367,1999398.5109085971,515182.71050982474,239134.59024927553,-122483.91839576546,-52254.06143157719,0.0,0.0,0.0,0.0,0.0,0.0,5884085.906480387,5967809.454655317,-1917437.754455298,0.0,4050371.700200019,0.0,0.270683778211828,0.0,0.0,0.0,0.0
2.0,1,2012,313,56857015.70839998,76879438.59859999,83351590.23140004,4820841.632800052,86522526.69311276,4980171.017403353,4145044.244586202,6.101854289251211,2889262.527231585,4.013623039713898,29020.363715623476,8.410031769751114,0.2823623314513697,4.399859433429975,0.0,0.0,0.0,0.0,0.3417331590642988,0.0,3894598.15368852,289011.639011529,372040.2047015729,35942.907762840514,357671.2941155299,9183.851690266369,-25515.337292215503,-179572.80586751198,0.0,0.0,0.0,0.0,79100.63980648332,0.0,4832460.5476170145,4801119.4771033395,19722.155696712107,1651310.0000000002,6472151.632800052,0.0,0.3417331590642988,0.0,0.0,79100.63980648332,0.0
2.0,1,2013,313,56857015.70839998,83351590.23140004,87337629.02039999,3986038.788999946,91959295.89777201,5436769.204659244,4871149.559588475,6.51222856554581,2933233.4222642174,3.864445023226978,29658.628182256707,8.255992230559258,0.28409709132692723,4.366784266922385,0.0,0.0,0.0,0.0,0.5151927933789247,0.0,6605034.029148807,-1228620.779219079,566525.8068196295,-436982.7146629353,-595706.4922475555,-96463.04056919663,73678.93858432728,-9422.284225035937,0.0,0.0,0.0,0.0,360231.0549535376,0.0,5238274.5185825,5133406.932561636,-1147368.1435616906,0.0,3986038.788999946,0.0,0.5151927933789247,0.0,0.0,360231.0549535376,0.0
2.0,1,2014,337,57473426.70839998,87337629.02039999,86656810.08079997,-1297229.9396000218,93740605.87669487,958930.2002891006,4864320.0168178165,6.426228758927616,2965688.6232304648,3.655197709330808,29597.053017730435,8.23111332858642,0.28149426398974,4.426067256329107,0.0,0.2419434335027682,0.0,0.0,0.5176703469753537,0.0,1481471.1489198895,27695.82445590652,462008.718486911,-650705.909765006,-85073.01287053234,-8068.609486945153,-24112.558587340154,-41984.22097940463,0.0,-86268.80852930831,0.0,0.0,5434.508469081627,0.0,1080397.0801132522,1059768.6614779616,-2356998.601077983,616410.9999999998,-680818.9396000219,0.2419434335027682,0.5176703469753537,0.0,-86268.80852930831,5434.508469081627,0.0
2.0,1,2015,360,58456481.862599984,86656810.08079997,86880456.18659997,-759409.0483999964,89696915.5130118,-4936041.744620753,4859025.311027037,6.639904079133651,2971306.9879519166,2.691196936346553,31054.886790853052,7.9949850565664375,0.28028187465223137,4.562542757872999,0.0,1.2293349929903519,0.0,0.0,0.6489413822433677,0.0,896072.3048779744,-696944.5838288427,521496.50303993083,-3473738.588334605,-1529446.716035149,-147769.39070343616,-27142.320395455507,-122918.14674575692,0.0,-336703.2109037539,0.0,0.0,165806.9754588758,0.0,-4751287.173570219,-4727952.709737772,3968543.661337776,983055.1542000001,223646.10580000374,1.2293349929903519,0.6489413822433677,0.0,-336703.2109037539,165806.9754588758,0.0
2.0,1,2016,406,59638628.862599984,86880456.18659997,86699955.03900002,-1362648.147599942,90927747.23433018,159389.58360424376,4853562.962352583,6.437959295676459,2971242.8465583962,2.3810272356205036,31751.432022064295,7.499684116395913,0.27872970947397485,5.2404432144380255,0.0,2.2247891528339125,0.0,0.0,0.7565748676910965,0.0,1766045.384711166,917408.5428115664,439025.1606504523,-1288455.4402209555,-568857.4500757342,-193460.1741343852,-26968.479006442176,-443152.75872802496,0.0,-369350.30141865555,0.0,0.0,139600.81153736712,0.0,371835.29612635355,355551.97955241153,-1718200.1271523538,1182146.9999999993,-180501.14759994298,2.2247891528339125,0.7565748676910965,0.0,-369350.30141865555,139600.81153736712,0.0
2.0,1,2017,406,59638628.862599984,86699955.03900002,84712149.0852,-1987805.9538000233,92292303.10114443,1364555.866814263,4847605.773898863,6.5848357583113755,2994977.9483049926,2.596510334449773,31539.996488937246,7.391475211025305,0.2776267089988027,5.461092435891075,0.0,3.224789152833913,0.0,0.0,0.7979123647163848,0.0,766743.9696919369,-103388.57288848041,464918.321194207,946545.890736558,112301.25391610569,-158523.6569890751,-44356.76346368259,-214228.91027243866,0.0,-368582.9464092704,0.0,0.0,164391.71869746424,0.0,1565820.304213325,1609444.596540848,-3597250.5503408713,0.0,-1987805.9538000233,3.224789152833913,0.7979123647163848,0.0,-368582.9464092704,164391.71869746424,0.0
2.0,1,2018,406,59638628.862599984,84712149.0852,83454995.48339999,-1257153.6018000196,91832569.45832014,-459733.64282429917,4893426.303745866,6.41922057138463,3019381.740722425,2.88217492945639,31680.000806446213,7.19716632186955,0.2766402727779817,5.79515504166141,0.0,4.224789152833913,0.0,0.0,0.8311890935119483,0.5294250043665992,2203392.2827402405,535076.5262004443,406020.6491033403,1161871.1139895038,-165373.84487799552,-162088.7416470182,-38552.29277258447,-266680.2307489212,0.0,-360132.2917922993,0.0,0.0,39782.90978710306,-3997871.873129528,-644555.7931477146,-643924.5154946265,-613229.0863053933,0.0,-1257153.6018000196,4.224789152833913,0.8311890935119483,0.5294250043665992,-360132.2917922993,39782.90978710306,-3997871.873129528
3.0,0,2002,2500,131868854.2626,0.0,131868854.2626,0.0,120838343.64194492,0.0,2156900.1783198225,3.165128488703948,595443.3301863067,1.9342282689281098,33936.48842136792,6.4364895074417285,0.21213854899226492,3.3701601969846946,0.0,0.0,0.022092305262610083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131868854.2626,131868854.2626,0.0,0.022092305262610083,0.0,0.0,0.0,0.0
3.0,0,2003,2985,149780727.203,131868854.2626,155958259.0489,6177531.845900006,149619030.55005342,11714515.903673794,2054149.0142477336,2.8842539451434686,590401.8256639879,2.1859828516798503,32778.88651398294,6.464156626390226,0.1950887217234661,3.3205063141052005,0.0,0.0,0.019450346098611068,0.0,0.0,0.0,11356781.46333481,1770842.5216878229,2001417.186896742,1909489.082283548,1336359.9922584088,109933.52966846585,-564631.3890665085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17920192.38706329,19546331.40530182,-13368799.55940182,17911872.940399997,24089404.786300007,0.0,0.019450346098611068,0.0,0.0,0.0,0.0
3.0,0,2004,3509,187174412.25069997,155958259.0489,183377253.29609993,-9974690.800500015,184544870.13821387,1009179.5999795239,2084600.309057576,3.115817444621248,606113.8225242898,2.5065236089250393,30723.94287647116,6.746310006739554,0.192786367028382,3.217306257139472,0.0,0.0,0.01556455793272622,0.0,0.0,0.0,-3876229.9452232285,-3226552.0456199995,2735067.7824148983,2617145.2302536247,2111551.807661191,109630.68035722396,-590818.3999097851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-120204.8900660743,707674.03322901,-10682364.833729027,37393685.047699995,27418994.247199975,0.0,0.01556455793272622,0.0,0.0,0.0,0.0
3.0,0,2005,3771,195504560.22969997,183377253.29609993,203845440.47750005,12138039.20240001,209854995.68999416,16754149.75225434,2038477.843850606,2.8025437129079456,619836.2636670765,2.9755129038644124,29639.32971337506,6.845981486604428,0.17961960388456777,3.2334633039467406,0.0,0.0,0.014901376108962135,0.0,0.0,0.0,3453913.7386040175,1199184.865647781,3433816.4133311743,4055376.2179321754,2541070.02965152,223318.0191857173,-618172.62903694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14288506.655315438,15511155.957348114,-3373116.754948096,8330147.978999997,20468187.181400005,0.0,0.014901376108962135,0.0,0.0,0.0,0.0
3.0,0,2006,4293,212114908.8764,203845440.47750005,237844128.6459,17388339.521700017,247100198.65634125,18701944.38616579,2001110.7810475812,2.758018874410539,618634.958214444,3.2589211661902797,27953.605816605497,6.988661125485047,0.1646121016780784,3.591501410969842,0.0,0.0,0.013734475329584595,0.0,0.0,0.0,6381972.282062462,-396255.78193974117,4152464.040890211,2456287.7745617344,4145917.0895578205,233921.9821284384,-697088.7018666295,-524377.4667567477,0.0,0.0,0.0,0.0,0.0,0.0,15752841.218637558,17027925.46258982,360414.0591101949,16610348.646699997,33998688.168400005,0.0,0.013734475329584595,0.0,0.0,0.0,0.0
3.0,0,2007,4554,222641117.4767,237844128.6459,259236389.5921,10866052.345899977,267959129.96783346,9323418.015752658,2042548.899271406,2.7346988815194537,616972.4356012727,3.4362857785736316,28172.561460389694,7.110312092708458,0.15965834244184046,3.6637038141661975,0.0,0.0,0.013085125586943226,0.0,0.0,0.0,6665848.770635808,-342843.5871457499,1503315.8257679052,1711431.6394439458,-842495.4610715848,85663.67864465217,-212816.4590782234,-115774.00999629736,0.0,0.0,0.0,0.0,0.0,0.0,8452330.397200456,8553187.612619078,2312864.7332808976,10526208.600300001,21392260.946199976,0.0,0.013085125586943226,0.0,0.0,0.0,0.0
3.0,0,2008,4554,222641117.4767,259236389.5921,277583870.4560999,18347480.864000015,275322186.19413567,7363056.226302187,2067321.9809135841,2.672281539832173,619723.291069772,3.858092174820315,28310.590988137337,7.084277913198831,0.15841064343415098,3.7392643547115463,0.0,0.0,0.013085125586943226,0.0,0.0,0.0,1993554.2172678933,698439.4618509088,579985.1108107434,4106010.759145052,-432631.5200752923,23743.71719236648,-118187.64550143074,-96770.85229314404,0.0,0.0,0.0,0.0,0.0,0.0,6754143.248397094,6866722.634068184,11480758.22993183,0.0,18347480.864000015,0.0,0.013085125586943226,0.0,0.0,0.0,0.0
3.0,0,2009,4651,225673267.4767,277583870.4560999,274774015.0833,-5842005.372800026,272440893.2800664,-5509905.200364222,2089274.1581377569,2.896518229418917,613297.6573299873,2.791474985738966,26906.129248422472,7.23771191883223,0.15811029956758446,3.6906955278239733,0.0,0.0,0.012909313608891611,0.0,0.0,0.0,5671506.511752754,-3173683.689509497,-557505.1752703898,-11664514.183560688,4916276.931928015,264901.1628705486,-179852.5273013493,43305.75134748533,0.0,0.0,0.0,0.0,0.0,0.0,-4679565.217743124,-4883310.475969811,-958694.8968302144,3032149.999999999,-2809855.372800029,0.0,0.012909313608891611,0.0,0.0,0.0,0.0
3.0,0,2010,4651,225673267.4767,274774015.0833,278629975.0076,4678060.4779000105,279463334.6531917,7946133.391345879,2060340.057651226,2.832143865239317,619952.5383415065,3.2369549569189453,26805.78863276452,7.354803579564671,0.1545422780064406,3.89893067390924,0.0,0.0,0.03021500977604275,0.0,0.0,0.0,863441.6332610364,710536.4101655697,1447384.565723325,5469905.100411356,41517.45040669667,410078.2312320837,-308338.0521426017,-365979.38244650455,0.0,0.0,31957.202846999757,0.0,0.0,0.0,8300503.159457965,8292904.239771125,-3614843.7618711116,0.0,4678060.477900012,0.0,0.03021500977604275,0.0,0.0,31957.202846999757,0.0
3.0,0,2011,4682,226315700.4767,278629975.0076,297115860.6866,16854344.67900004,292168668.7238353,10977119.291223343,2041563.6272323348,2.737105355212648,623461.2472318349,3.993309344236805,26659.087578243405,7.527387965208845,0.15364653153941957,3.891451819739084,0.0,0.0,0.03012923967995765,0.0,0.0,0.0,-18604.036218255475,1235640.7288794608,859696.2217143442,7911416.558212676,528032.0019573647,295633.31558033574,-104639.19366782524,-41457.68894697063,0.0,0.0,0.0,0.0,0.0,0.0,10665717.907511132,10769413.86544023,6084930.813559802,642432.9999999995,17496777.679000042,0.0,0.03012923967995765,0.0,0.0,0.0,0.0
3.0,0,2012,4781,229393201.0067,297115860.6866,301331489.6386999,1138128.422099899,291240675.376011,-3939489.690052926,1997687.007760129,2.969871172392158,625843.2221668516,4.002172404430103,26303.15089546386,7.33573766979568,0.15165440053123497,3.8683631819398276,0.0,0.0,0.04159326841915131,0.0,0.0,0.0,-2561981.3082648525,-4003921.508770971,1174200.93164225,102396.1790465108,1394735.617128008,-268797.904275408,-86511.8656760139,-12980.37533362959,0.0,0.0,20747.923831673972,0.0,0.0,0.0,-4242112.310672436,-3923888.788970801,5062017.211070697,3077500.5299999984,4215628.952099898,0.0,0.04159326841915131,0.0,0.0,20747.923831673972,0.0
3.0,0,2013,4815,230432530.76070002,301331489.6386999,298829110.7415001,-2512436.6511999005,287845845.43566287,-3461599.236581373,1986334.846301869,3.1568052341334303,634205.4106547683,3.8366762208166687,26293.65074453411,7.440025889286326,0.14984545192741872,3.8050289025695485,0.0,0.0,0.04140566851174489,0.0,0.0,0.0,51147.90830409352,-4340845.086039666,1973943.9776130705,-1595811.8161645504,-27395.359903926645,305179.26570901193,-116386.84787187439,222794.0128517155,0.0,0.0,0.0,0.0,0.0,0.0,-3527373.945502125,-3510920.010479011,998483.3592791107,1039329.7539999997,-1473106.8971999022,0.0,0.04140566851174489,0.0,0.0,0.0,0.0
