CLUSTER_APTA4,RAIL_FLAG,Year,CLUSTER_APTA,UPT_ADJ_first_year,UPT_ADJ_base,UPT_ADJ,UPT_ADJ_diff,fitted_exp,fitted_exp_diff,VRM_ADJ,FARE_per_UPT_2018,POP_EMP,GAS_PRICE_2018,TOTAL_MED_INC_INDIV_2018,PCT_HH_NO_VEH,TSD_POP_PCT,JTW_HOME_PCT,YEARS_SINCE_TNC_BUS,YEARS_SINCE_TNC_RAIL,BIKE_SHARE_BUS,scooter_flag_BUS,BIKE_SHARE_RAIL,scooter_flag_RAIL,VRM_ADJ_log_FAC,FARE_per_UPT_2018_log_FAC,POP_EMP_log_FAC,GAS_PRICE_2018_log_FAC,TOTAL_MED_INC_INDIV_2018_log_FAC,PCT_HH_NO_VEH_FAC,TSD_POP_PCT_FAC,JTW_HOME_PCT_FAC,YEARS_SINCE_TNC_BUS_FAC,YEARS_SINCE_TNC_RAIL_FAC,BIKE_SHARE_BUS_FAC,scooter_flag_BUS_FAC,BIKE_SHARE_RAIL_FAC,scooter_flag_RAIL_FAC,FAC_Sum,Known_FAC,Unknown_FAC,New_Reporter_FAC,Total_Change,YEARS_SINCE_TNC,BIKE_SHARE,scooter_flag,YEARS_SINCE_TNC_FAC,BIKE_SHARE_FAC,scooter_flag_FAC
1.0,0,2014,190,2013178760.8600004,2076740891.8499997,2061718570.8300004,-15022321.019999355,2039956654.9241276,-40341904.47921668,49458518.1396273,6.472115311344461,8103771.535130708,3.7153922734186255,34750.031401472195,9.974253178182218,0.40951246305783345,5.161546133659321,2.2228729629942694,0.0,0.5796847464412305,0.0,0.0,0.0,2658494.9740097844,1645210.2075310228,15105519.790802727,-15527899.018010367,-6199944.614448914,-679116.5421881857,130381.3916247742,-3267274.5514174295,-39832022.955958374,0.0,5522742.030089963,0.0,0.0,0.0,-40443909.28796501,-40563439.79775638,25541118.77775702,0.0,-15022321.019999355,2.2228729629942694,0.5796847464412305,0.0,-39832022.955958374,5522742.030089963,0.0
1.0,0,2015,190,2013178760.8600004,2061718570.8300004,2028750453.35,-32968117.48000024,1926062483.4703062,-113894171.45382148,50242962.925946176,6.5602909180003,8199520.41514397,2.771575060081699,35912.66047217593,9.890442096469322,0.4098311864841794,5.261411174574574,3.2228729629942694,0.0,0.9028514691181957,0.0,0.0,0.0,22644519.123505827,-6560344.004337827,13617792.282451045,-79149036.54188938,-22615419.256672624,-1130588.0470211164,289244.55244826886,-1516904.7764818305,-46789066.08949782,0.0,4737491.893974423,0.0,0.0,0.0,-116472310.86352104,-115439315.17759687,82471197.69759661,0.0,-32968117.48000024,3.2228729629942694,0.9028514691181957,0.0,-46789066.08949782,4737491.893974423,0.0
1.0,0,2016,190,2013178760.8600004,2028750453.35,1944704725.5400004,-84045727.81000009,1850888575.321097,-75173908.1492094,50984288.70073396,6.6745261939832154,8274566.404891103,2.4542058726349874,36720.050214901254,9.766253508320451,0.4108293499260672,5.774906414689464,4.222872962994269,0.0,0.9784155423528125,0.0,0.0,0.0,15653935.59016822,-7657987.674634134,10843782.653179737,-30280335.32793242,-14919682.980994906,-1803340.6093524168,684450.8151551246,-8043724.043372536,-46040880.83791082,0.0,1129580.830868932,0.0,0.0,0.0,-80434201.5848252,-79703199.16806327,-4342528.641936826,0.0,-84045727.81000009,4.222872962994269,0.9784155423528125,0.0,-46040880.83791082,1129580.830868932,0.0
1.0,0,2017,190,2013178760.8600004,1944704725.5400004,1875434228.5500002,-69270496.99000001,1851578498.4653637,689923.1442676187,51597740.10636012,6.508453678981882,8368256.508188257,2.673715294315169,37322.80902562757,9.611354486885721,0.4111968764068905,5.932886329904313,5.222872962994269,0.0,0.9784155423528125,0.0,0.0,0.0,13700270.796587285,13112793.16775528,12354176.447745569,20895784.854489498,-11323784.9167169,-2272946.157597817,248944.97498578313,-2460580.3571935715,-44133529.77230978,0.0,0.0,0.0,0.0,0.0,121129.03774534026,-498721.1747966767,-68771775.81520334,0.0,-69270496.99000001,5.222872962994269,0.9784155423528125,0.0,-44133529.77230978,0.0,0.0
1.0,0,2018,190,2013178760.8600004,1875434228.5500002,1832287979.439999,-43146249.11000061,1816093385.1304004,-35485113.33496378,51844708.978907496,6.360988729063362,8450026.555313362,2.960367169473158,38078.52588135349,9.469671158887486,0.4117154655138881,6.1797450763441715,6.222872962994269,0.0,1.0,0.6681905491022347,0.0,0.0,8791623.35288625,10921198.677393852,10257400.50070101,24405406.768796746,-13080750.710790228,-2013390.9667438401,333806.8488638349,-3639601.591520105,-42561490.839560255,0.0,218652.70411101653,-29317543.73178588,0.0,0.0,-35684688.98764759,-36367211.415195465,-6779037.694805145,0.0,-43146249.11000061,6.222872962994269,1.0,0.6681905491022347,-42561490.839560255,218652.70411101653,-29317543.73178588
1.0,1,2002,140,1217256111.0269995,0.0,1217256111.0269995,0.0,1121700071.154212,0.0,51709194.242488354,8.245308533153285,7883600.67785414,1.9476440272464843,44227.1729743358,11.201513906046785,0.4630056339666462,3.8907260148106575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1217256111.0269995,1217256111.0269995,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1,2003,140,1217256111.0269995,1217256111.0269995,1210060392.486,-7195718.540999226,1199376292.319871,77676221.165659,55598614.740301445,8.175849748222955,8024107.4338277485,2.2185508441321966,43194.72716824962,11.119747420435216,0.44649507431630164,3.8907260148106575,0.0,0.0,0.0,0.0,0.0,0.0,48498314.361544535,3970333.2150106737,11447146.316691952,18591511.491119955,10133490.121615157,-727422.2726912478,-7271044.508581065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84642328.72470996,85928990.69574906,-93124709.2367483,0.0,-7195718.540999226,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1,2004,160,1227890805.0269995,1210060392.486,1282836170.9450004,62141084.4590003,1244841004.8681943,33034716.365222998,55327215.286452435,7.827627909542238,8185864.939654864,2.5417662904281766,41753.52037937158,11.00470105773031,0.4302129558479468,3.8852567834442717,0.0,0.0,0.0,0.0,0.0,0.0,-5734385.922709602,5598238.214839533,13709604.85016699,20391227.554143094,13789156.234124336,-724644.8247838274,-6945210.575299853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40083985.53048067,40742299.6847816,21398784.774218693,10634694.000000007,72775778.4590003,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1,2005,160,1227890805.0269995,1282836170.9450004,1322277913.872999,39441742.927998275,1326345860.900368,81504856.03217372,55965721.1008957,8.050768320394711,8369098.900407975,3.0048688735247255,40537.842549262365,10.91495554127975,0.4159144159957052,3.8852567834442717,0.0,0.0,0.0,0.0,0.0,0.0,81605084.71619062,-5411792.2581219105,14866242.30332692,27647945.382641096,13403217.766874516,-810785.9518410468,-6553559.085201707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124746352.87386847,128451517.75829886,-89009774.83030058,0.0,39441742.92799828,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1,2006,160,1227890805.0269995,1322277913.872999,1377657405.0040002,55379491.13100163,1396702630.6275196,70356769.72715159,57738393.457128294,8.13576903814893,8617121.287061851,3.2960163323690304,38719.180455514805,10.851854398106617,0.3997976355127647,4.160439415004143,0.0,0.0,0.0,0.0,0.0,0.0,33267600.294669155,-9011370.1350911,19608419.358723488,16204338.951763213,21349787.084559962,-610101.6713906269,-7732677.364896426,-2864061.9436153853,0.0,0.0,0.0,0.0,0.0,0.0,70211934.57472229,70876355.30006298,-15496864.169061352,0.0,55379491.13100163,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1,2007,170,1255767486.8669994,1377657405.0040002,1428449159.2100003,22915072.3659997,1474331146.3490067,49751833.88148666,60389128.29425131,8.680251846861589,8583533.399338214,3.4588577687659527,39241.034904148204,10.710266321567037,0.39403871264336987,4.3604782834695595,0.0,0.0,0.0,0.0,0.0,0.0,58406333.5701669,-6800238.05949891,5901551.229306339,8894504.178285202,-6373061.56648494,-1380349.9421158966,-2736880.110522193,-2339950.45849202,0.0,0.0,0.0,0.0,0.0,0.0,53571908.84064448,53238692.193294756,-30323619.82729506,27876681.84,50791754.2059997,0.0,0.0,0.0,0.0,0.0,0.0
1.0,1,2008,160,1227890805.0269995,1400572477.3700001,1467305277.13,66732799.760000214,1491947543.2912254,45493078.782219164,63078686.641071014,8.856756387376455,8738391.631121123,3.893186165943909,39214.24488738898,10.854086803941957,0.3870228111557286,4.474270669076306,0.0,0.0,0.0,0.0,0.2012902380147437,0.0,25002131.314837575,-10126265.67857916,5102642.060888213,22789700.88786978,88674.5320220294,1488903.3532455459,-3786121.3543777466,-965865.531491633,0.0,0.0,0.0,0.0,5205851.086608952,0.0,44799650.67102355,45009792.59454172,21723007.16545849,0.0,66732799.760000214,0.0,0.2012902380147437,0.0,0.0,5205851.086608952,0.0
1.0,1,2009,170,1239239146.0269995,1467305277.13,1444866088.8600004,-33787529.27000001,1436044052.7999213,-70648313.5561427,62519891.31718057,9.447003546227922,8687663.868787937,2.831723787294495,37563.45159423497,10.958087885909496,0.37797129278514124,4.629830935691321,0.0,0.0,0.0,0.0,0.19944692127617392,0.0,2940036.1297653723,-27451404.5904367,-851787.102054361,-61132860.039120935,22231215.472151246,1438697.349458978,-4836039.2706850795,-1802259.2336674016,0.0,0.0,0.0,0.0,0.0,0.0,-69464401.28458889,-69563065.33617996,35775536.06617995,11348341.000000006,-22439188.270000003,0.0,0.19944692127617392,0.0,0.0,0.0,0.0
1.0,1,2010,170,1239239146.0269995,1444866088.8600004,1441831082.962,-3035005.898000255,1470937387.0819278,34893334.28200641,62353486.251985826,9.425877631124457,8698075.46102453,3.289346864893389,36677.58540972301,11.239936905720054,0.37288342764411275,4.868579397776907,0.0,0.0,0.0,0.0,0.2102294407784338,0.0,-3770935.9129281417,-3130982.018168721,2496163.727048883,28574655.885404725,12426131.125799986,3027187.3205307443,-2841726.6256397394,-2622087.572745629,0.0,0.0,0.0,0.0,543814.5461631992,0.0,34702220.47546532,34962203.072864056,-37997208.970864326,0.0,-3035005.898000257,0.0,0.2102294407784338,0.0,0.0,543814.5461631992,0.0
1.0,1,2011,160,1017271327.6269995,1204497030.5619996,1242931036.1000009,38434005.53800097,1246906682.312036,38365837.617957115,64898685.583123386,8.207026888031898,9190133.561861334,4.031046545318691,36115.35484981999,11.110254755280936,0.4450604495830056,4.863249612083427,0.0,0.16131409024355203,0.0,0.0,0.2561013424685119,0.0,251941.01833584066,-7757082.850216057,6707009.131483063,33777179.191299394,5159052.127340325,3239909.998395072,-3800547.733905015,983012.06285447,0.0,-785748.0801116317,0.0,0.0,0.0,0.0,37774724.86547545,37900433.52139351,533572.0166074606,0.0,38434005.53800097,0.16131409024355203,0.2561013424685119,0.0,-785748.0801116317,0.0,0.0
1.0,1,2012,160,1017271327.6269995,1242931036.1000009,1251588185.69,8657149.589999434,1270859715.2614045,23953032.949368387,66891540.139171585,8.250009921461428,9297712.608643958,4.052743369700874,35778.01768218583,11.038191520678573,0.4450929736134058,4.991074080074604,0.0,0.8152825528157419,0.0,0.0,0.2636665679801286,0.0,20509580.17721209,-3337378.0726346048,8079407.387223605,927015.0842743728,3811115.4040968977,-678355.2487257781,15955.474743451661,-1237893.8445319277,0.0,-3336235.6316708745,0.0,0.0,197576.62580653065,0.0,24950787.355793767,25122000.016735796,-16464850.426736362,0.0,8657149.589999434,0.8152825528157419,0.2636665679801286,0.0,-3336235.6316708745,197576.62580653065,0.0
1.0,1,2013,160,1017271327.6269995,1251588185.69,1254206265.9300008,2618080.2400007807,1268325939.379514,-2533775.8818901367,68515710.06831095,8.694781310783151,9392447.140193187,3.8959732478462232,35970.39503652246,10.667274896335652,0.4449338264671626,4.973430231958519,0.0,1.7423083014199339,0.0,0.0,0.2636665679801286,0.0,23773577.34960875,-15505625.964970753,7266538.958180107,-6839938.969013721,-2762958.2587634306,-3400144.802790089,-79368.06677870365,152979.63253326173,0.0,-4818513.408276454,0.0,0.0,0.0,0.0,-2213453.530271032,-2685155.3422330813,5303235.582233862,0.0,2618080.2400007807,1.7423083014199339,0.2636665679801286,0.0,-4818513.408276454,0.0,0.0
1.0,1,2014,160,1017271327.6269995,1254206265.9300008,1298539921.4600008,44333655.52999975,1309932671.9334683,41606732.5539538,70921346.17758696,8.562974327011034,9497141.495643415,3.6870695387838364,36021.49185015378,10.597581574272786,0.44533024560074114,5.17877559380626,0.0,2.6795803952979225,0.0,0.0,0.5646882999248639,0.0,36887929.2731871,6880929.109767966,8000809.5006821845,-9459124.884410905,-1371341.90491679,-700144.0530097851,143259.22525193376,-1932326.70271232,0.0,-4914945.210238761,0.0,0.0,7095730.962560887,0.0,40630775.31616151,40748039.0711139,3585616.4588858522,0.0,44333655.52999975,2.6795803952979225,0.5646882999248639,0.0,-4914945.210238761,7095730.962560887,0.0
1.0,1,2015,160,1017271327.6269995,1298539921.4600008,1302950550.3799999,4410628.919999246,1265862310.755786,-44070361.17768225,72071310.51288195,9.059131806888985,9593265.905414753,2.7167033697458316,37040.78550001243,10.599464653853882,0.4463524441593682,5.215334022794968,0.0,3.6795803952979225,0.0,0.0,0.9680017422068389,0.0,23608718.06468464,-14864319.689384252,7777986.419860244,-50926215.87168691,-12914567.251758412,-85240.66475523286,416242.94898852764,-439366.2312472812,0.0,-5520414.284718986,0.0,0.0,9421906.744993601,0.0,-43525269.81502406,-44064337.11458361,48474966.03458286,0.0,4410628.919999246,3.6795803952979225,0.9680017422068389,0.0,-5520414.284718986,9421906.744993601,0.0
1.0,1,2016,160,1017271327.6269995,1302950550.3799999,1264766434.854999,-38184115.52500067,1239319035.2395363,-26543275.516249467,72054007.24609345,9.222467745699355,9667404.949346242,2.418228169819062,37782.848638962576,10.537362698709142,0.4476871114280095,5.802177114858496,0.0,4.679580395297922,0.0,0.0,0.993229066267829,0.0,9929497.783576692,-4001061.432002432,6008061.092997845,-18930903.927716233,-8656534.527205259,-849971.0456026312,613791.763273737,-5866845.3982225,0.0,-5539164.9588354835,0.0,0.0,781587.9388529311,0.0,-26511542.710883334,-26671269.779262844,-11512845.745737825,0.0,-38184115.52500067,4.679580395297922,0.993229066267829,0.0,-5539164.9588354835,781587.9388529311,0.0
1.0,1,2017,160,1017271327.6269995,1264766434.854999,1238946473.182,-25819961.672999196,1278421763.5323806,39102728.29284438,74314250.31800142,8.667570390220794,9764700.91137152,2.631044511535273,38528.169128000576,10.373927382884947,0.44811452159693743,5.966545278804832,0.0,5.679580395297923,0.0,0.0,0.993229066267829,0.0,21556312.074346837,13088176.51590952,7213140.147434404,13389451.813212162,-7911478.9085761625,-1188712.8269161016,213934.74261209686,-1554735.4815036124,0.0,-5376834.842286913,0.0,0.0,0.0,0.0,39429253.23423223,39565864.599849835,-65385826.27284903,0.0,-25819961.672999196,5.679580395297923,0.993229066267829,0.0,-5376834.842286913,0.0,0.0
1.0,1,2018,160,1017271327.6269995,1238946473.182,1225133304.0680003,-13813169.113999818,1236991724.6828463,-41430038.849534556,75283245.51005842,8.23815942516428,9839916.814694235,2.8959165340037747,39374.38395364201,10.238862718894545,0.4487594759232212,6.236532174780463,0.0,6.679580395297923,0.0,0.0,1.0,0.5958786995805928,8469677.219832623,10727361.58578447,5489944.325254625,15540949.660810787,-8795507.160339821,-1074513.5798177044,292812.87798425,-2549846.9749800507,0.0,-5267067.8009392265,0.0,0.0,158537.76163789295,-62067345.01792507,-39074997.10269722,-40584377.5151806,26771208.401180793,0.0,-13813169.113999818,6.679580395297923,1.0,0.5958786995805928,-5267067.8009392265,158537.76163789295,-62067345.01792507
2.0,0,2002,1276,778178956.7415001,0.0,778178956.7415001,0.0,712365298.6548461,0.0,12727869.810324244,4.19299984192111,2360879.0733763105,1.9349443095108503,35488.82490629664,8.12945810910103,0.3359312705900004,3.4324315209080285,0.0,0.0,0.04219972760187169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,778178956.7415001,778178956.7415001,0.0,0.04219972760187169,0.0,0.0,0.0,0.0
2.0,0,2003,1300,783080343.7415001,778178956.7415001,775775981.4899999,-7304362.251499938,747752977.9671363,30764789.032770254,12846032.358158652,4.172897069866718,2391571.2883840967,2.1941785423661875,34721.00756059793,7.956560911560479,0.3222188249415979,3.4253435060199915,0.0,0.0,0.041935594811508055,0.0,0.0,0.0,49363606.3926627,-3291134.1740095923,8465595.333915506,11451347.42570837,5054827.432991139,-744006.177987441,-3996797.649658122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66303438.58362258,65651180.990149096,-72955543.24164899,4901387.0,-2402975.2514999527,0.0,0.041935594811508055,0.0,0.0,0.0,0.0
2.0,0,2004,1369,799608006.1015002,775775981.4899999,806099666.7919997,13796022.941999694,780380726.9854865,17601352.653796673,12308344.978881283,4.079630402273497,2403051.2267199224,2.516748374324751,33716.06149260375,7.784919488758944,0.30898594144900643,3.4393804061858684,0.0,0.0,0.04106879839798842,0.0,0.0,0.0,-11817341.702906806,3719454.0075499574,8985388.281811131,12865373.73290613,7569313.771689854,-725571.9784767104,-3477577.0007792874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17119039.11179427,17244940.149772085,-3448917.207772388,16527662.36,30323685.301999696,0.0,0.04106879839798842,0.0,0.0,0.0,0.0
2.0,0,2005,1416,812489855.2045001,806099666.7919997,823961656.7449999,4980140.850000303,833373622.8282886,39291342.62898676,11972479.917692477,4.17394964799209,2426942.6422281973,2.9724391444845546,32770.704374948305,7.638980138999625,0.29735105525895095,3.430080068743133,0.0,0.0,0.04041766157404462,0.0,0.0,0.0,45691193.953546725,-2993029.758786084,9561757.06915213,17179220.234894127,7345982.45869609,-775439.9623063839,-3133851.755350844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72875832.23984578,75985019.52116665,-71004878.67116632,12881849.103000015,17861989.953000333,0.0,0.04041766157404462,0.0,0.0,0.0,0.0
2.0,0,2006,1416,812489855.2045001,823961656.7449999,853419670.0710002,29458013.326000296,872174842.6336892,38801219.8054006,11684220.012826689,4.08840883280533,2476206.7172630476,3.2634547694423803,31382.698289028758,7.382114260073155,0.2890789575418586,3.5968373254469084,0.0,0.0,0.04041766157404462,0.0,0.0,0.0,-6542145.955900565,8791692.731618851,11252100.724174457,10044788.447747624,12409042.54154673,-796350.627889543,-3347832.1684226617,-1162479.1051920913,0.0,0.0,0.0,0.0,0.0,0.0,30648816.58768281,33730797.304793276,-4272783.9787929915,0.0,29458013.326000296,0.0,0.04041766157404462,0.0,0.0,0.0,0.0
