,NTD_ID,4 digit NTDID,Legacy NTD ID,Agency_x,HQ City,HQ State,UZA Name,UZA,UZA Area SQ Miles,UZA Population,MODE,SERVICE_ID,RailBus,Service Area SQ Miles,Service Area Population,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
5114,80006,8006,8006,0,Denver,CO,"Denver-Aurora, CO",18,668,"2,374,203",LR,DO,Rail,"2,342","2,920,000",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36797116.0,37548705.0,43808216.0,38157473.0
5121,80006,8006,8006,0,Denver,CO,"Denver-Aurora, CO",18,668,"2,374,203",MB,DO,Bus,"2,342","2,920,000",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53850903.0,55371737.0,55885329.0,52639973.0
5128,80006,8006,8006,0,Denver,CO,"Denver-Aurora, CO",18,668,"2,374,203",MB,PT,Bus,"2,342","2,920,000",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25559691.0,23866948.0,25868654.0,24558726.0
5135,80006,0,0,0,Denver,CO,"Denver-Aurora, CO",18,668,"2,374,203",CR,PT,Rail,"2,342","2,920,000",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5666705.0,20273722.0
5142,80007,8007,8007,0,Pueblo,CO,"Pueblo, CO",236,74,"136,550",DR,PT,DemandResponse,39,"108,249",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99247.0,116773.0,120792.0,206760.0
5144,80007,8007,8007,0,Pueblo,CO,"Pueblo, CO",236,74,"136,550",MB,DO,Bus,39,"108,249",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,581574.0,499117.0,440359.0,666808.0
5146,80008,8008,8008,0,Grand Forks,ND,"Grand Forks, ND-MN",440,24,"61,270",DR,PT,DemandResponse,26,"61,298",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157631.0,161442.0,145951.0,170656.0
5148,80008,8008,8008,0,Grand Forks,ND,"Grand Forks, ND-MN",440,24,"61,270",MB,DO,Bus,26,"61,298",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,238360.0,6209.0,316118.0,197308.0
5150,80009,8009,8009,0,Missoula,MT,"Missoula, MT",348,45,"82,157",DR,DO,DemandResponse,70,"72,087",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88374.0,30294.0,0.0,0.0
5152,80009,8009,8009,0,Missoula,MT,"Missoula, MT",348,45,"82,157",MB,DO,Bus,70,"72,087",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,246052.0,237760.0,0.0,0.0
5154,80010,8010,8010,0,Greeley,CO,"Greeley, CO",264,41,"117,825",DR,DO,DemandResponse,33,"119,069",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48281.0,48697.0,60190.0,54413.0
5156,80010,8010,8010,0,Greeley,CO,"Greeley, CO",264,41,"117,825",MB,DO,Bus,33,"119,069",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,381046.0,429507.0,423854.0,362140.0
5158,80011,8011,8011,0,Fort Collins,CO,"Fort Collins, CO",141,110,"264,465",DT,PT,DemandResponse,54,"143,986",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88535.0,80845.0,99082.0,71558.0
5165,80011,8011,8011,0,Fort Collins,CO,"Fort Collins, CO",141,110,"264,465",MB,DO,Bus,54,"143,986",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1255957.0,1725529.0,1994179.0,1891551.0
5172,80011,8011,8011,0,Fort Collins,CO,"Fort Collins, CO",141,110,"264,465",MB,PT,Bus,54,"143,986",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21152.0,15960.0,55106.0,1913.0
5179,80011,8011,8011,0,Fort Collins,CO,"Fort Collins, CO",141,110,"264,465",RB,DO,Bus,54,"143,986",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234263.0,500960.0,527226.0,518375.0
5186,80011,0,0,0,Fort Collins,CO,"Fort Collins, CO",141,110,"264,465",DR,PT,DemandResponse,54,"143,986",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19982.0
5193,80012,8012,8012,0,Great Falls,MT,"Great Falls, MT",422,31,"65,207",DR,DO,DemandResponse,20,"64,010",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59000.0,68386.0,65534.0,63195.0
5196,80012,8012,8012,0,Great Falls,MT,"Great Falls, MT",422,31,"65,207",MB,DO,Bus,20,"64,010",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,237839.0,233614.0,220635.0,222101.0
5199,80013,8013,8013,0,Casper,WY,"Casper, WY",424,30,"64,548",DR,PT,DemandResponse,93,"57,561",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63768.0,64542.0,56455.0,57101.0
5203,80013,8013,8013,0,Casper,WY,"Casper, WY",424,30,"64,548",MB,PT,Bus,93,"57,561",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61322.0,57268.0,69027.0,65166.0
5207,80014,8014,8014,0,Rapid City,SD,"Rapid City, SD",352,42,"81,251",DR,DO,DemandResponse,42,"67,956",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176674.0,192552.0,207756.0,203037.0
5209,80014,8014,8014,0,Rapid City,SD,"Rapid City, SD",352,42,"81,251",MB,DO,Bus,42,"67,956",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251235.0,229542.0,226710.0,174897.0
5211,80016,8016,8016,0,Grand Junction,CO,"Grand Junction, CO",251,79,"128,124",DR,PT,DemandResponse,66,"101,846",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83463.0,42537.0,42373.0,80520.0
5213,80016,8016,8016,0,Grand Junction,CO,"Grand Junction, CO",251,79,"128,124",MB,PT,Bus,66,"101,846",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,403300.0,469133.0,414166.0,347560.0
5215,80019,8019,8019,0,Bismarck,ND,"Bismarck, ND",349,39,"81,955",DR,PT,DemandResponse,137,"94,719",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201960.0,412473.0,422903.0,443872.0
5217,80019,8019,0,0,Bismarck,ND,"Bismarck, ND",349,39,"81,955",DT,PT,DemandResponse,137,"94,719",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176032.0,0.0,0.0,0.0
5219,80019,8019,8019,0,Bismarck,ND,"Bismarck, ND",349,39,"81,955",MB,PT,Bus,137,"94,719",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63352.0,70346.0,75321.0,66516.0
5221,80020,8020,8020,0,Cheyenne,WY,"Cheyenne, WY",377,35,"73,588",DR,DO,DemandResponse,18,"59,466",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49705.0,51284.0,50315.0,59758.0
5223,80020,8020,8020,0,Cheyenne,WY,"Cheyenne, WY",377,35,"73,588",MB,DO,Bus,18,"59,466",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96485.0,95242.0,85672.0,116002.0
5225,80025,8025,8025,0,Loveland,CO,"Fort Collins, CO",141,110,"264,465",DR,DO,DemandResponse,26,"66,859",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15646.0,16896.0,17035.0,14249.0
5227,80025,8025,8025,0,Loveland,CO,"Fort Collins, CO",141,110,"264,465",MB,DO,Bus,26,"66,859",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72835.0,69313.0,32814.0,79429.0
5229,80028,8028,8028,0,Logan,UT,"Logan, UT",311,44,"94,983",DR,DO,DemandResponse,33,"95,500",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5233,80028,8028,8028,0,Logan,UT,"Logan, UT",311,44,"94,983",MB,DO,Bus,33,"95,500",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5237,80106,8106,8106,0,Fort Collins,CO,"Fort Collins, CO",141,110,"264,465",VP,DO,DemandResponse,56,"143,986",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,909348.0,759230.0,610341.0,590151.0
5238,80107,8107,8107,0,Missoula,MT,"Missoula, MT",348,45,"82,157",MB,DO,Bus,10,"40,948",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,812634.0,671930.0,553005.0,951261.0
5239,80109,8109,8109,0,Denver,CO,"Denver-Aurora, CO",18,668,"2,374,203",VP,DO,DemandResponse,668,"2,803,394",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,843631.0,986916.0,932247.0,852356.0
5240,90001,9001,9001,0,Reno,NV,"Reno, NV-CA",94,164,"392,141",CB,PT,Bus,136,"313,150",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81173.0,88941.0,88450.0,85527.0
5246,90001,9001,9001,0,Reno,NV,"Reno, NV-CA",94,164,"392,141",DR,PT,DemandResponse,136,"313,150",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,597550.0,602190.0,573353.0,340862.0
5252,90001,9001,9001,0,Reno,NV,"Reno, NV-CA",94,164,"392,141",DT,PT,DemandResponse,136,"313,150",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38871.0,48354.0,65127.0,72396.0
5258,90001,9001,9001,0,Reno,NV,"Reno, NV-CA",94,164,"392,141",MB,PT,Bus,136,"313,150",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6094797.0,5888961.0,5820162.0,5631340.0
5264,90001,9001,9001,0,Reno,NV,"Reno, NV-CA",94,164,"392,141",VP,PT,DemandResponse,136,"313,150",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,628026.0,874278.0,743600.0,1035012.0
5270,90002,9002,9002,0,Honolulu,HI,"Urban Honolulu, HI",54,170,"802,459",DR,PT,DemandResponse,277,"953,207",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1687195.0,1646006.0,1716757.0,1803200.0
5277,90002,9002,9002,0,Honolulu,HI,"Urban Honolulu, HI",54,170,"802,459",DT,PT,DemandResponse,277,"953,207",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180400.0,194208.0,235664.0,260190.0
5284,90002,9002,9002,0,Honolulu,HI,"Urban Honolulu, HI",54,170,"802,459",MB,PT,Bus,277,"953,207",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54976149.0,55064804.0,53216236.0,51441589.0
5291,90002,0,0,0,Honolulu,HI,"Urban Honolulu, HI",54,170,"802,459",VP,PT,DemandResponse,277,"953,207",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,535.0
5298,90003,9003,9003,0,Oakland,CA,"San Francisco-Oakland, CA",13,524,"3,281,212",DR,PT,DemandResponse,93,"833,762",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,859684.0,866615.0,861459.0
5301,90003,9003,9003,0,Oakland,CA,"San Francisco-Oakland, CA",13,524,"3,281,212",HR,DO,Rail,93,"833,762",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,415742134.0,459041781.0,482050036.0,479276684.0
5304,90003,0,9003,0,Oakland,CA,"San Francisco-Oakland, CA",13,524,"3,281,212",MG,PT,Rail,93,"833,762",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3732554.0,6666416.0,5536442.0
5307,90003,0,0,0,Oakland,CA,"San Francisco-Oakland, CA",13,524,"3,281,212",MB,PT,Bus,93,"833,762",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5310,90004,9004,9004,0,Bakersfield,CA,"Bakersfield, CA",79,138,"523,994",DR,DO,DemandResponse,111,"495,019",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,128334.0,122459.0,158102.0,164644.0
5312,90004,9004,9004,0,Bakersfield,CA,"Bakersfield, CA",79,138,"523,994",MB,DO,Bus,111,"495,019",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4586294.0,4070003.0,4694269.0,4329747.0
5314,90006,9006,9006,0,Santa Cruz,CA,"Santa Cruz, CA",204,58,"163,703",CB,DO,Bus,446,"274,146",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500202.0,1547791.0,1816162.0,1644388.0
5319,90006,9006,9006,0,Santa Cruz,CA,"Santa Cruz, CA",204,58,"163,703",DR,DO,DemandResponse,446,"274,146",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,313146.0,316962.0,322797.0,290282.0
5324,90006,9006,9006,0,Santa Cruz,CA,"Santa Cruz, CA",204,58,"163,703",DT,PT,DemandResponse,446,"274,146",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14352.0,12088.0,4971.0,8224.0
5329,90006,9006,9006,0,Santa Cruz,CA,"Santa Cruz, CA",204,58,"163,703",MB,DO,Bus,446,"274,146",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7186359.0,7407454.0,7368090.0,7274012.0
5334,90007,9007,9007,0,Modesto,CA,"Modesto, CA",105,92,"358,172",DR,PT,DemandResponse,59,"253,607",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,262879.0,281087.0,300443.0,294639.0
5337,90007,9007,9007,0,Modesto,CA,"Modesto, CA",105,92,"358,172",MB,PT,Bus,59,"253,607",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2505735.0,2774118.0,2598624.0,2460410.0
5340,90007,0,9007,0,Modesto,CA,"Modesto, CA",105,92,"358,172",DT,PT,DemandResponse,59,"253,607",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24442.0,26125.0,22177.0
5343,90008,9008,9008,0,Santa Monica,CA,"Los Angeles-Long Beach-Anaheim, CA",2,"1,736","12,150,996",DR,PT,DemandResponse,59,"855,918",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9336.0
5345,90008,9008,9008,0,Santa Monica,CA,"Los Angeles-Long Beach-Anaheim, CA",2,"1,736","12,150,996",MB,DO,Bus,59,"855,918",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13676384.0,13361718.0,12841034.0,11809016.0
5347,90009,9009,9009,0,San Carlos,CA,"San Francisco-Oakland, CA",13,524,"3,281,212",DR,PT,DemandResponse,97,"737,100",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,697451.0,676169.0,563593.0,675036.0
5351,90009,9009,9009,0,San Carlos,CA,"San Francisco-Oakland, CA",13,524,"3,281,212",DT,PT,DemandResponse,97,"737,100",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141157.0,129410.0,215218.0,240767.0
5355,90009,9009,9009,0,San Carlos,CA,"San Francisco-Oakland, CA",13,524,"3,281,212",MB,DO,Bus,97,"737,100",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13481100.0,13785968.0,12904798.0,12275039.0
5359,90009,9009,9009,0,San Carlos,CA,"San Francisco-Oakland, CA",13,524,"3,281,212",MB,PT,Bus,97,"737,100",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6057599.0,4224877.0,4394423.0,3849491.0
5363,90010,9010,9010,0,Torrance,CA,"Los Angeles-Long Beach-Anaheim, CA",2,"1,736","12,150,996",DT,PT,DemandResponse,103,"606,847",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,229128.0,113998.0,105592.0,103720.0
5367,90010,9010,9010,0,Torrance,CA,"Los Angeles-Long Beach-Anaheim, CA",2,"1,736","12,150,996",MB,DO,Bus,103,"606,847",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2994308.0,3048793.0,2840289.0,2539780.0
5371,90012,9012,9012,0,Stockton,CA,"Stockton, CA",102,93,"370,583",CB,PT,Bus,"1,426","729,753",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1042283.0,1009114.0,823649.0,770980.0
5378,90012,9012,9012,0,Stockton,CA,"Stockton, CA",102,93,"370,583",DR,PT,DemandResponse,"1,426","729,753",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1013.0,1073.0,182.0,0.0
5385,90012,9012,9012,0,Stockton,CA,"Stockton, CA",102,93,"370,583",DT,PT,DemandResponse,"1,426","729,753",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170654.0,180309.0,200414.0,185824.0
5392,90012,9012,9012,0,Stockton,CA,"Stockton, CA",102,93,"370,583",MB,DO,Bus,"1,426","729,753",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3044495.0,2881734.0,2697927.0,2424815.0
5399,90012,9012,9012,0,Stockton,CA,"Stockton, CA",102,93,"370,583",MB,PT,Bus,"1,426","729,753",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,369283.0,339473.0,331604.0,306343.0
5406,90013,9013,9013,0,San Jose,CA,"San Jose, CA",29,286,"1,664,496",DR,PT,DemandResponse,346,"1,938,180",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2938827.0,3246240.0,2766591.0,1497803.0
5411,90013,9013,9013,0,San Jose,CA,"San Jose, CA",29,286,"1,664,496",LR,DO,Rail,346,"1,938,180",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9677654.0,10053619.0,9408722.0,8062916.0
5416,90013,9013,9013,0,San Jose,CA,"San Jose, CA",29,286,"1,664,496",MB,DO,Bus,346,"1,938,180",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28694233.0,29054218.0,28254567.0,25655427.0
5421,90013,9013,9013,0,San Jose,CA,"San Jose, CA",29,286,"1,664,496",MB,PT,Bus,346,"1,938,180",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5426,90013,0,0,0,San Jose,CA,"San Jose, CA",29,286,"1,664,496",DT,PT,DemandResponse,346,"1,938,180",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,308357.0
5431,90014,9014,9014,0,Oakland,CA,"San Francisco-Oakland, CA",13,524,"3,281,212",CB,DO,Bus,364,"1,425,275",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7785518.0,7401181.0,7274317.0,6301032.0
5435,90014,9014,9014,0,Oakland,CA,"San Francisco-Oakland, CA",13,524,"3,281,212",DR,PT,DemandResponse,364,"1,425,275",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2681669.0,2773174.0,2795532.0,2778899.0
5439,90014,9014,9014,0,Oakland,CA,"San Francisco-Oakland, CA",13,524,"3,281,212",MB,DO,Bus,364,"1,425,275",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56617708.0,59233610.0,63518206.0,67618637.0
5443,90014,9014,9014,0,Oakland,CA,"San Francisco-Oakland, CA",13,524,"3,281,212",MB,PT,Bus,364,"1,425,275",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,621508.0,540099.0,694848.0,649095.0
5447,90015,9015,9015,0,San Francisco,CA,"San Francisco-Oakland, CA",13,524,"3,281,212",CC,DO,Rail,49,"874,228",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28097115.0,28439128.0,29151263.0,27016038.0
5454,90015,9015,9015,0,San Francisco,CA,"San Francisco-Oakland, CA",13,524,"3,281,212",DR,PT,DemandResponse,49,"874,228",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,823643.0,1078481.0,1087094.0,1091770.0
5461,90015,9015,9015,0,San Francisco,CA,"San Francisco-Oakland, CA",13,524,"3,281,212",DT,PT,DemandResponse,49,"874,228",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,315857.0,269620.0,0.0,0.0
5468,90015,9015,9015,0,San Francisco,CA,"San Francisco-Oakland, CA",13,524,"3,281,212",LR,DO,Rail,49,"874,228",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39560296.0,42700971.0,40546185.0,39220045.0
5475,90015,9015,9015,0,San Francisco,CA,"San Francisco-Oakland, CA",13,524,"3,281,212",MB,DO,Bus,49,"874,228",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81928792.0,82663946.0,79223774.0,82908312.0
5482,90015,9015,9015,0,San Francisco,CA,"San Francisco-Oakland, CA",13,524,"3,281,212",SR,DO,Rail,49,"874,228",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7222752.0,6836021.0,5799460.0,5746779.0
5489,90015,9015,9015,0,San Francisco,CA,"San Francisco-Oakland, CA",13,524,"3,281,212",TB,DO,Bus,49,"874,228",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54875296.0,52687848.0,50655640.0,40995246.0
5496,90016,9016,9016,0,San Francisco,CA,"San Francisco-Oakland, CA",13,524,"3,281,212",DR,PT,DemandResponse,145,"887,386",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84022.0,82523.0,152906.0,157514.0
5500,90016,9016,9016,0,San Francisco,CA,"San Francisco-Oakland, CA",13,524,"3,281,212",FB,DO,Other,145,"887,386",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17167680.0,18391914.0,19694939.0,20320630.0
5504,90016,9016,9016,0,San Francisco,CA,"San Francisco-Oakland, CA",13,524,"3,281,212",MB,DO,Bus,145,"887,386",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17157663.0,2456663.0,16530973.0,15028292.0
5508,90017,9017,9017,0,Santa Rosa,CA,"Santa Rosa, CA",123,98,"308,231",DR,PT,DemandResponse,51,"174,972",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125431.0,144263.0,145898.0,136952.0
5511,90017,9017,9017,0,Santa Rosa,CA,"Santa Rosa, CA",123,98,"308,231",MB,DO,Bus,51,"174,972",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1922282.0,1866944.0,1732863.0,1542666.0
5514,90017,9017,9017,0,Santa Rosa,CA,"Santa Rosa, CA",123,98,"308,231",MB,PT,Bus,51,"174,972",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69241.0,71184.0,67348.0,67348.0
5517,90019,9019,9019,0,Sacramento,CA,"Sacramento, CA",28,471,"1,723,634",DR,DO,DemandResponse,226,"1,031,946",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8725.0,10438.0,10989.0,12058.0
5521,90019,9019,9019,0,Sacramento,CA,"Sacramento, CA",28,471,"1,723,634",DR,PT,DemandResponse,226,"1,031,946",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1110668.0,1058407.0,1263312.0
5525,90019,9019,9019,0,Sacramento,CA,"Sacramento, CA",28,471,"1,723,634",LR,DO,Rail,226,"1,031,946",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14050569.0,13291685.0,13403337.0,14802798.0
5529,90019,9019,9019,0,Sacramento,CA,"Sacramento, CA",28,471,"1,723,634",MB,DO,Bus,226,"1,031,946",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15097626.0,15093979.0,14641478.0,15672242.0
5533,90019,0,0,0,Sacramento,CA,"Sacramento, CA",28,471,"1,723,634",DT,PT,DemandResponse,226,"1,031,946",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163121.0,66692.0
5537,90020,9020,9020,0,Santa Barbara,CA,"Santa Barbara, CA",184,56,"195,861",CB,DO,Bus,52,"199,668",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163799.0,134681.0,0.0,0.0
5541,90020,9020,9020,0,Santa Barbara,CA,"Santa Barbara, CA",184,56,"195,861",MB,DO,Bus,52,"199,668",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7963966.0,8140469.0,7562307.0,7205297.0
5545,90022,9022,9022,0,Norwalk,CA,"Los Angeles-Long Beach-Anaheim, CA",2,"1,736","12,150,996",DR,PT,DemandResponse,37,"637,365",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16484.0,17140.0,30115.0,24903.0
5550,90022,9022,9022,0,Norwalk,CA,"Los Angeles-Long Beach-Anaheim, CA",2,"1,736","12,150,996",DT,PT,DemandResponse,37,"637,365",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3218.0,2582.0,0.0,0.0
5555,90022,9022,9022,0,Norwalk,CA,"Los Angeles-Long Beach-Anaheim, CA",2,"1,736","12,150,996",MB,DO,Bus,37,"637,365",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1406182.0,1309730.0,1302455.0,1358912.0
5560,90023,9023,9023,0,Long Beach,CA,"Los Angeles-Long Beach-Anaheim, CA",2,"1,736","12,150,996",DT,PT,DemandResponse,98,"796,609",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89233.0,95846.0,0.0,0.0
5564,90023,9023,9023,0,Long Beach,CA,"Los Angeles-Long Beach-Anaheim, CA",2,"1,736","12,150,996",MB,DO,Bus,98,"796,609",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17683150.0,17235303.0,16642304.0,15302352.0
5568,90023,0,0,0,Long Beach,CA,"Los Angeles-Long Beach-Anaheim, CA",2,"1,736","12,150,996",DR,PT,DemandResponse,98,"796,609",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87062.0,71086.0
5572,90024,9024,9024,0,La Mirada,CA,"Los Angeles-Long Beach-Anaheim, CA",2,"1,736","12,150,996",DR,PT,DemandResponse,8,"49,527",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36926.0,35088.0,40235.0,34973.0
5574,90026,9026,9026,0,San Diego,CA,"San Diego, CA",15,732,"2,956,746",CB,PT,Bus,720,"2,462,707",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1267506.0,1251705.0,1242792.0,1196656.0
5579,90026,9026,9026,0,San Diego,CA,"San Diego, CA",15,732,"2,956,746",DR,PT,DemandResponse,720,"2,462,707",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2093488.0,2437551.0,2493058.0,2878169.0
5584,90026,9026,9026,0,San Diego,CA,"San Diego, CA",15,732,"2,956,746",LR,DO,Rail,720,"2,462,707",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40187908.0,41140175.0,41113382.0,38968409.0
5589,90026,9026,9026,0,San Diego,CA,"San Diego, CA",15,732,"2,956,746",MB,DO,Bus,720,"2,462,707",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27781183.0,27156322.0,26169280.0,24863742.0
5594,90026,9026,9026,0,San Diego,CA,"San Diego, CA",15,732,"2,956,746",MB,PT,Bus,720,"2,462,707",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22664474.0,25628961.0,26895378.0,25372479.0
5599,90027,9027,9027,0,Fresno,CA,"Fresno, CA",63,171,"654,628",DR,PT,DemandResponse,133,"515,609",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,278091.0,298822.0,257075.0,259414.0
