,NTD_ID,4 digit NTDID,Legacy NTD ID,Agency_x,HQ City,HQ State,UZA Name,UZA,UZA Area SQ Miles,UZA Population,MODE,SERVICE_ID,RailBus,Service Area SQ Miles,Service Area Population,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
1338,20189,2189,2189,0,New York,NY,"New York-Newark, NY-NJ-CT",1,"3,450","18,351,295",FB,DO,Other,70,"2,131,266",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9632823.0,11376158.0,9430196.0,10305236.0
1339,20190,2190,2190,0,Weehawken,NJ,"New York-Newark, NY-NJ-CT",1,"3,450","18,351,295",FB,DO,Other,776,"3,658,455",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37785895.0,40819683.0,37859906.0,37740298.0
1341,20190,2190,2190,0,Weehawken,NJ,"New York-Newark, NY-NJ-CT",1,"3,450","18,351,295",MB,DO,Bus,776,"3,658,455",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1370473.0,1363400.0,1317242.0,1401048.0
1343,20192,2192,2192,0,Lodi,NJ,"New York-Newark, NY-NJ-CT",1,"3,450","18,351,295",DR,DO,DemandResponse,247,"905,116",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1345,20192,2192,2192,0,Lodi,NJ,"New York-Newark, NY-NJ-CT",1,"3,450","18,351,295",MB,DO,Bus,247,"905,116",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1347,20193,2193,2193,0,Bridgeton,NJ,"Vineland, NJ",310,62,"95,259",DR,DO,DemandResponse,484,"156,898",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1348,20195,2195,2195,0,West Deptford,NJ,"Philadelphia, PA-NJ-DE-MD",5,"1,981","5,441,567",DR,DO,DemandResponse,329,"290,265",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1350,20195,2195,2195,0,West Deptford,NJ,"Philadelphia, PA-NJ-DE-MD",5,"1,981","5,441,567",DR,PT,DemandResponse,329,"290,265",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1352,20195,2195,2195,0,West Deptford,NJ,"Philadelphia, PA-NJ-DE-MD",5,"1,981","5,441,567",MB,DO,Bus,329,"290,265",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1354,20196,2196,2196,0,New Brunswick,NJ,"New York-Newark, NY-NJ-CT",1,"3,450","18,351,295",DR,DO,DemandResponse,310,"805,001",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95206.0,171159.0,135417.0,131472.0
1357,20196,2196,2196,0,New Brunswick,NJ,"New York-Newark, NY-NJ-CT",1,"3,450","18,351,295",MB,DO,Bus,310,"805,001",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,139498.0,92762.0,91182.0,69529.0
1360,20197,2197,2197,0,Wood Ridge,NJ,"New York-Newark, NY-NJ-CT",1,"3,450","18,351,295",DR,DO,DemandResponse,"1,167","4,103,469",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43994.0,98577.0,131485.0,141190.0
1364,20197,2197,2197,0,Wood Ridge,NJ,"New York-Newark, NY-NJ-CT",1,"3,450","18,351,295",MB,DO,Bus,"1,167","4,103,469",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,725544.0,60018.0,56261.0,53413.0
1368,20198,2198,0,0,Cedar Knolls,NJ,"New York-Newark, NY-NJ-CT",1,"3,450","18,351,295",MB,PT,Bus,112,"53,945",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1369,20199,2199,2199,0,Northfield,NJ,"Atlantic City, NJ",150,125,"248,402",DR,DO,DemandResponse,567,"274,219",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1372,20200,2200,0,0,Camden,NJ,"Atlantic City, NJ",150,125,"248,402",DR,DO,DemandResponse,"1,898","1,525,228",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16616.0,0.0,0.0,0.0
1374,20200,2200,2200,0,Camden,NJ,"Atlantic City, NJ",150,125,"248,402",MB,DO,Bus,"1,898","1,525,228",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22728.0,31072.0,35048.0
1376,20201,2201,2201,0,Bridgeton,NJ,"Philadelphia, PA-NJ-DE-MD",5,"1,981","5,441,567",MB,DO,Bus,678,"156,898",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1377,20202,2202,2202,0,East Orange,NJ,"New York-Newark, NY-NJ-CT",1,"3,450","18,351,295",DR,PT,DemandResponse,126,"797,434",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1378,20202,2202,2202,0,East Orange,NJ,"New York-Newark, NY-NJ-CT",1,"3,450","18,351,295",MB,PT,Bus,126,"797,434",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1379,20203,2203,2203,0,Cape May Court House,NJ,"Villas, NJ",489,34,"51,291",DR,DO,DemandResponse,251,"94,727",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1381,20203,2203,2203,0,Cape May Court House,NJ,"Villas, NJ",489,34,"51,291",MB,DO,Bus,251,"94,727",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1383,20204,2204,2204,0,Audubon,NJ,"Philadelphia, PA-NJ-DE-MD",5,"1,981","5,441,567",DR,DO,DemandResponse,222,"508,932",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13341.0,22189.0,12020.0,11094.0
1384,20206,2206,2206,0,Garden City,NY,"New York-Newark, NY-NJ-CT",1,"3,450","18,351,295",DR,PT,DemandResponse,285,"1,339,532",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1113539.0,1200495.0,1215080.0,1212679.0
1386,20206,2206,2206,0,Garden City,NY,"New York-Newark, NY-NJ-CT",1,"3,450","18,351,295",MB,PT,Bus,285,"1,339,532",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44595702.0,45054332.0,44831859.0,43112212.0
1388,20212,2212,2212,0,Flemington,NJ,"New York-Newark, NY-NJ-CT",1,"3,450","18,351,295",DR,PT,DemandResponse,438,"126,250",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,309382.0,305643.0,302935.0,287370.0
1390,20212,2212,2212,0,Flemington,NJ,"New York-Newark, NY-NJ-CT",1,"3,450","18,351,295",MB,PT,Bus,438,"126,250",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13540.0,14445.0,11837.0,11629.0
1392,20217,2217,2217,0,Southampton,NY,"New York-Newark, NY-NJ-CT",1,"3,450","18,351,295",CB,DO,Bus,"1,215","9,908,805",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23004057.0,23033797.0,23590330.0,23484741.0
1393,30001,3001,3001,0,Charleston,WV,"Charleston, WV",214,98,"153,199",DR,DO,DemandResponse,902,"191,275",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49439.0,51563.0,60383.0,55525.0
1395,30001,3001,3001,0,Charleston,WV,"Charleston, WV",214,98,"153,199",MB,DO,Bus,902,"191,275",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2004733.0,1935009.0,1965112.0,1845722.0
1397,30002,3002,3002,0,Huntington,WV,"Huntington, WV-KY-OH",178,130,"202,637",DR,DO,DemandResponse,92,"144,339",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109208.0,129492.0,145139.0,135365.0
1399,30002,3002,3002,0,Huntington,WV,"Huntington, WV-KY-OH",178,130,"202,637",MB,DO,Bus,92,"144,339",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,754833.0,762417.0,745824.0,970989.0
1401,30003,3003,3003,0,Parkersburg,WV,"Parkersburg, WV-OH",411,42,"67,229",DR,DO,DemandResponse,14,"39,587",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,840.0,17545.0,11220.0,9955.0
1403,30003,3003,3003,0,Parkersburg,WV,"Parkersburg, WV-OH",411,42,"67,229",MB,DO,Bus,14,"39,587",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179863.0,316636.0,243782.0,216294.0
1405,30006,3006,3006,0,Richmond,VA,"Richmond, VA",45,492,"953,556",DR,PT,DemandResponse,227,"449,572",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,718585.0,833965.0,812593.0,736227.0
1410,30006,3006,3006,0,Richmond,VA,"Richmond, VA",45,492,"953,556",MB,DO,Bus,227,"449,572",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9308477.0,8520715.0,8042014.0,7534918.0
1415,30006,3006,3006,0,Richmond,VA,"Richmond, VA",45,492,"953,556",VP,PT,DemandResponse,227,"449,572",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1632976.0,1495051.0,1467000.0,1399887.0
1420,30007,3007,3007,0,Roanoke,VA,"Roanoke, VA",172,124,"210,111",CB,DO,Bus,43,"97,032",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35875.0,53208.0,61026.0,62796.0
1423,30007,3007,3007,0,Roanoke,VA,"Roanoke, VA",172,124,"210,111",DR,PT,DemandResponse,43,"97,032",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186828.0,193406.0,193302.0,202845.0
1426,30007,3007,3007,0,Roanoke,VA,"Roanoke, VA",172,124,"210,111",MB,DO,Bus,43,"97,032",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2072414.0,2015768.0,1887026.0,1777929.0
1429,30008,3008,3008,0,Lynchburg,VA,"Lynchburg, VA",271,89,"116,636",DR,DO,DemandResponse,72,"80,846",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64800.0,68155.0,67888.0,62463.0
1431,30008,3008,3008,0,Lynchburg,VA,"Lynchburg, VA",271,89,"116,636",MB,DO,Bus,72,"80,846",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1046195.0,922862.0,2114827.0,3015087.0
1433,30009,3009,3009,0,Petersburg,VA,"Richmond, VA",45,492,"953,556",DR,DO,DemandResponse,7,"72,422",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10928.0,11291.0,13070.0,18570.0
1435,30009,3009,3009,0,Petersburg,VA,"Richmond, VA",45,492,"953,556",MB,DO,Bus,7,"72,422",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,488218.0,469684.0,470652.0,406507.0
1437,30010,3010,3010,0,Allentown,PA,"Allentown, PA-NJ",61,346,"664,651",DR,PT,DemandResponse,230,"485,712",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,780097.0,657311.0,913399.0,1172903.0
1440,30010,3010,3010,0,Allentown,PA,"Allentown, PA-NJ",61,346,"664,651",MB,DO,Bus,230,"485,712",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4591781.0,4763068.0,4843106.0,4502765.0
1443,30011,3011,3011,0,Altoona,PA,"Altoona, PA",359,37,"79,930",DR,DO,DemandResponse,25,"69,608",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,764.0,1084.0,750.0,716.0
1447,30011,3011,3011,0,Altoona,PA,"Altoona, PA",359,37,"79,930",DR,PT,DemandResponse,25,"69,608",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36594.0,39438.0,39821.0,37966.0
1451,30011,3011,3011,0,Altoona,PA,"Altoona, PA",359,37,"79,930",MB,DO,Bus,25,"69,608",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,707688.0,694684.0,695284.0,684311.0
1455,30012,3012,3012,0,Johnstown,PA,"Johnstown, PA",400,39,"69,014",DR,DO,DemandResponse,60,"80,508",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,758357.0,734469.0,925223.0,1102959.0
1459,30012,3012,3012,0,Johnstown,PA,"Johnstown, PA",400,39,"69,014",IP,DO,Rail,60,"80,508",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112895.0,68527.0,101659.0,104344.0
1463,30012,3012,3012,0,Johnstown,PA,"Johnstown, PA",400,39,"69,014",MB,DO,Bus,60,"80,508",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,780524.0,819173.0,816219.0,809895.0
1467,30013,3013,3013,0,Erie,PA,"Erie, PA",183,82,"196,611",DR,DO,DemandResponse,77,"189,872",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3738973.0,3843121.0,3569666.0,3306632.0
1469,30013,3013,3013,0,Erie,PA,"Erie, PA",183,82,"196,611",MB,DO,Bus,77,"189,872",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2792335.0,2885883.0,2899788.0,2947165.0
1471,30014,3014,3014,0,Harrisburg,PA,"Harrisburg, PA",86,260,"444,474",DR,DO,DemandResponse,137,"511,009",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121364.0,126913.0,123469.0,130657.0
1476,30014,3014,3014,0,Harrisburg,PA,"Harrisburg, PA",86,260,"444,474",DR,PT,DemandResponse,137,"511,009",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61903.0,69342.0,74392.0,77645.0
1481,30014,3014,3014,0,Harrisburg,PA,"Harrisburg, PA",86,260,"444,474",MB,DO,Bus,137,"511,009",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3206537.0,3134918.0,2956067.0,2709456.0
1486,30014,3014,3014,0,Harrisburg,PA,"Harrisburg, PA",86,260,"444,474",MB,PT,Bus,137,"511,009",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122637.0,125806.0,129180.0,131842.0
1491,30015,3015,3015,0,Kingston,PA,"Scranton, PA",99,171,"381,502",DR,DO,DemandResponse,56,"295,020",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,166397.0,768939.0,685359.0,735731.0
1494,30015,3015,3015,0,Kingston,PA,"Scranton, PA",99,171,"381,502",MB,DO,Bus,56,"295,020",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1122807.0,1099203.0,1157080.0,1189256.0
1497,30018,3018,3018,0,Lancaster,PA,"Lancaster, PA",91,248,"402,004",DR,PT,DemandResponse,952,"420,920",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,284478.0,291734.0,286140.0,0.0
1499,30018,3018,3018,0,Lancaster,PA,"Lancaster, PA",91,248,"402,004",MB,DO,Bus,952,"420,920",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2415975.0,2476580.0,2430687.0,0.0
1501,30019,3019,3019,0,Philadelphia,PA,"Philadelphia, PA-NJ-DE-MD",5,"1,981","5,441,567",CR,DO,Rail,839,"3,829,571",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148939089.0,151498528.0,151908278.0,136979155.0
1509,30019,3019,3019,0,Philadelphia,PA,"Philadelphia, PA-NJ-DE-MD",5,"1,981","5,441,567",DR,PT,DemandResponse,839,"3,829,571",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5886831.0,6289535.0,6128073.0,5883824.0
1517,30019,3019,3019,0,Philadelphia,PA,"Philadelphia, PA-NJ-DE-MD",5,"1,981","5,441,567",HR,DO,Rail,839,"3,829,571",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103850277.0,107075638.0,107112684.0,101684198.0
1525,30019,3019,3019,0,Philadelphia,PA,"Philadelphia, PA-NJ-DE-MD",5,"1,981","5,441,567",MB,DO,Bus,839,"3,829,571",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179059963.0,180086911.0,174306296.0,170604460.0
1533,30019,3019,0,0,Philadelphia,PA,"Philadelphia, PA-NJ-DE-MD",5,"1,981","5,441,567",MB,PT,Bus,839,"3,829,571",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110081.0,0.0,0.0,84576.0
1541,30019,3019,3019,0,Philadelphia,PA,"Philadelphia, PA-NJ-DE-MD",5,"1,981","5,441,567",SR,DO,Rail,839,"3,829,571",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33025852.0,30286035.0,29109234.0,25710304.0
1549,30019,3019,3019,0,Philadelphia,PA,"Philadelphia, PA-NJ-DE-MD",5,"1,981","5,441,567",TB,DO,Bus,839,"3,829,571",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5778951.0,6390829.0,6563604.0,5906220.0
1557,30022,3022,3022,0,Pittsburgh,PA,"Pittsburgh, PA",27,905,"1,733,853",DR,PT,DemandResponse,775,"1,415,244",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11049483.0,10726569.0,10351491.0,10816149.0
1562,30022,3022,3022,0,Pittsburgh,PA,"Pittsburgh, PA",27,905,"1,733,853",IP,DO,Rail,775,"1,415,244",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1028345.0,1142597.0,722781.0,836482.0
1567,30022,3022,3022,0,Pittsburgh,PA,"Pittsburgh, PA",27,905,"1,733,853",LR,DO,Rail,775,"1,415,244",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11385832.0,11589838.0,11946415.0,9210530.0
1572,30022,3022,3022,0,Pittsburgh,PA,"Pittsburgh, PA",27,905,"1,733,853",MB,DO,Bus,775,"1,415,244",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76601226.0,78979864.0,78845791.0,78982204.0
1577,30023,3023,3023,0,Rochester,PA,"Pittsburgh, PA",27,905,"1,733,853",DR,DO,DemandResponse,440,"170,539",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,893006.0,743318.0,800066.0,801171.0
1579,30023,3023,3023,0,Rochester,PA,"Pittsburgh, PA",27,905,"1,733,853",MB,DO,Bus,440,"170,539",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1406683.0,1457503.0,1434933.0,1485836.0
1581,30024,3024,3024,0,Reading,PA,"Reading, PA",140,104,"266,254",DR,DO,DemandResponse,864,"411,442",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,431268.0,563278.0,174294.0,0.0
1584,30024,3024,3024,0,Reading,PA,"Reading, PA",140,104,"266,254",DR,PT,DemandResponse,864,"411,442",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180040.0,162912.0,107303.0,0.0
1587,30024,3024,3024,0,Reading,PA,"Reading, PA",140,104,"266,254",MB,DO,Bus,864,"411,442",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2903140.0,2894435.0,2880188.0,0.0
1590,30025,3025,3025,0,Scranton,PA,"Scranton, PA",99,171,"381,502",DR,DO,DemandResponse,170,"260,348",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43341.0,32680.0,51073.0,50194.0
1594,30025,3025,3025,0,Scranton,PA,"Scranton, PA",99,171,"381,502",DR,PT,DemandResponse,170,"260,348",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1145.0,2618.0,3003.0,7442.0
1598,30025,3025,3025,0,Scranton,PA,"Scranton, PA",99,171,"381,502",MB,DO,Bus,170,"260,348",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1273266.0,1211580.0,1176511.0,1165769.0
1602,30025,3025,3025,0,Scranton,PA,"Scranton, PA",99,171,"381,502",MB,PT,Bus,170,"260,348",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15226.0,13503.0,30218.0,30644.0
1606,30026,3026,3026,0,Williamsport,PA,"Williamsport, PA",462,27,"56,142",DR,DO,DemandResponse,92,"69,764",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,784.0,69.0,72.0,776.0
1609,30026,3026,3026,0,Williamsport,PA,"Williamsport, PA",462,27,"56,142",DR,PT,DemandResponse,92,"69,764",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2272.0,2304.0,2032.0,1400.0
1612,30026,3026,3026,0,Williamsport,PA,"Williamsport, PA",462,27,"56,142",MB,DO,Bus,92,"69,764",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,731033.0,754314.0,776515.0,796059.0
1615,30027,3027,3027,0,York,PA,"York, PA",158,132,"232,045",CB,DO,Bus,911,"381,751",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,340212.0,329339.0,289816.0,268963.0
1623,30027,3027,3027,0,York,PA,"York, PA",158,132,"232,045",DR,DO,DemandResponse,911,"381,751",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5151502.0,5473149.0,8362640.0,12577124.0
1631,30027,3027,3027,0,York,PA,"York, PA",158,132,"232,045",DR,PT,DemandResponse,911,"381,751",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6431.0,9559.0,4609.0,6048.0
1639,30027,3027,3027,0,York,PA,"York, PA",158,132,"232,045",DT,PT,DemandResponse,911,"381,751",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4953.0,4337.0,20615.0,37515.0
1647,30027,3027,3027,0,York,PA,"York, PA",158,132,"232,045",MB,DO,Bus,911,"381,751",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1438429.0,1370575.0,1524490.0,1537598.0
1655,30030,3030,3030,0,Washington,DC,"Washington, DC-VA-MD",8,"1,322","4,586,770",DR,PT,DemandResponse,950,"3,719,567",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6895898.0,8459772.0,8571127.0,8870258.0
1660,30030,3030,3030,0,Washington,DC,"Washington, DC-VA-MD",8,"1,322","4,586,770",DT,PT,DemandResponse,950,"3,719,567",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,646432.0,584822.0,585277.0,790217.0
1665,30030,3030,3030,0,Washington,DC,"Washington, DC-VA-MD",8,"1,322","4,586,770",HR,DO,Rail,950,"3,719,567",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,593323968.0,626964769.0,574350853.0,521845597.0
1670,30030,3030,3030,0,Washington,DC,"Washington, DC-VA-MD",8,"1,322","4,586,770",MB,DO,Bus,950,"3,719,567",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141421406.0,145691180.0,141053043.0,129035457.0
1675,30030,3030,3030,0,Washington,DC,"Washington, DC-VA-MD",8,"1,322","4,586,770",MB,PT,Bus,950,"3,719,567",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3969794.0,829819.0,0.0,0.0
1680,30034,3034,3034,0,Baltimore,MD,"Baltimore, MD",19,717,"2,203,663",CB,PT,Bus,"2,560","7,811,145",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16390883.0,15180521.0,18285360.0,19930945.0
1689,30034,3034,3034,0,Baltimore,MD,"Baltimore, MD",19,717,"2,203,663",CR,PT,Rail,"2,560","7,811,145",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41937382.0,43148211.0,50280031.0,52587240.0
1698,30034,3034,0,0,Baltimore,MD,"Baltimore, MD",19,717,"2,203,663",DR,DO,DemandResponse,"2,560","7,811,145",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168606.0,0.0,0.0,4316.0
1707,30034,3034,3034,0,Baltimore,MD,"Baltimore, MD",19,717,"2,203,663",DR,PT,DemandResponse,"2,560","7,811,145",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1616296.0,1835062.0,1860668.0,2162889.0
1716,30034,3034,3034,0,Baltimore,MD,"Baltimore, MD",19,717,"2,203,663",DT,PT,DemandResponse,"2,560","7,811,145",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1722735.0,2067918.0
1725,30034,3034,3034,0,Baltimore,MD,"Baltimore, MD",19,717,"2,203,663",HR,DO,Rail,"2,560","7,811,145",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13020548.0,12894370.0,13807015.0,12202211.0
1734,30034,3034,3034,0,Baltimore,MD,"Baltimore, MD",19,717,"2,203,663",LR,DO,Rail,"2,560","7,811,145",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7659146.0,7584924.0,8121774.0,7177772.0
1743,30034,3034,3034,0,Baltimore,MD,"Baltimore, MD",19,717,"2,203,663",MB,DO,Bus,"2,560","7,811,145",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55911764.0,55369942.0,59288948.0,52394732.0
1752,30035,3035,3035,0,Wheeling,WV,"Wheeling, WV-OH",353,47,"81,249",DR,DO,DemandResponse,27,"57,416",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11711.0,10930.0,12126.0,12444.0
1754,30035,3035,3035,0,Wheeling,WV,"Wheeling, WV-OH",353,47,"81,249",MB,DO,Bus,27,"57,416",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,423242.0,413203.0,401285.0,409564.0
1756,30036,3036,3036,0,Charlottesville,VA,"Charlottesville, VA",317,35,"92,359",MB,DO,Bus,38,"85,755",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,765326.0,551563.0,484203.0,457391.0
1758,30040,3040,3040,0,Annapolis,MD,"Baltimore, MD",19,717,"2,203,663",DR,DO,DemandResponse,24,"130,600",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7104.0,10141.0,10484.0,8921.0
1759,30040,3040,3040,0,Annapolis,MD,"Baltimore, MD",19,717,"2,203,663",MB,DO,Bus,24,"130,600",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,778860.0,800744.0,814667.0,716655.0
1760,30041,3041,3041,0,Cumberland,MD,"Cumberland, MD-WV-PA",484,33,"51,899",DR,DO,DemandResponse,131,"68,780",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42436.0,31479.0,9704.0,6397.0
1762,30041,3041,3041,0,Cumberland,MD,"Cumberland, MD-WV-PA",484,33,"51,899",MB,DO,Bus,131,"68,780",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250958.0,264687.0,146605.0,159989.0
1764,30042,3042,3042,0,Hagerstown,MD,"Hagerstown, MD-WV-PA",189,133,"182,696",DR,DO,DemandResponse,70,"48,220",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17339.0,18351.0,19672.0,19399.0
1766,30042,3042,3042,0,Hagerstown,MD,"Hagerstown, MD-WV-PA",189,133,"182,696",MB,DO,Bus,70,"48,220",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,332982.0,329412.0,310219.0,285417.0
1768,30044,3044,3044,0,Greensburg,PA,"Pittsburgh, PA",27,905,"1,733,853",DT,PT,DemandResponse,668,"296,066",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4713477.0,4339879.0,4106870.0,4496000.0
