UZA Name,RailBus,NTD_ID,UZA,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
"Concord, CA",Bus,180222,132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6493854.0,6642469.0,6448026.0,5788642.0
"Concord, CA",DemandResponse,180222,132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,817941.0,757342.0,782146.0,739205.0
"Conroe-The Woodlands, TX",Bus,120268,308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3896306.0,3915029.0,3586546.0
"Corpus Christi, TX",Bus,120102,232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1538848.0,1546755.0,1473955.0,1493105.0
"Corpus Christi, TX",DemandResponse,180153,348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163286.0,216628.0,262616.0,203352.0
"Corpus Christi, TX",Other,60051,116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88797.0,89708.0,0.0,0.0
"Corvallis, OR",Bus,47,436,0.0,0.0,0.0,0.0,434383.0,462844.0,316570.0,0.0,0.0,0.0,0.0,0.0,0.0
"Corvallis, OR",DemandResponse,47,436,0.0,0.0,0.0,0.0,11052.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Cumberland, MD-WV-PA",Bus,30041,484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250958.0,264687.0,146605.0,159989.0
"Cumberland, MD-WV-PA",DemandResponse,30041,484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42436.0,31479.0,9704.0,6397.0
"Dallas-Fort Worth-Arlington, TX",Bus,720790,72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37033485.0,35434298.0,33826857.0,31311667.0
"Dallas-Fort Worth-Arlington, TX",DemandResponse,1021076,102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7516222.0,7576559.0,6034337.0,7371393.0
"Dallas-Fort Worth-Arlington, TX",Rail,300308,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37382835.0,38053137.0,38575570.0,38985120.0
"Danbury, CT-NY",Bus,10051,201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,864967.0,899791.0,882739.0,782303.0
"Danbury, CT-NY",DemandResponse,10051,201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73991.0,77439.0,78722.0,77858.0
"Danville, IL-IN",Bus,50174,492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,316651.0,330439.0,332903.0,312806.0
"Danville, IL-IN",DemandResponse,50174,492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30140.0,23812.0,22952.0,20848.0
"Daphne-Fairhope, AL",Bus,40928,458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48695.0,0.0
"Daphne-Fairhope, AL",DemandResponse,40928,458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,461322.0,425967.0
"Davenport, IA-IL",Bus,380186,804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1398808.0,1545320.0,1434505.0,1212358.0
"Davenport, IA-IL",DemandResponse,310219,670,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,666122.0,804037.0,1301298.0,1017451.0
"Davenport, IA-IL",Other,50057,134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126190.0,110328.0,169727.0,198630.0
"Davis, CA",Bus,90142,382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2767881.0,2718705.0,2862710.0,3118039.0
"Dayton, OH",Bus,100034,118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9359589.0,8310903.0,7717683.0,6911641.0
"Dayton, OH",DemandResponse,150351,177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2939876.0,3116494.0,2509984.0,2345975.0
"DeKalb, IL",Bus,50176,404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20892.0,14671.0,21297.0
"DeKalb, IL",DemandResponse,50176,404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40808.0,50245.0,37210.0
"Decatur, AL",DemandResponse,80376,784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99756.0,123475.0,166926.0,145852.0
"Decatur, IL",Bus,50061,313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,553651.0,511348.0,479875.0,483781.0
"Decatur, IL",DemandResponse,100122,626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74528.0,91615.0,93568.0,49319.0
"Delano, CA",Bus,180476,942,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81941.0,108573.0,92498.0,84979.0
"Delano, CA",DemandResponse,90238,471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20486.0,21193.0,55541.0,47203.0
"Denton-Lewisville, TX",Bus,60101,104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3597718.0,3524306.0,3935232.0,3956825.0
"Denton-Lewisville, TX",DemandResponse,240419,416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,362392.0,373472.0,428921.0,705526.0
"Denton-Lewisville, TX",Other,60101,104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,831112.0,806043.0,771096.0,712360.0
"Denver-Aurora, CO",Bus,160012,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79410594.0,79238685.0,81753983.0,77198699.0
"Denver-Aurora, CO",DemandResponse,240121,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5269100.0,5362767.0,5884446.0,5918037.0
"Denver-Aurora, CO",Rail,160012,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36797116.0,37548705.0,49474921.0,58431195.0
"Des Moines, IA",Bus,70010,85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4362255.0,4424306.0,4339190.0,4661919.0
"Des Moines, IA",DemandResponse,210030,255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2874577.0,2734755.0,2471303.0,2270880.0
"Detroit, MI",Bus,200703,44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30685061.0,31303313.0,32198049.0,30092191.0
"Detroit, MI",DemandResponse,301015,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6705067.0,6048035.0,5647816.0,8770620.0
"Detroit, MI",Rail,100354,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1688923.0,1453456.0,1423890.0,1415024.0
"Dothan, AL",DemandResponse,120309,1206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85170.0,77934.0,69391.0,58479.0
"Dover-Rochester, NH-ME",Bus,20205,662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2302168.0,2492817.0,2599578.0,2552563.0
"Dover-Rochester, NH-ME",DemandResponse,10086,331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51496.0,52665.0,58664.0,102799.0
"Dubuque, IA-IL",Bus,70011,409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147968.0,229617.0,190101.0,224941.0
"Dubuque, IA-IL",DemandResponse,70011,409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50926.0,88175.0,195650.0,183053.0
"Duluth, MN-WI",Bus,50025,260,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2614086.0,2752477.0,2479687.0,2433944.0
"Duluth, MN-WI",DemandResponse,50025,260,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55793.0,62195.0,65692.0,66927.0
"Durham, NC",Bus,200405,550,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13432933.0,14621114.0,13012587.0,12382201.0
"Durham, NC",DemandResponse,160354,440,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,963543.0,965146.0,845477.0,853971.0
"East Stroudsburg, PA-NJ",Bus,30137,472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214076.0,242133.0,244207.0,235497.0
"East Stroudsburg, PA-NJ",DemandResponse,60274,944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240374.0,174154.0,170161.0,199780.0
"Eau Claire, WI",Bus,50099,297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,737465.0,779801.0,774618.0,803452.0
"Eau Claire, WI",DemandResponse,100232,594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,385295.0,393561.0,498740.0,463240.0
"El Centro-Calexico, CA",Bus,90226,289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,716188.0,748040.0,718108.0,646809.0
"El Centro-Calexico, CA",DemandResponse,90226,289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67683.0,72130.0,66554.0,68684.0
"El Paso, TX-NM",Bus,60006,53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9227493.0,8889145.0,8330246.0,7689310.0
"El Paso, TX-NM",DemandResponse,120130,106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1748342.0,598155.0,620039.0,627395.0
"Elizabethtown-Radcliff, KY",Bus,40191,379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Elizabethtown-Radcliff, KY",DemandResponse,80382,758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49081.0,40941.0,1843469.0,2360526.0
"Elkhart, IN-MI",Bus,50149,227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,298953.0,255434.0,251860.0,246771.0
"Elkhart, IN-MI",DemandResponse,50149,227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28558.0,40589.0,53908.0,59087.0
"Elmira, NY",Bus,20005,407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,763138.0,778411.0,712216.0,785413.0
"Elmira, NY",DemandResponse,20005,407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,268130.0,262246.0,250759.0,230645.0
"Erie, PA",Bus,30013,183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2792335.0,2885883.0,2899788.0,2947165.0
"Erie, PA",DemandResponse,30013,183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3738973.0,3843121.0,3569666.0,3306632.0
"Eugene, OR",Bus,21,453,4378336.0,5078340.0,5213706.0,6122561.0,6639924.0,7064784.0,7432593.0,6774444.0,6952902.0,7108331.0,7320181.0,7148311.0,7494017.0
"Eugene, OR",DemandResponse,21,453,236023.0,280778.0,229066.0,241986.0,295215.0,326936.0,296877.0,351152.0,415778.0,552908.0,633057.0,528175.0,560451.0
"Evansville, IN-KY",Bus,50043,159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1484838.0,1464493.0,1400321.0,1341736.0
"Evansville, IN-KY",DemandResponse,50043,159,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116133.0,410377.0,386041.0,405087.0
"Fairbanks, AK",Bus,90,850,166352.0,154779.0,214900.0,273294.0,307754.0,381079.0,342376.0,239388.0,253234.0,273528.0,364483.0,375443.0,393536.0
"Fairbanks, AK",DemandResponse,45,425,26992.0,28312.0,27586.0,48935.0,51394.0,40597.0,38699.0,36227.0,36351.0,36923.0,40568.0,41590.0,36710.0
"Fairfield, CA",Bus,180184,480,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2098578.0,2176185.0,2161730.0,2192450.0
"Fairfield, CA",DemandResponse,90092,240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88354.0,105217.0,111298.0,125665.0
"Fargo, ND-MN",Bus,130029,388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1015343.0,954089.0,914985.0,864714.0
"Fargo, ND-MN",DemandResponse,130029,388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,211421.0,207634.0,215748.0,217782.0
"Fayetteville, NC",Bus,80018,244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1146253.0,1226570.0,1219215.0,1175608.0
"Fayetteville, NC",DemandResponse,40009,122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81909.0,100133.0,103371.0,103488.0
"Fayetteville-Springdale-Rogers, AR-MO",Bus,120134,258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1397008.0,1431228.0,1324731.0,1808990.0
"Fayetteville-Springdale-Rogers, AR-MO",DemandResponse,120134,258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78191.0,83711.0,84397.0,82460.0
"Flagstaff, AZ",Bus,90219,384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1330189.0,1309072.0,1252543.0,1307869.0
"Flagstaff, AZ",DemandResponse,180438,768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78337.0,94276.0,96591.0,108218.0
"Flint, MI",Bus,50032,106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5016395.0,5074828.0,5013379.0,5151778.0
"Flint, MI",DemandResponse,100064,212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,638833.0,618085.0,696508.0,813689.0
"Florence, AL",DemandResponse,80136,736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82612.0,95274.0,99600.0,100025.0
"Florence, SC",Bus,40056,325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,311313.0,245072.0,356635.0,352779.0
"Florence, SC",DemandResponse,40056,325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2629.0,3124.0,5750.0,3076.0
"Fond du Lac, WI",Bus,100342,936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125590.0,126466.0,126759.0,128047.0
"Fond du Lac, WI",DemandResponse,100342,936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,348733.0,349860.0,339504.0,370379.0
"Fort Collins, CO",Bus,320058,564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1584207.0,2311762.0,2609325.0,2491268.0
"Fort Collins, CO",DemandResponse,320153,564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1013529.0,856971.0,726458.0,695940.0
"Fort Smith, AR-OK",Bus,60086,257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138163.0,122849.0,121153.0,124914.0
"Fort Smith, AR-OK",DemandResponse,60086,257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53730.0,46257.0,42814.0,43889.0
"Fort Walton Beach-Navarre-Wright, FL",Bus,40128,186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,216856.0,131173.0,114733.0,112100.0
"Fort Walton Beach-Navarre-Wright, FL",DemandResponse,40128,186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,287461.0,248131.0,198726.0,87605.0
"Fort Wayne, IN",Bus,50044,119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1658945.0,1569722.0,1501735.0,1521133.0
"Fort Wayne, IN",DemandResponse,50044,119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,124908.0,146204.0,155915.0,186736.0
"Frederick, MD",Bus,30072,230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,617511.0,654796.0,570318.0,546852.0
"Frederick, MD",DemandResponse,30072,230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,387519.0,437570.0,380424.0,462139.0
"Fredericksburg, VA",Bus,30079,231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,423081.0,403921.0,384305.0,307579.0
"Fresno, CA",Bus,90027,63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8821378.0,8501278.0,7575604.0,7640262.0
"Fresno, CA",DemandResponse,90027,63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,278091.0,298822.0,257075.0,259414.0
"Gainesville, FL",Bus,40030,187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14582397.0,13823703.0,14701763.0,14533622.0
"Gainesville, FL",DemandResponse,80060,374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150159.0,158397.0,154439.0,288990.0
"Gainesville, GA",Bus,40144,245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80436.0,78251.0,85691.0,83928.0
"Gainesville, GA",DemandResponse,40144,245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29021.0,27759.0,33950.0,26776.0
"Glens Falls, NY",Bus,20120,419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,280752.0,316885.0,299164.0,264161.0
"Glens Falls, NY",DemandResponse,20120,419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6897.0,6264.0,5922.0,5150.0
"Grand Forks, ND-MN",Bus,80008,440,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,238360.0,6209.0,316118.0,197308.0
"Grand Forks, ND-MN",DemandResponse,80008,440,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157631.0,161442.0,145951.0,170656.0
"Grand Junction, CO",Bus,80016,251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,403300.0,469133.0,414166.0,347560.0
"Grand Junction, CO",DemandResponse,80016,251,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83463.0,42537.0,42373.0,80520.0
"Grand Rapids, MI",Bus,100066,140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9071194.0,8798212.0,9412729.0,9260806.0
"Grand Rapids, MI",DemandResponse,100066,140,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1041606.0,1239503.0,1120673.0,1184958.0
"Great Falls, MT",Bus,80012,422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,237839.0,233614.0,220635.0,222101.0
"Great Falls, MT",DemandResponse,80012,422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59000.0,68386.0,65534.0,63195.0
"Greeley, CO",Bus,80010,264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,381046.0,429507.0,423854.0,362140.0
"Greeley, CO",DemandResponse,80010,264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48281.0,48697.0,60190.0,54413.0
"Green Bay, WI",Bus,50002,176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1017708.0,899771.0,896921.0,709595.0
"Green Bay, WI",DemandResponse,50002,176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173487.0,148904.0,143924.0,130241.0
"Greensboro, NC",Bus,120439,360,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3903783.0,3831511.0,3499479.0,3333338.0
"Greensboro, NC",DemandResponse,120399,360,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,935083.0,843836.0,827410.0,842783.0
"Greenville, SC",Bus,80261,186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,966083.0,965548.0,893056.0,813308.0
"Greenville, SC",DemandResponse,40053,93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31701.0,23295.0,23808.0,27690.0
"Gulfport, MS",Bus,40014,175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,734680.0,642396.0,574792.0,615837.0
"Gulfport, MS",DemandResponse,80028,350,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,462739.0,165622.0,512791.0,470555.0
"Hagerstown, MD-WV-PA",Bus,30042,189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,332982.0,329412.0,310219.0,285417.0
"Hagerstown, MD-WV-PA",DemandResponse,30042,189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17339.0,18351.0,19672.0,19399.0
"Hanford, CA",Bus,90200,333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,622865.0,630087.0,583484.0,522938.0
"Hanford, CA",DemandResponse,180430,666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6817024.0,7009900.0,7557855.0,8534685.0
"Harrisburg, PA",Bus,60028,172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3329174.0,3260724.0,3085247.0,2841298.0
"Harrisburg, PA",DemandResponse,60028,172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,183267.0,196255.0,197861.0,208302.0
"Harrisonburg, VA",Bus,30094,413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1662813.0,1696088.0,1684806.0,1678250.0
"Harrisonburg, VA",DemandResponse,30094,413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103800.0,109064.0,125779.0,141880.0
"Hartford, CT",Bus,70481,329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16146075.0,17115690.0,17845920.0,18040941.0
"Hartford, CT",DemandResponse,30188,141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3890523.0,882214.0,565814.0,1394096.0
"Hartford, CT",Rail,10102,47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2542350.0,2574630.0,2518332.0,2486436.0
"Hickory, NC",Bus,40172,170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79393.0,85731.0,79088.0,74131.0
"Hickory, NC",DemandResponse,40172,170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89275.0,83052.0,71366.0,90393.0
"High Point, NC",Bus,40011,202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,487916.0,554542.0,422110.0,433061.0
"High Point, NC",DemandResponse,40011,202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60050.0,56703.0,53151.0,46411.0
"Holland, MI",Bus,50184,299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159098.0,156602.0,133730.0,142696.0
"Holland, MI",DemandResponse,50184,299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174718.0,156071.0,130361.0,130698.0
"Houma, LA",Bus,60080,226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133917.0,121776.0,128481.0,121139.0
"Houma, LA",DemandResponse,60080,226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4823.0,7324.0,8076.0,6989.0
"Houston, TX",Bus,480454,56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63790739.0,61065765.0,56503837.0,53471944.0
"Houston, TX",DemandResponse,300235,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9958108.0,10232971.0,9300198.0,9098745.0
"Houston, TX",Rail,60008,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4735304.0,4830770.0,5684894.0,5968525.0
"Huntington, WV-KY-OH",Bus,130374,534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,775428.0,762417.0,745824.0,972383.0
"Huntington, WV-KY-OH",DemandResponse,80188,356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115466.0,134800.0,150144.0,137455.0
"Huntsville, AL",Bus,40071,132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,285046.0,293688.0,296822.0,288994.0
"Huntsville, AL",DemandResponse,40071,132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199481.0,233356.0,231881.0,200577.0
"Idaho Falls, ID",Bus,42,321,0.0,22556.0,0.0,0.0,24642.0,48327.0,21643.0,18249.0,19332.0,15764.0,14080.0,14875.0,12693.0
"Idaho Falls, ID",DemandResponse,42,321,0.0,11946.0,0.0,0.0,57583.0,33956.0,52295.0,52040.0,55962.0,33163.0,39092.0,27077.0,19017.0
"Indianapolis, IN",Bus,150468,99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10354692.0,10214573.0,9947649.0,9039857.0
"Indianapolis, IN",DemandResponse,100259,66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1027232.0,1244981.0,1563820.0,1326592.0
"Indio-Cathedral City, CA",Bus,90079,111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3063590.0,3018126.0,2871930.0,2716775.0
"Indio-Cathedral City, CA",DemandResponse,90079,111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,261954.0,297228.0,328369.0,338247.0
"Iowa City, IA",Bus,280112,1160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3336302.0,3423958.0,3280309.0,3261856.0
"Iowa City, IA",DemandResponse,280112,1160,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,308248.0,396237.0,411754.0,405126.0
"Ithaca, NY",Bus,20145,473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4145873.0,4251059.0,4335294.0,4439596.0
"Ithaca, NY",DemandResponse,40290,946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99465.0,96302.0,118694.0,63693.0
"Jackson, MI",Bus,50034,324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,375922.0,397615.0,370738.0,348274.0
"Jackson, MI",DemandResponse,100068,648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99386.0,71208.0,57101.0,74450.0
"Jackson, MS",Bus,80030,214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,540825.0,507355.0,333090.0,348943.0
"Jackson, MS",DemandResponse,80030,214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77551.0,76061.0,73105.0,76597.0
"Jackson, TN",Bus,40057,385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,376476.0,386461.0,339026.0,336889.0
"Jackson, TN",DemandResponse,40057,385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,259046.0,283432.0,294166.0,277660.0
"Jacksonville, FL",Bus,80285,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11081896.0,10897412.0,10950637.0,10415276.0
"Jacksonville, FL",DemandResponse,80285,80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,905347.0,1025993.0,1094880.0,1097490.0
"Jacksonville, FL",Other,40040,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,826162.0,1247360.0
"Jacksonville, FL",Rail,40040,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Janesville, WI",Bus,50108,396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,629079.0,609037.0,509726.0,485956.0
