,UZA Name,RailBus,UZA,Year,UPT,VRM,VRH,FARE_TOTAL,FARE_per_UPT,UZA_Clean,UA,UANAME,UZA_NAME,CBSA,MNAME,MEMI,POPPT,HUPT,AREAPT,AREALANDPT,UAPOP,UAHU,UAAREA,UAAREALAND,MPOP,MHU,MAREA,MAREALAND,UAPOPPCT,UAHUPCT,UAAREAPCT,UAAREALANDPCT,MPOPPCT,MHUPCT,MAREAPCT,MAREALANDPCT,_merge
12148,"Urban Honolulu, HI",DemandResponse,54,2015,1195451.0,7456640.0,487976.0,1840214.0,1.5393470748696516,UrbanHonoluluHI,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
12149,"Urban Honolulu, HI",DemandResponse,54,2016,1267848.0,8081682.0,527360.0,1952421.0,1.5399487951237056,UrbanHonoluluHI,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
12150,"Urban Honolulu, HI",DemandResponse,54,2017,1338491.0,8223566.0,541644.0,2063925.0,1.5419789897728113,UrbanHonoluluHI,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
12151,"Urban Honolulu, HI",DemandResponse,54,2018,1448402.0,8652709.0,570306.0,2175604.75,1.502072456403678,UrbanHonoluluHI,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
12152,"Urban Honolulu, HI",Other,54,2005,0.0,0.0,0.0,0.0,,UrbanHonoluluHI,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
12153,"Urban Honolulu, HI",Other,54,2006,0.0,0.0,0.0,0.0,,UrbanHonoluluHI,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
12154,"Urban Honolulu, HI",Other,54,2007,0.0,0.0,0.0,0.0,,UrbanHonoluluHI,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
12155,"Urban Honolulu, HI",Other,54,2008,0.0,0.0,0.0,16849.0,inf,UrbanHonoluluHI,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
12156,"Urban Honolulu, HI",Other,54,2009,36966.0,33386.0,1528.0,29561.0,0.7996807877509062,UrbanHonoluluHI,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
12157,"Urban Honolulu, HI",Other,54,2010,0.0,0.0,0.0,0.0,,UrbanHonoluluHI,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
12158,"Urban Honolulu, HI",Other,54,2011,0.0,0.0,0.0,0.0,,UrbanHonoluluHI,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
12159,"Urban Honolulu, HI",Other,54,2012,0.0,0.0,0.0,0.0,,UrbanHonoluluHI,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
12160,"Urban Honolulu, HI",Other,54,2013,0.0,0.0,0.0,0.0,,UrbanHonoluluHI,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
12161,"Urban Honolulu, HI",Other,54,2014,0.0,0.0,0.0,0.0,,UrbanHonoluluHI,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
12162,"Urban Honolulu, HI",Other,54,2015,0.0,0.0,0.0,0.0,,UrbanHonoluluHI,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
12163,"Urban Honolulu, HI",Other,54,2016,0.0,0.0,0.0,0.0,,UrbanHonoluluHI,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
12164,"Urban Honolulu, HI",Other,54,2017,0.0,0.0,0.0,0.0,,UrbanHonoluluHI,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
12165,"Urban Honolulu, HI",Other,54,2018,0.0,0.0,0.0,0.0,,UrbanHonoluluHI,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
12432,"Virgin Islands, VI",Bus,600,2005,0.0,0.0,0.0,0.0,,VirginIslandsVI,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
12433,"Virgin Islands, VI",Bus,600,2006,0.0,0.0,0.0,0.0,,VirginIslandsVI,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
12434,"Virgin Islands, VI",Bus,600,2007,0.0,0.0,0.0,0.0,,VirginIslandsVI,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
12435,"Virgin Islands, VI",Bus,600,2008,0.0,0.0,0.0,0.0,,VirginIslandsVI,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
12436,"Virgin Islands, VI",Bus,600,2009,0.0,0.0,0.0,0.0,,VirginIslandsVI,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
12437,"Virgin Islands, VI",Bus,600,2010,0.0,0.0,0.0,260521.0,inf,VirginIslandsVI,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
12438,"Virgin Islands, VI",Bus,600,2011,212213.0,423815.0,52900.0,123699.0,0.5829001993280336,VirginIslandsVI,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
12439,"Virgin Islands, VI",Bus,600,2012,0.0,219960.0,24770.0,0.0,,VirginIslandsVI,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
12440,"Virgin Islands, VI",Bus,600,2013,19946.0,35516.0,4235.0,0.0,0.0,VirginIslandsVI,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
12441,"Virgin Islands, VI",Bus,600,2014,0.0,0.0,0.0,373678.0,inf,VirginIslandsVI,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
12442,"Virgin Islands, VI",Bus,600,2015,0.0,0.0,0.0,127859.0,inf,VirginIslandsVI,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
12443,"Virgin Islands, VI",Bus,600,2016,0.0,0.0,0.0,336749.0,inf,VirginIslandsVI,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
12444,"Virgin Islands, VI",Bus,600,2017,0.0,0.0,0.0,328687.0,inf,VirginIslandsVI,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
12445,"Virgin Islands, VI",Bus,600,2018,0.0,0.0,0.0,374863.0,inf,VirginIslandsVI,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
12446,"Virgin Islands, VI",DemandResponse,600,2005,0.0,0.0,0.0,0.0,,VirginIslandsVI,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
12447,"Virgin Islands, VI",DemandResponse,600,2006,0.0,0.0,0.0,0.0,,VirginIslandsVI,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
12448,"Virgin Islands, VI",DemandResponse,600,2007,0.0,0.0,0.0,0.0,,VirginIslandsVI,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
12449,"Virgin Islands, VI",DemandResponse,600,2008,0.0,0.0,0.0,0.0,,VirginIslandsVI,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
12450,"Virgin Islands, VI",DemandResponse,600,2009,0.0,0.0,0.0,0.0,,VirginIslandsVI,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
12451,"Virgin Islands, VI",DemandResponse,600,2010,0.0,0.0,0.0,24929.0,inf,VirginIslandsVI,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
12452,"Virgin Islands, VI",DemandResponse,600,2011,42888.0,276686.0,33173.0,63061.0,1.4703646707703786,VirginIslandsVI,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
12453,"Virgin Islands, VI",DemandResponse,600,2012,0.0,229300.0,25848.0,0.0,,VirginIslandsVI,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
12454,"Virgin Islands, VI",DemandResponse,600,2013,6525.0,40325.0,4165.0,0.0,0.0,VirginIslandsVI,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
12455,"Virgin Islands, VI",DemandResponse,600,2014,0.0,0.0,0.0,160148.0,inf,VirginIslandsVI,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
12456,"Virgin Islands, VI",DemandResponse,600,2015,0.0,0.0,0.0,60639.0,inf,VirginIslandsVI,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
12457,"Virgin Islands, VI",DemandResponse,600,2016,0.0,0.0,0.0,66375.0,inf,VirginIslandsVI,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
12458,"Virgin Islands, VI",DemandResponse,600,2017,0.0,0.0,0.0,76564.0,inf,VirginIslandsVI,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
12459,"Virgin Islands, VI",DemandResponse,600,2018,0.0,0.0,0.0,85639.75,inf,VirginIslandsVI,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only
