,NTD_ID,4 digit NTDID,Legacy NTD ID,Agency_x,MODE,SERVICE_ID,RailBus,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,NTD_ID_STR_x,NTD_5_Digit,NTD_ID_INT,5 digit NTD ID,4 digit NTD ID,Agency_y,HQ City,HQ State,UZA,UZA Name,UZA Area SQ Miles,UZA Population,Service Area SQ Miles,Service Area Population,NTD_ID_STR_y,_merge
1790,9163,0,0,Camarillo Area Transit,MB,PT,Bus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18500.0,21084.0,0.0,0.0,0.0,0.0,9163,90163,90163,,,,,,,,,,,,,left_only
1791,9167,0,0,Davis Community Transit,DR,DO,DemandResponse,0.0,0.0,0.0,0.0,0.0,0.0,32585.0,29379.0,31105.0,0.0,0.0,0.0,0.0,9167,90167,90167,,,,,,,,,,,,,left_only
1794,9191,0,0,Town of Oro Valley - Transit Services Division,DR,DO,DemandResponse,0.0,0.0,0.0,0.0,0.0,0.0,50254.0,49977.0,66558.0,0.0,0.0,0.0,0.0,9191,90191,90191,,,,,,,,,,,,,left_only
1795,9194,0,0,City of Atascadero,DR,PT,DemandResponse,0.0,0.0,0.0,0.0,0.0,0.0,50224.0,52802.0,53778.0,0.0,0.0,0.0,0.0,9194,90194,90194,,,,,,,,,,,,,left_only
1796,9194,0,0,City of Atascadero,MB,PT,Bus,0.0,0.0,0.0,0.0,0.0,0.0,54378.0,41399.0,39682.0,0.0,0.0,0.0,0.0,9194,90194,90194,,,,,,,,,,,,,left_only
1797,9195,0,0,Paso Robles Transit Services,DR,PT,DemandResponse,0.0,0.0,0.0,0.0,0.0,0.0,15454.0,9971.0,11105.0,0.0,0.0,0.0,0.0,9195,90195,90195,,,,,,,,,,,,,left_only
1798,9195,0,0,Paso Robles Transit Services,MB,PT,Bus,0.0,0.0,0.0,0.0,0.0,0.0,132231.0,177918.0,188694.0,0.0,0.0,0.0,0.0,9195,90195,90195,,,,,,,,,,,,,left_only
1802,9197,0,0,City of Tracy,DR,PT,DemandResponse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26836.0,25545.0,0.0,0.0,0.0,0.0,9197,90197,90197,,,,,,,,,,,,,left_only
1803,9197,0,0,City of Tracy,MB,PT,Bus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54054.0,55875.0,0.0,0.0,0.0,0.0,9197,90197,90197,,,,,,,,,,,,,left_only
1805,9215,0,0,Carson Area Metropolitan Planning Organization,DR,PT,DemandResponse,0.0,0.0,0.0,0.0,0.0,0.0,27134.0,28800.0,35032.0,0.0,0.0,0.0,0.0,9215,90215,90215,,,,,,,,,,,,,left_only
1806,9215,0,0,Carson Area Metropolitan Planning Organization,MB,PT,Bus,0.0,0.0,0.0,0.0,0.0,0.0,60747.0,67200.0,64541.0,0.0,0.0,0.0,0.0,9215,90215,90215,,,,,,,,,,,,,left_only
1807,9217,0,0,City of Manteca,DR,PT,DemandResponse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28496.0,28473.0,0.0,0.0,0.0,0.0,9217,90217,90217,,,,,,,,,,,,,left_only
1808,9217,0,0,City of Manteca,MB,PT,Bus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33531.0,28630.0,0.0,0.0,0.0,0.0,9217,90217,90217,,,,,,,,,,,,,left_only
1813,9227,0,0,0,DR,PT,DemandResponse,0.0,0.0,0.0,0.0,0.0,0.0,5429.0,5486.0,0.0,0.0,0.0,0.0,0.0,9227,90227,90227,,,,,,,,,,,,,left_only
1814,9227,0,0,City of Moorpark,MB,PT,Bus,0.0,0.0,0.0,0.0,0.0,0.0,62503.0,63088.0,57263.0,0.0,0.0,0.0,0.0,9227,90227,90227,,,,,,,,,,,,,left_only
1818,51,0,0,0,VP,0,DemandResponse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75136.0,0.0,0.0,0.0,0.0,0.0,0051,51,51,,,,,,,,,,,,,left_only
1819,55,0,0,0,DR,0,DemandResponse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0055,55,55,,,,,,,,,,,,,left_only
1820,55,0,0,0,MB,0,Bus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0055,55,55,,,,,,,,,,,,,left_only
1821,56,0,0,0,FB,0,Other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67437.0,0.0,0.0,0.0,0.0,0.0,0056,56,56,,,,,,,,,,,,,left_only
1826,59,0,0,0,CB,0,Bus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29178.0,0.0,0.0,0.0,0.0,0.0,0059,59,59,,,,,,,,,,,,,left_only
1827,59,0,0,0,DR,0,DemandResponse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34742.0,0.0,0.0,0.0,0.0,0.0,0059,59,59,,,,,,,,,,,,,left_only
1828,59,0,0,0,MB,0,Bus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71435.0,0.0,0.0,0.0,0.0,0.0,0059,59,59,,,,,,,,,,,,,left_only
1829,60,0,0,0,MB,0,Bus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0060,60,60,,,,,,,,,,,,,left_only
1830,61,0,0,0,DR,0,DemandResponse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13753.0,0.0,0.0,0.0,0.0,0.0,0061,61,61,,,,,,,,,,,,,left_only
1831,61,0,0,0,MB,0,Bus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34085.0,0.0,0.0,0.0,0.0,0.0,0061,61,61,,,,,,,,,,,,,left_only
1832,63,0,0,0,DT,0,DemandResponse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7090.0,0.0,0.0,0.0,0.0,0.0,0063,63,63,,,,,,,,,,,,,left_only
1833,63,0,0,0,MB,0,Bus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6220.0,0.0,0.0,0.0,0.0,0.0,0063,63,63,,,,,,,,,,,,,left_only
1834,64,0,0,0,DR,0,DemandResponse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15831.0,0.0,0.0,0.0,0.0,0.0,0064,64,64,,,,,,,,,,,,,left_only
1835,64,0,0,0,MB,0,Bus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209007.0,0.0,0.0,0.0,0.0,0.0,0064,64,64,,,,,,,,,,,,,left_only
1836,64,0,0,0,VP,0,DemandResponse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32841.0,0.0,0.0,0.0,0.0,0.0,0064,64,64,,,,,,,,,,,,,left_only
1838,1099,0,0,0,DR,0,DemandResponse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63303.0,0.0,0.0,0.0,0.0,0.0,1099,10099,10099,,,,,,,,,,,,,left_only
1841,1112,0,0,0,MB,0,Bus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,299479.0,0.0,0.0,0.0,0.0,0.0,1112,10112,10112,,,,,,,,,,,,,left_only
1843,1123,0,0,0,MB,0,Bus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1123,10123,10123,,,,,,,,,,,,,left_only
1853,2207,0,0,0,MB,0,Bus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46359.0,0.0,0.0,0.0,0.0,0.0,2207,20207,20207,,,,,,,,,,,,,left_only
1854,2208,0,0,0,MB,0,Bus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134796.0,0.0,0.0,0.0,0.0,0.0,2208,20208,20208,,,,,,,,,,,,,left_only
1857,2210,0,0,0,DR,0,DemandResponse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12961.0,0.0,0.0,0.0,0.0,0.0,2210,20210,20210,,,,,,,,,,,,,left_only
1858,2211,0,0,0,MB,0,Bus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2211,20211,20211,,,,,,,,,,,,,left_only
1860,2213,0,0,0,MB,0,Bus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,2213,20213,20213,,,,,,,,,,,,,left_only
1861,2214,0,0,0,DR,0,DemandResponse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31968.0,0.0,0.0,0.0,0.0,0.0,2214,20214,20214,,,,,,,,,,,,,left_only
1862,2215,0,0,0,DR,0,DemandResponse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23750.0,0.0,0.0,0.0,0.0,0.0,2215,20215,20215,,,,,,,,,,,,,left_only
1863,2215,0,0,0,MB,0,Bus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136952.0,0.0,0.0,0.0,0.0,0.0,2215,20215,20215,,,,,,,,,,,,,left_only
1871,3093,0,0,0,DR,0,DemandResponse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34589.0,0.0,0.0,0.0,0.0,0.0,3093,30093,30093,,,,,,,,,,,,,left_only
1872,3093,0,0,0,MB,0,Bus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131914.0,0.0,0.0,0.0,0.0,0.0,3093,30093,30093,,,,,,,,,,,,,left_only
1874,3106,0,0,0,VP,0,DemandResponse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1696.0,0.0,0.0,0.0,0.0,0.0,3106,30106,30106,,,,,,,,,,,,,left_only
1876,3108,0,0,0,DR,0,DemandResponse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101236.0,0.0,0.0,0.0,0.0,0.0,3108,30108,30108,,,,,,,,,,,,,left_only
1877,3108,0,0,0,MB,0,Bus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3108,30108,30108,,,,,,,,,,,,,left_only
1878,3109,0,0,0,DR,0,DemandResponse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53833.0,0.0,0.0,0.0,0.0,0.0,3109,30109,30109,,,,,,,,,,,,,left_only
1879,3109,0,0,0,MB,0,Bus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,275012.0,0.0,0.0,0.0,0.0,0.0,3109,30109,30109,,,,,,,,,,,,,left_only
1880,4010,0,0,0,DR,0,DemandResponse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12870.0,0.0,0.0,0.0,0.0,0.0,4010,40010,40010,,,,,,,,,,,,,left_only
1881,4010,0,0,0,MB,0,Bus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190874.0,0.0,0.0,0.0,0.0,0.0,4010,40010,40010,,,,,,,,,,,,,left_only
1888,4081,0,0,0,MB,0,Bus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72452.0,0.0,0.0,0.0,0.0,0.0,4081,40081,40081,,,,,,,,,,,,,left_only
1890,4112,0,0,0,MB,0,Bus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4112,40112,40112,,,,,,,,,,,,,left_only
1891,4115,0,0,0,DR,0,DemandResponse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4115,40115,40115,,,,,,,,,,,,,left_only
1892,4115,0,0,0,MB,0,Bus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4115,40115,40115,,,,,,,,,,,,,left_only
1893,4117,0,0,0,DR,0,DemandResponse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4117,40117,40117,,,,,,,,,,,,,left_only
1894,4117,0,0,0,MB,0,Bus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4117,40117,40117,,,,,,,,,,,,,left_only
1895,4122,0,0,0,DR,0,DemandResponse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4122,40122,40122,,,,,,,,,,,,,left_only
1896,4122,0,0,0,MB,0,Bus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4122,40122,40122,,,,,,,,,,,,,left_only
1897,4124,0,0,0,DR,0,DemandResponse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4124,40124,40124,,,,,,,,,,,,,left_only
1898,4124,0,0,0,MB,0,Bus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4124,40124,40124,,,,,,,,,,,,,left_only
1899,4126,0,0,0,DR,0,DemandResponse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4126,40126,40126,,,,,,,,,,,,,left_only
1900,4126,0,0,0,MB,0,Bus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4126,40126,40126,,,,,,,,,,,,,left_only
1903,4131,0,0,0,DR,0,DemandResponse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4131,40131,40131,,,,,,,,,,,,,left_only
1904,4131,0,0,0,MB,0,Bus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4131,40131,40131,,,,,,,,,,,,,left_only
1905,4132,0,0,0,DR,0,DemandResponse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1141195.0,0.0,0.0,0.0,0.0,0.0,4132,40132,40132,,,,,,,,,,,,,left_only
1906,4132,0,0,0,MB,0,Bus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,169061.0,0.0,0.0,0.0,0.0,0.0,4132,40132,40132,,,,,,,,,,,,,left_only
1907,4145,0,0,0,DR,0,DemandResponse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4145,40145,40145,,,,,,,,,,,,,left_only
1908,4145,0,0,0,MB,0,Bus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4145,40145,40145,,,,,,,,,,,,,left_only
1909,4151,0,0,0,DR,0,DemandResponse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4151,40151,40151,,,,,,,,,,,,,left_only
1910,4151,0,0,0,MB,0,Bus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4151,40151,40151,,,,,,,,,,,,,left_only
1911,4156,0,0,0,DR,0,DemandResponse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10107.0,0.0,0.0,0.0,0.0,0.0,4156,40156,40156,,,,,,,,,,,,,left_only
1913,4160,0,0,0,MB,0,Bus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4160,40160,40160,,,,,,,,,,,,,left_only
1915,4163,0,0,0,DR,0,DemandResponse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4163,40163,40163,,,,,,,,,,,,,left_only
1916,4163,0,0,0,MB,0,Bus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4163,40163,40163,,,,,,,,,,,,,left_only
1917,4165,0,0,0,DR,0,DemandResponse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4165,40165,40165,,,,,,,,,,,,,left_only
1918,4165,0,0,0,MB,0,Bus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4165,40165,40165,,,,,,,,,,,,,left_only
1919,4166,0,0,0,DR,0,DemandResponse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3368.0,0.0,0.0,0.0,0.0,0.0,4166,40166,40166,,,,,,,,,,,,,left_only
1920,4166,0,0,0,MB,0,Bus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125641.0,0.0,0.0,0.0,0.0,0.0,4166,40166,40166,,,,,,,,,,,,,left_only
1922,4193,0,0,0,MB,0,Bus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57932.0,0.0,0.0,0.0,0.0,0.0,4193,40193,40193,,,,,,,,,,,,,left_only
1923,4194,0,0,0,DR,0,DemandResponse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4194,40194,40194,,,,,,,,,,,,,left_only
1924,4194,0,0,0,MB,0,Bus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4194,40194,40194,,,,,,,,,,,,,left_only
1925,4195,0,0,0,DR,0,DemandResponse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4195,40195,40195,,,,,,,,,,,,,left_only
1926,4195,0,0,0,MB,0,Bus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4195,40195,40195,,,,,,,,,,,,,left_only
1928,4201,0,0,0,DR,0,DemandResponse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4201,40201,40201,,,,,,,,,,,,,left_only
1929,4201,0,0,0,MB,0,Bus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4201,40201,40201,,,,,,,,,,,,,left_only
1931,4205,0,0,0,DR,0,DemandResponse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70154.0,0.0,0.0,0.0,0.0,0.0,4205,40205,40205,,,,,,,,,,,,,left_only
1932,4205,0,0,0,MB,0,Bus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6032.0,0.0,0.0,0.0,0.0,0.0,4205,40205,40205,,,,,,,,,,,,,left_only
1934,4209,0,0,0,DR,0,DemandResponse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50024.0,0.0,0.0,0.0,0.0,0.0,4209,40209,40209,,,,,,,,,,,,,left_only
1935,4210,0,0,0,DR,0,DemandResponse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65607.0,0.0,0.0,0.0,0.0,0.0,4210,40210,40210,,,,,,,,,,,,,left_only
1937,4214,0,0,0,DR,0,DemandResponse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16486.0,0.0,0.0,0.0,0.0,0.0,4214,40214,40214,,,,,,,,,,,,,left_only
1946,5098,0,0,0,DR,0,DemandResponse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7132.0,0.0,0.0,0.0,0.0,0.0,5098,50098,50098,,,,,,,,,,,,,left_only
1947,5098,0,0,0,MB,0,Bus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84699.0,0.0,0.0,0.0,0.0,0.0,5098,50098,50098,,,,,,,,,,,,,left_only
1948,5107,0,0,0,DR,0,DemandResponse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18854.0,0.0,0.0,0.0,0.0,0.0,5107,50107,50107,,,,,,,,,,,,,left_only
1949,5107,0,0,0,MB,0,Bus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21017.0,0.0,0.0,0.0,0.0,0.0,5107,50107,50107,,,,,,,,,,,,,left_only
1958,5196,0,0,0,DR,0,DemandResponse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131045.0,0.0,0.0,0.0,0.0,0.0,5196,50196,50196,,,,,,,,,,,,,left_only
1965,5200,0,0,0,DR,0,DemandResponse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98168.0,0.0,0.0,0.0,0.0,0.0,5200,50200,50200,,,,,,,,,,,,,left_only
1966,5201,0,0,0,DR,0,DemandResponse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43576.0,0.0,0.0,0.0,0.0,0.0,5201,50201,50201,,,,,,,,,,,,,left_only
1967,5202,0,0,0,DR,0,DemandResponse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,332452.0,0.0,0.0,0.0,0.0,0.0,5202,50202,50202,,,,,,,,,,,,,left_only
1969,5205,0,0,0,DR,0,DemandResponse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25052.0,0.0,0.0,0.0,0.0,0.0,5205,50205,50205,,,,,,,,,,,,,left_only
1970,5205,0,0,0,MB,0,Bus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,223305.0,0.0,0.0,0.0,0.0,0.0,5205,50205,50205,,,,,,,,,,,,,left_only
1971,5207,0,0,0,DR,0,DemandResponse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101363.0,0.0,0.0,0.0,0.0,0.0,5207,50207,50207,,,,,,,,,,,,,left_only
1972,5208,0,0,0,DR,0,DemandResponse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179981.0,0.0,0.0,0.0,0.0,0.0,5208,50208,50208,,,,,,,,,,,,,left_only
1975,5210,0,0,0,DR,0,DemandResponse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59563.0,0.0,0.0,0.0,0.0,0.0,5210,50210,50210,,,,,,,,,,,,,left_only
1977,5212,0,0,0,DR,0,DemandResponse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17145.0,0.0,0.0,0.0,0.0,0.0,5212,50212,50212,,,,,,,,,,,,,left_only
1979,6023,0,0,0,DR,0,DemandResponse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5885.0,0.0,0.0,0.0,0.0,0.0,6023,60023,60023,,,,,,,,,,,,,left_only
1980,6023,0,0,0,MB,0,Bus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94787.0,0.0,0.0,0.0,0.0,0.0,6023,60023,60023,,,,,,,,,,,,,left_only
1984,6058,0,0,0,MB,0,Bus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25012.0,0.0,0.0,0.0,0.0,0.0,6058,60058,60058,,,,,,,,,,,,,left_only
1987,6100,0,0,0,DR,0,DemandResponse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9261.0,0.0,0.0,0.0,0.0,0.0,6100,60100,60100,,,,,,,,,,,,,left_only
1988,6100,0,0,0,MB,0,Bus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82173.0,0.0,0.0,0.0,0.0,0.0,6100,60100,60100,,,,,,,,,,,,,left_only
1994,6125,0,0,0,DR,0,DemandResponse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4451.0,0.0,0.0,0.0,0.0,0.0,6125,60125,60125,,,,,,,,,,,,,left_only
1996,6131,0,0,0,DR,0,DemandResponse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11618.0,0.0,0.0,0.0,0.0,0.0,6131,60131,60131,,,,,,,,,,,,,left_only
1997,6131,0,0,0,MB,0,Bus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21575.0,0.0,0.0,0.0,0.0,0.0,6131,60131,60131,,,,,,,,,,,,,left_only
1998,6132,0,0,0,DR,0,DemandResponse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32000.0,0.0,0.0,0.0,0.0,0.0,6132,60132,60132,,,,,,,,,,,,,left_only
2001,7046,0,0,0,MB,0,Bus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60248.0,0.0,0.0,0.0,0.0,0.0,7046,70046,70046,,,,,,,,,,,,,left_only
2002,7050,0,0,0,MB,0,Bus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7050,70050,70050,,,,,,,,,,,,,left_only
2003,7052,0,0,0,DR,0,DemandResponse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111822.0,0.0,0.0,0.0,0.0,0.0,7052,70052,70052,,,,,,,,,,,,,left_only
2004,7053,0,0,0,DR,0,DemandResponse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79538.0,0.0,0.0,0.0,0.0,0.0,7053,70053,70053,,,,,,,,,,,,,left_only
2008,8027,0,0,0,DR,0,DemandResponse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40358.0,0.0,0.0,0.0,0.0,0.0,8027,80027,80027,,,,,,,,,,,,,left_only
2022,9199,0,0,0,DR,0,DemandResponse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20929.0,0.0,0.0,0.0,0.0,0.0,9199,90199,90199,,,,,,,,,,,,,left_only
2023,9199,0,0,0,MB,0,Bus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96731.0,0.0,0.0,0.0,0.0,0.0,9199,90199,90199,,,,,,,,,,,,,left_only
2029,9231,0,0,0,MB,0,Bus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50476.0,0.0,0.0,0.0,0.0,0.0,9231,90231,90231,,,,,,,,,,,,,left_only
2034,9235,0,0,0,DR,0,DemandResponse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16959.0,0.0,0.0,0.0,0.0,0.0,9235,90235,90235,,,,,,,,,,,,,left_only
2035,9235,0,0,0,MB,0,Bus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35883.0,0.0,0.0,0.0,0.0,0.0,9235,90235,90235,,,,,,,,,,,,,left_only
2036,9236,0,0,0,DR,0,DemandResponse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75363.0,0.0,0.0,0.0,0.0,0.0,9236,90236,90236,,,,,,,,,,,,,left_only
2037,9236,0,0,0,MB,0,Bus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,389635.0,0.0,0.0,0.0,0.0,0.0,9236,90236,90236,,,,,,,,,,,,,left_only
2040,9239,0,0,0,DR,0,DemandResponse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42811.0,0.0,0.0,0.0,0.0,0.0,9239,90239,90239,,,,,,,,,,,,,left_only
2041,9239,0,0,0,MB,0,Bus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71352.0,0.0,0.0,0.0,0.0,0.0,9239,90239,90239,,,,,,,,,,,,,left_only
2042,9240,0,0,0,DR,0,DemandResponse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23804.0,0.0,0.0,0.0,0.0,0.0,9240,90240,90240,,,,,,,,,,,,,left_only
2043,9240,0,0,0,MB,0,Bus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75381.0,0.0,0.0,0.0,0.0,0.0,9240,90240,90240,,,,,,,,,,,,,left_only
2052,51,51,51,Asotin County PTBA,VP,DO,DemandResponse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73817.0,70680.0,85053.0,68740.0,64368.0,0051,51,51,,,,,,,,,,,,,left_only
2053,55,55,55,Kootenai County,DR,PT,DemandResponse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0055,55,55,,,,,,,,,,,,,left_only
2054,55,55,55,Kootenai County,MB,PT,Bus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0055,55,55,,,,,,,,,,,,,left_only
2061,59,59,59,Josephine County,CB,DO,Bus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35587.0,39018.0,37226.0,40426.0,42570.0,0059,59,59,,,,,,,,,,,,,left_only
2062,59,59,59,Josephine County,DR,DO,DemandResponse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31626.0,34865.0,29020.0,27570.0,21917.0,0059,59,59,,,,,,,,,,,,,left_only
2063,59,59,59,Josephine County,MB,DO,Bus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80710.0,79075.0,87355.0,69787.0,57773.0,0059,59,59,,,,,,,,,,,,,left_only
