,Unnamed: 0,CBSA,MNAME,Modes,Year,UPT,VRM,UPT_ADJ,VRM_ADJ,VRH_ADJ,FARE_TOTAL,FARE_per_UPT,AREALANDPT,Tot_Pop,Tot_Instate_Pop,Tot_Outstate_Pop,Tot_NonUSA_POP,Total_Median_Income_Individual,Native_Instate_Med_Inc_Indiv,Native_Outstate_Med_Inc_Indiv,Native_Outcountry_Med_Inc_Indiv,Total_Pop_Poverty,Pop_Below100_Poverty,Pop_Below150_Poverty,Pop_Above150_Poverty,Age_under18,Age_18to64,Age_over64,Total_HH,HH_0Veh,HH_1Veh,HH_2Veh,HH_3Veh,HH_4+Veh,PCT_HH_NO_VEH,HH_MED_INC,HH_MEAN_INC,INC_U35,INC_35_100,INC_100P,JTW_DA,JTW_CARPOOL,JTW_TRANSIT,MEAN_TT,TOT_UNEMP_MSA,TOT_EMP_MSA,TOT_LABOR_MSA,UNEMP_RATE_PCT,EMP_RATE_PCT,Area_acre,POP_CENSUSTRACT,AVG_SPEED,GasPrice
1941,2254,25860,"Hickory-Lenoir-Morganton, NC Metro Area",Bus,2015,123714,257214,123714,257214,14262,85731,0.692977351,677569139,362510,257940,83052,1944,22245,21532,25930,21886,353784,15.8,11.6,72.5,21.6,60.8,17.6,140097,7699,44518,49502,25633,12745,5.495478133,40380,55285,41,47.4,11.6,132925,13235,72,N,9436.666667,158039.5,167476.1667,5.634221308,94.36577842,,,18.03491796,2.41425
1942,2255,25860,"Hickory-Lenoir-Morganton, NC Metro Area",Bus,2016,132058,274285,132058,274285,15171,79088,0.598888367,677569139,364187,255054,88645,3114,23108,22496,23630,21318,356330,15.8,12.3,71.9,21.1,60.5,18.4,144399,6125,44909,53033,26451,13881,4.241719125,42572,58044,40,47.3,12.7,130716,15650,134,22.6,8187.25,162107.25,170294.5,4.808398167,95.19160142,,,18.07955969,2.207583333
1943,2256,25860,"Hickory-Lenoir-Morganton, NC Metro Area",Bus,2017,138370,282265,138370,282265,15787,74131,0.535744742,677569139,366534,258348,86523,1871,23688,22779,26214,41489,358044,14.3,10.2,75.4,21,60.3,18.7,141250,7401,37759,53253,28405,14432,5.239646018,48079,65388,37.6,46.9,15.5,137297,12182,396,22.7,7355.833333,166339,173694.8333,4.235708283,95.76429167,,,17.87958447,2.456916667
1944,2257,25860,"Hickory-Lenoir-Morganton, NC Metro Area",Bus,2018,127570,312949,127570,312949,18053,68752.5,0.538939406,677569139,364410.3333,260097,86329.75,1231.25,24338.75,23232.25,27577,56475.25,359966,13.175,8.8,77.875,20.8,60.075,19.125,139963.75,7964.5,32494.25,54300.75,30075,15129.25,5.690401979,52757.25,71585.75,35.55,46.575,17.875,141680.5,10184.75,608,#VALUE!,6419.916666,170529.75,176949.6666,3.599735085,96.40026511,0,0,17.33501357,2.711545455
1945,2258,26100,"Holland-Grand Haven, MI Metro Area",Bus,2005,6912610,4418717,1041374.447,850212.7712,64271.3168,3286587,3.156008878,133279731,245075,187780,42663,1801,26973,28323,24766,25731,244749,6.7,5.5,87.9,27.4,62.4,10.2,90064,1536,23147,41074,16355,7952,1.705453899,56984,66388,26.6,57.4,16,104543,8542,71,19.5,7132.5,129095.3333,136227.8333,5.238374275,94.76162667,,,13.22849466,2.246666667
1946,2259,26100,"Holland-Grand Haven, MI Metro Area",Bus,2006,7874635,4735923,1183036.372,902648.3339,67556.8936,3710839,3.136707449,133279731,257671,201739,40666,1460,24018,24049,23996,10563,249444,4.6,7.9,87.6,26,63.2,10.8,88386,2547,21013,41084,16349,7393,2.881678094,56576,69284,27.3,53.5,19.2,109051,11013,684,20.1,7554.833333,129698.1667,137253,5.503284583,94.49671558,,,13.36130609,2.54425
1947,2260,26100,"Holland-Grand Haven, MI Metro Area",Bus,2007,8584160,4764173,1296420.66,903087.9138,69842.2649,4021092,3.101687688,133279731,259206,201034,43722,1624,25097,25007,25960,25112,249239,6.8,8,85.3,25.9,63,11.1,92845,2328,24972,43088,14759,7698,2.507404814,53881,67163,29.1,54.1,16.8,107154,9295,933,20,7759.416667,128067.3333,135826.75,5.712100467,94.287899,,,12.93039272,2.821583333
1948,2261,26100,"Holland-Grand Haven, MI Metro Area",Bus,2008,9706143,5120435,1521256.879,1008047.538,79509.1157,4301457,2.827567822,133279731,260364,204922,40274,1132,25409,25757,26282,19688,252294,7.9,6.1,86,25.6,63.1,11.3,93506,3353,25601,40631,16658,7263,3.585866148,55459,72099,26.5,55.3,18.2,109668,12000,806,19.3,9070.833333,125096.5833,134167.4167,6.761604658,93.23839583,,,12.6783895,3.2295
1949,2262,26100,"Holland-Grand Haven, MI Metro Area",Bus,2009,9718537,5397771,1539125.031,1091030.266,87003.7237,4875041,3.16741064,133279731,261957,205501,40600,1251,23918,23956,24967,25884,255339,10.6,8,81.5,25.8,62.7,11.5,94556,4855,23007,44519,15453,6722,5.134523457,51047,65322,30.8,50.9,18.3,101882,9437,824,20.1,16334.33333,114716,131050.3333,12.45591417,87.54408517,,,12.54004104,2.33225
1950,2263,26100,"Holland-Grand Haven, MI Metro Area",Bus,2010,10220661,5282456,1640771.388,1094504.625,86991.0011,4981915,3.036324887,133279731,264055,206770,41112,1810,24077,24274,24311,30467,255016,,,,26,62,12,91334,3936,24613,39210,16392,7183,4.309457595,53056,67795,29.9,53.1,17,103942,9423,901,20.5,14472.91667,126112.0833,140585,10.29040808,89.7095915,,,12.58181434,2.778083333
1951,2264,26100,"Holland-Grand Haven, MI Metro Area",Bus,2011,11560511,5431987,1874715.116,1113924.746,88382.8915,5664889,3.02173325,133279731,266300,203863,44651,1596,23113,23076,27388,22393,257087,,,,25.6,62.5,11.9,94059,3182,27923,39981,15629,7344,3.382983021,53553,65161,32.8,47.7,19.5,101969,9964,1700,19.5,11146.16667,128451.75,139597.9167,7.985283175,92.01471642,,,12.60339786,3.531833333
1952,2265,26100,"Holland-Grand Haven, MI Metro Area",Bus,2012,12143292,5305178,1896476.883,1029584.41,82697.2867,6140324,3.237753149,133279731,269099,207818,44027,895,25267,26111,24214,25891,259849,,,,25.4,62,12.6,95048,4104,27048,42264,14806,6826,4.317818365,54323,68415,28.4,53.1,18.5,106326,11229,711,20,9329,132240.5833,141569.5833,6.588406808,93.41159375,,,12.45003858,3.613333333
1953,2266,26100,"Holland-Grand Haven, MI Metro Area",Bus,2018,10458575,6059619,1664682.353,1148073.686,91729.8606,9732572.25,5.846504129,133279731,266484.6667,210057.5,44443.75,315.75,26641.5,28087.75,22602.75,26496,262438.25,0,0,0,25.15,61.75,13.1,96471,4607,27219.25,44169,13998,6477.75,4.775528397,55024.75,70197,25.825,55.8,18.375,109100.5,12313,169,20.125,7134.437498,135667.125,142801.5624,4.964468307,95.03553298,0,0,12.51581196,2.716363636
1954,2267,26380,"Houma-Bayou Cane-Thibodaux, LA Metro Area",Bus,2005,174522,296948,168815.1306,287237.8004,16329.9586,0,0,226343767,196621,175415,16580,1011,20143,20057,17391,21319,196196,14.7,10.7,74.6,26.1,62.9,11,69973,6170,22897,30300,8584,2022,8.817686822,38038,52578,46.4,41.3,12.3,65154,7198,269,25,6040.75,90332.91667,96373.66667,6.182038667,93.81796125,1024,4561,17.58962208,2.23175
1955,2268,26380,"Houma-Bayou Cane-Thibodaux, LA Metro Area",Bus,2006,151752,298135,146789.7096,288385.9855,16393.8004,0,0,226343767,202902,180170,18312,785,19298,18368,25132,41703,199365,17.6,11.9,70.4,26.1,62.6,11.3,70347,6070,21871,29512,10165,2729,8.628655095,42844,54800,41.9,47.2,10.9,72896,8910,705,24.8,3324.916667,96277.33333,99602.25,3.346343642,96.65365592,1024,4702,17.5911612,2.520666667
1956,2269,26380,"Houma-Bayou Cane-Thibodaux, LA Metro Area",Bus,2007,146255,300659,141472.4615,290827.4507,16529.2224,0,0,226343767,201137,178891,17991,423,20212,19187,26195,28423,198141,17.8,11.1,71.1,25.5,62.9,11.6,71988,5568,25303,29309,9334,2474,7.734622437,41968,55070,42.2,42.5,15.3,69269,9733,672,24.3,3077.833333,100504.1667,103582,2.971332892,97.02866875,1024,4843,17.59474485,2.719
1957,2270,26380,"Houma-Bayou Cane-Thibodaux, LA Metro Area",Bus,2008,94784,202022,91684.5632,195415.8806,11108.4732,0,0,226343767,201148,177336,19884,531,24374,23724,29011,86928,197801,15.9,9.9,74.2,25.7,63.2,11.1,72973,5261,23646,31750,8934,3382,7.209515848,51108,64545,36.7,43.8,19.5,72152,9479,522,26.7,3884.25,102761.75,106646,3.635235092,96.3647645,1024,4984,17.59160571,3.193333333
1958,2271,26380,"Houma-Bayou Cane-Thibodaux, LA Metro Area",Bus,2009,0,0,0,0,0,0,0,226343767,202973,179598,19076,563,22655,22139,26927,20692,199865,15.6,10.3,74.1,25.8,62.5,11.7,74716,5519,24411,31951,9888,2947,7.3866374,47747,61835,37.3,44.5,18.2,72101,11094,346,25.6,4832.583333,97941.41667,102774,4.703134783,95.29686542,1024,5125,0,2.270333333
1959,2272,26380,"Houma-Bayou Cane-Thibodaux, LA Metro Area",Bus,2010,0,0,0,0,0,0,0,226343767,208189,183259,18454,567,22372,21308,29013,31528,204551,,,,25.2,63.2,11.6,73829,6060,23104,29226,12111,3328,8.208156686,48185,64755,38.3,44,17.7,71922,10127,372,24.9,6057.666667,89921.33333,95979,6.309774708,93.690225,1024,5266,0,2.700416667
1960,2273,26380,"Houma-Bayou Cane-Thibodaux, LA Metro Area",Bus,2011,0,0,0,0,0,131856,0,226343767,208583,182060,18594,1001,22412,22196,26213,11450,205276,,,,25.2,63.1,11.7,75568,6612,23986,32207,9598,3165,8.749735338,44987,60464,40.2,42.1,17.7,72663,9828,234,23.9,5821.75,88461.83333,94283.58333,6.179256833,93.82074292,1024,5407,0,3.42275
1961,2274,26380,"Houma-Bayou Cane-Thibodaux, LA Metro Area",Bus,2012,0,0,0,0,0,147949,0,226343767,208922,182447,19149,458,23124,22416,26624,46259,205153,,,,24.9,61.9,13.2,74435,4416,27030,29687,10235,3067,5.932692954,48866,63398,36.6,44.7,18.7,74051,9360,238,N,5108.833333,91332.41667,96441.25,5.30363015,94.69637117,1024,5252,0,3.485666667
1962,2275,26380,"Houma-Bayou Cane-Thibodaux, LA Metro Area",Bus,2013,0,0,0,0,0,120673,0,226343767,209890,180491,21551,861,25256,24595,26585,46481,205658,13.6,10.3,76.1,24.6,62.7,12.7,73418,4010,22243,33882,10577,2706,5.461875834,54070,66607,32.2,48,19.8,70961,10785,367,25.7,4971.166667,94884.41667,99855.58333,4.979826417,95.02017408,1024,5179,0,3.374166667
1963,2276,26380,"Houma-Bayou Cane-Thibodaux, LA Metro Area",Bus,2014,0,0,0,0,0,133917,0,226343767,211348,180588,23294,474,23490,22767,24956,31786,205647,20.9,10.2,69,24.7,62.5,12.8,74539,6068,25996,32085,7807,2583,8.140704866,45104,61796,40.2,40.3,19.5,69823,11288,556,26,4993.333333,98297.75,103291.0833,4.823068525,95.17693142,1024,5074,0,3.223166667
1964,2277,26380,"Houma-Bayou Cane-Thibodaux, LA Metro Area",Bus,2015,0,0,0,0,0,121776,0,226343767,212297,181512,21734,1911,25204,25152,25480,9435,208534,17.7,10.7,71.6,25.2,61.6,13.2,77548,5989,25195,33463,9377,3524,7.722958684,48119,64023,39.4,40.1,20.5,75346,8060,340,25.4,5702,94109.41667,99811.41667,5.711939283,94.288061,1024,5359,0,2.250083333
1965,2278,26380,"Houma-Bayou Cane-Thibodaux, LA Metro Area",Bus,2016,0,0,0,0,0,128481,0,226343767,211525,179981,22358,1224,23889,24438,21519,33099,206460,20.9,10.3,68.8,24.7,61.5,13.8,77301,5108,28978,29630,10121,3464,6.607935214,49929,64588,37.2,43.8,19,70515,8559,251,24.2,6124.333333,86326.66667,92451,6.620388717,93.37961192,1024,5029,0,2.025416667
1966,2279,26380,"Houma-Bayou Cane-Thibodaux, LA Metro Area",Bus,2017,0,0,0,0,0,121139,0,226343767,210512,185022,19142,1452,24867,24962,25691,41198,206471,18,11.9,70.1,24.5,61,14.5,77302,7390,26612,29466,10709,3125,9.559907894,47069,64256,42,37.6,20.4,69833,7058,217,27,4872.916667,84024,88896.91667,5.480873908,94.51912567,1024,4984,0,2.297
1967,2280,26380,"Houma-Bayou Cane-Thibodaux, LA Metro Area",Bus,2018,0,0,0,0,0,117308.75,0,226343767,211444.6667,188420,16886,1451.25,25271.75,25176.5,27829.75,53188.25,205960.75,16.625,13,70.375,24.225,60.6,15.175,77241,8881.25,25783.25,28384.75,11336,2855.75,11.49810334,45376.5,64148.25,45.05,33.875,21.075,68113.75,6057,169.25,28.8,4039.937501,80351.3125,84391.25001,4.85335016,95.14664871,1024,4867.75,0,2.577
1968,2281,26420,"Houston-Sugar Land-Baytown, TX Metro Area",Bus,2005,83943294,40178789,83943294,40178789,2661344,47136739,0.561530728,4299420988,5193448,2852139,1178358,49076,24959,24130,33855,30014,5175722,16.1,10.7,73.2,28.6,63.6,7.8,1820951,120249,654451,737780,236267,72204,6.60363733,46705,65803,38,43.5,18.5,1860809,304102,65541,28.1,145620.6667,2457480,2603100.667,5.594135733,94.40586533,184691.2,1987957,15.09717985,2.23175
1969,2282,26420,"Houston-Sugar Land-Baytown, TX Metro Area",Bus,2006,88140117,39237973,88140117,39237973,2710981,49531308,0.561960997,4299420988,5542048,3058633,1243956,45528,24802,24320,33133,28407,5454376,14.9,10.5,74.5,28.2,63.9,7.9,1863152,121089,661550,763694,239776,77043,6.499147681,50250,70419,35,44.4,20.6,1979420,332560,69147,28.1,132676.8333,2536974.833,2669651.667,4.973104517,95.02689492,184691.2,1955893,14.47371745,2.520666667
1970,2283,26420,"Houston-Sugar Land-Baytown, TX Metro Area",Bus,2007,86240763,39550087,86240763,39550087,2729296,48663093,0.564270205,4299420988,5629127,3113038,1255747,55525,26561,25827,35556,35063,5544899,14.5,9.9,75.6,28.3,63.6,8.1,1896441,116804,651251,791782,251066,85538,6.159115944,52988,75755,33.3,43.5,23.2,2049271,319496,69086,28.3,114296.4167,2598795,2713091.417,4.212605458,95.78739425,184691.2,1923829,14.49094822,2.719
1971,2284,26420,"Houston-Sugar Land-Baytown, TX Metro Area",Bus,2008,81304157,40218118,81304157,40218118,2771538,47571888,0.585110156,4299420988,5722952,3155986,1266886,62361,28320,27281,38241,35638,5659410,13.6,9.9,76.4,28.2,63.5,8.3,1963049,114763,685389,807684,262080,93133,5.846160743,56250,79169,30.8,44.3,24.9,2157876,350337,72528,28.9,130861.1667,2648468.417,2779329.583,4.703717325,95.29628175,184691.2,1891765,14.5111191,3.193333333
1972,2285,26420,"Houston-Sugar Land-Baytown, TX Metro Area",Bus,2009,70174150,41427336,70174150,41427336,2831570,59184782,0.84339863,4299420988,5865086,3228890,1298974,58809,27026,26503,36165,35620,5777405,15.3,10.4,74.4,28.6,63.1,8.3,2004427,121822,695170,829591,267451,90393,6.077647128,54146,76626,32.7,43.4,23.9,2134127,326625,60547,27.6,215373.6667,2626289.25,2841662.917,7.569257433,92.43074283,184691.2,1859701,14.63051805,2.270333333
1973,2286,26420,"Houston-Sugar Land-Baytown, TX Metro Area",Bus,2010,66703225,42103642,66703225,42103642,2878557,55796454,0.836488101,4299420988,5977092,3296866,1286312,62230,26961,26923,36463,31724,5903014,,,,27.9,63.4,8.7,2022402,122456,702790,822770,278674,95712,6.054978189,53942,75778,32.7,43.4,23.9,2159029,311332,63492,27.7,246600.75,2734891.75,2981492.5,8.27220685,91.727794,184691.2,1827637,14.6266487,2.700416667
1974,2287,26420,"Houston-Sugar Land-Baytown, TX Metro Area",Bus,2011,67096260,42206187,67096260,42206187,2896843,61552249,0.91737228,4299420988,6086895,3396220,1289662,65729,27422,27265,37421,35730,6004317,,,,27.7,63.4,8.9,2067012,129304,713650,845957,280679,97422,6.255599871,54901,78156,32.8,42.5,24.7,2230535,299629,65059,27.7,238628.5833,2813910.75,3052539.333,7.819144,92.18085625,184691.2,1795573,14.56971848,3.42275
1975,2288,26420,"Houston-Sugar Land-Baytown, TX Metro Area",Bus,2012,66717573,42241406,66717573,42241406,2878352,38673697,0.579662827,4299420988,6204161,3433850,1316481,72747,27344,26754,37079,31542,6123358,,,,27.4,63.3,9.3,2099897,125525,729731,844924,288224,111493,5.977674143,55910,80356,31.6,42.1,26.3,2258479,316211,73121,28.6,206385.25,2917342,3123727.25,6.6095047,93.39049533,184691.2,1809829,14.67555254,3.485666667
1976,2289,26420,"Houston-Sugar Land-Baytown, TX Metro Area",Bus,2013,69141932,42422292,69141932,42422292,2889294,63986839,0.925441872,4299420988,6313158,3460625,1349016,79796,28395,27012,37431,37435,6228091,16.4,10.1,73.5,27.2,63.2,9.6,2158139,131194,733870,878560,298039,116476,6.079033834,57366,82660,30.9,41.7,27.4,2345878,321092,69641,29.1,192565.8333,3001440.417,3194006.25,6.029723317,93.97027775,184691.2,1835709,14.68258059,3.374166667
1977,2290,26420,"Houston-Sugar Land-Baytown, TX Metro Area",Bus,2014,68797251,42795859,68797251,42795859,2924301,64116413,0.931961845,4299420988,6490180,3541226,1373855,77027,30089,28846,39958,30558,6404189,15.3,10.1,74.6,27,63.1,9.9,2226123,128069,751879,908507,316306,121362,5.75300646,60072,86296,29.9,41.5,28.6,2456451,327866,72344,29.2,160817.9167,3090271.083,3251089,4.947516167,95.05248383,184691.2,1869987,14.63456019,3.223166667
1978,2291,26420,"Houston-Sugar Land-Baytown, TX Metro Area",Bus,2015,67720735,44655341,67720735,44655341,3080095,65389328,0.965573218,4299420988,6656946,3564724,1431698,86102,30920,30680,40439,31510,6572240,14.6,9.5,75.9,26.8,63,10.2,2292992,122542,784529,923267,334322,128332,5.344196578,61465,89171,28.5,41.4,30.1,2527652,315616,70385,30.2,150446.8333,3116068.5,3266515.333,4.60548015,95.39451925,184691.2,1896046,14.49804016,2.250083333
1979,2293,26420,"Houston-Sugar Land-Baytown, TX Metro Area",Bus,2016,68021420,45486161,68021420,45486161,3287380,60596181,0.890839694,4299420988,6772470,3644310,1437044,102455,30634,30110,40990,29251,6682600,14.8,9.5,75.8,26.9,62.7,10.4,2333038,121843,785258,931364,344413,150160,5.222503877,61708,89957,28.7,41.2,30.1,2543747,319543,61082,30,174356.0833,3130112.333,3304468.417,5.275228392,94.72477017,184691.2,1924542,13.83659966,2.025416667
1980,2295,26420,"Houston-Sugar Land-Baytown, TX Metro Area",Bus,2017,67560675,45330427,67560675,45330427,3277191,57214396,0.846859449,4299420988,6892427,3734848,1420204,108133,31629,30645,41687,32617,6802293,13.9,9.7,76.4,26.7,62.5,10.8,2324758,119368,742594,961893,355966,144937,5.134641971,63802,92532,27.1,41.5,31.4,2569102,319432,67348,29.9,165411.5833,3172175.667,3337587.25,4.956881875,95.04311733,184691.2,1958196,13.83209798,2.297
1981,2297,26420,"Houston-Sugar Land-Baytown, TX Metro Area",Bus,2018,68343099,46692976,68343099,46692976,3363745,53479770.5,0.782518956,4299420988,6773947.667,3757482.5,1415994,109552.5,31877.75,30778.75,41861.25,33458.5,6832216.25,13.675,9.75,76.55,26.65,62.45,10.9,2322688,118749.25,731928,969525.25,358854.25,143631.25,5.112578616,64325.5,93175.75,26.7,41.575,31.725,2575440.75,319404.25,68914.5,29.875,163175.4583,3182691.501,3345866.958,4.877295246,95.12270412,184691.2,1966609.5,13.88124724,2.577
1982,2299,26420,"Houston-Sugar Land-Baytown, TX Metro Area",Rail,2005,10618145,787620,10618145,787620,61236,1962151,0.184792259,4299420988,5193448,2852139,1178358,49076,24959,24130,33855,30014,5175722,16.1,10.7,73.2,28.6,63.6,7.8,1820951,120249,654451,737780,236267,72204,6.60363733,46705,65803,38,43.5,18.5,1860809,304102,65541,28.1,145620.6667,2457480,2603100.667,5.594135733,94.40586533,184691.2,1987957,12.86204194,2.23175
1983,2300,26420,"Houston-Sugar Land-Baytown, TX Metro Area",Rail,2006,11307687,793518,11307687,793518,57533,3518911,0.311196357,4299420988,5542048,3058633,1243956,45528,24802,24320,33133,28407,5454376,14.9,10.5,74.5,28.2,63.9,7.9,1863152,121089,661550,763694,239776,77043,6.499147681,50250,70419,35,44.4,20.6,1979420,332560,69147,28.1,132676.8333,2536974.833,2669651.667,4.973104517,95.02689492,184691.2,1955893,13.79239741,2.520666667
1984,2301,26420,"Houston-Sugar Land-Baytown, TX Metro Area",Rail,2007,12013705,793163,12013705,793163,57558,3689489,0.307106675,4299420988,5629127,3113038,1255747,55525,26561,25827,35556,35063,5544899,14.5,9.9,75.6,28.3,63.6,8.1,1896441,116804,651251,791782,251066,85538,6.159115944,52988,75755,33.3,43.5,23.2,2049271,319496,69086,28.3,114296.4167,2598795,2713091.417,4.212605458,95.78739425,184691.2,1923829,13.78023906,2.719
1985,2302,26420,"Houston-Sugar Land-Baytown, TX Metro Area",Rail,2008,11640213,890265,11640213,890265,72823,5263413,0.452174973,4299420988,5722952,3155986,1266886,62361,28320,27281,38241,35638,5659410,13.6,9.9,76.4,28.2,63.5,8.3,1963049,114763,685389,807684,262080,93133,5.846160743,56250,79169,30.8,44.3,24.9,2157876,350337,72528,28.9,130861.1667,2648468.417,2779329.583,4.703717325,95.29628175,184691.2,1891765,12.22505252,3.193333333
1986,2303,26420,"Houston-Sugar Land-Baytown, TX Metro Area",Rail,2009,11364633,914127,11364633,914127,75322,7006821,0.616546174,4299420988,5865086,3228890,1298974,58809,27026,26503,36165,35620,5777405,15.3,10.4,74.4,28.6,63.1,8.3,2004427,121822,695170,829591,267451,90393,6.077647128,54146,76626,32.7,43.4,23.9,2134127,326625,60547,27.6,215373.6667,2626289.25,2841662.917,7.569257433,92.43074283,184691.2,1859701,12.13625501,2.270333333
1987,2304,26420,"Houston-Sugar Land-Baytown, TX Metro Area",Rail,2010,10484157,893592,10484157,893592,73560,5787387,0.552012622,4299420988,5977092,3296866,1286312,62230,26961,26923,36463,31724,5903014,,,,27.9,63.4,8.7,2022402,122456,702790,822770,278674,95712,6.054978189,53942,75778,32.7,43.4,23.9,2159029,311332,63492,27.7,246600.75,2734891.75,2981492.5,8.27220685,91.727794,184691.2,1827637,12.14779772,2.700416667
1988,2305,26420,"Houston-Sugar Land-Baytown, TX Metro Area",Rail,2011,10787896,912899,10787896,912899,75587,5619890,0.520944028,4299420988,6086895,3396220,1289662,65729,27422,27265,37421,35730,6004317,,,,27.7,63.4,8.9,2067012,129304,713650,845957,280679,97422,6.255599871,54901,78156,32.8,42.5,24.7,2230535,299629,65059,27.7,238628.5833,2813910.75,3052539.333,7.819144,92.18085625,184691.2,1795573,12.07746041,3.42275
1989,2306,26420,"Houston-Sugar Land-Baytown, TX Metro Area",Rail,2012,11387090,910792,11387090,910792,77015,3978767,0.349410341,4299420988,6204161,3433850,1316481,72747,27344,26754,37079,31542,6123358,,,,27.4,63.3,9.3,2099897,125525,729731,844924,288224,111493,5.977674143,55910,80356,31.6,42.1,26.3,2258479,316211,73121,28.6,206385.25,2917342,3123727.25,6.6095047,93.39049533,184691.2,1809829,11.82616373,3.485666667
1990,2307,26420,"Houston-Sugar Land-Baytown, TX Metro Area",Rail,2013,11279881,1053590,11279881,1053590,88302,4483444,0.397472633,4299420988,6313158,3460625,1349016,79796,28395,27012,37431,37435,6228091,16.4,10.1,73.5,27.2,63.2,9.6,2158139,131194,733870,878560,298039,116476,6.079033834,57366,82660,30.9,41.7,27.4,2345878,321092,69641,29.1,192565.8333,3001440.417,3194006.25,6.029723317,93.97027775,184691.2,1835709,11.93166633,3.374166667
1991,2308,26420,"Houston-Sugar Land-Baytown, TX Metro Area",Rail,2014,13300551,1725836,13300551,1725836,136674,4735304,0.356023145,4299420988,6490180,3541226,1373855,77027,30089,28846,39958,30558,6404189,15.3,10.1,74.6,27,63.1,9.9,2226123,128069,751879,908507,316306,121362,5.75300646,60072,86296,29.9,41.5,28.6,2456451,327866,72344,29.2,160817.9167,3090271.083,3251089,4.947516167,95.05248383,184691.2,1869987,12.62739073,3.223166667
1992,2309,26420,"Houston-Sugar Land-Baytown, TX Metro Area",Rail,2015,16489939,2760785,16489939,2760785,238126,4830770,0.292952569,4299420988,6656946,3564724,1431698,86102,30920,30680,40439,31510,6572240,14.6,9.5,75.9,26.8,63,10.2,2292992,122542,784529,923267,334322,128332,5.344196578,61465,89171,28.5,41.4,30.1,2527652,315616,70385,30.2,150446.8333,3116068.5,3266515.333,4.60548015,95.39451925,184691.2,1896046,11.59379908,2.250083333
1993,2311,26420,"Houston-Sugar Land-Baytown, TX Metro Area",Rail,2016,18228011,3371306,18228011,3371306,298240,5684894,0.311876814,4299420988,6772470,3644310,1437044,102455,30634,30110,40990,29251,6682600,14.8,9.5,75.8,26.9,62.7,10.4,2333038,121843,785258,931364,344413,150160,5.222503877,61708,89957,28.7,41.2,30.1,2543747,319543,61082,30,174356.0833,3130112.333,3304468.417,5.275228392,94.72477017,184691.2,1924542,11.30400349,2.025416667
1994,2313,26420,"Houston-Sugar Land-Baytown, TX Metro Area",Rail,2017,18808109,3433305,18808109,3433305,292231,5968525,0.317337857,4299420988,6892427,3734848,1420204,108133,31629,30645,41687,32617,6802293,13.9,9.7,76.4,26.7,62.5,10.8,2324758,119368,742594,961893,355966,144937,5.134641971,63802,92532,27.1,41.5,31.4,2569102,319432,67348,29.9,165411.5833,3172175.667,3337587.25,4.956881875,95.04311733,184691.2,1958196,11.74859957,2.297
1995,2315,26420,"Houston-Sugar Land-Baytown, TX Metro Area",Rail,2018,18806354,3509443,18806354,3509443,299107,6394779.25,0.340032909,4299420988,6773947.667,3757482.5,1415994,109552.5,31877.75,30778.75,41861.25,33458.5,6832216.25,13.675,9.75,76.55,26.65,62.45,10.9,2322688,118749.25,731928,969525.25,358854.25,143631.25,5.112578616,64325.5,93175.75,26.7,41.575,31.725,2575440.75,319404.25,68914.5,29.875,163175.4583,3182691.501,3345866.958,4.877295246,95.12270412,184691.2,1966609.5,11.73306877,2.577
1996,2317,26580,"Huntington-Ashland, WV-KY-OH Metro Area",Bus,2005,719411,768516,639340.5557,682980.1692,47187.3039,320168,0.500778493,308812962,279158,181730,94421,860,17927,17659,18370,21613,277336,20.4,9.8,69.8,21.9,62.6,15.5,114742,10109,39757,42796,15429,6651,8.810200275,31820,46662,53.6,37.9,8.5,94401,7848,472,21.5,7140.5,123352.75,130493.25,5.474452292,94.52554767,3008,22153,14.47381208,2.246666667
1997,2318,26580,"Huntington-Ashland, WV-KY-OH Metro Area",Bus,2006,731075,782150,649706.3525,695096.705,48284.8484,408526,0.628785602,308812962,285475,186844,94914,1056,19203,18463,20342,17170,278676,18.7,11.6,69.7,21.6,63,15.4,115705,10300,38536,45208,15760,5901,8.901948922,34545,47871,50.4,40.7,8.9,98107,10765,919,21.1,6820.166667,125128.8333,131949,5.1704943,94.82950458,3008,22332,14.39575204,2.54425
1998,2319,26580,"Huntington-Ashland, WV-KY-OH Metro Area",Bus,2007,782030,783164,694990.061,695997.8468,48267.9631,449677,0.647026519,308812962,284026,181762,98670,804,18756,18837,18445,37712,276586,19.1,11.7,69.2,21.7,62.5,15.8,114287,12518,35668,43087,16697,6317,10.95312678,34903,45857,50.2,41.3,8.5,88559,12026,1358,22.4,6370.333333,126961.8333,133332.1667,4.781176917,95.21882358,3008,22511,14.41945759,2.821583333
1999,2320,26580,"Huntington-Ashland, WV-KY-OH Metro Area",Bus,2008,765720,829654,680495.364,737313.5098,52201.3493,458099,0.673184601,308812962,284234,180118,99888,1342,19252,18064,21739,16865,280789,17.7,11.3,71,21.4,62.8,15.8,117570,10803,42535,41803,16225,6204,9.188568512,35536,48626,49.2,41.1,9.7,97851,11121,1074,20.1,6620.083333,126114.8333,132734.9167,4.987781925,95.012219,3008,22690,14.12441478,3.2295
