UZA Name,RailBus,UZA Area SQ Miles,UZA Population,Service Area SQ Miles,Service Area Population,NTD_ID,UZA,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
"Dubuque, IA-IL",Bus,34,"67,818",26,"60,140",77022,818.0,124950.0,124489.0,128541.0,121106.0,121337.0,158077.0,113384.0,132211.0,117897.0,147968.0,229617.0,190101.0,224941.0
"Dubuque, IA-IL",DemandResponse,34,"67,818",26,"60,140",77022,818.0,186426.0,179628.0,155400.0,133395.0,64633.0,63351.0,52837.0,56195.0,56905.0,50926.0,88175.0,195650.0,183053.0
"Duluth, MN-WI",Bus,70,"120,378",72,"116,566",55050,520.0,1667891.0,1904336.0,1948545.0,2069661.0,2027708.0,1952424.0,2355897.0,2452281.0,2456584.0,2614086.0,2752477.0,2479687.0,2433944.0
"Duluth, MN-WI",DemandResponse,70,"120,378",72,"116,566",55050,520.0,36858.0,39136.0,38514.0,36394.0,37908.0,39974.0,48736.0,51636.0,51648.0,55793.0,62195.0,65692.0,66927.0
"Durham, NC",Bus,182,"347,602","1,519","1,402,824",84324,330.0,622416.0,977991.0,1071370.0,1037942.0,1212357.0,1295437.0,1519662.0,1793503.0,1959638.0,2017969.0,2199910.0,2024061.0,2222635.0
"Durham, NC",Bus,182,"347,602",62,"80,218",88204,440.0,5354889.0,5706718.0,6457597.0,7152286.0,7584657.0,7287307.0,7329203.0,7395166.0,8734821.0,8601522.0,9655765.0,8251848.0,7525274.0
"Durham, NC",Bus,182,"347,602",93,"240,017",44174,220.0,2117577.0,2385405.0,2626135.0,2659971.0,2716568.0,2418916.0,2679611.0,2828114.0,2789301.0,2813442.0,2765439.0,2736678.0,2634292.0
"Durham, NC",DemandResponse,182,"347,602","1,519","1,402,824",88432,440.0,626769.0,631228.0,724290.0,878014.0,1048277.0,1205237.0,1078873.0,1081244.0,761643.0,748020.0,733103.0,616389.0,649392.0
"Durham, NC",DemandResponse,182,"347,602",62,"80,218",44102,220.0,2963.0,2422.0,1924.0,1511.0,779.0,1005.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Durham, NC",DemandResponse,182,"347,602",93,"240,017",44174,220.0,64921.0,148491.0,139048.0,158498.0,164037.0,165847.0,179724.0,207910.0,223527.0,215523.0,232043.0,229088.0,204579.0
"East Stroudsburg, PA-NJ",Bus,52,"54,316",610,"166,314",30137,472.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214076.0,242133.0,244207.0,235497.0
"East Stroudsburg, PA-NJ",DemandResponse,52,"54,316",610,"166,314",60274,944.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240374.0,174154.0,170161.0,199780.0
"Eau Claire, WI",Bus,69,"102,852",28,"74,601",55198,594.0,502424.0,527112.0,552196.0,640702.0,684416.0,723574.0,705103.0,682133.0,709843.0,737465.0,779801.0,774618.0,803452.0
"Eau Claire, WI",DemandResponse,69,"102,852",11,"13,718",55266,594.0,107782.0,109067.0,119804.0,114640.0,0.0,0.0,139137.0,167906.0,175079.0,170003.0,183809.0,184328.0,169573.0
"Eau Claire, WI",DemandResponse,69,"102,852",28,"74,601",55198,594.0,139408.0,148080.0,145896.0,194365.0,221477.0,235153.0,243515.0,235486.0,217056.0,215292.0,209752.0,314412.0,293667.0
"El Centro, CA",Bus,17,"52,954","4,598","166,874",9212,440.0,0.0,0.0,333175.0,406619.0,481058.0,547709.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"El Centro, CA",DemandResponse,17,"52,954","4,598","166,874",9212,440.0,0.0,0.0,68189.0,72860.0,81059.0,81361.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"El Centro-Calexico, CA",Bus,30,"107,672",425,"174,610",99452,578.0,0.0,0.0,0.0,0.0,0.0,0.0,548813.0,530893.0,506374.0,716188.0,748040.0,718108.0,646809.0
"El Centro-Calexico, CA",DemandResponse,30,"107,672",425,"174,610",99452,578.0,0.0,0.0,0.0,0.0,0.0,0.0,92000.0,61665.0,49184.0,67683.0,72130.0,66554.0,68684.0
"El Paso, TX-NM",Bus,251,"803,086",251,"803,086",66012,106.0,6413847.0,6605582.0,6659564.0,7287779.0,8147525.0,7897873.0,8729324.0,9090275.0,9148195.0,9227493.0,8889145.0,8330246.0,7689310.0
"El Paso, TX-NM",DemandResponse,251,"803,086",251,"803,086",78024,212.0,290276.0,327640.0,386945.0,398782.0,547300.0,553158.0,494063.0,561749.0,536742.0,538823.0,598155.0,620039.0,627395.0
"Elizabethtown-Radcliff, KY",Bus,57,"73,467",929,"137,401",44382,758.0,0.0,0.0,0.0,0.0,0.0,0.0,57061.0,0.0,0.0,0.0,0.0,0.0,0.0
"Elizabethtown-Radcliff, KY",DemandResponse,57,"73,467",929,"137,401",88764,1516.0,0.0,0.0,0.0,0.0,0.0,0.0,678891.0,0.0,42774.0,49081.0,40941.0,1843469.0,2360526.0
"Elkhart, IN-MI",Bus,92,"143,592",90,"142,692",55298,454.0,93202.0,119940.0,133810.0,150902.0,149350.0,189510.0,239850.0,265414.0,286884.0,298953.0,255434.0,251860.0,246771.0
"Elkhart, IN-MI",DemandResponse,92,"143,592",90,"142,692",60447,681.0,480668.0,413026.0,439115.0,434291.0,347895.0,205657.0,245534.0,240169.0,120129.0,28558.0,40589.0,53908.0,59087.0
"Elmira, NY",Bus,38,"67,983",408,"95,195",22010,814.0,1736821.0,1746479.0,1819010.0,1975577.0,658795.0,684175.0,698519.0,660090.0,705715.0,763138.0,778411.0,712216.0,785413.0
"Elmira, NY",DemandResponse,38,"67,983",408,"95,195",22010,814.0,518791.0,610443.0,672785.0,806926.0,301547.0,259515.0,285311.0,310630.0,266975.0,268130.0,262246.0,250759.0,230645.0
"Erie, PA",Bus,82,"196,611",77,"189,872",33026,366.0,1993899.0,2110565.0,2156359.0,2152657.0,2234655.0,2185648.0,2286371.0,2356057.0,2616276.0,2792335.0,2885883.0,2899788.0,2947165.0
"Erie, PA",DemandResponse,82,"196,611",77,"189,872",33026,366.0,3515976.0,3548490.0,3449733.0,3611787.0,3722955.0,3649806.0,3877257.0,3960429.0,3970537.0,3738973.0,3843121.0,3569666.0,3306632.0
"Eugene, OR",Bus,87,"247,421",482,"302,200",21,453.0,4378336.0,5078340.0,5213706.0,6122561.0,6639924.0,7064784.0,7432593.0,6774444.0,6952902.0,7108331.0,7320181.0,7148311.0,7494017.0
"Eugene, OR",DemandResponse,87,"247,421",482,"302,200",21,453.0,236023.0,280778.0,229066.0,241986.0,295215.0,326936.0,296877.0,351152.0,415778.0,552908.0,633057.0,528175.0,560451.0
"Evansville, IN-KY",Bus,119,"229,351",45,"122,961",55086,318.0,777818.0,919361.0,979950.0,996501.0,954227.0,1070791.0,1248324.0,1332088.0,1464324.0,1484838.0,1464493.0,1400321.0,1341736.0
"Evansville, IN-KY",DemandResponse,119,"229,351",45,"122,961",55086,318.0,105953.0,125367.0,115577.0,128582.0,360068.0,263673.0,311954.0,308397.0,276096.0,116133.0,410377.0,386041.0,405087.0
"Fairbanks, AK",Bus,55,"64,513","7,444","97,581",90,850.0,166352.0,154779.0,214900.0,273294.0,307754.0,381079.0,342376.0,239388.0,253234.0,273528.0,364483.0,375443.0,393536.0
"Fairbanks, AK",DemandResponse,55,"64,513","7,444","97,581",45,425.0,26992.0,28312.0,27586.0,48935.0,51394.0,40597.0,38699.0,36227.0,36351.0,36923.0,40568.0,41590.0,36710.0
"Fairfield, CA",Bus,39,"133,683",129,"505,849",189276,720.0,861369.0,878235.0,1619957.0,1868716.0,2018979.0,1914965.0,2028003.0,2010583.0,2095877.0,2098578.0,2176185.0,2161730.0,2192450.0
"Fairfield, CA",DemandResponse,39,"133,683",129,"505,849",99184,480.0,70077.0,75747.0,98226.0,101334.0,86703.0,80471.0,64431.0,73180.0,85653.0,88354.0,105217.0,111298.0,125665.0
"Fargo, ND-MN",Bus,70,"176,676",26,"46,339",55052,388.0,160951.0,183960.0,198700.0,0.0,243672.0,225277.0,253421.0,279077.0,294500.0,310456.0,302441.0,300455.0,312938.0
"Fargo, ND-MN",Bus,70,"176,676",45,"134,149",88006,388.0,306861.0,397815.0,357821.0,0.0,660133.0,629167.0,591244.0,658311.0,676374.0,704887.0,651648.0,614530.0,551776.0
"Fargo, ND-MN",DemandResponse,70,"176,676",26,"46,339",55052,388.0,20928.0,25258.0,28436.0,0.0,42727.0,47658.0,49022.0,51574.0,53824.0,52435.0,55276.0,60895.0,61242.0
"Fargo, ND-MN",DemandResponse,70,"176,676",45,"134,149",88006,388.0,181307.0,212217.0,257633.0,0.0,408767.0,305132.0,292681.0,306396.0,164919.0,158986.0,152358.0,154853.0,156540.0
"Fayetteville, NC",Bus,198,"310,282",95,"150,131",84027,366.0,417289.0,434099.0,504815.0,527174.0,549029.0,651112.0,820254.0,944078.0,1031083.0,1146253.0,1226570.0,1219215.0,1175608.0
"Fayetteville, NC",DemandResponse,198,"310,282",95,"150,131",44018,244.0,37960.0,36088.0,41667.0,50002.0,53867.0,56760.0,58112.0,69253.0,72865.0,81909.0,100133.0,103371.0,103488.0
"Fayetteville-Springdale-Rogers, AR-MO",Bus,188,"295,083",18,"80,621",66124,258.0,0.0,0.0,755826.0,673264.0,586485.0,892749.0,753566.0,914658.0,1405317.0,1344622.0,1370812.0,1271659.0,1761167.0
"Fayetteville-Springdale-Rogers, AR-MO",Bus,188,"295,083","3,253","467,570",66144,258.0,1385.0,1375.0,26101.0,72201.0,58698.0,71960.0,62084.0,64381.0,77067.0,52386.0,60416.0,53072.0,47823.0
"Fayetteville-Springdale-Rogers, AR-MO",DemandResponse,188,"295,083",18,"80,621",66124,258.0,0.0,0.0,188956.0,194002.0,115389.0,223187.0,188391.0,187339.0,9684.0,9206.0,8801.0,8400.0,17790.0
"Fayetteville-Springdale-Rogers, AR-MO",DemandResponse,188,"295,083","3,253","467,570",66144,258.0,67890.0,67389.0,49270.0,34615.0,29520.0,31893.0,33868.0,38075.0,34348.0,68985.0,74910.0,75997.0,64670.0
"Flagstaff, AZ",Bus,35,"71,957",29,"65,760",99438,768.0,0.0,0.0,0.0,507919.0,492416.0,794327.0,771586.0,1339962.0,1354377.0,1330189.0,1309072.0,1252543.0,1307869.0
"Flagstaff, AZ",DemandResponse,35,"71,957",29,"65,760",189657,1152.0,0.0,0.0,0.0,34997.0,172276.0,49284.0,47397.0,62274.0,67889.0,78337.0,94276.0,96591.0,108218.0
"Flint, MI",Bus,236,"356,218",640,"418,408",55064,212.0,1834211.0,1981690.0,2428313.0,2935100.0,3315479.0,3333300.0,4077575.0,4810440.0,4891319.0,5016395.0,5074828.0,5013379.0,5151778.0
"Flint, MI",DemandResponse,236,"356,218",640,"418,408",110128,424.0,668189.0,698039.0,991784.0,1118596.0,1138520.0,1149262.0,961126.0,836984.0,616129.0,638833.0,618085.0,696508.0,813689.0
"Florence, AL",DemandResponse,62,"77,074","3,365","234,101",84204,1104.0,39083.0,55738.0,45325.0,52691.0,51771.0,52199.0,48626.0,58355.0,70708.0,82612.0,95274.0,99600.0,100025.0
"Florence, SC",Bus,71,"89,557","1,865","242,174",44112,650.0,23287.0,35315.0,45617.0,45396.0,1219534.0,1062088.0,937704.0,642801.0,342385.0,311313.0,245072.0,356635.0,352779.0
"Florence, SC",DemandResponse,71,"89,557","1,865","242,174",44112,650.0,3874687.0,4902530.0,4984744.0,3904318.0,3106553.0,2318889.0,2483380.0,2647360.0,2015902.0,2629.0,3124.0,5750.0,3076.0
"Fond du Lac, WI",Bus,29,"54,901",19,"49,167",110684,1872.0,90246.0,91171.0,94605.0,103988.0,103481.0,106542.0,118925.0,133065.0,132788.0,125590.0,126466.0,126759.0,128047.0
"Fond du Lac, WI",DemandResponse,29,"54,901",19,"49,167",115855,2340.0,93879.0,94360.0,106353.0,113778.0,125240.0,181964.0,166728.0,192961.0,381310.0,348733.0,349860.0,339504.0,370379.0
"Fort Collins, CO",Bus,110,"264,465",26,"66,859",88050,282.0,36639.0,45128.0,55451.0,61859.0,65732.0,52072.0,77996.0,73196.0,69368.0,72835.0,69313.0,32814.0,79429.0
"Fort Collins, CO",Bus,110,"264,465",54,"143,986",256055,705.0,725584.0,636997.0,712480.0,757449.0,839968.0,956020.0,1060437.0,1109861.0,1047966.0,1511372.0,2242449.0,2576511.0,2411839.0
"Fort Collins, CO",DemandResponse,110,"264,465",26,"66,859",88050,282.0,34818.0,38334.0,26989.0,22944.0,16431.0,12560.0,11720.0,12164.0,12840.0,15646.0,16896.0,17035.0,14249.0
"Fort Collins, CO",DemandResponse,110,"264,465",54,"143,986",192066,846.0,287833.0,364053.0,389833.0,490492.0,133493.0,109582.0,76968.0,129169.0,107382.0,88535.0,80845.0,99082.0,91540.0
"Fort Collins, CO",DemandResponse,110,"264,465",56,"143,986",88212,282.0,0.0,0.0,0.0,0.0,835078.0,832987.0,793661.0,772905.0,808473.0,909348.0,759230.0,610341.0,590151.0
"Fort Smith, AR-OK",Bus,71,"122,947",65,"86,209",66172,514.0,99375.0,106935.0,92706.0,101229.0,113402.0,102358.0,103237.0,125402.0,129460.0,138163.0,122849.0,121153.0,124914.0
"Fort Smith, AR-OK",DemandResponse,71,"122,947",65,"86,209",66172,514.0,29683.0,41139.0,58800.0,70345.0,37801.0,52577.0,54852.0,39424.0,40693.0,53730.0,46257.0,42814.0,43889.0
"Fort Walton Beach-Navarre-Wright, FL",Bus,121,"191,917",120,"196,512",44256,372.0,23426.0,32619.0,54694.0,66941.0,103140.0,105521.0,112996.0,120454.0,124017.0,216856.0,131173.0,114733.0,112100.0
"Fort Walton Beach-Navarre-Wright, FL",DemandResponse,121,"191,917",120,"196,512",44256,372.0,583977.0,385118.0,395887.0,404328.0,392292.0,385712.0,373574.0,395473.0,422914.0,287461.0,248131.0,198726.0,87605.0
"Fort Wayne, IN",Bus,172,"313,492",111,"268,485",55088,238.0,917858.0,957766.0,987758.0,1219143.0,1138601.0,1115442.0,1230604.0,1482067.0,1688416.0,1658945.0,1569722.0,1501735.0,1521133.0
"Fort Wayne, IN",DemandResponse,172,"313,492",111,"268,485",55088,238.0,88256.0,98094.0,99226.0,114402.0,110726.0,111017.0,106902.0,113600.0,129833.0,124908.0,146204.0,155915.0,186736.0
"Frederick, MD",Bus,73,"141,576",18,"68,728",33144,460.0,477340.0,548594.0,646288.0,520365.0,536940.0,525156.0,560955.0,591574.0,631445.0,617511.0,654796.0,570318.0,546852.0
"Frederick, MD",DemandResponse,73,"141,576",18,"68,728",33144,460.0,275765.0,283866.0,486648.0,395906.0,374064.0,363443.0,436798.0,431578.0,372897.0,387519.0,437570.0,380424.0,462139.0
"Fredericksburg, VA",Bus,78,"141,238",242,"113,716",33158,462.0,45830.0,50416.0,54963.0,116662.0,159741.0,271610.0,273419.0,368072.0,344624.0,423081.0,403921.0,384305.0,307579.0
"Fresno, CA",Bus,171,"654,628",133,"515,609",99054,126.0,7666439.0,7371888.0,7819099.0,8850097.0,9311431.0,8655263.0,8851741.0,9683538.0,9590617.0,8821378.0,8501278.0,7575604.0,7640262.0
"Fresno, CA",DemandResponse,171,"654,628",133,"515,609",99054,126.0,102608.0,103339.0,114096.0,145253.0,154557.0,159434.0,201506.0,267557.0,271059.0,278091.0,298822.0,257075.0,259414.0
"Gainesville, FL",Bus,87,"187,781",76,"163,990",44060,374.0,7193151.0,7961439.0,8638494.0,8870168.0,9723296.0,10256958.0,11166654.0,12466279.0,13509645.0,14582397.0,13823703.0,14701763.0,14533622.0
"Gainesville, FL",DemandResponse,87,"187,781",76,"163,990",84090,561.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151230.0,150159.0,158397.0,154439.0,288990.0
"Gainesville, GA",Bus,126,"130,846",38,"31,782",44288,490.0,0.0,0.0,0.0,0.0,56631.0,51227.0,62484.0,87961.0,107152.0,80436.0,78251.0,85691.0,83928.0
"Gainesville, GA",DemandResponse,126,"130,846",38,"31,782",44288,490.0,0.0,0.0,0.0,0.0,41122.0,41314.0,41618.0,41551.0,25801.0,29021.0,27759.0,33950.0,26776.0
"Glens Falls, NY",Bus,42,"65,443",57,"61,090",22240,838.0,189084.0,201977.0,226424.0,248827.0,257217.0,263499.0,281756.0,279433.0,280395.0,280752.0,316885.0,299164.0,264161.0
"Glens Falls, NY",DemandResponse,42,"65,443",57,"61,090",22240,838.0,4034.0,4162.0,4420.0,7600.0,6915.0,6614.0,6044.0,5269.0,6548.0,6897.0,6264.0,5922.0,5150.0
"Grand Forks, ND-MN",Bus,24,"61,270",26,"61,298",88016,880.0,131730.0,144437.0,135786.0,161674.0,165687.0,166726.0,194284.0,213813.0,242717.0,238360.0,6209.0,316118.0,197308.0
"Grand Forks, ND-MN",DemandResponse,24,"61,270",26,"61,298",96024,1320.0,117359.0,0.0,135785.0,147903.0,166876.0,176674.0,196254.0,161661.0,153813.0,157631.0,161442.0,145951.0,170656.0
"Grand Junction, CO",Bus,79,"128,124",66,"101,846",88032,502.0,190830.0,196614.0,233033.0,289181.0,257583.0,291355.0,342656.0,387300.0,443667.0,403300.0,469133.0,414166.0,347560.0
"Grand Junction, CO",DemandResponse,79,"128,124",66,"101,846",88032,502.0,17070.0,26811.0,14079.0,16364.0,14037.0,16675.0,26183.0,30863.0,29829.0,83463.0,42537.0,42373.0,80520.0
"Grand Rapids, MI",Bus,281,"569,935",155,"417,978",105099,210.0,3009709.0,3392574.0,3668525.0,3875365.0,4283127.0,4404701.0,4992338.0,5501676.0,5854338.0,9071194.0,8798212.0,9412729.0,9260806.0
"Grand Rapids, MI",DemandResponse,281,"569,935",155,"417,978",125231,490.0,565865.0,664749.0,725672.0,1133305.0,1060560.0,921589.0,1057022.0,994694.0,1033471.0,1041606.0,1239503.0,1120673.0,1184958.0
"Great Falls, MT",Bus,31,"65,207",20,"64,010",88024,844.0,150575.0,170591.0,202299.0,203499.0,189011.0,190600.0,217274.0,220010.0,239480.0,237839.0,233614.0,220635.0,222101.0
"Great Falls, MT",DemandResponse,31,"65,207",20,"64,010",88024,844.0,41456.0,61661.0,54638.0,64189.0,57846.0,52788.0,64698.0,71216.0,64359.0,59000.0,68386.0,65534.0,63195.0
"Greeley, CO",Bus,41,"117,825",33,"119,069",88020,528.0,206659.0,241141.0,265111.0,356634.0,395357.0,460966.0,611518.0,372465.0,517730.0,381046.0,429507.0,423854.0,362140.0
"Greeley, CO",DemandResponse,41,"117,825",33,"119,069",88020,528.0,54982.0,51258.0,54712.0,44355.0,53109.0,40958.0,44542.0,49916.0,42642.0,48281.0,48697.0,60190.0,54413.0
"Green Bay, WI",Bus,105,"206,520",90,"175,748",55004,352.0,764601.0,836604.0,866396.0,960750.0,972466.0,1016801.0,983724.0,947843.0,914788.0,1017708.0,899771.0,896921.0,709595.0
"Green Bay, WI",DemandResponse,105,"206,520",90,"175,748",55004,352.0,289272.0,253521.0,235569.0,231194.0,251730.0,223772.0,198039.0,246411.0,186518.0,173487.0,148904.0,143924.0,130241.0
"Greensboro, NC",Bus,185,"311,810",127,"269,666",44186,240.0,1188401.0,1307339.0,1388167.0,1832850.0,1907523.0,2595220.0,3601158.0,3272148.0,3613261.0,3343986.0,3286794.0,2989169.0,2848921.0
"Greensboro, NC",Bus,185,"311,810","2,500","1,504,397",84519,360.0,0.0,0.0,0.0,0.0,753239.0,659252.0,695053.0,718984.0,544590.0,559797.0,544717.0,510310.0,484417.0
"Greensboro, NC",DemandResponse,185,"311,810",127,"269,666",44186,240.0,132347.0,158330.0,161635.0,140632.0,167317.0,170522.0,188656.0,205198.0,240966.0,253951.0,252664.0,263000.0,270107.0
"Greensboro, NC",DemandResponse,185,"311,810","2,500","1,504,397",48519,360.0,0.0,0.0,0.0,0.0,468714.0,448015.0,439234.0,595387.0,684459.0,650339.0,563872.0,539387.0,561576.0
"Greensboro, NC",DemandResponse,185,"311,810",52,"248,111",48399,360.0,40500.0,47000.0,56368.0,97655.0,101359.0,71738.0,72525.0,49533.0,42023.0,30793.0,27300.0,25023.0,11100.0
"Greenville, SC",Bus,320,"400,492",17,"27,883",44416,186.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Greenville, SC",Bus,320,"400,492",97,"188,991",44106,186.0,16356.0,553169.0,604531.0,629165.0,482795.0,587753.0,679325.0,834549.0,871764.0,966083.0,965548.0,893056.0,813308.0
"Greenville, SC",DemandResponse,320,"400,492",97,"188,991",44106,186.0,495863.0,15022.0,17800.0,20418.0,5843.0,15466.0,23990.0,27385.0,28771.0,31701.0,23295.0,23808.0,27690.0
"Gulfport, MS",Bus,165,"208,948",80,"109,258",44028,350.0,352864.0,166277.0,371442.0,500410.0,590769.0,656415.0,672503.0,705517.0,765203.0,734680.0,642396.0,574792.0,615837.0
"Gulfport, MS",DemandResponse,165,"208,948",80,"109,258",88056,700.0,335068.0,162439.0,330138.0,486907.0,562463.0,212247.0,467660.0,852902.0,516421.0,462739.0,165622.0,512791.0,470555.0
"Hagerstown, MD-WV-PA",Bus,133,"182,696",70,"48,220",33084,378.0,226006.0,255241.0,257561.0,269341.0,283221.0,278031.0,290458.0,325861.0,341379.0,332982.0,329412.0,310219.0,285417.0
"Hagerstown, MD-WV-PA",DemandResponse,133,"182,696",70,"48,220",33084,378.0,16314.0,15418.0,15631.0,15128.0,17900.0,16177.0,17821.0,17767.0,18119.0,17339.0,18351.0,19672.0,19399.0
"Hanford, CA",Bus,28,"87,941",13,"70,267",99400,666.0,0.0,446221.0,513797.0,507167.0,595659.0,392117.0,434053.0,605645.0,612264.0,622865.0,630087.0,583484.0,522938.0
"Hanford, CA",DemandResponse,28,"87,941","1,636","5,893,986",99460,666.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3262221.0,6432286.0,6777562.0,6971701.0,7523935.0,8499496.0
"Hanford, CA",DemandResponse,28,"87,941",13,"70,267",108600,999.0,0.0,44514.0,2534611.0,3018295.0,3456639.0,3354315.0,4876851.0,52434.0,45098.0,39462.0,38199.0,33920.0,35189.0
"Harrisburg, PA",Bus,260,"444,474",137,"511,009",66056,344.0,2052664.0,2385171.0,2563464.0,2706212.0,2921665.0,2927095.0,3198261.0,3265894.0,3345485.0,3329174.0,3260724.0,3085247.0,2841298.0
"Harrisburg, PA",DemandResponse,260,"444,474",137,"511,009",69070,430.0,1646400.0,1775284.0,2568908.0,1238396.0,1245689.0,1178684.0,1274816.0,1274871.0,1121604.0,183267.0,196255.0,197861.0,208302.0
"Harrisonburg, VA",Bus,33,"66,784",17,"54,402",33188,826.0,808261.0,991640.0,1030655.0,1190513.0,1272899.0,1261326.0,1349115.0,1460480.0,1552174.0,1662813.0,1696088.0,1684806.0,1678250.0
"Harrisonburg, VA",DemandResponse,33,"66,784",17,"54,402",39376,1652.0,32071.0,38616.0,39133.0,70751.0,70358.0,108548.0,119052.0,99148.0,99408.0,103800.0,109064.0,125779.0,141880.0
"Hartford, CT",Bus,469,"851,535",27,"60,062",1052,46.0,0.0,40818.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Hartford, CT",Bus,469,"851,535",81,"203,562",1047,46.0,0.0,472929.0,0.0,540581.0,478536.0,484065.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Hartford, CT",Bus,516,"924,859",13,"73,941",23225,235.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,273266.0,688529.0,743278.0,309328.0,370110.0,332835.0
"Hartford, CT",Bus,516,"924,859",171,"448,608",12306,141.0,2367550.0,2672888.0,2670231.0,561803.0,545950.0,508448.0,327490.0,232171.0,825041.0,760864.0,714543.0,678930.0,653045.0
"Hartford, CT",Bus,516,"924,859",193,"90,320",12189,141.0,256271.0,279739.0,356900.0,267899.0,304477.0,293878.0,315412.0,257046.0,287383.0,335092.0,343829.0,349383.0,176870.0
"Hartford, CT",Bus,516,"924,859",620,"1,248,287",1017,47.0,0.0,510250.0,534774.0,575966.0,613226.0,282567.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Hartford, CT",Bus,516,"924,859",664,"851,535",21144,141.0,10683491.0,11847812.0,12039635.0,12375554.0,12649838.0,12412172.0,12602353.0,13622900.0,13196107.0,13716332.0,15183272.0,15909276.0,16351839.0
"Hartford, CT",Bus,516,"924,859",81,"203,562",11260,94.0,0.0,0.0,0.0,0.0,0.0,0.0,563278.0,617102.0,603754.0,590509.0,564718.0,538221.0,526352.0
"Hartford, CT",DemandResponse,516,"924,859",171,"448,608",1102,47.0,236161.0,245405.0,236398.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Hartford, CT",DemandResponse,516,"924,859",193,"90,320",12189,141.0,36809.0,33270.0,15032.0,25943.0,32210.0,30285.0,30854.0,29080.0,34861.0,46658.0,55750.0,66456.0,59778.0
"Hartford, CT",DemandResponse,516,"924,859","4,909","3,708,000",11216,94.0,2698650.0,2972210.0,3877901.0,4335217.0,4435687.0,4021657.0,3945404.0,3881795.0,3792736.0,3421993.0,361342.0,0.0,0.0
"Hartford, CT",DemandResponse,516,"924,859",620,"1,248,287",11034,94.0,794746.0,302858.0,355778.0,471688.0,366805.0,401414.0,389676.0,388619.0,395032.0,421872.0,465122.0,499358.0,1334318.0
"Hartford, CT",Rail,516,"924,859",171,"448,608",11204,94.0,1234074.0,1386062.0,1333213.0,1620085.0,1932099.0,1885448.0,1999130.0,2219841.0,2219842.0,2542350.0,2574630.0,2518332.0,2486436.0
"Hickory, NC",Bus,262,"212,195","1,665","342,142",44344,340.0,0.0,0.0,0.0,0.0,70995.0,103985.0,82962.0,85689.0,106298.0,79393.0,85731.0,79088.0,74131.0
"Hickory, NC",DemandResponse,262,"212,195","1,665","342,142",48516,510.0,0.0,0.0,0.0,0.0,113798.0,91225.0,93630.0,106880.0,96585.0,89275.0,83052.0,71366.0,90393.0
"High Point, NC",Bus,113,"166,485",95,"112,201",44022,404.0,375477.0,383826.0,401007.0,422606.0,451219.0,442370.0,459910.0,518417.0,501749.0,487916.0,554542.0,422110.0,433061.0
"High Point, NC",DemandResponse,113,"166,485",95,"112,201",48033,606.0,68940.0,72260.0,75524.0,80033.0,70766.0,71733.0,56250.0,56893.0,60796.0,60050.0,56703.0,53151.0,46411.0
"Holland, MI",Bus,59,"99,941",42,"71,572",60552,897.0,0.0,0.0,0.0,81043.0,94074.0,95029.0,117259.0,110620.0,122992.0,159098.0,156602.0,133730.0,142696.0
"Holland, MI",DemandResponse,59,"99,941",42,"71,572",60552,897.0,0.0,0.0,0.0,115257.0,104889.0,94494.0,105749.0,189523.0,195589.0,174718.0,156071.0,130361.0,130698.0
"Houma, LA",Bus,91,"144,875",57,"82,803",66160,452.0,0.0,0.0,0.0,0.0,0.0,0.0,131856.0,147949.0,120673.0,133917.0,121776.0,128481.0,121139.0
"Houma, LA",DemandResponse,91,"144,875",57,"82,803",66160,452.0,0.0,0.0,0.0,0.0,0.0,0.0,8787.0,3096.0,2889.0,4823.0,7324.0,8076.0,6989.0
"Houston, TX",Bus,"1,660","4,944,332","1,306","4,298,000",264064,56.0,47136739.0,49531308.0,48511158.0,47355640.0,58960714.0,55558241.0,61106439.0,60302288.0,63001223.0,62950672.0,60221925.0,55666948.0,52752335.0
"Houston, TX",Bus,"1,660","4,944,332","1,703","4,356,362",132432,28.0,0.0,0.0,0.0,0.0,4019.0,10274.0,18239.0,53809.0,145864.0,181650.0,155652.0,146772.0,110766.0
"Houston, TX",Bus,"1,660","4,944,332",861,"685,345",132412,28.0,0.0,0.0,151935.0,216248.0,199124.0,182477.0,344262.0,421769.0,514915.0,658417.0,688188.0,690117.0,608843.0
