UZA Name,RailBus,UZA Area SQ Miles,UZA Population,Service Area SQ Miles,Service Area Population,NTD_ID,UZA,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
"Los Angeles-Long Beach-Anaheim, CA",Bus,"1,736","12,150,996",98,"796,609",99046,4.0,12670660.0,14368916.0,14062109.0,14621626.0,15594610.0,16257487.0,17147538.0,17870463.0,17760480.0,17683150.0,17235303.0,16642304.0,15302352.0
"Los Angeles-Long Beach-Anaheim, CA",DemandResponse,"1,736","12,150,996","1,419","8,360,358",99308,4.0,0.0,0.0,509939.0,6358249.0,9215421.0,10888566.0,12722009.0,15044445.0,16319368.0,17275865.0,16721290.0,15682409.0,14776930.0
"Los Angeles-Long Beach-Anaheim, CA",DemandResponse,"1,736","12,150,996","1,621","11,638,106",189471,6.0,3749604.0,3776964.0,3730290.0,3939255.0,4234588.0,5000714.0,5418807.0,5966259.0,6773034.0,7700640.0,9019981.0,9640950.0,9971134.0
"Los Angeles-Long Beach-Anaheim, CA",DemandResponse,"1,736","12,150,996",103,"606,847",108030,6.0,132311.0,134187.0,128766.0,133214.0,153676.0,165798.0,199256.0,179059.0,223545.0,229128.0,113998.0,105592.0,103720.0
"Los Angeles-Long Beach-Anaheim, CA",DemandResponse,"1,736","12,150,996",11,"12,997",99086,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Los Angeles-Long Beach-Anaheim, CA",DemandResponse,"1,736","12,150,996",11,"56,364",99088,4.0,89785.0,76856.0,74421.0,67825.0,69241.0,72187.0,71425.0,73707.0,86208.0,89710.0,76484.0,63520.0,6429.0
"Los Angeles-Long Beach-Anaheim, CA",DemandResponse,"1,736","12,150,996",13,"36,700",180592,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73116.0,53877.0
"Los Angeles-Long Beach-Anaheim, CA",DemandResponse,"1,736","12,150,996",13,"67,233",99428,4.0,0.0,0.0,0.0,13963.0,49381.0,16299.0,16362.0,15263.0,13635.0,14803.0,15625.0,13804.0,11755.0
"Los Angeles-Long Beach-Anaheim, CA",DemandResponse,"1,736","12,150,996",151,"315,074",117164,8.0,11236.0,11779.0,11019.0,16310.0,25217.0,28392.0,32439.0,34967.0,25677.0,15414.0,15531.0,18053.0,22023.0
"Los Angeles-Long Beach-Anaheim, CA",DemandResponse,"1,736","12,150,996",33,"341,718",198156,8.0,0.0,0.0,0.0,0.0,5158.0,10763.0,11111.0,9762.0,11880.0,9978.0,11821.0,4135.0,4017.0
"Los Angeles-Long Beach-Anaheim, CA",DemandResponse,"1,736","12,150,996",37,"637,365",207110,10.0,67439.0,121015.0,45753.0,6634.0,20954.0,22034.0,13890.0,18663.0,15621.0,19702.0,19722.0,30115.0,24903.0
"Los Angeles-Long Beach-Anaheim, CA",DemandResponse,"1,736","12,150,996",40,"463,968",108126,6.0,15489.0,16033.0,18047.0,15388.0,16978.0,15550.0,15684.0,15284.0,14419.0,14869.0,14548.0,12890.0,12204.0
"Los Angeles-Long Beach-Anaheim, CA",DemandResponse,"1,736","12,150,996",435,"2,856,307",297216,12.0,3570694.0,3880560.0,3982916.0,6296850.0,7740214.0,8140358.0,8597034.0,9283403.0,10299659.0,11013774.0,11358681.0,12600001.0,12107473.0
"Los Angeles-Long Beach-Anaheim, CA",DemandResponse,"1,736","12,150,996",465,"4,849,476",198588,8.0,789476.0,717030.0,684842.0,695596.0,914096.0,1099340.0,563426.0,495426.0,475365.0,462326.0,435768.0,452974.0,368490.0
"Los Angeles-Long Beach-Anaheim, CA",DemandResponse,"1,736","12,150,996",565,"3,555,163",198664,8.0,823867.0,794800.0,828068.0,750104.0,753819.0,773412.0,875540.0,975261.0,980640.0,936230.0,999151.0,0.0,0.0
"Los Angeles-Long Beach-Anaheim, CA",DemandResponse,"1,736","12,150,996",59,"855,918",99016,4.0,410.0,585.0,455.0,68.0,606.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9336.0
"Los Angeles-Long Beach-Anaheim, CA",DemandResponse,"1,736","12,150,996",8,"49,527",99048,4.0,56726.0,0.0,0.0,0.0,35896.0,35830.0,34613.0,30576.0,32897.0,36926.0,35088.0,40235.0,34973.0
"Los Angeles-Long Beach-Anaheim, CA",DemandResponse,"1,736","12,150,996",98,"796,609",198092,8.0,67792.0,83897.0,80507.0,76846.0,78047.0,85831.0,84292.0,81476.0,88946.0,89233.0,95846.0,87062.0,71086.0
"Los Angeles-Long Beach-Anaheim, CA",Rail,"1,736","12,150,996","1,419","8,360,358",198616,8.0,36211253.0,46671645.0,44490468.0,61532395.0,65876641.0,65708353.0,71415935.0,71442949.0,79318221.0,79712388.0,84239492.0,83596583.0,88192580.0
"Los Angeles-Long Beach-Anaheim, CA",Rail,"1,736","12,150,996","2,291","8,341,002",99302,4.0,47807862.0,54655577.0,62275024.0,69891659.0,73057016.0,69343040.0,74170744.0,79986127.0,84360308.0,85672573.0,83110552.0,84505943.0,83397682.0
"Louisville/Jefferson County, KY-IN",Bus,477,"972,546",357,"806,893",88072,172.0,51450.0,6522653.0,6629924.0,8964324.0,10005124.0,9403575.0,9591789.0,10160167.0,11296210.0,11191082.0,11260600.0,11245535.0,10797578.0
"Louisville/Jefferson County, KY-IN",DemandResponse,477,"972,546","2,446","1,192,204",44392,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,404092.0,742308.0,724930.0,673070.0,553976.0,527116.0
"Louisville/Jefferson County, KY-IN",DemandResponse,477,"972,546",357,"806,893",132108,258.0,6838100.0,667803.0,727418.0,980990.0,1027813.0,971575.0,946832.0,960943.0,1149318.0,1201043.0,1311241.0,1384338.0,1458605.0
"Lubbock, TX",Bus,96,"237,356",50,"160,250",66020,310.0,2505507.0,2673819.0,2836678.0,3237695.0,2762000.0,3116094.0,3425356.0,3868304.0,4270790.0,4233343.0,4294301.0,4409941.0,4292168.0
"Lubbock, TX",DemandResponse,96,"237,356",50,"160,250",66020,310.0,215936.0,312218.0,571525.0,847826.0,1038000.0,1015383.0,820500.0,834813.0,241362.0,255467.0,269842.0,241051.0,263951.0
"Lynchburg, VA",Bus,89,"116,636",72,"80,846",33016,542.0,768740.0,819428.0,774326.0,865513.0,912780.0,899697.0,987781.0,1020905.0,994655.0,1046195.0,922862.0,2114827.0,3015087.0
"Lynchburg, VA",DemandResponse,89,"116,636",72,"80,846",33016,542.0,33892.0,32421.0,47862.0,41583.0,52021.0,80458.0,68733.0,105920.0,88804.0,64800.0,68155.0,67888.0,62463.0
"Macon, GA",Bus,98,"137,570",70,"153,691",44260,468.0,888866.0,931453.0,942737.0,937167.0,942176.0,794487.0,865964.0,904472.0,1043327.0,1012951.0,973929.0,900569.0,743511.0
"Macon, GA",DemandResponse,98,"137,570",70,"153,691",44260,468.0,0.0,0.0,0.0,15848.0,20324.0,27103.0,34722.0,59789.0,55312.0,61290.0,65253.0,65014.0,61483.0
"Madison, WI",Bus,151,"401,661",72,"256,150",55010,184.0,7348403.0,7912169.0,8721876.0,9083451.0,9992237.0,10737634.0,11712963.0,11970811.0,12596966.0,13012124.0,12953527.0,12799840.0,12847443.0
"Madison, WI",DemandResponse,151,"401,661",72,"256,150",110020,368.0,312434.0,311177.0,326067.0,265225.0,326341.0,335877.0,319496.0,309782.0,303067.0,306867.0,311713.0,309417.0,314090.0
"Manchester, NH",Bus,86,"158,377",517,"290,127",11154,209.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89463.0,40359.0,15371.0,0.0
"Manchester, NH",Bus,86,"158,377",63,"135,366",11004,418.0,469597.0,312072.0,346149.0,361027.0,486181.0,524925.0,542229.0,565564.0,566814.0,608152.0,654635.0,630852.0,613478.0
"Manchester, NH",DemandResponse,86,"158,377",63,"135,366",11004,418.0,15444.0,20113.0,22632.0,23214.0,29013.0,40185.0,41955.0,34938.0,37737.0,52872.0,32796.0,36364.0,37456.0
"Mansfield, OH",Bus,50,"75,250",74,"70,556",55180,744.0,152927.0,146598.0,147425.0,165954.0,170977.0,174796.0,180105.0,183415.0,192349.0,222100.0,224263.0,216908.0,220722.0
"Mansfield, OH",DemandResponse,50,"75,250",74,"70,556",55180,744.0,59487.0,52124.0,41720.0,37222.0,33846.0,57311.0,72589.0,86141.0,90429.0,97389.0,109855.0,106091.0,71566.0
"McAllen, TX",Bus,358,"728,825","4,645","1,162,453",132360,228.0,21570.0,17678.0,62064.0,99624.0,101202.0,90551.0,149691.0,119340.0,191974.0,166254.0,130138.0,147786.0,33806.0
"McAllen, TX",Bus,358,"728,825",49,"129,877",66198,114.0,0.0,0.0,0.0,0.0,0.0,0.0,268530.0,339141.0,406910.0,418220.0,433025.0,385198.0,343513.0
"McAllen, TX",DemandResponse,358,"728,825","4,645","1,162,453",66180,114.0,13589.0,113257.0,236010.0,264380.0,139730.0,130549.0,267.0,680.0,34.0,0.0,76636.0,26297.0,4132.0
"McAllen, TX",DemandResponse,358,"728,825",49,"129,877",66198,114.0,0.0,0.0,0.0,0.0,0.0,0.0,4011.0,4676.0,6055.0,5727.0,6431.0,6540.0,6939.0
"McKinney, TX",Bus,74,"170,030",20,"121,211",6110,198.0,0.0,0.0,0.0,0.0,7843.0,19832.0,12940.0,18641.0,0.0,0.0,0.0,0.0,0.0
"McKinney, TX",DemandResponse,74,"170,030",20,"121,211",6110,198.0,0.0,0.0,0.0,0.0,60857.0,40266.0,62787.0,36440.0,0.0,0.0,0.0,0.0,0.0
"Medford, OR",Bus,65,"154,081",50,"132,022",34,213.0,750969.0,816634.0,1026636.0,1080447.0,1106141.0,1216994.0,1251472.0,1049229.0,1326362.0,1130203.0,1256420.0,1001600.0,1101858.0
"Medford, OR",DemandResponse,65,"154,081",50,"132,022",34,213.0,136839.0,112639.0,117108.0,110931.0,117420.0,111183.0,103746.0,174488.0,123970.0,133061.0,119981.0,147408.0,156086.0
"Memphis, TN-MS-AR",Bus,497,"1,060,061",319,"744,444",44006,82.0,7309454.0,7878546.0,7862464.0,8198114.0,8350435.0,7930949.0,8519187.0,8938216.0,9100958.0,8088805.0,7791926.0,7377903.0,6603898.0
"Memphis, TN-MS-AR",DemandResponse,497,"1,060,061",319,"744,444",44006,82.0,300173.0,422095.0,483261.0,548372.0,496379.0,480965.0,507456.0,497974.0,550541.0,534550.0,509475.0,470501.0,426263.0
"Memphis, TN-MS-AR",Rail,497,"1,060,061",319,"744,444",48009,123.0,553137.0,796334.0,869632.0,853031.0,769193.0,767616.0,621839.0,774166.0,846992.0,706781.0,0.0,0.0,0.0
"Merced, CA",Bus,48,"136,969",310,"136,957",99346,470.0,637153.0,706423.0,648293.0,721584.0,809039.0,891588.0,779924.0,1072043.0,1248352.0,1159439.0,837677.0,1084358.0,1231944.0
"Merced, CA",DemandResponse,48,"136,969",310,"136,957",198692,940.0,139863.0,155069.0,319309.0,444051.0,497870.0,548670.0,467328.0,472624.0,549601.0,511081.0,508253.0,425264.0,149161.0
"Miami, FL",Bus,"1,239","5,502,379","1,238","5,502,379",44154,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Miami, FL",Bus,"1,239","5,502,379",306,"2,496,435",128170,20.0,73220122.0,69344312.0,71186530.0,71722693.0,78650396.0,78687636.0,82454846.0,84414416.0,87082827.0,89518653.0,87387848.0,86274276.0,70766202.0
"Miami, FL",Bus,"1,239","5,502,379",365,"1,268,782",48111,12.0,6554395.0,6225737.0,6399544.0,7799783.0,6822925.0,6452719.0,7798750.0,8985670.0,9279417.0,11297234.0,10593192.0,9570184.0,8726217.0
"Miami, FL",Bus,"1,239","5,502,379",410,"1,869,235",88716,16.0,0.0,0.0,0.0,221150.0,192793.0,241571.0,219140.0,214512.0,168413.0,227854.0,260076.0,0.0,0.0
"Miami, FL",Bus,"1,239","5,502,379",410,"1,909,632",88116,16.0,18213520.0,18406826.0,19544418.0,23722481.0,23340298.0,26413271.0,30429058.0,33011465.0,33785234.0,34430207.0,34047198.0,34566921.0,32203498.0
"Miami, FL",DemandResponse,"1,239","5,502,379","1,116","4,919,036",44304,8.0,834038.0,1263571.0,348572.0,524994.0,604412.0,703127.0,1551104.0,1859700.0,1497497.0,2164828.0,2181929.0,2129686.0,2559865.0
"Miami, FL",DemandResponse,"1,239","5,502,379",306,"2,496,435",44068,8.0,3669910.0,3878264.0,4238800.0,4303798.0,4004568.0,3990359.0,4075348.0,4278474.0,4696661.0,5360813.0,5732402.0,5653540.0,5877893.0
"Miami, FL",DemandResponse,"1,239","5,502,379",365,"1,268,782",88148,16.0,935804.0,867689.0,1141693.0,1440022.0,1913649.0,2196162.0,2285467.0,2361189.0,2306599.0,2783717.0,2536488.0,2787604.0,2556523.0
"Miami, FL",DemandResponse,"1,239","5,502,379",410,"1,909,632",44058,8.0,1113950.0,1069149.0,1228433.0,1263207.0,1362687.0,1425702.0,1452825.0,1314569.0,1169506.0,1127486.0,959220.0,1119962.0,1124393.0
"Miami, FL",Other,"1,239","5,502,379",410,"1,909,632",4029,4.0,1797350.0,392411.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Miami, FL",Rail,"1,239","5,502,379","1,238","5,502,379",44154,8.0,6089370.0,5897171.0,7263465.0,8699831.0,9744718.0,10294670.0,10902136.0,11940427.0,12043242.0,12799800.0,12783183.0,13114959.0,12785301.0
"Miami, FL",Rail,"1,239","5,502,379",306,"2,496,435",92170,20.0,11432839.0,19665630.0,13435411.0,13246540.0,15725268.0,17827407.0,18690279.0,21194397.0,22845276.0,25654430.0,26730861.0,19160013.0,16120089.0
"Middletown, OH",Bus,56,"97,503",20,"49,490",55038,616.0,87846.0,103199.0,110127.0,142611.0,134258.0,144985.0,156882.0,149164.0,117388.0,115767.0,114986.0,112423.0,111977.0
"Middletown, OH",DemandResponse,56,"97,503",20,"49,490",60057,924.0,17940.0,20453.0,17678.0,18532.0,24034.0,30223.0,17177.0,15116.0,8820.0,7970.0,11312.0,7557.0,8946.0
"Milwaukee, WI",Bus,546,"1,376,476",235,"86,389",65644,140.0,191079.0,223986.0,221419.0,270683.0,241231.0,265123.0,260839.0,278770.0,274443.0,253675.0,196308.0,235881.0,257864.0
"Milwaukee, WI",Bus,546,"1,376,476",237,"957,735",165048,210.0,39975637.0,43902564.0,43471679.0,45350770.0,41853204.0,41801404.0,43299857.0,42038171.0,41040889.0,40098245.0,35611280.0,32271461.0,32707081.0
"Milwaukee, WI",Bus,546,"1,376,476",43,"141,642",115480,175.0,1300846.0,1476148.0,1540979.0,1260637.0,1591110.0,1583295.0,1705188.0,1638313.0,1509524.0,846895.0,1398005.0,1357695.0,1212771.0
"Milwaukee, WI",Bus,546,"1,376,476",435,"134,137",60480,105.0,203934.0,229532.0,275587.0,346812.0,299515.0,320051.0,367231.0,437016.0,386423.0,371500.0,341580.0,326262.0,262515.0
"Milwaukee, WI",DemandResponse,546,"1,376,476",235,"86,389",55322,70.0,168657.0,201126.0,179196.0,202928.0,158234.0,204427.0,227122.0,417792.0,438678.0,533926.0,496455.0,535066.0,572240.0
"Milwaukee, WI",DemandResponse,546,"1,376,476",237,"957,735",60024,105.0,3382728.0,3463315.0,3691840.0,3577026.0,3695522.0,3531440.0,2665386.0,1854392.0,1767492.0,1545304.0,1422352.0,1457145.0,1441150.0
"Milwaukee, WI",DemandResponse,546,"1,376,476",43,"141,642",110384,140.0,110663.0,124988.0,145096.0,143452.0,162461.0,128042.0,133090.0,134973.0,87360.0,33264.0,68123.0,63165.0,59422.0
"Milwaukee, WI",DemandResponse,546,"1,376,476",435,"134,137",55320,70.0,126642.0,144644.0,202354.0,292521.0,309656.0,317355.0,331306.0,333474.0,380302.0,379765.0,396159.0,368291.0,374994.0
"Minneapolis-St. Paul, MN-WI",Bus,"1,022","2,650,890",139,"288,219",50519,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5652901.0,5539610.0,5618259.0
"Minneapolis-St. Paul, MN-WI",Bus,"1,022","2,650,890","2,975","2,849,712",105462,48.0,8466126.0,8296464.0,9896303.0,10457276.0,10344494.0,9806536.0,10348462.0,10141282.0,10435192.0,10413506.0,1022300.0,1196151.0,1132221.0
"Minneapolis-St. Paul, MN-WI",Bus,"1,022","2,650,890",35,"74,592",50516,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,909159.0,945551.0,983129.0
"Minneapolis-St. Paul, MN-WI",Bus,"1,022","2,650,890",36,"69,249",50517,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2003522.0,1972227.0,2021975.0
"Minneapolis-St. Paul, MN-WI",Bus,"1,022","2,650,890",5,"65,425",50515,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Minneapolis-St. Paul, MN-WI",Bus,"1,022","2,650,890",653,"1,837,223",55054,32.0,57316145.0,64800148.0,67303563.0,73238633.0,74087277.0,74583495.0,77110143.0,78553929.0,79159044.0,75845786.0,70110929.0,68557282.0,66307058.0
"Minneapolis-St. Paul, MN-WI",Bus,"1,022","2,650,890",81,"112,518",50518,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2626152.0,2622646.0,2701106.0
"Minneapolis-St. Paul, MN-WI",DemandResponse,"1,022","2,650,890","1,111","2,314,701",55310,32.0,3644815.0,3814396.0,3823481.0,3954935.0,4577920.0,5156973.0,5198427.0,5712988.0,6335538.0,6771609.0,7673575.0,5687036.0,5716719.0
"Minneapolis-St. Paul, MN-WI",DemandResponse,"1,022","2,650,890","2,975","2,849,712",110616,64.0,1851382.0,1733229.0,2034871.0,2413772.0,2482041.0,1962118.0,1889358.0,1856074.0,1874734.0,1885480.0,1545379.0,1486164.0,1505552.0
"Minneapolis-St. Paul, MN-WI",DemandResponse,"1,022","2,650,890",35,"74,592",50516,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84418.0,73774.0,71544.0
"Minneapolis-St. Paul, MN-WI",DemandResponse,"1,022","2,650,890",36,"69,249",50517,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40684.0,43766.0,46269.0
"Minneapolis-St. Paul, MN-WI",DemandResponse,"1,022","2,650,890",5,"65,425",50515,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Minneapolis-St. Paul, MN-WI",DemandResponse,"1,022","2,650,890",81,"112,518",50518,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27575.0,122484.0,180992.0
"Minneapolis-St. Paul, MN-WI",Rail,"1,022","2,650,890",653,"1,837,223",110108,64.0,7060690.0,8008330.0,8077906.0,8989861.0,10135042.0,12819313.0,12809395.0,12874370.0,12410751.0,17755406.0,24854713.0,25336060.0,26661249.0
"Mission Viejo-Lake Forest-San Clemente, CA",Bus,151,"583,681",9,"22,723",99238,138.0,31641.0,44738.0,148718.0,156608.0,157470.0,162363.0,167413.0,179839.0,166429.0,166731.0,65310.0,43467.0,39678.0
"Mission Viejo-Lake Forest-San Clemente, CA",DemandResponse,151,"583,681",9,"22,723",9119,69.0,110000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Missoula, MT",Bus,45,"82,157",10,"40,948",88214,696.0,0.0,0.0,0.0,0.0,0.0,0.0,642309.0,806429.0,601851.0,812634.0,671930.0,553005.0,951261.0
"Missoula, MT",Bus,45,"82,157",70,"72,087",88018,696.0,323275.0,331527.0,341195.0,366441.0,414869.0,419372.0,416248.0,276150.0,276959.0,246052.0,237760.0,0.0,0.0
"Missoula, MT",DemandResponse,45,"82,157",70,"72,087",88018,696.0,82745.0,84667.0,117654.0,110596.0,137830.0,150813.0,187852.0,134668.0,197882.0,88374.0,30294.0,0.0,0.0
"Mobile, AL",Bus,223,"326,183",97,"177,929",44086,230.0,703836.0,737501.0,775026.0,858088.0,826051.0,836226.0,758897.0,742656.0,834380.0,798009.0,758316.0,702565.0,633079.0
"Mobile, AL",DemandResponse,223,"326,183",97,"177,929",44086,230.0,101072.0,165769.0,178760.0,224591.0,213020.0,240087.0,218133.0,223860.0,208688.0,212884.0,234078.0,218183.0,204614.0
"Modesto, CA",Bus,92,"358,172",59,"253,607",99014,210.0,1819135.0,2166374.0,2145892.0,2280762.0,2505777.0,2188264.0,2301986.0,2392215.0,2499176.0,2505735.0,2774118.0,2598624.0,2460410.0
"Modesto, CA",DemandResponse,92,"358,172",59,"253,607",189021,315.0,161378.0,168633.0,175994.0,197762.0,257165.0,255761.0,250979.0,253743.0,259738.0,262879.0,305529.0,326568.0,316816.0
"Monessen-California, PA",Bus,45,"66,086",44,"79,666",33122,834.0,567829.0,594001.0,581369.0,590133.0,634322.0,653642.0,597676.0,631755.0,629524.0,657719.0,659641.0,604465.0,609233.0
"Monessen-California, PA",DemandResponse,45,"66,086",44,"79,666",33122,834.0,67.0,18.0,113.0,625.0,632.0,1244.0,2640.0,3024.0,3588.0,3144.0,2200.0,2280.0,1960.0
"Monroe, LA",Bus,82,"116,533",31,"49,601",66052,544.0,10038.0,493580.0,536648.0,535946.0,510264.0,561192.0,532715.0,573586.0,858545.0,604726.0,537965.0,524539.0,569789.0
"Monroe, LA",DemandResponse,82,"116,533",31,"49,601",66052,544.0,413746.0,13855.0,15008.0,13153.0,15490.0,11101.0,13876.0,13943.0,16852.0,18545.0,20619.0,22262.0,27165.0
"Montgomery, AL",Bus,154,"263,907",135,"205,764",44088,284.0,384981.0,412616.0,497105.0,687767.0,612328.0,617681.0,587504.0,767745.0,918803.0,892815.0,705162.0,617859.0,632821.0
"Montgomery, AL",DemandResponse,154,"263,907",135,"205,764",44088,284.0,79026.0,75917.0,69341.0,70800.0,64581.0,64762.0,65233.0,97643.0,106170.0,95893.0,90243.0,85578.0,79097.0
"Montgomery, AL",DemandResponse,154,"263,907",139,"31,706",44426,284.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18525.0,27381.0,32596.0,36000.0,38763.0,45014.0
"Morgantown, WV",Bus,37,"70,350",293,"91,576",33178,786.0,102166.0,174538.0,763309.0,909223.0,1295498.0,1298057.0,1308644.0,1397786.0,1471087.0,1522376.0,1351253.0,648513.0,590193.0
"Morgantown, WV",DemandResponse,37,"70,350",293,"91,576",33178,786.0,1326.0,1403.0,69089.0,76171.0,97511.0,119191.0,135162.0,132527.0,144657.0,141059.0,71469.0,15607.0,513.0
"Morgantown, WV",Rail,37,"70,350",12,"60,037",33214,786.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3803444.0,5148530.0,5701255.0,6173657.0,6189070.0,7004570.0
"Morristown, TN",DemandResponse,60,"59,036","6,563","1,176,033",44380,898.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3508503.0,399850.0,404337.0,612096.0,788551.0
"Mount Vernon, WA",Bus,34,"62,966",760,"109,198",88,870.0,94195.0,116544.0,219579.0,296629.0,343323.0,376793.0,414634.0,466181.0,470972.0,488926.0,461024.0,404372.0,408953.0
"Mount Vernon, WA",DemandResponse,34,"62,966",760,"109,198",88,870.0,102193.0,173931.0,218281.0,268371.0,362714.0,322207.0,365794.0,433898.0,500284.0,504248.0,485144.0,454798.0,455631.0
"Muncie, IN",Bus,47,"90,580",27,"70,085",55108,644.0,169991.0,181000.0,55229.0,194399.0,166409.0,159873.0,177014.0,167258.0,187617.0,196346.0,204882.0,202781.0,184133.0
"Muncie, IN",DemandResponse,47,"90,580",27,"70,085",55108,644.0,50506.0,56937.0,182795.0,45441.0,43841.0,38774.0,26806.0,43177.0,41222.0,41988.0,42343.0,43673.0,44701.0
"Murfreesboro, TN",Bus,77,"133,228",56,"108,755",48558,723.0,0.0,0.0,0.0,0.0,283407.0,86498.0,101016.0,123264.0,128432.0,128610.0,133079.0,131172.0,117915.0
"Murfreesboro, TN",DemandResponse,77,"133,228","5,415","1,141,280",88816,964.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,247170.0,272870.0,334271.0,320235.0,335500.0
"Murfreesboro, TN",DemandResponse,77,"133,228",56,"108,755",4186,241.0,0.0,0.0,0.0,0.0,8934.0,12345.0,15611.0,14208.0,0.0,0.0,0.0,0.0,0.0
"Muskegon, MI",Bus,112,"161,280",499,"172,188",60111,621.0,218487.0,245831.0,276790.0,345049.0,497840.0,482185.0,555292.0,528028.0,478573.0,434856.0,418932.0,362673.0,328255.0
"Muskegon, MI",DemandResponse,112,"161,280",11,"16,722",5181,207.0,0.0,0.0,129180.0,117319.0,107011.0,120187.0,116475.0,0.0,0.0,0.0,0.0,0.0,0.0
"Muskegon, MI",DemandResponse,112,"161,280",499,"172,188",55074,414.0,19373.0,18877.0,19561.0,26296.0,26651.0,26257.0,41908.0,55501.0,74625.0,74435.0,76086.0,70326.0,66902.0
"Myrtle Beach-Socastee, SC-NC",Bus,190,"215,304","1,244","338,724",44204,332.0,536287.0,431248.0,247766.0,217024.0,218087.0,290758.0,419687.0,486465.0,1081863.0,481679.0,437416.0,447474.0,454465.0
"Myrtle Beach-Socastee, SC-NC",DemandResponse,190,"215,304","1,244","338,724",44204,332.0,35314.0,33624.0,31993.0,26698.0,62653.0,43465.0,34004.0,33867.0,88258.0,32060.0,12165.0,21749.0,33040.0
"Napa, CA",Bus,26,"83,913",45,"138,000",198352,1368.0,587513.0,640470.0,704504.0,920468.0,770646.0,689188.0,766469.0,858156.0,729762.0,946819.0,1009665.0,858411.0,894713.0
"Napa, CA",DemandResponse,26,"83,913",45,"138,000",99176,684.0,74289.0,86962.0,91350.0,93725.0,89793.0,89464.0,106828.0,127833.0,196899.0,228569.0,203435.0,259512.0,243981.0
"Nashua, NH-MA",Bus,182,"226,400",32,"86,933",12261,480.0,176482.0,189400.0,206712.0,205311.0,234469.0,228881.0,241605.0,335381.0,382606.0,367244.0,376051.0,361210.0,350789.0
"Nashua, NH-MA",DemandResponse,182,"226,400",32,"86,933",12261,480.0,42968.0,40020.0,41654.0,42913.0,43884.0,75907.0,34520.0,39260.0,34519.0,32542.0,34117.0,33468.0,32052.0
"Nashville-Davidson, TN",Bus,563,"969,587",484,"655,900",84012,132.0,6839028.0,7732418.0,7070532.0,6836026.0,8847041.0,7408947.0,8197339.0,9597966.0,10453080.0,10847629.0,11031814.0,9931455.0,9573928.0
"Nashville-Davidson, TN",Bus,563,"969,587","7,505","1,978,890",40178,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29709.0,46873.0,58065.0
"Nashville-Davidson, TN",Bus,563,"969,587",750,"1,583,115",88636,176.0,0.0,0.0,82783.0,0.0,244870.0,200637.0,286866.0,625690.0,790637.0,935880.0,908083.0,914535.0,932919.0
"Nashville-Davidson, TN",DemandResponse,563,"969,587",484,"655,900",92020,220.0,359779.0,763446.0,790327.0,2460428.0,1666267.0,1678804.0,1173285.0,1312792.0,1482130.0,1580948.0,1650008.0,1894901.0,1880413.0
"Nashville-Davidson, TN",DemandResponse,563,"969,587","7,505","1,978,890",124712,176.0,0.0,0.0,0.0,0.0,99023.0,113831.0,204103.0,254511.0,268438.0,641243.0,795381.0,663878.0,625968.0
"Nashville-Davidson, TN",DemandResponse,563,"969,587",750,"1,583,115",48477,132.0,0.0,0.0,365433.0,122722.0,438127.0,710996.0,797402.0,745769.0,580814.0,621838.0,572142.0,437000.0,359213.0
"Nashville-Davidson, TN",Rail,563,"969,587",750,"1,583,115",44318,88.0,0.0,0.0,411942.0,615915.0,748902.0,505562.0,568827.0,793440.0,756329.0,691698.0,785871.0,877511.0,918392.0
