,record,lma_title,Area_Code,Series ID,Month-Year,Unemployment_Labor
15036,2421,"Gulfport-Biloxi-Pascagoula, MS Metropolitan Statistical Area",LAUMT2825060000000,LAUMT282506000000004,"Aug
2009",12475.0
15037,2431,"Jackson, MS Metropolitan Statistical Area",LAUMT2827140000000,LAUMT282714000000004,"Aug
2009",19766.0
15038,2499,"Columbia, MO Metropolitan Statistical Area",LAUMT2917860000000,LAUMT291786000000004,"Aug
2009",6188.0
15039,2585,"Springfield, MO Metropolitan Statistical Area",LAUMT2944180000000,LAUMT294418000000004,"Aug
2009",20136.0
15040,2603,"Billings, MT Metropolitan Statistical Area",LAUMT3013740000000,LAUMT301374000000004,"Aug
2009",4299.0
15041,2621,"Great Falls, MT Metropolitan Statistical Area",LAUMT3024500000000,LAUMT302450000000004,"Aug
2009",2039.0
15042,2634,"Missoula, MT Metropolitan Statistical Area",LAUMT3033540000000,LAUMT303354000000004,"Aug
2009",3369.0
15043,2707,"Lincoln, NE Metropolitan Statistical Area",LAUMT3130700000000,LAUMT313070000000004,"Aug
2009",7248.0
15044,2948,"Manchester, NH Metropolitan NECTA",LAUMT3374950000000,LAUMT337495000000004,"Aug
2009",7340.0
15045,3048,"Albuquerque, NM Metropolitan Statistical Area",LAUMT3510740000000,LAUMT351074000000004,"Aug
2009",33277.0
15046,3074,"Santa Fe, NM Metropolitan Statistical Area",LAUMT3542140000000,LAUMT354214000000004,"Aug
2009",5351.0
15047,3157,"Charlotte-Concord-Gastonia, NC-SC Metropolitan Statistical Area",LAUMT3716740000000,LAUMT371674000000004,"Aug
2009",131972.0
15048,3171,"Durham-Chapel Hill, NC Metropolitan Statistical Area",LAUMT3720500000000,LAUMT372050000000004,"Aug
2009",21196.0
15049,3178,"Fayetteville, NC Metropolitan Statistical Area",LAUMT3722180000000,LAUMT372218000000004,"Aug
2009",14015.0
15050,3184,"Greensboro-High Point, NC Metropolitan Statistical Area",LAUMT3724660000000,LAUMT372466000000004,"Aug
2009",41453.0
15051,3190,"Hickory-Lenoir-Morganton, NC Metropolitan Statistical Area",LAUMT3725860000000,LAUMT372586000000004,"Aug
2009",24362.0
15052,3216,"Raleigh, NC Metropolitan Statistical Area",LAUMT3739580000000,LAUMT373958000000004,"Aug
2009",49607.0
15053,3236,"Winston-Salem, NC Metropolitan Statistical Area",LAUMT3749180000000,LAUMT374918000000004,"Aug
2009",34097.0
15054,3304,"Canton-Massillon, OH Metropolitan Statistical Area",LAUMT3915940000000,LAUMT391594000000004,"Aug
2009",24039.0
15055,3318,"Columbus, OH Metropolitan Statistical Area",LAUMT3918140000000,LAUMT391814000000004,"Aug
2009",89505.0
15056,3434,"Oklahoma City, OK Metropolitan Statistical Area",LAUMT4036420000000,LAUMT403642000000004,"Aug
2009",35292.0
15057,3449,"Tulsa, OK Metropolitan Statistical Area",LAUMT4046140000000,LAUMT404614000000004,"Aug
2009",32144.0
15058,3466,"Corvallis, OR Metropolitan Statistical Area",LAUMT4118700000000,LAUMT411870000000004,"Aug
2009",3418.0
15059,3479,"Medford, OR Metropolitan Statistical Area",LAUMT4132780000000,LAUMT413278000000004,"Aug
2009",12609.0
15060,3489,"Salem, OR Metropolitan Statistical Area",LAUMT4141420000000,LAUMT414142000000004,"Aug
2009",20869.0
15061,3514,"Harrisburg-Carlisle, PA Metropolitan Statistical Area",LAUMT4225420000000,LAUMT422542000000004,"Aug
2009",21741.0
15062,3523,"Lebanon, PA Metropolitan Statistical Area",LAUMT4230140000000,LAUMT423014000000004,"Aug
2009",5024.0
15063,3561,"York-Hanover, PA Metropolitan Statistical Area",LAUMT4249620000000,LAUMT424962000000004,"Aug
2009",20245.0
15064,3608,"Charleston-North Charleston, SC Metropolitan Statistical Area",LAUMT4516700000000,LAUMT451670000000004,"Aug
2009",31366.0
15065,3617,"Columbia, SC Metropolitan Statistical Area",LAUMT4517900000000,LAUMT451790000000004,"Aug
2009",35381.0
15066,3628,"Greenville-Anderson-Mauldin, SC Metropolitan Statistical Area",LAUMT4524860000000,LAUMT452486000000004,"Aug
2009",43794.0
15067,3646,"Sumter, SC Metropolitan Statistical Area",LAUMT4544940000000,LAUMT454494000000004,"Aug
2009",5568.0
15068,3702,"Sioux Falls, SD Metropolitan Statistical Area",LAUMT4643620000000,LAUMT464362000000004,"Aug
2009",6242.0
15069,3746,"Jackson, TN Metropolitan Statistical Area",LAUMT4727180000000,LAUMT472718000000004,"Aug
2009",7038.0
15070,3755,"Knoxville, TN Metropolitan Statistical Area",LAUMT4728940000000,LAUMT472894000000004,"Aug
2009",40583.0
15071,3780,"Nashville-Davidson--Murfreesboro--Franklin, TN Metropolitan Statistical Area",LAUMT4734980000000,LAUMT473498000000004,"Aug
2009",81995.0
15072,3820,"Austin-Round Rock, TX Metropolitan Statistical Area",LAUMT4812420000000,LAUMT481242000000004,"Aug
2009",67724.0
15073,3828,"Beaumont-Port Arthur, TX Metropolitan Statistical Area",LAUMT4813140000000,LAUMT481314000000004,"Aug
2009",20302.0
15074,3844,"Brownsville-Harlingen, TX Metropolitan Statistical Area",LAUMT4815180000000,LAUMT481518000000004,"Aug
2009",16057.0
15075,3854,"College Station-Bryan, TX Metropolitan Statistical Area",LAUMT4817780000000,LAUMT481778000000004,"Aug
2009",7306.0
15076,3939,"Killeen-Temple, TX Metropolitan Statistical Area",LAUMT4828660000000,LAUMT482866000000004,"Aug
2009",11947.0
15077,3951,"Laredo, TX Metropolitan Statistical Area",LAUMT4829700000000,LAUMT482970000000004,"Aug
2009",9025.0
15078,3963,"Lubbock, TX Metropolitan Statistical Area",LAUMT4831180000000,LAUMT483118000000004,"Aug
2009",9058.0
15079,4010,"San Angelo, TX Metropolitan Statistical Area",LAUMT4841660000000,LAUMT484166000000004,"Aug
2009",3758.0
15080,4012,"San Antonio-New Braunfels, TX Metropolitan Statistical Area",LAUMT4841700000000,LAUMT484170000000004,"Aug
2009",71472.0
15081,4049,"Waco, TX Metropolitan Statistical Area",LAUMT4847380000000,LAUMT484738000000004,"Aug
2009",9536.0
15082,4084,"Salt Lake City, UT Metropolitan Statistical Area",LAUMT4941620000000,LAUMT494162000000004,"Aug
2009",43972.0
15083,4134,"Burlington-South Burlington, VT Metropolitan NECTA",LAUMT5072400000000,LAUMT507240000000004,"Aug
2009",6751.0
15084,4351,"Blacksburg-Christiansburg-Radford, VA Metropolitan Statistical Area",LAUMT5113980000000,LAUMT511398000000004,"Aug
2009",7275.0
15085,4376,"Harrisonburg, VA Metropolitan Statistical Area",LAUMT5125500000000,LAUMT512550000000004,"Aug
2009",3875.0
15086,4388,"Lynchburg, VA Metropolitan Statistical Area",LAUMT5131340000000,LAUMT513134000000004,"Aug
2009",9400.0
15087,4407,"Richmond, VA Metropolitan Statistical Area",LAUMT5140060000000,LAUMT514006000000004,"Aug
2009",49219.0
15088,4424,"Roanoke, VA Metropolitan Statistical Area",LAUMT5140220000000,LAUMT514022000000004,"Aug
2009",12181.0
15089,4478,"Bellingham, WA Metropolitan Statistical Area",LAUMT5313380000000,LAUMT531338000000004,"Aug
2009",9851.0
15090,4479,"Bremerton-Silverdale, WA Metropolitan Statistical Area",LAUMT5314740000000,LAUMT531474000000004,"Aug
2009",10137.0
15091,4485,"Kennewick-Richland, WA Metropolitan Statistical Area",LAUMT5328420000000,LAUMT532842000000004,"Aug
2009",9735.0
15092,4490,"Longview, WA Metropolitan Statistical Area",LAUMT5331020000000,LAUMT533102000000004,"Aug
2009",6297.0
15093,4492,"Mount Vernon-Anacortes, WA Metropolitan Statistical Area",LAUMT5334580000000,LAUMT533458000000004,"Aug
2009",6186.0
15094,4495,"Olympia-Tumwater, WA Metropolitan Statistical Area",LAUMT5336500000000,LAUMT533650000000004,"Aug
2009",10806.0
15095,4503,"Seattle-Tacoma-Bellevue, WA Metropolitan Statistical Area",LAUMT5342660000000,LAUMT534266000000004,"Aug
2009",179320.0
15096,4507,"Spokane-Spokane Valley, WA Metropolitan Statistical Area",LAUMT5344060000000,LAUMT534406000000004,"Aug
2009",25378.0
15097,4513,"Wenatchee, WA Metropolitan Statistical Area",LAUMT5348300000000,LAUMT534830000000004,"Aug
2009",5591.0
15098,4515,"Yakima, WA Metropolitan Statistical Area",LAUMT5349420000000,LAUMT534942000000004,"Aug
2009",11988.0
15099,4572,"Appleton, WI Metropolitan Statistical Area",LAUMT5511540000000,LAUMT551154000000004,"Aug
2009",10295.0
15100,4586,"Eau Claire, WI Metropolitan Statistical Area",LAUMT5520740000000,LAUMT552074000000004,"Aug
2009",6510.0
15101,4591,"Green Bay, WI Metropolitan Statistical Area",LAUMT5524580000000,LAUMT552458000000004,"Aug
2009",14216.0
15102,4602,"Madison, WI Metropolitan Statistical Area",LAUMT5531540000000,LAUMT553154000000004,"Aug
2009",23288.0
15103,4619,"Oshkosh-Neenah, WI Metropolitan Statistical Area",LAUMT5536780000000,LAUMT553678000000004,"Aug
2009",7468.0
15104,4624,"Racine, WI Metropolitan Statistical Area",LAUMT5539540000000,LAUMT553954000000004,"Aug
2009",10464.0
15105,4630,"Sheboygan, WI Metropolitan Statistical Area",LAUMT5543100000000,LAUMT554310000000004,"Aug
2009",6059.0
15106,6,"Birmingham-Hoover, AL Metropolitan Statistical Area",LAUMT0113820000000,LAUMT011382000000004,"Sep
2009",57311.0
15107,40,"Huntsville, AL Metropolitan Statistical Area",LAUMT0126620000000,LAUMT012662000000004,"Sep
2009",17664.0
15108,46,"Mobile, AL Metropolitan Statistical Area",LAUMT0133660000000,LAUMT013366000000004,"Sep
2009",22280.0
15109,48,"Montgomery, AL Metropolitan Statistical Area",LAUMT0133860000000,LAUMT013386000000004,"Sep
2009",18344.0
15110,70,"Anchorage, AK Metropolitan Statistical Area",LAUMT0211260000000,LAUMT021126000000004,"Sep
2009",13467.0
15111,98,"Flagstaff, AZ Metropolitan Statistical Area",LAUMT0422380000000,LAUMT042238000000004,"Sep
2009",6869.0
15112,153,"Little Rock-North Little Rock-Conway, AR Metropolitan Statistical Area",LAUMT0530780000000,LAUMT053078000000004,"Sep
2009",22684.0
15113,189,"Bakersfield, CA Metropolitan Statistical Area",LAUMT0612540000000,LAUMT061254000000004,"Sep
2009",49056.0
15114,191,"Chico, CA Metropolitan Statistical Area",LAUMT0617020000000,LAUMT061702000000004,"Sep
2009",12186.0
15115,195,"El Centro, CA Metropolitan Statistical Area",LAUMT0620940000000,LAUMT062094000000004,"Sep
2009",23010.0
15116,199,"Hanford-Corcoran, CA Metropolitan Statistical Area",LAUMT0625260000000,LAUMT062526000000004,"Sep
2009",7770.0
15117,201,"Los Angeles-Long Beach-Anaheim, CA Metropolitan Statistical Area",LAUMT0631080000000,LAUMT063108000000004,"Sep
2009",737432.0
15118,205,"Merced, CA Metropolitan Statistical Area",LAUMT0632900000000,LAUMT063290000000004,"Sep
2009",15395.0
15119,206,"Modesto, CA Metropolitan Statistical Area",LAUMT0633700000000,LAUMT063370000000004,"Sep
2009",34120.0
15120,209,"Napa, CA Metropolitan Statistical Area",LAUMT0634900000000,LAUMT063490000000004,"Sep
2009",6240.0
15121,210,"Oxnard-Thousand Oaks-Ventura, CA Metropolitan Statistical Area",LAUMT0637100000000,LAUMT063710000000004,"Sep
2009",44337.0
15122,213,"Redding, CA Metropolitan Statistical Area",LAUMT0639820000000,LAUMT063982000000004,"Sep
2009",11383.0
15123,220,"Salinas, CA Metropolitan Statistical Area",LAUMT0641500000000,LAUMT064150000000004,"Sep
2009",20215.0
15124,222,"San Francisco-Oakland-Hayward, CA Metropolitan Statistical Area",LAUMT0641860000000,LAUMT064186000000004,"Sep
2009",221961.0
15125,230,"Santa Cruz-Watsonville, CA Metropolitan Statistical Area",LAUMT0642100000000,LAUMT064210000000004,"Sep
2009",14395.0
15126,231,"Santa Maria-Santa Barbara, CA Metropolitan Statistical Area",LAUMT0642200000000,LAUMT064220000000004,"Sep
2009",18347.0
15127,232,"Santa Rosa, CA Metropolitan Statistical Area",LAUMT0642220000000,LAUMT064222000000004,"Sep
2009",24602.0
15128,236,"Stockton-Lodi, CA Metropolitan Statistical Area",LAUMT0644700000000,LAUMT064470000000004,"Sep
2009",43573.0
15129,241,"Vallejo-Fairfield, CA Metropolitan Statistical Area",LAUMT0646700000000,LAUMT064670000000004,"Sep
2009",22987.0
15130,243,"Yuba City, CA Metropolitan Statistical Area",LAUMT0649700000000,LAUMT064970000000004,"Sep
2009",10491.0
15131,255,"Colorado Springs, CO Metropolitan Statistical Area",LAUMT0817820000000,LAUMT081782000000004,"Sep
2009",24235.0
15132,274,"Fort Collins, CO Metropolitan Statistical Area",LAUMT0822660000000,LAUMT082266000000004,"Sep
2009",11042.0
15133,453,"Springfield, MA-CT Metropolitan NECTA",LAUMT2578100000000,LAUMT257810000000004,"Sep
2009",32369.0
15134,479,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metropolitan Statistical Area",LAUMT4237980000000,LAUMT423798000000004,"Sep
2009",252502.0
15135,481,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",LAUMT1147900000000,LAUMT114790000000004,"Sep
2009",190325.0
15136,485,"Cape Coral-Fort Myers, FL Metropolitan Statistical Area",LAUMT1215980000000,LAUMT121598000000004,"Sep
2009",35760.0
15137,487,"Crestview-Fort Walton Beach-Destin, FL Metropolitan Statistical Area",LAUMT1218880000000,LAUMT121888000000004,"Sep
2009",9017.0
15138,489,"Deltona-Daytona Beach-Ormond Beach, FL Metropolitan Statistical Area",LAUMT1219660000000,LAUMT121966000000004,"Sep
2009",33025.0
15139,493,"Gainesville, FL Metropolitan Statistical Area",LAUMT1223540000000,LAUMT122354000000004,"Sep
2009",10297.0
15140,500,"Jacksonville, FL Metropolitan Statistical Area",LAUMT1227260000000,LAUMT122726000000004,"Sep
2009",70759.0
15141,508,"Lakeland-Winter Haven, FL Metropolitan Statistical Area",LAUMT1229460000000,LAUMT122946000000004,"Sep
2009",33481.0
15142,512,"Miami-Fort Lauderdale-West Palm Beach, FL Metropolitan Statistical Area",LAUMT1233100000000,LAUMT123310000000004,"Sep
2009",313900.0
15143,515,"Naples-Immokalee-Marco Island, FL Metropolitan Statistical Area",LAUMT1234940000000,LAUMT123494000000004,"Sep
2009",18013.0
15144,516,"North Port-Sarasota-Bradenton, FL Metropolitan Statistical Area",LAUMT1235840000000,LAUMT123584000000004,"Sep
2009",36772.0
15145,518,"Ocala, FL Metropolitan Statistical Area",LAUMT1236100000000,LAUMT123610000000004,"Sep
2009",17826.0
15146,520,"Orlando-Kissimmee-Sanford, FL Metropolitan Statistical Area",LAUMT1236740000000,LAUMT123674000000004,"Sep
2009",123226.0
15147,525,"Palm Bay-Melbourne-Titusville, FL Metropolitan Statistical Area",LAUMT1237340000000,LAUMT123734000000004,"Sep
2009",28640.0
15148,526,"Panama City, FL Metropolitan Statistical Area",LAUMT1237460000000,LAUMT123746000000004,"Sep
2009",8324.0
15149,528,"Pensacola-Ferry Pass-Brent, FL Metropolitan Statistical Area",LAUMT1237860000000,LAUMT123786000000004,"Sep
2009",19812.0
15150,530,"Port St. Lucie, FL Metropolitan Statistical Area",LAUMT1238940000000,LAUMT123894000000004,"Sep
2009",25197.0
15151,533,"Sebastian-Vero Beach, FL Metropolitan Statistical Area",LAUMT1242680000000,LAUMT124268000000004,"Sep
2009",8846.0
15152,536,"Tallahassee, FL Metropolitan Statistical Area",LAUMT1245220000000,LAUMT124522000000004,"Sep
2009",14392.0
15153,540,"Tampa-St. Petersburg-Clearwater, FL Metropolitan Statistical Area",LAUMT1245300000000,LAUMT124530000000004,"Sep
2009",148372.0
15154,557,"Athens-Clarke County, GA Metropolitan Statistical Area",LAUMT1312020000000,LAUMT131202000000004,"Sep
2009",8186.0
15155,591,"Augusta-Richmond County, GA-SC Metropolitan Statistical Area",LAUMT1312260000000,LAUMT131226000000004,"Sep
2009",24962.0
15156,609,"Chattanooga, TN-GA Metropolitan Statistical Area",LAUMT4716860000000,LAUMT471686000000004,"Sep
2009",23958.0
15157,668,"Rome, GA Metropolitan Statistical Area",LAUMT1340660000000,LAUMT134066000000004,"Sep
2009",5453.0
15158,670,"Savannah, GA Metropolitan Statistical Area",LAUMT1342340000000,LAUMT134234000000004,"Sep
2009",15215.0
15159,709,"Kahului-Wailuku-Lahaina, HI Metropolitan Statistical Area",LAUMT1527980000000,LAUMT152798000000004,"Sep
2009",7377.0
15160,716,"Boise City, ID Metropolitan Statistical Area",LAUMT1614260000000,LAUMT161426000000004,"Sep
2009",28800.0
15161,756,"Bloomington, IL Metropolitan Statistical Area",LAUMT1714010000000,LAUMT171401000000004,"Sep
2009",7640.0
15162,772,"Chicago-Naperville-Elgin, IL-IN-WI Metropolitan Statistical Area",LAUMT1716980000000,LAUMT171698000000004,"Sep
2009",504482.0
15163,785,"Davenport-Moline-Rock Island, IA-IL Metropolitan Statistical Area",LAUMT1719340000000,LAUMT171934000000004,"Sep
2009",16882.0
15164,809,"Kankakee, IL Metropolitan Statistical Area",LAUMT1728100000000,LAUMT172810000000004,"Sep
2009",6928.0
15165,821,"Peoria, IL Metropolitan Statistical Area",LAUMT1737900000000,LAUMT173790000000004,"Sep
2009",22484.0
15166,835,"Rockford, IL Metropolitan Statistical Area",LAUMT1740420000000,LAUMT174042000000004,"Sep
2009",26303.0
15167,837,"St. Louis, MO-IL Metropolitan Statistical Area",LAUMT2941180000000,LAUMT294118000000004,"Sep
2009",145472.0
15168,848,"Springfield, IL Metropolitan Statistical Area",LAUMT1744100000000,LAUMT174410000000004,"Sep
2009",8961.0
15169,862,"Bloomington, IN Metropolitan Statistical Area",LAUMT1814020000000,LAUMT181402000000004,"Sep
2009",5073.0
15170,868,"Cincinnati, OH-KY-IN Metropolitan Statistical Area",LAUMT3917140000000,LAUMT391714000000004,"Sep
2009",106442.0
15171,876,"Elkhart-Goshen, IN Metropolitan Statistical Area",LAUMT1821140000000,LAUMT182114000000004,"Sep
2009",15103.0
15172,877,"Evansville, IN-KY Metropolitan Statistical Area",LAUMT1821780000000,LAUMT182178000000004,"Sep
2009",12695.0
15173,880,"Fort Wayne, IN Metropolitan Statistical Area",LAUMT1823060000000,LAUMT182306000000004,"Sep
2009",21617.0
15174,906,"Kokomo, IN Metropolitan Statistical Area",LAUMT1829020000000,LAUMT182902000000004,"Sep
2009",4552.0
15175,907,"Lafayette-West Lafayette, IN Metropolitan Statistical Area",LAUMT1829200000000,LAUMT182920000000004,"Sep
2009",9135.0
15176,921,"Muncie, IN Metropolitan Statistical Area",LAUMT1834620000000,LAUMT183462000000004,"Sep
2009",5581.0
15177,939,"Terre Haute, IN Metropolitan Statistical Area",LAUMT1845460000000,LAUMT184546000000004,"Sep
2009",8001.0
15178,953,"Ames, IA Metropolitan Statistical Area",LAUMT1911180000000,LAUMT191118000000004,"Sep
2009",2225.0
15179,964,"Cedar Rapids, IA Metropolitan Statistical Area",LAUMT1916300000000,LAUMT191630000000004,"Sep
2009",8731.0
15180,976,"Des Moines-West Des Moines, IA Metropolitan Statistical Area",LAUMT1919780000000,LAUMT191978000000004,"Sep
2009",18139.0
15181,998,"Iowa City, IA Metropolitan Statistical Area",LAUMT1926980000000,LAUMT192698000000004,"Sep
2009",4034.0
15182,1097,"Lawrence, KS Metropolitan Statistical Area",LAUMT2029940000000,LAUMT202994000000004,"Sep
2009",3646.0
15183,1138,"Topeka, KS Metropolitan Statistical Area",LAUMT2045820000000,LAUMT204582000000004,"Sep
2009",8467.0
15184,1147,"Wichita, KS Metropolitan Statistical Area",LAUMT2048620000000,LAUMT204862000000004,"Sep
2009",29461.0
15185,1184,"Elizabethtown-Fort Knox, KY Metropolitan Statistical Area",LAUMT2121060000000,LAUMT212106000000004,"Sep
2009",6793.0
15186,1212,"Lexington-Fayette, KY Metropolitan Statistical Area",LAUMT2130460000000,LAUMT213046000000004,"Sep
2009",19555.0
15187,1280,"Baton Rouge, LA Metropolitan Statistical Area",LAUMT2212940000000,LAUMT221294000000004,"Sep
2009",24922.0
15188,1304,"Lafayette, LA Metropolitan Statistical Area",LAUMT2229180000000,LAUMT222918000000004,"Sep
2009",14056.0
15189,1331,"Shreveport-Bossier City, LA Metropolitan Statistical Area",LAUMT2243340000000,LAUMT224334000000004,"Sep
2009",14684.0
15190,1691,"Portland-South Portland, ME Metropolitan NECTA",LAUMT2376750000000,LAUMT237675000000004,"Sep
2009",12846.0
15191,1908,"Boston-Cambridge-Nashua, MA-NH Metropolitan NECTA",LAUMT2571650000000,LAUMT257165000000004,"Sep
2009",204449.0
15192,2244,"Bay City, MI Metropolitan Statistical Area",LAUMT2613020000000,LAUMT261302000000004,"Sep
2009",6337.0
15193,2264,"Grand Rapids-Wyoming, MI Metropolitan Statistical Area",LAUMT2624340000000,LAUMT262434000000004,"Sep
2009",57943.0
15194,2277,"Jackson, MI Metropolitan Statistical Area",LAUMT2627100000000,LAUMT262710000000004,"Sep
2009",10464.0
15195,2278,"Kalamazoo-Portage, MI Metropolitan Statistical Area",LAUMT2628020000000,LAUMT262802000000004,"Sep
2009",19029.0
15196,2281,"Lansing-East Lansing, MI Metropolitan Statistical Area",LAUMT2629620000000,LAUMT262962000000004,"Sep
2009",25662.0
15197,2296,"Niles-Benton Harbor, MI Metropolitan Statistical Area",LAUMT2635660000000,LAUMT263566000000004,"Sep
2009",9950.0
15198,2330,"Duluth, MN-WI Metropolitan Statistical Area",LAUMT2720260000000,LAUMT272026000000004,"Sep
2009",11953.0
15199,2333,"Fargo, ND-MN Metropolitan Statistical Area",LAUMT3822020000000,LAUMT382202000000004,"Sep
2009",4495.0
15200,2346,"La Crosse-Onalaska, WI-MN Metropolitan Statistical Area",LAUMT5529100000000,LAUMT552910000000004,"Sep
2009",4959.0
15201,2384,"Rochester, MN Metropolitan Statistical Area",LAUMT2740340000000,LAUMT274034000000004,"Sep
2009",7264.0
15202,2421,"Gulfport-Biloxi-Pascagoula, MS Metropolitan Statistical Area",LAUMT2825060000000,LAUMT282506000000004,"Sep
2009",13199.0
15203,2431,"Jackson, MS Metropolitan Statistical Area",LAUMT2827140000000,LAUMT282714000000004,"Sep
2009",20593.0
15204,2499,"Columbia, MO Metropolitan Statistical Area",LAUMT2917860000000,LAUMT291786000000004,"Sep
2009",5743.0
15205,2585,"Springfield, MO Metropolitan Statistical Area",LAUMT2944180000000,LAUMT294418000000004,"Sep
2009",19254.0
15206,2603,"Billings, MT Metropolitan Statistical Area",LAUMT3013740000000,LAUMT301374000000004,"Sep
2009",4161.0
15207,2621,"Great Falls, MT Metropolitan Statistical Area",LAUMT3024500000000,LAUMT302450000000004,"Sep
2009",2057.0
15208,2634,"Missoula, MT Metropolitan Statistical Area",LAUMT3033540000000,LAUMT303354000000004,"Sep
2009",3283.0
15209,2707,"Lincoln, NE Metropolitan Statistical Area",LAUMT3130700000000,LAUMT313070000000004,"Sep
2009",7338.0
15210,2948,"Manchester, NH Metropolitan NECTA",LAUMT3374950000000,LAUMT337495000000004,"Sep
2009",7151.0
15211,3048,"Albuquerque, NM Metropolitan Statistical Area",LAUMT3510740000000,LAUMT351074000000004,"Sep
2009",31785.0
15212,3074,"Santa Fe, NM Metropolitan Statistical Area",LAUMT3542140000000,LAUMT354214000000004,"Sep
2009",5040.0
15213,3157,"Charlotte-Concord-Gastonia, NC-SC Metropolitan Statistical Area",LAUMT3716740000000,LAUMT371674000000004,"Sep
2009",130438.0
15214,3171,"Durham-Chapel Hill, NC Metropolitan Statistical Area",LAUMT3720500000000,LAUMT372050000000004,"Sep
2009",20657.0
15215,3178,"Fayetteville, NC Metropolitan Statistical Area",LAUMT3722180000000,LAUMT372218000000004,"Sep
2009",13965.0
15216,3184,"Greensboro-High Point, NC Metropolitan Statistical Area",LAUMT3724660000000,LAUMT372466000000004,"Sep
2009",39601.0
15217,3190,"Hickory-Lenoir-Morganton, NC Metropolitan Statistical Area",LAUMT3725860000000,LAUMT372586000000004,"Sep
2009",23314.0
15218,3216,"Raleigh, NC Metropolitan Statistical Area",LAUMT3739580000000,LAUMT373958000000004,"Sep
2009",48774.0
15219,3236,"Winston-Salem, NC Metropolitan Statistical Area",LAUMT3749180000000,LAUMT374918000000004,"Sep
2009",33106.0
15220,3304,"Canton-Massillon, OH Metropolitan Statistical Area",LAUMT3915940000000,LAUMT391594000000004,"Sep
2009",24104.0
15221,3318,"Columbus, OH Metropolitan Statistical Area",LAUMT3918140000000,LAUMT391814000000004,"Sep
2009",88381.0
15222,3434,"Oklahoma City, OK Metropolitan Statistical Area",LAUMT4036420000000,LAUMT403642000000004,"Sep
2009",35683.0
15223,3449,"Tulsa, OK Metropolitan Statistical Area",LAUMT4046140000000,LAUMT404614000000004,"Sep
2009",33065.0
15224,3466,"Corvallis, OR Metropolitan Statistical Area",LAUMT4118700000000,LAUMT411870000000004,"Sep
2009",3120.0
15225,3479,"Medford, OR Metropolitan Statistical Area",LAUMT4132780000000,LAUMT413278000000004,"Sep
2009",11475.0
15226,3489,"Salem, OR Metropolitan Statistical Area",LAUMT4141420000000,LAUMT414142000000004,"Sep
2009",19084.0
15227,3514,"Harrisburg-Carlisle, PA Metropolitan Statistical Area",LAUMT4225420000000,LAUMT422542000000004,"Sep
2009",20287.0
15228,3523,"Lebanon, PA Metropolitan Statistical Area",LAUMT4230140000000,LAUMT423014000000004,"Sep
2009",4846.0
15229,3561,"York-Hanover, PA Metropolitan Statistical Area",LAUMT4249620000000,LAUMT424962000000004,"Sep
2009",17915.0
15230,3608,"Charleston-North Charleston, SC Metropolitan Statistical Area",LAUMT4516700000000,LAUMT451670000000004,"Sep
2009",30274.0
15231,3617,"Columbia, SC Metropolitan Statistical Area",LAUMT4517900000000,LAUMT451790000000004,"Sep
2009",34347.0
15232,3628,"Greenville-Anderson-Mauldin, SC Metropolitan Statistical Area",LAUMT4524860000000,LAUMT452486000000004,"Sep
2009",42871.0
15233,3646,"Sumter, SC Metropolitan Statistical Area",LAUMT4544940000000,LAUMT454494000000004,"Sep
2009",5691.0
15234,3702,"Sioux Falls, SD Metropolitan Statistical Area",LAUMT4643620000000,LAUMT464362000000004,"Sep
2009",6003.0
15235,3746,"Jackson, TN Metropolitan Statistical Area",LAUMT4727180000000,LAUMT472718000000004,"Sep
2009",7187.0
15236,3755,"Knoxville, TN Metropolitan Statistical Area",LAUMT4728940000000,LAUMT472894000000004,"Sep
2009",38734.0
15237,3780,"Nashville-Davidson--Murfreesboro--Franklin, TN Metropolitan Statistical Area",LAUMT4734980000000,LAUMT473498000000004,"Sep
2009",79348.0
15238,3820,"Austin-Round Rock, TX Metropolitan Statistical Area",LAUMT4812420000000,LAUMT481242000000004,"Sep
2009",66487.0
15239,3828,"Beaumont-Port Arthur, TX Metropolitan Statistical Area",LAUMT4813140000000,LAUMT481314000000004,"Sep
2009",19906.0
15240,3844,"Brownsville-Harlingen, TX Metropolitan Statistical Area",LAUMT4815180000000,LAUMT481518000000004,"Sep
2009",16052.0
15241,3854,"College Station-Bryan, TX Metropolitan Statistical Area",LAUMT4817780000000,LAUMT481778000000004,"Sep
2009",7466.0
15242,3939,"Killeen-Temple, TX Metropolitan Statistical Area",LAUMT4828660000000,LAUMT482866000000004,"Sep
2009",12148.0
15243,3951,"Laredo, TX Metropolitan Statistical Area",LAUMT4829700000000,LAUMT482970000000004,"Sep
2009",8891.0
15244,3963,"Lubbock, TX Metropolitan Statistical Area",LAUMT4831180000000,LAUMT483118000000004,"Sep
2009",8947.0
15245,4010,"San Angelo, TX Metropolitan Statistical Area",LAUMT4841660000000,LAUMT484166000000004,"Sep
2009",3804.0
15246,4012,"San Antonio-New Braunfels, TX Metropolitan Statistical Area",LAUMT4841700000000,LAUMT484170000000004,"Sep
2009",71342.0
15247,4049,"Waco, TX Metropolitan Statistical Area",LAUMT4847380000000,LAUMT484738000000004,"Sep
2009",9123.0
