,record,lma_title,Area_Code,Series ID,Month-Year,Total_Labor
7566,2421,"Gulfport-Biloxi-Pascagoula, MS Metropolitan Statistical Area",LAUMT2825060000000,LAUMT282506000000006,"Nov
2005",177836.0
7567,2431,"Jackson, MS Metropolitan Statistical Area",LAUMT2827140000000,LAUMT282714000000006,"Nov
2005",270270.0
7568,2499,"Columbia, MO Metropolitan Statistical Area",LAUMT2917860000000,LAUMT291786000000006,"Nov
2005",87876.0
7569,2585,"Springfield, MO Metropolitan Statistical Area",LAUMT2944180000000,LAUMT294418000000006,"Nov
2005",215197.0
7570,2603,"Billings, MT Metropolitan Statistical Area",LAUMT3013740000000,LAUMT301374000000006,"Nov
2005",84990.0
7571,2621,"Great Falls, MT Metropolitan Statistical Area",LAUMT3024500000000,LAUMT302450000000006,"Nov
2005",38952.0
7572,2634,"Missoula, MT Metropolitan Statistical Area",LAUMT3033540000000,LAUMT303354000000006,"Nov
2005",58661.0
7573,2707,"Lincoln, NE Metropolitan Statistical Area",LAUMT3130700000000,LAUMT313070000000006,"Nov
2005",165351.0
7574,2948,"Manchester, NH Metropolitan NECTA",LAUMT3374950000000,LAUMT337495000000006,"Nov
2005",113295.0
7575,3048,"Albuquerque, NM Metropolitan Statistical Area",LAUMT3510740000000,LAUMT351074000000006,"Nov
2005",400080.0
7576,3074,"Santa Fe, NM Metropolitan Statistical Area",LAUMT3542140000000,LAUMT354214000000006,"Nov
2005",77090.0
7577,3157,"Charlotte-Concord-Gastonia, NC-SC Metropolitan Statistical Area",LAUMT3716740000000,LAUMT371674000000006,"Nov
2005",1016186.0
7578,3171,"Durham-Chapel Hill, NC Metropolitan Statistical Area",LAUMT3720500000000,LAUMT372050000000006,"Nov
2005",246941.0
7579,3178,"Fayetteville, NC Metropolitan Statistical Area",LAUMT3722180000000,LAUMT372218000000006,"Nov
2005",146190.0
7580,3184,"Greensboro-High Point, NC Metropolitan Statistical Area",LAUMT3724660000000,LAUMT372466000000006,"Nov
2005",362152.0
7581,3190,"Hickory-Lenoir-Morganton, NC Metropolitan Statistical Area",LAUMT3725860000000,LAUMT372586000000006,"Nov
2005",176456.0
7582,3216,"Raleigh, NC Metropolitan Statistical Area",LAUMT3739580000000,LAUMT373958000000006,"Nov
2005",509762.0
7583,3236,"Winston-Salem, NC Metropolitan Statistical Area",LAUMT3749180000000,LAUMT374918000000006,"Nov
2005",312770.0
7584,3304,"Canton-Massillon, OH Metropolitan Statistical Area",LAUMT3915940000000,LAUMT391594000000006,"Nov
2005",204092.0
7585,3318,"Columbus, OH Metropolitan Statistical Area",LAUMT3918140000000,LAUMT391814000000006,"Nov
2005",967530.0
7586,3434,"Oklahoma City, OK Metropolitan Statistical Area",LAUMT4036420000000,LAUMT403642000000006,"Nov
2005",578666.0
7587,3449,"Tulsa, OK Metropolitan Statistical Area",LAUMT4046140000000,LAUMT404614000000006,"Nov
2005",446880.0
7588,3466,"Corvallis, OR Metropolitan Statistical Area",LAUMT4118700000000,LAUMT411870000000006,"Nov
2005",42688.0
7589,3479,"Medford, OR Metropolitan Statistical Area",LAUMT4132780000000,LAUMT413278000000006,"Nov
2005",100262.0
7590,3489,"Salem, OR Metropolitan Statistical Area",LAUMT4141420000000,LAUMT414142000000006,"Nov
2005",183199.0
7591,3514,"Harrisburg-Carlisle, PA Metropolitan Statistical Area",LAUMT4225420000000,LAUMT422542000000006,"Nov
2005",277923.0
7592,3523,"Lebanon, PA Metropolitan Statistical Area",LAUMT4230140000000,LAUMT423014000000006,"Nov
2005",70415.0
7593,3561,"York-Hanover, PA Metropolitan Statistical Area",LAUMT4249620000000,LAUMT424962000000006,"Nov
2005",220034.0
7594,3608,"Charleston-North Charleston, SC Metropolitan Statistical Area",LAUMT4516700000000,LAUMT451670000000006,"Nov
2005",298040.0
7595,3617,"Columbia, SC Metropolitan Statistical Area",LAUMT4517900000000,LAUMT451790000000006,"Nov
2005",358930.0
7596,3628,"Greenville-Anderson-Mauldin, SC Metropolitan Statistical Area",LAUMT4524860000000,LAUMT452486000000006,"Nov
2005",388767.0
7597,3646,"Sumter, SC Metropolitan Statistical Area",LAUMT4544940000000,LAUMT454494000000006,"Nov
2005",45872.0
7598,3702,"Sioux Falls, SD Metropolitan Statistical Area",LAUMT4643620000000,LAUMT464362000000006,"Nov
2005",121529.0
7599,3746,"Jackson, TN Metropolitan Statistical Area",LAUMT4727180000000,LAUMT472718000000006,"Nov
2005",61262.0
7600,3755,"Knoxville, TN Metropolitan Statistical Area",LAUMT4728940000000,LAUMT472894000000006,"Nov
2005",402841.0
7601,3780,"Nashville-Davidson--Murfreesboro--Franklin, TN Metropolitan Statistical Area",LAUMT4734980000000,LAUMT473498000000006,"Nov
2005",796773.0
7602,3820,"Austin-Round Rock, TX Metropolitan Statistical Area",LAUMT4812420000000,LAUMT481242000000006,"Nov
2005",810249.0
7603,3828,"Beaumont-Port Arthur, TX Metropolitan Statistical Area",LAUMT4813140000000,LAUMT481314000000006,"Nov
2005",184815.0
7604,3844,"Brownsville-Harlingen, TX Metropolitan Statistical Area",LAUMT4815180000000,LAUMT481518000000006,"Nov
2005",140530.0
7605,3854,"College Station-Bryan, TX Metropolitan Statistical Area",LAUMT4817780000000,LAUMT481778000000006,"Nov
2005",105262.0
7606,3939,"Killeen-Temple, TX Metropolitan Statistical Area",LAUMT4828660000000,LAUMT482866000000006,"Nov
2005",149682.0
7607,3951,"Laredo, TX Metropolitan Statistical Area",LAUMT4829700000000,LAUMT482970000000006,"Nov
2005",86577.0
7608,3963,"Lubbock, TX Metropolitan Statistical Area",LAUMT4831180000000,LAUMT483118000000006,"Nov
2005",144316.0
7609,4010,"San Angelo, TX Metropolitan Statistical Area",LAUMT4841660000000,LAUMT484166000000006,"Nov
2005",52875.0
7610,4012,"San Antonio-New Braunfels, TX Metropolitan Statistical Area",LAUMT4841700000000,LAUMT484170000000006,"Nov
2005",904312.0
7611,4049,"Waco, TX Metropolitan Statistical Area",LAUMT4847380000000,LAUMT484738000000006,"Nov
2005",119047.0
7612,4084,"Salt Lake City, UT Metropolitan Statistical Area",LAUMT4941620000000,LAUMT494162000000006,"Nov
2005",550491.0
7613,4134,"Burlington-South Burlington, VT Metropolitan NECTA",LAUMT5072400000000,LAUMT507240000000006,"Nov
2005",117278.0
7614,4351,"Blacksburg-Christiansburg-Radford, VA Metropolitan Statistical Area",LAUMT5113980000000,LAUMT511398000000006,"Nov
2005",84720.0
7615,4376,"Harrisonburg, VA Metropolitan Statistical Area",LAUMT5125500000000,LAUMT512550000000006,"Nov
2005",61688.0
7616,4388,"Lynchburg, VA Metropolitan Statistical Area",LAUMT5131340000000,LAUMT513134000000006,"Nov
2005",118301.0
7617,4407,"Richmond, VA Metropolitan Statistical Area",LAUMT5140060000000,LAUMT514006000000006,"Nov
2005",594659.0
7618,4424,"Roanoke, VA Metropolitan Statistical Area",LAUMT5140220000000,LAUMT514022000000006,"Nov
2005",150792.0
7619,4478,"Bellingham, WA Metropolitan Statistical Area",LAUMT5313380000000,LAUMT531338000000006,"Nov
2005",104230.0
7620,4479,"Bremerton-Silverdale, WA Metropolitan Statistical Area",LAUMT5314740000000,LAUMT531474000000006,"Nov
2005",123133.0
7621,4485,"Kennewick-Richland, WA Metropolitan Statistical Area",LAUMT5328420000000,LAUMT532842000000006,"Nov
2005",111750.0
7622,4490,"Longview, WA Metropolitan Statistical Area",LAUMT5331020000000,LAUMT533102000000006,"Nov
2005",43259.0
7623,4492,"Mount Vernon-Anacortes, WA Metropolitan Statistical Area",LAUMT5334580000000,LAUMT533458000000006,"Nov
2005",56339.0
7624,4495,"Olympia-Tumwater, WA Metropolitan Statistical Area",LAUMT5336500000000,LAUMT533650000000006,"Nov
2005",124136.0
7625,4503,"Seattle-Tacoma-Bellevue, WA Metropolitan Statistical Area",LAUMT5342660000000,LAUMT534266000000006,"Nov
2005",1748548.0
7626,4507,"Spokane-Spokane Valley, WA Metropolitan Statistical Area",LAUMT5344060000000,LAUMT534406000000006,"Nov
2005",251908.0
7627,4513,"Wenatchee, WA Metropolitan Statistical Area",LAUMT5348300000000,LAUMT534830000000006,"Nov
2005",56968.0
7628,4515,"Yakima, WA Metropolitan Statistical Area",LAUMT5349420000000,LAUMT534942000000006,"Nov
2005",112512.0
7629,4572,"Appleton, WI Metropolitan Statistical Area",LAUMT5511540000000,LAUMT551154000000006,"Nov
2005",119700.0
7630,4586,"Eau Claire, WI Metropolitan Statistical Area",LAUMT5520740000000,LAUMT552074000000006,"Nov
2005",87477.0
7631,4591,"Green Bay, WI Metropolitan Statistical Area",LAUMT5524580000000,LAUMT552458000000006,"Nov
2005",168324.0
7632,4602,"Madison, WI Metropolitan Statistical Area",LAUMT5531540000000,LAUMT553154000000006,"Nov
2005",357728.0
7633,4619,"Oshkosh-Neenah, WI Metropolitan Statistical Area",LAUMT5536780000000,LAUMT553678000000006,"Nov
2005",91538.0
7634,4624,"Racine, WI Metropolitan Statistical Area",LAUMT5539540000000,LAUMT553954000000006,"Nov
2005",98267.0
7635,4630,"Sheboygan, WI Metropolitan Statistical Area",LAUMT5543100000000,LAUMT554310000000006,"Nov
2005",64209.0
7636,6,"Birmingham-Hoover, AL Metropolitan Statistical Area",LAUMT0113820000000,LAUMT011382000000006,"Dec
2005",534377.0
7637,40,"Huntsville, AL Metropolitan Statistical Area",LAUMT0126620000000,LAUMT012662000000006,"Dec
2005",196482.0
7638,46,"Mobile, AL Metropolitan Statistical Area",LAUMT0133660000000,LAUMT013366000000006,"Dec
2005",182705.0
7639,48,"Montgomery, AL Metropolitan Statistical Area",LAUMT0133860000000,LAUMT013386000000006,"Dec
2005",170671.0
7640,70,"Anchorage, AK Metropolitan Statistical Area",LAUMT0211260000000,LAUMT021126000000006,"Dec
2005",191515.0
7641,98,"Flagstaff, AZ Metropolitan Statistical Area",LAUMT0422380000000,LAUMT042238000000006,"Dec
2005",67374.0
7642,153,"Little Rock-North Little Rock-Conway, AR Metropolitan Statistical Area",LAUMT0530780000000,LAUMT053078000000006,"Dec
2005",338240.0
7643,189,"Bakersfield, CA Metropolitan Statistical Area",LAUMT0612540000000,LAUMT061254000000006,"Dec
2005",332264.0
7644,191,"Chico, CA Metropolitan Statistical Area",LAUMT0617020000000,LAUMT061702000000006,"Dec
2005",98091.0
7645,195,"El Centro, CA Metropolitan Statistical Area",LAUMT0620940000000,LAUMT062094000000006,"Dec
2005",61382.0
7646,199,"Hanford-Corcoran, CA Metropolitan Statistical Area",LAUMT0625260000000,LAUMT062526000000006,"Dec
2005",53212.0
7647,201,"Los Angeles-Long Beach-Anaheim, CA Metropolitan Statistical Area",LAUMT0631080000000,LAUMT063108000000006,"Dec
2005",6407825.0
7648,205,"Merced, CA Metropolitan Statistical Area",LAUMT0632900000000,LAUMT063290000000006,"Dec
2005",97136.0
7649,206,"Modesto, CA Metropolitan Statistical Area",LAUMT0633700000000,LAUMT063370000000006,"Dec
2005",224182.0
7650,209,"Napa, CA Metropolitan Statistical Area",LAUMT0634900000000,LAUMT063490000000006,"Dec
2005",68882.0
7651,210,"Oxnard-Thousand Oaks-Ventura, CA Metropolitan Statistical Area",LAUMT0637100000000,LAUMT063710000000006,"Dec
2005",414507.0
7652,213,"Redding, CA Metropolitan Statistical Area",LAUMT0639820000000,LAUMT063982000000006,"Dec
2005",81695.0
7653,220,"Salinas, CA Metropolitan Statistical Area",LAUMT0641500000000,LAUMT064150000000006,"Dec
2005",193339.0
7654,222,"San Francisco-Oakland-Hayward, CA Metropolitan Statistical Area",LAUMT0641860000000,LAUMT064186000000006,"Dec
2005",2143338.0
7655,230,"Santa Cruz-Watsonville, CA Metropolitan Statistical Area",LAUMT0642100000000,LAUMT064210000000006,"Dec
2005",139839.0
7656,231,"Santa Maria-Santa Barbara, CA Metropolitan Statistical Area",LAUMT0642200000000,LAUMT064220000000006,"Dec
2005",209242.0
7657,232,"Santa Rosa, CA Metropolitan Statistical Area",LAUMT0642220000000,LAUMT064222000000006,"Dec
2005",250302.0
7658,236,"Stockton-Lodi, CA Metropolitan Statistical Area",LAUMT0644700000000,LAUMT064470000000006,"Dec
2005",279821.0
7659,241,"Vallejo-Fairfield, CA Metropolitan Statistical Area",LAUMT0646700000000,LAUMT064670000000006,"Dec
2005",208811.0
7660,243,"Yuba City, CA Metropolitan Statistical Area",LAUMT0649700000000,LAUMT064970000000006,"Dec
2005",64581.0
7661,255,"Colorado Springs, CO Metropolitan Statistical Area",LAUMT0817820000000,LAUMT081782000000006,"Dec
2005",304493.0
7662,274,"Fort Collins, CO Metropolitan Statistical Area",LAUMT0822660000000,LAUMT082266000000006,"Dec
2005",165929.0
7663,453,"Springfield, MA-CT Metropolitan NECTA",LAUMT2578100000000,LAUMT257810000000006,"Dec
2005",368891.0
7664,479,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metropolitan Statistical Area",LAUMT4237980000000,LAUMT423798000000006,"Dec
2005",2941375.0
7665,481,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metropolitan Statistical Area",LAUMT1147900000000,LAUMT114790000000006,"Dec
2005",2919992.0
7666,485,"Cape Coral-Fort Myers, FL Metropolitan Statistical Area",LAUMT1215980000000,LAUMT121598000000006,"Dec
2005",278795.0
7667,487,"Crestview-Fort Walton Beach-Destin, FL Metropolitan Statistical Area",LAUMT1218880000000,LAUMT121888000000006,"Dec
2005",124339.0
7668,489,"Deltona-Daytona Beach-Ormond Beach, FL Metropolitan Statistical Area",LAUMT1219660000000,LAUMT121966000000006,"Dec
2005",274652.0
7669,493,"Gainesville, FL Metropolitan Statistical Area",LAUMT1223540000000,LAUMT122354000000006,"Dec
2005",131950.0
7670,500,"Jacksonville, FL Metropolitan Statistical Area",LAUMT1227260000000,LAUMT122726000000006,"Dec
2005",641239.0
7671,508,"Lakeland-Winter Haven, FL Metropolitan Statistical Area",LAUMT1229460000000,LAUMT122946000000006,"Dec
2005",261185.0
7672,512,"Miami-Fort Lauderdale-West Palm Beach, FL Metropolitan Statistical Area",LAUMT1233100000000,LAUMT123310000000006,"Dec
2005",2744793.0
7673,515,"Naples-Immokalee-Marco Island, FL Metropolitan Statistical Area",LAUMT1234940000000,LAUMT123494000000006,"Dec
2005",149676.0
7674,516,"North Port-Sarasota-Bradenton, FL Metropolitan Statistical Area",LAUMT1235840000000,LAUMT123584000000006,"Dec
2005",317024.0
7675,518,"Ocala, FL Metropolitan Statistical Area",LAUMT1236100000000,LAUMT123610000000006,"Dec
2005",129585.0
7676,520,"Orlando-Kissimmee-Sanford, FL Metropolitan Statistical Area",LAUMT1236740000000,LAUMT123674000000006,"Dec
2005",1029170.0
7677,525,"Palm Bay-Melbourne-Titusville, FL Metropolitan Statistical Area",LAUMT1237340000000,LAUMT123734000000006,"Dec
2005",261948.0
7678,526,"Panama City, FL Metropolitan Statistical Area",LAUMT1237460000000,LAUMT123746000000006,"Dec
2005",89071.0
7679,528,"Pensacola-Ferry Pass-Brent, FL Metropolitan Statistical Area",LAUMT1237860000000,LAUMT123786000000006,"Dec
2005",205417.0
7680,530,"Port St. Lucie, FL Metropolitan Statistical Area",LAUMT1238940000000,LAUMT123894000000006,"Dec
2005",180786.0
7681,533,"Sebastian-Vero Beach, FL Metropolitan Statistical Area",LAUMT1242680000000,LAUMT124268000000006,"Dec
2005",61009.0
7682,536,"Tallahassee, FL Metropolitan Statistical Area",LAUMT1245220000000,LAUMT124522000000006,"Dec
2005",181206.0
7683,540,"Tampa-St. Petersburg-Clearwater, FL Metropolitan Statistical Area",LAUMT1245300000000,LAUMT124530000000006,"Dec
2005",1257870.0
7684,557,"Athens-Clarke County, GA Metropolitan Statistical Area",LAUMT1312020000000,LAUMT131202000000006,"Dec
2005",101286.0
7685,591,"Augusta-Richmond County, GA-SC Metropolitan Statistical Area",LAUMT1312260000000,LAUMT131226000000006,"Dec
2005",258092.0
7686,609,"Chattanooga, TN-GA Metropolitan Statistical Area",LAUMT4716860000000,LAUMT471686000000006,"Dec
2005",255699.0
7687,668,"Rome, GA Metropolitan Statistical Area",LAUMT1340660000000,LAUMT134066000000006,"Dec
2005",50271.0
7688,670,"Savannah, GA Metropolitan Statistical Area",LAUMT1342340000000,LAUMT134234000000006,"Dec
2005",166967.0
7689,709,"Kahului-Wailuku-Lahaina, HI Metropolitan Statistical Area",LAUMT1527980000000,LAUMT152798000000006,"Dec
2005",75281.0
7690,716,"Boise City, ID Metropolitan Statistical Area",LAUMT1614260000000,LAUMT161426000000006,"Dec
2005",285348.0
7691,756,"Bloomington, IL Metropolitan Statistical Area",LAUMT1714010000000,LAUMT171401000000006,"Dec
2005",97842.0
7692,772,"Chicago-Naperville-Elgin, IL-IN-WI Metropolitan Statistical Area",LAUMT1716980000000,LAUMT171698000000006,"Dec
2005",4701752.0
7693,785,"Davenport-Moline-Rock Island, IA-IL Metropolitan Statistical Area",LAUMT1719340000000,LAUMT171934000000006,"Dec
2005",204712.0
7694,809,"Kankakee, IL Metropolitan Statistical Area",LAUMT1728100000000,LAUMT172810000000006,"Dec
2005",54056.0
7695,821,"Peoria, IL Metropolitan Statistical Area",LAUMT1737900000000,LAUMT173790000000006,"Dec
2005",195404.0
7696,835,"Rockford, IL Metropolitan Statistical Area",LAUMT1740420000000,LAUMT174042000000006,"Dec
2005",168246.0
7697,837,"St. Louis, MO-IL Metropolitan Statistical Area",LAUMT2941180000000,LAUMT294118000000006,"Dec
2005",1423261.0
7698,848,"Springfield, IL Metropolitan Statistical Area",LAUMT1744100000000,LAUMT174410000000006,"Dec
2005",113823.0
7699,862,"Bloomington, IN Metropolitan Statistical Area",LAUMT1814020000000,LAUMT181402000000006,"Dec
2005",79187.0
7700,868,"Cincinnati, OH-KY-IN Metropolitan Statistical Area",LAUMT3917140000000,LAUMT391714000000006,"Dec
2005",1094665.0
7701,876,"Elkhart-Goshen, IN Metropolitan Statistical Area",LAUMT1821140000000,LAUMT182114000000006,"Dec
2005",102899.0
7702,877,"Evansville, IN-KY Metropolitan Statistical Area",LAUMT1821780000000,LAUMT182178000000006,"Dec
2005",160128.0
7703,880,"Fort Wayne, IN Metropolitan Statistical Area",LAUMT1823060000000,LAUMT182306000000006,"Dec
2005",213621.0
7704,906,"Kokomo, IN Metropolitan Statistical Area",LAUMT1829020000000,LAUMT182902000000006,"Dec
2005",38912.0
7705,907,"Lafayette-West Lafayette, IN Metropolitan Statistical Area",LAUMT1829200000000,LAUMT182920000000006,"Dec
2005",96043.0
7706,921,"Muncie, IN Metropolitan Statistical Area",LAUMT1834620000000,LAUMT183462000000006,"Dec
2005",56991.0
7707,939,"Terre Haute, IN Metropolitan Statistical Area",LAUMT1845460000000,LAUMT184546000000006,"Dec
2005",80502.0
7708,953,"Ames, IA Metropolitan Statistical Area",LAUMT1911180000000,LAUMT191118000000006,"Dec
2005",47533.0
7709,964,"Cedar Rapids, IA Metropolitan Statistical Area",LAUMT1916300000000,LAUMT191630000000006,"Dec
2005",138832.0
7710,976,"Des Moines-West Des Moines, IA Metropolitan Statistical Area",LAUMT1919780000000,LAUMT191978000000006,"Dec
2005",298388.0
7711,998,"Iowa City, IA Metropolitan Statistical Area",LAUMT1926980000000,LAUMT192698000000006,"Dec
2005",86868.0
7712,1097,"Lawrence, KS Metropolitan Statistical Area",LAUMT2029940000000,LAUMT202994000000006,"Dec
2005",63006.0
7713,1138,"Topeka, KS Metropolitan Statistical Area",LAUMT2045820000000,LAUMT204582000000006,"Dec
2005",122319.0
7714,1147,"Wichita, KS Metropolitan Statistical Area",LAUMT2048620000000,LAUMT204862000000006,"Dec
2005",311582.0
7715,1184,"Elizabethtown-Fort Knox, KY Metropolitan Statistical Area",LAUMT2121060000000,LAUMT212106000000006,"Dec
2005",65462.0
7716,1212,"Lexington-Fayette, KY Metropolitan Statistical Area",LAUMT2130460000000,LAUMT213046000000006,"Dec
2005",231722.0
7717,1280,"Baton Rouge, LA Metropolitan Statistical Area",LAUMT2212940000000,LAUMT221294000000006,"Dec
2005",375885.0
7718,1304,"Lafayette, LA Metropolitan Statistical Area",LAUMT2229180000000,LAUMT222918000000006,"Dec
2005",217254.0
7719,1331,"Shreveport-Bossier City, LA Metropolitan Statistical Area",LAUMT2243340000000,LAUMT224334000000006,"Dec
2005",204888.0
7720,1691,"Portland-South Portland, ME Metropolitan NECTA",LAUMT2376750000000,LAUMT237675000000006,"Dec
2005",201583.0
7721,1908,"Boston-Cambridge-Nashua, MA-NH Metropolitan NECTA",LAUMT2571650000000,LAUMT257165000000006,"Dec
2005",2447619.0
7722,2244,"Bay City, MI Metropolitan Statistical Area",LAUMT2613020000000,LAUMT261302000000006,"Dec
2005",55412.0
7723,2264,"Grand Rapids-Wyoming, MI Metropolitan Statistical Area",LAUMT2624340000000,LAUMT262434000000006,"Dec
2005",520849.0
7724,2277,"Jackson, MI Metropolitan Statistical Area",LAUMT2627100000000,LAUMT262710000000006,"Dec
2005",78317.0
7725,2278,"Kalamazoo-Portage, MI Metropolitan Statistical Area",LAUMT2628020000000,LAUMT262802000000006,"Dec
2005",174041.0
7726,2281,"Lansing-East Lansing, MI Metropolitan Statistical Area",LAUMT2629620000000,LAUMT262962000000006,"Dec
2005",249547.0
7727,2296,"Niles-Benton Harbor, MI Metropolitan Statistical Area",LAUMT2635660000000,LAUMT263566000000006,"Dec
2005",78953.0
7728,2330,"Duluth, MN-WI Metropolitan Statistical Area",LAUMT2720260000000,LAUMT272026000000006,"Dec
2005",140677.0
7729,2333,"Fargo, ND-MN Metropolitan Statistical Area",LAUMT3822020000000,LAUMT382202000000006,"Dec
2005",113111.0
7730,2346,"La Crosse-Onalaska, WI-MN Metropolitan Statistical Area",LAUMT5529100000000,LAUMT552910000000006,"Dec
2005",73214.0
7731,2384,"Rochester, MN Metropolitan Statistical Area",LAUMT2740340000000,LAUMT274034000000006,"Dec
2005",112696.0
7732,2421,"Gulfport-Biloxi-Pascagoula, MS Metropolitan Statistical Area",LAUMT2825060000000,LAUMT282506000000006,"Dec
2005",165949.0
7733,2431,"Jackson, MS Metropolitan Statistical Area",LAUMT2827140000000,LAUMT282714000000006,"Dec
2005",271948.0
7734,2499,"Columbia, MO Metropolitan Statistical Area",LAUMT2917860000000,LAUMT291786000000006,"Dec
2005",86296.0
7735,2585,"Springfield, MO Metropolitan Statistical Area",LAUMT2944180000000,LAUMT294418000000006,"Dec
2005",213714.0
7736,2603,"Billings, MT Metropolitan Statistical Area",LAUMT3013740000000,LAUMT301374000000006,"Dec
2005",84636.0
7737,2621,"Great Falls, MT Metropolitan Statistical Area",LAUMT3024500000000,LAUMT302450000000006,"Dec
2005",38798.0
7738,2634,"Missoula, MT Metropolitan Statistical Area",LAUMT3033540000000,LAUMT303354000000006,"Dec
2005",57835.0
7739,2707,"Lincoln, NE Metropolitan Statistical Area",LAUMT3130700000000,LAUMT313070000000006,"Dec
2005",164547.0
7740,2948,"Manchester, NH Metropolitan NECTA",LAUMT3374950000000,LAUMT337495000000006,"Dec
2005",113180.0
7741,3048,"Albuquerque, NM Metropolitan Statistical Area",LAUMT3510740000000,LAUMT351074000000006,"Dec
2005",399871.0
7742,3074,"Santa Fe, NM Metropolitan Statistical Area",LAUMT3542140000000,LAUMT354214000000006,"Dec
2005",76586.0
7743,3157,"Charlotte-Concord-Gastonia, NC-SC Metropolitan Statistical Area",LAUMT3716740000000,LAUMT371674000000006,"Dec
2005",1010002.0
7744,3171,"Durham-Chapel Hill, NC Metropolitan Statistical Area",LAUMT3720500000000,LAUMT372050000000006,"Dec
2005",246808.0
7745,3178,"Fayetteville, NC Metropolitan Statistical Area",LAUMT3722180000000,LAUMT372218000000006,"Dec
2005",145484.0
7746,3184,"Greensboro-High Point, NC Metropolitan Statistical Area",LAUMT3724660000000,LAUMT372466000000006,"Dec
2005",360138.0
7747,3190,"Hickory-Lenoir-Morganton, NC Metropolitan Statistical Area",LAUMT3725860000000,LAUMT372586000000006,"Dec
2005",174974.0
7748,3216,"Raleigh, NC Metropolitan Statistical Area",LAUMT3739580000000,LAUMT373958000000006,"Dec
2005",507048.0
7749,3236,"Winston-Salem, NC Metropolitan Statistical Area",LAUMT3749180000000,LAUMT374918000000006,"Dec
2005",310405.0
7750,3304,"Canton-Massillon, OH Metropolitan Statistical Area",LAUMT3915940000000,LAUMT391594000000006,"Dec
2005",203381.0
7751,3318,"Columbus, OH Metropolitan Statistical Area",LAUMT3918140000000,LAUMT391814000000006,"Dec
2005",964045.0
7752,3434,"Oklahoma City, OK Metropolitan Statistical Area",LAUMT4036420000000,LAUMT403642000000006,"Dec
2005",577379.0
7753,3449,"Tulsa, OK Metropolitan Statistical Area",LAUMT4046140000000,LAUMT404614000000006,"Dec
2005",445517.0
7754,3466,"Corvallis, OR Metropolitan Statistical Area",LAUMT4118700000000,LAUMT411870000000006,"Dec
2005",42121.0
7755,3479,"Medford, OR Metropolitan Statistical Area",LAUMT4132780000000,LAUMT413278000000006,"Dec
2005",99741.0
7756,3489,"Salem, OR Metropolitan Statistical Area",LAUMT4141420000000,LAUMT414142000000006,"Dec
2005",180132.0
7757,3514,"Harrisburg-Carlisle, PA Metropolitan Statistical Area",LAUMT4225420000000,LAUMT422542000000006,"Dec
2005",276751.0
7758,3523,"Lebanon, PA Metropolitan Statistical Area",LAUMT4230140000000,LAUMT423014000000006,"Dec
2005",69843.0
7759,3561,"York-Hanover, PA Metropolitan Statistical Area",LAUMT4249620000000,LAUMT424962000000006,"Dec
2005",220167.0
7760,3608,"Charleston-North Charleston, SC Metropolitan Statistical Area",LAUMT4516700000000,LAUMT451670000000006,"Dec
2005",295291.0
7761,3617,"Columbia, SC Metropolitan Statistical Area",LAUMT4517900000000,LAUMT451790000000006,"Dec
2005",358892.0
7762,3628,"Greenville-Anderson-Mauldin, SC Metropolitan Statistical Area",LAUMT4524860000000,LAUMT452486000000006,"Dec
2005",385496.0
7763,3646,"Sumter, SC Metropolitan Statistical Area",LAUMT4544940000000,LAUMT454494000000006,"Dec
2005",45937.0
7764,3702,"Sioux Falls, SD Metropolitan Statistical Area",LAUMT4643620000000,LAUMT464362000000006,"Dec
2005",121777.0
7765,3746,"Jackson, TN Metropolitan Statistical Area",LAUMT4727180000000,LAUMT472718000000006,"Dec
2005",61365.0
7766,3755,"Knoxville, TN Metropolitan Statistical Area",LAUMT4728940000000,LAUMT472894000000006,"Dec
2005",404249.0
7767,3780,"Nashville-Davidson--Murfreesboro--Franklin, TN Metropolitan Statistical Area",LAUMT4734980000000,LAUMT473498000000006,"Dec
2005",799285.0
7768,3820,"Austin-Round Rock, TX Metropolitan Statistical Area",LAUMT4812420000000,LAUMT481242000000006,"Dec
2005",807244.0
7769,3828,"Beaumont-Port Arthur, TX Metropolitan Statistical Area",LAUMT4813140000000,LAUMT481314000000006,"Dec
2005",185276.0
7770,3844,"Brownsville-Harlingen, TX Metropolitan Statistical Area",LAUMT4815180000000,LAUMT481518000000006,"Dec
2005",140863.0
7771,3854,"College Station-Bryan, TX Metropolitan Statistical Area",LAUMT4817780000000,LAUMT481778000000006,"Dec
2005",104172.0
7772,3939,"Killeen-Temple, TX Metropolitan Statistical Area",LAUMT4828660000000,LAUMT482866000000006,"Dec
2005",149188.0
7773,3951,"Laredo, TX Metropolitan Statistical Area",LAUMT4829700000000,LAUMT482970000000006,"Dec
2005",87421.0
7774,3963,"Lubbock, TX Metropolitan Statistical Area",LAUMT4831180000000,LAUMT483118000000006,"Dec
2005",143690.0
7775,4010,"San Angelo, TX Metropolitan Statistical Area",LAUMT4841660000000,LAUMT484166000000006,"Dec
2005",52775.0
7776,4012,"San Antonio-New Braunfels, TX Metropolitan Statistical Area",LAUMT4841700000000,LAUMT484170000000006,"Dec
2005",904156.0
