UZA Name,RailBus,5 digit NTD ID,UZA,JAN02,FEB02,MAR02,APR02,MAY02,JUN02,JUL02,AUG02,SEP02,OCT02,NOV02,DEC02,JAN03,FEB03,MAR03,APR03,MAY03,JUN03,JUL03,AUG03,SEP03,OCT03,NOV03,DEC03,JAN04,FEB04,MAR04,APR04,MAY04,JUN04,JUL04,AUG04,SEP04,OCT04,NOV04,DEC04,JAN05,FEB05,MAR05,APR05,MAY05,JUN05,JUL05,AUG05,SEP05,OCT05,NOV05,DEC05,JAN06,FEB06,MAR06,APR06,MAY06,JUN06,JUL06,AUG06,SEP06,OCT06,NOV06,DEC06,JAN07,FEB07,MAR07,APR07,MAY07,JUN07,JUL07,AUG07,SEP07,OCT07,NOV07,DEC07,JAN08,FEB08,MAR08,APR08,MAY08,JUN08,JUL08,AUG08,SEP08,OCT08,NOV08,DEC08,JAN09,FEB09,MAR09,APR09,MAY09,JUN09,JUL09,AUG09,SEP09,OCT09,NOV09,DEC09,JAN10,FEB10,MAR10,APR10,MAY10,JUN10,JUL10,AUG10,SEP10,OCT10,NOV10,DEC10,JAN11,FEB11,MAR11,APR11,MAY11,JUN11,JUL11,AUG11,SEP11,OCT11,NOV11,DEC11,JAN12,FEB12,MAR12,APR12,MAY12,JUN12,JUL12,AUG12,SEP12,OCT12,NOV12,DEC12,JAN13,FEB13,MAR13,APR13,MAY13,JUN13,JUL13,AUG13,SEP13,OCT13,NOV13,DEC13,JAN14,FEB14,MAR14,APR14,MAY14,JUN14,JUL14,AUG14,SEP14,OCT14,NOV14,DEC14,JAN15,FEB15,MAR15,APR15,MAY15,JUN15,JUL15,AUG15,SEP15,OCT15,NOV15,DEC15,JAN16,FEB16,MAR16,APR16,MAY16,JUN16,JUL16,AUG16,SEP16,OCT16,NOV16,DEC16,JAN17,FEB17,MAR17,APR17,MAY17,JUN17,JUL17,AUG17,SEP17,OCT17,NOV17,DEC17,JAN18,FEB18,MAR18,APR18,MAY18,JUN18,JUL18,AUG18,SEP18,OCT18,NOV18,DEC18,JAN19,FEB19,MAR19
"Aberdeen-Bel Air South-Bel Air North, MD",Bus,30074,169,34008.0,30920.0,34304.0,36020.0,35946.0,32828.0,40830.0,41341.0,30042.0,41804.0,33316.0,37359.0,38174.0,32713.0,38057.0,39813.0,37739.0,37685.0,39382.0,37997.0,37057.0,40736.0,30256.0,36336.0,34058.0,33765.0,40804.0,39208.0,35787.0,38910.0,37110.0,39134.0,38227.0,41500.0,38181.0,41910.0,40300.0,37963.0,44693.0,42021.0,41585.0,44075.0,40034.0,46981.0,43425.0,37399.0,33978.0,37527.0,28838.0,17067.0,31805.0,28540.0,30381.0,31266.0,26908.0,30728.0,26985.0,29779.0,26663.0,25683.0,39920.0,34285.0,40626.0,38971.0,37263.0,35861.0,39617.0,45348.0,37078.0,45523.0,40018.0,39269.0,42485.0,40129.0,41347.0,43325.0,40583.0,34354.0,42019.0,40259.0,40176.0,43999.0,35149.0,41584.0,40178.0,37938.0,41805.0,43366.0,41491.0,41462.0,39667.0,36193.0,34489.0,36837.0,31275.0,35344.0,32837.0,25994.0,40201.0,36357.0,32856.0,38023.0,36642.0,38360.0,36534.0,36495.0,32995.0,36721.0,32681.0,32025.0,40341.0,36676.0,36608.0,33706.0,34642.0,39950.0,36435.0,36776.0,32875.0,35991.0,34575.0,39150.0,43083.0,40933.0,42843.0,40610.0,41288.0,45001.0,37224.0,39133.0,37367.0,35210.0,41081.0,37275.0,40913.0,43234.0,43035.0,39212.0,41211.0,42750.0,37983.0,43557.0,34004.0,36258.0,36675.0,31751.0,37773.0,41623.0,39637.0,39919.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Aberdeen-Bel Air South-Bel Air North, MD",DemandResponse,30074,169,17951.0,17093.0,14286.0,11354.0,16907.0,16779.0,20872.0,18878.0,26306.0,30827.0,19583.0,17665.0,26883.0,17958.0,26677.0,29630.0,27008.0,28320.0,29483.0,26183.0,27272.0,30818.0,21936.0,26510.0,25248.0,27556.0,32684.0,32525.0,28939.0,31650.0,31003.0,28821.0,31560.0,32806.0,26842.0,26040.0,30119.0,21323.0,27845.0,28557.0,28341.0,29273.0,26908.0,30728.0,26985.0,20679.0,26835.0,26040.0,28838.0,17067.0,31805.0,28540.0,30381.0,31266.0,26908.0,30728.0,26985.0,29779.0,26663.0,25683.0,28695.0,23282.0,21769.0,27441.0,30332.0,25205.0,21378.0,24086.0,20834.0,25870.0,21175.0,18529.0,24327.0,24028.0,25803.0,22873.0,20783.0,21612.0,22485.0,20970.0,23400.0,26192.0,17685.0,20981.0,17636.0,19950.0,22481.0,22890.0,20506.0,22914.0,18028.0,20672.0,19374.0,18468.0,16456.0,19011.0,19230.0,13681.0,23491.0,20380.0,18375.0,22245.0,18219.0,21445.0,21501.0,22225.0,23638.0,19738.0,16416.0,20261.0,27373.0,25027.0,24819.0,25478.0,23346.0,26124.0,26069.0,27713.0,25732.0,26272.0,26634.0,25694.0,28007.0,28016.0,29880.0,26615.0,26586.0,28976.0,25008.0,26910.0,24653.0,21287.0,25832.0,23985.0,24966.0,26997.0,27441.0,23160.0,24558.0,26411.0,25391.0,28190.0,21501.0,19026.0,20147.0,18741.0,22981.0,27102.0,24315.0,23153.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Abilene, TX",Bus,60040,282,33241.0,30841.0,32495.0,33784.0,33534.0,30221.0,32826.0,33255.0,30265.0,34311.0,31204.0,33701.0,33062.0,29657.0,32421.0,33157.0,32416.0,29127.0,31705.0,31738.0,31282.0,34219.0,29623.0,34832.0,32637.0,30606.0,34358.0,33060.0,31188.0,31717.0,31251.0,32278.0,31775.0,32788.0,31686.0,35563.0,31981.0,30878.0,40813.0,38464.0,37641.0,37772.0,35453.0,39793.0,37948.0,38144.0,36292.0,38997.0,35807.0,34615.0,38957.0,35241.0,37495.0,36073.0,33872.0,38352.0,32851.0,44815.0,35635.0,37587.0,30950.0,34311.0,37974.0,35887.0,37353.0,35355.0,34569.0,37872.0,33652.0,39052.0,35826.0,32038.0,34683.0,35891.0,35727.0,36663.0,35978.0,33705.0,35201.0,34462.0,33097.0,37610.0,33009.0,35731.0,35169.0,33055.0,35920.0,36043.0,32592.0,35358.0,35783.0,35389.0,34648.0,36241.0,32564.0,35952.0,32924.0,30413.0,36381.0,35129.0,33034.0,35392.0,34169.0,34163.0,32760.0,33581.0,33581.0,35344.0,33338.0,32306.0,18614.0,34185.0,33338.0,34765.0,33959.0,36191.0,34765.0,35611.0,33338.0,35611.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Abilene, TX",DemandResponse,60040,282,53767.0,54205.0,49569.0,52451.0,51137.0,46965.0,50747.0,52312.0,48308.0,54616.0,46728.0,46195.0,51744.0,44481.0,48020.0,49432.0,47311.0,46263.0,52410.0,51253.0,52885.0,57253.0,47294.0,52335.0,55297.0,50924.0,57128.0,55881.0,51725.0,55154.0,53115.0,55253.0,53792.0,53557.0,47663.0,51247.0,52862.0,52054.0,58466.0,57318.0,53076.0,55565.0,48951.0,54474.0,53246.0,52798.0,50479.0,50003.0,51567.0,49406.0,55459.0,49873.0,52668.0,50531.0,47309.0,58232.0,50484.0,57378.0,50936.0,50815.0,51841.0,49252.0,56274.0,52747.0,54500.0,52965.0,50589.0,53688.0,50715.0,58974.0,49625.0,40886.0,50339.0,47321.0,46898.0,51386.0,50060.0,51502.0,53308.0,52943.0,52815.0,58328.0,46880.0,50722.0,51609.0,50937.0,52189.0,54823.0,48677.0,50730.0,50783.0,51609.0,50002.0,54649.0,48051.0,52902.0,49531.0,48509.0,54813.0,55188.0,49729.0,52809.0,51415.0,52680.0,55182.0,53324.0,42452.0,42016.0,51245.0,38719.0,51889.0,54978.0,56053.0,50597.0,50742.0,48619.0,57609.0,61083.0,46011.0,51485.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Akron, OH",Bus,150041,213,375651.0,340955.0,357000.0,356551.0,379203.0,381611.0,376739.0,356262.0,407470.0,378799.0,386614.0,363511.0,395114.0,310568.0,375549.0,379632.0,339366.0,331657.0,353988.0,364036.0,423366.0,407153.0,338388.0,386377.0,463917.0,364130.0,407185.0,419950.0,352791.0,362169.0,344307.0,456220.0,404328.0,375742.0,426118.0,403682.0,413708.0,364821.0,364071.0,388282.0,348792.0,357225.0,304266.0,407120.0,386026.0,434893.0,364289.0,356383.0,359556.0,364392.0,394263.0,363108.0,348038.0,353408.0,347477.0,386131.0,370308.0,402715.0,379411.0,356568.0,377606.0,367840.0,405581.0,374166.0,536109.0,355340.0,371405.0,450296.0,421685.0,482812.0,430536.0,490796.0,366232.0,236147.0,379979.0,389491.0,350087.0,349286.0,355973.0,358899.0,379750.0,409953.0,369363.0,345683.0,279448.0,300796.0,323074.0,326468.0,295638.0,297224.0,301945.0,308024.0,331102.0,364167.0,329138.0,344277.0,314399.0,306610.0,351262.0,332300.0,304252.0,306653.0,312100.0,321014.0,338731.0,329277.0,324415.0,304614.0,388042.0,373224.0,390610.0,368545.0,343051.0,339949.0,317684.0,360967.0,370547.0,370208.0,357271.0,360230.0,358100.0,360010.0,369612.0,367825.0,344142.0,327643.0,326007.0,358033.0,349783.0,402984.0,369050.0,346183.0,410695.0,373847.0,391441.0,407789.0,383403.0,346732.0,367747.0,386952.0,376604.0,421117.0,375175.0,374346.0,390420.0,382327.0,396681.0,422593.0,387667.0,371148.0,390010.0,392713.0,453276.0,434107.0,375684.0,400397.0,395302.0,411444.0,441019.0,453027.0,400066.0,423392.0,425695.0,411139.0,391042.0,453252.0,412155.0,435851.0,384980.0,408065.0,436712.0,413519.0,396607.0,395713.0,371087.0,411872.0,420494.0,421735.0,408366.0,400287.0,399066.0,397058.0,443577.0,405662.0,414726.0,402865.0,379255.0,424269.0,405946.0,440321.0,413489.0,393287.0,419822.0,397676.0,432451.0,422623.0,414384.0,390190.0,389369.0,427606.0,383375.0,443642.0,406552.0,387977.0,415533.0,392032.0,413353.0
"Akron, OH",DemandResponse,200051,284,243788.0,232656.0,241380.0,243508.0,257712.0,256531.0,244409.0,260322.0,245907.0,288522.0,249298.0,273288.0,261681.0,217370.0,242580.0,248847.0,241879.0,174407.0,234288.0,217705.0,230187.0,247238.0,192105.0,198180.0,182598.0,190652.0,219253.0,193635.0,198007.0,233700.0,233083.0,260328.0,240083.0,260460.0,237248.0,219585.0,221600.0,221763.0,228562.0,238167.0,244519.0,237621.0,234605.0,260157.0,248418.0,246869.0,238080.0,227602.0,214423.0,208925.0,236239.0,211187.0,232532.0,221560.0,203894.0,229227.0,213085.0,235764.0,218368.0,198081.0,223294.0,200817.0,232514.0,227563.0,238338.0,211557.0,192329.0,181978.0,163857.0,198441.0,187800.0,163780.0,247134.0,234007.0,231497.0,244715.0,229412.0,228794.0,239661.0,232620.0,251285.0,265382.0,224175.0,245677.0,155217.0,166911.0,179552.0,181373.0,162398.0,176953.0,175820.0,166982.0,174218.0,180896.0,162160.0,162755.0,154709.0,157418.0,185014.0,168412.0,159641.0,168100.0,159522.0,170071.0,178202.0,172776.0,169891.0,156602.0,168020.0,157671.0,190672.0,174004.0,171957.0,172549.0,155951.0,183818.0,175960.0,178160.0,175217.0,160099.0,166772.0,181111.0,195311.0,196553.0,224185.0,205156.0,202013.0,232812.0,200379.0,226298.0,209351.0,186354.0,241666.0,231389.0,241369.0,255288.0,230935.0,198920.0,215844.0,221164.0,218342.0,243049.0,214409.0,223375.0,190252.0,201524.0,210708.0,219073.0,212959.0,202430.0,211085.0,202642.0,224056.0,246163.0,200765.0,216792.0,203508.0,188687.0,202411.0,204214.0,186967.0,188658.0,193067.0,185817.0,197082.0,209404.0,182938.0,188782.0,188151.0,207052.0,223727.0,203720.0,201428.0,197100.0,168802.0,211127.0,202176.0,210045.0,199873.0,192051.0,183762.0,183677.0,207513.0,186078.0,209688.0,205759.0,193715.0,230200.0,217718.0,220497.0,218602.0,196105.0,207437.0,212449.0,234284.0,228043.0,237638.0,209720.0,213600.0,228275.0,208314.0,233977.0,208821.0,191938.0,202919.0,200221.0,214411.0
"Albany, GA",Bus,40021,309,43594.0,41898.0,45554.0,44084.0,42619.0,43866.0,46908.0,46908.0,42271.0,47017.0,42271.0,45204.0,45313.0,41906.0,45569.0,45313.0,45204.0,43975.0,45313.0,45569.0,43610.0,47017.0,42162.0,45313.0,43501.0,42271.0,47017.0,44949.0,43866.0,45313.0,46908.0,45678.0,43610.0,45569.0,43610.0,45422.0,42271.0,41906.0,47017.0,45204.0,43975.0,45313.0,43866.0,47017.0,43610.0,45569.0,43501.0,46434.0,43484.0,41906.0,47017.0,43866.0,45313.0,45313.0,43866.0,47017.0,43501.0,45678.0,43501.0,43757.0,43610.0,41906.0,46908.0,43610.0,45313.0,45204.0,43975.0,47017.0,42162.0,47017.0,44033.0,44230.0,43595.0,43610.0,44915.0,45044.0,44935.0,43715.0,45043.0,45300.0,43350.0,46736.0,41815.0,44935.0,43227.0,41657.0,45407.0,45042.0,43607.0,45064.0,45043.0,45300.0,43350.0,46628.0,41528.0,43715.0,41914.0,41657.0,46737.0,45043.0,43607.0,45043.0,44924.0,45408.0,43330.0,45262.0,43241.0,44816.0,42011.0,41647.0,46736.0,44924.0,46144.0,50800.0,49123.0,52717.0,48883.0,51040.0,48550.0,51963.0,43406.0,43510.0,46809.0,43875.0,45208.0,43838.0,42019.0,45411.0,40238.0,45437.0,41924.0,41818.0,42046.0,40353.0,43661.0,43744.0,43741.0,41937.0,48411.0,50191.0,44663.0,50297.0,46318.0,46443.0,46537.0,44675.0,48309.0,49467.0,49341.0,47465.0,50587.0,50457.0,48624.0,52501.0,50230.0,50457.0,50320.0,46660.0,50594.0,50594.0,48489.0,50594.0,50594.0,50376.0,48342.0,52074.0,46430.0,50411.0,46389.0,48608.0,50269.0,50147.0,48201.0,50191.0,48779.0,53143.0,49214.0,51508.0,49407.0,51151.0,38745.0,47632.0,53656.0,49500.0,51648.0,51245.0,45942.0,55101.0,49688.0,58165.0,55931.0,45152.0,52317.0,53638.0,56442.0,53589.0,53216.0,53696.0,57457.0,65320.0,59112.0,50778.0,54789.0,48689.0,52877.0,0.0,0.0
"Albany, GA",DemandResponse,40021,309,15159.0,16092.0,14070.0,13616.0,14654.0,14556.0,10039.0,13404.0,22047.0,13583.0,12697.0,14464.0,10703.0,10709.0,14452.0,13180.0,13305.0,13231.0,13783.0,13867.0,15036.0,14361.0,12172.0,13143.0,12778.0,12723.0,15621.0,13356.0,12903.0,13577.0,12731.0,12518.0,11171.0,12466.0,10923.0,10872.0,11372.0,12386.0,13093.0,11867.0,12120.0,10323.0,10617.0,15639.0,10365.0,11380.0,10479.0,9705.0,10937.0,9068.0,12331.0,12547.0,12307.0,12129.0,11407.0,12918.0,12602.0,11120.0,11324.0,10646.0,11058.0,11105.0,10688.0,9913.0,10446.0,10978.0,11032.0,10260.0,9364.0,9968.0,9154.0,8324.0,8892.0,8956.0,11866.0,10061.0,10251.0,9409.0,8387.0,9024.0,9706.0,11734.0,6096.0,8153.0,9650.0,8429.0,9389.0,12933.0,5957.0,9230.0,8188.0,8481.0,7988.0,8447.0,8948.0,7546.0,6977.0,7800.0,8747.0,8150.0,9107.0,8298.0,7568.0,8209.0,8918.0,8450.0,8473.0,8201.0,7650.0,7627.0,8828.0,7622.0,8187.0,8614.0,7853.0,9134.0,8397.0,8561.0,8478.0,8377.0,8606.0,8124.0,8101.0,8652.0,8223.0,7951.0,7265.0,8395.0,7861.0,8546.0,7925.0,6885.0,7685.0,7369.0,7570.0,7523.0,6324.0,6315.0,7083.0,7867.0,7697.0,8738.0,7332.0,7128.0,8026.0,8640.0,8789.0,9625.0,8107.0,8361.0,8144.0,8387.0,9761.0,8840.0,6691.0,6830.0,7744.0,8230.0,7930.0,8971.0,6619.0,7087.0,7949.0,8155.0,6239.0,9526.0,8068.0,7667.0,7850.0,9012.0,9052.0,8854.0,9007.0,8772.0,6423.0,8333.0,7289.0,7632.0,7493.0,7729.0,6194.0,8253.0,9205.0,7802.0,8524.0,8219.0,7389.0,7947.0,7100.0,8299.0,7754.0,7154.0,6730.0,7347.0,8450.0,8063.0,8937.0,9817.0,9294.0,10330.0,8828.0,8583.0,10084.0,8848.0,9697.0,13100.0,0.0
"Albany-Schenectady, NY",Bus,60006,201,545184.0,481513.0,523692.0,528326.0,532571.0,521647.0,531357.0,539116.0,496614.0,549679.0,503751.0,516606.0,509234.0,454219.0,485547.0,524893.0,525466.0,478844.0,512400.0,488298.0,512495.0,535409.0,482923.0,530973.0,515870.0,491574.0,543233.0,557033.0,490329.0,564288.0,504264.0,518909.0,590023.0,624494.0,604988.0,615607.0,602740.0,575662.0,640621.0,661713.0,639591.0,552473.0,550755.0,675760.0,662918.0,663061.0,661182.0,601241.0,574503.0,524823.0,590700.0,539357.0,572522.0,554553.0,528959.0,580916.0,588566.0,592231.0,563802.0,569155.0,587750.0,547079.0,601951.0,591651.0,595263.0,560446.0,527690.0,573933.0,551273.0,657832.0,604031.0,615653.0,643974.0,620061.0,640106.0,634422.0,645433.0,599807.0,633389.0,607814.0,612661.0,655972.0,577758.0,636410.0,621207.0,569444.0,624536.0,618531.0,588235.0,526167.0,549299.0,591185.0,597773.0,622727.0,569358.0,615721.0,566316.0,542801.0,635000.0,547948.0,584270.0,608828.0,599469.0,613998.0,593289.0,605132.0,580670.0,645286.0,595839.0,560394.0,656312.0,648617.0,645123.0,644289.0,616091.0,670363.0,623195.0,635910.0,603715.0,651583.0,624865.0,595552.0,652416.0,618012.0,640487.0,606693.0,606365.0,645887.0,586929.0,630087.0,611056.0,632464.0,616265.0,561765.0,625078.0,627642.0,634924.0,595178.0,632036.0,650704.0,604994.0,664322.0,594354.0,629954.0,635347.0,594310.0,660043.0,656491.0,650990.0,623617.0,665764.0,641471.0,635479.0,677822.0,608076.0,661911.0,636373.0,613026.0,673482.0,663971.0,642029.0,656994.0,673868.0,656832.0,649305.0,680914.0,629913.0,668454.0,622003.0,635291.0,688103.0,650473.0,648080.0,649570.0,645447.0,694421.0,677132.0,690431.0,674605.0,704460.0,677079.0,644742.0,728980.0,670968.0,706415.0,681591.0,664924.0,716825.0,669371.0,704342.0,676908.0,672823.0,686111.0,654507.0,727458.0,692098.0,720086.0,687961.0,693101.0,731524.0,665537.0,742627.0,695603.0,692931.0,722619.0,657429.0,713088.0
"Albany-Schenectady, NY",DemandResponse,80008,268,53926.0,53839.0,63357.0,63180.0,60906.0,63250.0,58722.0,58410.0,57855.0,67208.0,62819.0,61980.0,64705.0,61980.0,71892.0,65802.0,62672.0,55402.0,57345.0,51518.0,54793.0,59889.0,52942.0,66167.0,60208.0,55781.0,66737.0,65514.0,58861.0,57484.0,55336.0,56267.0,55654.0,60757.0,59049.0,58271.0,50443.0,59587.0,79349.0,83469.0,83177.0,89221.0,89947.0,108342.0,101003.0,116611.0,110510.0,111430.0,88586.0,85809.0,99622.0,106128.0,98354.0,114504.0,108405.0,122761.0,118632.0,114818.0,107831.0,119788.0,138011.0,123863.0,149064.0,133778.0,132496.0,125780.0,127144.0,135986.0,126445.0,142491.0,111438.0,111182.0,121491.0,97178.0,104827.0,101301.0,107425.0,108159.0,134144.0,127447.0,141010.0,134135.0,102322.0,106145.0,101474.0,102338.0,111362.0,109140.0,103305.0,114294.0,111520.0,94927.0,104441.0,114243.0,103998.0,108010.0,105203.0,100303.0,120386.0,121431.0,117391.0,117940.0,114720.0,117585.0,123417.0,126303.0,119334.0,127452.0,127554.0,111153.0,134861.0,132551.0,140023.0,136453.0,132140.0,137278.0,144271.0,152951.0,149274.0,157800.0,146786.0,139941.0,141682.0,128304.0,139067.0,135018.0,131098.0,129005.0,118161.0,129318.0,131124.0,127934.0,125109.0,108435.0,116208.0,219473.0,222292.0,202924.0,215437.0,223734.0,216610.0,241879.0,220107.0,221305.0,227809.0,195767.0,228526.0,239829.0,229254.0,216853.0,224350.0,220619.0,226608.0,247084.0,215727.0,231799.0,228776.0,210444.0,254359.0,250325.0,232520.0,232487.0,242165.0,232682.0,226109.0,248845.0,219398.0,232633.0,228182.0,235139.0,243868.0,232463.0,245009.0,239274.0,236645.0,252834.0,237685.0,243406.0,244662.0,240854.0,225351.0,214982.0,262464.0,252695.0,246060.0,241205.0,222100.0,245744.0,226475.0,246520.0,234276.0,228926.0,228177.0,211168.0,245093.0,206272.0,251153.0,243880.0,266663.0,285203.0,239414.0,261002.0,276704.0,267303.0,246810.0,259099.0,283497.0
