"Cleveland-Elyria-Mentor, OH Metro Area",17460,14
"Cleveland-Elyria-Mentor, OH Metro Area",87300,13
"Cleveland-Elyria-Mentor, OH Metro Area",34920,1
"College Station-Bryan, TX Metro Area",17780,14
"Colorado Springs, CO Metro Area",17820,14
"Columbia, MO Metro Area",17860,27
"Columbia, SC Metro Area",17900,27
"Columbus, GA-AL Metro Area",17980,14
"Columbus, OH Metro Area",54420,13
"Columbus, OH Metro Area",36280,1
"Corpus Christi, TX Metro Area",18580,14
"Corvallis, OR Metro Area",18700,14
"Crestview-Fort Walton Beach-Destin, FL Metro Area",18880,14
"Cumberland, MD-WV Metro Area",19060,14
"Dallas-Fort Worth-Arlington, TX Metro Area",76400,13
"Dallas-Fort Worth-Arlington, TX Metro Area",152800,13
"Dallas-Fort Worth-Arlington, TX Metro Area",38200,1
"Dallas-Fort Worth-Arlington, TX Metro Area",57300,1
"Davenport-Moline-Rock Island, IA-IL Metro Area",77360,13
"Davenport-Moline-Rock Island, IA-IL Metro Area",19340,1
"Dayton, OH Metro Area",19380,14
"Decatur, IL Metro Area",19500,14
"Deltona-Daytona Beach-Ormond Beach, FL Metro Area",19660,14
"Denver-Aurora-Broomfield, CO Metro Area",19740,28
"Des Moines-West Des Moines, IA Metro Area",19780,14
"Detroit-Warren-Livonia, MI Metro Area",19820,14
"Detroit-Warren-Livonia, MI Metro Area",99100,13
"Detroit-Warren-Livonia, MI Metro Area",59460,1
"Dubuque, IA Metro Area",20220,14
"Duluth, MN-WI Metro Area",20260,14
"Durham-Chapel Hill, NC Metro Area",61500,13
"Durham-Chapel Hill, NC Metro Area",20500,1
"Eau Claire, WI Metro Area",20740,14
"El Centro, CA Metro Area",20940,14
"El Paso, TX Metro Area",21340,14
"Elizabethtown, KY Metro Area",21060,14
"Elkhart-Goshen, IN Metro Area",21140,14
"Elmira, NY Metro Area",21300,14
"Erie, PA Metro Area",21500,14
"Eugene-Springfield, OR Metro Area",21660,14
"Evansville, IN-KY Metro Area",21780,14
"Fairbanks, AK Metro Area",21820,14
"Fargo, ND-MN Metro Area",44040,13
"Fargo, ND-MN Metro Area",22020,1
"Fayetteville, NC Metro Area",22180,27
"Fayetteville-Springdale-Rogers, AR-MO Metro Area",44440,13
"Fayetteville-Springdale-Rogers, AR-MO Metro Area",22220,1
"Flagstaff, AZ Metro Area",22380,14
"Flint, MI Metro Area",22420,14
"Florence, SC Metro Area",22500,14
"Fond du Lac, WI Metro Area",22540,14
"Fort Collins-Loveland, CO Metro Area",45320,13
"Fort Collins-Loveland, CO Metro Area",22660,1
"Fort Smith, AR-OK Metro Area",22900,14
"Fort Wayne, IN Metro Area",23060,14
"Fresno, CA Metro Area",23420,14
"Gainesville, FL Metro Area",23540,14
"Gainesville, GA Metro Area",23580,14
"Glens Falls, NY Metro Area",24020,14
"Grand Forks, ND-MN Metro Area",24220,14
"Grand Junction, CO Metro Area",24300,14
"Grand Rapids-Wyoming, MI Metro Area",24340,14
"Great Falls, MT Metro Area",24500,14
"Greeley, CO Metro Area",24540,14
"Green Bay, WI Metro Area",24580,14
"Greensboro-High Point, NC Metro Area",73980,13
"Greensboro-High Point, NC Metro Area",49320,1
"Greenville-Mauldin-Easley, SC Metro Area",49720,13
"Greenville-Mauldin-Easley, SC Metro Area",24860,1
"Gulfport-Biloxi, MS Metro Area",25060,14
"Hagerstown-Martinsburg, MD-WV Metro Area",25180,14
"Hanford-Corcoran, CA Metro Area",25260,14
"Harrisburg-Carlisle, PA Metro Area",25420,14
"Harrisonburg, VA Metro Area",25500,14
"Hartford-West Hartford-East Hartford, CT Metro Area",25540,14
"Hartford-West Hartford-East Hartford, CT Metro Area",229860,13
"Hartford-West Hartford-East Hartford, CT Metro Area",51080,1
"Hickory-Lenoir-Morganton, NC Metro Area",25860,14
"Holland-Grand Haven, MI Metro Area",78300,14
"Houma-Bayou Cane-Thibodaux, LA Metro Area",26380,14
"Houston-Sugar Land-Baytown, TX Metro Area",26420,14
"Houston-Sugar Land-Baytown, TX Metro Area",132100,13
"Houston-Sugar Land-Baytown, TX Metro Area",79260,1
"Huntington-Ashland, WV-KY-OH Metro Area",53160,13
"Huntington-Ashland, WV-KY-OH Metro Area",26580,1
"Huntsville, AL Metro Area",26620,14
"Idaho Falls, ID Metro Area",26820,14
"Indianapolis-Carmel, IN Metro Area",53800,13
"Indianapolis-Carmel, IN Metro Area",26900,1
"Iowa City, IA Metro Area",107920,13
"Iowa City, IA Metro Area",26980,1
"Ithaca, NY Metro Area",27060,14
"Jackson, MI Metro Area",27100,14
"Jackson, MS Metro Area",27140,14
"Jackson, TN Metro Area",27180,14
"Jacksonville, FL Metro Area",27260,14
"Jacksonville, FL Metro Area",54520,14
"Janesville, WI Metro Area",55000,14
"Jefferson City, MO Metro Area",27620,14
"Johnson City, TN Metro Area",27740,14
"Johnstown, PA Metro Area",27780,28
"Jonesboro, AR Metro Area",27860,14
"Kalamazoo-Portage, MI Metro Area",28020,14
"Kankakee-Bradley, IL Metro Area",28100,14
"Kansas City, MO-KS Metro Area",84420,13
"Kansas City, MO-KS Metro Area",28140,1
"Kennewick-Pasco-Richland, WA Metro Area",28420,14
"Killeen-Temple-Fort Hood, TX Metro Area",28660,14
"Kingsport-Bristol-Bristol, TN-VA Metro Area",28700,14
"Knoxville, TN Metro Area",28940,14
"Kokomo, IN Metro Area",29020,14
"La Crosse, WI-MN Metro Area",29100,14
"Lafayette, IN Metro Area",29140,14
"Lafayette, LA Metro Area",29180,14
"Lakeland-Winter Haven, FL Metro Area",58920,14
"Lancaster, PA Metro Area",29540,14
"Lansing-East Lansing, MI Metro Area",29620,14
"Laredo, TX Metro Area",29700,14
"Las Cruces, NM Metro Area",29740,14
"Las Vegas-Paradise, NV Metro Area",29820,28
"Lawrence, KS Metro Area",89820,13
"Lawrence, KS Metro Area",29940,1
"Lawton, OK Metro Area",30020,14
"Lebanon, PA Metro Area",30140,14
"Lewiston-Auburn, ME Metro Area",60680,13
"Lewiston-Auburn, ME Metro Area",30340,1
"Lexington-Fayette, KY Metro Area",30460,14
"Lima, OH Metro Area",30620,14
"Lincoln, NE Metro Area",30700,14
"Little Rock-North Little Rock-Conway, AR Metro Area",30780,28
"Logan, UT-ID Metro Area",61720,13
"Logan, UT-ID Metro Area",30860,1
"Longview, WA Metro Area",31020,14
"Los Angeles-Long Beach-Santa Ana, CA Metro Area",62200,13
"Los Angeles-Long Beach-Santa Ana, CA Metro Area",622000,13
"Los Angeles-Long Beach-Santa Ana, CA Metro Area",31100,1
"Los Angeles-Long Beach-Santa Ana, CA Metro Area",155500,1
"Louisville/Jefferson County, KY-IN Metro Area",31140,14
"Lubbock, TX Metro Area",31180,14
"Lynchburg, VA Metro Area",31340,14
"Macon, GA Metro Area",31420,14
"Madison, WI Metro Area",31540,14
"Manchester-Nashua, NH Metro Area",95100,13
"Manchester-Nashua, NH Metro Area",63400,1
"Mansfield, OH Metro Area",31900,14
"McAllen-Edinburg-Mission, TX Metro Area",65160,13
"McAllen-Edinburg-Mission, TX Metro Area",32580,1
"Medford, OR Metro Area",32780,14
"Memphis, TN-MS-AR Metro Area",32820,28
"Merced, CA Metro Area",65800,14
"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",66200,13
"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",165500,13
"Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",33100,2
"Milwaukee-Waukesha-West Allis, WI Metro Area",133360,13
"Milwaukee-Waukesha-West Allis, WI Metro Area",33340,1
"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",33460,15
"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",234220,13
"Missoula, MT Metro Area",67080,13
"Missoula, MT Metro Area",33540,1
"Mobile, AL Metro Area",33660,14
"Modesto, CA Metro Area",67400,14
"Monroe, LA Metro Area",33740,14
"Montgomery, AL Metro Area",33860,14
"Morgantown, WV Metro Area",34060,28
"Mount Vernon-Anacortes, WA Metro Area",34580,14
"Muncie, IN Metro Area",34620,14
"Muskegon-Norton Shores, MI Metro Area",34740,14
"Myrtle Beach-North Myrtle Beach-Conway, SC Metro Area",34820,14
"Napa, CA Metro Area",139600,13
"Napa, CA Metro Area",69800,1
"Naples-Marco Island, FL Metro Area",34940,14
"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",34980,14
"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",139920,13
"Nashville-Davidson--Murfreesboro--Franklin, TN Metro Area",69960,1
"New Haven-Milford, CT Metro Area",282400,13
"New Haven-Milford, CT Metro Area",105900,1
"New Orleans-Metairie-Kenner, LA Metro Area",35380,15
"New Orleans-Metairie-Kenner, LA Metro Area",70760,13
"New York-Northern New Jersey-Long Island, NY-NJ-PA Metro Area",213720,13
"New York-Northern New Jersey-Long Island, NY-NJ-PA Metro Area",1496040,13
"New York-Northern New Jersey-Long Island, NY-NJ-PA Metro Area",35620,2
"Niles-Benton Harbor, MI Metro Area",106980,13
"Niles-Benton Harbor, MI Metro Area",71320,1
"North Port-Bradenton-Sarasota, FL Metro Area",71680,13
"North Port-Bradenton-Sarasota, FL Metro Area",35840,1
"Norwich-New London, CT Metro Area",35980,14
"Ocala, FL Metro Area",36100,14
"Ocean City, NJ Metro Area",72280,14
"Odessa, TX Metro Area",36220,14
"Oklahoma City, OK Metro Area",72840,14
"Olympia, WA Metro Area",36500,14
"Omaha-Council Bluffs, NE-IA Metro Area",36540,14
"Orlando-Kissimmee-Sanford, FL Metro Area",36740,14
"Orlando-Kissimmee-Sanford, FL Metro Area",73480,14
"Oshkosh-Neenah, WI Metro Area",73560,14
"Oxnard-Thousand Oaks-Ventura, CA Metro Area",148400,13
"Oxnard-Thousand Oaks-Ventura, CA Metro Area",111300,1
"Palm Bay-Melbourne-Titusville, FL Metro Area",37340,14
"Palm Coast, FL Metro Area",37380,14
"Panama City-Lynn Haven-Panama City Beach, FL Metro Area",37460,14
"Parkersburg-Marietta-Vienna, WV-OH Metro Area",37620,14
"Pascagoula, MS Metro Area",37700,14
"Pensacola-Ferry Pass-Brent, FL Metro Area",75720,14
"Peoria, IL Metro Area",37900,14
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",151920,13
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",189900,13
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",37980,1
"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",75960,1
"Phoenix-Mesa-Glendale, AZ Metro Area",38060,15
"Phoenix-Mesa-Glendale, AZ Metro Area",190300,13
"Pittsburgh, PA Metro Area",38300,14
"Pittsburgh, PA Metro Area",268100,13
"Pittsburgh, PA Metro Area",114900,1
"Pittsfield, MA Metro Area",38340,14
"Pocatello, ID Metro Area",38540,14
"Port St. Lucie, FL Metro Area",116820,13
"Port St. Lucie, FL Metro Area",38940,1
"Portland-South Portland-Biddeford, ME Metro Area",38860,14
"Portland-South Portland-Biddeford, ME Metro Area",77720,14
"Portland-Vancouver-Hillsboro, OR-WA Metro Area",77800,39
"Portland-Vancouver-Hillsboro, OR-WA Metro Area",155600,39
"Portland-Vancouver-Hillsboro, OR-WA Metro Area",38900,2
"Poughkeepsie-Newburgh-Middletown, NY Metro Area",234600,13
"Poughkeepsie-Newburgh-Middletown, NY Metro Area",39100,1
"Providence-New Bedford-Fall River, RI-MA Metro Area",196500,13
"Providence-New Bedford-Fall River, RI-MA Metro Area",117900,1
"Pueblo, CO Metro Area",39380,14
"Racine, WI Metro Area",39540,14
"Raleigh-Cary, NC Metro Area",118740,13
"Raleigh-Cary, NC Metro Area",39580,1
"Rapid City, SD Metro Area",39660,14
"Reading, PA Metro Area",79480,14
"Redding, CA Metro Area",39820,14
"Reno-Sparks, NV Metro Area",39900,14
"Richmond, VA Metro Area",80120,13
"Richmond, VA Metro Area",40060,1
"Riverside-San Bernardino-Ontario, CA Metro Area",200700,13
"Riverside-San Bernardino-Ontario, CA Metro Area",120420,1
"Roanoke, VA Metro Area",40220,14
"Rochester, MN Metro Area",40340,14
"Rochester, NY Metro Area",40380,14
"Rockford, IL Metro Area",80840,14
"Rome, GA Metro Area",40660,14
"Sacramento--Arden-Arcade--Roseville, CA Metro Area",40900,14
"Sacramento--Arden-Arcade--Roseville, CA Metro Area",327200,13
"Sacramento--Arden-Arcade--Roseville, CA Metro Area",81800,1
"Saginaw-Saginaw Township North, MI Metro Area",40980,14
"Salem, OR Metro Area",41420,14
"Salinas, CA Metro Area",41500,14
"Salisbury, MD Metro Area",41540,14
"Salt Lake City, UT Metro Area",41620,28
"San Angelo, TX Metro Area",83320,13
"San Angelo, TX Metro Area",41660,1
"San Antonio-New Braunfels, TX Metro Area",41700,14
"San Diego-Carlsbad-San Marcos, CA Metro Area",83480,13
"San Diego-Carlsbad-San Marcos, CA Metro Area",166960,13
"San Diego-Carlsbad-San Marcos, CA Metro Area",41740,2
"San Francisco-Oakland-Fremont, CA Metro Area",125580,14
"San Francisco-Oakland-Fremont, CA Metro Area",544180,13
"San Francisco-Oakland-Fremont, CA Metro Area",41860,1
"San Jose-Sunnyvale-Santa Clara, CA Metro Area",41940,28
"San Juan-Caguas-Guaynabo, PR Metro Area",41980,15
"San Juan-Caguas-Guaynabo, PR Metro Area",125940,13
"San Luis Obispo-Paso Robles, CA Metro Area",84040,13
"San Luis Obispo-Paso Robles, CA Metro Area",42020,1
"Santa Barbara-Santa Maria-Goleta, CA Metro Area",126180,14
"Santa Cruz-Watsonville, CA Metro Area",42100,14
"Santa Fe, NM Metro Area",42140,14
"Santa Rosa-Petaluma, CA Metro Area",126660,13
"Santa Rosa-Petaluma, CA Metro Area",84440,1
"Savannah, GA Metro Area",42340,14
"Scranton--Wilkes-Barre, PA Metro Area",85080,13
"Scranton--Wilkes-Barre, PA Metro Area",42540,1
"Seattle-Tacoma-Bellevue, WA Metro Area",127980,26
"Seattle-Tacoma-Bellevue, WA Metro Area",213300,26
"Seattle-Tacoma-Bellevue, WA Metro Area",42660,2
"Sebastian-Vero Beach, FL Metro Area",42680,14
"Sheboygan, WI Metro Area",43100,14
"Sherman-Denison, TX Metro Area",43300,14
"Shreveport-Bossier City, LA Metro Area",43340,14
"Sioux City, IA-NE-SD Metro Area",43580,14
"Sioux Falls, SD Metro Area",43620,14
"South Bend-Mishawaka, IN-MI Metro Area",87560,13
"South Bend-Mishawaka, IN-MI Metro Area",43780,1
"Spartanburg, SC Metro Area",43900,14
"Spokane, WA Metro Area",44060,14
"Springfield, IL Metro Area",44100,14
"Springfield, MA Metro Area",44140,27
"Springfield, MO Metro Area",88360,26
"Springfield, MO Metro Area",44180,1
"Springfield, OH Metro Area",44220,14
"St. Cloud, MN Metro Area",41060,14
"St. Joseph, MO-KS Metro Area",41140,14
"St. Louis, MO-IL Metro Area",41180,15
"St. Louis, MO-IL Metro Area",82360,13
"State College, PA Metro Area",44300,14
"Stockton, CA Metro Area",44700,14
"Stockton, CA Metro Area",89400,14
"Sumter, SC Metro Area",44940,14
"Syracuse, NY Metro Area",135180,13
"Syracuse, NY Metro Area",45060,1
"Tallahassee, FL Metro Area",45220,14
"Tampa-St. Petersburg-Clearwater, FL Metro Area",45300,14
"Tampa-St. Petersburg-Clearwater, FL Metro Area",181200,13
"Tampa-St. Petersburg-Clearwater, FL Metro Area",90600,1
"Terre Haute, IN Metro Area",45460,14
"Texarkana, TX-Texarkana, AR Metro Area",45500,14
"Toledo, OH Metro Area",45780,14
"Topeka, KS Metro Area",45820,14
"Tucson, AZ Metro Area",46060,28
"Tulsa, OK Metro Area",46140,14
"Tuscaloosa, AL Metro Area",46220,14
"Utica-Rome, NY Metro Area",46540,14
"Vallejo-Fairfield, CA Metro Area",233500,13
"Vallejo-Fairfield, CA Metro Area",140100,1
"Victoria, TX Metro Area",47020,14
"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",47260,14
"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",94520,14
"Visalia-Porterville, CA Metro Area",141900,13
"Visalia-Porterville, CA Metro Area",94600,1
"Waco, TX Metro Area",47380,14
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",191600,14
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",670600,13
"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",47900,1
"Waterloo-Cedar Falls, IA Metro Area",47940,14
"Wausau, WI Metro Area",48140,14
"Wenatchee-East Wenatchee, WA Metro Area",48300,14
"Wheeling, WV-OH Metro Area",48540,14
"Wichita, KS Metro Area",48620,14
"Williamsport, PA Metro Area",48700,14
"Wilmington, NC Metro Area",48900,14
"Winchester, VA-WV Metro Area",49020,14
"Winston-Salem, NC Metro Area",49180,14
"Worcester, MA Metro Area",148020,13
"Worcester, MA Metro Area",98680,1
"Yakima, WA Metro Area",49420,14
"York-Hanover, PA Metro Area",49620,14
"Youngstown-Warren-Boardman, OH-PA Metro Area",99320,13
"Youngstown-Warren-Boardman, OH-PA Metro Area",49660,1
"Yuba City, CA Metro Area",49700,14
"Yuma, AZ Metro Area",49740,14
