,CLUSTER_GT_8_GROUPS,Mode,Year,Unnamed: 0,CLUSTER_GT_NEW_11,CLUSTER_GT_ORIGINAL,CLUSTER_APTA,CBSA,PROBLEM_FLAG,UPT,VRM,UPT_ADJ,VRM_ADJ,VRH_ADJ,FARE_ADJ,FARE_per_UPT,FARE_ADJ_ORIGINAL,AREALANDPT,Tot_Pop,Tot_Instate_Pop,Tot_Outstate_Pop,Tot_NonUSA_POP,Total_Median_Income_Individual,Native_Instate_Med_Inc_Indiv,Native_Outstate_Med_Inc_Indiv,Total_Pop_Poverty,Pop_Below100_Poverty,Pop_Below150_Poverty,Pop_Above150_Poverty,Age_under18,Age_18to64,Age_over64,Total_HH,HH_0Veh,HH_1Veh,HH_2Veh,HH_3Veh,HH_4+Veh,PCT_HH_NO_VEH,HH_MED_INC,HH_MEAN_INC,INC_U35,INC_35_100,INC_100P,TOT_UNEMP_MSA,TOT_EMP_MSA,TOT_LABOR_MSA,UNEMP_RATE_PCT,EMP_RATE_PCT,GasPrice,Area_acre,POP_CENSUSTRACT,AVG_SPEED,2018_Dollar_Multiplier,TNC_ARRIVAL,TNC_FLAG,YEARS_SINCE_TNC,FARE_ADJ_2018,TOTAL_MED_INC_INDIV_2018,NATIVE_INSTATE_MED_INC_2018,NATIVE_OUTSTATE_MED_INC_2018,HH_MED_INC_2018,HH_MEAN_INC_2018,GAS_PRICE_2018,FARE_per_UPT_2018,dockCt,docklessCt,scooterCt,PBS_Start,PBS_End,PBS_Flag,walkscore,transit,bike,Bus_UPT_ADJ,Bus_UPT_ADJ_diff,Bus_UPT_ADJ_log,PCT_Bus_UPT_ADJ_rel_diff,Bus_UPT_ADJ_scale,Bus_VRM_ADJ,Bus_VRM_ADJ_diff,Bus_VRM_ADJ_log,PCT_Bus_VRM_ADJ_rel_diff,Bus_VRM_ADJ_scale,Bus_VRH_ADJ,Bus_VRH_ADJ_diff,Bus_VRH_ADJ_log,PCT_Bus_VRH_ADJ_rel_diff,Bus_VRH_ADJ_scale,Bus_FARE_TOTAL,Bus_FARE_TOTAL_diff,Bus_FARE_TOTAL_log,PCT_Bus_FARE_TOTAL_rel_diff,Bus_FARE_TOTAL_scale,Bus_FARE_per_UPT_2018,Bus_FARE_per_UPT_2018_diff,Bus_FARE_per_UPT_2018_log,PCT_Bus_FARE_per_UPT_2018_rel_diff,Bus_FARE_per_UPT_2018_scale,Bus_AVG_SPEED,Bus_AVG_SPEED_diff,Bus_AVG_SPEED_log,PCT_Bus_AVG_SPEED_rel_diff,Bus_AVG_SPEED_scale,Rail_UPT_ADJ,Rail_UPT_ADJ_diff,Rail_UPT_ADJ_log,PCT_Rail_UPT_ADJ_rel_diff,Rail_UPT_ADJ_scale,Rail_VRM_ADJ,Rail_VRM_ADJ_diff,Rail_VRM_ADJ_log,PCT_Rail_VRM_ADJ_rel_diff,Rail_VRM_ADJ_scale,Rail_VRH_ADJ,Rail_VRH_ADJ_diff,Rail_VRH_ADJ_log,PCT_Rail_VRH_ADJ_rel_diff,Rail_VRH_ADJ_scale,Rail_FARE_TOTAL,Rail_FARE_TOTAL_diff,Rail_FARE_TOTAL_log,PCT_Rail_FARE_TOTAL_rel_diff,Rail_FARE_TOTAL_scale,Rail_FARE_per_UPT_2018,Rail_FARE_per_UPT_2018_diff,Rail_FARE_per_UPT_2018_log,PCT_Rail_FARE_per_UPT_2018_rel_diff,Rail_FARE_per_UPT_2018_scale,Rail_AVG_SPEED,Rail_AVG_SPEED_diff,Rail_AVG_SPEED_log,PCT_Rail_AVG_SPEED_rel_diff,Rail_AVG_SPEED_scale,CLUSTER_GT_NEW_11.1,CLUSTER_GT_ORIGINAL.1,CLUSTER_APTA.1,min_year,VRM_ADJ_LAGGED_1,VRM_ADJ_LAGGED_2,VRM_ADJ_LAGGED_3,FARE_per_UPT_LAGGED_1,FARE_per_UPT_LAGGED_2,FARE_per_UPT_LAGGED_3,AVG_SPEED_LAGGED_1,AVG_SPEED_LAGGED_2,AVG_SPEED_LAGGED_3,TNC_FLAG_LAGGED_1,TNC_FLAG_LAGGED_2,TNC_FLAG_LAGGED_3,FARE_per_UPT_2018_LAGGED_1,FARE_per_UPT_2018_LAGGED_2,FARE_per_UPT_2018_LAGGED_3,dockCt_LAGGED_1,dockCt_LAGGED_2,dockCt_LAGGED_3,docklessCt_LAGGED_1,docklessCt_LAGGED_2,docklessCt_LAGGED_3,scooterCt_LAGGED_1,scooterCt_LAGGED_2,scooterCt_LAGGED_3,TNC_FLAG_LAGGED_4,TNC_FLAG_LAGGED_5
77,B,Bus,2011,41251,138,72,264,542840,0.0,868895433.9100001,402379960.227,868895433.9100001,402379960.227,30268392.3214,4921303225.200001,101.93690000000002,4921303225.200001,41210255008,53330178.0,29531340.0,15579992.0,619909.0,507002.0,473904.0,605517.0,52367201.0,0.0,0.0,0.0,440.09999999999997,1146.0,213.90000000000003,19499248.0,1450905.0,6701039.0,7681758.0,2624486.0,1041060.0,140.56,1012817.0,1356797.0,571.4,798.4,430.19999999999993,2302212.5,25040140.35,27342352.83,152.30999999999997,1647.6900000000003,64.78,1676262.4,16211714.0,239.61,20.16000000000001,36234,1,1,5511859612.2,567842.2399999999,530772.48,678179.0399999998,1134355.0399999998,1519612.6400000001,72.55359999999999,114.16932800000001,0,0,0,34252.0,2019.0,3.0,0,0,0,868895433.9100001,5909023.449999999,0.33860289400000004,36.39078025,62641836,402379960.227,-14827148.396999998,-0.6328175709999999,-59.84582841499999,-38970711.0,30268392.3214,-1042337.5901000001,-0.50588459,-46.45808432899999,-1095124.5,848615812.0,25032333.0,0.635013054,67.083103769,-86481900,19.572327679999997,-0.22980764799999995,-0.17938846900000005,-14.866111527,-365.76047520000003,239.61,-1.85,-0.125440934,-11.197912019000002,-396,0.0,0.0,0.0,0.0,-3579694560,0.0,0.0,0.0,0.0,4897723212,0.0,0.0,0.0,0.0,377421933.5999999,0.0,0.0,0.0,0.0,-87921762300,0.0,0.0,0.0,0.0,-426.4145387999999,0.0,0.0,0.0,0.0,-1116,138,72,264,36036,417207108.624,432914303.71000004,436777682.4099999,99.0206,98.78989999999999,83.86479999999999,241.45999999999998,247.45000000000005,248.53,1,0,0,113.87368999999998,115.584183,98.121816,0,0,0,0,0,0,0,0,0,0,0
78,B,Bus,2012,41269,138,72,264,542840,0.0,866561897.1699998,396485846.03,866561897.1699998,396485846.03,30420641.3336,5108138476.400001,106.2328,5108138476.400001,41210255008,53997195.0,29759843.0,15867921.0,654634.0,517168.0,481607.0,621105.0,53039596.0,0.0,0.0,0.0,435.09999999999997,1142.6,222.3,19722033.0,1443724.0,6750028.0,7720891.0,2720876.0,1086514.0,138.89999999999998,1046887.0,1399689.0,555.2,789.5,455.3,2053423.2400000002,25521805.15999999,27575228.42,135.79999999999998,1664.2,67.05000000000001,1676262.4,16374661.0,235.63,19.62,36234,6,2,5567870939.480001,563713.1199999999,524951.63,677004.4499999998,1141106.83,1525661.0099999998,73.0845,115.793752,0,0,0,34252.0,2019.0,5.0,0,0,0,866561897.1699998,-2333536.74,0.026179945999999978,4.749936718000002,62641836,396485846.03,-5894114.196999999,-0.277931566,-26.757788411,-38970711.0,30420641.3336,152249.0122,0.042835471000000014,4.686962773000001,-1095124.5,884276814.0,35661002.0,0.7164147799999999,74.87036349500002,-86481900,19.809363997999995,0.237036318,0.20151702900000001,24.233661205999997,-365.76047520000003,235.63,-3.9799999999999995,-0.319902991,-30.765466628000006,-396,0.0,0.0,0.0,0.0,-3579694560,0.0,0.0,0.0,0.0,4897723212,0.0,0.0,0.0,0.0,377421933.5999999,0.0,0.0,0.0,0.0,-87921762300,0.0,0.0,0.0,0.0,-426.4145387999999,0.0,0.0,0.0,0.0,-1116,138,72,264,36036,402379960.227,417207108.624,432914303.71000004,101.93690000000002,99.0206,98.78989999999999,239.61,241.45999999999998,247.45000000000005,1,1,0,114.16932800000001,113.87368999999998,115.584183,0,0,0,0,0,0,0,0,0,0,0
79,B,Bus,2013,41287,138,72,264,542840,0.0,863026858.1600001,401976127.018,863026858.1600001,401976127.018,30809429.0137,5177287804.5,109.27010000000001,5177287804.5,41210255008,55180071.0,30367506.0,16185536.0,689500.0,527023.0,488512.0,624431.0,54183793.0,250.7,153.9,1395.5000000000002,430.40000000000003,1139.1,230.50000000000003,20141707.0,1454280.0,6840425.0,7889181.0,2811330.0,1146491.0,136.76000000000002,1064485.0,1441871.0,540.4,789.1000000000001,470.5,1858835.1500000001,25907403.590000004,27766238.75,121.62,1678.38,64.94999999999999,1676262.4,16555862.0,234.65,19.439999999999998,36234,10,8,5591470828.759999,569184.8400000001,527592.96,674385.4799999999,1149643.7999999998,1557220.6800000004,70.146,118.01170800000001,0,0,0,34252.0,2019.0,6.0,0,0,0,863026858.1600001,-3535039.0100000002,-0.155640132,-14.611449937000001,62641836,401976127.018,5490280.988,0.18451058399999998,19.132253365999997,-38970711.0,30809429.0137,388787.6801,0.24326581099999997,25.424364657,-1095124.5,902627270.0,18350456.0,0.5011854260000002,57.03844592499999,-86481900,20.42943273,0.620068732,0.490925764,57.43504349500001,-365.76047520000003,234.65,-0.9800000000000003,-0.06043297200000002,-5.3407203180000025,-396,0.0,0.0,0.0,0.0,-3579694560,0.0,0.0,0.0,0.0,4897723212,0.0,0.0,0.0,0.0,377421933.5999999,0.0,0.0,0.0,0.0,-87921762300,0.0,0.0,0.0,0.0,-426.4145387999999,0.0,0.0,0.0,0.0,-1116,138,72,264,36036,396485846.03,402379960.227,417207108.624,106.2328,101.93690000000002,99.0206,235.63,239.61,241.45999999999998,6,1,1,115.793752,114.16932800000001,113.87368999999998,0,0,0,0,0,0,0,0,0,0,0
80,B,Bus,2014,41305,138,72,264,542840,0.0,871727332.54,405109722.67,871727332.54,405109722.67,31259956.722000003,5177600774.7,107.1834,5177600774.7,41210255008,56001079.0,30812898.0,16293843.0,709564.0,541607.0,501296.0,641196.0,54996819.0,243.5,149.79999999999998,1406.6000000000001,426.3,1137.0,236.70000000000005,20404462.0,1476551.0,6820273.0,8014144.0,2887176.0,1206318.0,137.04,1102404.0,1488628.0,521.4,784.5999999999999,493.99999999999994,1573152.42,26467963.500000007,28041115.9,101.97000000000003,1698.03,62.72,1676262.4,16765318.0,231.83,19.080000000000002,36234,18,18,5488256821.180001,574103.42,531373.7600000001,679667.7600000001,1168548.24,1577945.68,66.4832,113.61440400000001,0,0,0,34252.0,2019.0,8.0,0,0,0,871727332.54,8700474.38,0.10971749100000001,11.731383048999998,62641836,405109722.67,3133595.652,0.12793348,13.430977138000001,-38970711.0,31259956.722000003,450527.7083,0.317006921,33.746260928,-1095124.5,901807450.0,-819820.0,-0.06478098900000004,-2.9916304070000015,-86481900,19.824098413,-0.605334317,-0.510956878,-45.68065082999999,-365.76047520000003,231.83,-2.8200000000000003,-0.18953497,-17.517177381000003,-396,0.0,0.0,0.0,0.0,-3579694560,0.0,0.0,0.0,0.0,4897723212,0.0,0.0,0.0,0.0,377421933.5999999,0.0,0.0,0.0,0.0,-87921762300,0.0,0.0,0.0,0.0,-426.4145387999999,0.0,0.0,0.0,0.0,-1116,138,72,264,36036,401976127.018,396485846.03,402379960.227,109.27010000000001,106.2328,101.93690000000002,234.65,235.63,239.61,10,6,1,118.01170800000001,115.793752,114.16932800000001,0,0,0,0,0,0,0,0,0,1,0
81,B,Bus,2015,41323,138,72,264,542840,0.0,849759758.3500001,417911450.59000003,849759758.3500001,417911450.59000003,32270428.819,5115623673.6,108.9024,5115623673.6,41210255008,56801866.0,30991096.0,16573230.0,761938.0,563094.0,521122.0,661391.0,55801216.0,229.0,144.1,1426.8,422.3,1134.5,243.19999999999996,20695991.0,1436500.0,6889457.0,8103893.0,2986927.0,1279214.0,133.45000000000002,1142754.0,1537873.0,499.0,780.5000000000001,520.5,1356948.15,26992986.58,28349934.759999998,87.06,1712.94,46.67,1676262.4,16956516.0,231.84,19.080000000000002,36234,18,36,5422561094.0199995,596879.64,552389.32,701074.4599999997,1211319.24,1630145.3800000001,49.4702,115.43654400000001,561,0,0,34252.0,2019.0,9.0,0,0,0,849759758.3500001,-21967574.19,-0.48709940200000007,-46.56457497899999,62641836,417911450.59000003,12801727.920000002,0.5174325240000001,53.460186867,-38970711.0,32270428.819,1010472.097,0.5198447079999999,53.873129575,-1095124.5,899611980.0,-2195470.0,-0.082285843,-7.059723567999999,-86481900,20.298617268,0.4745188549999999,0.40481355900000004,43.24533246400001,-365.76047520000003,231.84,0.009999999999999898,-0.0020560150000000004,-0.02426358800000028,-396,0.0,0.0,0.0,0.0,-3579694560,0.0,0.0,0.0,0.0,4897723212,0.0,0.0,0.0,0.0,377421933.5999999,0.0,0.0,0.0,0.0,-87921762300,0.0,0.0,0.0,0.0,-426.4145387999999,0.0,0.0,0.0,0.0,-1116,138,72,264,36036,405109722.67,401976127.018,396485846.03,107.1834,109.27010000000001,106.2328,231.83,234.65,235.63,18,10,6,113.61440400000001,118.01170800000001,115.793752,0,0,0,0,0,0,0,0,0,1,1
82,B,Bus,2016,41341,138,72,264,542840,0.0,810690681.44,426687180.02,810690681.44,426687180.02,33202694.466000002,5124062349.099999,115.9556,5124062349.099999,41210255008,57403230.0,31314835.0,16706405.0,790643.0,580932.0,538487.0,688518.0,56394022.0,214.70000000000002,139.4,1446.0,420.29999999999995,1131.1,248.6,20948188.0,1381137.0,6875721.0,8188942.0,3114709.0,1387679.0,126.56999999999996,1193186.0,1615718.0,471.50000000000006,773.5,555.0,1313182.48,27574568.1,28887750.58,81.88,1718.1200000000001,41.73999999999999,1676262.4,17113183.0,230.9,18.900000000000006,36234,18,54,5380265466.85,609978.6000000001,565411.35,722943.9000000001,1252845.3,1696503.9000000001,43.827,121.75337999999999,987,0,0,34252.0,2019.0,14.0,0,0,0,810690681.44,-39069076.91,-0.9485698070000002,-91.76450449899998,62641836,426687180.02,8775729.43,0.38954669599999997,39.965353654999994,-38970711.0,33202694.466000002,932265.6469999999,0.46147009299999997,47.477849075,-1095124.5,888729155.0,-10882825.0,-0.10429902799999999,-5.376222760999994,-86481900,21.098458799,0.7998415310000001,0.6736533899999999,73.415814295,-365.76047520000003,230.9,-0.9399999999999997,-0.07238388899999999,-6.886087385,-396,0.0,0.0,0.0,0.0,-3579694560,0.0,0.0,0.0,0.0,4897723212,0.0,0.0,0.0,0.0,377421933.5999999,0.0,0.0,0.0,0.0,-87921762300,0.0,0.0,0.0,0.0,-426.4145387999999,0.0,0.0,0.0,0.0,-1116,138,72,264,36036,417911450.59000003,405109722.67,401976127.018,108.9024,107.1834,109.27010000000001,231.84,231.83,234.65,18,18,10,115.43654400000001,113.61440400000001,118.01170800000001,561,0,0,0,0,0,0,0,0,6,1
83,B,Bus,2017,41359,138,72,264,542840,0.0,775619565.3,433065388.36999995,775619565.3,433065388.36999995,33906214.3965,4898521576.700001,118.0659,4898521576.700001,41210255008,58111319.0,31696186.0,16787257.0,816821.0,602137.0,557593.0,715933.0,57094358.0,205.40000000000003,133.4,1461.1999999999998,415.9,1128.0,256.09999999999997,21191707.0,1366201.0,6804888.0,8372636.0,3182827.0,1465155.0,124.33999999999999,1247428.0,1674693.0,451.70000000000005,763.9,584.4000000000001,1212150.99,28187041.25,29399192.25,74.67,1725.3299999999997,46.88,1676262.4,17282447.0,229.53,18.359999999999996,36234,18,72,4996492008.179999,614179.7400000001,568744.86,730251.66,1272376.56,1708186.8600000003,47.8176,120.42721800000001,1069,27,0,34252.0,2019.0,14.0,0,0,0,775619565.3,-35071116.14,-0.8740377079999999,-83.724310807,62641836,433065388.36999995,6378208.350000001,0.20250847500000002,21.468118231000005,-38970711.0,33906214.3965,703519.9305,0.300856774,31.66958204000001,-1095124.5,850187801.0,-38541354.0,-0.771815981,-74.128994104,-86481900,20.753316349000002,-0.34514245000000005,-0.41955394099999993,-38.978014383,-365.76047520000003,229.53,-1.3699999999999999,-0.097772809,-9.473710961,-396,0.0,0.0,0.0,0.0,-3579694560,0.0,0.0,0.0,0.0,4897723212,0.0,0.0,0.0,0.0,377421933.5999999,0.0,0.0,0.0,0.0,-87921762300,0.0,0.0,0.0,0.0,-426.4145387999999,0.0,0.0,0.0,0.0,-1116,138,72,264,36036,426687180.02,417911450.59000003,405109722.67,115.9556,108.9024,107.1834,230.9,231.84,231.83,18,18,18,121.75337999999999,115.43654400000001,113.61440400000001,987,561,0,0,0,0,0,0,0,10,6
84,B,Bus,2018,41377,138,72,264,542840,0.0,754005052.3499999,439351667.78000003,754005052.3499999,439351667.78000003,34356868.5945,4789970528.5,122.97530000000002,4789970528.5,41210255008,58792726.75,32063134.0,16881189.75,843630.75,622500.25,576263.75,743276.0,57767811.5,194.90000000000003,127.76,1477.46,412.15,1124.88,263.12,21437395.5,1341158.25,6748329.25,8531668.75,3265861.0,1550378.25,121.10000000000001,1300717.5,1738385.5,430.0299999999999,755.0100000000001,615.11,1100297.73,28764935.39,29865233.12,66.42,1733.58,52.989999999999995,0.0,17448561.75,229.62999999999997,18.0,36234,18,90,4789970528.5,622500.25,576263.75,743276.0,1300717.5,1738385.5,52.989999999999995,122.97530000000002,1149,20,37,34252.0,2019.0,17.0,1617,1376,1386,754005052.3499999,-21614512.950000003,-0.8038943420000001,-74.97325480399999,62641836,439351667.78000003,6286279.41,0.15587898700000005,16.078837233,-38970711.0,34356868.5945,450654.198,0.152605738,15.704281572000006,-1095124.5,818561079.25,-31626721.75,-0.6781338530000001,-64.88875915999999,-86481900,20.765277574,0.011961224999999923,-0.23068679999999997,-17.263916229999992,-365.76047520000003,229.62999999999997,0.10000000000000005,0.006337299000000001,0.7624042480000003,-396,0.0,0.0,0.0,0.0,-3579694560,0.0,0.0,0.0,0.0,4897723212,0.0,0.0,0.0,0.0,377421933.5999999,0.0,0.0,0.0,0.0,-87921762300,0.0,0.0,0.0,0.0,-426.4145387999999,0.0,0.0,0.0,0.0,-1116,138,72,264,36036,433065388.36999995,426687180.02,417911450.59000003,118.0659,115.9556,108.9024,229.53,230.9,231.84,18,18,18,120.42721800000001,121.75337999999999,115.43654400000001,1069,987,561,27,0,0,0,0,0,18,10
85,B,Rail,2002,28947,97,52,188,380900,1.0,247202670.535,69366848.02,247202670.535,69366848.02,3102544.2807,1076652250.79,61.22959999999999,1076652250.79,28355808207,30018125.062900003,17348200.328399997,8487678.6415,362765.84377999994,357527.62503,349100.9844,411137.62503999996,31285096.789999995,143.91000000000003,101.35,1054.94,354.54,815.68,129.78,12317541.490000002,890105.43,4055273.6799999992,5001689.26,1692732.4200000002,677740.75,98.28,583736.79691,752154.2969099999,506.2,611.1700000000001,182.63,1002658.92,16249842.07,17252501.0,76.35,1223.65,18.380000000000003,0.0,12528068.0,260.65,18.2,26169,0,0,1507313151.18,500538.67503,488741.37815,575592.67504,817231.51566,1053016.0157099997,25.732000000000003,85.72143999999999,0,0,0,24186.0,2019.0,1.0,0,0,0,0.0,0.0,0.0,0.0,45241326,0.0,0.0,0.0,0.0,-28145513.5,0.0,0.0,0.0,0.0,-790923.25,0.0,0.0,0.0,0.0,-62459150,0.0,0.0,0.0,0.0,-264.16034319999994,0.0,0.0,0.0,0.0,-286,247202670.535,0.0,0.0,0.0,-2585334960,69366848.02,0.0,0.0,0.0,3537244542,3102544.2807,0.0,0.0,0.0,272582507.59999996,196910888.0,0.0,0.0,0.0,-63499050550,15.291454750999998,0.0,0.0,0.0,-307.96605579999994,260.65,0.0,0.0,0.0,-806,97,52,188,26026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,13,13
86,B,Rail,2003,28960,97,52,188,380900,0.0,242427135.17099997,70280018.274,242427135.17099997,70280018.274,2578123.9573000004,1163156588.6100001,60.9829,1163156588.6100001,28355808207,31133405.751500003,17931824.6895,8809665.438000001,364078.625,357218.5,346632.0625,412566.5,31934144.889999997,144.81,101.07,1054.28,347.58,818.1199999999999,134.34,12438131.080000002,906387.41,4106941.32,5016686.96,1718661.3900000001,689454.08,99.15000000000002,615144.8125,796631.8125,484.22,609.0799999999999,206.74000000000004,1032583.67,16258638.74,17291222.41,78.80999999999999,1221.19,21.55,0.0,12428243.0,301.78999999999996,17.810000000000006,26169,0,0,1593524526.3300002,489389.34503,474885.9256500001,565216.10504,842748.39316,1091385.5832099998,29.523500000000006,83.546573,0,0,0,24186.0,2019.0,1.0,0,0,0,0.0,0.0,0.0,0.0,45241326,0.0,0.0,0.0,0.0,-28145513.5,0.0,0.0,0.0,0.0,-790923.25,0.0,0.0,0.0,0.0,-62459150,0.0,0.0,0.0,0.0,-264.16034319999994,0.0,0.0,0.0,0.0,-286,242427135.17099997,-4775535.363999999,-0.18363202400000003,-12.298863268,-2585334960,70280018.274,913170.254,0.166268721,23.960348955,3537244542,2578123.9573000004,-524420.3234,-0.9241579200000001,-55.50907383100001,272582507.59999996,202758229.0,5847341.0,-0.42034677699999984,26.041291656000016,-63499050550,14.424740878,-0.8667138729999998,-0.5183142169999999,11.246139180999997,-307.96605579999994,301.78999999999996,41.14000000000001,1.0905325270000001,163.20556982700003,-806,97,52,188,26026,69366848.02,301825524.84,297927304.46,61.22959999999999,87.6888,86.12469999999999,260.65,163.17000000000002,163.35999999999999,0,13,13,85.72143999999999,87.6888,87.847194,0,744,668,0,11,15,0,26,0,13,13
87,B,Rail,2004,33271,111,60,208,440780,0.0,264774690.578,67159958.195,264774690.578,67159958.195,2387570.7062999997,1156992310.4299998,63.21640000000001,1156992310.4299998,35301685805,40165793.0,23139010.25,11052932.75,428793.25,412298.0,398540.0,482524.5,40552667.25,170.91000000000003,118.52000000000001,1210.99,395.18999999999994,949.4599999999999,155.47000000000003,15546164.0,1120428.75,5186347.0,6235810.5,2161561.25,842016.5,113.17000000000002,747216.75,974172.0,531.42,699.9,268.8,1192774.58,20543072.760000005,21735847.32,82.96999999999998,1417.03,28.870000000000005,0.0,15140225.0,377.58,19.949999999999996,30195,0,0,1538799772.84,548356.34,530058.2000000001,641757.585,993798.2775,1295648.7599999998,38.3971,84.077812,0,0,0,28208.0,2019.0,1.0,0,0,0,0.0,0.0,0.0,0.0,52201530,0.0,0.0,0.0,0.0,-32475592.5,0.0,0.0,0.0,0.0,-912603.75,0.0,0.0,0.0,0.0,-72068250,0.0,0.0,0.0,0.0,-304.800396,0.0,0.0,0.0,0.0,-330,264774690.578,11712861.407,0.710014632,78.127114927,-2983078800,67159958.195,-4302167.079,-0.9482875270000001,17.870895375999996,4081436010,2387570.7062999997,-285634.251,-1.8693418650000002,2.2437627760000147,314518277.99999994,203433741.0,-3379445.0,0.23998286800000002,45.794250172,-73268135250,14.90588221,-0.9380287919999998,-0.855245131,-53.80796873599999,-355.3454489999999,377.58,50.82,0.9204241340000001,136.375062355,-930,111,60,208,30034,70280018.274,69366848.02,301825524.84,60.9829,61.22959999999999,87.6888,301.78999999999996,260.65,163.17000000000002,0,0,13,83.546573,85.72143999999999,87.6888,0,0,744,0,0,11,0,0,26,15,15
88,B,Rail,2005,33286,111,60,208,440780,0.0,284693282.208,70805712.618,284693282.208,70805712.618,2666683.5536,1249998886.29,64.52329999999999,1249998886.29,35301685805,41607587.0,23927096.0,11428175.0,432885.0,413693.0,398078.0,485599.0,41466482.0,170.70000000000002,117.30000000000001,1212.1000000000001,387.99999999999994,951.5999999999999,160.39999999999998,15720300.0,1137662.0,5242206.0,6291396.0,2190192.0,858844.0,113.74,784499.0,1026878.0,505.1,698.3,296.59999999999997,1111884.74,20865861.259999998,21977746.009999998,75.19,1424.8100000000002,35.080000000000005,1452972.8,15004463.0,392.55,19.349999999999994,30195,0,0,1612498563.4100003,533663.9700000001,513520.62000000005,626422.7100000002,1012003.71,1324672.6199999999,45.25319999999999,83.23505699999998,0,0,0,28208.0,2019.0,1.0,0,0,0,0.0,0.0,0.0,0.0,52201530,0.0,0.0,0.0,0.0,-32475592.5,0.0,0.0,0.0,0.0,-912603.75,0.0,0.0,0.0,0.0,-72068250,0.0,0.0,0.0,0.0,-304.800396,0.0,0.0,0.0,0.0,-330,284693282.208,19918591.63,2.2599221809999994,310.4974896479999,-2983078800,70805712.618,3645754.423,3.2266842529999997,893.712748998,4081436010,2666683.5536,279112.8473,3.219531757,1629.394806705,314518277.99999994,220949657.0,17515916.0,2.334453965,322.46156638400004,-73268135250,14.686424248999998,-0.21945796099999998,-0.3835190740000001,-28.589794871999995,-355.3454489999999,392.55,14.97,0.006908823999999869,33.78267022,-930,111,60,208,30034,67159958.195,150277835.274,148315761.01999998,63.21640000000001,70.12920000000001,70.8617,377.58,328.63000000000005,287.66,0,2,2,84.077812,92.69287299999999,95.54618199999999,0,259,262,0,0,1,0,2,0,15,15
89,B,Rail,2006,34064,120,64,232,457520,2.0,304789193.362,77994575.105,304789193.362,77994575.105,3923735.3262999994,1373755188.117,140.77210000000002,1541343509.1169999,36905653480,44922333.0,25652552.0,12512683.0,446980.0,434980.0,413750.0,512793.0,44043257.0,184.1,124.30000000000001,1291.4,405.0,1019.0999999999999,175.9,16508003.0,1203941.0,5501180.0,6605806.0,2299169.0,897907.0,121.49000000000001,871427.0,1145137.0,513.2,744.3999999999999,342.4,1056336.48,22091667.410000004,23148003.92,72.21,1527.7899999999997,42.279999999999994,1464524.8,14967985.0,270.93,20.0,32208,0,0,1717193985.3090003,543725.0,517187.5,640991.25,1089283.75,1431421.25,52.849999999999994,175.96512499999997,0,0,0,30220.0,2019.0,1.0,0,0,0,0.0,0.0,0.0,0.0,55681632,0.0,0.0,0.0,0.0,-34640632.0,0.0,0.0,0.0,0.0,-973444.0,0.0,0.0,0.0,0.0,-76872800,0.0,0.0,0.0,0.0,-325.1204224,0.0,0.0,0.0,0.0,-352,304789193.362,20072573.796,1.291813129,140.064492647,-3181950720,77994575.105,7185534.239,1.4908342810000001,171.658283231,4353531744,3923735.3262999994,1256236.8202000002,4.332249277000001,790.046630799,335486163.1999999,259860561.0,38698267.0,2.7741504320000003,402.795596466,-78152677600,26.895563089000003,0.8198354699999998,1.0098572949999998,198.22995519699998,-379.0351455999999,270.93,-125.69999999999999,-2.8405783599999994,-170.262629163,-992,120,64,232,32040,70805712.618,67159958.195,150277835.274,64.52329999999999,63.21640000000001,70.12920000000001,392.55,377.58,328.63000000000005,0,0,2,83.23505699999998,84.077812,92.69287299999999,0,0,259,0,0,0,0,0,2,3,16
