,CLUSTER_APTA,Mode,Year,Unnamed: 0,CBSA,PROBLEM_FLAG,UPT,VRM,UPT_ADJ,VRM_ADJ,VRH_ADJ,FARE_ADJ,FARE_per_UPT,FARE_ADJ_ORIGINAL,AREALANDPT,Tot_Pop,Tot_Instate_Pop,Tot_Outstate_Pop,Tot_NonUSA_POP,Total_Median_Income_Individual,Native_Instate_Med_Inc_Indiv,Native_Outstate_Med_Inc_Indiv,Total_Pop_Poverty,Pop_Below100_Poverty,Pop_Below150_Poverty,Pop_Above150_Poverty,Age_under18,Age_18to64,Age_over64,Total_HH,HH_0Veh,HH_1Veh,HH_2Veh,HH_3Veh,HH_4+Veh,PCT_HH_NO_VEH,HH_MED_INC,HH_MEAN_INC,INC_U35,INC_35_100,INC_100P,TOT_UNEMP_MSA,TOT_EMP_MSA,TOT_LABOR_MSA,UNEMP_RATE_PCT,EMP_RATE_PCT,GasPrice,Area_acre,POP_CENSUSTRACT,AVG_SPEED,2018_Dollar_Multiplier,TNC_ARRIVAL,TNC_FLAG,YEARS_SINCE_TNC,FARE_ADJ_2018,TOTAL_MED_INC_INDIV_2018,NATIVE_INSTATE_MED_INC_2018,NATIVE_OUTSTATE_MED_INC_2018,HH_MED_INC_2018,HH_MEAN_INC_2018,GAS_PRICE_2018,FARE_per_UPT_2018,dockCt,docklessCt,scooterCt,PBS_Start,PBS_End,PBS_Flag,walkscore,transit,bike,Bus_UPT_ADJ,Bus_UPT_ADJ_diff,Bus_UPT_ADJ_log,PCT_Bus_UPT_ADJ_rel_diff,Bus_UPT_ADJ_scale,Bus_VRM_ADJ,Bus_VRM_ADJ_diff,Bus_VRM_ADJ_log,PCT_Bus_VRM_ADJ_rel_diff,Bus_VRM_ADJ_scale,Bus_VRH_ADJ,Bus_VRH_ADJ_diff,Bus_VRH_ADJ_log,PCT_Bus_VRH_ADJ_rel_diff,Bus_VRH_ADJ_scale,Bus_FARE_TOTAL,Bus_FARE_TOTAL_diff,Bus_FARE_TOTAL_log,PCT_Bus_FARE_TOTAL_rel_diff,Bus_FARE_TOTAL_scale,Bus_FARE_per_UPT_2018,Bus_FARE_per_UPT_2018_diff,Bus_FARE_per_UPT_2018_log,PCT_Bus_FARE_per_UPT_2018_rel_diff,Bus_FARE_per_UPT_2018_scale,Bus_AVG_SPEED,Bus_AVG_SPEED_diff,Bus_AVG_SPEED_log,PCT_Bus_AVG_SPEED_rel_diff,Bus_AVG_SPEED_scale,Rail_UPT_ADJ,Rail_UPT_ADJ_diff,Rail_UPT_ADJ_log,PCT_Rail_UPT_ADJ_rel_diff,Rail_UPT_ADJ_scale,Rail_VRM_ADJ,Rail_VRM_ADJ_diff,Rail_VRM_ADJ_log,PCT_Rail_VRM_ADJ_rel_diff,Rail_VRM_ADJ_scale,Rail_VRH_ADJ,Rail_VRH_ADJ_diff,Rail_VRH_ADJ_log,PCT_Rail_VRH_ADJ_rel_diff,Rail_VRH_ADJ_scale,Rail_FARE_TOTAL,Rail_FARE_TOTAL_diff,Rail_FARE_TOTAL_log,PCT_Rail_FARE_TOTAL_rel_diff,Rail_FARE_TOTAL_scale,Rail_FARE_per_UPT_2018,Rail_FARE_per_UPT_2018_diff,Rail_FARE_per_UPT_2018_log,PCT_Rail_FARE_per_UPT_2018_rel_diff,Rail_FARE_per_UPT_2018_scale,Rail_AVG_SPEED,Rail_AVG_SPEED_diff,Rail_AVG_SPEED_log,PCT_Rail_AVG_SPEED_rel_diff,Rail_AVG_SPEED_scale,CLUSTER_GT_NEW_11,CLUSTER_GT_ORIGINAL,min_year,VRM_ADJ_LAGGED_1,VRM_ADJ_LAGGED_2,VRM_ADJ_LAGGED_3,FARE_per_UPT_LAGGED_1,FARE_per_UPT_LAGGED_2,FARE_per_UPT_LAGGED_3,AVG_SPEED_LAGGED_1,AVG_SPEED_LAGGED_2,AVG_SPEED_LAGGED_3,TNC_FLAG_LAGGED_1,TNC_FLAG_LAGGED_2,TNC_FLAG_LAGGED_3,FARE_per_UPT_2018_LAGGED_1,FARE_per_UPT_2018_LAGGED_2,FARE_per_UPT_2018_LAGGED_3,dockCt_LAGGED_1,dockCt_LAGGED_2,dockCt_LAGGED_3,docklessCt_LAGGED_1,docklessCt_LAGGED_2,docklessCt_LAGGED_3,scooterCt_LAGGED_1,scooterCt_LAGGED_2,scooterCt_LAGGED_3,TNC_FLAG_LAGGED_4,TNC_FLAG_LAGGED_5,UPT_ADJ_COMPETING,VRM_ADJ_COMPETING,VRH_ADJ_COMPETING,FARE_ADJ_COMPETING,FARE_per_UPT_COMPETING,AVG_SPEED_COMPETING,UPT_ADJ_COMPETING_LAGGED_1,UPT_ADJ_COMPETING_LAGGED_2,UPT_ADJ_COMPETING_LAGGED_3,VRM_ADJ_COMPETING_LAGGED_1,VRM_ADJ_COMPETING_LAGGED_2,VRM_ADJ_COMPETING_LAGGED_3,VRH_ADJ_COMPETING_LAGGED_1,VRH_ADJ_COMPETING_LAGGED_2,VRH_ADJ_COMPETING_LAGGED_3,FARE_ADJ_COMPETING_LAGGED_1,FARE_ADJ_COMPETING_LAGGED_2,FARE_ADJ_COMPETING_LAGGED_3,FARE_per_UPT_COMPETING_LAGGED_1,FARE_per_UPT_COMPETING_LAGGED_2,FARE_per_UPT_COMPETING_LAGGED_3,AVG_SPEED_COMPETING_LAGGED_1,AVG_SPEED_COMPETING_LAGGED_2,AVG_SPEED_COMPETING_LAGGED_3
0,10,Bus,2002,44529,588340,1.0,2528859749.96,854932150.99,2528859749.96,854932150.99,68352407.516,9960001575.6,77.8952,9960001575.6,61747339734,78240152.96899998,39253048.19,22184442.421900004,1059069.20327,545449.3906699999,528273.1250400001,662342.04694,81211456.92,216.96,153.87,1528.3999999999999,520.9200000000001,1194.4199999999998,184.66000000000003,31245238.2,2915173.28,10599102.06,12162508.4,4017267.8400000003,1551186.63,166.53999999999996,883589.3906800002,1169121.87504,708.21,882.9300000000001,308.86999999999995,2587975.34,41604380.22999999,44192355.57999999,111.33999999999999,1788.6599999999999,26.880000000000003,0.0,31786862.0,244.38,26.59999999999999,38231,0,0,13944002206.300003,763629.1469200001,739582.3750400001,927278.8656899999,1237025.14693,1636770.6250800001,37.632000000000005,109.05328,0,0,0,36252.0,0.0,0.0,0,0,0,2528859749.96,0.0,0.0,0.0,66121938,854932150.99,0.0,0.0,0.0,-41135750.5,68352407.516,0.0,0.0,0.0,-1155964.75,1783545587.0,0.0,0.0,0.0,-91286450,18.725202772,0.0,0.0,0.0,-386.08050160000005,244.38,0.0,0.0,0.0,-418,0.0,0.0,0.0,0.0,-3778566480,0.0,0.0,0.0,0.0,5169818946,0.0,0.0,0.0,0.0,398389818.7999999,0.0,0.0,0.0,0.0,-92806304650,0.0,0.0,0.0,0.0,-450.1042353999999,0.0,0.0,0.0,0.0,-1178,148,84,38038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,15.0,13.0,1318850316.055,374824848.1046999,15133547.613800002,7750230571.7699995,84.7345,352.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,10,Bus,2003,44548,588340,1.0,2491063151.07,874633977.89,2491063151.07,874633977.89,70249200.95199999,9531119621.5,75.8112,9531119621.5,61747339734,80859258.129,40696393.255,22736076.315500002,1078617.1875,547191.4375,525813.5,665768.8125,82726116.32000001,215.57999999999996,151.32000000000002,1532.57,509.64,1199.6299999999997,190.76999999999998,31438415.279999997,2896830.9,10692871.830000002,12175140.34,4071797.7099999995,1601774.5899999999,165.51999999999995,940688.4375,1246540.5,673.3899999999999,877.51,349.13999999999993,2618810.6999999997,41619383.0,44238193.68000001,113.05999999999997,1786.94,31.6,0.0,31522740.0,244.0,26.030000000000012,38231,0,0,13057633882.300001,749652.26942,720364.49504,912103.2731899999,1288743.15943,1707760.48508,43.29200000000001,103.861344,0,0,0,36252.0,0.0,0.0,0,0,0,2491063151.07,-37796598.89,-0.34157440699999997,-29.093065488999994,66121938,874633977.89,19701826.9,0.27033263100000005,40.750405554,-41135750.5,70249200.95199999,1896793.4359999998,0.27406168499999994,43.036673767,-1155964.75,1703628891.0,-79916696.0,-0.806951173,-48.031685073999995,-91286450,18.020862254000004,-0.704340518,-0.8769452039999999,-40.20655583199999,-386.08050160000005,244.0,-0.3800000000000001,-0.003445477999999943,2.332300709000001,-418,0.0,0.0,0.0,0.0,-3778566480,0.0,0.0,0.0,0.0,5169818946,0.0,0.0,0.0,0.0,398389818.7999999,0.0,0.0,0.0,0.0,-92806304650,0.0,0.0,0.0,0.0,-450.1042353999999,0.0,0.0,0.0,0.0,-1178,148,84,38038,854932150.99,200727855.95360002,213597189.28239998,77.8952,220.0856,106.5313,244.38,299.5199999999999,294.2,0,19,19,109.05328,220.0856,108.66192600000002,0,1064,939,0,16,12,0,21,0,17.0,15.0,1307628925.541,396145502.33849996,16885947.1117,7857049597.650001,88.78650000000002,374.84,1318850316.055,511912371.3,529188383.3,374824848.1046999,177266565.77,174180600.24,15133547.613800002,16533292.416000001,16473450.146000002,7750230571.7699995,3131076386.5,3204796015.0,84.7345,27.313299999999998,26.9643,352.93,69.62,68.54
2,10,Bus,2004,44567,588340,1.0,2580099792.98,902681406.3900001,2580099792.98,902681406.3900001,71522649.446,9953146765.100002,80.2148,9953146765.100002,61747339734,83516303.5,42159672.0,23297368.75,1098024.25,548470.25,522840.0,668600.75,84256783.75,214.28000000000006,148.76999999999998,1536.7000000000003,498.24,1204.92,196.98,31630176.0,2878783.5,10787783.75,12185533.75,4126017.25,1652057.75,164.58999999999997,997867.25,1323787.0,638.5100000000001,872.26,389.40000000000003,2382972.09,42116116.84,44499088.92,101.28999999999999,1798.71,37.080000000000005,0.0,31258618.0,248.48,25.26999999999999,38231,0,0,13237685198.3,729465.4325000001,695377.2,889238.9974999999,1327163.4425000001,1760636.71,49.316399999999994,106.685684,0,0,0,36252.0,0.0,0.0,0,0,0,2580099792.98,89036641.91000001,0.232545953,33.134088586,66121938,902681406.3900001,28047428.5,0.431878852,48.407358239000004,-41135750.5,71522649.446,1273448.494,0.11997745500000004,17.39481031000001,-1155964.75,1763971543.0,60342652.0,1.3108566020000003,163.810156074,-91286450,18.253973548,0.23311129400000002,0.5153065000000001,82.74492383,-386.08050160000005,248.48,4.48,0.31098310599999995,33.60420454,-418,0.0,0.0,0.0,0.0,-3778566480,0.0,0.0,0.0,0.0,5169818946,0.0,0.0,0.0,0.0,398389818.7999999,0.0,0.0,0.0,0.0,-92806304650,0.0,0.0,0.0,0.0,-450.1042353999999,0.0,0.0,0.0,0.0,-1178,148,84,38038,874633977.89,854932150.99,200727855.95360002,75.8112,77.8952,220.0856,244.0,244.38,299.5199999999999,0,0,19,103.861344,109.05328,220.0856,0,0,1064,0,0,16,0,0,21,19.0,17.0,1387577182.9799998,398718281.2535,16853757.4046,8377523874.89,94.02940000000001,457.99,1307628925.541,1318850316.055,511912371.3,396145502.33849996,374824848.1046999,177266565.77,16885947.1117,15133547.613800002,16533292.416000001,7857049597.650001,7750230571.7699995,3131076386.5,88.78650000000002,84.7345,27.313299999999998,374.84,352.93,69.62
3,10,Bus,2005,44586,588340,1.0,2614990309.6300006,891917409.6899999,2614990309.6300006,891917409.6899999,70934769.802,10628536981.9,82.59460000000001,10628536981.9,61747339734,86021588.0,43543216.0,23820027.0,1117995.0,551602.0,521922.0,673812.0,85723419.0,212.60000000000002,146.20000000000002,1541.0,487.3,1209.9,202.8,31827602.0,2859556.0,10878127.0,12204881.0,4181478.0,1703560.0,163.39,1054727.0,1401722.0,604.0,866.4,429.59999999999997,2174121.74,42877884.67,45052006.43000001,91.28,1808.7199999999998,44.889999999999986,2600819.2000000007,30994496.0,248.43999999999997,24.50999999999999,38231,0,0,13710812706.200003,711566.5800000001,673279.3800000001,869217.48,1360597.8299999998,1808221.3800000001,57.90809999999998,106.54703400000001,0,0,0,36252.0,0.0,0.0,0,0,0,2614990309.6300006,34890516.650000006,0.3390915559999999,36.869434152000004,66121938,891917409.6899999,-10763996.700000001,-0.301879842,-27.681630972,-41135750.5,70934769.802,-587879.6439999999,-0.24746807599999998,-21.641318553999998,-1155964.75,1881533505.0,117561962.0,0.8470061480000001,91.54602041199999,-91286450,18.128911391,-0.12506215699999995,-0.07228316000000003,-2.4983708260000057,-386.08050160000005,248.43999999999997,-0.04000000000000026,-0.05292914700000004,0.17214116499999577,-418,0.0,0.0,0.0,0.0,-3778566480,0.0,0.0,0.0,0.0,5169818946,0.0,0.0,0.0,0.0,398389818.7999999,0.0,0.0,0.0,0.0,-92806304650,0.0,0.0,0.0,0.0,-450.1042353999999,0.0,0.0,0.0,0.0,-1178,148,84,38038,902681406.3900001,874633977.89,854932150.99,80.2148,75.8112,77.8952,248.48,244.0,244.38,0,0,0,106.685684,103.861344,109.05328,0,0,0,0,0,0,0,0,0,19.0,19.0,1433917013.599,404185727.71980006,17221113.877499998,9048480305.599998,98.03549999999998,471.28999999999996,1387577182.9799998,1307628925.541,1318850316.055,398718281.2535,396145502.33849996,374824848.1046999,16853757.4046,16885947.1117,15133547.613800002,8377523874.89,7857049597.650001,7750230571.7699995,94.02940000000001,88.78650000000002,84.7345,457.99,374.84,352.93
4,10,Bus,2006,44605,588340,2.0,2649863179.77,889566500.78,2649863179.77,889566500.78,72061623.98699999,10922387909.2,85.1815,10734296290.2,61747339734,89133916.0,45245699.0,24497222.0,1135711.0,547322.0,512782.0,669506.0,87446183.0,212.29999999999995,143.40000000000003,1544.3,474.29999999999995,1215.7999999999997,209.9,32002367.0,2845049.0,10986745.0,12188413.0,4231974.0,1750186.0,163.01,1112863.0,1476903.0,567.5999999999999,862.6,469.80000000000007,1956864.2300000002,43845807.410000004,45802671.66,81.21999999999998,1818.7799999999997,50.77999999999999,2600819.2000000007,30730374.0,242.37999999999997,23.75,38231,0,0,13652984886.699999,684152.5,640977.5,836882.5,1391078.75,1846128.75,63.474999999999994,106.476875,0,0,0,36252.0,0.0,0.0,0,0,0,2649863179.77,34872870.14,0.19145783100000005,21.555784266,66121938,889566500.78,-2350908.91,-0.013132771000000022,0.437336653000003,-41135750.5,72061623.98699999,1126854.185,0.38012804299999997,40.312183198,-1155964.75,1923785655.0,42252150.0,0.008488504999999966,23.547738273999993,-91286450,17.651302899,-0.477608492,-0.7814440029999998,-48.566297013999986,-386.08050160000005,242.37999999999997,-6.0600000000000005,-0.394426985,-35.418181246,-418,0.0,0.0,0.0,0.0,-3778566480,0.0,0.0,0.0,0.0,5169818946,0.0,0.0,0.0,0.0,398389818.7999999,0.0,0.0,0.0,0.0,-92806304650,0.0,0.0,0.0,0.0,-450.1042353999999,0.0,0.0,0.0,0.0,-1178,148,84,38038,891917409.6899999,902681406.3900001,874633977.89,82.59460000000001,80.2148,75.8112,248.43999999999997,248.48,244.0,0,0,0,106.54703400000001,106.685684,103.861344,0,0,0,0,0,0,0,0,0,0.0,19.0,1494188476.316,421162793.93909997,18585218.7325,9841063275.420002,113.66720000000002,375.23,1433917013.599,1387577182.9799998,1307628925.541,404185727.71980006,398718281.2535,396145502.33849996,17221113.877499998,16853757.4046,16885947.1117,9048480305.599998,8377523874.89,7857049597.650001,98.03549999999998,94.02940000000001,88.78650000000002,471.28999999999996,457.99,374.84
5,10,Bus,2007,44624,588340,1.0,2662777943.3199997,907262669.8600001,2662777943.3199997,907262669.8600001,73882125.161,11599938556.0,88.87849999999999,11599938556.0,61747339734,89818070.0,45672426.0,24556270.0,1162446.0,572689.0,536530.0,703269.0,88144432.0,206.60000000000002,141.70000000000002,1551.8000000000002,469.7,1218.2,212.09999999999997,32267776.0,2811660.0,11022264.0,12315206.0,4302329.0,1816317.0,159.64999999999998,1165894.0,1563100.0,538.9999999999999,850.7999999999998,510.20000000000005,1969396.4399999997,44492707.93,46462104.32,79.46,1820.5400000000002,55.069999999999986,2600819.2000000007,30466252.0,241.12999999999997,22.99000000000001,38231,0,0,14035925653.3,692953.6900000001,649201.3,850955.4899999999,1410731.74,1891350.9999999998,66.6347,107.54298500000002,0,0,0,36252.0,0.0,0.0,0,0,0,2662777943.3199997,12914763.549999997,0.26111154700000005,29.220208816999996,66121938,907262669.8600001,17696169.08,0.40648083600000007,42.175445356000004,-41135750.5,73882125.161,1820501.174,0.48653366300000006,50.770439735000004,-1155964.75,2049369086.0,125583431.0,1.737530948,225.49797340199993,-91286450,18.166067511999994,0.514764613,0.858478761,112.30680948000001,-386.08050160000005,241.12999999999997,-1.25,-0.080450457,-7.172309734999999,-418,0.0,0.0,0.0,0.0,-3778566480,0.0,0.0,0.0,0.0,5169818946,0.0,0.0,0.0,0.0,398389818.7999999,0.0,0.0,0.0,0.0,-92806304650,0.0,0.0,0.0,0.0,-450.1042353999999,0.0,0.0,0.0,0.0,-1178,148,84,38038,889566500.78,891917409.6899999,902681406.3900001,85.1815,82.59460000000001,80.2148,242.37999999999997,248.43999999999997,248.48,0,0,0,106.476875,106.54703400000001,106.685684,0,0,0,0,0,0,0,0,0,0.0,0.0,1523940913.689,443433305.03599995,19895248.4842,10633597517.099998,114.05369999999999,374.0999999999999,1494188476.316,1433917013.599,1387577182.9799998,421162793.93909997,404185727.71980006,398718281.2535,18585218.7325,17221113.877499998,16853757.4046,9841063275.420002,9048480305.599998,8377523874.89,113.66720000000002,98.03549999999998,94.02940000000001,375.23,471.28999999999996,457.99
6,10,Bus,2008,44643,588340,1.0,2751526269.42,918529201.56,2751526269.42,918529201.56,74799499.688,12192332190.699999,90.5982,12192332190.699999,61747339734,90649928.0,46263862.0,24735412.0,1241626.0,591600.0,547909.0,726779.0,88962811.0,209.6,142.1,1548.1,466.30000000000007,1216.8999999999999,216.79999999999995,32559532.0,2869550.0,11218835.0,12321739.0,4337555.0,1811853.0,161.81000000000006,1211430.0,1620904.0,519.7,837.0999999999999,543.2,2597907.19,44528740.77,47126647.92000001,101.82000000000001,1798.18,63.93999999999999,2600819.2000000007,30202130.0,242.13,22.230000000000004,38231,0,0,14265028663.3,692171.9999999999,641053.5299999999,850331.4300000002,1417373.0999999999,1896457.68,74.80980000000002,105.99989400000001,0,0,0,36252.0,0.0,1.0,0,0,0,2751526269.42,88748326.10000001,0.6623819790000001,70.087299476,66121938,918529201.56,11266531.7,0.2928912209999999,31.14587450700001,-41135750.5,74799499.688,917374.5270000001,0.227007795,24.624372432,-1155964.75,2149855369.0,100486283.0,0.8743226980000001,91.58269651299999,-91286450,17.763506134,-0.40256137799999997,-0.426774884,-36.719462718,-386.08050160000005,242.13,0.9999999999999996,0.06585371300000001,7.106749768000001,-418,0.0,0.0,0.0,0.0,-3778566480,0.0,0.0,0.0,0.0,5169818946,0.0,0.0,0.0,0.0,398389818.7999999,0.0,0.0,0.0,0.0,-92806304650,0.0,0.0,0.0,0.0,-450.1042353999999,0.0,0.0,0.0,0.0,-1178,148,84,38038,907262669.8600001,889566500.78,891917409.6899999,88.87849999999999,85.1815,82.59460000000001,241.12999999999997,242.37999999999997,248.43999999999997,0,0,0,107.54298500000002,106.476875,106.54703400000001,0,0,0,0,0,0,0,0,0,0.0,0.0,1599558288.841,454879144.299,20238677.9103,12129061986.710001,123.14429999999999,373.91,1523940913.689,1494188476.316,1433917013.599,443433305.03599995,421162793.93909997,404185727.71980006,19895248.4842,18585218.7325,17221113.877499998,10633597517.099998,9841063275.420002,9048480305.599998,114.05369999999999,113.66720000000002,98.03549999999998,374.0999999999999,375.23,471.28999999999996
7,10,Bus,2009,44662,588340,1.0,2626595905.5600004,914362033.8299999,2626595905.5600004,914362033.8299999,74664919.276,12874349175.299997,101.41109999999998,12874349175.299997,61747339734,91920123.0,47129139.0,24890642.0,1252797.0,564170.0,526081.0,702655.0,90218745.0,228.40000000000003,149.20000000000002,1522.6999999999998,463.49999999999994,1218.9999999999998,217.5,32603141.0,2918342.0,11254095.0,12321001.0,4288988.0,1820715.0,164.55,1166662.0,1561295.0,547.8000000000001,836.5,515.6999999999999,4210696.08,42941686.09,47152382.169999994,166.23000000000002,1733.77,46.83999999999999,2600819.2000000007,29938008.0,241.83,22.230000000000004,38231,0,0,15062988535.499998,660078.9,615514.77,822106.35,1364994.54,1826715.15,54.80279999999998,118.650987,0,0,0,36252.0,0.0,1.0,0,0,0,2626595905.5600004,-124930363.86,-0.9067802839999999,-87.019457845,66121938,914362033.8299999,-4167167.730000001,-0.035451642,-2.4274980699999986,-41135750.5,74664919.276,-134580.41199999992,-0.0028003279999999978,0.5597242189999982,-1155964.75,2264369791.0,114514422.0,1.246202531,134.735420238,-91286450,19.918698028999998,2.1551918949999997,2.1529828150000005,238.76857589500003,-386.08050160000005,241.83,-0.3000000000000003,-0.03290414,-2.0945218609999983,-418,0.0,0.0,0.0,0.0,-3778566480,0.0,0.0,0.0,0.0,5169818946,0.0,0.0,0.0,0.0,398389818.7999999,0.0,0.0,0.0,0.0,-92806304650,0.0,0.0,0.0,0.0,-450.1042353999999,0.0,0.0,0.0,0.0,-1178,148,84,38038,918529201.56,907262669.8600001,889566500.78,90.5982,88.87849999999999,85.1815,242.13,241.12999999999997,242.37999999999997,0,0,0,105.99989400000001,107.54298500000002,106.476875,0,0,0,0,0,0,0,0,0,0.0,0.0,1580831706.783,457922791.257,20443736.399400003,12779875223.24,133.2277,389.28000000000003,1599558288.841,1523940913.689,1494188476.316,454879144.299,443433305.03599995,421162793.93909997,20238677.9103,19895248.4842,18585218.7325,12129061986.710001,10633597517.099998,9841063275.420002,123.14429999999999,114.05369999999999,113.66720000000002,373.91,374.0999999999999,375.23
8,10,Bus,2010,44681,588340,2.0,2542866554.6500006,880663547.48,2542866554.6500006,880663547.48,73012275.365,12981270571.000002,104.9951,12981270571.000002,61747339734,91821135.0,46914876.0,24503740.0,1300547.0,560639.0,525413.0,700371.0,90175763.0,0.0,0.0,0.0,456.2,1221.8999999999999,221.90000000000003,33037839.0,3006792.0,11463814.0,12478158.0,4313920.0,1775155.0,167.44,1147399.0,1535764.0,563.6,822.9000000000001,513.5000000000001,4488321.3100000005,43076449.48,47564770.84,175.25,1724.75,55.139999999999986,2600819.2000000007,29673886.0,235.95999999999998,21.849999999999994,38231,2,0,14928461157.699999,644734.8500000001,604224.9500000001,805426.6499999999,1319508.8499999999,1766128.5999999999,63.411000000000016,120.744365,0,0,0,36252.0,0.0,3.0,0,0,0,2542866554.6500006,-83729350.91,-0.636153528,-61.421191730000004,66121938,880663547.48,-33698486.349999994,-0.6791246930000001,-63.69576489199998,-41135750.5,73012275.365,-1652643.9109999998,-0.229714522,-18.83911208,-1155964.75,2271127167.0,6757376.0,0.07614484099999995,10.819351276999999,-91286450,20.286053779,0.36735575,0.384704042,43.406933228999996,-386.08050160000005,235.95999999999998,-5.87,-0.449552677,-41.001614159000006,-418,0.0,0.0,0.0,0.0,-3778566480,0.0,0.0,0.0,0.0,5169818946,0.0,0.0,0.0,0.0,398389818.7999999,0.0,0.0,0.0,0.0,-92806304650,0.0,0.0,0.0,0.0,-450.1042353999999,0.0,0.0,0.0,0.0,-1178,148,84,38038,914362033.8299999,918529201.56,907262669.8600001,101.41109999999998,90.5982,88.87849999999999,241.83,242.13,241.12999999999997,0,0,0,118.650987,105.99989400000001,107.54298500000002,0,0,0,0,0,0,0,0,0,0.0,0.0,1585298431.9620004,468296222.014,20538988.3012,12995895412.929998,144.51370000000003,391.72999999999996,1580831706.783,1599558288.841,1523940913.689,457922791.257,454879144.299,443433305.03599995,20443736.399400003,20238677.9103,19895248.4842,12779875223.24,12129061986.710001,10633597517.099998,133.2277,123.14429999999999,114.05369999999999,389.28000000000003,373.91,374.0999999999999
9,10,Bus,2011,44700,588340,2.0,2575457671.71,854070995.7700001,2575457671.71,854070995.7700001,71012727.54800001,13894048422.1,110.40410000000001,13894048422.1,61747339734,92816067.0,47739497.0,24537637.0,1321213.0,566215.0,525938.0,712265.0,91188690.0,0.0,0.0,0.0,451.4,1223.1000000000001,225.50000000000003,33287606.0,3120482.0,11641813.0,12525675.0,4262828.0,1736808.0,172.12000000000003,1158297.0,1573316.0,564.5000000000001,808.0,527.5,4217765.41,43701405.19000001,47919170.60000001,162.09,1737.9100000000003,69.03,2600819.2000000007,29409764.0,236.65000000000003,21.280000000000012,38231,5,2,15561334233.099998,634160.7999999999,589050.56,797736.7999999999,1297292.64,1762113.9200000002,77.3136,123.65259200000001,0,0,0,36252.0,0.0,4.0,0,0,0,2575457671.71,32591117.059999995,0.20677029800000002,21.873482005,66121938,854070995.7700001,-26592551.709999997,-0.5994412619999998,-57.210772796000015,-41135750.5,71012727.54800001,-1999547.817,-0.649325201,-61.104121492,-1155964.75,2427054047.0,155926880.0,1.079698535,115.151698327,-91286450,20.681794367,0.39574058800000006,0.3706963569999999,40.954134198000006,-386.08050160000005,236.65000000000003,0.6899999999999998,0.05078668199999999,5.672452285,-418,0.0,0.0,0.0,0.0,-3778566480,0.0,0.0,0.0,0.0,5169818946,0.0,0.0,0.0,0.0,398389818.7999999,0.0,0.0,0.0,0.0,-92806304650,0.0,0.0,0.0,0.0,-450.1042353999999,0.0,0.0,0.0,0.0,-1178,148,84,38038,880663547.48,914362033.8299999,918529201.56,104.9951,101.41109999999998,90.5982,235.95999999999998,241.83,242.13,2,0,0,120.744365,118.650987,105.99989400000001,0,0,0,0,0,0,0,0,0,0.0,0.0,1650181381.23,470653338.14,20834160.306,14062386842.16,149.95139999999998,389.14000000000004,1585298431.9620004,1580831706.783,1599558288.841,468296222.014,457922791.257,454879144.299,20538988.3012,20443736.399400003,20238677.9103,12995895412.929998,12779875223.24,12129061986.710001,144.51370000000003,133.2277,123.14429999999999,391.72999999999996,389.28000000000003,373.91
