,CLUSTER_APTA4,RAIL_FLAG,Year,CLUSTER_APTA,UPT_ADJ_first_year,UPT_ADJ_base,UPT_ADJ,UPT_ADJ_diff,fitted_exp,fitted_exp_diff,VRM_ADJ,FARE_per_UPT_2018,POP_EMP,GAS_PRICE_2018,TOTAL_MED_INC_INDIV_2018,PCT_HH_NO_VEH,TSD_POP_PCT,JTW_HOME_PCT,YEARS_SINCE_TNC_BUS,YEARS_SINCE_TNC_RAIL,BIKE_SHARE,scooter_flag,VRM_ADJ_log_FAC,FARE_per_UPT_2018_log_FAC,POP_EMP_log_FAC,GAS_PRICE_2018_log_FAC,TOTAL_MED_INC_INDIV_2018_log_FAC,PCT_HH_NO_VEH_FAC,TSD_POP_PCT_FAC,JTW_HOME_PCT_FAC,YEARS_SINCE_TNC_BUS_FAC,YEARS_SINCE_TNC_RAIL_FAC,BIKE_SHARE_FAC,scooter_flag_FAC,FAC_Sum,Known_FAC,Unknown_FAC,New_Reporter_FAC,Total_Change,VRM_ADJ_log_FAC_cumsum,FARE_per_UPT_2018_log_FAC_cumsum,POP_EMP_log_FAC_cumsum,TSD_POP_PCT_FAC_cumsum,GAS_PRICE_2018_log_FAC_cumsum,TOTAL_MED_INC_INDIV_2018_log_FAC_cumsum,PCT_HH_NO_VEH_FAC_cumsum,JTW_HOME_PCT_FAC_cumsum,YEARS_SINCE_TNC_BUS_FAC_cumsum,YEARS_SINCE_TNC_RAIL_FAC_cumsum,BIKE_SHARE_FAC_cumsum,scooter_flag_FAC_cumsum,Unknown_FAC_cumsum,UPT_ADJ_VRM_ADJ_log_FAC_cumsum,UPT_ADJ_FARE_per_UPT_2018_log_FAC_cumsum,UPT_ADJ_POP_EMP_log_FAC_cumsum,UPT_ADJ_TSD_POP_PCT_FAC_cumsum,UPT_ADJ_GAS_PRICE_2018_log_FAC_cumsum,UPT_ADJ_TOTAL_MED_INC_INDIV_2018_log_FAC_cumsum,UPT_ADJ_PCT_HH_NO_VEH_FAC_cumsum,UPT_ADJ_JTW_HOME_PCT_FAC_cumsum,UPT_ADJ_YEARS_SINCE_TNC_BUS_FAC_cumsum,UPT_ADJ_YEARS_SINCE_TNC_RAIL_FAC_cumsum,UPT_ADJ_BIKE_SHARE_FAC_cumsum,UPT_ADJ_scooter_flag_FAC_cumsum,UPT_ADJ_Unknown_FAC_cumsum
10,1.0,0,2012,170,1863830568.36,1889453859.5600004,1920220901.2,30767041.639999405,1932551693.1165853,-16687776.331174886,48603937.18951202,1.0559982060768978,8119964.775466411,4.067971768867027,34095.43176472493,10.5009487372276,41.29548960884944,4.933685196130073,0.5749220838094273,0.0,0.2824979376761805,0.0,-7781698.859905718,-5426931.43183766,9320141.93642757,2203105.9479511064,2637734.71679907,-1015490.422186372,-563487.5423959871,-2348851.2556221,-13695627.260633798,0.0,1451.6318617519944,0.0,-16669652.539542133,-16823635.443768125,47590677.08376753,0.0,30767041.639999405,-5321542.600103883,-34247211.52241758,94327418.31140938,-145457183.56111702,230675707.55935994,99561325.34810102,1929846.6390729556,-26918369.08015205,-18326116.223292075,0.0,11301.573272572792,0.0,-141051782.49070123,1925542443.800104,1954468112.7224176,1825893482.8885906,2065678084.761117,1689545193.64064,1820659575.8518991,1918291054.5609272,1947139270.280152,1938547017.4232922,1920220901.2,1920209599.6267276,1920220901.2,2061272683.6907012
11,1.0,0,2013,170,1863830568.36,1920220901.2,1917749086.29,-2471814.9099993035,1912468478.6538546,-20083214.46273071,49675744.81779316,1.0843932804791565,8240080.868979854,3.9078965128856056,34338.82770294592,10.215450570009759,41.2911697222863,4.943377364744829,1.3280851460299683,0.0,0.2819622555205213,0.0,29082401.89411095,-9702200.628982462,8397225.662732076,-13967703.04740278,-4309517.415106573,-3279976.311177761,-329886.78090638155,-235919.7506554297,-24507688.88921225,0.0,0.0,0.0,-18853265.2666006,-19071296.622726686,16599481.712727388,0.0,-2471814.9099993035,23760859.29400707,-43949412.151400045,102724643.97414146,-145787070.3420234,216708004.51195717,95251807.93299444,-1350129.6721048052,-27154288.83080748,-42833805.112504326,0.0,11301.573272572792,0.0,-124452300.77797385,1893988226.995993,1961698498.4414,1815024442.3158586,2063536156.6320233,1701041081.7780428,1822497278.3570056,1919099215.9621048,1944903375.1208074,1960582891.4025042,1917749086.29,1917737784.7167275,1917749086.29,2042201387.0679739
12,1.0,0,2014,170,1863830568.36,1917749086.29,1902986809.13,-14762277.160000138,1874259129.06075,-38209349.59310491,49556437.74278989,1.083484770401553,8307501.649228388,3.700221424628464,34592.40828918772,10.134487220312824,41.26409071485896,5.135386028866937,2.1530323340670967,0.0,0.5808843328170116,0.0,6843136.169751985,128419.09242234625,9953766.500081373,-18947711.028041787,-3423527.4086952945,-837473.3387624094,-15009.050313050977,-5140209.2396420315,-26994755.89724065,0.0,12322.66683335876,0.0,-38421041.53360616,-38377412.10775694,23615134.9477568,0.0,-14762277.160000138,30603995.463759057,-43820993.0589777,112678410.47422284,-145802079.39233646,197760293.4839154,91828280.52429914,-2187603.0108672148,-32294498.070449512,-69828561.00974497,0.0,23624.240105931553,0.0,-100837165.83021705,1872382813.6662412,1946807802.1889777,1790308398.6557772,2048788888.5223365,1705226515.6460848,1811158528.605701,1905174412.1408672,1935281307.2004497,1972815370.139745,1902986809.13,1902963184.8898942,1902986809.13,2003823974.9602172
13,1.0,0,2015,170,1863830568.36,1902986809.13,1869492689.85,-33494119.28000009,1761660372.4828804,-112598756.57786962,49682715.14741226,1.0972213639575321,8288845.805542948,2.7396031217430146,35744.331032380236,10.065787991565344,40.991036425740134,5.246134427512998,3.1380458217785017,0.0,0.9044203316978564,0.0,29374667.986852802,-5329693.8511770265,8881493.779634109,-97871788.4142766,-15260540.647825345,-424788.3116666728,473867.42955563724,-2469044.7353713647,-32183687.867947794,0.0,13523.267982114749,0.0,-114795991.36424018,-114308093.03978601,80813973.7597859,0.0,-33494119.28000009,59978663.45061186,-49150686.91015473,121559904.25385694,-145328211.96278083,99888505.06963879,76567739.8764738,-2612391.322533888,-34763542.805820875,-102012248.87769276,0.0,37147.5080880463,0.0,-20023192.070431143,1809514026.399388,1918643376.7601547,1747932785.596143,2014820901.8127809,1769604184.7803612,1792924949.973526,1872105081.1725338,1904256232.6558208,1971504938.7276926,1869492689.85,1869455542.3419118,1869492689.85,1889515881.9204311
14,1.0,0,2016,170,1863830568.36,1869492689.85,1785715867.7400005,-83776822.11000001,1692442606.1176045,-69217766.36527638,50247576.33546524,1.116432892639981,8364652.099724747,2.43292320971504,36538.167644775946,9.94214609185058,41.03337872926462,5.768801200710403,4.146149824497,0.0,0.98198639594964,0.0,15838323.988975462,-6149443.554803093,6688289.291906472,-35891576.08698554,-9877638.096504772,-1712032.2654807612,1420870.556396898,-13603108.92570314,-31617228.72322458,0.0,3224.411698250996,0.0,-74900319.40372482,-74162732.5961629,-9614089.513837108,0.0,-83776822.11000001,75816987.43958732,-55300130.464957826,128248193.54576342,-143907341.40638393,63996928.982653245,66690101.77996903,-4324423.588014649,-48366651.73152401,-133629477.60091734,0.0,40371.919786297294,0.0,-29637281.58426825,1709898880.3004131,1841015998.2049582,1657467674.194237,1929623209.1463845,1721718938.7573473,1719025765.9600315,1790040291.328015,1834082519.4715245,1919345345.3409178,1785715867.7400005,1785675495.8202143,1785715867.7400005,1815353149.3242688
15,1.0,0,2017,170,1863830568.36,1785715867.7400005,1715264253.12,-70451614.62000012,1706672648.9774866,14230042.859882236,50765661.86756103,1.081690615470075,8433613.525406888,2.6544497137804224,37247.53068661582,9.828647762038393,41.13607785312865,5.932106388459525,5.158931312504482,0.0,0.9827397947810096,0.0,13376396.789406193,10534946.473207423,7820660.663867515,25421426.38471357,-7571592.457803548,-1385814.2671132896,422147.1791630346,-3926245.3110756683,-30200378.600869045,0.0,0.0,0.0,14491546.853496196,14136095.120598234,-84587709.74059837,0.0,-70451614.62000012,89193384.22899352,-44765183.991750404,136068854.20963094,-143485194.2272209,89418355.36736682,59118509.32216548,-5710237.855127939,-52292897.04259968,-163829856.2017864,0.0,40371.919786297294,0.0,-114224991.32486662,1626070868.8910065,1760029437.1117504,1579195398.910369,1858749447.347221,1625845897.752633,1656145743.7978344,1720974490.975128,1767557150.1625996,1879094109.3217864,1715264253.12,1715223881.2002137,1715264253.12,1829489244.4448664
16,1.0,0,2018,170,1863830568.36,1715264253.12,1670250603.349999,-45013649.77000043,1670751494.8786454,-35921154.09884099,50932923.33274138,1.0508600755382262,8524733.001393978,2.9351532866138976,38033.27952315184,9.695365795431963,41.07765503885485,6.1804926353677665,6.169054962512363,0.0,1.0,0.6624214757307773,5921358.787295807,8940840.91229514,6361057.873804816,28754323.72353881,-8725881.173333703,-1370525.512806226,625402.8101832046,-5958620.847000193,-29008887.01309517,0.0,624.1486379044097,-41207150.04968576,-35667456.34016537,-36302434.97932691,-8711214.790673517,0.0,-45013649.77000043,95114743.01628932,-35824343.079455264,142429912.08343574,-142859791.4170377,118172679.09090564,50392628.14883178,-7080763.3679341655,-58251517.889599875,-192838743.21488157,0.0,40996.0684242017,-41207150.04968576,-122936206.11554015,1575135860.3337097,1706074946.4294543,1527820691.2665632,1813110394.7670367,1552077924.2590933,1619857975.201167,1677331366.7179332,1728502121.2395988,1863089346.5648806,1670250603.349999,1670209607.2815747,1711457753.3996847,1793186809.465539
17,1.0,1,2002,140,1215621166.7749991,0.0,1215621166.7749991,0.0,1140891188.1473598,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1215621166.7749991,1215621166.7749991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1215621166.7749991,1215621166.7749991,1215621166.7749991,1215621166.7749991,1215621166.7749991,1215621166.7749991,1215621166.7749991,1215621166.7749991,1215621166.7749991,1215621166.7749991,1215621166.7749991,1215621166.7749991,1215621166.7749991
18,1.0,1,2003,140,1215621166.7749991,1215621166.7749991,1208416412.1510005,-7204754.623999169,1221605954.8639524,80714766.71659213,55786075.64872257,1.6685529662120828,7968873.15244805,2.222505000393942,43244.09959968757,11.26794422105526,44.687341082088444,3.87838804934419,0.0,0.0,0.0,0.0,58757747.15613843,3689352.0384274838,8215593.8137866175,24603084.508046914,7432310.615373418,-602639.3846613914,-14323715.749995453,0.0,0.0,0.0,0.0,0.0,87771732.99711603,88478664.63248155,-95683419.25648072,0.0,-7204754.623999169,58757747.15613843,3689352.0384274838,8215593.8137866175,-14323715.749995453,24603084.508046914,7432310.615373418,-602639.3846613914,0.0,0.0,0.0,0.0,0.0,-95683419.25648072,1149658664.994862,1204727060.112573,1200200818.337214,1222740127.900996,1183813327.6429536,1200984101.5356271,1209019051.535662,1208416412.1510005,1208416412.1510005,1208416412.1510005,1208416412.1510005,1208416412.1510005,1304099831.4074812
19,1.0,1,2004,150,1223178799.2269993,1204894899.936,1247374117.7550006,31844523.81900032,1258406249.1108985,29592984.04299766,56207046.19126352,1.7437462043158192,8141936.805638707,2.547415555075062,41899.23459602723,11.23450185789757,43.53366646483956,3.8759245524568655,0.0,0.0,0.0,0.0,-3600765.8745466573,-3306229.418521565,9779156.159502756,26772822.885022625,10146381.139800133,-586064.7614546553,-13636667.692727415,0.0,0.0,0.0,0.0,0.0,25568632.43707521,31729264.302228205,115259.51677211748,10634694.000000007,42479217.81900032,55156981.28159177,383122.61990591884,17994749.973289374,-27960383.44272287,51375907.393069535,17578691.75517355,-1188704.1461160467,0.0,0.0,0.0,0.0,0.0,-95568159.7397086,1192217136.4734087,1246990995.1350946,1229379367.781711,1275334501.1977234,1195998210.361931,1229795425.9998271,1248562821.9011166,1247374117.7550006,1247374117.7550006,1247374117.7550006,1247374117.7550006,1247374117.7550006,1342942277.4947093
20,1.0,1,2005,150,1223178799.2269993,1247374117.7550006,1312776308.1029987,65402190.34799827,1322793151.798586,64386902.68768708,56492914.72860322,1.6799831140525,8319240.523964062,3.005134682329505,40659.81575431508,11.227949381929292,40.6875676971327,3.8518578357433153,0.0,0.0,0.0,0.0,7215331.655689011,-5105985.917468375,10373573.351865467,35562733.40595172,9620382.120755218,-706815.6147374042,-12255089.780976007,0.0,0.0,0.0,0.0,0.0,44704129.22107963,47196048.37690396,18206141.97109431,0.0,65402190.34799827,62372312.93728078,-4722863.297562456,28368323.32515484,-40215473.22369888,86938640.79902126,27199073.875928767,-1895519.7608534507,0.0,0.0,0.0,0.0,0.0,-77362017.76861429,1250403995.1657178,1317499171.400561,1284407984.777844,1352991781.3266976,1225837667.3039775,1285577234.2270699,1314671827.8638523,1312776308.1029987,1312776308.1029987,1312776308.1029987,1312776308.1029987,1312776308.1029987,1390138325.871613
21,1.0,1,2006,140,1223178799.2269993,1312776308.1029987,1365152818.3240006,52376510.22100162,1390012911.954946,67219760.15636031,57039213.60114653,1.7045139075123432,8480524.796044646,3.3012273641007264,38823.177965758136,10.99178853170499,40.04511051877406,4.146486800772925,0.0,0.0,0.0,0.0,44454978.16336026,-5640327.62723294,14090288.538621198,21258833.26425815,15691591.388520587,-463066.2435857272,-15218697.40041096,-5021951.346053286,0.0,0.0,0.0,0.0,69151648.73747729,69263744.20941532,-16887233.988413695,0.0,52376510.22100162,106827291.10064104,-10363190.924795397,42458611.86377604,-55434170.624109834,108197474.0632794,42890665.26444936,-2358586.004439178,-5021951.346053286,0.0,0.0,0.0,0.0,-94249251.75702798,1258325527.2233596,1375516009.248796,1322694206.4602246,1420586988.9481103,1256955344.2607212,1322262153.0595512,1367511404.3284397,1370174769.670054,1365152818.3240006,1365152818.3240006,1365152818.3240006,1365152818.3240006,1459402070.0810285
22,1.0,1,2007,150,1246579856.2269993,1365152818.3240006,1409658146.5900002,21104271.265999727,1474463757.20082,59860412.34265829,60711273.52115026,1.6815136218832227,8540404.222389974,3.462556656328428,39327.298504079765,10.812715557057805,39.42011921740365,4.359118871381948,0.0,0.0,0.0,0.0,56909541.03564638,6350901.388618758,4092797.498306274,11545674.557024496,-4610553.985228464,-1230542.341232979,-5247009.406856114,-3986673.6393450405,0.0,0.0,0.0,0.0,63824135.1069333,63150026.21501728,-42045754.94901755,23401056.99999996,44505328.26599969,163736832.13628742,-4012289.5361766387,46551409.36208232,-60681180.03096595,119743148.6203039,38280111.279220894,-3589128.3456721567,-9008624.985398326,0.0,0.0,0.0,0.0,-136295006.70604554,1245921314.4537127,1413670436.1261768,1363106737.227918,1470339326.6209662,1289914997.9696963,1371378035.3107793,1413247274.9356723,1418666771.5753984,1409658146.5900002,1409658146.5900002,1409658146.5900002,1409658146.5900002,1545953153.2960458
23,1.0,1,2008,150,1246579856.2269993,1409658146.5900002,1475873942.7200005,66215796.13000029,1517566520.7748358,43102763.5740159,60768453.36868149,1.7315851324456109,8565509.93234914,3.896547460760577,39209.10040559638,10.796210670565117,38.94963198076866,4.447627757245549,0.0,0.0,0.20164112979277715,0.0,32513837.89131653,-15815124.35320422,3639906.9182032775,30346452.98223195,3160.724921798101,1088263.5476124594,-7408080.847866474,-1593828.616684724,0.0,0.0,6155.991960772624,0.0,42780744.23849137,42193036.79708389,24022759.332916398,0.0,66215796.13000029,196250670.02760395,-19827413.889380857,50191316.2802856,-68089260.87883241,150089601.60253584,38283272.004142694,-2500864.7980596973,-10602453.60208305,0.0,0.0,6155.991960772624,0.0,-112272247.37312914,1279623272.6923966,1495701356.6093814,1425682626.439715,1543963203.5988328,1325784341.1174645,1437590670.7158577,1478374807.5180602,1486476396.3220835,1475873942.7200005,1475873942.7200005,1475867786.7280397,1475873942.7200005,1588146190.0931296
