,CLUSTER_APTA4,RAIL_FLAG,Year,CLUSTER_APTA,UPT_ADJ_first_year,UPT_ADJ_base,UPT_ADJ,UPT_ADJ_diff,fitted_exp,fitted_exp_diff,VRM_ADJ,FARE_per_UPT_2018,POP_EMP,GAS_PRICE_2018,TOTAL_MED_INC_INDIV_2018,PCT_HH_NO_VEH,TSD_POP_PCT,JTW_HOME_PCT,YEARS_SINCE_TNC_BUS,YEARS_SINCE_TNC_RAIL,BIKE_SHARE,scooter_flag,VRM_ADJ_log_FAC,FARE_per_UPT_2018_log_FAC,POP_EMP_log_FAC,GAS_PRICE_2018_log_FAC,TOTAL_MED_INC_INDIV_2018_log_FAC,PCT_HH_NO_VEH_FAC,TSD_POP_PCT_FAC,JTW_HOME_PCT_FAC,YEARS_SINCE_TNC_BUS_FAC,YEARS_SINCE_TNC_RAIL_FAC,BIKE_SHARE_FAC,scooter_flag_FAC,FAC_Sum,Known_FAC,Unknown_FAC,New_Reporter_FAC,Total_Change,VRM_ADJ_log_FAC_cumsum,FARE_per_UPT_2018_log_FAC_cumsum,POP_EMP_log_FAC_cumsum,TSD_POP_PCT_FAC_cumsum,GAS_PRICE_2018_log_FAC_cumsum,TOTAL_MED_INC_INDIV_2018_log_FAC_cumsum,PCT_HH_NO_VEH_FAC_cumsum,JTW_HOME_PCT_FAC_cumsum,YEARS_SINCE_TNC_BUS_FAC_cumsum,YEARS_SINCE_TNC_RAIL_FAC_cumsum,BIKE_SHARE_FAC_cumsum,scooter_flag_FAC_cumsum,Unknown_FAC_cumsum,UPT_ADJ_VRM_ADJ_log_FAC_cumsum,UPT_ADJ_FARE_per_UPT_2018_log_FAC_cumsum,UPT_ADJ_POP_EMP_log_FAC_cumsum,UPT_ADJ_TSD_POP_PCT_FAC_cumsum,UPT_ADJ_GAS_PRICE_2018_log_FAC_cumsum,UPT_ADJ_TOTAL_MED_INC_INDIV_2018_log_FAC_cumsum,UPT_ADJ_PCT_HH_NO_VEH_FAC_cumsum,UPT_ADJ_JTW_HOME_PCT_FAC_cumsum,UPT_ADJ_YEARS_SINCE_TNC_BUS_FAC_cumsum,UPT_ADJ_YEARS_SINCE_TNC_RAIL_FAC_cumsum,UPT_ADJ_BIKE_SHARE_FAC_cumsum,UPT_ADJ_scooter_flag_FAC_cumsum,UPT_ADJ_Unknown_FAC_cumsum
24,1.0,1,2009,160,1257928197.2269993,1475873942.7200005,1454622226.1,-32600057.620000064,1436360360.7823832,-96663500.1768509,60625328.486325,1.8518438243959496,8526511.30004698,2.833425068326024,37624.127679481855,10.953244836217296,38.014927963661634,4.612600140095114,0.0,0.0,0.1997044727660166,0.0,5190476.556597857,-23357240.870403245,-671542.7204969778,-80318243.47267918,16478492.371596692,1341392.7359037718,-9524661.783113906,-3322465.010519724,0.0,0.0,0.0,0.0,-94183792.19311471,-93654004.46428008,61053946.84428002,11348341.000000006,-21251716.620000064,201441146.5842018,-43184654.7597841,49519773.55978862,-77613922.66194633,69771358.12985666,54761764.37573939,-1159472.0621559254,-13924918.612602774,0.0,0.0,6155.991960772624,0.0,-51218300.528849125,1253181079.515798,1497806880.8597841,1405102452.5402112,1532236148.7619462,1384850867.9701433,1399860461.7242606,1455781698.1621559,1468547144.7126026,1454622226.1,1454622226.1,1454616070.1080391,1454622226.1,1505840526.628849
25,1.0,1,2010,160,1257928197.2269993,1454622226.1,1451510833.6219995,-3111392.478000235,1494098470.9532535,57738110.17087017,60705170.87419876,1.8622548664832517,8551020.859674145,3.2917151602686316,36794.029233931804,11.220183137453644,37.77086533854915,4.8481177268703375,0.0,0.0,0.21083089526429188,0.0,46865996.85050805,-2528018.6857581013,1831586.9630586512,37873857.88356883,9338368.549625788,2315891.512846154,-5662064.881407622,-4732084.762471544,0.0,0.0,215.3892641485941,0.0,85303748.81923442,85990135.96461423,-89101528.44261445,0.0,-3111392.4780002367,248307143.43470985,-45712673.4455422,51351360.52284727,-83275987.54335395,107645216.0134255,64100132.92536518,1156419.4506902287,-18657003.37507432,0.0,0.0,6371.381224921219,0.0,-140319828.97146356,1203203690.1872897,1497223507.0675416,1400159473.0991523,1534786821.1653535,1343865617.608574,1387410700.6966343,1450354414.1713092,1470167836.997074,1451510833.6219995,1451510833.6219995,1451504462.2407746,1451510833.6219995,1591830662.593463
26,1.0,1,2011,160,1257928197.2269993,1451510833.6219995,1511301361.230001,59790527.60800073,1560748902.892013,66650431.93875973,60659611.65233924,1.8453465710255383,8652140.975801628,4.0460498050502505,36124.7315098215,11.517097900171475,37.22908397602814,4.810686846511019,0.0,0.12733467429298728,0.3714765305295807,0.0,450611.71765932813,2802104.444298167,5577468.1126436535,54699000.127516605,5776350.492131099,2526948.349748889,-7469385.704225328,724437.9385469445,0.0,-1813765.5378453475,5140.024287176564,0.0,63278909.96476118,63517768.70452005,-3727241.0965193217,0.0,59790527.60800073,248757755.15236917,-42910569.00124404,56928828.635490924,-90745373.24757928,162344216.1409421,69876483.41749628,3683367.8004391175,-17932565.436527375,0.0,-1813765.5378453475,11511.405512097783,0.0,-144047070.06798288,1262543606.0776317,1554211930.231245,1454372532.59451,1602046734.4775803,1348957145.0890589,1441424877.8125048,1507617993.4295619,1529233926.6665285,1511301361.230001,1513115126.7678463,1511289849.8244889,1511301361.230001,1655348431.297984
27,1.0,1,2012,160,1257928197.2269993,1511301361.230001,1528025615.5,16724254.269999538,1574680201.5854535,13931298.693440402,62027441.1520676,1.8887306695902983,8742449.956132047,4.072579614208011,35707.256419658705,11.423983390212786,37.09280019878247,4.865137056871887,0.0,0.6485207005453361,0.3784366294982511,0.0,21771290.16933495,-9196421.36087716,7001227.351042565,1644760.0074253432,3586827.9499163018,-952295.6020158902,-3311.5816023913208,-1048919.3636808258,0.0,-7701131.4033330465,233.63713250081813,0.0,15102259.803342344,14894912.6271049,1829341.6428946443,0.0,16724254.269999538,270529045.32170415,-52106990.362121195,63930055.98653349,-90748684.82918167,163988976.14836743,73463311.36741258,2731072.1984232273,-18981484.8002082,0.0,-9514896.941178394,11745.042644598601,0.0,-142217728.42508823,1257496570.1782959,1580132605.862121,1464095559.5134666,1618774300.3291817,1364036639.3516326,1454562304.1325874,1525294543.3015769,1547007100.300208,1528025615.5,1537540512.4411783,1528013870.4573555,1528025615.5,1670243343.9250882
28,1.0,1,2013,160,1257928197.2269993,1528025615.5,1528442156.7000005,416541.2000004277,1549769922.8302147,-24910278.75523879,63688841.95467379,2.023418533458696,8855667.28518628,3.916849701409808,35976.37000450486,11.121563902216533,37.175894893478734,4.849539365248292,0.0,1.5725122501455866,0.373687908113475,0.0,26244700.580044914,-23932528.04207916,6159585.290898212,-10856001.34873777,-3849858.6225773985,-3054956.506456445,-169278.37175186854,135503.32054425825,0.0,-13722366.604120156,0.0,0.0,-23045200.304235414,-23052806.820774816,23469348.020775244,0.0,416541.2000004277,296773745.9017491,-76039518.40420036,70089641.27743171,-90917963.20093355,153132974.79962966,69613452.74483518,-323884.3080332177,-18845981.479663942,0.0,-23237263.54529855,11745.042644598601,0.0,-118748380.40431298,1231668410.7982514,1604481675.1042008,1458352515.4225688,1619360119.900934,1375309181.9003708,1458828703.9551654,1528766041.0080338,1547288138.1796644,1528442156.7000005,1551679420.245299,1528430411.657356,1528442156.7000005,1647190537.1043136
29,1.0,1,2014,170,1284275432.3969994,1528442156.7000005,1599496854.3100011,44707462.44000026,1599974026.6302125,20657812.23462844,65331472.42192695,1.9992949616223985,8942348.554454256,3.7063532740255964,36066.00959377137,11.080356341216783,37.285252001691276,5.125424548063959,0.0,2.507119995337931,0.6236000319684194,0.0,47803601.07930362,2374338.759527705,7179503.120884826,-15293443.903181534,-1679083.4831962462,-308670.2173164486,267563.1790482393,-5749256.928481381,0.0,-14036466.9577939,8390.801433735176,0.0,20566475.4502286,20153731.369558807,24553731.070441466,26347235.16999999,71054697.61000025,344577346.9810527,-73665179.64467266,77269144.39831653,-90650400.0218853,137839530.89644814,67934369.26163894,-632554.5253496662,-24595238.408145323,0.0,-37273730.50309245,20135.84407833378,0.0,-94194649.33387151,1254919507.3289485,1673162033.9546738,1522227709.9116845,1690147254.3318865,1461657323.413553,1531562485.0483623,1600129408.8353508,1624092092.7181466,1599496854.3100011,1636770584.8130937,1599476718.4659228,1599496854.3100011,1693691503.6438727
30,1.0,1,2015,170,1284275432.3969994,1599496854.3100011,1585656035.3,-13840819.010001075,1500307304.4209964,-99666722.20921612,65057206.84393702,2.131457957379069,8932476.017598826,2.719635665575811,37084.84377930665,11.000923145627523,37.72327469002615,5.17815398014204,0.0,3.4954863581159623,0.9467030700308724,0.0,26418945.67474541,-24119510.116269697,6969086.708174524,-84212694.84792762,-11713889.33176796,165250.38260240518,837741.4131798886,-244908.75238622,0.0,-15696310.196722126,11141.536938412783,0.0,-101585147.529433,-100896993.26328568,87056174.25328462,0.0,-13840819.010001075,370996292.6557981,-97784689.76094235,84238231.10649106,-89812658.60870542,53626836.04852052,56220479.92987098,-467304.1427472611,-24840147.160531543,0.0,-52970040.69981458,31277.381016746564,0.0,-7138475.080586895,1214659742.6442018,1683440725.0609424,1501417804.1935089,1675468693.9087055,1532029199.2514794,1529435555.3701289,1586123339.442747,1610496182.4605315,1585656035.3,1638626075.9998145,1585624757.9189832,1585656035.3,1592794510.3805869
31,1.0,1,2016,170,1284275432.3969994,1585656035.3,1548193920.0749993,-37462115.22500023,1456064038.4635804,-44243265.95741604,65360129.36488213,2.1743853737892254,9020522.191046426,2.4193390062973257,37813.80230896015,10.855374060765005,38.05231524261389,5.710349947373607,0.0,4.490564587800297,0.9930476374670284,0.0,23140034.71816435,-8994776.016634922,5284178.259699362,-29894639.50573303,-8670492.027324393,-897807.2191583744,1247185.5327129315,-11612595.185015833,0.0,-15560486.366889473,1536.2133308785092,0.0,-45957861.596848495,-46120475.95553531,8658360.730535086,0.0,-37462115.22500023,394136327.3739624,-106779465.77757728,89522409.36619042,-88565473.07599248,23732196.54278749,47549987.902546585,-1365111.3619056353,-36452742.34554738,0.0,-68530527.06670405,32813.594347625076,0.0,1519885.649948191,1154057592.701037,1654973385.8525767,1458671510.708809,1636759393.150992,1524461723.5322118,1500643932.1724527,1549559031.436905,1584646662.4205468,1548193920.0749993,1616724447.1417034,1548161106.4806516,1548193920.0749993,1546674034.4250512
32,1.0,1,2017,170,1284275432.3969994,1548193920.0749993,1510838191.5319993,-37355728.54300006,1490321798.0917046,34257759.62812434,66881503.29394301,2.132085838778112,9089749.887741676,2.635605947324465,38493.949729629865,10.691631705429595,37.94297242351889,5.8619304886350125,0.0,5.475463462525637,0.993590618012168,0.0,29603318.02941493,5466191.481277276,6367272.284589879,21637907.99731039,-7967446.605738525,-1492534.7945487062,378937.7778116839,-3113139.630812956,0.0,-15192860.147674045,0.0,0.0,35687646.39162992,35586886.84501475,-72942615.38801481,0.0,-37355728.54300006,423739645.40337735,-101313274.29630001,95889681.65078029,-88186535.29818079,45370104.54009788,39582541.29680806,-2857646.1564543415,-39565881.976360336,0.0,-83723387.21437809,32813.594347625076,0.0,-71422729.73806661,1087098546.128622,1612151465.8282993,1414948509.8812191,1599024726.8301802,1465468086.9919014,1471255650.2351913,1513695837.6884537,1550404073.5083597,1510838191.5319993,1594561578.7463775,1510805377.9376516,1510838191.5319993,1582260921.270066
33,1.0,1,2018,170,1284275432.3969994,1510838191.5319993,1483144813.8279998,-27693377.70399958,1466105947.7529402,-24215850.338764675,67281869.4114067,2.1234660514154733,9163824.181860384,2.9074199515158767,39401.74717739564,10.511730031026904,37.978054116380505,6.113541746381593,0.0,6.472296187734332,1.0,0.6722278807382722,8854635.761475999,2007416.6476351374,5681704.809157251,24954918.50208509,-8662866.92713717,-1277983.4092167208,554845.317082006,-5070346.712888604,0.0,-14826277.930737825,187.47312781040108,-36833383.42289241,-24617149.89230943,-25128826.782822344,-2564550.9211772326,0.0,-27693377.703999586,432594281.16485333,-99305857.64866488,101571386.45993754,-87631689.98109879,70325023.04218297,30919674.369670887,-4135629.565671062,-44636228.68924894,0.0,-98549665.14511591,33001.06747543548,-36833383.42289241,-73987280.65924385,1050550532.6631465,1582450671.4766648,1381573427.3680623,1570776503.8090987,1412819790.785817,1452225139.458329,1487280443.3936708,1527781042.5172489,1483144813.8279998,1581694478.9731157,1483111812.7605245,1519978197.2508922,1557132094.4872437
34,2.0,0,2002,1188,690842613.2480001,0.0,690842613.2480001,0.0,670835727.3315859,0.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,690842613.2480001,690842613.2480001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,690842613.2480001,690842613.2480001,690842613.2480001,690842613.2480001,690842613.2480001,690842613.2480001,690842613.2480001,690842613.2480001,690842613.2480001,690842613.2480001,690842613.2480001,690842613.2480001,690842613.2480001
35,2.0,0,2003,1257,706390440.2480001,690842613.2480001,705268087.8979999,-1122352.3500000844,706622337.9089565,20016811.306758083,13138823.8320152,0.8568779042505088,2463158.3078422016,2.2055831485731074,35337.135426236804,7.329103525379914,32.6461601787852,3.5157671976475044,0.0,0.0,0.047534618406944465,0.0,12217057.757358264,-1670083.1362413594,7357081.840128365,13602924.379935015,3633200.5099378405,-277041.03844680573,-8619299.636699859,0.0,0.0,0.0,0.0,0.0,26243840.67597145,25623888.79944185,-26746241.149441924,15547826.999999994,14425474.649999913,12217057.757358264,-1670083.1362413594,7357081.840128365,-8619299.636699859,13602924.379935015,3633200.5099378405,-277041.03844680573,0.0,0.0,0.0,0.0,0.0,-26746241.149441924,693051030.1406416,706938171.0342412,697911006.0578715,713887387.5346998,691665163.5180649,701634887.388062,705545128.9364467,705268087.8979999,705268087.8979999,705268087.8979999,705268087.8979999,705268087.8979999,732014329.0474418
36,2.0,0,2004,1326,722918102.6080003,705268087.8979999,726290046.3759997,4494296.117999785,739642321.3499018,17263161.876815654,12570560.911148932,0.8591456948275245,2501798.260935045,2.5294285806871093,34059.84725455717,7.231951582621982,31.257131505832405,3.4693656054563684,0.0,0.0,0.045503824078655074,0.0,-8444849.489567779,1864710.9480232412,7835790.5064305235,15364775.006828886,5411200.179494679,-151868.08595146792,-7888936.201494986,0.0,0.0,0.0,0.0,0.0,13990822.863763096,15562649.081827875,-11068352.96382809,16527662.36,21021958.477999784,3772208.267790485,194627.81178188184,15192872.346558888,-16508235.838194845,28967699.3867639,9044400.68943252,-428909.12439827365,0.0,0.0,0.0,0.0,0.0,-37814594.113270015,722517838.1082093,726095418.5642178,711097174.0294408,742798282.2141945,697322346.9892358,717245645.6865672,726718955.5003979,726290046.3759997,726290046.3759997,726290046.3759997,726290046.3759997,726290046.3759997,764104640.4892697
37,2.0,0,2005,1373,735799951.7110001,726290046.3759997,772496513.387,33324617.908000447,795518193.8819742,41954941.63723375,12432108.782103533,0.8613360036503803,2498774.3035621205,2.996040026961693,33082.45033897462,7.208593356572987,30.192373597650317,3.4640516125936505,0.0,0.0,0.043921868624212615,0.0,4715263.62966058,-792327.3742477731,8032806.235483756,20630182.739845388,5224802.303617819,-127448.56890790074,-7283942.923358778,0.0,0.0,0.0,0.0,0.0,30399336.04209309,30851325.25263379,2473292.6553666503,12881849.103000015,46206467.01100045,8487471.897451065,-597699.5624658912,23225678.582042642,-23792178.761553623,49597882.12660929,14269202.99305034,-556357.6933061744,0.0,0.0,0.0,0.0,0.0,-35341301.45790336,764009041.4895489,773094212.9494659,749270834.8049573,796288692.1485536,722898631.2603906,758227310.3939496,773052871.0803062,772496513.387,772496513.387,772496513.387,772496513.387,772496513.387,807837814.8449033
38,2.0,0,2006,1396,749156601.2420001,767971489.387,851622694.0660003,65667044.14800013,857865302.0074247,46231324.254116,12507589.793999296,0.8333618930439335,2534976.0780444317,3.2791783400760743,31639.73987482335,7.228877417302593,28.196192079399616,3.6601164653973695,0.0,0.0,0.04319998392971805,0.0,19512426.589896914,2781138.0794651913,9607794.028478092,12172809.74659019,8828931.766838672,-22297.93014735081,-7791739.57616322,-2135417.9709380055,0.0,0.0,0.0,0.0,42953644.73402048,43410371.79146466,22256672.35653543,17984160.531000026,83651204.67900015,27999898.48734798,2183438.5169993,32833472.610520735,-31583918.337716844,61770691.87319948,23098134.759889014,-578655.6234535251,-2135417.9709380055,0.0,0.0,0.0,0.0,-13084629.101367932,823622795.5786524,849439255.5490011,818789221.4554796,883206612.4037172,789852002.1928009,828524559.3061113,852201349.6894538,853758112.0369383,851622694.0660003,851622694.0660003,851622694.0660003,851622694.0660003,864707323.1673683
39,2.0,0,2007,1419,749156601.2420001,851622694.0660003,844966766.0129999,-6655928.053000445,850417261.7113878,-7448040.296037108,12199020.453408284,0.8713733626691658,2527237.2893348667,3.4610513966318184,32182.76436756228,7.2025117406342805,27.377017012852807,3.8288371239387113,0.0,0.0,0.04058509154445035,0.0,-3423987.5153439543,-6877210.056826109,3950372.810822872,8153840.071122147,-2681378.867043889,-268777.7312270766,-3986870.7841202687,-2298808.8825406064,0.0,0.0,0.0,0.0,-7432820.955156896,-8713929.527180353,2058001.4741799082,0.0,-6655928.053000445,24575910.972004026,-4693771.5398268085,36783845.42134361,-35570789.12183711,69924531.94432163,20416755.892845124,-847433.3546806017,-4434226.853478612,0.0,0.0,0.0,0.0,-11026627.627188023,820390855.0409958,849660537.5528266,808182920.5916563,880537555.134837,775042234.0686783,824550010.1201547,845814199.3676805,849400992.8664786,844966766.0129999,844966766.0129999,844966766.0129999,844966766.0129999,855993393.6401879
40,2.0,0,2008,1419,749156601.2420001,844966766.0129999,929130685.857,84163919.84400028,897227618.4776037,46810356.76621599,12460693.818985725,0.8702963201749379,2525204.731237589,3.8783046548830686,31825.68953389977,7.375993908458603,27.10777796610817,3.8701558093887063,0.0,0.0,0.0405240612735214,0.0,25877192.03232556,751122.1764453419,1887871.6712628547,17412160.540023737,1736820.3351994832,1110284.2221473772,-3300221.3236220963,-261487.11108508415,0.0,0.0,0.0,0.0,45213742.54269717,45869428.95354822,38294490.89045205,0.0,84163919.84400028,50453103.004329585,-3942649.363381467,38671717.09260646,-38871010.4454592,87336692.48434538,22153576.228044607,262850.86746677547,-4695713.964563697,0.0,0.0,0.0,0.0,27267863.263264026,878677582.8526704,933073335.2203815,890458968.7643936,968001696.3024592,841793993.3726547,906977109.6289554,928867834.9895332,933826399.8215637,929130685.857,929130685.857,929130685.857,929130685.857,901862822.5937359
41,2.0,0,2009,1419,749156601.2420001,929130685.857,856965294.4729999,-72165391.38400038,825009159.6027926,-72218458.87481098,12267316.337644015,0.9875708293222891,2486400.792973928,2.824020029426853,30369.203548052694,7.429095275167461,26.42811745369669,4.129756134013698,0.0,0.0,0.040302507031570865,0.0,-10686923.722808648,-19601911.861481447,-1492085.472632815,-50372132.52511015,12417983.587326633,213071.5792147621,-3713628.157475856,-3139186.8534064475,0.0,0.0,0.0,0.0,-76374813.42637396,-74600851.26061155,2435459.876611125,0.0,-72165391.38400038,39766179.28152093,-23544561.224862915,37179631.619973645,-42584638.60293506,36964559.95923523,34571559.81537124,475922.44668153755,-7834900.817970144,0.0,0.0,0.0,0.0,29703323.13987515,817199115.191479,880509855.6978629,819785662.8530263,899549933.075935,820000734.5137647,822393734.6576287,856489372.0263184,864800195.2909701,856965294.4729999,856965294.4729999,856965294.4729999,856965294.4729999,827261971.3331248
42,2.0,0,2010,1443,752145340.4570001,856965294.4729999,850599223.8290001,-9354809.858999658,844816972.7349043,15902739.679243512,11861906.563916914,0.9779722391072584,2484977.204609788,3.2831319367442178,29850.583407526075,7.678376369531691,25.806842593880795,4.117536875080735,0.0,0.0,0.035918311043073116,0.0,-9996462.283608364,145677.37175157486,3199957.198482952,22466684.024924107,3346987.8829709417,1361060.7081708636,-3515423.835185912,373450.358187686,0.0,0.0,0.0,0.0,17381931.425693844,17411493.150768396,-26766303.00976805,2988739.215,-6366070.643999658,29769716.99791257,-23398883.853111338,40379588.8184566,-46100062.438120976,59431243.984159335,37918547.69834218,1836983.154852401,-7461450.459782458,0.0,0.0,0.0,0.0,2937020.130107101,820829506.8310876,873998107.6821115,810219635.0105435,896699286.2671211,791167979.8448408,812680676.1306579,848762240.6741477,858060674.2887826,850599223.8290001,850599223.8290001,850599223.8290001,850599223.8290001,847662203.6988931
43,2.0,0,2011,1443,752145340.4570001,850599223.8290001,887377025.251,36777801.42199995,874842043.4485612,30025070.7136567,11511342.008368298,0.9406923520911988,2473624.566652226,4.020174580087336,29203.741798263065,7.865884038769197,25.136129416270677,4.264822934234049,0.0,0.0,0.0479479311260212,0.0,-10330944.529615214,4301553.789960382,2529130.116512036,31606901.126289506,4676855.351615598,1032676.124958648,-2692014.9401143184,-1592985.0227930842,0.0,0.0,294.25871291596206,0.0,29531466.275526475,29319640.668665465,7458160.753334492,0.0,36777801.42199995,19438772.468297355,-19097330.063150957,42908718.934968635,-48792077.378235295,91038145.11044884,42595403.04995778,2869659.279811049,-9054435.482575541,0.0,0.0,294.25871291596206,0.0,10395180.883441593,867938252.7827027,906474355.314151,844468306.3160315,936169102.6292354,796338880.1405512,844781622.2010423,884507365.971189,896431460.7335756,887377025.251,887377025.251,887376730.9922872,887377025.251,876981844.3675585
44,2.0,0,2012,1464,775448625.4570003,887377025.251,906400145.222,-4280165.029000303,880336107.057303,-19344836.24002128,10898770.978024444,0.9416063370516782,2499327.8536334005,4.036833304659971,28894.824336401198,7.9261044714395315,24.899509435806927,4.281725579043573,0.0,0.0,0.09563417973999924,0.0,-27394736.13798905,-623976.1315344046,3440409.072790028,672416.8801696879,2616761.1502898317,352706.1556664627,-678576.607250456,-175036.05543530284,0.0,0.0,867.5980235783367,0.0,-21789164.075269625,-22164055.424079914,17883890.395079616,23303285.000000004,19023119.9709997,-7955963.669691697,-19721306.194685362,46349128.00775866,-49470653.985485755,91710561.99061853,45212164.200247616,3222365.4354775115,-9229471.538010845,0.0,0.0,1161.8567364942987,0.0,28279071.27852121,914356108.8916917,926121451.4166853,860051017.2142414,955870799.2074858,814689583.2313814,861187981.0217524,903177779.7865225,915629616.7600108,906400145.222,906400145.222,906398983.3652635,906400145.222,878121073.9434788
45,2.0,0,2013,1464,775448625.4570003,906400145.222,893199558.357,-13200586.86499972,876390096.0547955,-3946011.0025075036,10969137.110853318,0.9773110886578086,2535185.94058407,3.875457893678588,28850.175506982632,7.904864738572067,25.073710656649087,4.2849777910240014,0.0,0.0,0.15208121013290218,0.0,5771626.4934854815,-4992235.816470746,5995172.655154377,-6594412.456883316,-1126917.6591466714,-677814.1035222465,-1321479.1284431743,-640319.7940218626,0.0,0.0,1099.113064426132,0.0,-3585280.6967837345,-3629623.230117038,-9570963.634882683,0.0,-13200586.86499972,-2184337.1762062153,-24713542.01115611,52344300.66291304,-50792133.11392893,85116149.53373522,44085246.54110094,2544551.3319552653,-9869791.332032707,0.0,0.0,2260.9698009204308,0.0,18708107.64363853,895383895.5332062,917913100.3681561,840855257.6940869,943991691.4709289,808083408.8232648,849114311.815899,890655007.0250447,903069349.6890327,893199558.357,893199558.357,893197297.387199,893199558.357,874491450.7133615
46,2.0,0,2014,1464,775448625.4570003,893199558.357,890992762.3820002,-2206795.974999752,880772385.4313539,4382289.376558598,11101670.981812723,0.9629883388958516,2558561.6103473003,3.661630966405923,28993.285048476035,7.890242308874559,24.79785869400191,4.394727146376376,0.1500536736342976,0.0,0.2098119071114646,0.0,12127821.551488342,2146915.295409356,4438951.47367467,-9219962.012397736,-860754.5328469169,-31332.6622501687,-612108.539304185,-1151105.8246558765,-2266705.830304747,0.0,1094.8502055625843,0.0,4572813.769018305,4460735.719488714,-6667531.694488469,0.0,-2206795.974999752,9943484.375282127,-22566626.715746753,56783252.13658771,-51404241.65323311,75896187.52133748,43224492.00825402,2513218.6697050966,-11020897.156688582,-2266705.830304747,0.0,3355.8200064830153,0.0,12040575.94915006,881049278.006718,913559389.097747,834209510.2454125,942397004.0352333,815096574.8606627,847768270.3737462,888479543.712295,902013659.5386888,893259468.212305,890992762.3820002,890989406.5619937,890992762.3820002,878952186.4328501
47,2.0,0,2015,1464,775448625.4570003,890992762.3820002,867794939.638,-23197822.744000185,832146345.4302856,-48626040.00106885,11402660.171233125,0.9812101671183326,2576927.773834177,2.699247829581368,30117.225783694215,7.695934742229192,24.827694792112908,4.571213154458258,0.9441882510268028,0.0,0.4277542166909297,0.0,20453457.459752146,-2782715.2980440496,4361507.595278162,-46339510.66062575,-8622411.35513191,-1005642.2979673573,-534961.208375033,-2056143.8357573776,-12026000.8889725,0.0,4152.2782930153935,0.0,-48548268.21155064,-49029044.36517348,25831221.62117331,0.0,-23197822.744000185,30396941.835034274,-25349342.0137908,61144759.73186587,-51939202.86160815,29556676.86071173,34602080.65312211,1507576.3717377393,-13077040.99244596,-14292706.719277248,0.0,7508.098299498409,0.0,37871797.57032337,837397997.8029658,893144281.6517909,806650179.9061341,919734142.4996082,838238262.7772883,833192858.984878,866287363.2662623,880871980.630446,882087646.3572773,867794939.638,867787431.5397005,867794939.638,829923142.0676767
48,2.0,0,2016,1464,775448625.4570003,867794939.638,827843026.5139999,-39951913.12400011,813826119.1301322,-18320226.30015249,11828604.810119035,1.0050261308846251,2610231.7364286147,2.3953384211747815,30943.665651218722,7.571706920601847,24.99293339325726,5.0693560720727495,1.8523315641498717,0.0,0.5733227910265795,0.0,22678286.506400604,-2748477.85116418,4089727.9524437976,-16739386.789462885,-5690542.621361024,-670649.5524302501,-606542.3303894337,-5962096.166019438,-13457110.772321025,0.0,2849.6958885103277,0.0,-19103941.928415325,-19297438.23619749,-20654474.887802623,0.0,-39951913.12400011,53075228.34143488,-28097819.864954982,65234487.68430967,-52545745.19199758,12817290.071248846,28911538.031761087,836926.8193074892,-19039137.1584654,-27749817.49159827,0.0,10357.794188008736,0.0,17217322.682520747,774767798.1725651,855940846.3789549,762608538.8296902,880388771.7059975,815025736.442751,798931488.4822389,827006099.6946925,846882163.6724653,855592844.0055982,827843026.5139999,827832668.7198119,827843026.5139999,810625703.8314792
49,2.0,0,2017,1464,775448625.4570003,827843026.5139999,796520522.535,-31322503.97900004,819977261.0553876,6151141.925255167,11985969.656389648,0.995536398175556,2642709.1613131445,2.607670154747922,31102.423945609946,7.326140218360868,24.858717913647734,5.257598127900027,2.7740316361173867,0.0,0.6896135569384366,0.0,8108627.1743102465,1146660.7009022264,4140337.6951482017,11577129.256961932,-1108302.3474642506,-1278582.3643591402,-811306.250247727,-2341791.2394666686,-12923310.401588365,0.0,2103.96937006195,0.0,6511566.19356652,6174029.4727320615,-37496533.45173209,0.0,-31322503.97900003,61183855.515745126,-26951159.164052755,69374825.37945788,-53357051.442245305,24394419.32821078,27803235.684296835,-441655.54505165096,-21380928.397932068,-40673127.893186636,0.0,12461.763558070686,0.0,-20279210.769211344,735336667.0192548,823471681.6990527,727145697.1555421,849877573.9772453,772126103.2067891,768717286.8507031,796962178.0800517,817901450.932932,837193650.4281867,796520522.535,796508060.7714419,796520522.535,816799733.3042113
