,ID,Year,RAIL_FLAG,CLUSTER_APTA,UPT_ADJ_log,VRM_ADJ_log,FARE_per_UPT_2018_log,POP_EMP_log,GAS_PRICE_2018_log,TOTAL_MED_INC_INDIV_2018_log,PCT_HH_NO_VEH,TSD_POP_PCT,JTW_HOME_PCT,YEARS_SINCE_TNC_BUS,YEARS_SINCE_TNC_RAIL,BIKE_SHARE,scooter_flag,effects,residual,fitted,check_fitted,UPT_ADJ,fitted_exp,VRM_ADJ,FARE_per_UPT_2018,POP_EMP,GAS_PRICE_2018,TOTAL_MED_INC_INDIV_2018,VRM_ADJ_ratio,FARE_per_UPT_2018_ratio,POP_EMP_ratio,GAS_PRICE_2018_ratio,TOTAL_MED_INC_INDIV_2018_ratio,PCT_HH_NO_VEH_diff,TSD_POP_PCT_diff,JTW_HOME_PCT_diff,YEARS_SINCE_TNC_BUS_diff,YEARS_SINCE_TNC_RAIL_diff,BIKE_SHARE_diff,scooter_flag_diff,VRM_ADJ_log_FAC_ratio,FARE_per_UPT_2018_log_FAC_ratio,POP_EMP_log_FAC_ratio,GAS_PRICE_2018_log_FAC_ratio,TOTAL_MED_INC_INDIV_2018_log_FAC_ratio,PCT_HH_NO_VEH_FAC_ratio,TSD_POP_PCT_FAC_ratio,JTW_HOME_PCT_FAC_ratio,YEARS_SINCE_TNC_BUS_FAC_ratio,YEARS_SINCE_TNC_RAIL_FAC_ratio,BIKE_SHARE_FAC_ratio,scooter_flag_FAC_ratio,UPT_ADJ_base,UPT_ADJ_ratio,fitted_exp_ratio,UPT_ADJ_diff,fitted_exp_diff,UPT_ADJ_first_year,UPT_ADJ_new_reporter,effects_FAC_ratio,residual_FAC_ratio,FAC_Sum,VRM_ADJ_log_FAC,FARE_per_UPT_2018_log_FAC,POP_EMP_log_FAC,GAS_PRICE_2018_log_FAC,TOTAL_MED_INC_INDIV_2018_log_FAC,PCT_HH_NO_VEH_FAC,TSD_POP_PCT_FAC,JTW_HOME_PCT_FAC,YEARS_SINCE_TNC_BUS_FAC,YEARS_SINCE_TNC_RAIL_FAC,BIKE_SHARE_FAC,scooter_flag_FAC,Known_FAC,Unknown_FAC,New_Reporter_FAC,Total_Change,CLUSTER_APTA4
0,"Akron, OH Metro Area-Bus",2002,0,24,15.469230710079277,15.208376625044341,0.14825406721340958,13.808215921076174,1.0660890969625496,10.47920963156113,8.6,18.52598412658121,3.1,0.0,0.0,0.0,0.0,1.0586555389349397,-0.1306277464834199,15.599858456562696,0.0,5226385.660000004,5955693.963985248,4026372.388000001,0.15980752799999998,992730.9043999999,1.904,35567.284380000034,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,5226385.660000004,5226385.660000004,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5226385.660000004,5226385.660000004,2.0
1,"Akron, OH Metro Area-Bus",2003,0,24,15.501150499112994,15.195930102090628,0.4629039882063673,13.823451180111006,1.1389541679514876,10.446266881676316,8.2,18.07696860948634,3.1,0.0,0.0,0.0,0.0,1.0586555389349388,-0.00015351262009077882,15.501304011733085,0.0,5395901.887999996,5396730.290773604,3976568.6240000003,0.5886808029999999,1007971.2324999995,2.1235000000000004,34414.656879999995,0.9991816008203521,3.1223695707452244,1.0011033473927342,1.0683480125596836,0.9968563707528478,-0.40000000000000036,-0.4490155170948711,0.0,0.0,0.0,0.0,0.0,0.990349998511543,0.89223402290898,1.0056092779944683,1.0167705493950843,1.0085492181753957,0.9976990633890431,0.9967401939081089,1.0,1.0,1.0,1.0,1.0,5226385.660000004,1.03243469560568,0.9061463405286169,169516.22799999174,-558963.6732116435,5226385.660000004,0.0,0.9999999999999991,1.1393685823887352,-481076.6524056282,-50434.62939825015,-563226.5573043957,29316.25007324275,87649.35886879015,44681.511276099314,-12025.582108074002,-17037.003813040497,0.0,0.0,0.0,0.0,0.0,-490515.41999976034,660031.6479997521,0.0,169516.22799999174,2.0
2,"Akron, OH Metro Area-Bus",2004,0,24,15.591676287857569,15.27769908459787,0.4142036707432596,13.839439464371155,1.2336966414921573,10.403979542747855,7.79,17.637662264760475,3.1,0.0,0.0,0.0,0.0,1.0586555389349446,-0.02384814921026642,15.615524437067837,1.7763568394002505e-15,5907162.280999997,6049730.428679295,4315392.555000002,0.513165283,1024216.4999999993,2.4339,32989.6525,1.005380979114664,0.8947939125523442,1.0011566058324968,1.0831837454101183,0.9959519185746024,-0.40999999999999925,-0.43930634472586405,0.0,0.0,0.0,0.0,0.0,1.065777690781325,1.0178052952613936,1.0058873394247416,1.0218605157420773,1.0109875817547453,0.9976416078578907,0.9968105689640175,1.0,1.0,1.0,1.0,1.0,5395901.887999996,1.0947497570585927,1.1209992166964649,511260.3930000011,653000.1379056908,5226385.660000004,0.0,1.0000000000000058,0.9765838772136023,630082.6998492004,354929.9658752315,96075.62631735126,31767.50591726013,117957.1981653283,59287.913134984716,-12725.652612251986,-17209.856948703535,0.0,0.0,0.0,0.0,0.0,652899.9018189752,-141639.50881897414,0.0,511260.3930000011,2.0
3,"Akron, OH Metro Area-Bus",2005,0,24,15.609547744723166,15.214970882413319,0.46080355303115866,13.857195463269905,1.3616173734074501,10.365663122316796,7.47,17.24354563238996,3.1,0.0,0.0,0.0,0.0,1.058655538934942,0.01887142442198729,15.59067632030118,1.7763568394002505e-15,6013680.880999995,5901258.261774513,4053011.0650000013,0.5853473839999999,1042564.92,2.9025000000000003,31749.479999999996,0.995894132890221,1.112504754495002,1.0012829998602517,1.103688968270654,0.9963171380457233,-0.3200000000000003,-0.3941166323705154,0.0,0.0,0.0,0.0,0.0,0.9523045158542625,0.9832543382629494,1.006540386304866,1.0296283884329474,1.0099506965419294,0.9981588267761776,0.9971381832323724,1.0,1.0,1.0,1.0,1.0,5907162.280999997,1.0180321099934242,0.9754580524446286,106518.5999999987,-148472.16690478195,5226385.660000004,0.0,0.9999999999999973,1.0436451881818591,-136010.43022527912,-281744.96491973416,-98919.34138349025,38635.12328327389,175019.69859792318,58780.379282162285,-10876.10902055072,-16905.216064863358,0.0,0.0,0.0,0.0,0.0,-144973.26690137017,251491.86690136886,0.0,106518.5999999987,2.0
4,"Akron, OH Metro Area-Bus",2006,0,24,15.619000689641032,15.200500822369563,0.46241954073795305,13.879496423290751,1.4291143583028187,10.305856204902874,6.85,16.754286725168807,2.5,0.0,0.0,0.0,0.0,1.0586555389349415,-4.3238509875136166e-05,15.619043928150905,-1.7763568394002505e-15,6070797.419000001,6071059.916952346,3994786.012999998,0.5879113570000001,1066076.33,3.175,29906.249999999978,0.9990489590709318,1.0035068907263507,1.0016093415207974,1.0495711836626007,0.9942302854426013,-0.6200000000000001,-0.48925890722115284,-0.6000000000000001,0.0,0.0,0.0,0.0,0.988789940068727,0.9994145493520926,1.0082213784962133,1.015525496484671,1.0155750136482895,0.9964358057318794,0.9964485504597143,1.0083405744904412,1.0,1.0,1.0,1.0,6013680.880999995,1.0094977666973421,1.0287738051184314,57116.5380000053,169801.6551778335,5226385.660000004,0.0,0.9999999999999996,0.9812630967856762,172901.1956255265,-67413.72308356054,-3520.713368089682,49440.74667814238,93365.38137789829,93663.16179803258,-21433.926926366636,-21357.28420025261,50157.55334972272,0.0,0.0,0.0,0.0,173036.48171433082,-115919.94371432552,0.0,57116.5380000053,2.0
5,"Akron, OH Metro Area-Bus",2007,0,24,15.585151724047213,15.335336419458681,0.4954104501432585,13.881340825687872,1.4843734312795258,10.32592678168161,7.48,16.708371701965806,2.9,0.0,0.0,0.0,0.0,1.0586555389349388,-0.13284504503702216,15.717996769084236,0.0,5868746.078000004,6702536.668102122,4571428.063999997,0.64117172,1068044.4200000004,3.4122000000000012,30512.569999999985,1.0088704706946687,1.0713441074584713,1.0001328868383168,1.0386666557897657,1.0019474924139915,0.6300000000000008,-0.045915023203001226,0.3999999999999999,0.0,0.0,0.0,0.0,1.110763940831739,0.9881155214078154,1.0006773991561466,1.0126927797381189,0.9948269009763491,1.003634740543682,0.9996661729327846,0.9944779799786545,1.0,1.0,1.0,1.0,6070797.419000001,0.9667174957333234,1.1040142511831401,-202051.3409999963,631476.7511497755,5226385.660000004,0.0,0.9999999999999973,0.8756386207712938,636556.107597884,672425.4461195894,-72148.26196359476,4112.353048767671,77055.29447410764,-31404.836201011483,22065.773511319763,-2026.5964980436427,-33523.06489325057,0.0,0.0,0.0,0.0,631449.4476218248,-833500.7886218211,0.0,-202051.3409999963,2.0
6,"Akron, OH Metro Area-Bus",2008,0,24,15.630405328290188,15.169629026567392,0.48214715415594267,13.879020969528272,1.5642522442567808,10.29784755996769,6.76,16.643547447366196,3.0,0.0,0.0,0.0,0.0,1.058655538934939,0.01806718481040754,15.61233814347978,0.0,6140428.987999995,6030484.885476559,3873343.9760000035,0.619548091,1065569.5800000003,3.7790999999999997,29667.690000000006,0.9891944077156973,0.9732276620659082,0.9998328795331278,1.0538131519292957,0.997280706874299,-0.7200000000000006,-0.0648242545996105,0.10000000000000009,0.0,0.0,0.0,0.0,0.878886353641434,1.0048180910268507,0.999148630595344,1.018399589710211,1.0072824640098448,0.9958621265880985,0.9995287249870093,0.9986166270601012,1.0,1.0,1.0,1.0,5868746.078000004,1.046293178540888,0.8997317260756055,271682.90999999084,-672051.7826255625,5226385.660000004,0.0,1.0000000000000002,1.1628945861672009,-571952.689308727,-710785.2370591139,28276.152817277132,-4996.470854504226,107982.51994860968,42738.93209595274,-24284.128357357582,-2765.793384148647,-8118.664515442206,0.0,0.0,0.0,0.0,-588449.0393416205,860131.9493416114,0.0,271682.90999999084,2.0
7,"Akron, OH Metro Area-Bus",2009,0,24,15.531262442891736,15.048489219355647,0.49675353878290157,13.860814012525106,1.315362110251888,10.277892585389473,8.32,16.526820347603707,3.2,0.0,0.0,0.0,0.0,1.0586555389349397,0.07156615520822528,15.45969628768351,0.0,5560854.0639999965,5176791.881689108,3431434.4129999997,0.6433774400000001,1046344.3300000007,2.7261,29081.52000000001,0.9920143197305888,1.03029445367676,0.9986881670513259,0.8408887473751733,0.9980622188800122,1.5600000000000005,-0.11672709976248896,0.20000000000000018,0.0,0.0,0.0,0.0,0.909938860967833,0.9947207378991935,0.9933376332003746,0.9447742630507743,1.0051699709696678,1.0090244697354938,0.9991515492658902,0.9972351678408932,1.0,1.0,1.0,1.0,6140428.987999995,0.9056132844899534,0.8584370875643131,-579574.9239999987,-853693.0037874514,5226385.660000004,0.0,1.0000000000000007,1.0549559055821296,-900477.6209611854,-553014.0288054157,-32416.93403904221,-40909.79022510854,-339109.71604668803,31745.83960926635,55414.11556515451,-5209.85148261753,-16977.255536734217,0.0,0.0,0.0,0.0,-869257.0111457966,289682.0871457979,0.0,-579574.9239999987,2.0
8,"Akron, OH Metro Area-Bus",2010,0,24,15.541231502678654,15.060082497963277,0.5098150338920184,13.850870703707582,1.434369984351454,10.249973767207049,8.04,16.372407180585842,2.9,0.0,0.0,0.0,0.0,1.0586555389349395,0.045091323628785096,15.496140179049869,0.0,5616567.806000004,5368934.302034693,3471447.4930000007,0.6649832010000001,1035991.7500000008,3.197,28280.800000000014,1.0007703948508477,1.026293713258931,0.9992826316832085,1.0904753703729357,0.9972836047905276,-0.28000000000000114,-0.15441316701786434,-0.30000000000000027,0.0,0.0,0.0,0.0,1.009073029651702,0.9952777948196767,0.9963559833297143,1.0275358799924903,1.0072407124322933,0.9983887879148454,0.9988777754450637,1.0041616276727772,1.0,1.0,1.0,1.0,5560854.0639999965,1.010018918201916,1.0371161183869906,55713.74200000707,192142.42034558486,5226385.660000004,0.0,0.9999999999999998,0.973872554361108,205259.97225888693,50453.79381146005,-26259.49386804261,-20263.844910241904,153123.01016205587,40264.54515537347,-8959.715271697747,-6240.526977037936,23142.204157017764,0.0,0.0,0.0,0.0,206397.31777220158,-150683.5757721945,0.0,55713.74200000707,2.0
9,"Akron, OH Metro Area-Bus",2011,0,24,15.5834815935631,15.181095727913105,0.48520370062029544,13.849324449797944,1.6001145849732161,10.229703082804564,8.13,16.323618302502226,3.3,0.0,0.0,0.0,0.0,1.0586555389349384,-0.05298480048640547,15.636466394049506,1.7763568394002505e-15,5858952.685000004,6177759.555176148,3918014.085999999,0.6245058879999998,1034391.0800000002,3.9536,27713.280000000006,1.008035363017845,0.9517249754605397,0.9998883641366153,1.1155521953401049,0.9980223671920666,0.09000000000000163,-0.04878887808361654,0.3999999999999999,0.0,0.0,0.0,0.0,1.0988665652844398,1.0089588591388896,0.9994324560996988,1.0385559718551065,1.00525198006284,1.0005184416068988,0.9996452821587627,0.9944779799786545,1.0,1.0,1.0,1.0,5616567.806000004,1.043155337453786,1.1506491246940629,242384.87900000066,808825.2531414554,5226385.660000004,0.0,0.9999999999999989,0.9065798885352288,818376.256829884,555290.7676663822,50318.039817976285,-3187.6487989235425,216552.23025043344,29498.1021387004,2911.862438598963,-1992.2968073072757,-31014.799875976572,0.0,0.0,0.0,0.0,846131.0237587538,-603746.1447587531,0.0,242384.87900000066,2.0
