,ID,Year,RAIL_FLAG,CLUSTER_APTA,UPT_ADJ_log,VRM_ADJ_log,FARE_per_UPT_2018_log,POP_EMP_log,GAS_PRICE_2018_log,TOTAL_MED_INC_INDIV_2018_log,PCT_HH_NO_VEH,TSD_POP_PCT,JTW_HOME_PCT,YEARS_SINCE_TNC_BUS,YEARS_SINCE_TNC_RAIL,BIKE_SHARE,scooter_flag,effects,residual,fitted,check_fitted,UPT_ADJ,fitted_exp,VRM_ADJ,FARE_per_UPT_2018,POP_EMP,GAS_PRICE_2018,TOTAL_MED_INC_INDIV_2018,VRM_ADJ_ratio,FARE_per_UPT_2018_ratio,POP_EMP_ratio,GAS_PRICE_2018_ratio,TOTAL_MED_INC_INDIV_2018_ratio,PCT_HH_NO_VEH_diff,TSD_POP_PCT_diff,JTW_HOME_PCT_diff,YEARS_SINCE_TNC_BUS_diff,YEARS_SINCE_TNC_RAIL_diff,BIKE_SHARE_diff,scooter_flag_diff,VRM_ADJ_log_FAC_ratio,FARE_per_UPT_2018_log_FAC_ratio,POP_EMP_log_FAC_ratio,GAS_PRICE_2018_log_FAC_ratio,TOTAL_MED_INC_INDIV_2018_log_FAC_ratio,PCT_HH_NO_VEH_FAC_ratio,TSD_POP_PCT_FAC_ratio,JTW_HOME_PCT_FAC_ratio,YEARS_SINCE_TNC_BUS_FAC_ratio,YEARS_SINCE_TNC_RAIL_FAC_ratio,BIKE_SHARE_FAC_ratio,scooter_flag_FAC_ratio,UPT_ADJ_base,UPT_ADJ_ratio,fitted_exp_ratio,UPT_ADJ_diff,fitted_exp_diff,UPT_ADJ_first_year,UPT_ADJ_new_reporter,effects_FAC_ratio,residual_FAC_ratio,FAC_Sum,VRM_ADJ_log_FAC,FARE_per_UPT_2018_log_FAC,POP_EMP_log_FAC,GAS_PRICE_2018_log_FAC,TOTAL_MED_INC_INDIV_2018_log_FAC,PCT_HH_NO_VEH_FAC,TSD_POP_PCT_FAC,JTW_HOME_PCT_FAC,YEARS_SINCE_TNC_BUS_FAC,YEARS_SINCE_TNC_RAIL_FAC,BIKE_SHARE_FAC,scooter_flag_FAC,Known_FAC,Unknown_FAC,New_Reporter_FAC,Total_Change,CLUSTER_APTA4
10,"Akron, OH Metro Area-Bus",2012,0,24,15.606640740733132,15.166952079905556,0.7229662935778935,13.85068326204996,1.5963324092556201,10.235153973990212,8.54,16.089151911964482,3.0,0.0,0.0,0.0,0.0,1.0586555389349386,0.06432062876476394,15.542320111968369,0.0,5996224.469000002,5622685.384200621,3862989.103999999,1.0605363099999998,1035797.5799999993,3.9349,27864.759999999977,0.9990683381317764,1.490026338739043,1.0000981139734968,0.9976363094536387,1.0005328494034993,0.40999999999999837,-0.23446639053774376,-0.2999999999999998,0.0,0.0,0.0,0.0,0.9890414231123569,0.9174442905821202,1.000499010529671,0.9991370896675753,0.9985924028827187,1.0023639673040232,0.9982964705069889,1.0041616276727772,1.0,1.0,1.0,1.0,5858952.685000004,1.023429406479325,0.9101495993785567,137271.78399999812,-555074.1709755268,5226385.660000004,0.0,1.0000000000000002,1.1244628210843908,-530022.6419582186,-64205.78347963567,-483689.9953559671,2923.6790826588294,-5055.750809073904,-8247.044909693737,13850.372583159053,-9980.89869705416,24382.77962738811,0.0,0.0,0.0,0.0,-526429.2459693315,663701.0299693296,0.0,137271.78399999812,2.0
11,"Akron, OH Metro Area-Bus",2013,0,24,15.603275226925597,15.242641391099621,0.7389895743200752,13.851960609453858,1.5689491957039656,10.236288773502844,8.07,15.932015088863885,3.5,0.0,0.0,0.0,0.0,1.0586555389349368,0.024639168583567753,15.578636058342028,-1.7763568394002505e-15,5976078.009999998,5830631.589406865,4166725.9900000026,1.093818797,1037121.4999999998,3.8015999999999996,27896.39999999998,1.0049904101229636,1.0221632472834714,1.0000922226997564,0.9828461707643814,1.0001108727348427,-0.46999999999999886,-0.15713682310059696,0.5,0.0,0.0,0.0,0.0,1.0607415033853331,0.994210107006531,1.0004690863440322,0.9937692645243466,0.9997067944709755,0.9972969441480847,0.9988579921077293,0.9931022460518267,1.0,1.0,1.0,1.0,5996224.469000002,0.9966401426257205,1.0369834324699294,-20146.459000004455,207946.20520624332,5226385.660000004,0.0,0.9999999999999982,0.9610955375958625,228779.5768573171,364219.68888298096,-34717.49804033044,2812.7470141596255,-37360.88851897958,-1758.1261675825212,-16208.129640328323,-6847.735667424703,-41360.48100517793,0.0,0.0,0.0,0.0,221760.96272379992,-241907.42172380438,0.0,-20146.459000004455,2.0
12,"Akron, OH Metro Area-Bus",2014,0,24,15.604068691547843,15.28114129936723,0.7434184901488886,13.85629790868444,1.5176734391762705,10.22891473073712,8.14,15.963911483678473,3.2,0.0,0.0,0.0,0.0,1.05865553893494,0.0004606999752792551,15.603607991572565,1.7763568394002505e-15,5980821.699000002,5978066.968731236,4330272.661999996,1.10311271,1041629.5799999996,3.5616000000000003,27691.44,1.0025258029287554,1.005993204752433,1.0003131180742473,0.9673184086087068,0.9992796175519382,0.07000000000000028,0.031896394814587836,-0.2999999999999998,0.0,0.0,0.0,0.0,1.0304489625304003,0.9983962807257143,1.0015937020932675,0.9883645136607316,1.0019073754832133,1.000403209137778,1.000231969669503,1.0041616276727772,1.0,1.0,1.0,1.0,5976078.009999998,1.0007937796314015,1.0252863479819636,4743.689000003971,147435.379324371,5226385.660000004,0.0,1.000000000000003,0.9761114889529316,152435.65230802158,181965.37540523915,-9583.951489271978,9524.08803406675,-69534.57404775705,11398.624682044072,2409.609261705661,1386.268840903888,24870.211621091104,0.0,0.0,0.0,0.0,151113.18812822056,-146369.4991282166,0.0,4743.689000003971,2.0
13,"Akron, OH Metro Area-Bus",2015,0,24,15.582682874265892,15.333203888428155,0.7063306341849407,13.85957497335196,1.2652560327428346,10.259819837774073,8.38,15.933988694243324,3.1,1.0,0.0,0.0,0.0,1.0586555389349381,0.003978939249559246,15.57870393501633,-1.7763568394002505e-15,5854274.894,5831027.366787988,4561689.737,1.0265414770000003,1045048.6699999993,2.5440000000000005,28560.639999999996,1.0034069830283607,0.9501117386029501,1.0002365036237757,0.8336813441431528,1.0030213476063188,0.2400000000000002,-0.029922789435149255,-0.10000000000000009,1.0,0.0,0.0,0.0,1.0413948707664684,1.0135310946953375,1.0012038939229477,0.9440139303712833,0.9920454816233423,1.0013831083132068,0.9997824324773474,1.0013852893116464,0.9830878029666105,1.0,1.0,1.0,5980821.699000002,0.9788412343037813,0.9754034869946505,-126546.80500000156,-147039.60194324795,5226385.660000004,0.0,0.9999999999999982,1.003524435542596,-132607.35018856463,247575.34130739514,80927.06476509852,7200.274897660018,-334842.70007715357,-47574.556112208804,8272.124211694281,-1301.232560478117,8285.168374487488,-101148.83499505957,0.0,0.0,0.0,-147107.35870212995,20560.55370212838,0.0,-126546.80500000156,2.0
14,"Akron, OH Metro Area-Bus",2016,0,24,15.52043055778938,15.29612410346924,0.6995170651992981,13.858550171748274,1.180960030016863,10.25419371870895,8.22,15.913366304909706,4.2,2.0,0.0,0.0,0.0,1.058655538934937,0.019664485586329397,15.500766072203048,-3.552713678800501e-15,5500944.573000003,5393827.956389495,4395640.78,1.012780431,1043978.2499999995,2.2574999999999994,28400.400000000016,0.9975817327396983,0.9903535700479635,0.999926058222878,0.9333763281545208,0.9994516356861931,-0.16000000000000014,-0.020622389333617264,1.1,1.0,0.0,0.0,0.0,0.9715250744793543,1.0024722383741345,0.9996238162635767,0.9809433283026153,1.0014549274995834,0.9990789892576951,0.9998500502806894,0.9848877166860859,0.9830878029666105,1.0,1.0,1.0,5854274.894,0.9396457584589814,0.925021890158042,-353330.32099999767,-437199.4103984926,5226385.660000004,0.0,0.9999999999999989,1.0158092102513547,-451224.41892334784,-166700.04158403588,14473.163045678755,-2202.2830036742794,-111562.99468119947,8517.54553340144,-5391.850065779787,-877.8468771223554,-88471.46079566257,-99008.65049495362,0.0,0.0,0.0,-438942.46604734886,85612.1450473512,0.0,-353330.32099999767,2.0
15,"Akron, OH Metro Area-Bus",2017,0,24,15.513199708941904,15.306356944576878,0.6938473613761365,13.861458037913705,1.240748222488552,10.312591365853002,7.79,15.874514040411938,4.8,3.0,0.0,0.0,0.0,1.058655538934941,0.03090495841564876,15.482294750526254,-1.7763568394002505e-15,5461311.529999997,5295111.3267195085,4440851.606999997,1.0014008519999997,1047018.4200000005,2.4582,30108.360000000004,1.0006689826153619,0.9918948312982953,1.0002098247023963,1.0506267705527979,1.0056950013571038,-0.4300000000000006,-0.03885226449776802,0.5999999999999996,1.0,0.0,0.0,0.0,1.008004087156466,1.0020567713344406,1.0010681892053288,1.0137402155206559,0.9850225031053603,0.9975267067216492,0.9997175157572928,0.9917284152780859,0.9830878029666105,1.0,1.0,1.0,5500944.573000003,0.9927952295330269,0.9816982242540666,-39633.04300000612,-98716.62966998667,5226385.660000004,0.0,1.000000000000004,1.011303884312999,-99279.90870553952,44030.03980518036,11314.185110092987,5876.049611990685,75584.16400020222,-82390.38025969251,-13605.449236981078,-1553.9301618779643,-45501.529086123315,-93033.05848833089,0.0,0.0,0.0,-100677.05396585536,61044.010965849244,0.0,-39633.04300000612,2.0
16,"Akron, OH Metro Area-Bus",2018,0,24,15.506986703532068,15.305573228078433,0.6807840900266725,13.864611540491342,1.3137236682850553,10.354483550892281,7.44,15.840261377559173,5.525,4.0,0.0,0.0,0.0,1.0586555389349388,0.04293752370253097,15.464049179829537,0.0,5427485.554999996,5199375.0180858085,4437372.601,0.9754260370000001,1050325.4100000004,2.72,31396.49999999998,0.9999487979732027,0.9811727015527522,1.000227501505903,1.058815676278091,1.004062236498383,-0.34999999999999964,-0.03425266285276507,0.7250000000000005,1.0,0.0,0.0,0.0,0.9993896067921989,1.004745256953973,1.0011584746849593,1.0167961653058493,0.9892328419391216,0.9979863906827442,0.99975095404449,0.9900137991094239,0.9830878029666105,1.0,1.0,1.0,5461311.529999997,0.9938062542643488,0.9819198685869723,-33825.97500000056,-95736.30863370001,5226385.660000004,0.0,0.9999999999999978,1.0121052478271664,-97422.7390627106,-3333.547463597812,25915.326515545337,6326.791154181513,91729.0912446205,-58802.80446320737,-10996.947781244546,-1360.1175483266716,-54537.75406459956,-92362.77665608199,0.0,0.0,0.0,-98741.23014988312,64915.25514988256,0.0,-33825.97500000056,2.0
17,"Albany, GA Metro Area-Bus",2002,0,34,13.35081282750872,13.184765242517294,0.5159994762782661,12.267083524974819,1.0515206811342592,10.397128264325614,14.66,1.89612553095435,2.9,0.0,0.0,0.0,0.0,1.191714722335985,-0.04107782900646398,13.391890656515185,0.0,628324.0000000003,654671.6747579592,532194.0,0.6753121,212581.09559999983,1.862,32764.396880000004,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,628324.0000000003,628324.0000000003,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,628324.0000000003,628324.0000000003,3.0
18,"Albany, GA Metro Area-Bus",2003,0,34,13.416437974065815,13.192383720861127,0.4616148730624408,12.300189420328119,1.1301432549474573,10.338840514891155,13.69,1.7386034402773962,2.9,0.0,0.0,0.0,0.0,1.1917147223359845,-0.03952782788537447,13.455965801951187,-1.7763568394002505e-15,670941.0000000002,697993.0113299518,536264.0000000005,0.58663413,219736.60749999993,2.0961,30909.16938000001,1.0005778243452728,0.8946033751660302,1.0026987584527243,1.0747703542343923,0.9943938606937788,-0.9700000000000006,-0.15752209067695389,0.0,0.0,0.0,0.0,0.0,1.0059530703789916,1.0199040775675912,1.012228953924172,1.0181076187252829,1.0151764026723624,0.9944293733094104,0.9988551937396385,1.0,1.0,1.0,1.0,1.0,628324.0000000003,1.067826471692948,1.066172614827133,42616.99999999988,43321.33657199261,628324.0000000003,0.0,0.9999999999999996,1.001551202993715,40624.09363902082,3740.456992809533,12506.209633579156,7683.745245451454,11377.451427944647,9535.698032709452,-3500.158444738027,-719.3092487353848,0.0,0.0,0.0,0.0,0.0,41577.842038643605,1039.157961356279,0.0,42616.99999999988,3.0
19,"Albany, GA Metro Area-Bus",2004,0,34,13.409538821541656,13.195083959005283,0.5259254649838664,12.320606318833162,1.241413087299781,10.269739527462283,12.73,1.588972260890232,2.9,0.0,0.0,0.0,0.0,1.1917147223359836,-0.06935841079346936,13.478897232335125,0.0,666328.0000000001,714183.943531893,537714.0000000005,0.692024033,224269.0800000001,2.4605,28845.3725,1.0002046815951757,1.1393165508181677,1.0016598848852931,1.0984563964481626,0.9933163697293381,-0.9599999999999991,-0.1496311793871643,0.0,0.0,0.0,0.0,0.0,1.002105921818228,0.9769637932167788,1.0075242020577033,1.0257226370071069,1.018017073311754,0.9944866438436253,0.9989125104678745,1.0,1.0,1.0,1.0,1.0,670941.0000000002,0.9931245817441472,1.0231964101919746,-4613.000000000116,16190.932201941148,628324.0000000003,0.0,0.9999999999999991,0.9706099575363779,15923.296302058854,1412.9492906437104,-15455.935615341192,5048.295652797527,17258.371796185293,12088.393184861512,-3699.1366929142096,-729.641314173783,0.0,0.0,0.0,0.0,0.0,15563.422650613638,-20176.422650613757,0.0,-4613.000000000118,3.0
20,"Albany, GA Metro Area-Bus",2005,0,34,13.390674539356821,13.191299713959879,0.5181361694898513,12.341016477692174,1.378010141532193,10.20414347445792,11.94,1.4530269820875217,2.9,0.0,0.0,0.0,0.0,1.1917147223359859,-0.138181940401223,13.528856479758046,1.7763568394002505e-15,653875.9999999997,750770.3921095573,535683.0000000005,0.678895555,228893.49999999985,2.9669999999999996,27013.890000000007,0.9997132079600887,0.9851893547420184,1.0016565872109566,1.1100335219838278,0.9936126858106817,-0.7900000000000009,-0.13594527880271023,0.0,0.0,0.0,0.0,0.0,0.9970561038312895,1.002826771354413,1.0075217089906623,1.0316694575064704,1.0170954467364381,0.9954607477183193,0.9990119277034011,1.0,1.0,1.0,1.0,1.0,666328.0000000001,0.9813125067534301,1.0512283269723641,-12452.000000000466,36586.44857766433,628324.0000000003,0.0,1.0000000000000022,0.9334913991371203,33744.29174784168,-1961.6004463045247,1883.556903043309,5011.925308330024,21102.246281371434,11391.17483299736,-3024.6308943477566,-658.3802372481643,0.0,0.0,0.0,0.0,0.0,34134.86865484145,-46586.868654841914,0.0,-12452.000000000466,3.0
